new,host,mx,soa,status_code,a,cname,aaaa,txt,ns,cdn,cdn-name,has_internal_ips,internal_ips,caa
[x],nemo.apis-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.239,apis-int.post.ch,,,,,,,,
[x],nemo.apis-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.243,apis-test.post.ch,,,,,,,,
[x],nemo.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],nemoauth-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.110,,,,,,,,,
[x],nemotest.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.206,,,,,,,,,
[x],nemotestuaas.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.18,,,,,,,,,
[x],neos.advertising.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,92.42.187.91,,,,,,,,,
[x],net.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.10,,,,,,,,,
[x],netapp.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.134,,,,,,,,,
[x],netappint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.146,,,,,,,,,
[x],netapptest.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],news-intern.post.ch,"mx-in-001.inxserver.de, mx-in-002.inxserver.de, mx-in-005.inxserver.de","ns1.domains.inxserver.com, hostmaster.inxserver.com",NOERROR,93.191.162.150,,,v=spf1 include:inxserver.com -all,"ns4.domains.inxserver.com, ns3.domains.inxserver.com, ns2.domains.inxserver.com, ns1.domains.inxserver.com",,,,,";, letsencrypt.org"
[x],newsletter-directpoint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,168.119.44.214,,,,,,,,,
[x],notification.apis-dev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,apis-dev.post.ch,,,,,,,,
[x],notification.apis-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.239,apis-int.post.ch,,,,,,,,
[x],notification.apis-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.243,apis-test.post.ch,,,,,,,,
[x],notification.apis.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.141,apis-gslb.post.ch,,,,,,,,
[x],ocswebt.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],olist.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.248,,,,,,,,,
[x],on.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],oos.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,"194.41.159.23, 194.41.223.21",,,,,,,,,
[x],opera.apis.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.141,apis-gslb.post.ch,,,,,,,,
[x],order-on-demand.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],org-tool-int.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],orgtool-int.post.ch,,,NOERROR,194.41.248.85,,,,,,,,,
[x],orgtool-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.126,,,,,,,,,
[x],orgtool.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.93,,,,,,,,,
[x],outlook.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.159.24,,,,,,,,,
[x],outproxy1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],outproxy2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.216.154,,,,,,,,,
[x],p-help2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],pa-be.extern.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.153,,,,,,,,,
[x],pa-be.externint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.163,,,,,,,,,
[x],pa-cms.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],pakete-spenden.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],pbizboard-gls.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],pccweb.api.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.143,,,,,,,,,
[x],pccweb.apitest.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.252.139,,,,,,,,,
[x],pensionierteint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.91,,,,,,,,,
[x],personalzeitung.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.144,,,,,,,,,
[x],pes.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.178,,,,,,,,,
[x],pf37wiki.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.13,,,,,,,,,
[x],pfwiki.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.13,,,,,,,,,
[x],pilot-directcalendar.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],pit.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],pit1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],pitint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],place-poste-delemont1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
[x],place-poste-delemont2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
[x],place-poste-delemontint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
[x],places-old.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.43,,,,,,,,,
[x],places.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.43,,,,,,,,,
[x],placesint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.49,,,,,,,,,
[x],pladato-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.232,,,,,,,,,
[x],pladato.post.ch,,,NOERROR,194.41.184.122,,,,,,,,,
[x],planon-i.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.249.52,,,,,,,,,
[x],plz-finder-admin.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],pmf-web-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.48,,,,,,,,,
[x],pmf-web.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.34,,,,,,,,,
[x],politik.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],portal.postcompanycars.post.ch,,"ns1.open-telekom-cloud.com, hostmaster.bsiag.com",NOERROR,213.158.148.97,compcar.prod.bsistudio.com,,,,,,,,
[x],portal1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],portal2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],portalint2.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],post-von-heute.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],postappstoreint.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],postauto.apis-dev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,apis-dev.post.ch,,,,,,,,
[x],postauto.apis-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,apis-test.post.ch,,,,,,,,
[x],postauto.apis.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.141,apis-gslb.post.ch,,,,,,,,
[x],postcardcreator-post.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.173,,,,,,,,,
[x],postcardcreator.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.173,,,,,,,,,
[x],postcompanycars.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
[x],postcompanycars2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
[x],postcompanycarsint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
[x],postcompanycarsint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
[x],postdoc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,52.208.179.40,,,,,,,,,
[x],posteingangsscanning.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],posteingangsscanning2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],posteingangsscanningint.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],postnetz1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
[x],postnetz2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
[x],postnetzint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
[x],postorama.post.ch,,,NOERROR,213.213.162.61,,,,,,,,,
[x],postweb1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],postwebint1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],postwebint2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],postzone.externint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.114,,,,,,,,,
[x],postzone.post.ch,,"ns1.liip.ch, hostmaster.liip.ch",NOERROR,"185.172.103.92, 84.16.77.191","moodle-postzone.clients.liip.ch, proxy.maas.liip.ch","2001:1600:112::3:2400, 2001:1600:112::3:fc00",,,,,,,
[x],ppg.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.88.197.91,,,,,,,,,
[x],ppm.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],praktisch-post-weihnachtswettbewerb.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],praktisch-post-weihnachtswettbewerb1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],praktisch-post-weihnachtswettbewerb2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],praktisch-post-weihnachtswettbewerbint.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],praktisch-post-weihnachtswettbewerbint1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],praktisch-post-weihnachtswettbewerbint2.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],praktisch-post-wettbewerb.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],praktisch-post-wettbewerb1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],praktisch-post-wettbewerbint2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],prodshopadmin.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],promopost.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],promopostint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.63,,,,,,,,,
[x],promoposttool.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.173,,,,,,,,,
[x],promoposttoolint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.74,,,,,,,,,
[x],psc-dev.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],psc-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],psc.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],pscauthor-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],pscauthor.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],publiposte.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],pwlan.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],pwwex.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],pwwexint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.194.10,,,,,,,,,
[x],pwwssl.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],qcimtint.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],queue.shop.post.ch,,"ns-793.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,"52.48.39.58, 54.229.163.51, 52.18.153.65, 52.215.9.182, 54.229.218.49, 54.73.248.134",postch.queue-it.net,,region:eu-west-1,,,,,,
[x],ras.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.48,,,,,,,,,
[x],rascitrix1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],rascitrix1int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.168,,,,,,,,,
[x],rascitrix2int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],rascitrixint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],rasicaeh01.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.144.150,,,,,,,,,
[x],rasicaeh02.post.ch,,,NOERROR,194.41.144.134,,,,,,,,,
[x],rasicazf01.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.209.135,,,,,,,,,
[x],rasns.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.209.136,,,,,,,,,
[x],rasns01.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.144.155,,,,,,,,,
[x],rasns02.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],rasns03.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.144.158,,,,,,,,,
[x],rasns04.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],rastav.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.209.137,,,,,,,,,
[x],redirect.post.ch,,,NOERROR,194.41.184.173,,,,,,,,,
[x],registrazione.post.ch,,"ns4.sap-ag.de, dns.sap-ag.de",NOERROR,155.56.229.160,EU1841610009288.ssl.ondemand.com,,,,,,,,
[x],relay1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,84.246.232.131,,2a00:17cf::201,,,,,,,
[x],relay2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,84.246.236.131,,2a00:17cf:0:8000::201,,,,,,,
[x],remote-support-ng.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],remote-support.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],repondre-avec-le-coeur.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],retail2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
[x],retailint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
[x],retourenticket.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.161,,,,,,,,,
[x],rfidmon.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.77,,,,,,,,,
[x],rispondere-con-il-cuore.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],s.post.ch,,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,"s.whitelabel.surveyanyplace.com, ab3c37c6ec570b182.awsglobalaccelerator.com",,,,,,,,
[x],saferpay-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],saferpay.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.159.12,,,,,,,,,
[x],salt-abo1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
[x],salt-abo2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
[x],salt-aboint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
[x],salt-aboint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],saml.klp-idp.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],sandbox.apis-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.239,apis-int.post.ch,,,,,,,,
[x],sandbox.apis-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,apis-test.post.ch,,,,,,,,
[x],sandbox.apis.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,apis-gslb.post.ch,,,,,,,,
[x],sandroclaus.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],sapmsint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],sapmstst.post.ch,,"ns4.sap-ag.de, dns.sap-ag.de",NOERROR,,EU1813642888503.ssl.ondemand.com,,,,,,,,
[x],scepintune.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.186,,,,,,,,,
[x],schreiben.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],schreiben1.post.ch,,,NOERROR,194.41.190.114,,,,,,,,,
[x],schreibenint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
[x],schreibenint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
[x],schreibenint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
[x],schreibfabrik.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.165.44.13,,,,,,,,,
[x],scytl-test.evoting.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],sdm.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],sdmint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.50,,,,,,,,,
[x],sdmklpint1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],sdmklppartner.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.227,,,,,,,,,
[x],sdmpartner.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],securepost.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],securepost2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],securepostint.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],securepostint1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],securepostint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],secureshop.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.173,,,,,,,,,
[x],secureshopint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.173,,,,,,,,,
[x],segpf.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],service-int.meetonline.post.ch,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,51.107.58.161,"app-meetonline-service-int.azurewebsites.net, waws-prod-zrh-003.sip.azurewebsites.windows.net, waws-prod-zrh-003.switzerlandnorth.cloudapp.azure.com",,,,True,azure,,,
[x],service.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.183,,,,,,,,,
[x],serviceint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.178,,,,,,,,,
[x],servicetest.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.71,,,,,,,,,
[x],sf.rasint.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],shopint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.131,,,,,,,,,
[x],shopncross-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],shoptest.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,172.28.54.15,,,,,,,True,172.28.54.15,
[x],sinaundleo.postdoc.post.ch,,"ns-1701.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,13.51.62.86,master-7rqtwti-vxpinvjuxcpxy.eu-5.platformsh.site,,,,,,,,
[x],sip.post.ch,,"admin.nsatc.net, dns.level3.net",NOERROR,52.112.193.13,sipdir.online.lync.com,2603:1027:0:48::20,,,,,,,
[x],sipskype.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],sipskypebe.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,swisssign-check=VKhTb7WkVyeXDmFs3RpZxQuD9p1fmxbCPATLIxJM3V,,,,,,
[x],sipskypezo.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,"194.41.216.158, 194.41.216.153",,"2a00:17c8:0:8000::213, 2a00:17c8:0:8000::210",swisssign-check=9sy6jWQBzrabaSlmIbHVTZbxfqMZlcTLYzQITY6KpA,,,,,,
[x],skypeweb.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],smail.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.31,,,,,,,,,
[x],smailint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.38,,,,,,,,,
[x],smart.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.216.175,,2a00:17c8::226,,,,,,,
[x],smart2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],smartcity.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
[x],smartcity1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
[x],smartcity2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
[x],smartcityint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
[x],sorry.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.87,,2a00:17c8:0:103::201,,,,,,,
[x],sorry.shopadmin.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],sorryrpz.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.197,,,,,,,,,
[x],sp-apps.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],spi.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.72,,,,,,,,,
[x],spiint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.79,,,,,,,,,
[x],spimr1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],spimr2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.216.151,,,,,,,,,
[x],sps.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],spscom.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],spsint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],ssi.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.41,,,,,,,,,
[x],ssj.extern.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.109,,,,,,,,,
[x],ssje.extern.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.112,,,,,,,,,
[x],ssje.externint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.118,,,,,,,,,
