new,host,mx,soa,status_code,a,cname,aaaa,txt,ns,cdn,cdn-name,has_internal_ips,internal_ips,caa
[x],digitale-gemeinde2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],digitale-gemeindeint.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],digitale-gemeindeint1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],digitale-gemeindeint2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],digitaler-posteingangint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
[x],digitaltag.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],digitaltagint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],digitaltagint1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],digitaltagint2.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],dips-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.61,,,,,,,,,
[x],dips.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.50,,,,,,,,,
[x],directanalytics.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],directcalendar-stage.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,91.214.169.155,,,,,,,,,
[x],directcalendar-staging.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],directday.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
[x],directdayint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
[x],directpoint.post.ch,,"ns10.digicertdns.com, dns.digicertdns.com",NOERROR,217.175.192.14,"www.emarsys.net, suite1.emarsys.net",,,,,,,,
[x],dispo-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.169,,,,,,,,,
[x],dispo.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.114,,,,,,,,,
[x],dm-champion.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.144,,,,,,,,,
[x],dm-wissensspiel.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,62.204.127.188,,,,,,,,,
[x],dmc-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.88.196.82,,,,,,,,,
[x],dmc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.88.196.82,,,,,,,,,
[x],dms.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,dialogmarketingsolutions.post.ch,,,,,,,,
[x],dmsolutions.post.ch,"mx-in-005.inxserver.de, mx-in-001.inxserver.de, mx-in-002.inxserver.de","ns1.domains.inxserver.com, hostmaster.inxserver.com",NOERROR,93.191.162.150,,,v=spf1 include:inxserver.com -all,"ns3.domains.inxserver.com, ns4.domains.inxserver.com, ns1.domains.inxserver.com, ns2.domains.inxserver.com",,,,,"letsencrypt.org, ;"
[x],dns1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.135,,2a00:17c8::200,,,,,,,
[x],dns2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.136,,2a00:17c8::201,,,,,,,
[x],dnscache1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.203,,2a00:17c8::227,,,,,,,
[x],dnscache2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.204,,2a00:17c8::207,,,,,,,
[x],dnscache4.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.216.181,,2a00:17c8:0:8000::218,,,,,,,
[x],docucenter.post.ch,web17.glarotech.ch,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],download.ocsweb.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],download.ocswebt.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],ds.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],dscadmin.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.24,,,,,,,,,
[x],dscadminint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.31,,,,,,,,,
[x],dscadmintest.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.30,,,,,,,,,
[x],e-collaboration-int.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],e-collaboration-test.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],e-health-kundenbereichint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
[x],e-health-kundenbereichint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
[x],e-mobility1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],e-mobility2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
[x],e-mobilityint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
[x],e-mobilityint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
[x],e-mobilityint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
[x],e-post1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
[x],e-post2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
[x],e-postint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
[x],e-postint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
[x],earlyint.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],earlyint1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],eas.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.87,,,,,,,,,
[x],easint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],ef-intix.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],ef-testix.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],emanager.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],emm.post.ch,,"ns-187.awsdns-23.com, awsdns-hostmaster.amazon.com",NOERROR,3.123.124.113,"ds1279.awmdm.com, de02pgroup1.awmdm.com",,,"ns-1235.awsdns-26.org, ns-1766.awsdns-28.co.uk, ns-187.awsdns-23.com, ns-899.awsdns-48.net",,,,,
[x],emm01.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],emmads.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.216.166,,,,,,,,,
[x],emmint.post.ch,,"ns-187.awsdns-23.com, awsdns-hostmaster.amazon.com",NOERROR,3.127.240.112,"ds1273.awmdm.com, de01ugroup1.awmdm.com",,,,,,,,
[x],entdecken1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
[x],entdeckenint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
[x],entdeckenint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],entdeckenint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],enterpriseenrollment.post.ch,,"ns1-201.azure-dns.com, msnhst.microsoft.com, ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,13.74.111.192,"enterpriseenrollment-s.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu01.northeurope.cloudapp.azure.com, pexsucpeu02.westeurope.cloudapp.azure.com, pexsucpeu03.swedencentral.cloudapp.azure.com",,,,True,azure,,,
[x],epof.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],epofdev.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],epofint.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],epost.api-test.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],epostoffice1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],epostoffice11.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],epostoffice1int.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],epostoffice1int1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],epostoffice1int2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],epostoffice2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],epostoffice21.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],epostoffice22.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],epostoffice2int.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],epostoffice2int1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],epostoffice2int2.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],epostoffice3.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],epostoffice31.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],epostoffice32.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],epostoffice3int2.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],epostoffice4.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],epostoffice41.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],epostoffice4int.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],epostoffice4int1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],epr.ag.int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.16,,,,,,,,,
[x],epr.ag.preprod.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,"194.41.249.79, 194.41.184.16",,,,,,,,,
[x],epr.ag.prod.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.18,,,,,,,,,
[x],epr.esanita.int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.132,,,,,,,,,
[x],epr.ne.prod.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.180,,,,,,,,,
[x],epr.ti.preprod.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,"194.41.249.83, 194.41.184.166",,,,,,,,,
[x],epr.ti.prod.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.172,,,,,,,,,
[x],erpcorp.apis-dev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.247,apis-dev.post.ch,,,,,,,,
[x],erpcorp.apis.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.141,apis-gslb.post.ch,,,,,,,,
[x],erviceint2.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],es13050005.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],espacelab-open-day.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],espacelab-open-day1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],espacelab-open-dayint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],espacenight.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],espacenight2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],espacenightint.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],espacenightint1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],espacenightint2.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],eu-verzollung.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
[x],eu-verzollung1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
[x],eu-verzollung2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
[x],eu-verzollungint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
[x],event.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],events-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.121,,,,,,,,,
[x],evoting-community1.post.ch,,,NOERROR,194.41.190.114,,,,,,,,,
[x],evoting-community2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,v=spf1 -all,,,,,,
[x],evoting-communityint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,v=spf1 -all,,,,,,
[x],example-cug.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
[x],example-cug1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
[x],example-cug2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
[x],example-cugint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
[x],example-cugint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
[x],example-onepager1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
[x],example-onepager2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
[x],example-onepagerint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
[x],example-onepagerint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
[x],example-onepagerint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
[x],example.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
[x],example2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
[x],exampleint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
[x],execution-ci360-i.post.ch,,"ns-487.awsdns-60.com, awsdns-hostmaster.amazon.com",NOERROR,"13.227.219.94, 13.227.219.91, 13.227.219.20, 13.227.219.97","execution-cipcateu.ci360.marketing, d1s4bsl6j01kuv.cloudfront.net","2600:9000:223c:b600:1b:c63a:f5c0:93a1, 2600:9000:223c:cc00:1b:c63a:f5c0:93a1, 2600:9000:223c:8800:1b:c63a:f5c0:93a1, 2600:9000:223c:3000:1b:c63a:f5c0:93a1, 2600:9000:223c:6000:1b:c63a:f5c0:93a1, 2600:9000:223c:c800:1b:c63a:f5c0:93a1, 2600:9000:223c:be00:1b:c63a:f5c0:93a1, 2600:9000:223c:9400:1b:c63a:f5c0:93a1",,"ns-1100.awsdns-09.org, ns-1760.awsdns-28.co.uk, ns-487.awsdns-60.com, ns-728.awsdns-27.net",True,cloudfront,,,
[x],execution-ci360-p.post.ch,,"ns-806.awsdns-36.net, awsdns-hostmaster.amazon.com",NOERROR,,"execution-cipscaeu.ci360.marketing, d38a2iizjhzhvw.cloudfront.net",,,,True,cloudfront,,,
[x],externint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],extranet.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],extranetapps.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.55,,,,,,,,,
[x],extranetappsint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.130,,,,,,,,,
[x],facetoface.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
[x],fakeext.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],fakeextint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.184,,,,,,,,,
[x],fakeextint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.190,,,,,,,,,
[x],fakeexttest.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.72,,,,,,,,,
[x],fdsbc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.223.17,,2a00:17c8:0:3::20b,,,,,,,
[x],fdsbci.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.159.17,,2a00:17c8:0:3::20a,,,,,,,
[x],file-intpa-cms.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.35,,,,,,,,,
[x],filialemitpartner.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
[x],filialemitpartnerint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
[x],filp.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.195,,,,,,,,,
[x],fiori-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.231,,,,,,,,,
[x],fit-im-beruf.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
[x],fit-im-beruf1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
[x],fit-im-beruf2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],fit-im-berufint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
[x],flyerservice.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,217.26.52.53,,,v=spf1 include:eu.mailgun.org ~all,,,,,,
[x],fonts.int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.55,,,,,,,,,
[x],fr-admin-test.evoting.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],fr-admin.evoting.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],fr-test.evoting.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],ftp.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.153,,,,,,,,,
[x],fuer-alle.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],fuer-alle2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
[x],fuer-alleint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
[x],fuer-alleint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],funde.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,62.12.149.236,,,,,,,,,
[x],fundeint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,62.12.149.236,,,,,,,,,
[x],gandalf.apis-dev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.247,apis-dev.post.ch,,,,,,,,
[x],gandalf.apis-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,apis-int.post.ch,,,,,,,,
[x],gandalf.apis-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.243,apis-test.post.ch,,,,,,,,
[x],gewinnende-worte.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,94.126.21.139,,,,,,,,,
[x],gis.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.165,,,,,,,,,
[x],gisint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.179,,,,,,,,,
[x],gititint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.201,,,,,,,,,
[x],gollum.apis-dev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.247,apis-dev.post.ch,,,,,,,,
[x],gollum.apis-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.243,apis-test.post.ch,,,,,,,,
[x],gollum.apis.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.141,apis-gslb.post.ch,,,,,,,,
[x],guest2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,172.26.19.254,,,,,,,True,172.26.19.254,
[x],guestauth2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,172.21.23.20,,,,,,,True,172.21.23.20,
[x],gvedexpe1a.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.182,,,,,,,,,
[x],gvedexpe1a.uc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.182,,,,,,,,,
[x],gvedexpe1a.vc.uc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.182,,,,,,,,,
[x],gvedexpe2a.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.186,,,,,,,,,
[x],gvedexpe2a.vc.uc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.186,,,,,,,,,
[x],gvee02a.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],gvee02a.ucint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.188,,,,,,,,,
[x],gvesb03a.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.164,,,,,,,,,
[x],gvfdexpe1a.vc.uc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.216.165,,,,,,,,,
[x],gvfe01a.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],gvfsb03a.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.216.145,,,,,,,,,
[x],gviae1a.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],gvide1a.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.216.174,,,,,,,,,
[x],gvide1a.ucint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.216.174,,,,,,,,,
[x],gvide2a.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.216.173,,,,,,,,,
[x],gvide2a.ucint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.216.173,,,,,,,,,
[x],gvie01.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.169,,,,,,,,,
[x],gvie02a.uc.ucint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.163,,,,,,,,,
[x],gviee02a.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.186,,,,,,,,,
[x],gvife01a.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],gvisb03.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],gvzae2a.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],gw.incamail-dev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.147.15,,,,,,,,,
[x],gw1.incamail-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.147.11,,,,,,,,,
[x],gw1.incamail-prod.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.147.13,,,,,,,,,
[x],gzd.post.ch,gzd.post.ch,"dns1.post.ch, domainmanage.post.ch",NOERROR,83.222.130.149,,,v=spf1 ip4:83.222.130.149 -all,,,,,,
[x],halloween.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],handbuch.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
[x],handbuch1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
