input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,tech_,lines,cdn,tls_expired
mx03.naspers.com,Not Found,,315,mx03.naspers.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-26T00:00:00Z,"CN=*.media24.com, O=Media24 (Pty) Ltd, L=Cape Town, ST=Western Cape, C=ZA",*.media24.com,Media24 (Pty) Ltd,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,ctls,mx03.naspers.com,443,https://mx03.naspers.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,152.111.195.101,Microsoft HTTPAPI:2.0,7,,
naspers.co,Home | Naspers,,35945,www.naspers.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-12T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.naspers.com,80,http://naspers.co:80,http,cloudflare,text/html,GET,165.160.13.20,Microsoft ASP.NET,885,,
naspers.com,Home | Naspers,,35933,www.naspers.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-12T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.naspers.com,443,https://naspers.com:443,https,cloudflare,text/html,GET,197.86.41.250,Microsoft ASP.NET,885,,
naspers.fr,Home | Naspers,,35944,www.naspers.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-12T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.naspers.com,80,http://naspers.fr:80,http,cloudflare,text/html,GET,165.160.15.20,Microsoft ASP.NET,885,,
naspers.us,Home | Naspers,,35944,www.naspers.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-12T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.naspers.com,80,http://naspers.us:80,http,cloudflare,text/html,GET,165.160.13.20,Microsoft ASP.NET,885,,
nav.naspers.com,Naspers NAV,,155333,nav.naspers.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,nav.naspers.com,443,https://nav.naspers.com:443,https,cloudflare,text/html,GET,104.20.33.28,HSTS,1769,True,
nav.prosus.com,Prosus NAV,,122513,nav.prosus.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,nav.prosus.com,443,https://nav.prosus.com:443,https,cloudflare,text/html,GET,104.22.62.224,HSTS,1624,True,
okta.prosus.com,My Apps Dashboard | Prosus-Naspers,,8970,okta.prosus.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-16T00:00:00Z,"CN=okta.prosus.com, O=MIH Technology Holdings B.V., ST=Noord-Holland, C=NL",okta.prosus.com,MIH Technology Holdings B.V.,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,ctls,okta.prosus.com,443,https://okta.prosus.com:443,https,nginx,text/html,GET,35.71.153.225,Nginx,183,,
openline.naspers.com,EthicsPoint - Naspers and Prosus Group,,9185,secure.ethicspoint.eu,443,tls13,TLS_AES_128_GCM_SHA256,2023-01-17T00:00:00Z,CN=*.ethicspoint.eu,*.ethicspoint.eu,,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ctls,secure.ethicspoint.eu,443,https://openline.naspers.com:443,https,,text/html,GET,197.86.37.8,Imperva,176,,
peopleview.naspers.com,,,1284,peopleview.naspers.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-17T00:00:00Z,"CN=peopleview.naspers.com, O=MIH Holdings (Pty) Ltd, ST=Gauteng, C=ZA",peopleview.naspers.com,MIH Holdings (Pty) Ltd,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,ctls,peopleview.naspers.com,443,https://peopleview.naspers.com:443,https,Tableau,text/html,GET,20.50.233.122,,1,True,
prosus.com,Prosus - Home,,71899,www.prosus.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-12T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.prosus.com,443,https://prosus.com:443,https,cloudflare,text/html,GET,104.20.235.57,Microsoft ASP.NET,1283,True,
publicpolicy.naspers.com,Home | Naspers Public Policy Group,,20538,publicpolicy.naspers.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-15T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,publicpolicy.naspers.com,443,https://publicpolicy.naspers.com:443,https,cloudflare,text/html,GET,104.20.33.28,Microsoft ASP.NET,436,True,
quasap.naspers.com,SAP NetWeaver Portal,,12377,quasap.naspers.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,"CN=*.naspers.com, O=Naspers Limited, L=Cape Town, ST=WESTERN CAPE, C=ZA",*.naspers.com,Naspers Limited,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,ctls,quasap.naspers.com,443,https://quasap.naspers.com:443,https,SAP NetWeaver Application Server 7.53 / AS Java 7.50,text/html,GET,52.236.152.156,SAP,342,True,
sip.naspers.com,,,76,sip.naspers.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-03-28T19:00:19Z,"CN=sipfed.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",sipfed.online.lync.com,Microsoft Corporation,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,ctls,sip.naspers.com,443,https://sip.naspers.com:443,https,RTC/7.0,text/plain,GET,52.112.192.139,HSTS,4,,
sip.prosus.com,,,75,sip.prosus.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-03-28T19:00:19Z,"CN=sipfed.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",sipfed.online.lync.com,Microsoft Corporation,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,ctls,sip.prosus.com,443,https://sip.prosus.com:443,https,RTC/7.0,text/plain,GET,52.112.196.46,HSTS,4,,
speakup.naspers.com,EthicsPoint - Naspers and Prosus Group,,9185,secure.ethicspoint.eu,443,tls13,TLS_AES_128_GCM_SHA256,2023-01-17T00:00:00Z,CN=*.ethicspoint.eu,*.ethicspoint.eu,,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ctls,secure.ethicspoint.eu,443,https://speakup.naspers.com:443,https,,text/html,GET,197.86.37.11,Imperva,176,,
sub-97-141-127.naspers.co,Home | Naspers,,35932,www.naspers.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-12T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.naspers.com,80,http://sub-97-141-127.naspers.co:80,http,cloudflare,text/html,GET,165.160.15.20,Microsoft ASP.NET,885,,
sub-97-155-244.naspers.us,Home | Naspers,,33903,www.naspers.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-12T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.naspers.com,80,http://sub-97-155-244.naspers.us:80,http,cloudflare,text/html,GET,165.160.13.20,Microsoft ASP.NET,833,,
tapartners.prosus.com,Prosus TA Partner Connect,,5781,tapartners.prosus.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-30T05:31:15Z,CN=tapartners.prosus.com,tapartners.prosus.com,,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,tapartners.prosus.com,80,http://tapartners.prosus.com:80,http,nginx,text/html,GET,35.208.106.206,WordPress,75,True,
test-nav.naspers.com,,,54,test-nav.naspers.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-26T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,test-nav.naspers.com,443,https://test-nav.naspers.com:443,https,cloudflare,text/html,GET,172.67.1.48,HSTS,5,True,
testanalyticsapi.prosus.com,,,49,testanalyticsapi.prosus.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-08T00:00:00Z,"CN=testanalyticsapi.prosus.com, O=MIH Technology Holdings B.V., ST=Noord-Holland, C=NL",testanalyticsapi.prosus.com,MIH Technology Holdings B.V.,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,ctls,testanalyticsapi.prosus.com,443,https://testanalyticsapi.prosus.com:443,https,Apache,application/json,GET,63.32.24.239,HSTS,1,,
testdealflow.prosus.com,Prosus Dealflow,,5709,testdealflow.prosus.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-08-25T00:00:00Z,"CN=testdealflow.prosus.com, O=MIH Technology Holdings B.V., ST=Noord-Holland, C=NL",testdealflow.prosus.com,MIH Technology Holdings B.V.,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,ctls,testdealflow.prosus.com,443,https://testdealflow.prosus.com:443,https,AmazonS3,text/html,GET,13.32.121.98,HSTS,1,True,
testing-tracker.naspers.com,Legal Tracker,,3081,testing-tracker.naspers.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-01-25T00:00:00Z,CN=testing-tracker.naspers.com,testing-tracker.naspers.com,,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,testing-tracker.naspers.com,443,https://testing-tracker.naspers.com:443,https,AmazonS3,text/html,GET,18.66.97.52,Amazon Web Services,36,True,
testlegal.naspers.com,Prosus - Naspers Legal Management System,,5263,testlegal.naspers.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-01-25T00:00:00Z,CN=testlegal.naspers.com,testlegal.naspers.com,,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,testlegal.naspers.com,443,https://testlegal.naspers.com:443,https,Apache,text/html,GET,13.32.99.69,PHP,80,True,
tm.naspers.com,Service Unavailable,,326,tm.naspers.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-27T00:00:00Z,"CN=c3c20069-8fe1-4a5f-ac7f-6ab2a76dc19d.vpn.azure.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",c3c20069-8fe1-4a5f-ac7f-6ab2a76dc19d.vpn.azure.com,Microsoft Corporation,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,ctls,tm.naspers.com,443,https://tm.naspers.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,104.47.153.9,Microsoft HTTPAPI:2.0,7,True,
tracker.naspers.com,Legal Tracker,,3081,tracker.naspers.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-01-25T00:00:00Z,CN=tracker.naspers.com,tracker.naspers.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,tracker.naspers.com,443,https://tracker.naspers.com:443,https,AmazonS3,text/html,GET,143.204.89.9,Amazon Web Services,36,True,
updatekey-antivirus.naspers.fr,Home | Naspers,,35932,www.naspers.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-12T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.naspers.com,80,http://updatekey-antivirus.naspers.fr:80,http,cloudflare,text/html,GET,165.160.13.20,Microsoft ASP.NET,885,,
upstream.epm.naspers.com,IIS Windows Server,,703,upstream.epm.naspers.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-17T00:00:00Z,"CN=upstream.epm.naspers.com, O=MIH Holdings (Pty) Ltd, ST=Gauteng, C=ZA",upstream.epm.naspers.com,MIH Holdings (Pty) Ltd,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,ctls,upstream.epm.naspers.com,443,https://upstream.epm.naspers.com:443,https,Microsoft-IIS/10.0,text/html,GET,20.61.86.118,Windows Server,32,True,
virusbot.naspers.fr,Home | Naspers,,35932,www.naspers.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-12T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.naspers.com,80,http://virusbot.naspers.fr:80,http,cloudflare,text/html,GET,165.160.13.20,Microsoft ASP.NET,885,,
virusfacts.naspers.us,Home | Naspers,,35944,www.naspers.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-12T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.naspers.com,80,http://virusfacts.naspers.us:80,http,cloudflare,text/html,GET,165.160.15.20,Microsoft ASP.NET,885,,
www.antivirus1.naspers.fr,Home | Naspers,,35933,www.naspers.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-12T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.naspers.com,80,http://www.antivirus1.naspers.fr:80,http,cloudflare,text/html,GET,165.160.13.20,Microsoft ASP.NET,885,,
www.capecam.naspers.com,403 Forbidden,,553,www.capecam.naspers.com,443,tls13,TLS_AES_128_GCM_SHA256,2020-04-08T00:00:00Z,CN=ssl860247.cloudflaressl.com,ssl860247.cloudflaressl.com,,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,ctls,www.capecam.naspers.com,443,https://www.capecam.naspers.com:443,https,cloudflare,text/html,GET,104.16.99.7,Cloudflare,14,True,True
www.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,,118519,marketingplatform.google.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:16:32Z,CN=*.google.com,*.google.com,,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ctls,marketingplatform.google.com,443,https://www.google-analytics.com:443,https,sffe,text/html,GET,142.250.186.46,HTTP/3,1831,,
www.google.com,Google,,1879,www.google.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:26:19Z,CN=www.google.com,www.google.com,,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ctls,www.google.com,443,https://www.google.com:443,https,gws,application/xhtml+xml,GET,142.250.184.228,HTTP/3,1,,
www.gstatic.com,Error 404 (Not Found)!!1,,1561,www.gstatic.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:25:28Z,CN=*.gstatic.com,*.gstatic.com,,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ctls,www.gstatic.com,443,https://www.gstatic.com:443,https,sffe,text/html,GET,142.250.186.163,HTTP/3,12,,
www.kardamena-uncovered.naspers.co,Home | Naspers,,35932,www.naspers.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-12T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.naspers.com,80,http://www.kardamena-uncovered.naspers.co:80,http,cloudflare,text/html,GET,165.160.13.20,Microsoft ASP.NET,885,,
www.naspers.co,Home | Naspers,,35933,www.naspers.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-12T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.naspers.com,80,http://www.naspers.co:80,http,cloudflare,text/html,GET,165.160.15.20,Microsoft ASP.NET,885,,
www.naspers.co.in,Home | Naspers,,35933,www.naspers.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-12T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.naspers.com,443,https://www.naspers.co.in:443,https,cloudflare,text/html,GET,178.79.178.218,Microsoft ASP.NET,885,,
www.naspers.com,Home | Naspers,,35932,www.naspers.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-12T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.naspers.com,443,https://www.naspers.com:443,https,cloudflare,text/html,GET,104.20.33.28,Microsoft ASP.NET,885,True,
www.naspers.fr,Home | Naspers,,35943,www.naspers.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-12T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.naspers.com,80,http://www.naspers.fr:80,http,cloudflare,text/html,GET,165.160.13.20,Microsoft ASP.NET,885,,
www.openline.naspers.com,EthicsPoint - Naspers and Prosus Group,,9184,secure.ethicspoint.eu,443,tls13,TLS_AES_128_GCM_SHA256,2023-01-17T00:00:00Z,CN=*.ethicspoint.eu,*.ethicspoint.eu,,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ctls,secure.ethicspoint.eu,443,https://www.openline.naspers.com:443,https,,text/html,GET,197.86.37.10,Imperva,176,,
www.prosus.com,Prosus - Home,,71898,www.prosus.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-12T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.prosus.com,443,https://www.prosus.com:443,https,cloudflare,text/html,GET,104.22.63.224,Microsoft ASP.NET,1283,True,
www.updatekey-antivirus.naspers.fr,Home | Naspers,,35933,www.naspers.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-12T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.naspers.com,80,http://www.updatekey-antivirus.naspers.fr:80,http,cloudflare,text/html,GET,165.160.13.20,Microsoft ASP.NET,885,,
www.virusbot.naspers.fr,Home | Naspers,,35943,www.naspers.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-12T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.naspers.com,80,http://www.virusbot.naspers.fr:80,http,cloudflare,text/html,GET,165.160.13.20,Microsoft ASP.NET,885,,
zeroviruses.naspers.us,Home | Naspers,,35932,www.naspers.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-12T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.naspers.com,80,http://zeroviruses.naspers.us:80,http,cloudflare,text/html,GET,165.160.13.20,Microsoft ASP.NET,885,,
