input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,webserver,final_url,csp_domains_,tls_mismatched,tls_wildcard_certificate,cdn_name,cdn,tls_self_signed,tls_subject_org_,tls_expired
6977fa27-3d45-4ace-abc1-6317f77b3f02.unifi-hosting.ui.com,UniFi OS,200,484,6977fa27-3d45-4ace-abc1-6317f77b3f02.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-04T13:50:30Z,2023-08-02T13:50:29Z,CN=6977fa27-3d45-4ace-abc1-6317f77b3f02.unifi-hosting.ui.com,6977fa27-3d45-4ace-abc1-6317f77b3f02.unifi-hosting.ui.com,6977fa27-3d45-4ace-abc1-6317f77b3f02.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d0bf10aa2234ee7cc484f87ec262cb86,30f2fe2345d4befe9b847577c50ec7f02074bf6a267dec89ee1b1788e2362878,ctls,6977fa27-3d45-4ace-abc1-6317f77b3f02.unifi-hosting.ui.com,443,https://6977fa27-3d45-4ace-abc1-6317f77b3f02.unifi-hosting.ui.com:443,https,text/html,GET,159.203.69.36,/,390404864,159.203.69.36,HSTS,1,False,,,,,,,,,,
6a729966-4fca-4b7d-870b-f056b9530950.unifi-hosting.ui.com,UniFi OS,200,484,6a729966-4fca-4b7d-870b-f056b9530950.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T11:28:46Z,2023-08-09T11:28:45Z,CN=6a729966-4fca-4b7d-870b-f056b9530950.unifi-hosting.ui.com,6a729966-4fca-4b7d-870b-f056b9530950.unifi-hosting.ui.com,6a729966-4fca-4b7d-870b-f056b9530950.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bb81bef8994cd3478573da368b3f6fdf,f125d1764de1acc7178af86a7cd2e6a611e68c0aed5710b6fd225c1e3ac68188,ctls,6a729966-4fca-4b7d-870b-f056b9530950.unifi-hosting.ui.com,443,https://6a729966-4fca-4b7d-870b-f056b9530950.unifi-hosting.ui.com:443,https,text/html,GET,137.184.32.58,/,390404864,137.184.32.58,HSTS,1,False,,,,,,,,,,
6c09bcd2-517d-4626-998d-6900612d8a00.unifi-hosting.ui.com,UniFi OS,200,595,6c09bcd2-517d-4626-998d-6900612d8a00.unifi-hosting.ui.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-12T22:32:02Z,2023-07-11T22:32:01Z,CN=6c09bcd2-517d-4626-998d-6900612d8a00.unifi-hosting.ui.com,6c09bcd2-517d-4626-998d-6900612d8a00.unifi-hosting.ui.com,6c09bcd2-517d-4626-998d-6900612d8a00.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bc86f7aa6724f39d5fd0888f2eed3168,0c3688574c4f67e8a6220442d425bb430e083933778267e625c50b4247767318,ctls,6c09bcd2-517d-4626-998d-6900612d8a00.unifi-hosting.ui.com,443,https://6c09bcd2-517d-4626-998d-6900612d8a00.unifi-hosting.ui.com:443,https,text/html,GET,159.223.202.209,/,-1261685053,159.223.202.209,HSTS,1,False,,,,,,,,,,
6c1c351a-4c0f-42b1-8567-d67d968b6950.unifi-hosting.ui.com,UniFi OS,200,484,6c1c351a-4c0f-42b1-8567-d67d968b6950.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T08:10:23Z,2023-08-08T08:10:22Z,CN=6c1c351a-4c0f-42b1-8567-d67d968b6950.unifi-hosting.ui.com,6c1c351a-4c0f-42b1-8567-d67d968b6950.unifi-hosting.ui.com,6c1c351a-4c0f-42b1-8567-d67d968b6950.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ba9073148838af5602703229e0289e61,8a1821271390abccc6799bc4c8e49389185350feb10d721675dea2f8d75f00a2,ctls,6c1c351a-4c0f-42b1-8567-d67d968b6950.unifi-hosting.ui.com,443,https://6c1c351a-4c0f-42b1-8567-d67d968b6950.unifi-hosting.ui.com:443,https,text/html,GET,69.55.54.20,/,390404864,69.55.54.20,HSTS,1,False,,,,,,,,,,
6c5c0525-3e1d-482c-9dc7-93c1995bcd06.unifi-hosting.ui.com,UniFi OS,200,484,6c5c0525-3e1d-482c-9dc7-93c1995bcd06.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T15:27:56Z,2023-08-01T15:27:55Z,CN=6c5c0525-3e1d-482c-9dc7-93c1995bcd06.unifi-hosting.ui.com,6c5c0525-3e1d-482c-9dc7-93c1995bcd06.unifi-hosting.ui.com,6c5c0525-3e1d-482c-9dc7-93c1995bcd06.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5a19f9ec3678bb3cf40ecc63dcd71d64,6916d5a98a68c69228b1ee796951077af3e843f82d160cb42d46721791dde72f,ctls,6c5c0525-3e1d-482c-9dc7-93c1995bcd06.unifi-hosting.ui.com,443,https://6c5c0525-3e1d-482c-9dc7-93c1995bcd06.unifi-hosting.ui.com:443,https,text/html,GET,143.198.76.79,/,390404864,143.198.76.79,HSTS,1,False,,,,,,,,,,
6c6e5036-f20c-46f6-b0b3-e07e82f74343.unifi-hosting.ui.com,UniFi OS,200,484,6c6e5036-f20c-46f6-b0b3-e07e82f74343.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T08:03:22Z,2023-08-08T08:03:21Z,CN=6c6e5036-f20c-46f6-b0b3-e07e82f74343.unifi-hosting.ui.com,6c6e5036-f20c-46f6-b0b3-e07e82f74343.unifi-hosting.ui.com,6c6e5036-f20c-46f6-b0b3-e07e82f74343.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1d2d7987db57e9b8cec55451813a3261,6ed51834bec9e3f0ea6ddcf29f6a96718114c5015d4074b77fd1e52c0ecf76af,ctls,6c6e5036-f20c-46f6-b0b3-e07e82f74343.unifi-hosting.ui.com,443,https://6c6e5036-f20c-46f6-b0b3-e07e82f74343.unifi-hosting.ui.com:443,https,text/html,GET,143.198.108.17,/,390404864,143.198.108.17,HSTS,1,False,,,,,,,,,,
6c7dc86e-029b-4d7a-8a3d-f187a12e5952.unifi-hosting.ui.com,UniFi OS,200,595,6c7dc86e-029b-4d7a-8a3d-f187a12e5952.unifi-hosting.ui.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T10:42:31Z,2023-07-17T10:42:30Z,CN=6c7dc86e-029b-4d7a-8a3d-f187a12e5952.unifi-hosting.ui.com,6c7dc86e-029b-4d7a-8a3d-f187a12e5952.unifi-hosting.ui.com,6c7dc86e-029b-4d7a-8a3d-f187a12e5952.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,795580b2ac634978b8adc8d340cfb923,089087fab775bac4f8c719ea07b41f40eabe89936f385b151f7e65746ccf3251,ctls,6c7dc86e-029b-4d7a-8a3d-f187a12e5952.unifi-hosting.ui.com,443,https://6c7dc86e-029b-4d7a-8a3d-f187a12e5952.unifi-hosting.ui.com:443,https,text/html,GET,157.245.91.153,/,-1261685053,157.245.91.153,HSTS,1,False,,,,,,,,,,
6cdb3d0c-2510-4188-8d14-a751c5d95961.unifi-hosting.ui.com,UniFi OS,200,484,6cdb3d0c-2510-4188-8d14-a751c5d95961.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-24T17:44:41Z,2023-06-22T17:44:40Z,CN=6cdb3d0c-2510-4188-8d14-a751c5d95961.unifi-hosting.ui.com,6cdb3d0c-2510-4188-8d14-a751c5d95961.unifi-hosting.ui.com,6cdb3d0c-2510-4188-8d14-a751c5d95961.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cdfef9acdb25eee14124c654a3949a25,fb121306a0d48c43a2634138584180b3d98b080a2f0f959321c8df8d0aa96e56,ctls,6cdb3d0c-2510-4188-8d14-a751c5d95961.unifi-hosting.ui.com,443,https://6cdb3d0c-2510-4188-8d14-a751c5d95961.unifi-hosting.ui.com:443,https,text/html,GET,159.223.137.2,/,390404864,159.223.137.2,HSTS,1,False,,,,,,,,,,
6d3a683c-02b5-4cd2-9a90-b41b346b4961.unifi-hosting.ui.com,UniFi OS,200,595,6d3a683c-02b5-4cd2-9a90-b41b346b4961.unifi-hosting.ui.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-11T16:31:27Z,2023-08-09T16:31:26Z,CN=6d3a683c-02b5-4cd2-9a90-b41b346b4961.unifi-hosting.ui.com,6d3a683c-02b5-4cd2-9a90-b41b346b4961.unifi-hosting.ui.com,6d3a683c-02b5-4cd2-9a90-b41b346b4961.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fc1311cdd076d1534146dde64644fc33,f7b32e02612f6c109bbc87b56e8f63b93e9d1b3888c04d10f3254e885ce4d928,ctls,6d3a683c-02b5-4cd2-9a90-b41b346b4961.unifi-hosting.ui.com,443,https://6d3a683c-02b5-4cd2-9a90-b41b346b4961.unifi-hosting.ui.com:443,https,text/html,GET,157.230.239.125,/,-1261685053,157.230.239.125,HSTS,1,False,,,,,,,,,,
6d696577-cbfa-409c-817d-a2f6178af42d.unifi-hosting.ui.com,UniFi OS,200,484,6d696577-cbfa-409c-817d-a2f6178af42d.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T14:43:59Z,2023-08-09T14:43:58Z,CN=6d696577-cbfa-409c-817d-a2f6178af42d.unifi-hosting.ui.com,6d696577-cbfa-409c-817d-a2f6178af42d.unifi-hosting.ui.com,6d696577-cbfa-409c-817d-a2f6178af42d.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0447d4cfa642858c0b05632d1595b561,4badf15bbf4d7579fd9dddb7c707f45c5cbeb15839e2d1b7405e5f039548dcf6,ctls,6d696577-cbfa-409c-817d-a2f6178af42d.unifi-hosting.ui.com,443,https://6d696577-cbfa-409c-817d-a2f6178af42d.unifi-hosting.ui.com:443,https,text/html,GET,159.223.123.78,/,390404864,159.223.123.78,HSTS,1,False,,,,,,,,,,
6d93dd70-0622-4c15-9ff8-481e9da2c136.unifi-hosting.ui.com,UniFi OS,200,595,6d93dd70-0622-4c15-9ff8-481e9da2c136.unifi-hosting.ui.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-01T07:37:16Z,2023-07-30T07:37:15Z,CN=6d93dd70-0622-4c15-9ff8-481e9da2c136.unifi-hosting.ui.com,6d93dd70-0622-4c15-9ff8-481e9da2c136.unifi-hosting.ui.com,6d93dd70-0622-4c15-9ff8-481e9da2c136.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1e064152d10d6d32c77c96fd5f0efc0d,ce012e56103f28843df30e7e7eae618e2e506138cbee2107810eb67b9bb92792,ctls,6d93dd70-0622-4c15-9ff8-481e9da2c136.unifi-hosting.ui.com,443,https://6d93dd70-0622-4c15-9ff8-481e9da2c136.unifi-hosting.ui.com:443,https,text/html,GET,164.92.112.224,/,-1261685053,164.92.112.224,HSTS,1,False,,,,,,,,,,
6db74282-d61a-4b8c-80f2-68d9334e3197.unifi-hosting.ui.com,UniFi OS,200,595,6db74282-d61a-4b8c-80f2-68d9334e3197.unifi-hosting.ui.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-19T03:39:52Z,2023-07-18T03:39:51Z,CN=6db74282-d61a-4b8c-80f2-68d9334e3197.unifi-hosting.ui.com,6db74282-d61a-4b8c-80f2-68d9334e3197.unifi-hosting.ui.com,6db74282-d61a-4b8c-80f2-68d9334e3197.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,14d8eae1c33ebed2ac3f25945f3ee280,d1e145766e35512c8965e5f7ebc34a6d18900d975af75e50a178cb8a9d1862d2,ctls,6db74282-d61a-4b8c-80f2-68d9334e3197.unifi-hosting.ui.com,443,https://6db74282-d61a-4b8c-80f2-68d9334e3197.unifi-hosting.ui.com:443,https,text/html,GET,165.232.140.42,/,-1261685053,165.232.140.42,HSTS,1,False,,,,,,,,,,
6ebb0f06-89e7-4da0-8c23-a2e24ca771ef.unifi-hosting.ui.com,UniFi OS,200,484,6ebb0f06-89e7-4da0-8c23-a2e24ca771ef.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T15:28:08Z,2023-08-01T15:28:07Z,CN=6ebb0f06-89e7-4da0-8c23-a2e24ca771ef.unifi-hosting.ui.com,6ebb0f06-89e7-4da0-8c23-a2e24ca771ef.unifi-hosting.ui.com,6ebb0f06-89e7-4da0-8c23-a2e24ca771ef.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,de3639cf296d1cc58bcd9e199f3053f0,4cc21f9f5372b51978d9140b8c5b4898d98dc57c592fbf0eba46a832a8ec3da2,ctls,6ebb0f06-89e7-4da0-8c23-a2e24ca771ef.unifi-hosting.ui.com,443,https://6ebb0f06-89e7-4da0-8c23-a2e24ca771ef.unifi-hosting.ui.com:443,https,text/html,GET,146.190.132.23,/,390404864,146.190.132.23,HSTS,1,False,,,,,,,,,,
6f4ee3d9-35db-49ac-8e3b-ceeebfc74d42.unifi-hosting.ui.com,UniFi OS,200,595,6f4ee3d9-35db-49ac-8e3b-ceeebfc74d42.unifi-hosting.ui.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-23T23:21:38Z,2023-07-22T23:21:37Z,CN=6f4ee3d9-35db-49ac-8e3b-ceeebfc74d42.unifi-hosting.ui.com,6f4ee3d9-35db-49ac-8e3b-ceeebfc74d42.unifi-hosting.ui.com,6f4ee3d9-35db-49ac-8e3b-ceeebfc74d42.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,dd4ea2dd5a62db41894f7351769f4a37,c7c19dc04c996495dac29c9e0fd2aac8f21b0b4aadfe4a05bde6652bcb02159d,ctls,6f4ee3d9-35db-49ac-8e3b-ceeebfc74d42.unifi-hosting.ui.com,443,https://6f4ee3d9-35db-49ac-8e3b-ceeebfc74d42.unifi-hosting.ui.com:443,https,text/html,GET,167.172.18.46,/,-1261685053,167.172.18.46,HSTS,1,False,,,,,,,,,,
7-eleven.ui.com,UniFi Identity Portal,200,2056,7-eleven.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-16T00:00:00Z,2024-04-14T23:59:59Z,CN=ui.com,ui.com,*.ui.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,59e46ce334ce68e5c7c485ac8e26120b,a8832e6d03af552b46cbc23347f81c60a333dd47aa2d7a4ef621acbd04cabf91,ctls,7-eleven.ui.com,443,https://7-eleven.ui.com:443,https,text/html,GET,13.32.99.47,/,229538147,13.32.99.78,Nginx,24,False,nginx,,,,True,cloudfront,True,,,
7.blog.ui.com,WordPress.com — 403 Error,403,2210,7.blog.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-11-21T23:59:59Z,CN=*.wordpress.com,*.wordpress.com,wordpress.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,d0f094578c2f1564b8197ce9fbfbb6b1,35b39b133796a0517c8f0525ec25881f0fd94a2e7c28d2ac2ff88de64c462348,ctls,7.blog.ui.com,443,https://7.blog.ui.com:443,https,text/html,GET,192.0.78.217,/,-1561873722,192.0.78.128,WordPress,37,False,nginx,,,True,True,,,,,
719f0435-f304-4cc0-8eb4-2e0e2f1cecc1.unifi-hosting.ui.com,UniFi OS,200,595,719f0435-f304-4cc0-8eb4-2e0e2f1cecc1.unifi-hosting.ui.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-14T09:16:06Z,2023-06-12T09:16:05Z,CN=719f0435-f304-4cc0-8eb4-2e0e2f1cecc1.unifi-hosting.ui.com,719f0435-f304-4cc0-8eb4-2e0e2f1cecc1.unifi-hosting.ui.com,719f0435-f304-4cc0-8eb4-2e0e2f1cecc1.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5f1fff33c3ef7e74bf1e526dcfa7c536,1bd8c72c65ae749ab15ed77bd9867c139ddc4b0e10fca841733c48688507f160,ctls,719f0435-f304-4cc0-8eb4-2e0e2f1cecc1.unifi-hosting.ui.com,443,https://719f0435-f304-4cc0-8eb4-2e0e2f1cecc1.unifi-hosting.ui.com:443,https,text/html,GET,45.55.33.91,/,-1261685053,45.55.33.91,HSTS,1,False,,,,,,,,,,
722dd31a-54d5-4cea-ae57-939873e1c603.unifi-hosting.ui.com,UniFi OS,200,484,722dd31a-54d5-4cea-ae57-939873e1c603.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T14:29:03Z,2023-08-09T14:29:02Z,CN=722dd31a-54d5-4cea-ae57-939873e1c603.unifi-hosting.ui.com,722dd31a-54d5-4cea-ae57-939873e1c603.unifi-hosting.ui.com,722dd31a-54d5-4cea-ae57-939873e1c603.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c232a3b43d271a85e917e0adb1663044,866806ae871dcf285302cc85e04e2401f71b30cdea810f38469557da7102b4b6,ctls,722dd31a-54d5-4cea-ae57-939873e1c603.unifi-hosting.ui.com,443,https://722dd31a-54d5-4cea-ae57-939873e1c603.unifi-hosting.ui.com:443,https,text/html,GET,104.248.1.90,/,390404864,104.248.1.90,HSTS,1,False,,,,,,,,,,
72806441-740f-4175-8a8a-5a9fb75bdc5e.unifi-hosting.ui.com,UniFi OS,200,595,72806441-740f-4175-8a8a-5a9fb75bdc5e.unifi-hosting.ui.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-21T18:43:19Z,2023-07-20T18:43:18Z,CN=72806441-740f-4175-8a8a-5a9fb75bdc5e.unifi-hosting.ui.com,72806441-740f-4175-8a8a-5a9fb75bdc5e.unifi-hosting.ui.com,72806441-740f-4175-8a8a-5a9fb75bdc5e.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8c91af95db80d7f96dd996429bc47403,ce03f60e789fd52efc862b97a22ac42891f6eb29db36c50e48b1abd3af9120d4,ctls,72806441-740f-4175-8a8a-5a9fb75bdc5e.unifi-hosting.ui.com,443,https://72806441-740f-4175-8a8a-5a9fb75bdc5e.unifi-hosting.ui.com:443,https,text/html,GET,159.223.209.237,/,-1261685053,159.223.209.237,HSTS,1,False,,,,,,,,,,
73fccfc9-24d8-4277-a40f-1523b74d7531.unifi-hosting.ui.com,UniFi OS,200,595,73fccfc9-24d8-4277-a40f-1523b74d7531.unifi-hosting.ui.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-16T00:16:09Z,2023-07-15T00:16:08Z,CN=73fccfc9-24d8-4277-a40f-1523b74d7531.unifi-hosting.ui.com,73fccfc9-24d8-4277-a40f-1523b74d7531.unifi-hosting.ui.com,73fccfc9-24d8-4277-a40f-1523b74d7531.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,82e453dbc2ddac851278f2b3682eb221,216bcb44ff6faf57a39d7e7f3db98a38266289f727c196e9f4ac34d1a861be8f,ctls,73fccfc9-24d8-4277-a40f-1523b74d7531.unifi-hosting.ui.com,443,https://73fccfc9-24d8-4277-a40f-1523b74d7531.unifi-hosting.ui.com:443,https,text/html,GET,161.35.128.127,/,-1261685053,161.35.128.127,HSTS,1,False,,,,,,,,,,
740a6389-e884-4965-a7d3-0bd7b051b191.unifi-hosting.ui.com,UniFi OS,200,595,740a6389-e884-4965-a7d3-0bd7b051b191.unifi-hosting.ui.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-14T06:26:41Z,2023-07-13T06:26:40Z,CN=740a6389-e884-4965-a7d3-0bd7b051b191.unifi-hosting.ui.com,740a6389-e884-4965-a7d3-0bd7b051b191.unifi-hosting.ui.com,740a6389-e884-4965-a7d3-0bd7b051b191.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f1cdff8e1832c0bfb6727842a7f00048,4b9428e65f5d4a5d484f359bd0d2717d701b6f8288b260c6fbf152f913d64cde,ctls,740a6389-e884-4965-a7d3-0bd7b051b191.unifi-hosting.ui.com,443,https://740a6389-e884-4965-a7d3-0bd7b051b191.unifi-hosting.ui.com:443,https,text/html,GET,146.190.122.73,/,-1261685053,146.190.122.73,HSTS,1,False,,,,,,,,,,
7427e152-f239-46a9-9365-927517ec5f20.unifi-hosting.ui.com,UniFi OS,200,484,7427e152-f239-46a9-9365-927517ec5f20.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T10:04:24Z,2023-08-08T10:04:23Z,CN=7427e152-f239-46a9-9365-927517ec5f20.unifi-hosting.ui.com,7427e152-f239-46a9-9365-927517ec5f20.unifi-hosting.ui.com,7427e152-f239-46a9-9365-927517ec5f20.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d9019ef9ffd5c722724e41caf93a0258,7716ae513dfb962f63bae6850a62c2a349edabd179353e0cbd0d0bc9754f509c,ctls,7427e152-f239-46a9-9365-927517ec5f20.unifi-hosting.ui.com,443,https://7427e152-f239-46a9-9365-927517ec5f20.unifi-hosting.ui.com:443,https,text/html,GET,161.35.52.194,/,390404864,161.35.52.194,HSTS,1,False,,,,,,,,,,
744b46fa-b59a-4c9f-9896-fbf9a8ea4a00.unifi-hosting.ui.com,UniFi OS,200,484,744b46fa-b59a-4c9f-9896-fbf9a8ea4a00.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T11:13:29Z,2023-08-07T11:13:28Z,CN=744b46fa-b59a-4c9f-9896-fbf9a8ea4a00.unifi-hosting.ui.com,744b46fa-b59a-4c9f-9896-fbf9a8ea4a00.unifi-hosting.ui.com,744b46fa-b59a-4c9f-9896-fbf9a8ea4a00.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8b2930f07688e2fe1dc430958230a46b,04659b4c21484e810726d17b056e220cfc1949349ec155d9ebfa4c4fc8281946,ctls,744b46fa-b59a-4c9f-9896-fbf9a8ea4a00.unifi-hosting.ui.com,443,https://744b46fa-b59a-4c9f-9896-fbf9a8ea4a00.unifi-hosting.ui.com:443,https,text/html,GET,157.230.51.105,/,390404864,157.230.51.105,HSTS,1,False,,,,,,,,,,
74551877-c816-4dda-acb2-2b1c8ea28f43.unifi-hosting.ui.com,UniFi OS,200,484,74551877-c816-4dda-acb2-2b1c8ea28f43.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T11:36:08Z,2023-08-09T11:36:07Z,CN=74551877-c816-4dda-acb2-2b1c8ea28f43.unifi-hosting.ui.com,74551877-c816-4dda-acb2-2b1c8ea28f43.unifi-hosting.ui.com,74551877-c816-4dda-acb2-2b1c8ea28f43.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4034defede38403363c5a850811b80a8,dcda06e9546de7d1c4adf7ca0a7c6a48ce18cd01119fe9a4e12a7486c2e2343f,ctls,74551877-c816-4dda-acb2-2b1c8ea28f43.unifi-hosting.ui.com,443,https://74551877-c816-4dda-acb2-2b1c8ea28f43.unifi-hosting.ui.com:443,https,text/html,GET,167.99.48.18,/,390404864,167.99.48.18,HSTS,1,False,,,,,,,,,,
74df297c-b92c-4dad-a8ab-253e19317b8e.unifi-hosting.ui.com,UniFi OS,200,595,74df297c-b92c-4dad-a8ab-253e19317b8e.unifi-hosting.ui.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-21T03:59:21Z,2023-07-20T03:59:20Z,CN=74df297c-b92c-4dad-a8ab-253e19317b8e.unifi-hosting.ui.com,74df297c-b92c-4dad-a8ab-253e19317b8e.unifi-hosting.ui.com,74df297c-b92c-4dad-a8ab-253e19317b8e.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,753b4657c1728cbfaf067884f66b17da,64ca7d563510cfb694e61ec68f6605034056ba92bd13d0ca486113ac452f5b97,ctls,74df297c-b92c-4dad-a8ab-253e19317b8e.unifi-hosting.ui.com,443,https://74df297c-b92c-4dad-a8ab-253e19317b8e.unifi-hosting.ui.com:443,https,text/html,GET,138.197.24.143,/,-1261685053,138.197.24.143,HSTS,1,False,,,,,,,,,,
7529ad67-c51a-4d7f-af49-105b437588d3.unifi-hosting.ui.com,UniFi OS,200,595,7529ad67-c51a-4d7f-af49-105b437588d3.unifi-hosting.ui.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-21T18:14:08Z,2023-07-20T18:14:07Z,CN=7529ad67-c51a-4d7f-af49-105b437588d3.unifi-hosting.ui.com,7529ad67-c51a-4d7f-af49-105b437588d3.unifi-hosting.ui.com,7529ad67-c51a-4d7f-af49-105b437588d3.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4ea4a5b15990e4daaa77972386f27432,c7bda944fe2dffeba6fc20d8652df1f35202aff5fb331aaa82e92e9a173bea8e,ctls,7529ad67-c51a-4d7f-af49-105b437588d3.unifi-hosting.ui.com,443,https://7529ad67-c51a-4d7f-af49-105b437588d3.unifi-hosting.ui.com:443,https,text/html,GET,143.244.186.252,/,-1261685053,143.244.186.252,HSTS,1,False,,,,,,,,,,
7563828b-7671-4ceb-bbba-7ee6517156c7.unifi-hosting.ui.com,UniFi OS,200,595,7563828b-7671-4ceb-bbba-7ee6517156c7.unifi-hosting.ui.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-02T17:21:03Z,2023-07-01T17:21:02Z,CN=7563828b-7671-4ceb-bbba-7ee6517156c7.unifi-hosting.ui.com,7563828b-7671-4ceb-bbba-7ee6517156c7.unifi-hosting.ui.com,7563828b-7671-4ceb-bbba-7ee6517156c7.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f3ad0224eb6b40c63b782d6185c50317,5a609a8094ad1a246abea0ffc90424ec8388c3d5131eeb1f1b24af8c39fe1175,ctls,7563828b-7671-4ceb-bbba-7ee6517156c7.unifi-hosting.ui.com,443,https://7563828b-7671-4ceb-bbba-7ee6517156c7.unifi-hosting.ui.com:443,https,text/html,GET,206.189.180.190,/,-1261685053,206.189.180.190,HSTS,1,False,,,,,,,,,,
