new,host,a,cname,soa,status_code,aaaa,has_internal_ips,internal_ips,txt,cdn,cdn-name,ns,mx
[x],17-121-117-93.jp.larksuite.com,"23.53.42.249, 23.53.43.73","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-118-19.jp.larksuite.com,"23.213.161.198, 23.213.161.211","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-118-21.jp.larksuite.com,"95.101.111.161, 95.101.111.175","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-118-24.jp.larksuite.com,"2.16.241.78, 2.16.241.95","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-118-28.jp.larksuite.com,"2.16.241.95, 2.16.241.78","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-121-118-28.sg.larksuite.com,"92.122.215.105, 2.20.142.67","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-118-36.jp.larksuite.com,"104.71.130.49, 104.71.130.18","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-118-36.sg.larksuite.com,"104.126.37.153, 104.126.37.145","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-118-47.jp.larksuite.com,"23.53.43.73, 23.53.42.249","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-118-56.jp.larksuite.com,"23.0.174.130, 23.0.174.129","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-118-75.jp.larksuite.com,"2.16.187.136, 2.16.187.153","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-118-75.sg.larksuite.com,"2.16.187.16, 2.16.187.104","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-118-79.jp.larksuite.com,"80.239.137.137, 62.115.252.72","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-118-89.sg.larksuite.com,"104.126.37.145, 104.126.37.153","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-121-118-98.jp.larksuite.com,"23.53.42.249, 23.53.43.73","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-121-119-33.jp.larksuite.com,"23.213.161.198, 23.213.161.211","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-119-33.sg.larksuite.com,"95.101.111.166, 95.101.111.148","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-119-37.sg.larksuite.com,"95.101.111.166, 95.101.111.148","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-119-4.jp.larksuite.com,"2.16.241.78, 2.16.241.95","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-121-119-50.jp.larksuite.com,"2.16.241.95, 2.16.241.78","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-121-119-50.sg.larksuite.com,"2.20.142.67, 92.122.215.105","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-119-6.jp.larksuite.com,104.126.37.144,"wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-119-65.sg.larksuite.com,"23.53.43.51, 23.53.43.34","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-119-8.jp.larksuite.com,"23.0.174.130, 23.0.174.129","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-119-94.sg.larksuite.com,"2.16.187.16, 2.16.187.104","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-120-26.sg.larksuite.com,"104.126.37.153, 104.126.37.145","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-120-27.jp.larksuite.com,104.126.37.144,"wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-120-44.jp.larksuite.com,"23.53.42.249, 23.53.43.73","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-120-44.sg.larksuite.com,"23.213.161.209, 23.213.161.217","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-120-53.jp.larksuite.com,"95.101.111.161, 95.101.111.175","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-120-68.sg.larksuite.com,"96.16.54.179, 96.16.54.146","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-120-77.sg.larksuite.com,"96.16.54.146, 96.16.54.179","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-121-120-89.jp.larksuite.com,"92.122.215.18, 2.20.142.88","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-120-89.sg.larksuite.com,"104.126.37.153, 104.126.37.145","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-120-9.jp.larksuite.com,"23.53.43.73, 23.53.42.249","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-120-97.sg.larksuite.com,"23.0.174.104, 23.0.174.112","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-121-1.jp.larksuite.com,"2.16.187.136, 2.16.187.153","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-121-33.jp.larksuite.com,"2.16.187.136, 2.16.187.153","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-121-37.jp.larksuite.com,"62.115.252.72, 80.239.137.137","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-121-5.sg.larksuite.com,"104.126.37.153, 104.126.37.145","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-121-61.jp.larksuite.com,104.126.37.144,"wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-121-121-61.sg.larksuite.com,"23.53.43.34, 23.53.43.51","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-121-95.jp.larksuite.com,"2.16.241.78, 2.16.241.95","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-121-121-95.sg.larksuite.com,"23.213.161.209, 23.213.161.217","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-122-25.jp.larksuite.com,"95.101.111.161, 95.101.111.175","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-122-25.sg.larksuite.com,"96.16.54.146, 96.16.54.179","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-122-32.sg.larksuite.com,"96.16.54.146, 96.16.54.179","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-122-44.jp.larksuite.com,"2.20.142.88, 92.122.215.18","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-122-53.jp.larksuite.com,"23.12.147.28, 23.12.147.37","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-122-53.sg.larksuite.com,"104.126.37.153, 104.126.37.145","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-121-122-68.sg.larksuite.com,"23.53.43.51, 23.53.43.34","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-123-10.sg.larksuite.com,"62.115.252.73, 80.239.137.161","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-123-24.jp.larksuite.com,"104.126.37.179, 104.126.37.144","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-123-24.sg.larksuite.com,"104.126.37.153, 104.126.37.145","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-121-123-35.jp.larksuite.com,"23.53.42.249, 23.53.43.73","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-123-45.sg.larksuite.com,"23.53.43.34, 23.53.43.51","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-123-52.jp.larksuite.com,"96.16.54.171, 96.16.54.130","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-123-52.sg.larksuite.com,"2.16.241.78, 2.16.241.80","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-123-67.sg.larksuite.com,"2.16.241.78, 2.16.241.80","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-121-123-73.jp.larksuite.com,"96.16.54.130, 96.16.54.171","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-123-73.sg.larksuite.com,"92.122.215.105, 2.20.142.67","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-123-99.jp.larksuite.com,"2.20.142.88, 92.122.215.18","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-123-99.sg.larksuite.com,"104.71.130.49, 104.71.130.24","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-121-124-19.jp.larksuite.com,"23.12.147.37, 23.12.147.28","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-121-124-19.sg.larksuite.com,"104.126.37.145, 104.126.37.153","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-121-124-26.jp.larksuite.com,104.126.37.144,"wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-121-124-26.sg.larksuite.com,"23.53.43.51, 23.53.43.34","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-121-124-3.jp.larksuite.com,"23.53.43.73, 23.53.42.249","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-124-30.sg.larksuite.com,"23.0.174.104, 23.0.174.112","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-124-45.jp.larksuite.com,"2.16.187.153, 2.16.187.136","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-124-60.jp.larksuite.com,"2.16.187.153, 2.16.187.136","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-124-7.jp.larksuite.com,"62.115.252.72, 80.239.137.137","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-124-7.sg.larksuite.com,"62.115.252.73, 80.239.137.161","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-124-75.jp.larksuite.com,"2.16.241.78, 2.16.241.95","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-124-87.sg.larksuite.com,"104.126.37.145, 104.126.37.153","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-124-96.jp.larksuite.com,104.126.37.144,"wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-121-124-98.jp.larksuite.com,"23.53.42.249, 23.53.43.73","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-125-1.jp.larksuite.com,"23.53.42.249, 23.53.43.73","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-125-29.jp.larksuite.com,"23.213.161.211, 23.213.161.198","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-125-29.sg.larksuite.com,"23.213.161.209, 23.213.161.217","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-125-33.jp.larksuite.com,"95.101.111.175, 95.101.111.161","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-125-33.sg.larksuite.com,"95.101.111.166, 95.101.111.148","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-125-47.jp.larksuite.com,"96.16.54.130, 96.16.54.171","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-125-47.sg.larksuite.com,"2.16.241.80, 2.16.241.78","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-121-125-6.sg.larksuite.com,"2.16.241.78, 2.16.241.80","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-121-125-61.jp.larksuite.com,"96.16.54.130, 96.16.54.171","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-125-61.sg.larksuite.com,"92.122.215.105, 2.20.142.67","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-125-62.jp.larksuite.com,"92.122.215.18, 2.20.142.88","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-125-74.sg.larksuite.com,"104.71.130.24, 104.71.130.49","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-121-125-95.jp.larksuite.com,"23.12.147.37, 23.12.147.28","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-121-126-16.jp.larksuite.com,104.126.37.144,"wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-126-16.sg.larksuite.com,"104.126.37.145, 104.126.37.153","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-121-126-3.jp.larksuite.com,"23.53.42.249, 23.53.43.73","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-126-3.sg.larksuite.com,"23.53.43.51, 23.53.43.34","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-126-68.jp.larksuite.com,"23.0.174.130, 23.0.174.129","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-121-127-30.jp.larksuite.com,"2.16.187.136, 2.16.187.153","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-127-30.sg.larksuite.com,"2.16.187.104, 2.16.187.16","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-127-39.sg.larksuite.com,"80.239.137.161, 62.115.252.73","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-127-4.sg.larksuite.com,"104.126.37.153, 104.126.37.145","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-127-44.jp.larksuite.com,104.126.37.144,"wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-121-127-44.sg.larksuite.com,"23.53.43.34, 23.53.43.51","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-127-81.jp.larksuite.com,"23.213.161.198, 23.213.161.211","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-127-81.sg.larksuite.com,"95.101.111.148, 95.101.111.166","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-127-96.sg.larksuite.com,"2.16.241.78, 2.16.241.80","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-121-127-97.sg.larksuite.com,"92.122.215.105, 2.20.142.67","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-58-100-23.jp.larksuite.com,"104.71.130.18, 104.71.130.49","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-58-101-38.jp.larksuite.com,104.126.37.144,"wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-58-101-49.jp.larksuite.com,"23.53.42.249, 23.53.43.73","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-58-101-58.jp.larksuite.com,"23.0.174.130, 23.0.174.129","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-58-101-58.sg.larksuite.com,"2.16.187.104, 2.16.187.16","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-58-101-90.jp.larksuite.com,"2.16.187.136, 2.16.187.153","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-58-101-90.sg.larksuite.com,"62.115.252.73, 80.239.137.161","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-58-102-11.jp.larksuite.com,"104.126.37.179, 104.126.37.144","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-58-102-35.jp.larksuite.com,"2.16.241.78, 2.16.241.95","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-58-102-76.jp.larksuite.com,104.126.37.144,"wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-58-102-76.sg.larksuite.com,"23.53.43.34, 23.53.43.51","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-58-102-77.jp.larksuite.com,"2.16.241.95, 2.16.241.78","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-58-102-77.sg.larksuite.com,"23.213.161.217, 23.213.161.209","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-58-106-71.sg.larksuite.com,"95.101.111.166, 95.101.111.148","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-58-106-75.jp.larksuite.com,"96.16.54.130, 96.16.54.171","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-58-96-60.jp.larksuite.com,"96.16.54.130, 96.16.54.171","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-58-96-69.sg.larksuite.com,"2.20.142.67, 92.122.215.105","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-58-96-84.jp.larksuite.com,"104.71.130.49, 104.71.130.18","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-58-96-84.sg.larksuite.com,"104.126.37.153, 104.126.37.145","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-58-97-11.jp.larksuite.com,"23.53.42.249, 23.53.43.73","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-58-97-52.sg.larksuite.com,"2.16.187.16, 2.16.187.104","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-58-97-83.jp.larksuite.com,"2.16.187.136, 2.16.187.153","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-58-97-83.sg.larksuite.com,"62.115.252.73, 80.239.137.161","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-58-98-38.jp.larksuite.com,"104.126.37.179, 104.126.37.144","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-58-99-18.jp.larksuite.com,"104.126.37.179, 104.126.37.144","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-58-99-31.jp.larksuite.com,"23.53.42.249, 23.53.43.73","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-58-99-7.jp.larksuite.com,"23.213.161.198, 23.213.161.211","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],17-58-99-7.sg.larksuite.com,"96.16.54.179, 96.16.54.146","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],17-courier2.sg.larksuite.com,"96.16.54.146, 96.16.54.179","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],19-courier.jp.larksuite.com,"2.20.142.88, 92.122.215.18","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],190.230.127.209.bc.larksuite.com,209.127.230.190,,,NOERROR,,,,,,,,
[x],1bafgn.jp.larksuite.com,104.126.37.144,"wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],1bafgn.sg.larksuite.com,"23.53.43.51, 23.53.43.34","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],1upii44.sg.larksuite.com,"2.16.187.104, 2.16.187.16","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],1vhah7szsqcnazbw.jp.larksuite.com,"80.239.137.137, 62.115.252.72","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],1vhah7szsqcnazbw.sg.larksuite.com,"104.126.37.153, 104.126.37.145","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net",,NOERROR,,,,,,,,
[x],20uorcqjpomb-files.sg.larksuite.com,"104.126.37.153, 104.126.37.145","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],21-courier2.jp.larksuite.com,"23.53.42.249, 23.53.43.73","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net",,NOERROR,,,,,,,,
