input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,tls_subject_org_,csp_domains_,final_url
clientes.imovirtual.com,Imovirtual – Clientes,200,61371,AS209242,"CLOUDFLARESPECTRUM Cloudflare, Inc.",US,141.193.213.0/24,clientes.imovirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-19T13:23:45Z,2023-07-18T13:23:44Z,CN=clientes.imovirtual.com,clientes.imovirtual.com,clientes.imovirtual.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bee575856093ea4651883cf8a5b77cca,5e90fa410b2895b6b84c46ef9ff0701737cd10feb2740d4a55f0664655f83ae4,,ctls,clientes.imovirtual.com,,443,https://clientes.imovirtual.com:443,https,cloudflare,text/html,GET,141.193.213.20,/,-1840324437,141.193.213.21,WordPress,1168,False,,,,,
coinbase-callback.otomoto.pl,OTOMOTO - nowe i używane samochody i motocykle oraz części samochodowe. Ogłoszenia motoryzacyjne.,200,141568,AS16509,AMAZON-02,US,18.66.132.0/24,coinbase-callback.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,coinbase-callback.otomoto.pl,cloudfront,443,https://coinbase-callback.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.101,/,,18.66.122.18,React,23,False,True,,,,https://coinbase-callback.otomoto.pl/inventory
coinbase-php.otomoto.pl,OTOMOTO - nowe i używane samochody i motocykle oraz części samochodowe. Ogłoszenia motoryzacyjne.,200,141511,AS16509,AMAZON-02,US,18.66.132.0/24,coinbase-php.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,coinbase-php.otomoto.pl,cloudfront,443,https://coinbase-php.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.80,/,,18.66.122.18,React,23,False,True,,,,https://coinbase-php.otomoto.pl/inventory
coinbase.olx.pt,"Houston, temos um problema!",404,162371,AS0,Not routed,None,99.86.8.0/24,coinbase.olx.pt,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-16T23:59:59Z,CN=olx.pt,olx.pt,*.olx.pt,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0d1a19d1e10cd0a034fd5debd0ebc7f2,450f1c2efd48ae0bc57daade1c5f8d0ea77d3b1a7d9644f21873bf98579a5925,True,ctls,coinbase.olx.pt,cloudfront,443,https://coinbase.olx.pt:443,https,nginx/1.23.0,text/html,GET,99.86.4.54,/,82561444,99.86.4.64,Nginx:1.23.0,190,False,True,,,https://*.olx.pt,
coinbase.otomoto.pl,OTOMOTO - nowe i używane samochody i motocykle oraz części samochodowe. Ogłoszenia motoryzacyjne.,200,141507,AS16509,AMAZON-02,US,18.66.132.0/24,coinbase.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,coinbase.otomoto.pl,cloudfront,443,https://coinbase.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.101,/,,18.66.122.80,React,23,False,True,,,,https://coinbase.otomoto.pl/inventory
coinbase.standvirtual.com,Comprar e vender carros usados | Standvirtual,200,132293,AS16509,AMAZON-02,US,18.66.102.0/24,coinbase.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,coinbase.standvirtual.com,cloudfront,443,https://coinbase.standvirtual.com:443,https,openresty/1.21.4.1,text/html,GET,18.66.97.62,/,,18.66.97.92,React,29,False,True,,,,https://coinbase.standvirtual.com/inventory
coinbased.standvirtual.com,Comprar e vender carros usados | Standvirtual,200,132293,AS16509,AMAZON-02,US,18.66.102.0/24,coinbased.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,coinbased.standvirtual.com,cloudfront,443,https://coinbased.standvirtual.com:443,https,openresty/1.21.4.1,text/html,GET,18.66.97.7,/,,18.66.97.110,React,29,False,True,,,,https://coinbased.standvirtual.com/inventory
coinbaseticker.standvirtual.com,Comprar e vender carros usados | Standvirtual,200,132325,AS16509,AMAZON-02,US,18.66.102.0/24,coinbaseticker.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,coinbaseticker.standvirtual.com,cloudfront,443,https://coinbaseticker.standvirtual.com:443,https,openresty/1.21.4.1,text/html,GET,18.66.97.62,/,,18.66.97.92,React,29,False,True,,,,https://coinbaseticker.standvirtual.com/inventory
comprarcasaarmacaodepera.imovirtual.com,"Agência imobiliária Armação de Pêra, Silves, Faro - ComprarCasa - Armação de Pera | Imovirtual",200,319340,AS16509,AMAZON-02,US,18.66.116.0/23,comprarcasaarmacaodepera.imovirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-12T00:00:00Z,2024-04-09T23:59:59Z,CN=*.imovirtual.com,*.imovirtual.com,imovirtual.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6fff0b1c63ce8c52bdaa6680d66f5dd2,013ae7cfdd1059e9fe5896d792b6d59268ad3d83b298d1a2729aa89847980e7a,True,ctls,comprarcasaarmacaodepera.imovirtual.com,cloudfront,443,https://comprarcasaarmacaodepera.imovirtual.com:443,https,nginx,text/html,GET,18.66.112.3,/,1673774527,18.66.112.118,PHP,2820,False,True,,,app.optimizely.com,
confidential.imovirtual.com,"Agência imobiliária Matosinhos e Leça da Palmeira, Matosinhos, Oporto - Confidential Real Estate | Imovirtual",200,295669,AS16509,AMAZON-02,US,18.66.116.0/23,confidential.imovirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-12T00:00:00Z,2024-04-09T23:59:59Z,CN=*.imovirtual.com,*.imovirtual.com,imovirtual.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6fff0b1c63ce8c52bdaa6680d66f5dd2,013ae7cfdd1059e9fe5896d792b6d59268ad3d83b298d1a2729aa89847980e7a,True,ctls,confidential.imovirtual.com,cloudfront,443,https://confidential.imovirtual.com:443,https,nginx,text/html,GET,18.66.112.89,/,703290129,18.66.112.3,PHP,2513,False,True,,,fonts.googleapis.com,
cubic.imovirtual.com,"Agência imobiliária Santa Maria da Feira, Travanca, Sanfins e Espargo, Santa Maria da Feira, Aveiro - Cubic | Imovirtual",200,372058,AS16509,AMAZON-02,US,18.66.116.0/23,cubic.imovirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-12T00:00:00Z,2024-04-09T23:59:59Z,CN=*.imovirtual.com,*.imovirtual.com,imovirtual.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6fff0b1c63ce8c52bdaa6680d66f5dd2,013ae7cfdd1059e9fe5896d792b6d59268ad3d83b298d1a2729aa89847980e7a,True,ctls,cubic.imovirtual.com,cloudfront,443,https://cubic.imovirtual.com:443,https,nginx,text/html,GET,18.66.112.89,/,-801787826,18.66.112.49,PHP,3484,False,True,,,apps.facebook.com,
czesci.otomoto.pl,OTOMOTO - Jak wystawiać części samochodowe?,200,68107,AS197226,SPRINT-SDC,PL,46.29.16.0/21,czesci.otomoto.pl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-12T21:39:45Z,2023-07-11T21:39:44Z,CN=czesci.otomoto.pl,czesci.otomoto.pl,czesci.otomoto.pl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e332f0b2dd73d2dc1a808177658c4964,43733a10f1318e594fd33059a00009e208b660f7490cc2ac85849bc655054550,,ctls,czesci.otomoto.pl,,443,https://czesci.otomoto.pl:443,https,Apache/2,text/html,GET,46.29.19.34,/,,46.29.19.34,Yoast SEO:12.9.1,1043,False,,,,,
da-car82.otomoto.pl,Dacar | OTOMOTO,200,179331,AS16509,AMAZON-02,US,18.66.132.0/24,da-car82.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,da-car82.otomoto.pl,cloudfront,443,https://da-car82.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.80,/,,18.66.122.18,React,11,False,True,,,,https://da-car82.otomoto.pl/inventory
daciapoznan.otomoto.pl,Karlik Sp. z o.o. Autoryzowany Koncesjoner Renault i Dacia | OTOMOTO,200,210327,AS16509,AMAZON-02,US,18.66.132.0/24,daciapoznan.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,daciapoznan.otomoto.pl,cloudfront,443,https://daciapoznan.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.18,/,,18.66.122.80,React,11,False,True,,,,https://daciapoznan.otomoto.pl/inventory
daf-uzywane.otomoto.pl,DAF TB TRUCK & TRAILER SERWIS | OTOMOTO,200,223763,AS16509,AMAZON-02,US,18.66.132.0/24,daf-uzywane.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,daf-uzywane.otomoto.pl,cloudfront,443,https://daf-uzywane.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.101,/,,18.66.122.80,React,11,False,True,,,,https://daf-uzywane.otomoto.pl/inventory
dal-pol.otomoto.pl,ŁUKASZ JAWORSKI - POJAZDY CIĘŻAROWE | OTOMOTO,200,225198,AS16509,AMAZON-02,US,18.66.132.0/24,dal-pol.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,dal-pol.otomoto.pl,cloudfront,443,https://dal-pol.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.18,/,,18.66.122.80,React,11,False,True,,,,https://dal-pol.otomoto.pl/inventory
dbmsv2preferences-m-alt.stg.standvirtual.com,ERROR: The request could not be satisfied,403,919,AS16509,AS16509,Unknown,13.226.160.0/22,dbmsv2preferences-m-alt.stg.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=stg.standvirtual.com,stg.standvirtual.com,*.stg.standvirtual.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e2cf5710019e7022c4f7bd794f6f7a0c,d634b603c5c19528574e09f502ccde5d3c2c334a6c7a130c00a671c01ee6659a,True,ctls,dbmsv2preferences-m-alt.stg.standvirtual.com,cloudfront,443,https://dbmsv2preferences-m-alt.stg.standvirtual.com:443,https,CloudFront,text/html,GET,13.226.153.26,/,1341748003,13.226.153.107,Amazon Web Services,20,False,True,,,,
delik.otomoto.pl,DELIK Autoryzowany Dealer KIA | OTOMOTO,200,187711,AS16509,AMAZON-02,US,18.66.132.0/24,delik.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,delik.otomoto.pl,cloudfront,443,https://delik.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.101,/,,18.66.122.18,React,23,False,True,,,,https://delik.otomoto.pl/about-us
delivery.olx.pl,"Ogłoszenia - Sprzedam, kupię na OLX.pl",200,3102,AS16509,AMAZON-02,US,18.66.102.0/24,delivery.olx.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-01-16T23:59:59Z,CN=olx.pl,olx.pl,*.olx.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2b84a440b6a23cf354c81b3a48906b35,4dfc28935fa36bdc146998cc24f5cc50b1bb553fc7515be4cf56c8a3d59ba2e4,True,ctls,delivery.olx.pl,cloudfront,443,https://delivery.olx.pl:443,https,AmazonS3,text/html,GET,18.66.97.124,/,1523887642,18.66.97.66,HSTS,1,False,True,,,,
deluxcar.otomoto.pl,DELUXCAR - z myślą o Twoim aucie! | OTOMOTO,200,476653,AS16509,AMAZON-02,US,18.66.132.0/24,deluxcar.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,deluxcar.otomoto.pl,cloudfront,443,https://deluxcar.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.80,/,,18.66.122.101,React,11,False,True,,,,https://deluxcar.otomoto.pl/inventory
demotglogoczow.otomoto.pl,Demot Auto Częsci | OTOMOTO,200,238938,AS16509,AMAZON-02,US,18.66.132.0/24,demotglogoczow.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,demotglogoczow.otomoto.pl,cloudfront,443,https://demotglogoczow.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.101,/,,18.66.122.80,React,11,False,True,,,,https://demotglogoczow.otomoto.pl/inventory
designiovertical.imovirtual.com,"Agência imobiliária Queluz e Belas, Sintra, Lisboa - Desígniovertical | Imovirtual",200,186354,AS16509,AMAZON-02,US,18.66.116.0/23,designiovertical.imovirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-12T00:00:00Z,2024-04-09T23:59:59Z,CN=*.imovirtual.com,*.imovirtual.com,imovirtual.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6fff0b1c63ce8c52bdaa6680d66f5dd2,013ae7cfdd1059e9fe5896d792b6d59268ad3d83b298d1a2729aa89847980e7a,True,ctls,designiovertical.imovirtual.com,cloudfront,443,https://designiovertical.imovirtual.com:443,https,nginx,text/html,GET,18.66.112.49,/,,18.66.112.3,PHP,1251,False,True,,,fonts.googleapis.com,
destaques.standvirtual.com,,200,19273,AS63911,"NETACTUATE-AS-AP NetActuate, Inc",US,157.53.232.0/24,destaques.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-20T11:37:10Z,2023-06-18T11:37:09Z,CN=destaques.standvirtual.com,destaques.standvirtual.com,destaques.standvirtual.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26a3da59a71c5c8d97a98a8b03307e67,11679b8e1fe33ba81984851fcb74d91f5c6a96f127ea03dcb44adc8ccf656573,,ctls,destaques.standvirtual.com,,443,https://destaques.standvirtual.com:443,https,,text/html,GET,157.53.227.1,/,-1143462660,157.53.227.1,HSTS,202,False,,,,,
developer.olx.pl,Portal Deweloperski OLX,200,31676,AS0,Not routed,None,99.86.8.0/24,developer.olx.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-01-16T23:59:59Z,CN=olx.pl,olx.pl,*.olx.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2b84a440b6a23cf354c81b3a48906b35,4dfc28935fa36bdc146998cc24f5cc50b1bb553fc7515be4cf56c8a3d59ba2e4,True,ctls,developer.olx.pl,cloudfront,443,https://developer.olx.pl:443,https,nginx/1.22.1,text/html,GET,99.86.4.68,/,,99.86.4.113,Nginx:1.22.1,107,False,True,,,,https://developer.olx.pl/pl
developer.olx.pt,Portal de Developers OLX,200,32052,AS16509,AMAZON-02,US,18.66.132.0/24,developer.olx.pt,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-16T23:59:59Z,CN=olx.pt,olx.pt,*.olx.pt,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0d1a19d1e10cd0a034fd5debd0ebc7f2,450f1c2efd48ae0bc57daade1c5f8d0ea77d3b1a7d9644f21873bf98579a5925,True,ctls,developer.olx.pt,cloudfront,443,https://developer.olx.pt:443,https,nginx/1.22.1,text/html,GET,18.66.122.38,/,,18.66.122.60,Nginx:1.22.1,107,False,True,,,,https://developer.olx.pt/pt
dobrygowskiuzywane.otomoto.pl,Dobrygowski sp. z o.o | OTOMOTO,200,420527,AS16509,AMAZON-02,US,18.66.132.0/24,dobrygowskiuzywane.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,dobrygowskiuzywane.otomoto.pl,cloudfront,443,https://dobrygowskiuzywane.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.101,/,1305978008,18.66.122.80,React,11,False,True,,,,https://dobrygowskiuzywane.otomoto.pl/inventory
dodajreklame.olx.pl,OLX Ads Self Service - reklama sprzedawana automatycznie,200,478348,AS0,Not routed,None,13.32.100.0/23,dodajreklame.olx.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T00:00:00Z,2024-04-26T23:59:59Z,CN=ads.olx.pl,ads.olx.pl,adsolx.olx.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,936fd289a657e66200afaa4e37dbb160,ddc693421cf80eac9734de5cae91be4eb81050a4e227b8aceb418057faf0c7b7,,ctls,dodajreklame.olx.pl,cloudfront,443,https://dodajreklame.olx.pl:443,https,AmazonS3,text/html,GET,13.32.99.54,/,,2600:9000:2251:a600:7:5483:f880:93a1,Vue.js,88,False,True,,,,
dodex.otomoto.pl,Auto-Handel DODEX Skowron Dominik | OTOMOTO,200,125837,AS16509,AMAZON-02,US,18.66.132.0/24,dodex.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,dodex.otomoto.pl,cloudfront,443,https://dodex.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.101,/,,18.66.122.108,React,11,False,True,,,,https://dodex.otomoto.pl/inventory
dom-lux.otodom.pl,Biuro nieruchomości Włocławek - Biuro Nieruchomości DOM-LUX | Otodom,200,177668,AS0,Not routed,None,13.32.100.0/23,www.otodom.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-26T00:00:00Z,2024-04-23T23:59:59Z,CN=*.otodom.pl,*.otodom.pl,otodom.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ade1b433e0f78df9ec103562923557eb,33a30a245338ef71a9db2f54200617b50176afc9d4df95671de1989ae4c85905,True,ctls,www.otodom.pl,cloudfront,443,https://dom-lux.otodom.pl:443,https,openresty/1.21.4.1,text/html,GET,13.32.99.107,/,,13.32.99.61,React,28,False,True,,,,https://www.otodom.pl/pl/firmy/biura-nieruchomosci/biuro-nieruchomosci-dom-lux-ID790615
domagala.otomoto.pl,F.H. Wojciech Domagała WIDEO NAGRANIA + ZAKUP ONLINE !!! NA RYNKU OD *1996* | OTOMOTO,200,179449,AS16509,AMAZON-02,US,18.66.132.0/24,domagala.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,domagala.otomoto.pl,cloudfront,443,https://domagala.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.18,/,,18.66.122.101,React,11,False,True,,,,https://domagala.otomoto.pl/inventory
domcar-wloclawek.otomoto.pl,OPEL AUTORYZOWANY SALON we Włocławku | OTOMOTO,200,451408,AS16509,AMAZON-02,US,18.66.132.0/24,domcar-wloclawek.otomoto.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-26T23:59:59Z,CN=*.otomoto.pl,*.otomoto.pl,otomoto.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5d96853bcc7b283b9ed988626e53a9be,e74926c26387260a40508105492233552d36197623794bfb0125194f0035502c,True,ctls,domcar-wloclawek.otomoto.pl,cloudfront,443,https://domcar-wloclawek.otomoto.pl:443,https,openresty/1.21.4.1,text/html,GET,18.66.122.80,/,,18.66.122.18,React,11,False,True,,,,https://domcar-wloclawek.otomoto.pl/inventory
dominiumnieruchomosci-art.otodom.pl,Biuro nieruchomości Olsztyn - Dominium Nieruchomości & Art | Otodom,200,122311,AS0,Not routed,None,13.32.100.0/23,www.otodom.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-26T00:00:00Z,2024-04-23T23:59:59Z,CN=*.otodom.pl,*.otodom.pl,otodom.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ade1b433e0f78df9ec103562923557eb,33a30a245338ef71a9db2f54200617b50176afc9d4df95671de1989ae4c85905,True,ctls,www.otodom.pl,cloudfront,443,https://dominiumnieruchomosci-art.otodom.pl:443,https,openresty/1.21.4.1,text/html,GET,13.32.99.61,/,,13.32.99.81,React,16,False,True,,,,https://www.otodom.pl/pl/firmy/biura-nieruchomosci/dominium-nieruchomosci-art-ID7494544
domurat.otodom.pl,Biuro nieruchomości Poznań - Domurat | Otodom,200,153004,AS0,Not routed,None,13.32.100.0/23,www.otodom.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-26T00:00:00Z,2024-04-23T23:59:59Z,CN=*.otodom.pl,*.otodom.pl,otodom.pl,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ade1b433e0f78df9ec103562923557eb,33a30a245338ef71a9db2f54200617b50176afc9d4df95671de1989ae4c85905,True,ctls,www.otodom.pl,cloudfront,443,https://domurat.otodom.pl:443,https,openresty/1.21.4.1,text/html,GET,13.32.99.81,/,,13.32.99.107,React,1,False,True,,,,https://www.otodom.pl/pl/firmy/biura-nieruchomosci/domurat-ID5871628
donations.olx.pl,WESPRZYJ TURCJĘ I SYRIĘ,200,129203,AS209242,"CLOUDFLARESPECTRUM Cloudflare, Inc.",US,141.193.213.0/24,donations.olx.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-17T00:00:00Z,2024-02-16T23:59:59Z,"CN=donations.olx.pl, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",donations.olx.pl,donations.olx.pl,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b46e7ab6072bd351deb0d7967185ac6f,a98450f66bdf3e02f2fd65bf7b4ba47b5294988ad4c040e1d94c66bbdd967e0c,,ctls,donations.olx.pl,,443,https://donations.olx.pl:443,https,cloudflare,text/html,GET,141.193.213.20,/,-1840324437,141.193.213.21,WordPress,428,False,,,"Cloudflare, Inc.",,
