new,host,a,soa,status_code,aaaa,cname,caa,txt,cdn,cdn-name,ns,mx
[x],info.gymshark.com,216.27.63.21,"ns-294.awsdns-36.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"spf2.0/pra mx include:bm23.com -all, v=spf1 include:bronto.com -all",,,"ns-1444.awsdns-52.org, ns-1622.awsdns-10.co.uk, ns-294.awsdns-36.com, ns-947.awsdns-54.net",incoming.bm23.com
[x],ingestion.platform.gymshark.com,"52.6.80.188, 18.208.237.247, 54.90.23.11, 34.231.42.99, 54.198.84.103","ns-1900.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1106.awsdns-10.org, ns-1900.awsdns-45.co.uk, ns-62.awsdns-07.com, ns-777.awsdns-33.net",
[x],insiders.gymshark.com,"52.28.34.53, 52.28.191.151","ns-294.awsdns-36.com, awsdns-hostmaster.amazon.com",NOERROR,,,,v=spf1 a include:visioncriticalpanels.com ~all,,,,panelmx.visioncriticalpanels.com
[x],intercom.service.staging.gymshark.com,"23.23.98.157, 67.202.47.151, 54.159.247.48, 3.216.57.230, 52.86.35.25","ns-251.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],jumpstation.gymshark.com,"54.74.204.22, 52.17.78.188, 34.246.236.73","ns-586.awsdns-09.net, awsdns-hostmaster.amazon.com",NOERROR,,gs-js.lightning-e.com,,,,,,
[x],kubecost.develop.gymshark.io,"34.238.184.59, 34.197.1.191, 34.234.61.223, 35.174.86.172, 54.145.94.41","ns-1588.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],kubecost.production.gymshark.io,"34.231.42.99, 52.6.80.188, 18.208.237.247, 54.198.84.103, 54.90.23.11","ns-1052.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],kubecost.staging.gymshark.io,"52.86.35.25, 54.159.247.48, 3.216.57.230, 67.202.47.151, 23.23.98.157","ns-1588.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],launchcalendar.gymshark.com,178.62.27.199,"ns-294.awsdns-36.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],leigh-sandbox.develop.gymshark.com,"34.238.184.59, 35.174.86.172, 54.145.94.41, 34.197.1.191, 34.234.61.223","ns-1553.awsdns-02.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],link.e-mail.gymshark.com,217.175.192.35,"ns10.digicertdns.com, dns.digicertdns.com",NOERROR,,suite26.emarsys.net,,,,,,
[x],link.serviceinfo.gymshark.com,217.175.192.35,"ns10.digicertdns.com, dns.digicertdns.com",NOERROR,,suite26.emarsys.net,,,,,,
[x],live.gymshark.com,162.13.75.61,"ns-294.awsdns-36.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],lyncdiscover.gymshark.com,52.112.65.78,"admin.nsatc.net, dns.level3.net",NOERROR,"2603:1037:0:2::e, 2603:1037:0:5::e, 2603:1037:0:c::12, 2603:1037:0:a::e, 2603:1037:0:15::d, 2603:1037:0:7::e, 2603:1037::e, 2603:1037:0:6::e",webdir.online.lync.com,,,,,,
[x],m-dev.gymshark.com,134.213.108.17,"ns-294.awsdns-36.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],m.gymshark.com,,"ns1.dnsimple.com, admin.dnsimple.com",NOERROR,,"gymsharkusa.myshopify.com, shops.myshopify.com",,,,,,
[x],merchandiser.api.gymshark.io,,"ns-1052.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],merchandiser.staging.gymshark.io,"65.9.55.36, 65.9.55.122, 65.9.55.78, 65.9.55.103","ns-1588.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],merchandiserscan.gymshark.com,178.62.27.199,"ns-294.awsdns-36.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],mike.develop.gymshark.com,,"ns-1553.awsdns-02.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],netsuite-ingestion.platform.staging.gymshark.com,"23.23.98.157, 3.216.57.230, 54.159.247.48, 52.86.35.25, 67.202.47.151","ns-251.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],netsuite.service.gymshark.io,"18.210.211.70, 44.207.211.221","ns-1052.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],netsuite.service.staging.gymshark.io,"174.129.128.181, 54.158.77.208","ns-1588.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],nginx.develop.gymshark.io,,"ns-1588.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,traefik-nlb-fargate.develop-cluster.develop.gymshark.io,,,,,,
[x],nl.checkout.gymshark.com,23.227.38.74,"ns1.dnsimple.com, admin.dnsimple.com",NOERROR,,shops.myshopify.com,"letsencrypt.org, digicert.com, globalsign.com",,,,,
[x],nl.gymshark.com,23.227.38.74,"ns1.dnsimple.com, admin.dnsimple.com, dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,shops.myshopify.com,"digicert.com, globalsign.com, letsencrypt.org",,,,,
[x],nl.pwks.gymshark.io,3.219.251.63,"ns-1532.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],nl.shop.gymshark.com,"13.32.121.98, 13.32.121.51, 13.32.121.66, 13.32.121.74","ns-294.awsdns-36.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],nl.shop.staging.gymshark.com,"13.225.78.3, 13.225.78.124, 13.225.78.125, 13.225.78.11","ns-251.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],no.checkout.gymshark.com,23.227.38.74,"ns1.dnsimple.com, admin.dnsimple.com, dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,shops.myshopify.com,"globalsign.com, letsencrypt.org, digicert.com",,,,,
[x],no.gymshark.com,23.227.38.74,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"gymshark-nor.myshopify.com, shops.myshopify.com","globalsign.com, letsencrypt.org, digicert.com",,,,,
[x],no.pwks.gymshark.io,54.158.128.53,"ns-1532.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],no.shop.gymshark.com,"13.32.121.98, 13.32.121.51, 13.32.121.66, 13.32.121.74","ns-294.awsdns-36.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],no.shop.staging.gymshark.com,"13.225.78.11, 13.225.78.124, 13.225.78.125, 13.225.78.3","ns-251.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],nonstore.pwks.gymshark.io,3.214.104.164,"ns-1532.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],notice.gymshark.com,"18.65.39.115, 18.65.39.11, 18.65.39.99, 18.65.39.108","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,"ns-566.awsdns-06.net, ns-1439.awsdns-51.org, ns-1720.awsdns-23.co.uk, ns-270.awsdns-33.com",
[x],nsproxy.service.gymshark.io,"54.198.84.103, 54.90.23.11, 34.231.42.99, 18.208.237.247, 52.6.80.188","ns-1052.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],nsproxy.service.staging.gymshark.io,"3.216.57.230, 67.202.47.151, 54.159.247.48, 52.86.35.25, 23.23.98.157","ns-1588.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],o2182.abmail.app.gymshark.com,168.245.31.130,"ns-294.awsdns-36.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],o3843.abmail.train.gymshark.com,,"ns-294.awsdns-36.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],oktetodemo.staging.gymshark.com,,,NOERROR,,,,,,,,
[x],order.events.develop.gymshark.com,"52.207.201.46, 3.230.245.160","ns-1553.awsdns-02.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],ordercancel.gymshark.com,178.62.27.199,"ns-294.awsdns-36.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],pos.gymshark.com,134.213.108.17,"ns-294.awsdns-36.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],pos.retail-assistant.develop.gymshark.io,"143.204.215.65, 143.204.215.39, 143.204.215.3, 143.204.215.80","ns-1588.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],pos.retail-assistant.gymshark.io,"13.227.173.112, 13.227.173.45, 13.227.173.13, 13.227.173.57","ns-1052.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,"ns-1052.awsdns-03.org, ns-1829.awsdns-36.co.uk, ns-466.awsdns-58.com, ns-864.awsdns-44.net",
[x],pos.retail-assistant.staging.gymshark.io,"99.86.4.30, 99.86.4.74, 99.86.4.93, 99.86.4.55","ns-1588.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,"ns-1194.awsdns-21.org, ns-1588.awsdns-06.co.uk, ns-252.awsdns-31.com, ns-697.awsdns-23.net",
[x],premium.api.gymshark.io,"18.173.233.97, 18.173.233.126, 18.173.233.84, 18.173.233.64","ns-1052.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],preview.develop.gymshark.com,"18.198.108.208, 18.195.123.215","dns1.p01.nsone.net, domains+netlify.netlify.com",NOERROR,"2a05:d014:275:cb02:b2b8:b4ca:8518:7335, 2a05:d014:275:cb01:6093:b4ee:dad5:4a10",,,,True,google,"dns3.p01.nsone.net, dns2.p01.nsone.net, dns4.p01.nsone.net, dns1.p01.nsone.net",
[x],preview.staging.gymshark.com,"76.76.21.98, 76.76.21.9","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,cname.vercel-dns.com,"letsencrypt.org, globalsign.com, sectigo.com",,,,,
[x],price.service.gymshark.io,"44.206.57.16, 3.229.197.98","ns-1052.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],price.service.staging.gymshark.io,"3.213.243.133, 52.1.67.88","ns-1588.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],product.gymshark.io,"99.86.4.122, 99.86.4.70, 99.86.4.128, 99.86.4.54","ns-1052.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],product.staging.gymshark.io,"143.204.89.66, 143.204.89.56, 143.204.89.118, 143.204.89.50","ns-1588.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],prometheus.k8s.develop.gymshark.com,,"ns-1553.awsdns-02.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],pwks.gymshark.io,"205.251.192.156, 205.251.194.96, 205.251.197.252, 205.251.198.205","ns-1532.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1532.awsdns-63.org, ns-608.awsdns-12.net, ns-156.awsdns-19.com, ns-1741.awsdns-25.co.uk",
[x],rabbitmq-test.develop.gymshark.io,,"ns-1588.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],rapid7.develop.gymshark.io,"13.42.193.110, 13.40.247.152","ns-1588.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],rapid7.gymshark.io,"35.177.20.2, 18.170.126.254","ns-1052.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],reports-creators.gymshark.com,"13.56.36.95, 52.52.16.237","ns-991.awsdns-59.net, awsdns-hostmaster.amazon.com",NOERROR,,app2.creatoriq.com,,,,,,
[x],research.gymshark.com,"52.28.191.151, 52.28.34.53","ns-294.awsdns-36.com, awsdns-hostmaster.amazon.com",NOERROR,,,,v=spf1 a include:visioncriticalpanels.com ~all,,,,
[x],retail-assistant.api.gymshark.com,"54.90.23.11, 52.6.80.188, 54.198.84.103, 34.231.42.99, 18.208.237.247","ns-1737.awsdns-25.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],retail-assistant.api.staging.gymshark.com,,"ns-251.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],retail.wifi.staging.gymshark.com,,"ns-251.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],reviews.api.staging.gymshark.com,"108.157.214.92, 108.157.214.98, 108.157.214.56, 108.157.214.86","ns-251.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],row.checkout.gymshark.com,23.227.38.74,"ns1.dnsimple.com, admin.dnsimple.com, dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,shops.myshopify.com,"digicert.com, globalsign.com, letsencrypt.org",,,,,
[x],row.shop.staging.gymshark.com,"13.225.78.125, 13.225.78.124, 13.225.78.3, 13.225.78.11","ns-251.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],rw.pwks.gymshark.io,3.213.176.76,"ns-1532.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],s.gymshark.com,"99.84.9.32, 99.84.9.59, 99.84.9.120, 99.84.9.91","ns-294.awsdns-36.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,"ns-1444.awsdns-52.org, ns-1622.awsdns-10.co.uk, ns-294.awsdns-36.com, ns-947.awsdns-54.net","mx07-005a6901.pphosted.com, mx08-005a6901.pphosted.com"
[x],se.checkout.gymshark.com,23.227.38.74,"dns1.p06.nsone.net, hostmaster.nsone.net, ns1.dnsimple.com, admin.dnsimple.com",NOERROR,,shops.myshopify.com,"globalsign.com, letsencrypt.org, digicert.com",,,,,
[x],se.gymshark.com,23.227.38.74,"ns1.dnsimple.com, admin.dnsimple.com",NOERROR,,"gymshark-swe.myshopify.com, shops.myshopify.com","digicert.com, globalsign.com, letsencrypt.org",,,,,
[x],se.pwks.gymshark.io,3.208.153.184,"ns-1532.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],se.shop.gymshark.com,"108.138.51.53, 108.138.51.79, 108.138.51.58, 108.138.51.116","ns-294.awsdns-36.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],se.shop.staging.gymshark.com,"13.225.78.3, 13.225.78.11, 13.225.78.124, 13.225.78.125","ns-251.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],seamless.gymshark.com,"13.32.121.51, 13.32.121.27, 13.32.121.66, 13.32.121.32","ns-979.awsdns-58.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],seamless.staging.gymshark.com,"143.204.215.127, 143.204.215.108, 143.204.215.54, 143.204.215.105","ns-251.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],share.training.gymshark.com,"108.138.7.76, 108.138.7.96, 108.138.7.94, 108.138.7.80","ns-1296.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],share.training.staging.gymshark.com,"18.154.227.39, 18.154.227.7, 18.154.227.23, 18.154.227.85","ns-251.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],sip.gymshark.com,52.112.193.13,"admin.nsatc.net, dns.level3.net",NOERROR,2603:1027:0:2::b,sipdir.online.lync.com,,,,,,
[x],size-guide.api.gymshark.com,"54.90.23.11, 34.231.42.99, 52.6.80.188, 54.198.84.103, 18.208.237.247","ns-1737.awsdns-25.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],size-guide.api.staging.gymshark.com,"67.202.47.151, 23.23.98.157, 54.159.247.48, 3.216.57.230, 52.86.35.25","ns-251.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],sonar.gymshark.io,52.38.143.89,"ns-1052.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],sportsbras.develop.gymshark.com,"18.165.242.109, 18.165.242.48, 18.165.242.29, 18.165.242.31","ns-1553.awsdns-02.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],sportsbras.gymshark.com,,"ns-298.awsdns-37.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],staging.gymshark.io,,"ns-1588.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1588.awsdns-06.co.uk, ns-252.awsdns-31.com, ns-697.awsdns-23.net, ns-1194.awsdns-21.org",
[x],staging3.gymshark.com,23.227.38.74,"dns1.p06.nsone.net, hostmaster.nsone.net, ns1.dnsimple.com, admin.dnsimple.com",NOERROR,,shops.myshopify.com,"digicert.com, globalsign.com, letsencrypt.org",,,,,
[x],staging4.gymshark.com,23.227.38.74,"ns1.dnsimple.com, admin.dnsimple.com, dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,shops.myshopify.com,"digicert.com, globalsign.com, letsencrypt.org",,,,,
[x],stock-finder.api.staging.gymshark.com,"54.159.247.48, 23.23.98.157, 3.216.57.230, 52.86.35.25, 67.202.47.151","ns-251.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1386.awsdns-45.org, ns-1764.awsdns-28.co.uk, ns-251.awsdns-31.com, ns-682.awsdns-21.net",
[x],store.gymshark.com,"13.32.121.21, 13.32.121.114, 13.32.121.118, 13.32.121.19","ns-294.awsdns-36.com, awsdns-hostmaster.amazon.com",NOERROR,,,,v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com ~all,True,cloudfront,,
[x],storesync2.gymshark.io,"34.231.42.99, 54.198.84.103, 18.208.237.247, 52.6.80.188, 54.90.23.11","ns-1052.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],storesync2.staging.gymshark.io,"54.159.247.48, 3.216.57.230, 23.23.98.157, 67.202.47.151, 52.86.35.25","ns-1588.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],summary-creators.gymshark.com,"52.53.122.32, 54.177.137.208","ns-991.awsdns-59.net, awsdns-hostmaster.amazon.com",NOERROR,,api2.creatoriq.com,,,,,,
[x],support.gymshark.com,"18.66.97.106, 18.66.97.53, 18.66.97.66, 18.66.97.11","ns-923.awsdns-51.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,"ns-1057.awsdns-04.org, ns-2009.awsdns-59.co.uk, ns-74.awsdns-09.com, ns-923.awsdns-51.net",
[x],support.staging.gymshark.com,"18.244.102.4, 18.244.102.26, 18.244.102.80, 18.244.102.110","ns-251.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],sustainability.gymshark.com,,"ns-294.awsdns-36.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],switchon.gymshark.com,"18.132.25.37, 18.132.26.251","ns-572.awsdns-07.net, awsdns-hostmaster.amazon.com",NOERROR,,"gymshark.docebosaas.com, eu-west-2.docebopaas.com",,,,,,
[x],tableau.develop.gymshark.io,"18.235.184.169, 3.217.65.221, 54.156.74.4","ns-1588.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],tableau.gymshark.io,"52.71.127.65, 3.208.151.32, 54.236.167.86","ns-1052.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],tableau.legacy.gymshark.io,3.10.203.146,"ns-1052.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,n990hlr078s5hsvssfmkkwr7rncq43hc,,,,
[x],tableau.staging.gymshark.io,"3.211.81.84, 18.211.29.198, 34.203.49.102","ns-1588.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],teabreak.gymshark.io,"52.222.236.78, 52.222.236.80, 52.222.236.96, 52.222.236.40","ns-1052.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],teabreak.staging.gymshark.io,"13.227.219.106, 13.227.219.28, 13.227.219.29, 13.227.219.125","ns-1588.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],team-creators.gymshark.com,"52.52.16.237, 13.56.36.95","ns-991.awsdns-59.net, awsdns-hostmaster.amazon.com",NOERROR,,app2.creatoriq.com,,,,,,
[x],team3.develop.gymshark.io,"52.217.226.85, 52.216.33.245, 52.217.13.35, 52.216.110.234, 54.231.192.237, 52.217.126.173, 52.216.37.117, 52.217.72.91","ns-437.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,,"s3-website-us-east-1.amazonaws.com, s3-website.us-east-1.amazonaws.com",,0479bac704ece97eba11f6143a258135,,,"ns-1286.awsdns-32.org, ns-1779.awsdns-30.co.uk, ns-437.awsdns-54.com, ns-611.awsdns-12.net",
[x],testing.gymshark.com,162.13.195.132,"ns-294.awsdns-36.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],thriftplus.gymshark.com,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,"ns-1346.awsdns-40.org, ns-1641.awsdns-13.co.uk, ns-286.awsdns-35.com, ns-564.awsdns-06.net",
[x],tours.gymshark.com,"13.32.27.109, 13.32.27.4, 13.32.27.54, 13.32.27.7","ns-1513.awsdns-61.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],tours.staging.gymshark.com,"13.32.208.71, 13.32.208.120, 13.32.208.20, 13.32.208.98","ns-251.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],track.gymshark.com,"104.17.140.107, 104.17.139.107","april.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"2606:4700::6811:8c6b, 2606:4700::6811:8b6b",domains.aftership.com,,,True,cloudflare,,
[x],tracker.gymshark.com,142.250.184.243,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:831::2013,ghs.googlehosted.com,,,,,,
[x],traefik-nlb.develop-cluster.develop.gymshark.io,"35.174.86.172, 34.238.184.59, 34.197.1.191, 34.234.61.223, 54.145.94.41","ns-1588.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],traefik-nlb.staging-cluster.staging.gymshark.io,"23.23.98.157, 54.159.247.48, 67.202.47.151, 52.86.35.25, 3.216.57.230","ns-1588.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],traefik.k8s.develop.gymshark.com,54.144.128.85,,NOERROR,,,,,,,,
[x],traefikauth.service.gymshark.com,"54.90.23.11, 54.198.84.103, 18.208.237.247, 52.6.80.188, 34.231.42.99","ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],traefikauth.service.staging.gymshark.com,"3.216.57.230, 52.86.35.25, 23.23.98.157, 54.159.247.48, 67.202.47.151","ns-251.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],traefikauth.service.staging.gymshark.io,"23.23.98.157, 54.159.247.48, 67.202.47.151, 3.216.57.230, 52.86.35.25","ns-1588.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1194.awsdns-21.org, ns-1588.awsdns-06.co.uk, ns-252.awsdns-31.com, ns-697.awsdns-23.net",
[x],train.gymshark.com,,"ns-294.awsdns-36.com, awsdns-hostmaster.amazon.com",NOERROR,,,,v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com ~all,True,cloudfront,,
[x],training.staging.gymshark.com,"13.32.27.31, 13.32.27.127, 13.32.27.30, 13.32.27.32","ns-251.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],transcode.service.gymshark.com,"54.90.23.11, 52.6.80.188, 18.208.237.247, 54.198.84.103, 34.231.42.99","ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],transparency.gymshark.com,"143.204.89.80, 143.204.89.68, 143.204.89.82, 143.204.89.77","ns-382.awsdns-47.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],trap.develop.gymshark.io,18.132.140.78,"ns-1588.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],trap.gymshark.io,3.8.243.113,"ns-1052.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],u.gymshark.com,"52.222.139.124, 52.222.139.14, 52.222.139.10, 52.222.139.114","ns-294.awsdns-36.com, awsdns-hostmaster.amazon.com",NOERROR,,,,v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com ~all,True,cloudfront,,"mx08-005a6901.pphosted.com, mx07-005a6901.pphosted.com"
[x],uk.checkout.gymshark.com,23.227.38.74,"ns1.dnsimple.com, admin.dnsimple.com, dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,shops.myshopify.com,"digicert.com, globalsign.com, letsencrypt.org",,,,,
[x],uk.gymshark.com,23.227.38.74,"ns1.dnsimple.com, admin.dnsimple.com, dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"gymshark.myshopify.com, shops.myshopify.com","digicert.com, letsencrypt.org, globalsign.com",,,,,
[x],uk.staging.gymshark.com,23.227.38.74,"dns1.p06.nsone.net, hostmaster.nsone.net, ns1.dnsimple.com, admin.dnsimple.com",NOERROR,,shops.myshopify.com,"digicert.com, globalsign.com, letsencrypt.org",,,,,
[x],unleash.staging.gymshark.com,"67.202.47.151, 3.216.57.230, 23.23.98.157, 52.86.35.25, 54.159.247.48","ns-251.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],us-sms-opt-in.service.gymshark.com,"54.90.23.11, 18.208.237.247, 52.6.80.188, 54.198.84.103, 34.231.42.99","ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1408.awsdns-48.org, ns-1730.awsdns-24.co.uk, ns-492.awsdns-61.com, ns-893.awsdns-47.net",
[x],us-sms-opt-in.service.staging.gymshark.com,"3.216.57.230, 23.23.98.157, 67.202.47.151, 52.86.35.25, 54.159.247.48","ns-251.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],us.checkout.gymshark.com,23.227.38.74,"ns1.dnsimple.com, admin.dnsimple.com, dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,shops.myshopify.com,"letsencrypt.org, digicert.com, globalsign.com",,,,,
[x],us.pwks.gymshark.io,54.224.137.16,"ns-1532.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],us.shop.gymshark.com,"13.32.121.66, 13.32.121.51, 13.32.121.74, 13.32.121.98","ns-294.awsdns-36.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
[x],us.shop.staging.gymshark.com,"13.225.78.11, 13.225.78.3, 13.225.78.125, 13.225.78.124","ns-251.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,
