input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_expired,cdn_name,cdn,webserver,tls_wildcard_certificate,final_url,csp_domains_,tls_mismatched,tls_emails_,location,tls_self_signed
rcs.med.harvard.edu,,404,18,AS14618,AMAZON-AES,US,3.83.168.0/22,rcs.med.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-28T07:30:02Z,2023-12-28T07:30:02Z,"CN=Secure Remote Access, O=BeyondTrust",Secure Remote Access,BeyondTrust,,"CN=Secure Remote Access, O=BeyondTrust",Secure Remote Access,BeyondTrust,553a9467632a61da05fcf6ccbb52a983,9e3844b210df9b67b24cac7c0a923b2755e09e602aa05302a7dde81d11adda24,ctls,rcs.med.harvard.edu,443,https://rcs.med.harvard.edu:443,https,text/html,GET,3.81.14.172,/,471241532,2600:1f18:2240:ee20:2512:1c7a:84f0:544a,HSTS,1,False,,,,Apache,,,,True,,,True
rcwp.dfci.harvard.edu,500 Proxy Error,500,273,AS40831,PHS,US,155.52.0.0/16,rcwp.dfci.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=*.dfhcc.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",*.dfhcc.harvard.edu,President and Fellows of Harvard College,*.dfhcc.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ce61087d4b4d8f0ecc52feb2f41e84f1,7fedeb614091056f4e54def8dc979f55d0aaecba4ad14f2d8c535a8558b26819,ctls,rcwp.dfci.harvard.edu,443,https://rcwp.dfci.harvard.edu:443,https,text/html,GET,155.52.219.206,/,1107991010,155.52.219.206,Red Hat,8,False,,,,Apache/2.4.37 (Red Hat Enterprise Linux) OpenSSL/1.1.1k,True,,,True,,,
react.seas.harvard.edu,REACT Lab,200,77304,AS20940,AKAMAI-ASN1,NL,23.8.0.0/13,react.seas.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-30T13:24:05Z,2023-06-28T13:24:04Z,CN=react.seas.harvard.edu,react.seas.harvard.edu,,react.seas.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2e0b13732055046e433881716e232ddb,ce5e67b261911cbda3d5381e580489db5827b0f9adcc7a042c00b6003d2fb6ad,ctls,react.seas.harvard.edu,443,https://react.seas.harvard.edu:443,https,text/html,GET,23.2.13.57,/,-1695152138,23.2.13.25,YouTube,1041,False,,,,,,,,,,,
reads-lab.gse.harvard.edu,,404,2963,AS54113,FASTLY,US,151.101.8.0/22,reads-lab.gse.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2021-04-19T00:00:00Z,2021-07-18T23:59:59Z,CN=cdn-contact-support.com,cdn-contact-support.com,,www.cdn-contact-support.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,8c2c4c73320d64293c1751d5d51b62da,a36981ddf0189a080b47a7bd5acdb6952cf563d9f8646e80c6c4d68a9a6570e8,ctls,reads-lab.gse.harvard.edu,443,https://reads-lab.gse.harvard.edu:443,https,text/html,GET,151.101.1.84,/,1010985170,151.101.193.84,Wix,63,False,True,fastly,True,Pepyaka/1.19.10,,,,True,,,
reads.gse.harvard.edu,Web Site Not Found,404,970,AS20940,AKAMAI-ASN1,NL,23.8.0.0/13,reads.gse.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-06T17:40:38Z,2023-08-04T17:40:37Z,CN=*.gse.harvard.edu,*.gse.harvard.edu,,*.gse.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f1c703d66960bc6c5239152ad9164792,ac230c4fe86d082d1eb18b1cd3febd843676e3d6b668408a8f54747d800e2fef,ctls,reads.gse.harvard.edu,443,https://reads.gse.harvard.edu:443,https,text/html,GET,23.2.13.25,/,-1883206912,23.2.13.57,HSTS,27,False,,,,,True,,,,,,
recorder.alvarezlab.wjh.harvard.edu,502 Bad Gateway,502,166,AS1742,HARVARD-UNIV,US,140.247.96.0/20,recorder.alvarezlab.wjh.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-25T05:35:11Z,2023-07-24T05:35:10Z,CN=recorder.alvarezlab.wjh.harvard.edu,recorder.alvarezlab.wjh.harvard.edu,,www.recorder.alvarezlab.wjh.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0995ae744488de3250705ab64351e857,aadfe450b3620ec4165d7f5580dfa4b6316160bf0476a700f90199eceb5df23b,ctls,recorder.alvarezlab.wjh.harvard.edu,443,https://recorder.alvarezlab.wjh.harvard.edu:443,https,text/html,GET,140.247.95.116,/,366277485,140.247.95.116,Ubuntu,8,False,,,,nginx/1.18.0 (Ubuntu),,,,,,,
red.dfci.harvard.edu,Eck Lab - Structure and Mechanism in Cancer Signaling - HOME,200,33550,AS40127,LMANET,US,134.174.0.0/16,ecklab.dana-farber.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-03T18:42:01Z,2023-06-01T18:42:00Z,CN=ecklab.dana-farber.org,ecklab.dana-farber.org,,ecklab.dana-farber.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3d47ea06206d100ad87b21eb3e2ee0e9,a29ce51423166a0f6f89ca72fa9f4811319cad554630ddfd06452ab038f1e985,ctls,ecklab.dana-farber.org,80,http://red.dfci.harvard.edu:80,http,text/html,GET,134.174.140.86,/,1625447977,134.174.140.86,Google Tag Manager,663,False,,,,Apache,,https://ecklab.dana-farber.org,,,,,
redcap.aws.rits.hms.harvard.edu,REDCap,200,31691,AS14618,AMAZON-AES,US,52.200.0.0/13,redcap.aws.rits.hms.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2024-03-08T23:59:59Z,CN=redcap.aws.rits.hms.harvard.edu,redcap.aws.rits.hms.harvard.edu,,redcap.aws.rits.hms.harvard.edu,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dc9a17e519f3f3bb6078ca71a50ab163,082f92a5e36243ce4f7aaf9ade650aebbebd7a8f6267689bdbb564330205bc7a,ctls,redcap.aws.rits.hms.harvard.edu,443,https://redcap.aws.rits.hms.harvard.edu:443,https,text/html,GET,52.200.50.44,/,2055008394,3.226.135.48,PHP,333,False,,,,nginx/1.20.0,,,,,,,
redcap.bidmc.harvard.edu,Home Page,200,928,AS40127,LMANET,US,134.174.0.0/16,redcap.bidmc.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2022-06-28T00:00:00Z,2023-06-28T23:59:59Z,"CN=redcap.bidmc.harvard.edu, O=Beth Israel Deaconess Medical Center Inc, L=Boston, ST=Massachusetts, C=US",redcap.bidmc.harvard.edu,Beth Israel Deaconess Medical Center Inc,redcap.bidmc.harvard.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ca679c544de4de973038d85a6f9a3bc6,4d2872bda71dbc8b339cf5881db051401cf845587e865c4683ad26689ce04b66,ctls,redcap.bidmc.harvard.edu,443,https://redcap.bidmc.harvard.edu:443,https,text/html,GET,134.174.106.214,/,-720742711,134.174.106.214,Windows Server,34,False,,,,Microsoft-IIS/8.5,,,www.youtube.com,,,,
redcap.fphs.harvard.edu,REDCap,200,27435,AS40831,PHS,US,170.223.0.0/16,redcap.fphs.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-11T00:00:00Z,2023-10-11T23:59:59Z,"CN=redcap.fphs.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",redcap.fphs.harvard.edu,President and Fellows of Harvard College,redcap.fphs.harvard.edu,"CN=InCommon ECC Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon ECC Server CA,Internet2,b0eb0458b19266d460bfc752073620e1,64d037fe2591f2684e00e43fb016dbbd9d85a19265322cd38c016eda5f5a9f0b,ctls,redcap.fphs.harvard.edu,443,https://redcap.fphs.harvard.edu:443,https,text/html,GET,170.223.191.141,/,-366337701,170.223.191.141,PHP,329,False,,,,Apache,,,,,,,
redcap.fphs2.harvard.edu,,200,11,AS40127,LMANET,US,134.174.0.0/16,redcap.fphs2.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2021-03-23T00:00:00Z,2022-03-23T23:59:59Z,"CN=redcap.fphs2.harvard.edu, OU=Harvard Medical School, O=President and Fellows of Harvard College, L=Cambridge, ST=Massachusetts, C=US",redcap.fphs2.harvard.edu,President and Fellows of Harvard College,redcap.fphs2.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,cc3e5d715e59c02f168124c472b0e97e,6f459794828797fb0d4110920dbeb6092676403c31c340b3450f82fff9a590aa,ctls,redcap.fphs2.harvard.edu,443,https://redcap.fphs2.harvard.edu:443,https,,GET,134.174.153.20,/,1082579686,134.174.153.20,F5 BigIP,1,False,True,,,BigIP,,,,,,,
redcap.hms.harvard.edu,REDCap,200,31611,AS40127,LMANET,US,134.174.0.0/16,redcap.aws.rits.hms.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2024-03-08T23:59:59Z,CN=redcap.aws.rits.hms.harvard.edu,redcap.aws.rits.hms.harvard.edu,,redcap.aws.rits.hms.harvard.edu,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dc9a17e519f3f3bb6078ca71a50ab163,082f92a5e36243ce4f7aaf9ade650aebbebd7a8f6267689bdbb564330205bc7a,ctls,redcap.aws.rits.hms.harvard.edu,80,http://redcap.hms.harvard.edu:80,http,text/html,GET,134.174.149.198,/,-1007009302,134.174.149.198,PHP,333,False,,,,nginx/1.20.0,,https://redcap.aws.rits.hms.harvard.edu,,,,,
redcap.rc.fas.harvard.edu,REDCap,200,27394,AS1742,HARVARD-UNIV,US,140.247.96.0/20,redcap.rc.fas.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-19T00:00:00Z,2023-08-19T23:59:59Z,"CN=redcap.rc.fas.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",redcap.rc.fas.harvard.edu,President and Fellows of Harvard College,redcap.rc.fas.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,684219b6d2f3f999397d48bd7b3f913b,1ea01bc82aa65468aa528c47da792ae94c2724c48b71cd9bfa37df53b2ec4d4c,ctls,redcap.rc.fas.harvard.edu,443,https://redcap.rc.fas.harvard.edu:443,https,text/html,GET,140.247.64.132,/,1731231138,140.247.64.132,PHP,329,False,,,,nginx,,,,,,,
redcap.tch.harvard.edu,403 Forbidden,403,688,AS19551,AS19551,Unknown,45.60.172.0/23,redcap.tch.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T21:06:23Z,2023-10-29T21:06:23Z,CN=imperva.com,imperva.com,,*.medfordpedi.com,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q2, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q2,GlobalSign nv-sa,be8a9ecece0cc07ce74d4cb14ffd69b0,bad1953100f9b0ebd39d4265a81f6798c1ceafe8df0eed15e38938ff82885d8d,ctls,redcap.tch.harvard.edu,443,https://redcap.tch.harvard.edu:443,https,text/html,GET,45.60.76.21,/,541961387,45.60.76.21,Nginx:1.22.1,14,False,,incapsula,True,nginx/1.22.1,True,,,,,,
redirect.hks.harvard.edu,Harvard Kennedy School | Harvard Kennedy School,200,114861,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,www.hks.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-28T15:02:18Z,2023-06-26T15:02:17Z,CN=www.hks.harvard.edu,www.hks.harvard.edu,,www.hks.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,33839a5c6deae15adc55e5133b3721fb,ea1ffe93e1ded90249e8f02d35c5720d62ac5ab35206528a1bddd4cbe4411ce7,ctls,www.hks.harvard.edu,80,http://redirect.hks.harvard.edu:80,http,text/html,GET,20.75.233.62,/,1097211497,20.75.233.62,ZURB Foundation,1615,False,,,,nginx,,https://www.hks.harvard.edu/,https://canvas.harvard.edu,,,,
redis-dropbox.alvarezlab.wjh.harvard.edu,502 Bad Gateway,502,568,AS1742,HARVARD-UNIV,US,140.247.96.0/20,redis-dropbox.alvarezlab.wjh.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-26T06:10:50Z,2023-07-25T06:10:49Z,CN=corenlp.alvarezlab.wjh.harvard.edu,corenlp.alvarezlab.wjh.harvard.edu,,www.corenlp.alvarezlab.wjh.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b27f50f13bc2426af7c882446c632086,092fcc8b004f5ae9f4d20a73bc6307c065f395ba56c1e7e5b242f0086ddceb97,ctls,redis-dropbox.alvarezlab.wjh.harvard.edu,443,https://redis-dropbox.alvarezlab.wjh.harvard.edu:443,https,text/html,GET,140.247.95.116,/,632455830,140.247.95.116,Ubuntu,14,False,,,,nginx/1.18.0 (Ubuntu),,,,True,,,
regepi.bwh.harvard.edu,Channing Division of Network Medicine - Brigham and Women's Hospital,200,39701,AS40831,PHS,US,155.52.0.0/16,www.brighamandwomens.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-20T00:00:00Z,2023-12-20T23:59:59Z,"CN=www.brighamandwomens.org, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",www.brighamandwomens.org,President and Fellows of Harvard College,brighamandwomens.org,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,e49e64fe264b91456361830efb5ec879,e22b31794f7c4b306e3be5b7c1d7daa89bf9670350190e112bbd415536c4f5d4,ctls,www.brighamandwomens.org,80,http://regepi.bwh.harvard.edu:80,http,text/html,GET,155.52.219.172,/,-1644383960,155.52.219.172,YouTube,796,False,,,,Microsoft-IIS/8.5,,https://www.brighamandwomens.org/research/departments/channing-division-of-network-medicine/overview,,,,,
registrar.fas.harvard.edu,FAS Registrar's Office,200,151032,AS20940,AKAMAI-ASN1,NL,184.24.0.0/13,registrar.fas.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-06T19:15:06Z,2023-08-04T19:15:05Z,CN=*.fas.harvard.edu,*.fas.harvard.edu,,*.fas.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,07345cff98264f83eb06c7d6b21daa97,9ec98474ccb607a80bb11533a19dace651534769130d0e2887c3581903a0c563,ctls,registrar.fas.harvard.edu,443,https://registrar.fas.harvard.edu:443,https,text/html,GET,184.25.51.25,/,-1775764721,184.25.51.66,Red Hat Gluster,5175,False,,,,,True,,,,,,
registrar.gse.harvard.edu,Registrar,200,36246,AS20940,AKAMAI-ASN1,NL,23.8.0.0/13,registrar.gse.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-06T17:40:38Z,2023-08-04T17:40:37Z,CN=*.gse.harvard.edu,*.gse.harvard.edu,,*.gse.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f1c703d66960bc6c5239152ad9164792,ac230c4fe86d082d1eb18b1cd3febd843676e3d6b668408a8f54747d800e2fef,ctls,registrar.gse.harvard.edu,443,https://registrar.gse.harvard.edu:443,https,text/html,GET,23.2.13.25,/,-1058138592,23.2.13.57,Red Hat Gluster,306,False,,,,,True,,,,,,
registry.env-01gwwbj132ybe4dzztv5sk1txg.h2.hmdc.harvard.edu,403 Forbidden,403,548,AS1742,HARVARD-UNIV,US,199.94.60.0/22,registry.env-01gwwbj132ybe4dzztv5sk1txg.h2.hmdc.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T22:23:12Z,2023-07-03T22:23:11Z,CN=registry.env-01gwwbj132ybe4dzztv5sk1txg.h2.hmdc.harvard.edu,registry.env-01gwwbj132ybe4dzztv5sk1txg.h2.hmdc.harvard.edu,,registry.env-01gwwbj132ybe4dzztv5sk1txg.h2.hmdc.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,167c4745f5585c6cf4170492b4bfa45c,1b2f9cb7d90cdadbba46f48df79a03c63998fe326a698637ec716e5f245eaaa6,ctls,registry.env-01gwwbj132ybe4dzztv5sk1txg.h2.hmdc.harvard.edu,443,https://registry.env-01gwwbj132ybe4dzztv5sk1txg.h2.hmdc.harvard.edu:443,https,text/html,GET,199.94.60.175,/,566218143,199.94.60.175,Nginx,14,False,,,,nginx,,,,,,,
repo.cloudservices.huit.harvard.edu,403 Forbidden,403,146,AS14618,AMAZON-AES,US,54.88.0.0/14,repo.cloudservices.huit.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-15T00:00:00Z,2024-02-15T23:59:59Z,CN=*.jfrog.io,*.jfrog.io,,*.pe.jfrog.io,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",6f91a315447d3669d12b323cea9e413d,f5306e34b91258856572869e552ee4268fff069572e4dc8a16e56202247a761b,ctls,repo.cloudservices.huit.harvard.edu,443,https://repo.cloudservices.huit.harvard.edu:443,https,text/html,GET,54.87.56.197,/,-1561873722,34.200.51.3,,8,False,,,,,True,,,True,,,
report.hsci.harvard.edu,Harvard Stem Cell Institute – 2021 Annual Report,200,55086,AS14618,AMAZON-AES,US,52.200.0.0/13,report.hsci.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-19T09:57:19Z,2023-07-18T09:57:18Z,CN=report.hsci.harvard.edu,report.hsci.harvard.edu,,www.transitionmagazine.fas.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d6986995edae7699dddcb7a3dd45bacb,bf595643981792d6223d6678d03333eaf1c863dfb94a73761719c3e59f12891b,ctls,report.hsci.harvard.edu,443,https://report.hsci.harvard.edu:443,https,text/html,GET,52.202.246.166,/,1114301902,3.215.150.64,WordPress,511,False,,,,openresty,,,,,,,
report.onlinelearning.hms.harvard.edu,HMX | Partner Report,200,72610,AS16509,AMAZON-02,US,52.222.236.0/23,report.onlinelearning.hms.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-12T00:00:00Z,2023-11-10T23:59:59Z,CN=*.report.onlinelearning.hms.harvard.edu,*.report.onlinelearning.hms.harvard.edu,,report.onlinelearning.hms.harvard.edu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8b71d2ba21ee244b6a7dd290c3ded081,1713a5e5a393fbec82da7d419399d475cb24a63af762e7951ca09811d92b03fc,ctls,report.onlinelearning.hms.harvard.edu,443,https://report.onlinelearning.hms.harvard.edu:443,https,text/html,GET,52.222.236.28,/,1065562114,2600:9000:223e:a800:f:615e:4280:93a1,Amazon Web Services,1,False,,cloudfront,True,AmazonS3,True,,,,,,
report2017.hsci.harvard.edu,,404,2963,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.120.0.0/14,report2017.hsci.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-18T07:09:31Z,2023-06-16T07:09:30Z,CN=report2017.hsci.harvard.edu,report2017.hsci.harvard.edu,,www.report2017.hsci.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,50c941c8e9891b0690843c1eb67146c2,2aa95decfae50ba2f7a06f9a5e6cccdc626ef99a7e296862e4f778030ddb6fe2,ctls,report2017.hsci.harvard.edu,443,https://report2017.hsci.harvard.edu:443,https,text/html,GET,34.117.168.233,/,1010985170,34.117.168.233,Wix,63,False,,google,True,Pepyaka/1.19.10,,,,,,,
reports-dev.rmf.harvard.edu,,403,16,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,reports-dev.rmf.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",rmf.harvard.edu,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",8b754f2288b2df3b5a9ecb556de24fb5,b9fe76fdc54f5bb72b0b94ad2524415b5ae86a1aa05d5983fd2c61ffe9469314,ctls,reports-dev.rmf.harvard.edu,443,https://reports-dev.rmf.harvard.edu:443,https,text/plain,GET,104.18.97.81,/,-687065775,104.18.98.81,Cloudflare,1,False,,cloudflare,True,cloudflare,True,,,,,,
reports-qa.rmf.harvard.edu,,403,16,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,reports-qa.rmf.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",rmf.harvard.edu,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",8b754f2288b2df3b5a9ecb556de24fb5,b9fe76fdc54f5bb72b0b94ad2524415b5ae86a1aa05d5983fd2c61ffe9469314,ctls,reports-qa.rmf.harvard.edu,443,https://reports-qa.rmf.harvard.edu:443,https,text/plain,GET,104.18.98.81,/,-687065775,104.18.97.81,Cloudflare,1,False,,cloudflare,True,cloudflare,True,,,,,,
reproendo.mgh.harvard.edu,,503,107,AS40831,PHS,US,170.223.0.0/16,reproendo.mgh.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-03-04T00:00:00Z,2023-03-04T23:59:59Z,"CN=acttest2.partners.org, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",acttest2.partners.org,President and Fellows of Harvard College,acttest2.partners.org,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,5e54c31e9fc1ff851a9fb7e41c27ab41,1672209a903d06468cc55609457447c4bc0429c7b8ce2056406dae2f32c6d3d1,ctls,reproendo.mgh.harvard.edu,443,https://reproendo.mgh.harvard.edu:443,https,text/html,GET,170.223.191.141,/,-1654418437,170.223.191.141,,4,False,True,,,,,,,True,,,
research.bidmc.harvard.edu,Research & Academic Affairs at BIDMC,200,23457,AS40127,LMANET,US,134.174.0.0/16,research.bidmc.harvard.edu,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2023-05-01T00:00:00Z,2024-04-30T23:59:59Z,"CN=*.bidmc.harvard.edu, O=Beth Israel Lahey Health\, Inc, L=Cambridge, ST=Massachusetts, C=US",*.bidmc.harvard.edu,"Beth Israel Lahey Health, Inc",bidmc.harvard.edu,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,e8be0674ecd0880a61ec26951fc40236,8dc78cb56f667ce8a03f849845a8b22c6b3fdc1c67601fc81f756366e099f775,ctls,research.bidmc.harvard.edu,443,https://research.bidmc.harvard.edu:443,https,text/html,GET,134.174.104.228,/,-23454187,134.174.104.228,HSTS,316,False,,,,ResearchSite,True,,translate.googleapis.com,,,,
research.fas.harvard.edu,FAS Research Administration Services,200,47948,AS20940,AKAMAI-ASN1,NL,23.8.0.0/13,research.fas.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-06T19:15:06Z,2023-08-04T19:15:05Z,CN=*.fas.harvard.edu,*.fas.harvard.edu,,*.fas.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,07345cff98264f83eb06c7d6b21daa97,9ec98474ccb607a80bb11533a19dace651534769130d0e2887c3581903a0c563,ctls,research.fas.harvard.edu,443,https://research.fas.harvard.edu:443,https,text/html,GET,23.2.13.57,/,-640699202,23.2.13.25,Red Hat Gluster,345,False,,,,,True,,,,,,
research.harvard.edu,Office of the Vice Provost for Research,200,106430,AS14618,AMAZON-AES,US,3.218.182.0/24,research.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-10T09:26:40Z,2023-07-09T09:26:39Z,CN=bulletin.hds.harvard.edu,bulletin.hds.harvard.edu,,www.websites.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,dc8ce0699f477f9e73fb85d07401c9fc,84a83fd40d6cbf914e57f32bf7d0d8389531cc2cbd227a5530552d8bd03fc4d3,ctls,research.harvard.edu,443,https://research.harvard.edu:443,https,text/html,GET,3.215.150.64,/,1114301902,52.202.246.166,WordPress,990,False,,,,openresty,,,,,,,
research.mgh.harvard.edu,MGH Molecular Biology - Genetics Webserver,200,460,AS40831,PHS,US,132.183.0.0/16,research.mgh.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-25T07:18:19Z,2023-06-23T07:18:18Z,CN=genetics.mgh.harvard.edu,genetics.mgh.harvard.edu,,pa14.mgh.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4dd4a4a45f7bc812b1c84ddfd66e4128,4b26db526fb7267b4a2b6ebd71ae558ff2fc926e8639219752ef2a2a3e4fadea,ctls,research.mgh.harvard.edu,443,https://research.mgh.harvard.edu:443,https,text/html,GET,132.183.161.21,/,-1840324437,132.183.161.21,Apache,20,False,,,,Apache,,,,True,,,
