new,host,a,soa,has_internal_ips,internal_ips,status_code,cname,ns,cdn,cdn-name,mx,txt,caa,aaaa
[x],apj.fas.harvard.edu,38.102.33.124,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],apo.fas.harvard.edu,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],apollo.cfa.harvard.edu,131.142.192.78,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],apollo.dfci.harvard.edu,155.52.207.141,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],apollo.harvard.edu,128.103.92.102,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],apollo.mgh.harvard.edu,132.183.138.205,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],apollo36.cadm.harvard.edu,128.103.69.36,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],apophis.cfa.harvard.edu,131.142.12.145,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],app-prod-02.implicit.harvard.edu,10.137.109.223,"ns-948.awsdns-54.net, awsdns-hostmaster.amazon.com",True,10.137.109.223,NOERROR,implicit-app02.fas.cloud.huit.harvard.edu,,,,,,,
[x],app-prod-03.implicit.harvard.edu,"52.20.19.24, 54.167.172.180, 34.198.112.121","ns-790.awsdns-34.net, awsdns-hostmaster.amazon.com",,,NOERROR,,"ns-1394.awsdns-46.org, ns-152.awsdns-19.com, ns-1781.awsdns-30.co.uk, ns-790.awsdns-34.net",,,,,,
[x],appdev.fphs2.harvard.edu,,"edns1.med.harvard.edu, netops.hms.harvard.edu",,,NOERROR,,,,,,,,
[x],apple.harvard.edu,128.103.136.97,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],application.exclerk.hms.harvard.edu,134.174.149.39,,,,NOERROR,,,,,,,,
[x],application.med.harvard.edu,134.174.145.216,"edns2.med.harvard.edu, netops.hms.harvard.edu",,,NOERROR,nlbsp.med.harvard.edu,,,,,,,
[x],apply.college.harvard.edu,34.198.122.35,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",,,NOERROR,cluster2.technolutions.net,,,,,,letsencrypt.org,
[x],apply.graduateprogram.law.harvard.edu,34.198.122.35,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",,,NOERROR,cluster2.technolutions.net,,,,,,letsencrypt.org,
[x],apply.gsas.harvard.edu,34.198.122.35,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",,,NOERROR,cluster.technolutions.net,,,,,google-site-verification=afsuE56DWfJTxJl5HJOlMlo0EuzSLoi1aZFMBAxaKys,letsencrypt.org,
[x],apply.hds.harvard.edu,34.198.122.35,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",,,NOERROR,cluster.technolutions.net,,,,,,,
[x],apply.undiagnosed.hms.harvard.edu,104.196.205.195,"ns-1796.awsdns-32.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,undiagnosed.hms.harvard.edu,,True,google,,,,
[x],apprentice.mgh.harvard.edu,132.183.121.105,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],apps.campusservices.harvard.edu,"34.204.143.90, 18.205.8.154","ns-1181.awsdns-19.org, awsdns-hostmaster.amazon.com",,,NOERROR,timeout-lb-pub-prod.prod.campusservices.cloud.huit.harvard.edu,,,,,,,
[x],apps.cns.fas.harvard.edu,140.247.151.9,"iliaddns.rc.fas.harvard.edu, rchelp.fas.harvard.edu",,,NOERROR,cns1.rc.fas.harvard.edu,,,,,,,
[x],apps.harvard.edu,128.103.60.62,,,,NOERROR,,,,,,,,
[x],apps.hks.harvard.edu,20.75.233.59,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],apps.hms.harvard.edu,45.60.77.9,"ns1.impervadns.net, hostmaster.incapsula.com",,,NOERROR,rpbo2p6.impervadns.net,,True,incapsula,,,,
[x],apps.huit.harvard.edu,,"ns-47.awsdns-05.com, awsdns-hostmaster.amazon.com",,,NOERROR,,"ns-47.awsdns-05.com, ns-1008.awsdns-62.net, ns-1209.awsdns-23.org, ns-1709.awsdns-21.co.uk",,,,,,
[x],apps.sph.harvard.edu,134.174.190.174,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],apps.vpal-edx.huit.harvard.edu,174.138.119.128,"ns1.gandi.net, hostmaster.gandi.net",,,NOERROR,"harvard-huit-vpal.opencraft.hosting, prod.do.opencraft.hosting",,,,,,,
[x],apps2.registrar.fas.harvard.edu,"3.224.4.226, 34.227.127.190, 52.71.183.60","ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",,,NOERROR,fas-redirect-lb-pub-prod.ats.cloud.huit.harvard.edu,,,,,,,
[x],appserver.sph.harvard.edu,134.174.190.173,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],appstest2.campusservices.harvard.edu,"52.3.197.57, 23.22.249.108","ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",,,NOERROR,fudge-lb-public-test.test.campusservices.cloud.huit.harvard.edu,,,,,,,
[x],appxtender.harvard.edu,192.34.73.77,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],appxtender.stage.harvard.edu,192.34.73.74,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],appxtender.test.harvard.edu,158.51.250.212,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],arc.fas.harvard.edu,"184.25.50.187, 184.25.50.144","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,"projects.iq.harvard.edu, edge.projects.iq.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net",,,,,,,
[x],arcem.dfci.harvard.edu,155.52.207.138,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],archer.cfa.harvard.edu,131.142.41.11,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],archimedes.mgh.harvard.edu,132.183.14.99,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],archive.cfa.harvard.edu,131.142.21.12,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,www2.cfa.harvard.edu,,,,,,,
[x],archive.dce.harvard.edu,140.247.198.100,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],archive.sph.harvard.edu,"99.86.91.78, 99.86.91.90, 99.86.91.82, 99.86.91.106",,,,NOERROR,d3n2x1hnvpbxnv.cloudfront.net,,True,cloudfront,,,,
[x],archives.harvard.edu,23.185.0.4,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,"2620:12a:8001::4, 2620:12a:8000::4"
[x],arcscheduler.test.fas.harvard.edu,"50.19.28.40, 54.164.91.111, 54.84.60.57","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,"arcscheduler-container.test.ats.cloud.huit.harvard.edu, student-services-test-def-alb-318105322.us-east-1.elb.amazonaws.com",,,,,,,
[x],arep.med.harvard.edu,134.174.159.103,"edns2.med.harvard.edu, netops.hms.harvard.edu",,,NOERROR,dmzlb-vip.rc.hms.harvard.edu,,,,,,,
[x],ares.harvard.edu,128.103.92.111,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],arftopaz.bidmc.harvard.edu,134.174.120.118,"ns1-external.caregroup.org, networkservices.caregroup.harvard.edu",,,NOERROR,,,,,,,,
[x],aries.cfa.harvard.edu,131.142.8.158,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],aries.harvard.edu,"95.100.111.154, 95.100.111.122","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,"edge.projects.iq.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net",,,,,,,
[x],arnarb.harvard.edu,128.103.155.22,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],arp.cfa.harvard.edu,131.142.190.70,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],arportal.huit.harvard.edu,"34.206.190.163, 23.20.198.14","ns-1248.awsdns-28.org, awsdns-hostmaster.amazon.com",,,NOERROR,"finprod.huit.harvard.edu, finapps.finapps.cloud.huit.harvard.edu",,,,,,,
[x],arrow.harvard.edu,140.247.210.140,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,arrow.fas.harvard.edu,,,,kuznets.fas.harvard.edu,,,
[x],arsenal.cfa.harvard.edu,131.142.52.85,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],arsenic.physics.harvard.edu,69.164.210.119,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,web.physics.harvard.edu,,,,,,,
[x],arstaff.lib.harvard.edu,"34.236.98.220, 34.224.125.40, 52.73.147.231","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,aspace-staff-prod-1601134503.us-east-1.elb.amazonaws.com,,,,,,,
[x],art.hms.harvard.edu,134.174.153.11,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,production.servers.devshop.hms.harvard.edu,,,,,,,
[x],art.production.devshop.hms.harvard.edu,134.174.153.11,"edns1.med.harvard.edu, netops.hms.harvard.edu",,,NOERROR,,,,,,,,
[x],arthur.harvard.edu,140.247.195.223,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,geophysics.harvard.edu,"a1-171.akam.net, a6-66.akam.net, a7-65.akam.net, a10-66.akam.net, a11-67.akam.net, a16-64.akam.net",,,"ext2-10wa.noc.harvard.edu, ext1-60ox.noc.harvard.edu",,,
[x],artifactory.gmas.harvard.edu,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],artifactory.huit.harvard.edu,"34.200.51.3, 52.5.123.97, 34.200.47.23, 52.55.158.89, 54.196.22.219, 54.209.203.43, 107.20.244.241, 34.200.59.30","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,"artifactory-huit-harvard-edu.customers.jfrog.net, endpointdns-prod-2-use1-lb.jfrog.io, a730a7a4f324d4c569f6ee42bbb07626-2037148396.us-east-1.elb.amazonaws.com",,,,,,,
[x],artifactory.lts.harvard.edu,"10.137.165.241, 10.137.166.65, 10.137.166.213, 10.137.167.157, 10.137.167.202, 10.137.165.105","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",True,"10.137.165.241, 10.137.166.65, 10.137.166.213, 10.137.167.157, 10.137.167.202, 10.137.165.105",NOERROR,internal-artifactory-prod-1751290399.us-east-1.elb.amazonaws.com,,,,,,,
[x],aruba.dfci.harvard.edu,155.52.120.35,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],as-app-test.hsl.harvard.edu,128.103.138.78,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],as.harvard.edu,140.247.232.108,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,"a6-66.akam.net, a16-64.akam.net, a10-66.akam.net, a1-171.akam.net, a11-67.akam.net, a7-65.akam.net",,,"aspmx.l.google.com, alt1.aspmx.l.google.com, aspmx2.googlemail.com, alt2.aspmx.l.google.com, aspmx3.googlemail.com",,,
[x],asc.cfa.harvard.edu,131.142.198.51,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,cxc.cfa.harvard.edu,,,,,,,
[x],asc.harvard.edu,131.142.198.51,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,"asc.cfa.harvard.edu, cxc.cfa.harvard.edu",,,,,,,
[x],ash.harvard.edu,"34.198.162.68, 23.211.133.66, 23.61.199.65, 193.108.91.171, 96.7.50.66, 84.53.139.67, 23.211.132.64","a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,"a7-65.akam.net, a1-171.akam.net, a10-66.akam.net, a11-67.akam.net, a16-64.akam.net, a6-66.akam.net",,,mail.ash.harvard.edu,"google-site-verification=x0LF6CjZmFfhKhqbhKNXTtiL8TG7ycFnbRu1eqzySqA, fastly-domain-delegation-zEHjAODpl8kuRVL18gmI-10162020",,"2600:1401:1::42, 2600:1406:1b::40"
[x],asiacenter.harvard.edu,23.185.0.4,"ns-644.awsdns-16.net, awsdns-hostmaster.amazon.com",,,NOERROR,"live-harvard-university-asia-center-huac.pantheonsite.io, fe4.edge.pantheon.io",,,,,,,"2620:12a:8001::4, 2620:12a:8000::4"
[x],asip.fas.harvard.edu,"54.225.225.215, 54.210.95.77, 34.192.71.82","ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",,,NOERROR,ords-adm-new-lb-pub-prod.ats.cloud.huit.harvard.edu,,,,,,,
[x],ask.cloud.huit.harvard.edu,"2.19.120.144, 2.19.120.138","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,"cloud.huit.harvard.edu, edge.hwpi.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net",,,,,,,
[x],ask.library.harvard.edu,"52.55.227.221, 52.44.155.197, 52.5.154.105, 52.2.126.83","ns-1830.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,"secure-us.libanswers.com, region-us.libanswers.com",,,,"mxa.mailgun.org, mxb.mailgun.org",,,
[x],ask2mekb.dfci.harvard.edu,155.52.218.87,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],asklib.gsd.harvard.edu,"52.55.227.221, 52.44.155.197, 52.5.154.105, 52.2.126.83","ns-1830.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,"secure-us.libanswers.com, region-us.libanswers.com","ns-140.awsdns-17.com, ns-1474.awsdns-56.org, ns-1830.awsdns-36.co.uk, ns-591.awsdns-09.net",,,,,,
[x],asklib.gse.harvard.edu,"52.55.227.221, 52.2.126.83, 52.44.155.197, 52.5.154.105","ns-1830.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,"secure-us.libanswers.com, region-us.libanswers.com",,,,,,,
[x],asklib.hds.harvard.edu,"52.2.126.83, 52.5.154.105, 52.44.155.197, 52.55.227.221","ns-1830.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,"secure-us.libanswers.com, region-us.libanswers.com",,,,"mxa.mailgun.org, mxb.mailgun.org",,"sectigo.com, digicert.com, entrust.net, godaddy.com, letsencrypt.org",
[x],asklib.hks.harvard.edu,"52.5.154.105, 52.55.227.221, 52.2.126.83, 52.44.155.197","ns-1830.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,v2.libanswers.com,,,,"mxa.mailgun.org, mxb.mailgun.org",,"digicert.com, entrust.net, godaddy.com, letsencrypt.org, sectigo.com",
[x],asklib.hms.harvard.edu,"52.44.155.197, 52.2.126.83, 52.5.154.105, 52.55.227.221","ns-1830.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,"secure-us.libanswers.com, region-us.libanswers.com",,,,"mxa.mailgun.org, mxb.mailgun.org",,"entrust.net, letsencrypt.org, sectigo.com, digicert.com, godaddy.com",
[x],aspaceapi.lib.harvard.edu,"34.225.157.112, 54.164.227.161, 18.232.46.198","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,aspace-api-prod-547382762.us-east-1.elb.amazonaws.com,,,,,,,
[x],aspect.harvard.edu,134.174.81.112,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,bwnuc2.bwh.harvard.edu,,,,,,,
[x],aspera.med.harvard.edu,134.174.150.125,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,,,,,,
[x],asperin.dev.fas.harvard.edu,140.247.34.38,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,departments.dev.fas.harvard.edu,,,,,,,
[x],asperin.test.fas.harvard.edu,,"ns-2029.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,asperin.test.ats.cloud.huit.harvard.edu,,,,,,,
[x],aspire.harvard.edu,"54.156.42.13, 107.21.45.95","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,hwp-redirect-lb-2143379933.us-east-1.elb.amazonaws.com,,,,,,,
[x],aspuru.chem.harvard.edu,"34.227.127.190, 52.71.183.60, 3.224.4.226","ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",,,NOERROR,fas-redirect-lb-pub-prod.ats.cloud.huit.harvard.edu,,,,,,,
[x],assetbank.arboretum.harvard.edu,3.209.46.134,"ns-1669.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,"aahu.assetbank-server.com, green-rhea.bright-server.net",,,,,,,
[x],assets.fas.harvard.edu,140.247.232.61,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],assets.health.harvard.edu,"18.160.41.83, 18.160.41.113, 18.160.41.120, 18.160.41.46, 205.251.192.58, 205.251.194.241, 205.251.197.105, 205.251.199.215","ns-753.awsdns-30.net, awsdns-hostmaster.amazon.com",,,NOERROR,d2ebzu6go672f3.cloudfront.net,"ns-58.awsdns-07.com, ns-1385.awsdns-45.org, ns-753.awsdns-30.net, ns-2007.awsdns-58.co.uk",True,cloudfront,,,,
[x],assets.hks.harvard.edu,128.103.193.12,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],assets.hms.harvard.edu,50.16.201.234,"ns71.domaincontrol.com, dns.jomax.net",,,NOERROR,harvardmedicalschool.ezofficeinventory.com,,,,,,,
[x],atg.fas.harvard.edu,"23.48.23.163, 23.48.23.194","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,"edge.hwpi.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net",,,,,,,
[x],athena.mgh.harvard.edu,132.183.104.205,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],athletics.fas.harvard.edu,"3.224.4.226, 34.227.127.190, 52.71.183.60",,,,NOERROR,"ws.registrar.fas.harvard.edu, fas-redirect-lb-pub-prod.ats.cloud.huit.harvard.edu",,,,,,,
[x],athletics.harvard.edu,"52.207.196.123, 3.95.109.187, 3.221.66.246",,,,NOERROR,"www.athletics.harvard.edu, athletics-lb-pub-prod.ats.cloud.huit.harvard.edu",,,,,,,
[x],athletics.stage.ats.cloud.huit.harvard.edu,"34.200.44.219, 54.156.190.137, 34.195.47.139","ns-1526.awsdns-62.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
[x],atl.fas.harvard.edu,"18.214.150.10, 18.204.110.133, 34.203.25.198","ns-948.awsdns-54.net, awsdns-hostmaster.amazon.com",,,NOERROR,"imsweb.fas.harvard.edu, essweb.fas.harvard.edu, esshost-prod.fas.cloud.huit.harvard.edu",,,,,,,
[x],atlas-node.itatti.harvard.edu,52.49.182.224,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],atlas.dfci.harvard.edu,155.52.48.83,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],atlas.fas.harvard.edu,140.247.52.161,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],atlas.med.harvard.edu,134.174.160.243,"edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,,,,,,,,
[x],atlasgw01.nese.rc.fas.harvard.edu,140.247.236.9,"rgw01.nese.rc.fas.harvard.edu, help.nese.rc.fas.harvard.edu",,,NOERROR,,,,,,,,
[x],atlasgw02.nese.rc.fas.harvard.edu,"140.247.236.10, 140.247.236.6, 140.247.236.7","rgw01.nese.rc.fas.harvard.edu, help.nese.rc.fas.harvard.edu",,,NOERROR,,"rgw01.nese.rc.fas.harvard.edu, rgw02.nese.rc.fas.harvard.edu",,,,,,
[x],aurora.auto.fas.harvard.edu,"54.174.200.236, 52.7.115.66","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,aurora-auto-app-pub-1753587883.us-east-1.elb.amazonaws.com,,,,,,,
[x],aurora.cfa.harvard.edu,131.142.156.83,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],aurora.fas.harvard.edu,"3.227.120.194, 54.145.205.56","ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",,,NOERROR,aurora-lb-pub-prod.ats.cloud.huit.harvard.edu,,,,,,,
[x],aurora.stage.ats.cloud.huit.harvard.edu,"54.175.10.51, 34.194.87.180","ns-1526.awsdns-62.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
[x],aurorareporting.fas.harvard.edu,"34.192.71.82, 54.225.225.215, 54.210.95.77","ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",,,NOERROR,ords-adm-new-lb-pub-prod.ats.cloud.huit.harvard.edu,,,,,,,
[x],aurorareporting.stage.fas.harvard.edu,"54.90.7.208, 52.207.43.249, 100.24.225.170","ns-1526.awsdns-62.org, awsdns-hostmaster.amazon.com",,,NOERROR,ords-adm-new-lb-pub-stage.stage.ats.cloud.huit.harvard.edu,,,,,,,
[x],auth.childrens.harvard.edu,134.174.13.43,"ns1.egslb.childrens.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",,,NOERROR,auth.egslb.childrens.harvard.edu,,,,,,,
[x],auth.dev.ats.cloud.huit.harvard.edu,"10.138.35.38, 10.138.34.63","ns-529.awsdns-02.net, awsdns-hostmaster.amazon.com",True,"10.138.35.38, 10.138.34.63",NOERROR,,,,,,,,
[x],auth.iam.harvard.edu,"44.205.28.29, 3.220.94.22, 3.89.175.126","ns-1243.awsdns-27.org, awsdns-hostmaster.amazon.com",,,NOERROR,"apexpoi.iam.harvard.edu, apexpoi-public-prod.iam.harvard.edu",,,,,,,
[x],auth.med.harvard.edu,"134.174.140.168, 134.174.140.177","edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,,,,,,,,
[x],auth.stage.ats.cloud.huit.harvard.edu,"10.137.50.200, 10.137.51.56","ns-1526.awsdns-62.org, awsdns-hostmaster.amazon.com",True,"10.137.50.200, 10.137.51.56",NOERROR,,,,,,,,
[x],auth.test.ats.cloud.huit.harvard.edu,"10.138.35.15, 10.138.34.102","ns-2029.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",True,"10.138.35.15, 10.138.34.102",NOERROR,,,,,,,,
[x],authenticate.med.harvard.edu,,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,,,,,,
[x],authentication.dbmi.hms.harvard.edu,"44.209.229.219, 54.165.135.125",,,,NOERROR,"authentication.aws.dbmi.hms.harvard.edu, dbmisvc-prod-cluster-alb-1286656713.us-east-1.elb.amazonaws.com",,,,,,,
[x],authenticator.ats.fas.harvard.edu,"54.175.114.155, 3.82.86.188","ns-2018.awsdns-60.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
[x],authenticator.dev.ats.fas.harvard.edu,"10.138.146.180, 10.138.147.105","ns-392.awsdns-49.com, awsdns-hostmaster.amazon.com",True,"10.138.146.180, 10.138.147.105",NOERROR,,,,,,,,
[x],authenticator.stage.ats.fas.harvard.edu,"10.137.146.185, 10.137.147.79","ns-2018.awsdns-60.co.uk, awsdns-hostmaster.amazon.com",True,"10.137.146.185, 10.137.147.79",NOERROR,,,,,,,,
[x],authenticator.test.ats.fas.harvard.edu,"10.138.146.161, 10.138.147.82","ns-1329.awsdns-38.org, awsdns-hostmaster.amazon.com",True,"10.138.146.161, 10.138.147.82",NOERROR,,,,,,,,
[x],author.uat.lxp.huit.harvard.edu,"34.227.122.53, 54.204.23.187","ns-1166.awsdns-17.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
[x],authorization.dbmi.hms.harvard.edu,"44.209.229.219, 54.165.135.125","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,"authorization.aws.dbmi.hms.harvard.edu, dbmisvc-prod-cluster-alb-1286656713.us-east-1.elb.amazonaws.com",,,,,,,
[x],authtest.childrens.harvard.edu,134.174.20.39,"ns1.egslb.childrens.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",,,NOERROR,authtest.egslb.childrens.harvard.edu,,,,,,,
[x],authz.fas.harvard.edu,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],authzproxy-prime.iam.harvard.edu,"54.82.171.113, 54.205.160.169","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,"authzproxy-blue.iam.harvard.edu, authzprox-frontend-148wie090ntrg-1735179486.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,
[x],authzproxy.iam.harvard.edu,"54.82.171.113, 54.205.160.169","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,"authzproxy-blue.iam.harvard.edu, authzprox-frontend-148wie090ntrg-1735179486.us-east-1.elb.amazonaws.com",,,,,,,
[x],autodiscover.bidmc.harvard.edu,"52.98.202.72, 52.97.215.104, 52.98.159.248, 52.97.153.136, 52.98.206.200, 52.98.159.232, 52.97.153.152, 52.97.213.168","ns1-ms-acdc.office.com, hostmaster.microsoft.com",,,NOERROR,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,,,,"2603:1026:c0d:2a::8, 2603:1026:c0d:76::8, 2603:1026:c0d:20::8"
[x],autodiscover.biohp.harvard.edu,"52.98.175.8, 52.98.171.232, 52.98.243.56, 52.98.243.8, 52.98.171.248, 52.98.243.40, 52.98.242.248, 52.98.152.248","ns1-ms-acdc.office.com, hostmaster.microsoft.com, ns1-34.azure-dns.com, azuredns-hostmaster.microsoft.com",,,NOERROR,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,,,,"2603:1026:c0d:82a::8, 2603:1026:c0d:c07::8, 2603:1026:c0d:802::8, 2603:1026:c0d:82e::8, 2603:1026:c0d:c1f::8, 2603:1026:c0d:c1d::8, 2603:1026:c0d:82d::8, 2603:1026:c0d:807::8"
[x],autodiscover.biosun.harvard.edu,"52.98.171.232, 52.98.175.8, 40.99.150.120, 40.99.150.24","ns1-ms-acdc.office.com, hostmaster.microsoft.com",,,NOERROR,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,,,,"2603:1026:c0d:20::8, 2603:1026:c0d:72::8, 2603:1026:c0d:75::8, 2603:1026:c0d:74::8, 2603:1026:c0d:70::8, 2603:1026:c0d:6a::8, 2603:1026:c0d:76::8, 2603:1026:c0d:6b::8"
[x],autodiscover.caregroup.harvard.edu,"52.97.201.88, 40.101.19.152, 40.101.19.168, 40.99.204.216","ns1-ms-acdc.office.com, hostmaster.microsoft.com",,,NOERROR,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,,,,"2603:1026:c03:707f::8, 2603:1026:207:18b::8, 2603:1026:c03:7065::8, 2603:1026:c03:7068::8"
[x],autodiscover.ccb.harvard.edu,"40.99.149.152, 52.97.189.72, 40.99.157.24",,,,NOERROR,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,,,,
[x],autodiscover.cfa.harvard.edu,131.142.104.50,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,occwebmail.cfa.harvard.edu,,,,,,,
