new,host,a,mx,soa,ns,txt,caa,status_code,cname,has_internal_ips,internal_ips,aaaa,cdn,cdn-name
,oauth-marketplace-dev.elo.com.br,"108.157.229.6, 108.157.229.22, 108.157.229.27, 108.157.229.66",,"ns-1602.awsdns-08.co.uk, awsdns-hostmaster.amazon.com","ns-322.awsdns-40.com, ns-706.awsdns-24.net, ns-1129.awsdns-13.org, ns-1602.awsdns-08.co.uk",,,NOERROR,d3rvokfiljppqh.cloudfront.net,,,"2600:9000:2395:ae00:7:5065:6240:93a1, 2600:9000:2395:1a00:7:5065:6240:93a1, 2600:9000:2395:0:7:5065:6240:93a1, 2600:9000:2395:fe00:7:5065:6240:93a1, 2600:9000:2395:b600:7:5065:6240:93a1, 2600:9000:2395:3c00:7:5065:6240:93a1, 2600:9000:2395:600:7:5065:6240:93a1, 2600:9000:2395:8a00:7:5065:6240:93a1",True,cloudfront
,oauth-marketplace-hml.elo.com.br,"13.32.208.90, 13.32.208.60, 13.32.208.19, 13.32.208.66, 205.251.192.213, 205.251.195.156, 205.251.196.234, 205.251.199.50",,"ns-1258.awsdns-29.org, awsdns-hostmaster.amazon.com","ns-213.awsdns-26.com, ns-1842.awsdns-38.co.uk, ns-1258.awsdns-29.org, ns-924.awsdns-51.net",,,NOERROR,d3qhcfv0p3mf7o.cloudfront.net,,,"2600:9000:2015:1400:18:5be7:6100:93a1, 2600:9000:2015:dc00:18:5be7:6100:93a1, 2600:9000:2015:e800:18:5be7:6100:93a1, 2600:9000:2015:aa00:18:5be7:6100:93a1, 2600:9000:2015:8600:18:5be7:6100:93a1, 2600:9000:2015:1800:18:5be7:6100:93a1, 2600:9000:2015:9000:18:5be7:6100:93a1, 2600:9000:2015:600:18:5be7:6100:93a1",True,cloudfront
,oauth-marketplace.elo.com.br,"108.138.7.2, 108.138.7.53, 108.138.7.60, 108.138.7.115",,"ns-1720.awsdns-23.co.uk, awsdns-hostmaster.amazon.com","ns-496.awsdns-62.com, ns-855.awsdns-42.net, ns-1432.awsdns-51.org, ns-1720.awsdns-23.co.uk",,,NOERROR,d2q0fw6dd28u6f.cloudfront.net,,,"2600:9000:2490:2600:6:2e4c:31c0:93a1, 2600:9000:2490:2c00:6:2e4c:31c0:93a1, 2600:9000:2490:7000:6:2e4c:31c0:93a1, 2600:9000:2490:8a00:6:2e4c:31c0:93a1, 2600:9000:2490:8e00:6:2e4c:31c0:93a1, 2600:9000:2490:aa00:6:2e4c:31c0:93a1, 2600:9000:2490:d200:6:2e4c:31c0:93a1, 2600:9000:2490:e200:6:2e4c:31c0:93a1",True,cloudfront
,oauth-qa.elo.com.br,169.254.0.2,,"ns-415.awsdns-51.com, awsdns-hostmaster.amazon.com",,,,NOERROR,,True,169.254.0.2,,,
,oauth.elo.com.br,169.254.0.1,,"ns-415.awsdns-51.com, awsdns-hostmaster.amazon.com",,,,NOERROR,,True,169.254.0.1,,,
,origin.elo.com.br,,,"ns-2034.awsdns-62.co.uk, awsdns-hostmaster.amazon.com",,,,NOERROR,k8s-prod-siteelo-33cc6a20ff-1205880040.sa-east-1.elb.amazonaws.com,,,,,
,portal.elo.com.br,"104.18.2.31, 104.18.3.31",,"ns1.cloudflare.net, dns.cloudflare.com",,,,NOERROR,portal.elo.com.br.cdn.cloudflare.net,,,"2606:4700::6812:31f, 2606:4700::6812:21f",True,cloudflare
,portalb2b-dev.elo.com.br,"104.18.2.31, 104.18.3.31",,"ns1.cloudflare.net, dns.cloudflare.com",,,,NOERROR,portalb2b-dev.elo.com.br.cdn.cloudflare.net,,,"2606:4700::6812:21f, 2606:4700::6812:31f",True,cloudflare
,portalb2b-hml.elo.com.br,"104.18.2.31, 104.18.3.31",,"ns1.cloudflare.net, dns.cloudflare.com",,,,NOERROR,portalb2b-hml.elo.com.br.cdn.cloudflare.net,,,"2606:4700::6812:31f, 2606:4700::6812:21f",True,cloudflare
,prd-api-eks.elo.com.br,"54.233.231.236, 54.94.137.229, 54.207.110.226",,"ns-2034.awsdns-62.co.uk, awsdns-hostmaster.amazon.com",,,,NOERROR,7ed22154-prd-prdingress-fbca-1273921745.sa-east-1.elb.amazonaws.com,,,,,
,prd-carteiras-digitais-eks.elo.com.br,"54.233.193.138, 18.228.162.63, 52.67.245.48",,"ns-2034.awsdns-62.co.uk, awsdns-hostmaster.amazon.com",,,,NOERROR,k8s-prd-prdingre-49ecc2c5b6-392557823.sa-east-1.elb.amazonaws.com,,,,,
,prd-emissaolite-eks.elo.com.br,"54.207.146.170, 18.228.83.125, 54.232.221.96",,"ns-2034.awsdns-62.co.uk, awsdns-hostmaster.amazon.com",,,,NOERROR,k8s-prd-prdingre-49ecc2c5b6-1435103516.sa-east-1.elb.amazonaws.com,,,,,
,prd-plataformaflex-lambdas.elo.com.br,"54.233.114.101, 177.71.201.85, 54.232.80.85",,"ns-2034.awsdns-62.co.uk, awsdns-hostmaster.amazon.com",,,,NOERROR,alb-plataformaflex-lambdas-prd-988833772.sa-east-1.elb.amazonaws.com,,,,,
,preview.gtm.elo.com.br,"18.229.185.43, 54.94.233.46, 54.94.104.40",,"ns-2034.awsdns-62.co.uk, awsdns-hostmaster.amazon.com",,,,NOERROR,k8s-prod-siteelo-33cc6a20ff-1205880040.sa-east-1.elb.amazonaws.com,,,,,
,qa.elo.com.br,"10.99.3.26, 10.99.11.218, 10.99.7.218",,"ns-2034.awsdns-62.co.uk, awsdns-hostmaster.amazon.com",,,,NOERROR,internal-k8s-qa-ingressp-946d69c317-72358652.sa-east-1.elb.amazonaws.com,True,"10.99.3.26, 10.99.11.218, 10.99.7.218",,,
,rabbitmq-carteiras-digitais-dev.elo.com.br,"172.19.64.98, 172.19.95.235, 172.19.86.180",,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",,,,NOERROR,internal-k8s-dev-intdevin-e6a3ec8865-1930085994.us-east-2.elb.amazonaws.com,True,"172.19.64.98, 172.19.95.235, 172.19.86.180",,,
,rabbitmq-carteiras-digitais-hml.elo.com.br,"172.19.85.101, 172.19.89.236, 172.19.70.233",,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",,,,NOERROR,internal-k8s-hml-inthmlin-06c2ea747a-1505455189.us-east-2.elb.amazonaws.com,True,"172.19.85.101, 172.19.89.236, 172.19.70.233",,,
,rabbitmq-carteiras-digitais-prd.elo.com.br,"10.98.83.179, 10.98.28.153, 10.98.183.100",,"ns-2034.awsdns-62.co.uk, awsdns-hostmaster.amazon.com",,,,NOERROR,internal-k8s-prd-prdinter-f0ebd6ebd4-689805493.sa-east-1.elb.amazonaws.com,True,"10.98.83.179, 10.98.28.153, 10.98.183.100",,,
,rabbitmq-dev-api.elo.com.br,"172.19.37.87, 172.19.36.26, 172.19.39.170",,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",,,,NOERROR,internal-k8s-dev-intdevin-e6a3ec8865-1019258736.us-east-2.elb.amazonaws.com,True,"172.19.37.87, 172.19.36.26, 172.19.39.170",,,
,rabbitmq-emissaolite-dev.elo.com.br,"172.19.37.206, 172.19.38.114, 172.19.36.121",,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",,,,NOERROR,internal-k8s-dev-intdevin-e6a3ec8865-1336275662.us-east-2.elb.amazonaws.com,True,"172.19.37.206, 172.19.38.114, 172.19.36.121",,,
,rabbitmq-emissaolite-hml.elo.com.br,"172.19.39.91, 172.19.37.45, 172.19.36.161",,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",,,,NOERROR,internal-k8s-hml-inthmlin-06c2ea747a-1106507211.us-east-2.elb.amazonaws.com,True,"172.19.39.91, 172.19.37.45, 172.19.36.161",,,
,rabbitmq-hml-api.elo.com.br,"172.19.92.197, 172.19.84.246, 172.19.77.204",,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",,,,NOERROR,internal-k8s-hml-inthmlin-06c2ea747a-1636574861.us-east-2.elb.amazonaws.com,True,"172.19.92.197, 172.19.84.246, 172.19.77.204",,,
,rabbitmq-linkedoffers-hml.elo.com.br,"172.19.65.27, 172.19.82.225, 172.19.93.166",,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",,,,NOERROR,internal-k8s-hml-inthmlin-06c2ea747a-1036968586.us-east-2.elb.amazonaws.com,True,"172.19.65.27, 172.19.82.225, 172.19.93.166",,,
,rabbitmq-tokenization-dev.elo.com.br,"172.19.81.149, 172.19.91.2, 172.19.66.153",,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",,,,NOERROR,internal-k8s-dev-intdevin-e6a3ec8865-2056713803.us-east-2.elb.amazonaws.com,True,"172.19.81.149, 172.19.91.2, 172.19.66.153",,,
,sapa827pwz9k4vai.elo.com.br,"52.67.140.93, 54.207.71.182",,"ns-2034.awsdns-62.co.uk, awsdns-hostmaster.amazon.com",,,,NOERROR,ec2-nginx-alb-150377011.sa-east-1.elb.amazonaws.com,,,,,
,site-promocoes-dev.elo.com.br,"13.225.78.74, 13.225.78.50, 13.225.78.40, 13.225.78.18",,"ns-491.awsdns-61.com, awsdns-hostmaster.amazon.com","ns-1361.awsdns-42.org, ns-1928.awsdns-49.co.uk, ns-491.awsdns-61.com, ns-629.awsdns-14.net",,,NOERROR,d787o27x49thm.cloudfront.net,,,"2600:9000:21f3:8c00:1:e9a5:6280:93a1, 2600:9000:21f3:cc00:1:e9a5:6280:93a1, 2600:9000:21f3:8a00:1:e9a5:6280:93a1, 2600:9000:21f3:1800:1:e9a5:6280:93a1, 2600:9000:21f3:d200:1:e9a5:6280:93a1, 2600:9000:21f3:f400:1:e9a5:6280:93a1, 2600:9000:21f3:b400:1:e9a5:6280:93a1, 2600:9000:21f3:3000:1:e9a5:6280:93a1",True,cloudfront
,site-promocoes-preview.elo.com.br,"18.66.122.2, 18.66.122.91, 18.66.122.87, 18.66.122.5",,"ns-703.awsdns-23.net, awsdns-hostmaster.amazon.com","ns-1527.awsdns-62.org, ns-1694.awsdns-19.co.uk, ns-19.awsdns-02.com, ns-703.awsdns-23.net",,,NOERROR,d3n2osu7a7j4hq.cloudfront.net,,,"2600:9000:2250:e00:e:9b17:1f80:93a1, 2600:9000:2250:600:e:9b17:1f80:93a1, 2600:9000:2250:9400:e:9b17:1f80:93a1, 2600:9000:2250:8c00:e:9b17:1f80:93a1, 2600:9000:2250:3a00:e:9b17:1f80:93a1, 2600:9000:2250:fa00:e:9b17:1f80:93a1, 2600:9000:2250:d400:e:9b17:1f80:93a1, 2600:9000:2250:1200:e:9b17:1f80:93a1",True,cloudfront
,site-promocoes-prod.elo.com.br,"108.138.51.101, 108.138.51.38, 108.138.51.73, 108.138.51.112, 205.251.193.140",,"ns-1277.awsdns-31.org, awsdns-hostmaster.amazon.com","ns-554.awsdns-05.net, ns-1277.awsdns-31.org, ns-1672.awsdns-17.co.uk, ns-396.awsdns-49.com",,,NOERROR,diuzcn2aqrhal.cloudfront.net,,,"2600:9000:2436:1c00:1e:e18c:9340:93a1, 2600:9000:2436:4400:1e:e18c:9340:93a1, 2600:9000:2436:d600:1e:e18c:9340:93a1, 2600:9000:2436:cc00:1e:e18c:9340:93a1, 2600:9000:2436:c400:1e:e18c:9340:93a1, 2600:9000:2436:400:1e:e18c:9340:93a1, 2600:9000:2436:c200:1e:e18c:9340:93a1, 2600:9000:2436:6600:1e:e18c:9340:93a1",True,cloudfront
,site-promocoes-qa.elo.com.br,"143.204.89.113, 143.204.89.4, 143.204.89.80, 143.204.89.110",,"ns-1351.awsdns-40.org, awsdns-hostmaster.amazon.com","ns-1995.awsdns-57.co.uk, ns-98.awsdns-12.com, ns-1351.awsdns-40.org, ns-591.awsdns-09.net",,,NOERROR,d13idj5hiqir1h.cloudfront.net,,,,True,cloudfront
,sitetobe-preview.elo.com.br,"18.66.112.6, 18.66.112.49, 18.66.112.111, 18.66.112.25",,"ns-1728.awsdns-24.co.uk, awsdns-hostmaster.amazon.com","ns-606.awsdns-11.net, ns-1728.awsdns-24.co.uk, ns-394.awsdns-49.com, ns-1283.awsdns-32.org",,,NOERROR,d2lwxsv6ni2im1.cloudfront.net,,,,True,cloudfront
,sitetobe-qa.elo.com.br,"99.86.4.113, 99.86.4.27, 99.86.4.41, 99.86.4.62",,"ns-19.awsdns-02.com, awsdns-hostmaster.amazon.com","ns-661.awsdns-18.net, ns-1562.awsdns-03.co.uk, ns-1437.awsdns-51.org, ns-19.awsdns-02.com",,,NOERROR,d3om49ftn4p5ol.cloudfront.net,,,,True,cloudfront
,slackin.app.elo.com.br,"54.233.118.187, 177.71.234.121, 54.207.18.228",,"ns-2034.awsdns-62.co.uk, awsdns-hostmaster.amazon.com",,,,NOERROR,k8s-prod-portaisi-7d0cdded68-1482369448.sa-east-1.elb.amazonaws.com,,,,,
,sonar-apis.elo.com.br,10.99.1.7,,"ns-415.awsdns-51.com, awsdns-hostmaster.amazon.com",,,,NOERROR,,True,10.99.1.7,,,
,ssl-api.elo.com.br,"177.71.143.237, 54.207.148.162",,"ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",,,,NOERROR,"api-cartaoelo-ssl2way-prd.sensedia.com, alias.cartaoelo.ssl2way.prd.sensedia.net",,,,,
,stg-api.elo.com.br,"104.18.3.31, 104.18.2.31",,"ns1.cloudflare.net, dns.cloudflare.com",,,,NOERROR,stg-api.elo.com.br.cdn.cloudflare.net,,,"2606:4700::6812:31f, 2606:4700::6812:21f",True,cloudflare
,termos-e-regulamentos.elo.com.br,"18.155.129.99, 18.155.129.79, 18.155.129.109, 18.155.129.85",,"ns-431.awsdns-53.com, awsdns-hostmaster.amazon.com","ns-1883.awsdns-43.co.uk, ns-1456.awsdns-54.org, ns-549.awsdns-04.net, ns-431.awsdns-53.com",,,NOERROR,d232jh8cyku3w9.cloudfront.net,,,"2600:9000:2555:c000:f:18e2:ce40:93a1, 2600:9000:2555:3e00:f:18e2:ce40:93a1, 2600:9000:2555:b800:f:18e2:ce40:93a1, 2600:9000:2555:5000:f:18e2:ce40:93a1, 2600:9000:2555:c600:f:18e2:ce40:93a1, 2600:9000:2555:4e00:f:18e2:ce40:93a1, 2600:9000:2555:4800:f:18e2:ce40:93a1, 2600:9000:2555:2600:f:18e2:ce40:93a1",True,cloudfront
,token-life-cycle-proxy-prd-elo-sensedia-prd.api.elo.com.br,"10.99.243.254, 10.99.242.162, 10.99.241.4, 10.99.240.55",,"ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,,,NOERROR,lb-arbi-tsp-prd-41c532e4b6df936a.elb.us-east-1.amazonaws.com,True,"10.99.243.254, 10.99.242.162, 10.99.241.4, 10.99.240.55",,,
,use.elo.com.br,"18.229.185.43, 54.94.233.46, 54.94.104.40",,"ns-415.awsdns-51.com, awsdns-hostmaster.amazon.com","ns-1479.awsdns-56.org, ns-1854.awsdns-39.co.uk, ns-415.awsdns-51.com, ns-513.awsdns-00.net",,,NOERROR,,,,,,
,view.mail.elo.com.br,13.111.187.73,,"ns1.exacttarget.com, hostmaster.exacttarget.com",,,,NOERROR,,,,,,
,www.elo.com.br,"104.18.2.31, 104.18.3.31",,"ns1.cloudflare.net, dns.cloudflare.com",,,,NOERROR,www.elo.com.br.cdn.cloudflare.net,,,"2606:4700::6812:21f, 2606:4700::6812:31f",True,cloudflare
