input,title,status_code,content_length,port,url,scheme,webserver,content_type,method,host,tech_,lines,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,tls_expired,cdn,tls_self_signed
artie-1.wistia.com,,,9,80,http://artie-1.wistia.com:80,http,,text/html,GET,54.158.204.170,HSTS,1,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
artifexfinancial.wistia.com,,,9,80,http://artifexfinancial.wistia.com:80,http,,text/html,GET,3.231.101.209,HSTS,1,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
artofmentoring-1.wistia.com,,,9,80,http://artofmentoring-1.wistia.com:80,http,,text/html,GET,3.231.101.209,HSTS,1,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
arts.zoomgov.com,"Video Conferencing, Web Conferencing, Online Meetings, Screen Sharing - Zoom",,22117,443,https://arts.zoomgov.com:443,https,nginx,text/html,GET,160.1.56.156,hCaptcha,619,arts.zoomgov.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-09T00:00:00Z,"CN=*.zoomgov.com, O=Zoom Video Communications\, Inc., L=San Jose, ST=California, C=US",*.zoomgov.com,"Zoom Video Communications, Inc.","CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,arts.zoomgov.com,,,
artsimon.wistia.com,,,9,80,http://artsimon.wistia.com:80,http,,text/html,GET,54.158.204.170,HSTS,1,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
artworks.wistia.com,,,9,443,https://artworks.wistia.com:443,https,,text/html,GET,54.227.158.38,HSTS,1,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
as-shown-on-tv.wistia.com,,,9,443,https://as-shown-on-tv.wistia.com:443,https,,text/html,GET,3.231.101.209,HSTS,1,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
asa.zoom.com,"Video Conferencing, Web Conferencing, Online Meetings, Screen Sharing - Zoom",,6822,443,https://asa.zoom.com:443,https,cloudflare,text/html,GET,170.114.0.12,HTTP/3,203,asa.zoom.us,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T00:00:00Z,"CN=*.zoom.us, O=Zoom Video Communications\, Inc., L=San Jose, ST=California, C=US",*.zoom.us,"Zoom Video Communications, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,asa.zoom.us,,,
asa.zoom.us,"Video Conferencing, Web Conferencing, Online Meetings, Screen Sharing - Zoom",,6822,443,https://asa.zoom.us:443,https,cloudflare,text/html,GET,170.114.52.6,HTTP/3,203,asa.zoom.us,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T00:00:00Z,"CN=*.zoom.us, O=Zoom Video Communications\, Inc., L=San Jose, ST=California, C=US",*.zoom.us,"Zoom Video Communications, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,asa.zoom.us,,,
asamblea.wistia.com,,,9,443,https://asamblea.wistia.com:443,https,,text/html,GET,34.200.91.151,HSTS,1,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
asana.wistia.com,,,9,443,https://asana.wistia.com:443,https,,text/html,GET,3.231.101.209,HSTS,1,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
asante.wistia.com,,,9,443,https://asante.wistia.com:443,https,,text/html,GET,34.200.91.151,HSTS,1,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
asbclassroom.wistia.com,,,9,443,https://asbclassroom.wistia.com:443,https,,text/html,GET,54.158.204.170,HSTS,1,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
asc.zoom.us,"Anglican Schools Comission - Video Conferencing, Web Conferencing, Online Meetings, Screen Sharing",,6409,443,https://asc.zoom.us:443,https,cloudflare,text/html,GET,170.114.52.6,HTTP/3,195,asc.zoom.us,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T00:00:00Z,"CN=*.zoom.us, O=Zoom Video Communications\, Inc., L=San Jose, ST=California, C=US",*.zoom.us,"Zoom Video Communications, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,asc.zoom.us,,,
ascd.wistia.com,,,9,80,http://ascd.wistia.com:80,http,,text/html,GET,34.234.89.134,HSTS,1,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
aschofield.wistia.com,,,9,443,https://aschofield.wistia.com:443,https,,text/html,GET,52.22.118.120,HSTS,1,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
ase.zoom.com,"Video Conferencing, Web Conferencing, Online Meetings, Screen Sharing - Zoom",,6822,443,https://ase.zoom.com:443,https,cloudflare,text/html,GET,170.114.0.14,HTTP/3,203,ase.zoom.us,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T00:00:00Z,"CN=*.zoom.us, O=Zoom Video Communications\, Inc., L=San Jose, ST=California, C=US",*.zoom.us,"Zoom Video Communications, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,ase.zoom.us,,,
ase.zoom.us,"Video Conferencing, Web Conferencing, Online Meetings, Screen Sharing - Zoom",,6822,443,https://ase.zoom.us:443,https,cloudflare,text/html,GET,170.114.52.3,HTTP/3,203,ase.zoom.us,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T00:00:00Z,"CN=*.zoom.us, O=Zoom Video Communications\, Inc., L=San Jose, ST=California, C=US",*.zoom.us,"Zoom Video Communications, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,ase.zoom.us,,,
ashleydmorales979.wistia.com,,,9,80,http://ashleydmorales979.wistia.com:80,http,,text/html,GET,54.158.204.170,HSTS,1,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
asic.zoom.com,"Video Conferencing, Web Conferencing, Online Meetings, Screen Sharing - Zoom",,6822,443,https://asic.zoom.com:443,https,cloudflare,text/html,GET,170.114.0.14,HTTP/3,203,asic.zoom.us,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T00:00:00Z,"CN=*.zoom.us, O=Zoom Video Communications\, Inc., L=San Jose, ST=California, C=US",*.zoom.us,"Zoom Video Communications, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,asic.zoom.us,,,
asic.zoom.us,"Video Conferencing, Web Conferencing, Online Meetings, Screen Sharing - Zoom",,6822,80,http://asic.zoom.us:80,http,cloudflare,text/html,GET,170.114.52.9,HTTP/3,203,asic.zoom.us,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T00:00:00Z,"CN=*.zoom.us, O=Zoom Video Communications\, Inc., L=San Jose, ST=California, C=US",*.zoom.us,"Zoom Video Communications, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,asic.zoom.us,,,
askdongraves.wistia.com,,,9,80,http://askdongraves.wistia.com:80,http,,text/html,GET,52.22.118.120,HSTS,1,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
asmbs.wistia.com,,,9,80,http://asmbs.wistia.com:80,http,,text/html,GET,54.227.158.38,HSTS,1,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
aspengroup.wistia.com,,,9,443,https://aspengroup.wistia.com:443,https,,text/html,GET,3.231.101.209,HSTS,1,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
aspia.wistia.com,,,9,443,https://aspia.wistia.com:443,https,,text/html,GET,54.227.158.38,HSTS,1,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
asset.zoom.us,"Video Conferencing, Web Conferencing, Online Meetings, Screen Sharing - Zoom",,6418,80,http://asset.zoom.us:80,http,cloudflare,text/html,GET,170.114.52.5,HTTP/3,194,asset.zoom.us,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T00:00:00Z,"CN=*.zoom.us, O=Zoom Video Communications\, Inc., L=San Jose, ST=California, C=US",*.zoom.us,"Zoom Video Communications, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,asset.zoom.us,,,
assets.zoom.us,,,243,443,https://assets.zoom.us:443,https,AmazonS3,application/xml,GET,143.204.97.253,Amazon Web Services,2,assets.zoom.us,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T00:00:00Z,"CN=*.zoom.us, O=Zoom Video Communications\, Inc., L=San Jose, ST=California, C=US",*.zoom.us,"Zoom Video Communications, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,assets.zoom.us,,True,
assoconnect.wistia.com,,,9,443,https://assoconnect.wistia.com:443,https,,text/html,GET,34.200.91.151,HSTS,1,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
astercomms.wistia.com,,,9,443,https://astercomms.wistia.com:443,https,,text/html,GET,34.234.89.134,HSTS,1,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
astropak.zoomgov.com,"Video Conferencing, Web Conferencing, Online Meetings, Screen Sharing - Zoom",,6803,443,https://astropak.zoomgov.com:443,https,nginx,text/html,GET,160.1.56.156,hCaptcha,205,astropak.zoomgov.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-09T00:00:00Z,"CN=*.zoomgov.com, O=Zoom Video Communications\, Inc., L=San Jose, ST=California, C=US",*.zoomgov.com,"Zoom Video Communications, Inc.","CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,astropak.zoomgov.com,,,
asu.zoom.com,"Video Conferencing, Web Conferencing, Online Meetings, Screen Sharing -
      Zoom",,10257,80,http://asu.zoom.com:80,http,cloudflare,text/html,GET,170.114.0.11,HTTP/3,360,asu.zoom.us,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T00:00:00Z,"CN=*.zoom.us, O=Zoom Video Communications\, Inc., L=San Jose, ST=California, C=US",*.zoom.us,"Zoom Video Communications, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,asu.zoom.us,,,
asuonline.wistia.com,,,9,443,https://asuonline.wistia.com:443,https,,text/html,GET,3.231.101.209,HSTS,1,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
async.zoom.us,,,15,443,https://async.zoom.us:443,https,cloudflare,application/octet-stream,GET,170.114.52.55,HTTP/3,1,async.zoom.us,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T00:00:00Z,"CN=*.zoom.us, O=Zoom Video Communications\, Inc., L=San Jose, ST=California, C=US",*.zoom.us,"Zoom Video Communications, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,async.zoom.us,,,
async.zoomgov.com,,,,443,https://async.zoomgov.com:443,https,,,GET,15.200.20.105,HSTS,1,async.zoomgov.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,"CN=*.zoomgov.com, O=Zoom Video Communications\, Inc., L=San Jose, ST=California, C=US",*.zoomgov.com,"Zoom Video Communications, Inc.","CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,async.zoomgov.com,,,
asyncmq.meetzoom.us,503 Service Temporarily Unavailable,,564,443,https://asyncmq.meetzoom.us:443,https,awselb/2.0,text/html,GET,52.45.62.190,,13,asyncmq.meetzoom.us,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-09T00:00:00Z,"CN=*.ringcentral.meetzoom.us, O=Zoom Video Communications\, Inc., L=San Jose, ST=California, C=US",*.ringcentral.meetzoom.us,"Zoom Video Communications, Inc.","CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,asyncmq.meetzoom.us,,,
asyncmq.zoomdev.us,403 Forbidden,,146,443,https://asyncmq.zoomdev.us:443,https,nginx,text/html,GET,50.17.23.80,Nginx,8,asyncmq.zoomdev.us,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-11T00:00:00Z,"CN=*.zoomdev.us, O=Zoom Video Communications\, Inc., L=San Jose, ST=California, C=US",*.zoomdev.us,"Zoom Video Communications, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,asyncmq.zoomdev.us,,,
atarc.zoomgov.com,Welcome to Zoom for Government,,6567,443,https://atarc.zoomgov.com:443,https,nginx,text/html,GET,160.1.56.156,hCaptcha,195,atarc.zoomgov.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-09T00:00:00Z,"CN=*.zoomgov.com, O=Zoom Video Communications\, Inc., L=San Jose, ST=California, C=US",*.zoomgov.com,"Zoom Video Communications, Inc.","CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,atarc.zoomgov.com,,,
athena-advisers.wistia.com,,,9,443,https://athena-advisers.wistia.com:443,https,,text/html,GET,34.234.89.134,HSTS,1,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
athena.zoom.com,"Video Conferencing, Web Conferencing, Online Meetings, Screen Sharing - Zoom",,6822,443,https://athena.zoom.com:443,https,cloudflare,text/html,GET,170.114.0.15,HTTP/3,203,athena.zoom.us,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T00:00:00Z,"CN=*.zoom.us, O=Zoom Video Communications\, Inc., L=San Jose, ST=California, C=US",*.zoom.us,"Zoom Video Communications, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,athena.zoom.us,,,
athena.zoom.us,"Video Conferencing, Web Conferencing, Online Meetings, Screen Sharing - Zoom",,6822,443,https://athena.zoom.us:443,https,cloudflare,text/html,GET,170.114.52.6,HTTP/3,203,athena.zoom.us,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T00:00:00Z,"CN=*.zoom.us, O=Zoom Video Communications\, Inc., L=San Jose, ST=California, C=US",*.zoom.us,"Zoom Video Communications, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,athena.zoom.us,,,
athens.zoom.us,"Video Conferencing, Web Conferencing, Online Meetings, Screen Sharing - Zoom",,6399,443,https://athens.zoom.us:443,https,cloudflare,text/html,GET,170.114.52.3,HTTP/3,181,athens.zoom.us,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T00:00:00Z,"CN=*.zoom.us, O=Zoom Video Communications\, Inc., L=San Jose, ST=California, C=US",*.zoom.us,"Zoom Video Communications, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,athens.zoom.us,,,
ati.zoomgov.com,Welcome to Zoom for Government,,6567,443,https://ati.zoomgov.com:443,https,nginx,text/html,GET,160.1.56.156,hCaptcha,195,ati.zoomgov.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-09T00:00:00Z,"CN=*.zoomgov.com, O=Zoom Video Communications\, Inc., L=San Jose, ST=California, C=US",*.zoomgov.com,"Zoom Video Communications, Inc.","CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,ati.zoomgov.com,,,
atimetals1.wistia.com,,,9,443,https://atimetals1.wistia.com:443,https,,text/html,GET,54.158.204.170,HSTS,1,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
atlantafed-org.zoomgov.com,Welcome to Zoom for Government,,6570,443,https://atlantafed-org.zoomgov.com:443,https,nginx,text/html,GET,160.1.56.158,hCaptcha,195,atlantafed-org.zoomgov.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-09T00:00:00Z,"CN=*.zoomgov.com, O=Zoom Video Communications\, Inc., L=San Jose, ST=California, C=US",*.zoomgov.com,"Zoom Video Communications, Inc.","CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,atlantafed-org.zoomgov.com,,,
atlanticunionbank.wistia.com,,,9,443,https://atlanticunionbank.wistia.com:443,https,,text/html,GET,54.158.204.170,HSTS,1,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
atlas-sys.wistia.com,,,9,443,https://atlas-sys.wistia.com:443,https,,text/html,GET,54.227.158.38,HSTS,1,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
atlas.zoom.com,Atlas,,4388,80,http://atlas.zoom.com:80,http,zoom,text/html,GET,170.114.0.15,HSTS,2,atlas.zoom.us,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-15T00:00:00Z,"CN=*.zoom.us, O=Zoom Video Communications\, Inc., L=San Jose, ST=California, C=US",*.zoom.us,"Zoom Video Communications, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,atlas.zoom.us,,,
atlaswealthsolutions.wistia.com,,,9,443,https://atlaswealthsolutions.wistia.com:443,https,,text/html,GET,34.200.91.151,HSTS,1,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
atomicorp.wistia.com,,,9,443,https://atomicorp.wistia.com:443,https,,text/html,GET,54.158.204.170,HSTS,1,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
attend.zoom.us,"Video Conferencing, Web Conferencing, Online Meetings, Screen Sharing - Zoom",,6831,443,https://attend.zoom.us:443,https,,text/html,GET,170.114.10.203,HSTS,203,attend.zoom.us,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-19T00:00:00Z,"CN=us07web.zoom.us, O=Zoom Video Communications\, Inc., L=San Jose, ST=California, C=US",us07web.zoom.us,"Zoom Video Communications, Inc.","CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,attend.zoom.us,,,
attentivemobile.wistia.com,,,9,443,https://attentivemobile.wistia.com:443,https,,text/html,GET,54.158.204.170,HSTS,1,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
attractivecelebrationin.wistia.com,,,9,80,http://attractivecelebrationin.wistia.com:80,http,,text/html,GET,54.227.158.38,HSTS,1,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
au-rapidreliefteam-2.wistia.com,,,9,80,http://au-rapidreliefteam-2.wistia.com:80,http,,text/html,GET,3.231.101.209,HSTS,1,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
au01pbx-va1-ucs-nginx1.zoom.us,,,,443,https://au01pbx-va1-ucs-nginx1.zoom.us:443,https,,,GET,3.25.41.130,HSTS,1,au01pbx-va1-ucs-nginx1.zoom.us,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-06T00:00:00Z,"CN=au01contactservice.zoom.us, O=Zoom Video Communications\, Inc., L=San Jose, ST=California, C=US",au01contactservice.zoom.us,"Zoom Video Communications, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,au01pbx-va1-ucs-nginx1.zoom.us,,,
