input,title,status_code,content_length,port,url,scheme,webserver,content_type,method,host,tech_,lines,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,tls_expired,cdn,tls_self_signed
0345concordia.vartopia.info,403 Forbidden,,561,80,http://0345concordia.vartopia.info:80,http,openresty/1.19.9.1,text/html,GET,209.17.116.163,OpenResty:1.19.9.1,14,,,,,,,,,,,,,,,,
090braintrust.wistia.com,Sign in to your Wistia account,,7159,443,https://090braintrust.wistia.com:443,https,,text/html,GET,54.227.158.38,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
0ser0tim0.wistia.com,Sign in to your Wistia account,,7159,443,https://0ser0tim0.wistia.com:443,https,,text/html,GET,34.234.89.134,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
100kpublishing.wistia.com,Sign in to your Wistia account,,7159,443,https://100kpublishing.wistia.com:443,https,,text/html,GET,54.158.204.170,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
100percentorganicseo.wistia.com,Sign in to your Wistia account,,7159,443,https://100percentorganicseo.wistia.com:443,https,,text/html,GET,34.234.89.134,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
108ideaspace-1.wistia.com,Sign in to your Wistia account,,7159,443,https://108ideaspace-1.wistia.com:443,https,,text/html,GET,34.200.91.151,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
10tv.wistia.com,Sign in to your Wistia account,,7159,443,https://10tv.wistia.com:443,https,,text/html,GET,3.231.101.209,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
10xgenomics.wistia.com,Sign in to your Wistia account,,7159,443,https://10xgenomics.wistia.com:443,https,,text/html,GET,34.234.89.134,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
10xinvestments.wistia.com,Sign in to your Wistia account,,7159,443,https://10xinvestments.wistia.com:443,https,,text/html,GET,52.22.118.120,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
10xpromotion.wistia.com,Sign in to your Wistia account,,7159,443,https://10xpromotion.wistia.com:443,https,,text/html,GET,34.234.89.134,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
110.zoom.us,One platform to connect | Zoom,,210344,443,https://110.zoom.us:443,https,cloudflare,text/html,GET,170.114.52.2,HTTP/3,2505,110.zoom.us,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T00:00:00Z,"CN=*.zoom.us, O=Zoom Video Communications\, Inc., L=San Jose, ST=California, C=US",*.zoom.us,"Zoom Video Communications, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,110.zoom.us,,,
1122ads33.wistia.com,Sign in to your Wistia account,,7159,443,https://1122ads33.wistia.com:443,https,,text/html,GET,3.231.101.209,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
1150455320.wistia.com,Sign in to your Wistia account,,7159,443,https://1150455320.wistia.com:443,https,,text/html,GET,52.22.118.120,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
1159.wistia.com,Sign in to your Wistia account,,7159,443,https://1159.wistia.com:443,https,,text/html,GET,52.22.118.120,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
11alive.wistia.com,Sign in to your Wistia account,,7159,443,https://11alive.wistia.com:443,https,,text/html,GET,34.200.91.151,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
12-2.wistia.com,Sign in to your Wistia account,,7159,443,https://12-2.wistia.com:443,https,,text/html,GET,52.22.118.120,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
121corp-1.wistia.com,Sign in to your Wistia account,,7159,443,https://121corp-1.wistia.com:443,https,,text/html,GET,34.234.89.134,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
121corp.wistia.com,Sign in to your Wistia account,,7159,443,https://121corp.wistia.com:443,https,,text/html,GET,52.22.118.120,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
123-13.wistia.com,Sign in to your Wistia account,,7159,443,https://123-13.wistia.com:443,https,,text/html,GET,54.158.204.170,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
123petitspas.wistia.com,Sign in to your Wistia account,,7159,443,https://123petitspas.wistia.com:443,https,,text/html,GET,34.234.89.134,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
128technology.wistia.com,Sign in to your Wistia account,,7159,443,https://128technology.wistia.com:443,https,,text/html,GET,52.22.118.120,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
12starsmedia.wistia.com,Sign in to your Wistia account,,7159,443,https://12starsmedia.wistia.com:443,https,,text/html,GET,34.234.89.134,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
12stone.wistia.com,Sign in to your Wistia account,,7159,443,https://12stone.wistia.com:443,https,,text/html,GET,3.231.101.209,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
12thdoordigital.wistia.com,Sign in to your Wistia account,,7159,443,https://12thdoordigital.wistia.com:443,https,,text/html,GET,54.158.204.170,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
12treecareca.wistia.com,Sign in to your Wistia account,,7159,443,https://12treecareca.wistia.com:443,https,,text/html,GET,54.158.204.170,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
13245.wistia.com,Sign in to your Wistia account,,7159,443,https://13245.wistia.com:443,https,,text/html,GET,34.234.89.134,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
1337dang.wistia.com,Sign in to your Wistia account,,7159,443,https://1337dang.wistia.com:443,https,,text/html,GET,54.158.204.170,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
143.wistia.com,Sign in to your Wistia account,,7159,443,https://143.wistia.com:443,https,,text/html,GET,34.200.91.151,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
15five.wistia.com,Sign in to your Wistia account,,7159,443,https://15five.wistia.com:443,https,,text/html,GET,54.158.204.170,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
15four-1.wistia.com,Sign in to your Wistia account,,7159,443,https://15four-1.wistia.com:443,https,,text/html,GET,54.227.158.38,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
15thstreetmedia.wistia.com,Sign in to your Wistia account,,7159,443,https://15thstreetmedia.wistia.com:443,https,,text/html,GET,54.158.204.170,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
163-107.wistia.com,Sign in to your Wistia account,,7159,443,https://163-107.wistia.com:443,https,,text/html,GET,34.200.91.151,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
163-1224.wistia.com,Sign in to your Wistia account,,7159,443,https://163-1224.wistia.com:443,https,,text/html,GET,34.200.91.151,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
163-593.wistia.com,Sign in to your Wistia account,,7159,443,https://163-593.wistia.com:443,https,,text/html,GET,52.22.118.120,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
165-254-89-62.zoomsvr.com,Zoom is OK!,,215,443,https://165-254-89-62.zoomsvr.com:443,https,zoom,text/html,GET,165.254.89.62,,9,165-254-89-62.zoomsvr.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2020-04-22T00:00:00Z,CN=*.zipow.com,*.zipow.com,,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ctls,165-254-89-62.zoomsvr.com,True,,
1650844117.wistia.com,Sign in to your Wistia account,,7159,443,https://1650844117.wistia.com:443,https,,text/html,GET,54.158.204.170,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
16weststudio.wistia.com,Sign in to your Wistia account,,7159,443,https://16weststudio.wistia.com:443,https,,text/html,GET,3.231.101.209,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
1702ai.wistia.com,Sign in to your Wistia account,,7159,443,https://1702ai.wistia.com:443,https,,text/html,GET,34.234.89.134,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
17hats.wistia.com,Sign in to your Wistia account,,7159,443,https://17hats.wistia.com:443,https,,text/html,GET,34.234.89.134,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
1800junkusa.wistia.com,Sign in to your Wistia account,,7159,443,https://1800junkusa.wistia.com:443,https,,text/html,GET,54.227.158.38,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
1800wheelchair.wistia.com,Sign in to your Wistia account,,7159,443,https://1800wheelchair.wistia.com:443,https,,text/html,GET,52.22.118.120,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
199creative-com.wistia.com,Sign in to your Wistia account,,7159,443,https://199creative-com.wistia.com:443,https,,text/html,GET,34.234.89.134,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
19dpg.wistia.com,Sign in to your Wistia account,,7159,443,https://19dpg.wistia.com:443,https,,text/html,GET,54.158.204.170,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
19khaldun79.wistia.com,Sign in to your Wistia account,,7159,443,https://19khaldun79.wistia.com:443,https,,text/html,GET,54.227.158.38,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
1a.wistia.com,Sign in to your Wistia account,,7159,443,https://1a.wistia.com:443,https,,text/html,GET,54.158.204.170,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
1aauto.wistia.com,Sign in to your Wistia account,,7159,443,https://1aauto.wistia.com:443,https,,text/html,GET,54.158.204.170,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
1ffsmasters.wistia.com,Sign in to your Wistia account,,7159,443,https://1ffsmasters.wistia.com:443,https,,text/html,GET,34.200.91.151,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
1h.wistia.com,Sign in to your Wistia account,,7159,443,https://1h.wistia.com:443,https,,text/html,GET,54.158.204.170,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
1horamas.wistia.com,Sign in to your Wistia account,,7159,443,https://1horamas.wistia.com:443,https,,text/html,GET,3.231.101.209,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
1map-1.wistia.com,Sign in to your Wistia account,,7159,443,https://1map-1.wistia.com:443,https,,text/html,GET,34.200.91.151,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
1stchoicehomeservice12.wistia.com,Sign in to your Wistia account,,7159,443,https://1stchoicehomeservice12.wistia.com:443,https,,text/html,GET,34.200.91.151,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
1stfriday.wistia.com,Sign in to your Wistia account,,7159,443,https://1stfriday.wistia.com:443,https,,text/html,GET,3.231.101.209,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
1to1media.wistia.com,Sign in to your Wistia account,,7159,443,https://1to1media.wistia.com:443,https,,text/html,GET,54.158.204.170,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
2.wistia.com,Sign in to your Wistia account,,7159,443,https://2.wistia.com:443,https,,text/html,GET,3.231.101.209,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
2020-spaces.wistia.com,Sign in to your Wistia account,,7159,443,https://2020-spaces.wistia.com:443,https,,text/html,GET,54.227.158.38,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
2020companies.wistia.com,Sign in to your Wistia account,,7159,443,https://2020companies.wistia.com:443,https,,text/html,GET,34.200.91.151,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
20xx-1.wistia.com,Sign in to your Wistia account,,7159,443,https://20xx-1.wistia.com:443,https,,text/html,GET,3.231.101.209,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
21cccs.wistia.com,Sign in to your Wistia account,,7159,443,https://21cccs.wistia.com:443,https,,text/html,GET,54.227.158.38,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
21daysmarketing.wistia.com,Sign in to your Wistia account,,7159,443,https://21daysmarketing.wistia.com:443,https,,text/html,GET,52.22.118.120,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
22dwayne.wistia.com,Sign in to your Wistia account,,7159,443,https://22dwayne.wistia.com:443,https,,text/html,GET,3.231.101.209,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
2355productions.wistia.com,Sign in to your Wistia account,,7159,443,https://2355productions.wistia.com:443,https,,text/html,GET,34.200.91.151,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
238928-okta-security.vartopia.com,Zoho,,4673,443,https://238928-okta-security.vartopia.com:443,https,ZGS,text/html,GET,136.143.186.12,,142,238928-okta-security.vartopia.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-09T00:00:00Z,"CN=*.vartopia.com, O=VARTOPIA\, LLC, ST=Wyoming, C=US",*.vartopia.com,"VARTOPIA, LLC","CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,ctls,238928-okta-security.vartopia.com,,,
23race.wistia.com,Sign in to your Wistia account,,7159,443,https://23race.wistia.com:443,https,,text/html,GET,34.234.89.134,HSTS,130,auth.wistia.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.wistia.com,*.wistia.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,auth.wistia.com,,,
