new,host,a,soa,status_code,aaaa,cname,ns,mx,txt,caa,cdn,cdn-name,has_internal_ips,internal_ips
[x],ru29.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,,,,,,,,
[x],ru30.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,,,,,,,,
[x],ru4.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,,,,,,,,
[x],ru5.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,"world.excedodns.org, dns-ext2.northdev.net, global.excedodns.com, emea.excedodns.eu, sto.excedodns.se, dns-ext1.northdev.net",,,,,,,
[x],ru6.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,"emea.excedodns.eu, global.excedodns.com, dns-ext1.northdev.net, dns-ext2.northdev.net, sto.excedodns.se, world.excedodns.org",,,,,,,
[x],ru7.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,,,,,,,,
[x],ru8.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,,,,,,,,
[x],ru9.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,,,,,,,,
[x],sa.unibet.com,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],sas.unibet.fr,,,NOERROR,,,,,,,,,,
[x],sazeni.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],sc-betandwin-s1.fi.unibet.com,"54.72.102.78, 54.72.96.190, 34.252.244.29","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,"kindredbetbuilder-dev.sportcaller.com, kindr-devap-1czl9pbz16qxq-1285055633.eu-west-1.elb.amazonaws.com",,,,,,,,
[x],sc-betandwin-si1.ca.unibet.com,"54.72.96.190, 34.252.244.29, 54.72.102.78","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,"kindredbetbuilder-dev.sportcaller.com, kindr-devap-1czl9pbz16qxq-1285055633.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, ns-2023.awsdns-60.co.uk, ns-341.awsdns-42.com, ns-739.awsdns-28.net",,,,,,,
[x],sc-betandwin-si1.de.unibet.com,"34.252.244.29, 54.72.96.190, 54.72.102.78","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,"kindredbetbuilder-dev.sportcaller.com, kindr-devap-1czl9pbz16qxq-1285055633.eu-west-1.elb.amazonaws.com",,,,,,,,
[x],sc-betandwin-si1.hu.unibet.com,"54.72.102.78, 34.252.244.29, 54.72.96.190","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,"kindredbetbuilder-dev.sportcaller.com, kindr-devap-1czl9pbz16qxq-1285055633.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, ns-2023.awsdns-60.co.uk, ns-341.awsdns-42.com, ns-739.awsdns-28.net",,,,,,,
[x],sc-betandwin-si1.no.unibet.com,"54.72.102.78, 34.252.244.29, 54.72.96.190","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,"kindredbetbuilder-dev.sportcaller.com, kindr-devap-1czl9pbz16qxq-1285055633.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, ns-2023.awsdns-60.co.uk, ns-341.awsdns-42.com, ns-739.awsdns-28.net",,,,,,,
[x],sc-betandwin-si1.pl.unibet.com,"54.72.102.78, 34.252.244.29, 54.72.96.190","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,"kindredbetbuilder-dev.sportcaller.com, kindr-devap-1czl9pbz16qxq-1285055633.eu-west-1.elb.amazonaws.com",,,,,,,,
[x],sc-betandwin-si1.unibet.com,"54.72.96.190, 34.252.244.29, 54.72.102.78","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,"kindredbetbuilder-dev.sportcaller.com, kindr-devap-1czl9pbz16qxq-1285055633.eu-west-1.elb.amazonaws.com",,,,,,,,
[x],sc-betandwin.ca.unibet.com,"52.57.61.172, 52.57.182.179, 3.126.8.241","ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"kindredbetbuilder-prod.sportcaller.com, kindr-proda-tweupnmv46f8-225976754.eu-central-1.elb.amazonaws.com",,,,,,,,
[x],sc-betandwin.de.unibet.com,"52.57.61.172, 52.57.182.179, 3.126.8.241","ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"kindredbetbuilder-prod.sportcaller.com, kindr-proda-tweupnmv46f8-225976754.eu-central-1.elb.amazonaws.com",,,,,,,,
[x],sc-betandwin.fi.unibet.com,"52.57.61.172, 52.57.182.179, 3.126.8.241","ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"kindredbetbuilder-prod.sportcaller.com, kindr-proda-tweupnmv46f8-225976754.eu-central-1.elb.amazonaws.com",,,,,,,,
[x],sc-betandwin.hu.unibet.com,"52.57.182.179, 52.57.61.172, 3.126.8.241","ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"kindredbetbuilder-prod.sportcaller.com, kindr-proda-tweupnmv46f8-225976754.eu-central-1.elb.amazonaws.com",,,,,,,,
[x],sc-betandwin.no.unibet.com,"52.57.182.179, 52.57.61.172, 3.126.8.241","ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"kindredbetbuilder-prod.sportcaller.com, kindr-proda-tweupnmv46f8-225976754.eu-central-1.elb.amazonaws.com",,,,,,,,
[x],sc-betandwin.pl.unibet.com,"52.57.61.172, 52.57.182.179, 3.126.8.241","ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"kindredbetbuilder-prod.sportcaller.com, kindr-proda-tweupnmv46f8-225976754.eu-central-1.elb.amazonaws.com",,,,,,,,
[x],sc-betandwin.unibet.com,"3.126.8.241, 52.57.61.172, 52.57.182.179","ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"kindredbetbuilder-prod.sportcaller.com, kindr-proda-tweupnmv46f8-225976754.eu-central-1.elb.amazonaws.com",,,,,,,,
[x],sc-goldengoal.unibet.com,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,"kindredgg-prod-be.sportcaller.com, kindr-proda-cfxwbv4p97uj-673570496.eu-west-1.elb.amazonaws.com",,,,,,,,
[x],sc-question.unibet.com,"52.214.155.5, 63.34.93.62, 34.252.194.245","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,"kindredqg-prod.sportcaller.com, kindr-proda-x5vekkd3pyl3-430024839.eu-west-1.elb.amazonaws.com",,,,,,,,
[x],sc-streakr.unibet.com,"34.240.29.38, 52.31.177.142, 52.50.92.172","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,"kindredstreakr-prod.sportcaller.com, kindr-proda-djxs5nyj0xai-598803248.eu-west-1.elb.amazonaws.com",,,,,,,,
[x],scommesse.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,bet.unibet.com,"sto.excedodns.se, emea.excedodns.eu, world.excedodns.org, global.excedodns.com, dns-ext1.northdev.net, dns-ext2.northdev.net",,,,,,,
[x],scripts.32red.com,"104.17.116.43, 104.16.185.79","cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,True,cloudflare,,
[x],se-qa1.bingo.com,85.184.97.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www-qa1.bingo.com,,,,,,,,
[x],se-qa1.unibet.com,85.184.97.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www-qa1.unibet.com,,,,,,,,
[x],se-si1.bingo.com,85.184.97.4,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www-si1.bingo.com,,,,,,,,
[x],se-si1.unibet.com,85.184.97.4,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www-si1.unibet.com,,,,,,,,
[x],se.bingo.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,bingo.com,"dns-ext1.northdev.net, dns-ext2.northdev.net, sto.excedodns.se, emea.excedodns.eu, world.excedodns.org, global.excedodns.com",bingo-com.mail.protection.outlook.com,"S/ui88PEDmFfuuY4Sl7RL8JweTg5nII9g7y5Z3m56n1h7KjbtVQw+Gn3ggQwjRThi8993sjd+7fw/9B3QNOMqQ==, v=spf1 mx ip4:66.150.108.0/24 ip4:64.74.103.0/24 ip4:63.251.34.0/24 ip4:66.150.108.0/24 ip4:69.25.247.0/24 include:sp.unibet.com include:spf.protection.outlook.com include:spf.mandrillapp.com include:custhelp.com -all, MS=ms44757756, 0d1cc225-fdd7-49de-8b9a-fff714f84ffd, 19b382b3-055c-4563-91aa-346dd1158e66, d738c231-2e90-4d58-a56f-eda6e327f304, facebook-domain-verification=lppn3kjki78nyfi5uxnva8ypo1ngn4, google-site-verification=UfpTilZr6xyExWkLOpx2b2XpG2w0VVElJfpodhG5m_E, google-site-verification=m0BCAxF9TtZ565Wgss1bKa9_GDvNIyKea6Kqvbi5bng","letsencrypt.org, trustwave.com",,,,
[x],se.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],se.unibetblog.kes.kindredext.net,"18.194.14.133, 3.67.217.127, 35.159.6.38","ns-1658.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],sec-prod.aws.unibet.com,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],secure.32red.com,185.9.103.144,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],security.unibet.com,192.36.69.129,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],selfexclusion.32red.com,195.244.208.25,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],server.unibet.fr,,,NOERROR,2602:fcbc:0:3::11,,,,,,,,,
[x],service.unibet.fr,54.144.128.85,,NOERROR,,,,,,,,,,
[x],service8.32red.com,185.9.103.133,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],servicecloud.32red.com,"104.16.185.79, 104.17.116.43","cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,True,cloudflare,,
[x],services-qa1.kindredext.net,85.184.97.5,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,"dns-ext1.northdev.net, global.excedodns.com, emea.excedodns.eu, sto.excedodns.se, world.excedodns.org, dns-ext2.northdev.net",,,,,,,
[x],services.kindredext.net,85.184.96.1,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],services.unibet.fr,,,NOERROR,,,,,,,,,,
[x],sftp.32red.com,185.9.103.145,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],sftp0.unibet.com,192.36.69.132,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],sftp1.unibet.com,85.184.106.131,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],shs.unibet.fr,,,NOERROR,2602:fcbc:0:3::11,,,,,,,,,
[x],si1.mt1.kindredext.net,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],si1.us1.kindredext.net,,,NOERROR,,,,,,,,,,
[x],si1.us2.kindredext.net,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],si1.us3.kindredext.net,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],si1.xa3.kindredext.net,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],signin8eu.32red.com,185.9.103.161,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],sip.32red.com,52.112.196.46,"admin.nsatc.net, dns.level3.net",NOERROR,2603:1027:0:2::b,sipdir.online.lync.com,,,,,,,,
[x],sip.unibet.com,52.112.192.11,"admin.nsatc.net, dns.level3.net",NOERROR,2603:1027::b,sipdir.online.lync.com,,,,,,,,
[x],skillgames.unibet.com,217.29.233.247,"pdns1.ultradns.net, hostmaster.jadestone.se",NOERROR,,unibetcom.gamarena.com,,,,,,,,
[x],skywalker.unibet.fr,,,NOERROR,2602:fcbc:0:3::11,,,,,,,,,
[x],smtp.32red.com,212.188.185.254,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],smtp208.mail.bingo.com,,,NOERROR,,,,,,,,,,
[x],snd.unibet.com,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],software.unibet.fr,,,NOERROR,2602:fcbc:0:3::11,,,,,,,,,
[x],southwest1.connect.unibet.com,,,NOERROR,,,,,,,,,,
[x],sp.unibet.com,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,v=spf1 ip4:192.36.69.117 ip4:85.184.106.103 ip4:192.36.69.124 a:mail-sv.unibet.fr -all,,,,,
[x],spel.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],spill.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],sportscompetition.unibet.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],spr.unibet.com,217.158.179.5,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],stage1.us-nj1.kindredext.net,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],stage1.us-pa1.kindredext.net,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],stage1.us1.kindredext.net,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],staging.casinohuone.com,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],staging.es.bingo.com,,,NOERROR,,,,,,,,,,
[x],staging.mariacasino.com,213.80.23.234,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],static-ogone.unibet.fr,85.184.96.42,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],static-poker-preview.unibet.fr,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,"sto.excedodns.se, emea.excedodns.eu, world.excedodns.org, global.excedodns.com, dns-ext1.northdev.net, dns-ext2.northdev.net",,,,,,,
[x],static-poker-uat.unibet.fr,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],static-poker.unibet.fr,85.184.96.42,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],static.32red.com,"104.16.185.79, 104.17.116.43","cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,True,cloudflare,,
[x],static.unibet.com,146.101.154.53,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],static.unibet.fr,85.184.96.42,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],stly.32red.com,85.184.96.0,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],storspiller.com,"85.184.96.0, 185.42.137.101, 194.58.192.48, 162.219.54.130, 194.58.198.48, 85.184.98.1, 85.184.99.1","dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,"2a01:3f0:400::48, 2a01:3f1:48::53, 2620:10a:80eb::42, 2a01:3f1:3048::53",,"sto.excedodns.se, emea.excedodns.eu, dns-ext1.northdev.net, global.excedodns.com, world.excedodns.org, dns-ext2.northdev.net",storspiller-com.mail.protection.outlook.com,"0d1cc225-fdd7-49de-8b9a-fff714f84ffd, v=spf1 mx include:sp.unibet.com include:spf.protection.outlook.com include:custhelp.com -all, aa42wXeZ2Y5gdLKT3JVBvFpjsAEGqKuECnsFuvZSKP7xAbI4LoyNlZuM8sZgXNNU1n6tT/0+vgpZ96aB98+9oQ==, d738c231-2e90-4d58-a56f-eda6e327f304, cd52cbf1-a68e-4426-ab3d-8ca595eaa74e, MS=ms25343476, bb138277-d91c-4185-a35f-213a1d5d061f, fc8107c6-3901-404f-9221-21dbe2a6ebb6, google-site-verification=r7-Ypc25BI2YfNe1zYh-ZyadpfWVjuovziy_YvGgyfY","trustwave.com, letsencrypt.org",,,,
[x],sts.unibet.fr,85.184.96.42,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],support.connect.unibet.com,,,NOERROR,,,,,,,,,,
[x],telena.unibet.com,,,NOERROR,,,,,,,,,,
[x],test-restricted.unibet.com,85.184.97.25,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],test1-mobile.unibet.com,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],tf.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,"wildcard01.unibet.com, www.unibet.com",,,,,,,,
[x],tor58-74-pdd.ita3.unibet.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],touch.32red.com,"104.16.185.79, 104.17.116.43","cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,True,cloudflare,,
[x],tourdefrance.unibet.com,213.186.33.2,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],tr.unibet.com,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],tracking.unibet.com,"23.213.161.209, 23.213.161.225","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:fe00::686e:f009, 2a02:26f0:fe00::213:c3d3","adserving.unibet.com, kindred.cdn.netrefer.com, ads-media5.netrefer.edgekey.net, e89901.dscb.akamaiedge.net",,,,,,,,
[x],transact.nj.unibet.com,1.1.1.1,"ns1.silverpop.com, dnsadmin.silverpop.com",NOERROR,,,"ns2.silverpop.com, ns1.silverpop.com","reply.transact.nj.unibet.com, mail9401.transact.nj.unibet.com",v=spf1 ip4:129.41.173.116 -all,,,,,
[x],tvguide.unibet.com,162.13.5.56,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],uat.unibet.fr,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],ubpokergate.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,,,,,,,,
[x],uk-qa1.bingo.com,85.184.97.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www-qa1.bingo.com,,,,,,,,
[x],uk-si1.bingo.com,85.184.97.4,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www-si1.bingo.com,,,,,,,,
[x],uk.unibet.com,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,unibet-com.mail.protection.outlook.com,,,,,,
[x],unibet.fr,85.184.96.42,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,"world.excedodns.org, emea.excedodns.eu, sto.excedodns.se, global.excedodns.com, dns-ext2.northdev.net, dns-ext1.northdev.net",unibet-fr.mail.protection.outlook.com,"44d59243-9fb9-4111-835b-eaf2c1cf79cf, 72178621-7f45-4ebf-bf94-8de8fa811e9a, v=spf1 include:spf.protection.outlook.com ip4:178.22.240.0/21 -all, facebook-domain-verification=3x89t9nihutiwii1ccdtuakvls5n5r, MS=ms93767611, MS=ms83043598","letsencrypt.org, trustwave.com, globalsign.com",,,,
[x],unibetblog-composer.kes.kindredext.net,,"ns-1658.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],unibetblog.kes.kindredext.net,"35.159.6.38, 18.194.14.133, 3.67.217.127","ns-1658.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,unibetblog-kes-kindredext-net.mail.protection.outlook.com,"MS=ms93872920, v=spf1 mx include:spf.protection.outlook.com include:sp.unibet.com -all",,,,,
[x],us.unibet.com,"104.18.23.172, 104.18.22.172","hank.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"2606:4700::6812:16ac, 2606:4700::6812:17ac",target.bf-cname-lpsrv.net,,,,,True,cloudflare,,
[x],v3serviceoceania-mx.pa.unibet.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],v4-preview.unibet.fr,54.144.128.85,,NOERROR,2602:fcbc:0:3::11,,,,,,,,,
[x],v40-3-5-7.nl2.unibet.fr,,,NOERROR,,,,,,,,,,
[x],v6-preview.unibet.fr,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],v6-uat.unibet.fr,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],va.unibet.com,192.124.249.155,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,"global.excedodns.com, dns-ext1.northdev.net, dns-ext2.northdev.net, sto.excedodns.se, emea.excedodns.eu, world.excedodns.org","mx1-be.unibet.com, va-unibet-com.mail.protection.outlook.com",v=spf1 mx include:spf.protection.outlook.com include:mail.zendesk.com include:sp.unibet.com -all,,,,,
[x],valkommen.bingo.com,"104.18.22.172, 104.18.23.172","hank.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"2606:4700::6812:17ac, 2606:4700::6812:16ac",target.bf-cname-lpsrv.net,,,,,True,cloudflare,,
[x],veikkaa.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],veikkaus.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,bet.unibet.com,,,,,,,,
[x],vladcazino.ro,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,"emea.excedodns.eu, world.excedodns.org, global.excedodns.com, sto.excedodns.se, dns-ext2.northdev.net, dns-ext1.northdev.net",vladcazino-ro.mail.protection.outlook.com,"v=spf1 mx include:sp.unibet.com include:spf.protection.outlook.com -all, google-site-verification=ikc83WkpLOcbDS1NTkQwTJhXB1iQDCVusayLk02BKro, 093ac184-3508-4660-84c4-716000d5fac3, MS=ms52258249, d738c231-2e90-4d58-a56f-eda6e327f304, facebook-domain-verification=n0m2xc4f88n6tdwkxo06px13tm3tng, ce336eab-60c3-48a3-90c6-4e0f0385ef54, cd52cbf1-a68e-4426-ab3d-8ca595eaa74e","letsencrypt.org, trustwave.com",,,,
[x],vpn.32red.com,185.9.103.131,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],vpn.unibet.fr,178.22.240.10,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],vpn0-rad-test.unibet.com,79.136.103.132,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],vpn0.syd2.unibet.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],vpn1.bel1.unibet.com,192.36.69.85,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],vpn1.gbr1.unibet.com,85.184.102.69,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],vzcfqp.unibet.fr,178.250.7.13,"ns23.criteo.com, dns.criteo.com",NOERROR,2a02:2638:d::d,"dnsdelegation.io, gum.criteo.com, gum.fr3.vip.prod.criteo.com",,,,digicert.com,,,,
[x],w75.unibet.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],wacprodr6.connect.unibet.com,,,NOERROR,,,,,,,,,,
[x],wap.32red.com,217.158.122.121,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],wap.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],wcc.bel1.unibet.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],web2.bingo.com,,,NOERROR,,,,,,,,,,
[x],webapi.32red.com,185.9.103.147,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],webapps8.32red.com,185.9.103.148,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],webappsuk.32red.com,185.9.103.149,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],webmail.32red.com,185.9.103.143,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],webmail.mariacasino.com,89.234.1.149,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,"sto.excedodns.se, emea.excedodns.eu, world.excedodns.org, global.excedodns.com, dns-ext1.northdev.net, dns-ext2.northdev.net",,,,,,,
[x],webservices-app.pa.unibet.com,50.229.39.210,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],webservices.az.unibet.com,"52.222.236.31, 52.222.236.79, 52.222.236.76, 52.222.236.38","ns-1474.awsdns-56.org, awsdns-hostmaster.amazon.com",NOERROR,,d3dn20kr6fcj8d.cloudfront.net,"ns-143.awsdns-17.com, ns-1474.awsdns-56.org, ns-1924.awsdns-48.co.uk, ns-860.awsdns-43.net",,,,True,cloudfront,,
[x],webservices.ia.unibet.com,"143.204.68.17, 143.204.68.111, 143.204.68.14, 143.204.68.112","ns-1502.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,d3q0j3r7u57f6o.cloudfront.net,"ns-1502.awsdns-59.org, ns-2018.awsdns-60.co.uk, ns-316.awsdns-39.com, ns-785.awsdns-34.net",,,,True,cloudfront,,
[x],webservices.il.unibet.com,192.16.89.117,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],webservices.in.unibet.com,"99.84.9.88, 99.84.9.78, 99.84.9.109, 99.84.9.28","ns-603.awsdns-11.net, awsdns-hostmaster.amazon.com",NOERROR,,d39yn4d45gl20w.cloudfront.net,"ns-1459.awsdns-54.org, ns-1964.awsdns-53.co.uk, ns-455.awsdns-56.com, ns-603.awsdns-11.net",,,,True,cloudfront,,
[x],webservices.pa.unibet.com,"13.225.34.44, 13.225.34.70, 13.225.34.61, 13.225.34.30","ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,,d1fh4szn3yngwd.cloudfront.net,"ns-1371.awsdns-43.org, ns-2037.awsdns-62.co.uk, ns-615.awsdns-12.net, ns-96.awsdns-12.com",,,,True,cloudfront,,
