new,host,a,cname,soa,status_code,ns,aaaa,has_internal_ips,internal_ips,txt,mx
[x],click.st.meituan.com,101.236.9.58,hlb.st.meituan.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],cloud-wbs-int.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],cloudpatterns.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],cloudsh.beta.meituan.com,54.144.128.85,,,NOERROR,,,,,,
[x],cm1-ams1.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],cm5-ams1.dpa.dianping.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],cmsedge.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],cmsstaginggcp.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"ns4.dnsv5.com, ns3.dnsv5.com",,,,,
[x],cnc.t.dianping.com,43.132.23.143,gct-web.vip.meituan.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],cnc.www.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],cntnj1-3pclient-vpn.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],cntnj1-corpclient-vpn.dpa.dianping.com,,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],co.neixin.cn,162.62.81.101,inf-epd.vip.meituan.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"ns4.dnsv5.com, ns3.dnsv5.com",,,,,
[x],composable-control.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"ns3.dnsv5.com, ns4.dnsv5.com",,,,,
[x],config-new-aws-member-config.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],config-teamalpha-portal.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],configdata-temp.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],configdemoelasticbeanstalkdb2-production.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],configmijn.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],confignetworkbackups.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],confluence-ca.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],confluence-cmschat.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],confluence-engineering-temp-media-proxy-vpn.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],confluence-jenkins-private-v2oceania-mx.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],confluence-rootwwwexternal-domain.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],confluencealtservice.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],confluencedaws4-7-4.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],confluencepostgresql.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],confluenceupgradedev-privateteamregister.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],connect-rca-upload-cloudstation-eu-west-1.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],connect.meituan.com,,ipv4-ipv6-phase4.wpt-game.vip.meituan.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],connectlinkdevelip-git.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],consumerelectronics.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"ns4.dnsv5.com, ns3.dnsv5.com",,,,,
[x],containerauth.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],content.meituan.com,43.132.13.85,ipv4-ipv6-phase4.web.vip.meituan.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],controller-opp.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],controllerlink-tunnel-mx.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],corp.meituan.com,43.132.20.254,ipv4-ipv6.inf.vip.meituan.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],corpappshelpdesk.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"ns4.dnsv5.com, ns3.dnsv5.com",,,,,
[x],corporatemysqlbackups-www-test.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"ns3.dnsv5.com, ns4.dnsv5.com",,,,,
[x],cotton.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],coupon.meituan.com,43.132.13.85,web.vip.meituan.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],cpall.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],cprodmasx.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],cps.dianping.com,,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],cps.meituan.com,"203.76.217.1, 202.90.108.6",b.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],cq.meituan.com,43.132.13.85,"www.meituan.com, ipv4-ipv6-phase4.web.vip.meituan.com","ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],crl.meituan.com,"101.236.9.139, 103.37.152.92",inf-wan.vip.meituan.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],crm.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],crm.meituan.com,162.62.81.200,daodian.vip.meituan.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"ns4.dnsv5.com, ns3.dnsv5.com",,,,,
[x],cs-engarchivecorp.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],cs0.meituan.net,162.62.81.200,daodian.vip.meituan.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],csi-ext4.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],csp.meituan.net,"103.37.142.189, 103.37.152.57",inf-normal.vip.meituan.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],csp.st.meituan.com,,,,NOERROR,,,,,,
[x],csr.meituan.com,162.62.81.101,ipv4-ipv6.inf-epd.vip.meituan.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],cube.meituan.net,"43.152.29.13, 43.152.29.19, 43.152.29.16, 43.152.28.31, 43.152.29.17, 101.33.11.48, 43.152.28.34, 43.152.29.20, 43.152.29.14, 203.205.224.26, 43.152.28.37, 43.152.28.35, 43.152.28.36, 43.152.28.33, 101.33.11.88","cube.meituan.net.cdn.dnsv1.com, kmuldoky.ovslegodl.sched.ovscdns.com","ns1.ovscdns.com, webmaster.ovscdns.com",NOERROR,,,,,,
[x],customers-cloudstart-clients.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],customers-innocence.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],customersebhs-129-33-164-34.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],customerspa.vip.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],customersstatussupport-corp.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],customersvipteam.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],customerswiki.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],customerswiki.vip.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],cy.meituan.com,43.132.13.85,"www.meituan.com, ipv4-ipv6-phase4.web.vip.meituan.com","ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],d04.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],dac-changelogs.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],daikuan.meituan.com,43.132.20.33,pay.vip.meituan.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"ns3.dnsv5.com, ns4.dnsv5.com",,,,,
[x],daili.meituan.com,162.62.81.200,daodian.vip.meituan.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],daiquiri-ext-sni-nk.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],data-sllsign.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],data-team-cloudstart-clients.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],data-tempen-users.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],data-ww-clients.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],databus.test.meituan.com,,,,NOERROR,,,,,,
[x],datavpn-vip-web01-erpalt.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],db1-auth-auth-antiviruspre.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],db1-us.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],db2-redirect.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],dbms-515g15.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],dbms-config-production.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],dbms-elasticbeanstalk-vip-example-domain.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],dbmserroralpha.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],dbs-servicesjiratunnel-mx.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"ns3.dnsv5.com, ns4.dnsv5.com",,,,,
[x],dc7.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],dco.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],dd.meituan.com,43.132.13.85,ipv4-ipv6-phase4.web.vip.meituan.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],ddsvpnfw.dpa.dianping.com,,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],debug-clg-hugues.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],debug-statusinternal-preferences.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],debug-temp-backups.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],debug-uploadaccount-customers-mobile.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],debuglogin-us.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],deduplicate.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],deeplink.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],demo-b2btempcontainer-corporate.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],demo-cpwebapp.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],demo-demo-aws-assets-defaultproduction.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],demo-devops-redirect.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],demo-dsg.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],demo-logindefaultproduction.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],demo-preproddocs.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],demo-sonic329-49.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],demoash1-collection2-a3.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],demodevenv-mx-corporate.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"ns4.dnsv5.com, ns3.dnsv5.com",,,,,
[x],demome.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"ns4.dnsv5.com, ns3.dnsv5.com",,,,,
[x],demostatus-status-datacontroller-sql.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],demouploadgateway.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],dengta.meituan.com,43.132.13.85,"www.meituan.com, ipv4-ipv6-phase4.web.vip.meituan.com","ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],deploypostmanbackups.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],design.meituan.com,43.132.23.143,gct-web.vip.meituan.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],devaccount-cmsprivateupload-node-docs.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],devapp.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],developerexchange.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],development-meet-git.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],devinternal.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"ns4.dnsv5.com, ns3.dnsv5.com",,,,,
[x],devlogsauth-mirror-my-oceania.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"ns4.dnsv5.com, ns3.dnsv5.com",,,,,
[x],devstatusportalstatus.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],devusso.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],df.meituan.com,43.132.13.85,"www.meituan.com, ipv4-ipv6-phase4.web.vip.meituan.com","ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],dh.meituan.com,43.132.13.85,"www.meituan.com, ipv4-ipv6-phase4.web.vip.meituan.com","ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],dianping.com,203.76.217.2,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,"_globalsign-domain-verification=aH0GwjTno6-qqiythyo3VjPtpIqJ9ddNTs8w57ds8v, rlfp6s2oafveq52jb2ifvpf9pj, globalsign-domain-verification=YtHIO1eLq88YFhOov9VbMlJ0R-dfh18m6TZzOPF6R7, _globalsign-domain-verification=XK4cIegi8WuvaIFzTrYJn5VYhOh7VYBen5dj4Ebi1D, _globalsign-domain-verification=ReXZrfceMH8nGbVb9sPfoc_AILeBPXzSBBoxJnpjR8, v=spf1 ip4:202.175.86.249 ip4:202.175.86.144 ip4:138.128.200.51 ip4:103.37.154.0/24 ip4:103.202.147.0/24 ip4:103.202.147.99 -all, _globalsign-domain-verification=qFdKUWewYO4makhsfm5k_atJv1kfbYifDYg-3ySdUZ",mx1.f5.meituan.com
[x],dianping.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],digisound.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],djy.meituan.com,43.132.13.85,"www.meituan.com, ipv4-ipv6-phase4.web.vip.meituan.com","ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],dmail.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],dmp.meituan.com,43.132.31.194,ipv4-ipv6-phase4.sjst-saas.vip.meituan.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],docker-f.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],docv2db2-corp.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],domain-tunneldevel-vpn.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"ns3.dnsv5.com, ns4.dnsv5.com",,,,,
[x],doubleplay-sports-yql.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"ns3.dnsv5.com, ns4.dnsv5.com",,,,,
[x],download-freemaps.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],downloadbackups.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],dp.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],dreport.meituan.net,,data-leopard1.vip.meituan.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],driveback.dpa.dianping.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],drum-147-198-156-95.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],dstatic.t.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],dx-prod01.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,"ns3.dnsv5.com, ns4.dnsv5.com",,,,,
[x],dx.vip.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],e.dianping.com,43.132.23.143,gct-web.vip.meituan.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],e1-pqa.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],e2-snv-ciscovpn1.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],eagl-images-qa.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],ebms.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],ecare-mat.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],eccs-228-83.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],ecf.meituan.com,43.132.20.33,pay.vip.meituan.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],ecirculars.dpa.dianping.com,43.132.28.128,a.sh.vip.dianping.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
[x],ecom.meituan.com,162.62.81.200,daodian.vip.meituan.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,
