input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,csp_domains_,cdn_name,cdn,tls_expired,final_url
consentmgmt.makemytrip.com,MakeMyTrip,200,172210,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,consentmgmt.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,consentmgmt.makemytrip.com,443,https://consentmgmt.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,2.16.187.154,/,-390024863,2a02:26f0:480:c::210:f19c,,477,False,,,,,
corpflights.makemytrip.com,MakeMyTrip,200,172210,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,corpflights.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,corpflights.makemytrip.com,443,https://corpflights.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,2.16.187.154,/,-390024863,2a02:26f0:480:c::210:f19c,,477,False,,,,,
cp3o.makemytrip.com,,404,,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,cp3o.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,cp3o.makemytrip.com,443,https://cp3o.makemytrip.com:443,https,,,GET,2.16.187.154,/,-1840324437,2a02:26f0:480:c::210:f19c,,1,False,,,,,
experiences.makemytrip.com,"MakeMyTrip - Activities, Attractions and Things To Do",200,37133,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,experiences.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,experiences.makemytrip.com,443,https://experiences.makemytrip.com:443,https,nginx/1.20.1,text/html,GET,2.16.187.58,/,1789000305,2a02:26f0:480:c::210:f19d,Nginx:1.20.1,456,False,,,,,
flights-cb.makemytrip.com,MakeMyTrip,200,172210,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,flights-cb.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,flights-cb.makemytrip.com,443,https://flights-cb.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,2.16.187.154,/,-390024863,2a02:26f0:480:c::210:f19c,,477,False,,,,,
flights-meta.makemytrip.com,MakeMyTrip,200,260611,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,flights-meta.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,flights-meta.makemytrip.com,443,https://flights-meta.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,2.16.187.154,/,-2040698624,2a02:26f0:480:c::210:f19d,,457,False,,,,,
flyfish.makemytrip.com,MakeMyTrip,200,260611,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,flyfish.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,flyfish.makemytrip.com,443,https://flyfish.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,2.16.187.154,/,-2040698624,2a02:26f0:480:c::210:f19d,,457,False,,,,,
gc.makemytrip.com,MakeMyTrip,200,260611,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,gc.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,gc.makemytrip.com,443,https://gc.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,2.16.187.58,/,-2040698624,2a02:26f0:480:c::210:f19d,,457,False,,,,,
gia.makemytrip.com,"Goibibo - Best Travel Website. Book Hotels, Flights, Trains, Bus and Cabs with upto 50% off",200,8904,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,gia.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=www.goibibo.com, O=Ibibo Group Pvt Ltd, L=Gurgaon, ST=Haryana, C=IN",www.goibibo.com,Ibibo Group Pvt Ltd,www.premiermiles.co.in,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,c3729ed0705d719b0e102ba252e4eae4,d4c903014c3813fde835d923cfab59c5b0b513f2821a05dd8ea22c1f6e7c16fc,,ctls,gia.makemytrip.com,443,https://gia.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,23.37.32.244,/,1438015179,2a02:26f0:1700:794::19f8,,301,False,,,,,
ground-auto-suggest.makemytrip.com,MakeMyTrip,200,172210,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,ground-auto-suggest.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,ground-auto-suggest.makemytrip.com,443,https://ground-auto-suggest.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,2.16.187.58,/,-390024863,2a02:26f0:480:c::210:f19d,,477,False,,,,,
hcs.makemytrip.com,MakeMyTrip,200,1536,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,hcs.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,hcs.makemytrip.com,443,https://hcs.makemytrip.com:443,https,Apache-Coyote/1.1,text/html,GET,2.16.187.58,/,116323821,2a02:26f0:480:c::210:f19c,Spring,30,False,,,,,
hindi.makemytrip.com,MakeMyTrip,200,260611,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,hindi.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,hindi.makemytrip.com,443,https://hindi.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,2.16.187.58,/,-2040698624,2a02:26f0:480:c::210:f19c,,457,False,,,,,
holidayservice.makemytrip.com,MakeMyTrip,200,260611,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,holidayservice.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,holidayservice.makemytrip.com,443,https://holidayservice.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,2.16.187.58,/,-2040698624,2a02:26f0:480:c::210:f19c,,457,False,,,,,
homestaysawards.makemytrip.com,MakeMyTrip - India's Favourite Homestays Awards (IFHA),200,33146,AS14061,DIGITALOCEAN-ASN,US,139.59.129.0/25,homestaysawards.makemytrip.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-08T15:32:48Z,2023-08-06T15:32:47Z,CN=homestaysawards.makemytrip.com,homestaysawards.makemytrip.com,,homestaysawards.makemytrip.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,96885cddae952499ac03302cbb62eca2,457383a0a64825a76cbe6b69357c74fa200100f048b623c1d3db7987807a1f4a,,ctls,homestaysawards.makemytrip.com,443,https://homestaysawards.makemytrip.com:443,https,nginx,text/html,GET,139.59.8.179,/,-1840324437,139.59.8.179,jQuery,643,False,,,,,
hs.makemytrip.com,Internal Server Error,500,283,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,hs.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,hs.makemytrip.com,443,https://hs.makemytrip.com:443,https,AkamaiGHost,text/html,GET,2.16.187.154,/,1171842707,2a02:26f0:480:c::210:f19d,,9,False,,,,,
https://microapps.google.com,Error 404 (Not Found)!!1,404,1638,AS15169,GOOGLE,US,142.250.0.0/15,microapps.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,microapps.google.com,443,https://microapps.google.com:443,https,ESF,text/html,GET,142.250.185.78,/,873962860,2a00:1450:4001:830::200e,HTTP/3,1,False,,,,,
https://microapps.google.com/,Error 404 (Not Found)!!1,404,1638,AS15169,GOOGLE,US,142.250.0.0/15,microapps.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,microapps.google.com,443,https://microapps.google.com:443,https,ESF,text/html,GET,142.250.185.78,/,873962860,2a00:1450:4001:830::200e,HTTP/3,1,False,http:,,,,
https://tqfds.csb.app,Parcel Sandbox,200,2384,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,tqfds.csb.app,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-01-30T00:00:00Z,2024-01-29T23:59:59Z,"CN=csb.app, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",csb.app,"Cloudflare, Inc.",*.preview.csb.app,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",10c2f43871edcdd3f5b86c7e5d8ee2b2,e82b40417d5c74a56371b879647c149f8e7c0a0077980bd1480f557e33a3eea9,True,ctls,tqfds.csb.app,443,https://tqfds.csb.app:443,https,cloudflare,text/html,GET,104.18.6.3,/,687334255,2606:4700::6812:603,HTTP/3,40,False,,cloudflare,True,,
images.makemytrip.com,Service Unavailable,503,268,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,images.makemytrip.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,True,ctls,images.makemytrip.com,443,https://images.makemytrip.com:443,https,AkamaiGHost,text/html,GET,2.16.186.72,/,-100487829,2.16.186.66,,9,False,,,,,
indigo.makemytrip.com,"Holiday Packages, Indian Holidays, Honeymoon Packages, India Tourism, Holidays India, Vacation Package : MakeMyTrip",200,15098,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,indigo.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,indigo.makemytrip.com,80,http://indigo.makemytrip.com:80,http,nginx/1.20.1,text/html,GET,2.16.187.58,/,-241054453,2a02:26f0:480:c::210:f19d,Nginx:1.20.1,253,False,,,,,https://indigo.makemytrip.com:443/holidays/international
investors.makemytrip.com,MakeMyTrip Limited - Investors - Overview,200,88819,AS13335,CLOUDFLARENET,US,162.159.160.0/24,investors.makemytrip.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-06-21T00:00:00Z,2023-06-21T23:59:59Z,"CN=investors.makemytrip.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",investors.makemytrip.com,"Cloudflare, Inc.",investors.makemytrip.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",cde6f783bc68741ca87c701d8eaee3c8,e2bb7bb9f4ad6cae2c7d13362ac61479fb861a291e2c8bf6440c703b9ae52903,,ctls,investors.makemytrip.com,443,https://investors.makemytrip.com:443,https,cloudflare,text/html,GET,162.159.129.11,/,-696563584,2606:4700:7::a29f:810b,Microsoft ASP.NET,1063,False,,cloudflare,True,,https://investors.makemytrip.com/investors/overview/default.aspx
jarvis.makemytrip.com,MakeMyTrip,200,172210,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,jarvis.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,jarvis.makemytrip.com,443,https://jarvis.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,2.16.187.58,/,-390024863,2a02:26f0:480:c::210:f19d,,477,False,,,,,
juggler.makemytrip.com,MakeMyTrip,200,260611,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,juggler.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,juggler.makemytrip.com,443,https://juggler.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,2.16.187.58,/,-2040698624,2a02:26f0:480:c::210:f19c,,457,False,,,,,
loyaltywebservices.makemytrip.com,MakeMyTrip,200,260611,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,loyaltywebservices.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,loyaltywebservices.makemytrip.com,443,https://loyaltywebservices.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,2.16.187.154,/,-2040698624,2a02:26f0:480:c::210:f19d,,457,False,,,,,
lyncdiscover.makemytrip.com,,404,75,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,52.113.192.0/23,lyncdiscover.makemytrip.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,2023-03-28T19:00:19Z,2024-03-22T19:00:19Z,"CN=sipfed.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",sipfed.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,6e32f8be92e2cf4aff781cff883f13f7,c7f7a0fb5d80892059f25bab5abeb7ffbef9ec512abd9475cf96c0bacc21d3c7,True,ctls,lyncdiscover.makemytrip.com,443,https://lyncdiscover.makemytrip.com:443,https,RTC/7.0,text/plain,GET,52.112.193.13,/,-1326853754,2603:1027::b,HSTS,4,False,,,,,
m-securepay.makemytrip.com,403 Forbidden,403,318,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,m-securepay.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-11-03T00:00:00Z,2023-11-03T23:59:59Z,"CN=m-securepay.makemytrip.com, O=MAKEMYTRIP (INDIA) PRIVATE LIMITED, L=Gurugram, ST=Haryana, C=IN, serialNumber=090846, businessCategory=Private Organization, jurisdictionCountry=IN, businessCategory=Private Organization, jurisdictionCountry=IN",m-securepay.makemytrip.com,MAKEMYTRIP (INDIA) PRIVATE LIMITED,c-securepay.makemytrip.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,397a71671389a40be071fe32f6ba8cc3,a3c8790f0d38c18e83e46b7f3ec03bca6aa4812f04d4be7cf64d3db34188e61b,,ctls,m-securepay.makemytrip.com,443,https://m-securepay.makemytrip.com:443,https,Apache,text/html,GET,2.17.182.50,/,-780928015,2a02:26f0:1700:798::86e,Apache,10,False,,,,,
mailmktg.makemytrip.com,HealthCheck URI,200,109,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,mailmktg.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,mailmktg.makemytrip.com,443,https://mailmktg.makemytrip.com:443,https,nginx/1.8.1,text/html,GET,2.16.187.154,/,-1347101548,2a02:26f0:480:c::210:f19c,Nginx:1.8.1,9,False,,,,,
mapi.makemytrip.com,Site Maintenance,200,1266,AS20940,AKAMAI-ASN1,NL,23.8.0.0/13,mapi.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,mapi.makemytrip.com,443,https://mapi.makemytrip.com:443,https,nginx/1.20.1,text/html,GET,23.3.88.177,/,-1601639585,2a02:26f0:480:c::210:f19c,Nginx:1.20.1,1,False,,,,,
metro.makemytrip.com,MakeMyTrip,200,260611,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,metro.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,metro.makemytrip.com,443,https://metro.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,2.16.187.154,/,-2040698624,2a02:26f0:480:c::210:f19d,,457,False,,,,,
