input,title,status_code,content_length,port,url,scheme,webserver,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,tls_wildcard_certificate,csp_domains_,tls_subject_org_,cdn_name,cdn,tls_mismatched
*.intercom-chat.com,,403,243,443,https://intercom-chat.com:443,https,AmazonS3,application/xml,GET,18.66.112.92,/,-1827485258,,18.66.112.114,HTTP/3,2,False,intercom-chat.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-10-15T23:59:59Z,CN=intercom-chat.com,intercom-chat.com,*.messenger.intercom-chat.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9a44e1f9527a7a0881d773c1e6ce7b82,f5f122bfd3d64906a737d1ce7b3c94daf1da57145d218418a0266ed77cbc0472,ctls,intercom-chat.com,True,,,cloudfront,True,
*.messenger.intercom-chat.com,,403,243,443,https://messenger.intercom-chat.com:443,https,AmazonS3,application/xml,GET,18.66.112.89,/,-1281416425,,18.66.112.92,HTTP/3,2,False,messenger.intercom-chat.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-10-15T23:59:59Z,CN=intercom-chat.com,intercom-chat.com,*.messenger.intercom-chat.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9a44e1f9527a7a0881d773c1e6ce7b82,f5f122bfd3d64906a737d1ce7b3c94daf1da57145d218418a0266ed77cbc0472,ctls,messenger.intercom-chat.com,True,,,cloudfront,True,
*.tiles.mapbox.com,"Maps, geocoding, and navigation APIs & SDKs | Mapbox",200,223817,80,http://tiles.mapbox.com:80,http,,text/html,GET,199.232.192.143,/,71544021,https://www.mapbox.com,199.232.196.143,Webflow,2201,False,www.mapbox.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-27T22:42:13Z,2023-10-29T22:42:12Z,CN=www.mapbox.com,www.mapbox.com,www.mapbox.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q3, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q3,GlobalSign nv-sa,73a43d4f038cdb00bd4fa9f650f62444,c5fa624e111e897adc6c5555b352ae5527cca50157f8cb61903eb8fd8aca9ed9,ctls,www.mapbox.com,,,,fastly,True,
41jxc99l8s-android-8-2-0.mobile-sdk-api.intercom.io,Making Internet Business Personal | Intercom,200,266399,443,https://41jxc99l8s-android-8-2-0.mobile-sdk-api.intercom.io:443,https,nginx,text/html,GET,52.86.133.128,/,-1840324437,https://www.intercom.com/,34.197.199.101,Nginx,12,False,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,ctls,www.intercom.com,True,*.mktoutil.com,,,,
5ejbnrs2-android-0-9-3-1.mobile-sdk-api.intercom.io,Making Internet Business Personal | Intercom,200,969181,443,https://5ejbnrs2-android-0-9-3-1.mobile-sdk-api.intercom.io:443,https,nginx,text/html,GET,52.86.133.128,/,-1840324437,https://www.intercom.com/,34.197.199.101,Nginx,12,False,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,ctls,www.intercom.com,True,https://api.mutinyhq.io/v2,,,,
9rijwk1f-android-2-5-0.mobile-sdk-api.intercom.io,Making Internet Business Personal | Intercom,200,969191,443,https://9rijwk1f-android-2-5-0.mobile-sdk-api.intercom.io:443,https,nginx,text/html,GET,52.86.133.128,/,-1840324437,https://www.intercom.com/,34.197.199.101,Nginx,12,False,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,ctls,www.intercom.com,True,tracking.chilipiper.com,,,,
9rijwk1f-android-3-2-3.mobile-sdk-api.intercom.io,Making Internet Business Personal | Intercom,200,969202,443,https://9rijwk1f-android-3-2-3.mobile-sdk-api.intercom.io:443,https,nginx,text/html,GET,34.197.199.101,/,-1840324437,https://www.intercom.com/,52.86.133.128,Nginx,12,False,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,ctls,www.intercom.com,True,ipv6.6sc.co,,,,
9rijwk1f-android-4-1-3-0.mobile-sdk-api.intercom.io,Making Internet Business Personal | Intercom,200,969185,443,https://9rijwk1f-android-4-1-3-0.mobile-sdk-api.intercom.io:443,https,nginx,text/html,GET,52.86.133.128,/,-1840324437,https://www.intercom.com/,34.197.199.101,Nginx,12,False,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,ctls,www.intercom.com,True,rtp-static.marketo.com,,,,
a1pq327c-android-4-1-1.mobile-sdk-api.intercom.io,Making Internet Business Personal | Intercom,200,969128,443,https://a1pq327c-android-4-1-1.mobile-sdk-api.intercom.io:443,https,nginx,text/html,GET,52.86.133.128,/,-1840324437,https://www.intercom.com/,34.197.199.101,Nginx,12,False,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,ctls,www.intercom.com,True,cdn.linkedin.oribi.io,,,,
antivirus.booking-api-pgvu23cp-ios-2-4.mobile-sdk-api.intercom.io,Making Internet Business Personal | Intercom,200,969149,443,https://antivirus.booking-api-pgvu23cp-ios-2-4.mobile-sdk-api.intercom.io:443,https,nginx,text/html,GET,34.197.199.101,/,-1840324437,https://www.intercom.com/,52.86.133.128,Nginx,12,False,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,ctls,www.intercom.com,True,static.hotjar.com,,,,
