input,title,status_code,content_length,port,url,scheme,webserver,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,tls_wildcard_certificate,csp_domains_,tls_subject_org_,cdn_name,cdn,tls_mismatched
antivirus.booking-apiawv0n6r-ios-10-4.mobile-sdk-api.intercom.io,Making Internet Business Personal | Intercom,200,969197,443,https://antivirus.booking-apiawv0n6r-ios-10-4.mobile-sdk-api.intercom.io:443,https,nginx,text/html,GET,34.197.199.101,/,-1840324437,https://www.intercom.com/,52.86.133.128,Nginx,12,False,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,ctls,www.intercom.com,True,258-clw-344.mktoresp.com,,,,
antivirus1-rkp9r87w-android.mobile-sdk-api.intercom.io,Making Internet Business Personal | Intercom,200,969198,443,https://antivirus1-rkp9r87w-android.mobile-sdk-api.intercom.io:443,https,nginx,text/html,GET,52.86.133.128,/,-1840324437,https://www.intercom.com/,34.197.199.101,Nginx,12,False,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,ctls,www.intercom.com,True,www.intercom-reporting.com,,,,
api-iam.au.intercom.io,Making Internet Business Personal | Intercom,200,969159,80,http://api-iam.au.intercom.io:80,http,nginx,text/html,GET,3.105.195.22,/,-1840324437,https://www.intercom.com/,13.236.20.252,Nginx,12,False,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,ctls,www.intercom.com,True,https://client-registry.mutinycdn.com,,,,
api-iam.eu.intercom.io,Making Internet Business Personal | Intercom,200,969136,443,https://api-iam.eu.intercom.io:443,https,nginx,text/html,GET,99.81.24.68,/,-1840324437,https://www.intercom.com/,54.76.150.118,Nginx,12,False,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,ctls,www.intercom.com,True,abrtp1-cdn.marketo.com,,,,
api-iam.intercom.io,Making Internet Business Personal | Intercom,200,969182,443,https://api-iam.intercom.io:443,https,nginx,text/html,GET,52.87.100.101,/,-1840324437,https://www.intercom.com/,44.211.195.229,Nginx,12,False,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,ctls,www.intercom.com,True,https://assets.ctfassets.net,,,,
api-ping.intercom.io,Making Internet Business Personal | Intercom,200,969067,443,https://api-ping.intercom.io:443,https,nginx,text/html,GET,50.16.210.222,/,-1840324437,https://www.intercom.com/,107.22.31.116,Nginx,12,False,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,ctls,www.intercom.com,True,px.ads.linkedin.com,,,,
api.au.intercom.io,Making Internet Business Personal | Intercom,200,969174,80,http://api.au.intercom.io:80,http,nginx,text/html,GET,52.63.34.19,/,-1840324437,https://www.intercom.com/,13.236.20.252,Nginx,12,False,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,ctls,www.intercom.com,True,script.hotjar.io,,,,
api.stripe.com,,404,361,443,https://api.stripe.com:443,https,nginx,application/json,GET,34.241.202.139,/,-2122229022,,34.241.54.72,Nginx,7,False,api.stripe.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-28T00:00:00Z,2023-07-27T23:59:59Z,"CN=api.stripe.com, O=Stripe\, Inc, L=San Francisco, ST=California, C=US, serialNumber=4675506, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",api.stripe.com,api.stripe.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,ddd6b7df91a0d8e45c143cb6251c753d,2ceb66853097cf594fcedadfe3373535fdb7ba5a0d328bcd34ab20075a0d3873,ctls,api.stripe.com,,,"Stripe, Inc",,,
api.tiles.mapbox.com,,200,16,443,https://api.tiles.mapbox.com:443,https,CloudFront,,GET,13.224.191.114,/,-1840324437,,13.224.191.114,Amazon Web Services,1,False,api.tiles.mapbox.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-04T23:59:59Z,CN=api.mapbox.com,api.mapbox.com,d.api.mapbox.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16d99d8a326184881bfa4485cf3416ab,082025318d715ef6d9b6c0c4b60ed36c3ce6f52b4fdbf3e64e33122beeb982f0,ctls,api.tiles.mapbox.com,,,,cloudfront,True,
app-ab27.marketo.com,Just a moment...,403,7147,443,https://app-ab27.marketo.com:443,https,cloudflare,text/html,GET,104.16.93.80,/,1215898810,,104.16.96.80,Cloudflare Bot Management,87,False,app-ab27.marketo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=app-ab27.marketo.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",app-ab27.marketo.com,app-ab27.marketo.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1b9d150d787870cafb23b7c3f52f3c4f,d4d78ca4f38e18e1018243f9f85318f21c1bcd859c0ef9be573a9c7e692caed1,ctls,app-ab27.marketo.com,,,"Cloudflare, Inc.",cloudflare,True,
app-sjqe.marketo.com,Login | Marketo,200,15642,443,https://app-sjqe.marketo.com:443,https,cloudflare,text/html,GET,104.17.99.130,/,-1470948300,,104.17.101.130,HSTS,376,False,app-sjqe.marketo.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2022-09-07T00:00:00Z,2023-09-07T23:59:59Z,"CN=app-sjqe.marketo.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",app-sjqe.marketo.com,app-sjqe.marketo.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",bbb176e6c26ed75e3f84586b211068ff,fd8d1d486259dd15d7cafa4c4361d8c22909615b0e3597463969b6b85b24f402,ctls,app-sjqe.marketo.com,,https://*.marketo.com,"Cloudflare, Inc.",cloudflare,True,
app-sjst.marketo.com,Just a moment...,403,7114,443,https://app-sjst.marketo.com:443,https,cloudflare,text/html,GET,104.16.94.80,/,-1303632207,,104.16.96.80,Cloudflare Bot Management,87,False,app-sjst.marketo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=app-sjst.marketo.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",app-sjst.marketo.com,app-sjst.marketo.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f350079b3fcd28100c2a2677e3b5da66,e27bc2b85a1f18954e9efe749e70cff984d578ea15f4e76d69d4b168a3136e40,ctls,app-sjst.marketo.com,,,"Cloudflare, Inc.",cloudflare,True,
app.eu.intercom.com,Intercom | The easiest way to see and talk to your users,200,11665,80,http://app.eu.intercom.com:80,http,nginx,text/html,GET,99.81.24.68,/,-1840324437,https://app.eu.intercom.com/admins/sign_in,63.34.164.219,Ruby on Rails,236,False,app.eu.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T00:00:00Z,2024-06-07T23:59:59Z,CN=*.eu.intercom.io,*.eu.intercom.io,*.intercom-clicks.eu,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1eee4a9e8cfeefc760fd1f82e1cdeef7,c240f5f3b0b1a17c11765a6f1788972ddc95e4eea4b0b3da3c8d042e7ab78199,ctls,app.eu.intercom.com,True,www.zuora.com,,,,True
app.intercom.com,Intercom | The easiest way to see and talk to your users,200,12148,443,https://app.intercom.com:443,https,nginx,text/html,GET,3.217.115.14,/,-1840324437,https://app.intercom.com/admins/sign_in,34.201.238.158,Ruby on Rails,245,False,app.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-05-10T23:59:59Z,CN=*.intercom.com,*.intercom.com,intr.cm,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c0951bf8e99caddb8b5fb0a86acd849a,8bb4b251f6aa931b7ca267c21ae35bffa2ce16bf2a329c060ff773b643a91397,ctls,app.intercom.com,True,static.segment.com,,,,
app.intercom.io,Intercom | The easiest way to see and talk to your users,200,12148,443,https://app.intercom.io:443,https,nginx,text/html,GET,54.87.122.167,/,-1840324437,https://app.intercom.com/admins/sign_in,3.221.40.136,Ruby on Rails,245,False,app.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-05-10T23:59:59Z,CN=*.intercom.com,*.intercom.com,intr.cm,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c0951bf8e99caddb8b5fb0a86acd849a,8bb4b251f6aa931b7ca267c21ae35bffa2ce16bf2a329c060ff773b643a91397,ctls,app.intercom.com,True,web.facebook.com,,,,
atg-pg-catalog-stagingdb01-sjc1.mobile-sdk-api.intercom.io,Making Internet Business Personal | Intercom,200,969183,443,https://atg-pg-catalog-stagingdb01-sjc1.mobile-sdk-api.intercom.io:443,https,nginx,text/html,GET,34.197.199.101,/,-1840324437,https://www.intercom.com/,52.86.133.128,Nginx,12,False,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,ctls,www.intercom.com,True,distillery-main.wistia.com,,,,
b2r065l4-ios.mobile-sdk-api.intercom.io,Making Internet Business Personal | Intercom,200,969108,443,https://b2r065l4-ios.mobile-sdk-api.intercom.io:443,https,nginx,text/html,GET,34.197.199.101,/,-1840324437,https://www.intercom.com/,52.86.133.128,Nginx,12,False,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,ctls,www.intercom.com,True,px4.ads.linkedin.com,,,,
b6ma41m3-ios-1-4-4.mobile-sdk-api.intercom.io,Making Internet Business Personal | Intercom,200,969180,443,https://b6ma41m3-ios-1-4-4.mobile-sdk-api.intercom.io:443,https,nginx,text/html,GET,34.197.199.101,/,-1840324437,https://www.intercom.com/,52.86.133.128,Nginx,12,False,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,ctls,www.intercom.com,True,snap.licdn.com,,,,
b7jijf0t-android.mobile-sdk-api.intercom.io,Making Internet Business Personal | Intercom,200,266428,443,https://b7jijf0t-android.mobile-sdk-api.intercom.io:443,https,nginx,text/html,GET,52.86.133.128,/,-1840324437,https://www.intercom.com/,34.197.199.101,Nginx,12,False,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,ctls,www.intercom.com,True,*.mktoutil.com,,,,
beta-fr.mobile-sdk-api.intercom.io,Making Internet Business Personal | Intercom,200,969172,443,https://beta-fr.mobile-sdk-api.intercom.io:443,https,nginx,text/html,GET,34.197.199.101,/,-1840324437,https://www.intercom.com/,52.86.133.128,Nginx,12,False,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,ctls,www.intercom.com,True,staticxx.facebook.com,,,,
billing-internal.intercomcdn.com,,403,243,443,https://billing-internal.intercomcdn.com:443,https,AmazonS3,application/xml,GET,13.225.239.97,/,285546686,,13.225.239.7,HTTP/3,2,False,billing-internal.intercomcdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-01-29T23:59:59Z,CN=*.intercomcdn.com,*.intercomcdn.com,*.intercomcdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f95b60c97316f403728b1c96679e6b5b,710d11668eee2865e5441f7650219a51966fefbff87b50788ddb8e9b444fa9a2,ctls,billing-internal.intercomcdn.com,True,,,cloudfront,True,
blog.intercom.io,"The Intercom Blog - Articles on Customer Support, Product & more",200,142740,443,https://blog.intercom.io:443,https,Pagely-ARES/1.10.28,text/html,GET,108.138.17.62,/,-1840324437,https://www.intercom.com/blog/,108.138.17.22,Yoast SEO:20.4,1772,False,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,ctls,www.intercom.com,True,,,cloudfront,True,
booking-apiawv0n6r-ios-10-4.mobile-sdk-api.intercom.io,Making Internet Business Personal | Intercom,200,969103,443,https://booking-apiawv0n6r-ios-10-4.mobile-sdk-api.intercom.io:443,https,nginx,text/html,GET,34.197.199.101,/,-1840324437,https://www.intercom.com/,52.86.133.128,Nginx,12,False,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,ctls,www.intercom.com,True,public-trace-http-intake.logs.datadoghq.com,,,,
booking-apij71pnmws-ios.mobile-sdk-api.intercom.io,Making Internet Business Personal | Intercom,200,969127,443,https://booking-apij71pnmws-ios.mobile-sdk-api.intercom.io:443,https,nginx,text/html,GET,34.197.199.101,/,-1840324437,https://www.intercom.com/,52.86.133.128,Nginx,12,False,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,ctls,www.intercom.com,True,https://www.googletagmanager.com,,,,
bw0jknvf-android-1-9-1.mobile-sdk-api.intercom.io,Making Internet Business Personal | Intercom,200,266413,443,https://bw0jknvf-android-1-9-1.mobile-sdk-api.intercom.io:443,https,nginx,text/html,GET,34.197.199.101,/,-1840324437,https://www.intercom.com/,52.86.133.128,Nginx,12,False,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,ctls,www.intercom.com,True,app.intercom.io,,,,
bx6ssdy0-android.mobile-sdk-api.intercom.io,Making Internet Business Personal | Intercom,200,969149,443,https://bx6ssdy0-android.mobile-sdk-api.intercom.io:443,https,nginx,text/html,GET,34.197.199.101,/,-1840324437,https://www.intercom.com/,52.86.133.128,Nginx,12,False,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,ctls,www.intercom.com,True,api-iam.intercom.io,,,,
