new,host,a,soa,status_code,cname,mx,txt,cdn,cdn-name,has_internal_ips,internal_ips,ns,aaaa
,renaultclio.walla.co.il,"13.224.189.119, 13.224.189.105, 13.224.189.16, 13.224.189.65","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,"ns-104.awsdns-13.com, ns-1086.awsdns-07.org, ns-1595.awsdns-07.co.uk, ns-992.awsdns-60.net",
,ronit-farm.mazaltov.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,mazaltov.walla.co.il,"aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, m6iak2a5ig7bsc7xagj7xvlhyzbmnpqrqyav5zqmy7d5k5ykkdoq.mx-verification.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com",koq55si4gs1utm77593oc62h9c,,,,,,
,roshhashana2020.walla.co.il,"18.173.233.13, 18.173.233.124, 18.173.233.11, 18.173.233.117","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,rss.walla.co.il,"13.224.189.16, 13.224.189.119, 13.224.189.105, 13.224.189.65","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,rsw28-1-rtm.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,safedriving.walla.co.il,"18.244.146.114, 18.244.146.98, 18.244.146.39, 18.244.146.89","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,safesummer.walla.co.il,"13.224.189.119, 13.224.189.16, 13.224.189.65, 13.224.189.105","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,saharhogen.walla.co.il,"99.84.191.24, 99.84.191.90, 99.84.191.64, 99.84.191.47","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,salvador.mazaltov.walla.co.il,213.8.166.57,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,mazaltov.walla.co.il,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, m6iak2a5ig7bsc7xagj7xvlhyzbmnpqrqyav5zqmy7d5k5ykkdoq.mx-verification.google.com",koq55si4gs1utm77593oc62h9c,,,,,,
,samsungfe.walla.co.il,"18.65.39.110, 18.65.39.108, 18.65.39.28, 18.65.39.128","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,school-origin.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,secure.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,"v=spf1 a mx include:spfa.walla.co.il include:spfb.walla.co.il include:spfc.walla.co.il include:spfd.walla.co.il include:mymarketing.co.il include:activetrail.com ~all, google-site-verification=lfn3xxrwzpvqwmco374pcqweanqtat",,,,,,
,sgjzdfhjgh.walla.co.il,"13.225.78.35, 13.225.78.70, 13.225.78.17, 13.225.78.115","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,shavuot.walla.co.il,"13.224.189.65, 13.224.189.16, 13.224.189.119, 13.224.189.105","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,"ns-104.awsdns-13.com, ns-1086.awsdns-07.org, ns-1595.awsdns-07.co.uk, ns-992.awsdns-60.net",
,shekem.walla.co.il,"52.222.214.84, 52.222.214.117, 52.222.214.2, 52.222.214.71","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,shnaiderbruk.mazaltov.walla.co.il,213.8.166.57,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,mazaltov.walla.co.il,"alt2.aspmx.l.google.com, aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, m6iak2a5ig7bsc7xagj7xvlhyzbmnpqrqyav5zqmy7d5k5ykkdoq.mx-verification.google.com, alt1.aspmx.l.google.com",koq55si4gs1utm77593oc62h9c,,,,,,
,showbiztip.walla.co.il,"13.224.189.119, 13.224.189.105, 13.224.189.16, 13.224.189.65","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,silvivivi.mazaltov.walla.co.il,213.8.166.57,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,mazaltov.walla.co.il,"alt2.aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, m6iak2a5ig7bsc7xagj7xvlhyzbmnpqrqyav5zqmy7d5k5ykkdoq.mx-verification.google.com, aspmx.l.google.com, alt1.aspmx.l.google.com",koq55si4gs1utm77593oc62h9c,,,,,,
,singles.walla.co.il,"18.65.82.59, 18.65.82.86, 18.65.82.90, 18.65.82.116","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,slb1-74-pda.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,slb3-1-lba.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,smtp.walla.co.il,"34.251.225.74, 52.50.212.231","ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,smtp-lb-6944d4bae544ea1c.elb.eu-west-1.amazonaws.com,,,,,,,,
,sogrim.walla.co.il,"18.65.39.108, 18.65.39.28, 18.65.39.110, 18.65.39.128","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,spark.mazaltov.walla.co.il,213.8.166.57,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,mazaltov.walla.co.il,"m6iak2a5ig7bsc7xagj7xvlhyzbmnpqrqyav5zqmy7d5k5ykkdoq.mx-verification.google.com, alt3.aspmx.l.google.com, aspmx.l.google.com, alt2.aspmx.l.google.com, alt4.aspmx.l.google.com, alt1.aspmx.l.google.com",koq55si4gs1utm77593oc62h9c,,,,,,
,specials.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,"google-site-verification=lfn3xxrwzpvqwmco374pcqweanqtat, v=spf1 a mx include:spfa.walla.co.il include:spfb.walla.co.il include:spfc.walla.co.il include:spfd.walla.co.il include:mymarketing.co.il include:activetrail.com ~all",,,,,,
,spfb.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,v=spf1 a mx ip4:68.232.156.175 ip4:68.232.156.183 ip4:68.232.156.190 ip4:68.232.156.251 ip4:68.232.156.42 ip4:68.232.156.43 ip4:68.232.156.47 ip4:68.232.156.53 ip4:68.232.156.62 ip4:68.232.159.226 ip4:68.232.159.228 ~all,,,,,,
,spfc.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,v=spf1 a mx ip4:68.232.159.231 ip4:68.232.159.231 ip4:68.232.159.232 ip4:68.232.159.240 ip4:68.232.159.253 ip4:68.232.159.63 ip4:216.71.156.13 ip4:216.71.156.153 ip4:216.71.156.16 ip4:216.71.156.170 ip4:216.71.156.171 ~all,,,,,"ns-104.awsdns-13.com, ns-1086.awsdns-07.org, ns-1595.awsdns-07.co.uk, ns-992.awsdns-60.net",
,stage-new.walla.co.il,"13.226.153.114, 13.226.153.57, 13.226.153.121, 13.226.153.37","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,stage.mazaltov.walla.co.il,213.8.166.57,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,starkist.walla.co.il,"108.138.51.117, 108.138.51.7, 108.138.51.88, 108.138.51.96","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,static.walla.co.il,"13.224.189.65, 13.224.189.16, 13.224.189.105, 13.224.189.119","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,stockshow.walla.co.il,"52.222.214.2, 52.222.214.84, 52.222.214.71, 52.222.214.117","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,stories-en.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,story.mazaltov.walla.co.il,213.8.166.57,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,mazaltov.walla.co.il,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, m6iak2a5ig7bsc7xagj7xvlhyzbmnpqrqyav5zqmy7d5k5ykkdoq.mx-verification.google.com",koq55si4gs1utm77593oc62h9c,,,,,,
,stylenews.walla.co.il,"18.65.39.128, 18.65.39.108, 18.65.39.28, 18.65.39.110","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,stylenews3.walla.co.il,"18.244.114.19, 18.244.114.104, 18.244.114.120, 18.244.114.68","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,summer.walla.co.il,"65.9.55.56, 65.9.55.21, 65.9.55.85, 65.9.55.72","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,tags.walla.co.il,"13.224.189.65, 13.224.189.105, 13.224.189.119, 13.224.189.16","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,google-site-verification=E3LNX-yjeJEcriJ7x7XwcW8HdmJP0ViNR-uLZM-oQ-I,True,cloudfront,,,,
,tapuchips.walla.co.il,"13.224.189.119, 13.224.189.105, 13.224.189.16, 13.224.189.65","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,"ns-104.awsdns-13.com, ns-1086.awsdns-07.org, ns-1595.awsdns-07.co.uk, ns-992.awsdns-60.net",
,tasim.walla.co.il,"13.224.189.105, 13.224.189.65, 13.224.189.119, 13.224.189.16","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,teachingdifferent.walla.co.il,"18.173.233.13, 18.173.233.117, 18.173.233.11, 18.173.233.124","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,team-office-b2bmy-oceania.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,tel-ya.mazaltov.walla.co.il,213.8.166.57,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,thechange.walla.co.il,"13.224.189.16, 13.224.189.65, 13.224.189.105, 13.224.189.119","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,theselected.walla.co.il,"18.154.227.96, 18.154.227.47, 18.154.227.40, 18.154.227.50","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,thetop.walla.co.il,"13.224.189.119, 13.224.189.16, 13.224.189.65, 13.224.189.105","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,tickets.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,"v=spf1 a mx include:spfa.walla.co.il include:spfb.walla.co.il include:spfc.walla.co.il include:spfd.walla.co.il include:mymarketing.co.il include:activetrail.com ~all, google-site-verification=lfn3xxrwzpvqwmco374pcqweanqtat",,,,,,
,timetracker.school.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,tor112-158-pdb.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,tor147-207-pda.demo.walla.co.il,"10.30.11.26, 10.30.12.94, 10.30.10.226","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"10.30.11.26, 10.30.12.94, 10.30.10.226",,
,tor213-353-pdb.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,"ns-104.awsdns-13.com, ns-1086.awsdns-07.org, ns-1595.awsdns-07.co.uk, ns-992.awsdns-60.net",
,tor309-435-pda.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,tor318-350-gre.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,tor34-94-pdb.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,tor402-464-pdb.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,tor49-47-pda.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,tothesouth.walla.co.il,"13.224.189.119, 13.224.189.16, 13.224.189.65, 13.224.189.105","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,translate.walla.co.il,"18.65.39.108, 18.65.39.28, 18.65.39.128, 18.65.39.110","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,turkish.walla.co.il,"18.244.114.68, 18.244.114.104, 18.244.114.19, 18.244.114.120","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,unionhorizon.walla.co.il,"65.9.55.8, 65.9.55.72, 65.9.55.85, 65.9.55.57","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,uploadsadminalt-auth-antiviruspre.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,us-west-1.demo.walla.co.il,"10.30.11.26, 10.30.10.226, 10.30.12.94","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"10.30.11.26, 10.30.10.226, 10.30.12.94","ns-104.awsdns-13.com, ns-1086.awsdns-07.org, ns-1595.awsdns-07.co.uk, ns-992.awsdns-60.net",
,v2customers-v1-sales.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,valentines-day.walla.co.il,"108.138.217.20, 108.138.217.32, 108.138.217.21, 108.138.217.106","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,vehiclerelay.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,vipuser-error-serviceoceania-mx.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,viva.walla.co.il,"13.224.189.119, 13.224.189.65, 13.224.189.16, 13.224.189.105","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,google-site-verification=1cAhprTAE1hom0Bo3bcTau_5hlGLcDChUHxjDUm1U0A,True,cloudfront,,,,
,vod.walla.co.il,"13.224.189.65, 13.224.189.105, 13.224.189.119, 13.224.189.16","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,google-site-verification=gIljX56ZafCpIgttO_zainOhGC6_UW7yOCUow2B6qB0,True,cloudfront,,,,
,vpn-config-production.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,walla-core-staging.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,"google-site-verification=lfn3xxrwzpvqwmco374pcqweanqtat, v=spf1 a mx include:spfa.walla.co.il include:spfb.walla.co.il include:spfc.walla.co.il include:spfd.walla.co.il include:mymarketing.co.il include:activetrail.com ~all",,,,,,
,wallatov.walla.co.il,"65.9.55.71, 65.9.55.72, 65.9.55.40, 65.9.55.106","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,weather.walla.co.il,"13.224.189.65, 13.224.189.119, 13.224.189.16, 13.224.189.105","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,google-site-verification=wHgz7FzJSx_9ORCiIOisE3LMvx-feiRuiQ_am2xIwEU,True,cloudfront,,,,
,webx2proxy73host.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,"ns-104.awsdns-13.com, ns-1086.awsdns-07.org, ns-1595.awsdns-07.co.uk, ns-992.awsdns-60.net",
,widget.walla.co.il,"18.154.63.100, 18.154.63.69, 18.154.63.25, 18.154.63.4","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,wiki-serviceoceania-mx.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,women.walla.co.il,"18.65.39.110, 18.65.39.128, 18.65.39.108, 18.65.39.28","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,fashion.walla.co.il,,google-site-verification=Lae3pTUhuvEzZScd3Gad5fxLuqbwWJ0iHXKMbpTpLk8,True,cloudfront,,,,
,ws-cdn.walla.co.il,"108.138.7.48, 108.138.7.82, 108.138.7.99, 108.138.7.9","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,ws.vod.walla.co.il,"52.222.139.4, 52.222.139.127, 52.222.139.110, 52.222.139.42","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,www.dominos.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,"v=spf1 a mx include:spfa.walla.co.il include:spfb.walla.co.il include:spfc.walla.co.il include:spfd.walla.co.il include:mymarketing.co.il include:activetrail.com ~all, google-site-verification=lfn3xxrwzpvqwmco374pcqweanqtat",,,,,,
,www.fashionicons.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,"google-site-verification=lfn3xxrwzpvqwmco374pcqweanqtat, v=spf1 a mx include:spfa.walla.co.il include:spfb.walla.co.il include:spfc.walla.co.il include:spfd.walla.co.il include:mymarketing.co.il include:activetrail.com ~all",,,,,,
,www.fbssl.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,www.glglz.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,"google-site-verification=lfn3xxrwzpvqwmco374pcqweanqtat, v=spf1 a mx include:spfa.walla.co.il include:spfb.walla.co.il include:spfc.walla.co.il include:spfd.walla.co.il include:mymarketing.co.il include:activetrail.com ~all",,,,,,
,www.ins.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,"google-site-verification=lfn3xxrwzpvqwmco374pcqweanqtat, v=spf1 a mx include:spfa.walla.co.il include:spfb.walla.co.il include:spfc.walla.co.il include:spfd.walla.co.il include:mymarketing.co.il include:activetrail.com ~all",,,,,,
,www.kzradio.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,"v=spf1 a mx include:spfa.walla.co.il include:spfb.walla.co.il include:spfc.walla.co.il include:spfd.walla.co.il include:mymarketing.co.il include:activetrail.com ~all, google-site-verification=lfn3xxrwzpvqwmco374pcqweanqtat",,,,,,
,www.school.walla.co.il,80.178.173.126,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,www.specials.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,"v=spf1 a mx include:spfa.walla.co.il include:spfb.walla.co.il include:spfc.walla.co.il include:spfd.walla.co.il include:mymarketing.co.il include:activetrail.com ~all, google-site-verification=lfn3xxrwzpvqwmco374pcqweanqtat",,,,,,
,www.walla.co.il,"13.32.208.90, 13.32.208.50, 13.32.208.3, 13.32.208.51","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,"google-site-verification=qRAIdUVZYyx6WgrAV9mzySiF79LDox2qSuBwVlc7Bg4, d2b54wn3e4bar0.cloudfront.net",True,cloudfront,,,,
,www.wallamobile.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,"google-site-verification=lfn3xxrwzpvqwmco374pcqweanqtat, v=spf1 a mx include:spfa.walla.co.il include:spfb.walla.co.il include:spfc.walla.co.il include:spfd.walla.co.il include:mymarketing.co.il include:activetrail.com ~all",,,,,,
,www.www.walla.co.il,"18.65.39.91, 18.65.39.120, 18.65.39.73, 18.65.39.122","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,www2.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,"google-site-verification=lfn3xxrwzpvqwmco374pcqweanqtat, v=spf1 a mx include:spfa.walla.co.il include:spfb.walla.co.il include:spfc.walla.co.il include:spfd.walla.co.il include:mymarketing.co.il include:activetrail.com ~all",,,,,,
,yarokkl.walla.co.il,"13.224.189.119, 13.224.189.65, 13.224.189.16, 13.224.189.105","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,yasalam.walla.co.il,"18.65.39.128, 18.65.39.108, 18.65.39.110, 18.65.39.28","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,"ns-104.awsdns-13.com, ns-1086.awsdns-07.org, ns-1595.awsdns-07.co.uk, ns-992.awsdns-60.net",
,yoarm.walla.co.il,,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,"google-site-verification=lfn3xxrwzpvqwmco374pcqweanqtat, v=spf1 a mx include:spfa.walla.co.il include:spfb.walla.co.il include:spfc.walla.co.il include:spfd.walla.co.il include:mymarketing.co.il include:activetrail.com ~all",,,,,,
,yoatzim.walla.co.il,"13.224.189.65, 13.224.189.16, 13.224.189.105, 13.224.189.119","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,yom-haatzmaut2020.walla.co.il,"13.224.189.119, 13.224.189.16, 13.224.189.65, 13.224.189.105","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,yoram-origin.walla.co.il,213.8.166.58,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,yoram.walla.co.il,"18.66.97.36, 18.66.97.72, 18.66.97.15, 18.66.97.9","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,yoter.yoram.walla.co.il,"18.160.18.119, 18.160.18.38, 18.160.18.47, 18.160.18.104","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,yotvatasauce.walla.co.il,"13.224.189.65, 13.224.189.105, 13.224.189.119, 13.224.189.16","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,zone.walla.co.il,"52.222.139.103, 52.222.139.46, 52.222.139.107, 52.222.139.19","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,zone2.walla.co.il,"52.222.139.19, 52.222.139.103, 52.222.139.107, 52.222.139.46","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,zone.walla.co.il,,,True,cloudfront,,,,
,zoom.walla.co.il,"18.244.114.19, 18.244.114.68, 18.244.114.120, 18.244.114.104","ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
