new,host,soa,status_code,a,txt,aaaa,cname,cdn,cdn-name,ns,has_internal_ips,internal_ips
[x],api.defibridge-convert-pl-708.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-708/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-710.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-715.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-719.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-734.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-758.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-758/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-773.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.36.142.62, 13.37.17.240","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-773/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-7782.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-792.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-792/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-797.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-797/defibridge-convert-api",,,,,"ns-1178.awsdns-19.org, ns-1678.awsdns-17.co.uk, ns-353.awsdns-44.com, ns-702.awsdns-23.net",,
[x],api.defibridge-convert-pl-825.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-825/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-828.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-828/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-829.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-convert-pl-830.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.36.142.62, 13.37.17.240, 13.37.172.42",,,,,,,,
[x],api.defibridge-convert-pl-892.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.36.142.62, 13.37.17.240",,,,,,,,
[x],api.defibridge-convert-pl-893.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.37.17.240, 13.36.142.62",,,,,,,,
[x],api.defibridge-convert-pl-897.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.17.240, 13.37.172.42, 13.36.142.62","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-897/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-901.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.36.142.62, 13.37.17.240, 13.37.172.42","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-901/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-903.codefi.network,,NOERROR,"13.37.172.42, 13.37.17.240, 13.36.142.62",,,,,,,,
[x],api.defibridge-convert-pl-906.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.36.142.62, 13.37.172.42, 13.37.17.240","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-906/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-911.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.37.17.240, 13.36.142.62","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-911/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-914.codefi.network,,NOERROR,"13.37.172.42, 13.37.17.240, 13.36.142.62",,,,,,"ns-1178.awsdns-19.org, ns-1678.awsdns-17.co.uk, ns-353.awsdns-44.com, ns-702.awsdns-23.net",,
[x],api.defibridge-convert-pl-917.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.36.142.62, 13.37.172.42, 13.37.17.240","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-917/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-925.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.36.142.62, 13.37.17.240","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-925/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-940.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.37.17.240, 13.36.142.62",,,,,,,,
[x],api.defibridge-convert-pl-944.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.37.17.240, 13.36.142.62","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-944/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-945.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.36.142.62, 13.37.17.240, 13.37.172.42",,,,,,,,
[x],api.defibridge-convert-pl-946.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.36.142.62, 13.37.17.240",,,,,,,,
[x],api.defibridge-convert-pl-947.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.36.142.62, 13.37.172.42, 13.37.17.240",,,,,,,,
[x],api.defibridge-convert-pl-948.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.36.142.62, 13.37.17.240, 13.37.172.42","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-948/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-99999.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-99999/defibridge-convert-api",,,,,,,
[x],api.defibridge-convert-pl-dev.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-lend-dev.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.17.240, 13.36.142.62, 13.37.172.42",,,,,,,,
[x],api.defibridge-lend-pl-00.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-00/defibridge-lend-api",,,,,,,
[x],api.defibridge-lend-pl-000.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.17.240, 13.37.172.42, 13.36.142.62",,,,,,"ns-1178.awsdns-19.org, ns-1678.awsdns-17.co.uk, ns-353.awsdns-44.com, ns-702.awsdns-23.net",,
[x],api.defibridge-lend-pl-0000.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-0000/defibridge-lend-api",,,,,,,
[x],api.defibridge-lend-pl-100.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-100/defibridge-lend-api",,,,,,,
[x],api.defibridge-lend-pl-1000.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.17.240, 13.36.142.62, 13.37.172.42",,,,,,,,
[x],api.defibridge-lend-pl-1001.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.36.142.62, 13.37.172.42, 13.37.17.240",,,,,,,,
[x],api.defibridge-lend-pl-1004.codefi.network,,NOERROR,"13.37.172.42, 13.36.142.62, 13.37.17.240",,,,,,,,
[x],api.defibridge-lend-pl-1008.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.17.240, 13.37.172.42, 13.36.142.62",,,,,,,,
[x],api.defibridge-lend-pl-101.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-lend-pl-1013.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.36.142.62, 13.37.17.240","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-1013/defibridge-lend-api",,,,,,,
[x],api.defibridge-lend-pl-1025.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.36.142.62, 13.37.172.42, 13.37.17.240","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-1025/defibridge-lend-api",,,,,,,
[x],api.defibridge-lend-pl-1038.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.37.17.240, 13.36.142.62","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-1038/defibridge-lend-api",,,,,,,
[x],api.defibridge-lend-pl-1045.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.36.142.62, 13.37.17.240",,,,,,,,
[x],api.defibridge-lend-pl-1047.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.37.17.240, 13.36.142.62","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-1047/defibridge-lend-api",,,,,,,
[x],api.defibridge-lend-pl-1048.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.36.142.62, 13.37.17.240, 13.37.172.42","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-1048/defibridge-lend-api",,,,,"ns-1178.awsdns-19.org, ns-1678.awsdns-17.co.uk, ns-353.awsdns-44.com, ns-702.awsdns-23.net",,
[x],api.defibridge-lend-pl-1056.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.36.142.62, 13.37.172.42, 13.37.17.240","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-1056/defibridge-lend-api",,,,,,,
[x],api.defibridge-lend-pl-1058.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.37.17.240, 13.36.142.62","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-1058/defibridge-lend-api",,,,,,,
[x],api.defibridge-lend-pl-1100.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.17.240, 13.37.172.42, 13.36.142.62","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-1100/defibridge-lend-api",,,,,,,
[x],api.defibridge-lend-pl-123.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.17.240, 13.37.172.42, 13.36.142.62",,,,,,,,
[x],api.defibridge-lend-pl-12345.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-lend-pl-2000.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.36.142.62, 13.37.17.240, 13.37.172.42",,,,,,,,
[x],api.defibridge-lend-pl-303.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-lend-pl-304.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-304/defibridge-lend-api",,,,,,,
[x],api.defibridge-lend-pl-306.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-306/defibridge-lend-api",,,,,,,
[x],api.defibridge-lend-pl-355.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.17.240, 13.36.142.62, 13.37.172.42",,,,,,,,
[x],api.defibridge-lend-pl-363.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.36.142.62, 13.37.17.240","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-363/defibridge-lend-api",,,,,,,
[x],api.defibridge-lend-pl-373.codefi.network,,NOERROR,"13.37.17.240, 13.37.172.42, 13.36.142.62","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-373/defibridge-lend-api",,,,,"ns-1178.awsdns-19.org, ns-1678.awsdns-17.co.uk, ns-353.awsdns-44.com, ns-702.awsdns-23.net",,
[x],api.defibridge-lend-pl-377.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.36.142.62, 13.37.172.42, 13.37.17.240",,,,,,"ns-1178.awsdns-19.org, ns-1678.awsdns-17.co.uk, ns-353.awsdns-44.com, ns-702.awsdns-23.net",,
[x],api.defibridge-lend-pl-381.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.37.17.240, 13.36.142.62",,,,,,,,
[x],api.defibridge-lend-pl-392.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"13.37.172.42, 13.37.17.240, 13.36.142.62",,,,,,,,
[x],api.defibridge-lend-pl-398.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-lend-pl-411.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-lend-pl-439.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-lend-pl-478.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-lend-pl-541.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-lend-pl-555.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.defibridge-lend-pl-558.codefi.network,,NOERROR,"13.37.17.240, 13.37.172.42, 13.36.142.62",,,,,,,,
[x],api.defibridge-lend-pl-897.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.doc-mgmt-api-ci-boilerplate-ephemeral-2.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.ophelia-pl-431.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.project-boston-dev.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-1013.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-1048.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-1056.codefi.network,,NOERROR,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/pl-1056/storage-api",,,,,,,
[x],api.storage-pl-527.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-607.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-610.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-611.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-617.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-625.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-630.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-634.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-648.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-653.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-654.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-664.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-666.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-670.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-673.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-684.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-685.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-686.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-687.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-688.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-689.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-691.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-693.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-695.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-697.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-701.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-702.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-703.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-710.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-711.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-715.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-719.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-758.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-778.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-7780.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-7781.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-7782.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-786.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-792.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-803.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-804.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-825.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-828.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-829.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-830.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-892.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-893.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-897.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-903.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-906.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-911.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-914.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-925.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-940.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-945.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-946.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-947.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage-pl-948.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.storage.codefi.network,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,api.storage.codefi.network.cdn.cloudflare.net,True,cloudflare,,,
[x],api.users-response-update.activate.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api2.metaswap.codefi.network,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,True,cloudflare,,,
[x],apm.us-east-2.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],app.staking-dev.codefi.network,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,True,cloudflare,,,
[x],app.staking-uat.codefi.network,"micah.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,True,cloudflare,,,
[x],app.staking.codefi.network,"micah.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,True,cloudflare,,,
[x],argocd.shared.codefi.network,"ns-944.awsdns-54.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],argocd.staking-dev.codefi.network,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,True,cloudflare,,,
[x],assets-paris-demo.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],assets-paris-dev.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],atlantis-va.shared.codefi.network,"ns-944.awsdns-54.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],auth.prodtech.codefi.network,"ns-979.awsdns-58.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],authenticate.centralus.az.staking.codefi.network,"micah.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,True,cloudflare,,,
[x],authenticate.dejure.codefi.network,"ns-1328.awsdns-38.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],authenticate.eu-north-1.aws.staking-uat.codefi.network,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,True,cloudflare,,,
[x],authenticate.eu-north-1.aws.staking.codefi.network,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,True,cloudflare,,,
[x],authenticate.eu-west-3.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],authenticate.japaneast.az.staking.codefi.network,"micah.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,True,cloudflare,,,
[x],authenticate.metafi-dev.codefi.network,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,True,cloudflare,,,
[x],authenticate.metaswap.codefi.network,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,True,cloudflare,,,
[x],authenticate.northeurope.az.staking-uat.codefi.network,"micah.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,True,cloudflare,,,
[x],authenticate.staking-dev.codefi.network,"vasilii.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,True,cloudflare,,,
[x],authenticate.staking-uat.codefi.network,"micah.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,True,cloudflare,,,
[x],authenticate.staking.codefi.network,"micah.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,True,cloudflare,,,
[x],authenticate.us-east-2.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],authorize.dejure.codefi.network,"ns-1328.awsdns-38.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],authorize.eu-west-3.codefi.network,"ns-353.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
