input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,cdn,csp_domains_,tls_subject_org_,tls_mismatched,tls_expired
301122314.standvirtual.com,Comprar e vender carros usados | Standvirtual,200,185744,301122314.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,301122314.standvirtual.com,cloudfront,443,https://301122314.standvirtual.com:443,https,openresty/1.21.4.1,text/html,GET,18.66.97.110,/,1588121925,https://301122314.standvirtual.com/inventory,18.66.97.62,React,29,False,True,,,,
317491g41.standvirtual.com,Comprar e vender carros usados | Standvirtual,200,131981,317491g41.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,317491g41.standvirtual.com,cloudfront,443,https://317491g41.standvirtual.com:443,https,openresty/1.21.4.1,text/html,GET,18.66.97.110,/,1952484028,https://317491g41.standvirtual.com/inventory,18.66.97.7,React,29,False,True,,,,
3376612g12.standvirtual.com,Comprar e vender carros usados | Standvirtual,200,131982,3376612g12.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,3376612g12.standvirtual.com,cloudfront,443,https://3376612g12.standvirtual.com:443,https,openresty/1.21.4.1,text/html,GET,18.66.97.62,/,298676241,https://3376612g12.standvirtual.com/inventory,18.66.97.7,React,29,False,True,,,,
34-208-14-95-pushcl.standvirtual.com,Comprar e vender carros usados | Standvirtual,200,185754,34-208-14-95-pushcl.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,34-208-14-95-pushcl.standvirtual.com,cloudfront,443,https://34-208-14-95-pushcl.standvirtual.com:443,https,openresty/1.21.4.1,text/html,GET,18.66.97.62,/,-1707684216,https://34-208-14-95-pushcl.standvirtual.com/inventory,18.66.97.110,React,29,False,True,,,,
3446270g20.standvirtual.com,Comprar e vender carros usados | Standvirtual,200,131982,3446270g20.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,3446270g20.standvirtual.com,cloudfront,443,https://3446270g20.standvirtual.com:443,https,openresty/1.21.4.1,text/html,GET,18.66.97.92,/,932932349,https://3446270g20.standvirtual.com/inventory,18.66.97.7,React,29,False,True,,,,
36af5ed0b5.standvirtual.com,Comprar e vender carros usados | Standvirtual,200,131982,36af5ed0b5.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,36af5ed0b5.standvirtual.com,cloudfront,443,https://36af5ed0b5.standvirtual.com:443,https,openresty/1.21.4.1,text/html,GET,18.66.97.110,/,-1708373940,https://36af5ed0b5.standvirtual.com/inventory,18.66.97.62,React,29,False,True,,,,
3861190g40.standvirtual.com,Comprar e vender carros usados | Standvirtual,200,131982,3861190g40.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,3861190g40.standvirtual.com,cloudfront,443,https://3861190g40.standvirtual.com:443,https,openresty/1.21.4.1,text/html,GET,18.66.97.110,/,1070536097,https://3861190g40.standvirtual.com/inventory,18.66.97.92,React,29,False,True,,,,
5avenida.imovirtual.com,Página não encontrada,404,82067,5avenida.imovirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-12T00:00:00Z,2024-04-09T23:59:59Z,CN=*.imovirtual.com,*.imovirtual.com,imovirtual.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6fff0b1c63ce8c52bdaa6680d66f5dd2,013ae7cfdd1059e9fe5896d792b6d59268ad3d83b298d1a2729aa89847980e7a,True,ctls,5avenida.imovirtual.com,cloudfront,443,https://5avenida.imovirtual.com:443,https,nginx,text/html,GET,18.66.112.118,/,725501581,,18.66.112.49,PHP,1208,False,True,fonts.googleapis.com,,,
64699-v4-bucket-7034005-98873-3.standvirtual.com,ERROR: The request could not be satisfied,403,919,64699-v4-bucket-7034005-98873-3.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,64699-v4-bucket-7034005-98873-3.standvirtual.com,cloudfront,80,http://64699-v4-bucket-7034005-98873-3.standvirtual.com:80,http,CloudFront,text/html,GET,18.66.97.62,/,205317340,https://64699-v4-bucket-7034005-98873-3.standvirtual.com/,18.66.97.7,Amazon Web Services,20,False,True,,,,
66-220-144-228.standvirtual.com,ERROR: The request could not be satisfied,403,919,66-220-144-228.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,66-220-144-228.standvirtual.com,cloudfront,80,http://66-220-144-228.standvirtual.com:80,http,CloudFront,text/html,GET,18.66.97.62,/,1020167669,https://66-220-144-228.standvirtual.com/,18.66.97.7,Amazon Web Services,20,False,True,,,,
66-220-155-133.standvirtual.com,ERROR: The request could not be satisfied,403,919,66-220-155-133.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,66-220-155-133.standvirtual.com,cloudfront,80,http://66-220-155-133.standvirtual.com:80,http,CloudFront,text/html,GET,18.66.97.62,/,1148740496,https://66-220-155-133.standvirtual.com/,18.66.97.92,Amazon Web Services,20,False,True,,,,
66-220-155-141.standvirtual.com,ERROR: The request could not be satisfied,403,919,66-220-155-141.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,66-220-155-141.standvirtual.com,cloudfront,80,http://66-220-155-141.standvirtual.com:80,http,CloudFront,text/html,GET,18.66.15.56,/,796461256,https://66-220-155-141.standvirtual.com/,18.66.15.107,Amazon Web Services,20,False,True,,,,
66d8.standvirtual.com,ERROR: The request could not be satisfied,403,919,66d8.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,66d8.standvirtual.com,cloudfront,80,http://66d8.standvirtual.com:80,http,CloudFront,text/html,GET,18.66.97.7,/,-2128002034,https://66d8.standvirtual.com/,18.66.97.92,Amazon Web Services,20,False,True,,,,
673377g27.standvirtual.com,ERROR: The request could not be satisfied,403,919,673377g27.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,673377g27.standvirtual.com,cloudfront,80,http://673377g27.standvirtual.com:80,http,CloudFront,text/html,GET,18.66.97.7,/,-129701005,https://673377g27.standvirtual.com/,18.66.97.62,Amazon Web Services,20,False,True,,,,
684724g24.standvirtual.com,ERROR: The request could not be satisfied,403,919,684724g24.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,684724g24.standvirtual.com,cloudfront,80,http://684724g24.standvirtual.com:80,http,CloudFront,text/html,GET,18.66.97.92,/,76936044,https://684724g24.standvirtual.com/,18.66.97.7,Amazon Web Services,20,False,True,,,,
68v2.standvirtual.com,ERROR: The request could not be satisfied,403,919,68v2.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,68v2.standvirtual.com,cloudfront,80,http://68v2.standvirtual.com:80,http,CloudFront,text/html,GET,18.66.97.110,/,-1365573611,https://68v2.standvirtual.com/,18.66.97.7,Amazon Web Services,20,False,True,,,,
691113g13.standvirtual.com,ERROR: The request could not be satisfied,403,919,691113g13.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,691113g13.standvirtual.com,cloudfront,80,http://691113g13.standvirtual.com:80,http,CloudFront,text/html,GET,18.66.97.92,/,-303949429,https://691113g13.standvirtual.com/,18.66.97.110,Amazon Web Services,20,False,True,,,,
6alplbhw.standvirtual.com,ERROR: The request could not be satisfied,403,919,6alplbhw.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,6alplbhw.standvirtual.com,cloudfront,443,https://6alplbhw.standvirtual.com:443,https,CloudFront,text/html,GET,18.66.97.110,/,-740249101,,18.66.97.92,Amazon Web Services,20,False,True,,,,
79rk1jdp.standvirtual.com,ERROR: The request could not be satisfied,403,919,79rk1jdp.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,79rk1jdp.standvirtual.com,cloudfront,443,https://79rk1jdp.standvirtual.com:443,https,CloudFront,text/html,GET,18.66.97.110,/,1449882720,,18.66.97.92,Amazon Web Services,20,False,True,,,,
7j.standvirtual.com,ERROR: The request could not be satisfied,403,919,7j.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,7j.standvirtual.com,cloudfront,443,https://7j.standvirtual.com:443,https,CloudFront,text/html,GET,18.66.97.92,/,-1756937334,,18.66.97.62,Amazon Web Services,20,False,True,,,,
7saturdays.standvirtual.com,ERROR: The request could not be satisfied,403,919,7saturdays.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,7saturdays.standvirtual.com,cloudfront,443,https://7saturdays.standvirtual.com:443,https,CloudFront,text/html,GET,18.66.97.7,/,674329615,,18.66.97.62,Amazon Web Services,20,False,True,,,,
7wkby.standvirtual.com,ERROR: The request could not be satisfied,403,919,7wkby.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,7wkby.standvirtual.com,cloudfront,443,https://7wkby.standvirtual.com:443,https,CloudFront,text/html,GET,18.66.97.92,/,1565976317,,18.66.97.7,Amazon Web Services,20,False,True,,,,
8-7.standvirtual.com,ERROR: The request could not be satisfied,403,919,8-7.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,8-7.standvirtual.com,cloudfront,443,https://8-7.standvirtual.com:443,https,CloudFront,text/html,GET,18.66.97.92,/,-650439936,,18.66.97.110,Amazon Web Services,20,False,True,,,,
8.standvirtual.com,ERROR: The request could not be satisfied,403,919,8.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,8.standvirtual.com,cloudfront,443,https://8.standvirtual.com:443,https,CloudFront,text/html,GET,18.66.97.62,/,673041521,,18.66.97.7,Amazon Web Services,20,False,True,,,,
8121932.standvirtual.com,ERROR: The request could not be satisfied,403,919,8121932.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,8121932.standvirtual.com,cloudfront,443,https://8121932.standvirtual.com:443,https,CloudFront,text/html,GET,18.66.97.110,/,1076269439,,18.66.97.92,Amazon Web Services,20,False,True,,,,
857538g38.standvirtual.com,ERROR: The request could not be satisfied,403,919,857538g38.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,857538g38.standvirtual.com,cloudfront,443,https://857538g38.standvirtual.com:443,https,CloudFront,text/html,GET,18.66.97.62,/,-119761329,,18.66.97.7,Amazon Web Services,20,False,True,,,,
885785g35.standvirtual.com,ERROR: The request could not be satisfied,403,919,885785g35.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,885785g35.standvirtual.com,cloudfront,443,https://885785g35.standvirtual.com:443,https,CloudFront,text/html,GET,18.66.97.62,/,-1863145036,,18.66.97.92,Amazon Web Services,20,False,True,,,,
8pbuilder.standvirtual.com,ERROR: The request could not be satisfied,403,919,8pbuilder.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,8pbuilder.standvirtual.com,cloudfront,443,https://8pbuilder.standvirtual.com:443,https,CloudFront,text/html,GET,18.66.97.7,/,1729534672,,18.66.97.110,Amazon Web Services,20,False,True,,,,
8sd6i8qo.standvirtual.com,ERROR: The request could not be satisfied,403,919,8sd6i8qo.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,8sd6i8qo.standvirtual.com,cloudfront,443,https://8sd6i8qo.standvirtual.com:443,https,CloudFront,text/html,GET,18.66.97.7,/,-559244321,,18.66.97.62,Amazon Web Services,20,False,True,,,,
90c0.standvirtual.com,Comprar e vender carros usados | Standvirtual,200,131569,90c0.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,90c0.standvirtual.com,cloudfront,443,https://90c0.standvirtual.com:443,https,openresty/1.21.4.1,text/html,GET,18.66.97.110,/,1195862148,https://90c0.standvirtual.com/inventory,18.66.97.62,React,29,False,True,,,,
9122216.standvirtual.com,ERROR: The request could not be satisfied,403,919,9122216.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,9122216.standvirtual.com,cloudfront,443,https://9122216.standvirtual.com:443,https,CloudFront,text/html,GET,18.66.97.110,/,2011803278,,18.66.97.92,Amazon Web Services,20,False,True,,,,
93lzzy773y.standvirtual.com,ERROR: The request could not be satisfied,403,919,93lzzy773y.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,93lzzy773y.standvirtual.com,cloudfront,443,https://93lzzy773y.standvirtual.com:443,https,CloudFront,text/html,GET,18.66.97.110,/,-27886320,,18.66.97.62,Amazon Web Services,20,False,True,,,,
95-75.standvirtual.com,ERROR: The request could not be satisfied,403,919,95-75.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,95-75.standvirtual.com,cloudfront,443,https://95-75.standvirtual.com:443,https,CloudFront,text/html,GET,18.66.97.62,/,1045883351,,18.66.97.110,Amazon Web Services,20,False,True,,,,
98-8.standvirtual.com,ERROR: The request could not be satisfied,403,919,98-8.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,98-8.standvirtual.com,cloudfront,443,https://98-8.standvirtual.com:443,https,CloudFront,text/html,GET,18.66.97.110,/,-1498253655,,18.66.97.7,Amazon Web Services,20,False,True,,,,
99.standvirtual.com,ERROR: The request could not be satisfied,403,919,99.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,99.standvirtual.com,cloudfront,443,https://99.standvirtual.com:443,https,CloudFront,text/html,GET,18.66.97.7,/,1058782791,,18.66.97.62,Amazon Web Services,20,False,True,,,,
9q3l.standvirtual.com,ERROR: The request could not be satisfied,403,919,9q3l.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,9q3l.standvirtual.com,cloudfront,443,https://9q3l.standvirtual.com:443,https,CloudFront,text/html,GET,18.66.97.92,/,1966714325,,18.66.97.7,Amazon Web Services,20,False,True,,,,
a-162-150-170-10.standvirtual.com,ERROR: The request could not be satisfied,403,919,a-162-150-170-10.standvirtual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-30T23:59:59Z,CN=*.standvirtual.com,*.standvirtual.com,standvirtual.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,80ed859a6f96e63f8ebd52f3d9cd805d,1823c1a46226745f83110cada9ca40719fe762dd0ef5f95b828e29a210b6ed14,True,ctls,a-162-150-170-10.standvirtual.com,cloudfront,443,https://a-162-150-170-10.standvirtual.com:443,https,CloudFront,text/html,GET,18.66.97.7,/,-970710283,,18.66.97.92,Amazon Web Services,20,False,True,,,,
