input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,webserver,tech_,cdn_name,cdn,csp_domains_,final_url,tls_self_signed,tls_mismatched,tls_subject_org_
rohitmeena585.stores.instamojo.com,rohitmeena585,200,206461,rohitmeena585.stores.instamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-07T00:00:00Z,2024-01-06T23:59:59Z,CN=manage.instamojo.com,manage.instamojo.com,subscription.instamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,be6f48bbd3a36ea0a621e3740c9efb70,d2d9b970abffe857ce4a0f581c0ec2088849a83e6d2e4c83a087ab5ff3363166,True,ctls,rohitmeena585.stores.instamojo.com,443,https://rohitmeena585.stores.instamojo.com:443,https,text/html,GET,65.2.88.241,/,-269232423,13.234.141.177,54,False,nginx,React,,,,,,,
rojgarfind.stores.instamojo.com,Oops!,200,118094,rojgarfind.stores.instamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-07T00:00:00Z,2024-01-06T23:59:59Z,CN=manage.instamojo.com,manage.instamojo.com,subscription.instamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,be6f48bbd3a36ea0a621e3740c9efb70,d2d9b970abffe857ce4a0f581c0ec2088849a83e6d2e4c83a087ab5ff3363166,True,ctls,rojgarfind.stores.instamojo.com,443,https://rojgarfind.stores.instamojo.com:443,https,text/html,GET,65.2.88.241,/,-269232423,13.234.141.177,28,False,nginx,Nginx,,,,,,,
saitravelcare.stores.instamojo.com,saitravelcare,200,208209,saitravelcare.stores.instamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-07T00:00:00Z,2024-01-06T23:59:59Z,CN=manage.instamojo.com,manage.instamojo.com,subscription.instamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,be6f48bbd3a36ea0a621e3740c9efb70,d2d9b970abffe857ce4a0f581c0ec2088849a83e6d2e4c83a087ab5ff3363166,True,ctls,saitravelcare.stores.instamojo.com,80,http://saitravelcare.stores.instamojo.com:80,http,text/html,GET,65.2.88.241,/,,13.234.141.177,54,False,nginx,React,,,,https://saitravelcare.stores.instamojo.com:443/,,,
sginternational2018.stores.instamojo.com,CRUZ INTERNATIONAL - The Complete Furniture Store,200,220710,sginternational2018.stores.instamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-07T00:00:00Z,2024-01-06T23:59:59Z,CN=manage.instamojo.com,manage.instamojo.com,subscription.instamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,be6f48bbd3a36ea0a621e3740c9efb70,d2d9b970abffe857ce4a0f581c0ec2088849a83e6d2e4c83a087ab5ff3363166,True,ctls,sginternational2018.stores.instamojo.com,443,https://sginternational2018.stores.instamojo.com:443,https,text/html,GET,65.2.88.241,/,-269232423,13.234.141.177,84,False,nginx,React,,,,,,,
shaileshpathak1981.stores.instamojo.com,shaileshpathak1981,200,209658,shaileshpathak1981.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,shaileshpathak1981.myinstamojo.com,80,http://shaileshpathak1981.stores.instamojo.com:80,http,text/html,GET,65.2.88.241,/,-269232423,13.234.141.177,54,False,nginx,React,,,*.instamojo.com,https://shaileshpathak1981.myinstamojo.com/,,,
shaktileekha.stores.instamojo.com,shaktileekha,200,206431,shaktileekha.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,shaktileekha.myinstamojo.com,80,http://shaktileekha.stores.instamojo.com:80,http,text/html,GET,65.2.88.241,/,-269232423,13.234.141.177,54,False,nginx,React,,,*.instamojo.com,https://shaktileekha.myinstamojo.com/,,,
sharifahmed.stores.instamojo.com,sharifahmed,200,207621,sharifahmed.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,sharifahmed.myinstamojo.com,80,http://sharifahmed.stores.instamojo.com:80,http,text/html,GET,65.2.88.241,/,-269232423,13.234.141.177,54,False,nginx,React,,,*.instamojo.com,https://sharifahmed.myinstamojo.com/,,,
shashawholesale.stores.instamojo.com,Shasha Wholesale,200,229136,shashawholesale.stores.instamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-07T00:00:00Z,2024-01-06T23:59:59Z,CN=manage.instamojo.com,manage.instamojo.com,subscription.instamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,be6f48bbd3a36ea0a621e3740c9efb70,d2d9b970abffe857ce4a0f581c0ec2088849a83e6d2e4c83a087ab5ff3363166,True,ctls,shashawholesale.stores.instamojo.com,80,http://shashawholesale.stores.instamojo.com:80,http,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,39,False,nginx,React,,,,https://shashawholesale.stores.instamojo.com:443/,,,
shdindia.stores.instamojo.com,SHD India 2022,200,213014,shdindia.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,shdindia.myinstamojo.com,80,http://shdindia.stores.instamojo.com:80,http,text/html,GET,65.2.88.241,/,-269232423,13.234.141.177,54,False,nginx,React,,,*.instamojo.com,https://shdindia.myinstamojo.com/,,,
shikhar516.stores.instamojo.com,shikhar516,200,207466,shikhar516.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,shikhar516.myinstamojo.com,80,http://shikhar516.stores.instamojo.com:80,http,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,54,False,nginx,React,,,*.instamojo.com,https://shikhar516.myinstamojo.com/,,,
shikshakendra.stores.instamojo.com,Shiksha Kendra Unnayan Society,200,214378,shikshakendra.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,shikshakendra.myinstamojo.com,80,http://shikshakendra.stores.instamojo.com:80,http,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,54,False,nginx,React,,,*.instamojo.com,https://shikshakendra.myinstamojo.com/,,,
shivaawasthi8.stores.instamojo.com,Fintaxpro Advisory LLP,200,207931,shivaawasthi8.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,shivaawasthi8.myinstamojo.com,80,http://shivaawasthi8.stores.instamojo.com:80,http,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,54,False,nginx,React,,,*.instamojo.com,https://shivaawasthi8.myinstamojo.com/,,,
shopmysha.stores.instamojo.com,shopmyshan,200,212650,shopmysha.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,shopmysha.myinstamojo.com,80,http://shopmysha.stores.instamojo.com:80,http,text/html,GET,65.2.88.241,/,-269232423,13.234.141.177,54,False,nginx,React,,,*.instamojo.com,https://shopmysha.myinstamojo.com/,,,
shwetakakade.stores.instamojo.com,ShwetaKakade,200,207720,shwetakakade.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,shwetakakade.myinstamojo.com,80,http://shwetakakade.stores.instamojo.com:80,http,text/html,GET,65.2.88.241,/,-269232423,13.234.141.177,54,False,nginx,React,,,*.instamojo.com,https://shwetakakade.myinstamojo.com/,,,
silkvilla1111.stores.instamojo.com,silkvilla1111,200,209658,silkvilla1111.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,silkvilla1111.myinstamojo.com,443,https://silkvilla1111.stores.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,54,False,nginx,React,,,*.instamojo.com,https://silkvilla1111.myinstamojo.com/,,,
sinharuchita222.stores.instamojo.com,rsinha,200,204690,sinharuchita222.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,sinharuchita222.myinstamojo.com,443,https://sinharuchita222.stores.instamojo.com:443,https,text/html,GET,65.2.88.241,/,-269232423,13.234.141.177,54,False,nginx,React,,,*.instamojo.com,https://sinharuchita222.myinstamojo.com/,,,
skarticle.stores.instamojo.com,skarticle,200,207273,skarticle.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,skarticle.myinstamojo.com,443,https://skarticle.stores.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,54,False,nginx,React,,,*.instamojo.com,https://skarticle.myinstamojo.com/,,,
skill-circle.stores.instamojo.com,SkillCircle,200,231789,skill-circle.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,skill-circle.myinstamojo.com,443,https://skill-circle.stores.instamojo.com:443,https,text/html,GET,65.2.88.241,/,-269232423,13.234.141.177,39,False,nginx,React,,,*.instamojo.com,https://skill-circle.myinstamojo.com/,,,
sknomanahmed.stores.instamojo.com,sknomanahmed,200,208815,sknomanahmed.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,sknomanahmed.myinstamojo.com,443,https://sknomanahmed.stores.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,54,False,nginx,React,,,*.instamojo.com,https://sknomanahmed.myinstamojo.com/,,,
smilingclown98.stores.instamojo.com,Pandora's Box,200,210452,smilingclown98.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,smilingclown98.myinstamojo.com,443,https://smilingclown98.stores.instamojo.com:443,https,text/html,GET,65.2.88.241,/,-269232423,13.234.141.177,54,False,nginx,React,,,*.instamojo.com,https://smilingclown98.myinstamojo.com/,,,
socialopedia.stores.instamojo.com,socialopedia,200,205312,socialopedia.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,socialopedia.myinstamojo.com,443,https://socialopedia.stores.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,54,False,nginx,React,,,*.instamojo.com,https://socialopedia.myinstamojo.com/,,,
someplaceelse.stores.instamojo.com,SomePlaceElse,200,206675,someplaceelse.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,someplaceelse.myinstamojo.com,443,https://someplaceelse.stores.instamojo.com:443,https,text/html,GET,65.2.88.241,/,-269232423,13.234.141.177,54,False,nginx,React,,,*.instamojo.com,https://someplaceelse.myinstamojo.com/,,,
someplaceelseindia.stores.instamojo.com,SomePlaceElseIndia,200,208158,someplaceelseindia.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,someplaceelseindia.myinstamojo.com,443,https://someplaceelseindia.stores.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,54,False,nginx,React,,,*.instamojo.com,https://someplaceelseindia.myinstamojo.com/,,,
sourabhrana.stores.instamojo.com,sourabhrana,200,205580,sourabhrana.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,sourabhrana.myinstamojo.com,443,https://sourabhrana.stores.instamojo.com:443,https,text/html,GET,65.2.88.241,/,-269232423,13.234.141.177,54,False,nginx,React,,,*.instamojo.com,https://sourabhrana.myinstamojo.com/,,,
souravmistri03.stores.instamojo.com,souravmistri03,200,228895,souravmistri03.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,souravmistri03.myinstamojo.com,443,https://souravmistri03.stores.instamojo.com:443,https,text/html,GET,65.2.88.241,/,-269232423,13.234.141.177,39,False,nginx,React,,,*.instamojo.com,https://souravmistri03.myinstamojo.com/,,,
squartle.stores.instamojo.com,squartle,200,211223,squartle.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,squartle.myinstamojo.com,443,https://squartle.stores.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,54,False,nginx,React,,,*.instamojo.com,https://squartle.myinstamojo.com/,,,
staging-cms.instamojo.com,401 Unauthorized,401,472,staging-cms.instamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-27T23:59:59Z,CN=instamojo.com,instamojo.com,*.instamojo.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,59c51039dd04de94e6dfd72d8a039c04,9cb745845abf2d88ade0122301c79bd4517c84a1377acc2ddee86397f90aa280,True,ctls,staging-cms.instamojo.com,443,https://staging-cms.instamojo.com:443,https,text/html,GET,3.7.1.144,/,-2146188326,3.7.8.40,15,False,Apache/2.4.53 (Debian),Debian,,,,,,,
staging.instamojo.com,New Home 2022 - Instamojo,200,381421,staging.instamojo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T00:00:00Z,2024-04-29T23:59:59Z,CN=*.instamojo.com,*.instamojo.com,instamojo.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,09cf20cb6576b429c3f0fa2e3555bd36,8dcbcbef93bf1f4eb6a1c6a68aeaedf1a9570441831cc2ff03854411db5b117f,True,ctls,staging.instamojo.com,443,https://staging.instamojo.com:443,https,text/html,GET,104.20.93.103,/,1545200286,2606:4700:10::6814:5e67,5258,False,cloudflare,Yoast SEO:18.9,cloudflare,True,,,,,
starthere.stores.instamojo.com,starthere,200,207498,starthere.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,starthere.myinstamojo.com,443,https://starthere.stores.instamojo.com:443,https,text/html,GET,65.2.88.241,/,-269232423,13.234.141.177,54,False,nginx,React,,,*.instamojo.com,https://starthere.myinstamojo.com/,,,
stc-india.stores.instamojo.com,STC India,200,208711,stc-india.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,stc-india.myinstamojo.com,443,https://stc-india.stores.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,54,False,nginx,React,,,*.instamojo.com,https://stc-india.myinstamojo.com/,,,
studentsdisha.stores.instamojo.com,studentsdisha,200,209005,studentsdisha.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,studentsdisha.myinstamojo.com,443,https://studentsdisha.stores.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,54,False,nginx,React,,,*.instamojo.com,https://studentsdisha.myinstamojo.com/,,,
studiokite.stores.instamojo.com,Studio Kite,200,227558,studiokite.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,studiokite.myinstamojo.com,443,https://studiokite.stores.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,39,False,nginx,React,,,*.instamojo.com,https://studiokite.myinstamojo.com/,,,
studiokohlindia.stores.instamojo.com,studiokohlindia,200,207587,studiokohlindia.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,studiokohlindia.myinstamojo.com,443,https://studiokohlindia.stores.instamojo.com:443,https,text/html,GET,65.2.88.241,/,-269232423,13.234.141.177,54,False,nginx,React,,,*.instamojo.com,https://studiokohlindia.myinstamojo.com/,,,
styloinstyle.stores.instamojo.com,Stylo_in_Style,200,231252,styloinstyle.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,styloinstyle.myinstamojo.com,443,https://styloinstyle.stores.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-269232423,65.2.88.241,39,False,nginx,React,,,*.instamojo.com,https://styloinstyle.myinstamojo.com/,,,
subhashinishops1.stores.instamojo.com,subhashinishops,200,207825,subhashinishops1.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,subhashinishops1.myinstamojo.com,443,https://subhashinishops1.stores.instamojo.com:443,https,text/html,GET,65.2.88.241,/,-269232423,13.234.141.177,54,False,nginx,React,,,*.instamojo.com,https://subhashinishops1.myinstamojo.com/,,,
subscription.instamojo.com,,200,,subscription.instamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-07T00:00:00Z,2024-01-06T23:59:59Z,CN=manage.instamojo.com,manage.instamojo.com,subscription.instamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,be6f48bbd3a36ea0a621e3740c9efb70,d2d9b970abffe857ce4a0f581c0ec2088849a83e6d2e4c83a087ab5ff3363166,True,ctls,subscription.instamojo.com,443,https://subscription.instamojo.com:443,https,text/html,GET,13.234.141.177,/,-1840324437,65.2.88.241,1,False,nginx/1.11.1,Nginx:1.11.1,,,,,,,
