new,host,a,cname,soa,status_code,has_internal_ips,internal_ips,txt,aaaa,ns,mx,cdn,cdn-name
[x],jrmarket.jd.com,172.25.2.109,proxy-a.jd.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.25.2.109,,,,,,
[x],jrpp.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],jrss-215-72-203-7.ua.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],jrss-215-74-118-37.man.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],jrss-215-74-237-4.man.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],js.jd.com,192.168.155.124,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,192.168.155.124,,,,,,
[x],jsc.jd.com,"172.20.37.80, 172.18.227.97",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.20.37.80, 172.18.227.97",,,,,,
[x],jsf.jd.com,"172.18.230.64, 172.20.37.246",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.18.230.64, 172.20.37.246",,,,,,
[x],jsfacc.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],jst.jd.com,172.20.33.95,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.33.95,,,,,,
[x],jt.jd.com,"172.20.36.231, 172.18.230.59",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.20.36.231, 172.18.230.59",,,,,,
[x],jtzc.jd.com,172.20.36.83,fin.jd.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.36.83,,,,,,
[x],jump.jd.com,"172.28.63.60, 172.20.33.155",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.28.63.60, 172.20.33.155",,,,,,
[x],jupiter.jd.com,"172.20.37.38, 172.18.255.148",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.20.37.38, 172.18.255.148",,,,,,
[x],jury.jd.com,111.13.25.179,jury.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],jw.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],jxdtx.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],jxi-fuli-login.jd.com,202.77.129.219,jxi-fuli-login.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],jz.jd.com,202.77.129.232,jz.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],jzsh.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],kaercher.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,"ns3.jdcache.com, ns1.jdcache.com, ns4.jdcache.com, ns2.jdcache.com",,,
[x],kamoer.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],kaoqin.jd.com,172.20.36.85,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.36.85,,,,,,
[x],karma.jd.com,172.28.60.64,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.28.60.64,,,,,,
[x],kcacp02.jimi.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],kdc.jd.com,"172.20.33.190, 172.28.60.150",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.20.33.190, 172.28.60.150",,,,,,
[x],kdev6.man.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],ke.jd.com,116.198.3.167,"ke.jd.com.gslb.qianxun.com, ke.jd.com-eb412f3e6ee5.jdcloudwaf.com","ns1.jdgslb.com, apollo.jdgslb.com",NOERROR,,,,,,,,
[x],kenan.jd.com,172.18.255.150,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.18.255.150,,,,,,
[x],kesuosi.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],kettle.jd.com,172.18.255.169,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.18.255.169,,,,,,
[x],keylid.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],kf.jd.com,202.77.129.53,kf.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],kf.ua.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],ki.jd.com,"172.20.36.205, 172.29.5.23, 172.18.230.51",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.20.36.205, 172.29.5.23, 172.18.230.51",,,,,,
[x],king.jd.com,202.77.129.220,king.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],kingfast.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],kingspec.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],kits.jd.com,11.50.208.86,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],kj.jd.com,114.67.170.97,kj.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],km.jd.com,172.18.230.48,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.18.230.48,,,,,,
[x],kma.jd.com,172.28.63.115,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.28.63.115,,,,,,
[x],kmall.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],kms.jd.com,"172.18.227.91, 172.20.37.240, 172.28.57.48",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.18.227.91, 172.20.37.240, 172.28.57.48",,,,,,
[x],ko.jd.com,111.13.28.191,ym.gslb.qianxun.com,,NOERROR,,,,,,,,
[x],kong.jd.com,106.39.169.63,kong.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],kp.jd.com,172.20.36.44,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.36.44,,,,,,
[x],kpi.jd.com,"172.20.37.80, 172.18.227.94",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.20.37.80, 172.18.227.94",,,,,,
[x],kpl.m.jd.com,111.206.228.69,kpl.m.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],ks.jd.com,172.20.36.97,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.36.97,,,,,,
[x],ku.jd.com,10.199.200.51,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,10.199.200.51,,,,,,
[x],kw.jd.com,202.77.129.186,kw.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],kws.jd.com,"172.28.59.110, 172.20.39.51, 172.18.255.57",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.28.59.110, 172.20.39.51, 172.18.255.57",,,,,,
[x],kzdyf.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],l.jd.com,"23.32.238.50, 23.32.238.67","l.jd.com.gslb.qianxun.com, jddisplay.com.edgesuite.net, a1836.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com, ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],lab.jd.com,"172.28.60.222, 172.20.33.95, 172.16.132.217",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.28.60.222, 172.20.33.95, 172.16.132.217",,,,,,
[x],labeling.jd.com,172.22.193.66,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.22.193.66,,,,,,
[x],lady.jd.com,202.77.129.86,lady.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],lai.jd.com,111.13.28.90,lai.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],lan.jd.com,11.17.177.214,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],langsha-home.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],lansinoh.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],lark.jd.com,172.31.133.251,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.31.133.251,,,,,,
[x],law.jd.com,"172.18.227.21, 172.20.37.94",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.18.227.21, 172.20.37.94",,,,,,
[x],law.jr.jd.com,172.25.136.3,proxy-b.jd.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.25.136.3,,,,,,
[x],lb2.jd.com,172.16.135.176,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.16.135.176,,,,,,
[x],lbc.jr.jd.com,172.25.2.109,proxy-a.jd.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.25.2.109,,,,,,
[x],lcap.jd.com,120.52.86.62,lcap.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],ld.jd.com,"124.250.18.251, 36.110.188.236",ld.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,2403:a200:a200:11c4::12,,,,
[x],ldap.jd.com,"172.28.53.89, 111.13.28.10, 111.206.226.10, 120.52.149.254, 106.39.177.32",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.28.53.89,,,"ns4.jdcache.com, ns3.jd.com, ns1.jdcache.com, ns2.jd.com, ns3.jdcache.com, ns1.jd.com, ns2.jdcache.com, ns4.jd.com",,,
[x],ldc.jd.com,"172.20.33.92, 172.28.60.129",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.20.33.92, 172.28.60.129",,,,,,
[x],ldop-basic.glsc.jd.com,172.26.9.120,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.26.9.120,,,,,,
[x],ldopwx.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],le.jd.com,111.13.28.190,le.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],lean.jd.com,"172.28.59.62, 172.20.34.218, 172.16.135.165, 172.26.9.116",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.28.59.62, 172.20.34.218, 172.16.135.165, 172.26.9.116",,,,,,
[x],legal.jd.com,172.20.33.147,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.33.147,,,,,,
[x],legos.jd.com,172.20.36.77,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.36.77,,,,,,
[x],lens.jd.com,202.77.129.230,lens.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],leo.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],leshiliya.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],leusd.x.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],lf-ct.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],lfs.jd.com,172.28.149.240,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.28.149.240,,,,,,
[x],lh.jd.com,172.20.33.171,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.33.171,,,,,,
[x],li.jd.com,106.39.169.232,li.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],licai.bx.jd.com,211.151.9.20,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],lightning.jd.com,111.13.28.204,lightning.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],likuai.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],linear-lu-b-isp2.man.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],link.jd.com,202.77.129.230,link.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],link.m.jd.com,202.77.129.150,link.m.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],list-chaoshi.jd.com,,list-chaoshi.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],list.jd.com,202.77.132.196,list.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],lite-msg.m.jd.com,202.77.132.39,lite-msg.m.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],lite.jd.com,,lite.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],live.jr.jd.com,49.7.27.238,live.jr.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],live.m.jd.com,111.13.29.150,live.m.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],liveapi.jd.com,"172.16.135.170, 172.20.36.93",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.16.135.170, 172.20.36.93",,,,,,
[x],liwuyou.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],ll.jd.com,"49.7.27.231, 61.48.89.31",ll.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],lli.jd.com,36.110.181.226,lli.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],lm.jd.com,36.110.180.39,lm.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],loan.erp.jd.com,172.23.68.200,proxy-office.jd.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.23.68.200,,,,,,
[x],loan.jd.com,"211.151.14.206, 111.206.93.132",loan.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],local.jd.com,"172.20.36.45, 172.18.254.207",abook-view.jd.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.20.36.45, 172.18.254.207",,,,,,
[x],local.lop-stream.jd.com,"172.28.59.109, 172.20.39.92, 172.18.254.41",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.28.59.109, 172.20.39.92, 172.18.254.41",,,,,,
[x],location.jd.com,"172.22.134.128, 172.20.37.217",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.22.134.128, 172.20.37.217",,,,,,
[x],logan.jd.com,11.40.205.97,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],logbook.jd.com,172.18.255.168,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.18.255.168,,,,,,
[x],logistics-mrd.jd.com,211.144.24.49,logistics-mrd.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,"ns3.jdcache.com, ns1.jdcache.com, ns2.jdcache.com, ns4.jdcache.com",,,
[x],loki.jd.com,"172.18.255.222, 172.28.60.191, 172.20.36.44",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.18.255.222, 172.28.60.191, 172.20.36.44",,,,,,
[x],longdaguci.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],looker.jd.com,"172.28.60.208, 172.20.33.171",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.28.60.208, 172.20.33.171",,,,,,
[x],lookout.jd.com,"172.18.227.40, 172.20.37.77",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.18.227.40, 172.20.37.77",,,,,,
[x],lord.jd.com,172.20.33.134,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.33.134,,,,,,
[x],lottery.jd.com,"211.151.10.4, 49.7.26.178",lottery.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],lottery.m.jd.com,111.13.28.204,lottery.m.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],louiswalden.jd.com,,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],lp.jd.com,163.171.132.119,"www.jdcdn.com, jd-abroad.cdn20.com","dns1.cdn20.org, webmaster.glb0.lxdns.com",NOERROR,,,,,"dns1.cdn20.org, dns4.cdn20.info, dns3.cdn20.org, dns5.cdn30.org, dns2.cdn20.info",,,
[x],lpm.jd.com,172.20.33.31,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.33.31,,,,,,
[x],ls.jd.com,172.20.35.68,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.35.68,,,,,,
[x],lsp.jd.com,211.144.24.33,lsp.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],ltu.jd.com,"10.172.17.34, 10.174.110.167",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"10.172.17.34, 10.174.110.167",,,,,,
[x],luna.jd.com,202.77.129.185,luna.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],lw.jd.com,163.171.140.79,"lw.jd.com.gslb.qianxun.com, www.jdcdn.com, jd-abroad.cdn20.com","dns1.cdn20.org, webmaster.glb0.lxdns.com",NOERROR,,,,,,,,
[x],m-admin.jd.com,172.25.136.3,proxy-b.jd.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.25.136.3,,,,,,
[x],m-api.jd.com,"172.18.254.207, 172.20.36.45",abook-view.jd.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.18.254.207, 172.20.36.45",,,,,,
[x],m-b2b-platform.jd.com,36.110.181.234,m-b2b-platform.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],m-data.jd.com,202.77.132.43,m-data.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],m.360buy.com,111.206.227.139,m.360buy.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],m.car.jd.com,120.52.83.44,m.car.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],m.dj.jd.com,211.151.9.105,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],m.jd.com,163.171.128.150,"m.jd.com.gslb.qianxun.com, m.jd.com.wscdns.com","dns1.wscdns.org, webmaster.glb0.lxdns.com",NOERROR,,,,,,,,
[x],m.licai.jd.com,211.151.9.115,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],m.qa.jd.com,172.20.33.129,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.33.129,,,,,,
[x],m1.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],m2.jd.com,124.250.16.126,m2.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],m2.jr.jd.com,163.171.149.15,"m2.jr.jd.com.gslb.qianxun.com, www.jdcdn.com, jd-abroad.cdn20.com","dns1.cdn20.org, webmaster.glb0.lxdns.com",NOERROR,,,,,,,,
[x],m99.jd.com,10.169.147.198,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,10.169.147.198,,,,,,
[x],ma.jd.com,,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],macc.jd.com,"10.199.200.37, 172.16.135.158, 172.20.36.181, 172.28.60.205",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"10.199.200.37, 172.16.135.158, 172.20.36.181, 172.28.60.205",,,,,,
[x],mads.jd.com,,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],magellan.jd.com,,magellan.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mai.jd.com,172.25.2.109,proxy-a.jd.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.25.2.109,,,,,,
[x],mail.360buy.com,172.31.68.204,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.31.68.204,,,,,,
[x],mail.tf.jd.com,103.243.252.71,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail10.360buy.com,58.83.238.30,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail100.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail102.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail103.jd.com,,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail105.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail11.360buy.com,,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail110.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail111.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail113.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail114.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail115.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail119.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail12.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail120.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail122.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail123.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail125.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail126.jd.com,,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail127.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail128.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail130.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail131.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail132.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail133.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail134.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail135.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail136.jd.com,,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail137.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail139.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail14.360buy.com,58.83.238.34,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail14.jd.com,,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail140.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail143.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail144.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail146.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail148.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail149.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,"ns3.jdcache.com, ns1.jdcache.com, ns2.jdcache.com, ns4.jdcache.com",,,
[x],mail150.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail152.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],mail153.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
