new,host,a,cname,soa,status_code,cdn,cdn-name,has_internal_ips,internal_ips,ns,mx,txt,caa,aaaa
[x],15-courier.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],155-9-171-19.security.datastax.com,3.94.44.251,,,NOERROR,,,,,"ns-1254.awsdns-28.org, ns-1710.awsdns-21.co.uk, ns-360.awsdns-45.com, ns-651.awsdns-17.net",,,,
[x],155-9-210-88.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],155-9-218-88.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],155-9-60-74.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],155-9-62-14.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],155-9-76-47.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],17-121-112-4.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],17-121-112-89.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],17-121-113-25.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],17-121-113-91.security.datastax.com,3.94.44.251,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],17-121-114-71.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],17-121-115-0.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],17-121-115-71.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],17-121-116-17.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],17-121-116-79.security.datastax.com,3.94.44.251,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],17-121-117-15.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],17-121-118-40.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],17-121-118-76.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],17-121-118-97.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],17-121-119-20.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],17-121-119-45.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],17-121-119-55.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],17-121-119-64.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],17-121-121-3.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],17-121-121-64.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],17-121-121-80.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],17-121-122-6.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],17-121-123-29.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],17-121-126-64.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],17-121-126-70.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],17-121-127-93.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],17-58-102-87.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],1pscim.datastax.com,34.27.115.190,,,NOERROR,True,google,,,,,,,
[x],1rer.cloud02v9-okta-stage.teleport.teleport.astra-dev.datastax.com,"44.238.175.121, 44.240.250.66",,,NOERROR,,,,,,,,,
[x],29-3.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],32brest.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],35v0-okta-stagez.astra-ui.feat.cloud.datastax.com,"18.216.135.4, 18.220.120.134, 3.142.117.94",astra-ui.ingress.us-east-2.feat.apps.paas.datastax.com,,NOERROR,,,,,,,,,
[x],38-courier2.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],431982d4-80a6-4fa6-aa02-bf5cb3d79622-us-east1.db.astra.datastax.com,"104.196.15.173, 34.75.48.17, 34.73.59.238",,,NOERROR,True,google,,,,,,,
[x],4a68.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],4e69.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],5efd794b.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],64.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],66-220-157-23.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],66-220-157-70.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],69-171-232-69.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],69-171-244-99.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],6nginx.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],75-45.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],7g7.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],7wkbh.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],7wkf1.security.datastax.com,3.94.44.251,,,NOERROR,,,,,"ns-1254.awsdns-28.org, ns-1710.awsdns-21.co.uk, ns-360.awsdns-45.com, ns-651.awsdns-17.net",,,,
[x],a-162-150-162-34.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],accesserrorusers.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],accessimage-service-cdn.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],accessintra.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],alertmanager.aws-useast1.streaming.datastax.com,,,"ns-813.awsdns-37.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],alertmanager.kd-prod-aws-apsoutheast1.streaming.datastax.com,,,"ns-813.awsdns-37.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.dev.streaming.datastax.com,"3.140.113.84, 18.189.155.252, 18.218.200.115",,,NOERROR,,,,,,,,,
[x],api.docs.datastax.com,,,"ns0.datastax.com, dns.datastax.com",NOERROR,,,,,,,,,
[x],api.internal.dmc-us-east-1.infra.datastax.com,"10.200.79.109, 10.200.102.6, 10.200.43.125",,,NOERROR,,,True,"10.200.79.109, 10.200.102.6, 10.200.43.125",,,,,
[x],api.staging.streaming.datastax.com,"18.218.173.236, 18.118.118.82, 18.191.65.237",,,NOERROR,,,,,,,,,
[x],api.streaming.datastax.com,"18.216.208.181, 3.23.2.52, 3.131.17.80",,,NOERROR,,,,,,,,,
[x],apiaccount-mijn-new-corp.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],apiaccount.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],apidemoredirectaccept-domain.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],apiedge-ig-dgw-shv-01-mia3.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],apilegacy-databasevpn.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],apiloadbalancervpn.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],apimhsi.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],apimirror.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],apipreferences-exchangeintwww-test.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],apiredirect-elasticbeanstalkcdnuser.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],apivpnoceaniaapps.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],apollo.datastax.com,"65.9.66.62, 65.9.66.9, 65.9.66.73, 65.9.66.36",,,NOERROR,True,cloudfront,,,,,,,
[x],apphost12.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],applock-advanced-protection.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],apps-config.security.datastax.com,3.94.44.251,,,NOERROR,,,,,"ns-1254.awsdns-28.org, ns-1710.awsdns-21.co.uk, ns-360.awsdns-45.com, ns-651.awsdns-17.net",,,,
[x],archivedevelopment.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],arh.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],aroma.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],asean.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],assethub.datastax.com,54.211.145.203,,,NOERROR,,,,,,,,,
[x],assets-authmirror-my-oceania.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],assets-backupssso-miembros.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],assets-status-datacontroller-sql.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],assetsstag.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],astra-block-indexer.ingress.us-east-2.feat.apps.paas.datastax.com,"18.220.96.39, 18.224.126.72, 3.130.114.191",,,NOERROR,,,,,,,,,
[x],astra-gov-dev.datastax.com,,,"ns-757.awsdns-30.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],astra-service-broker.ingress.us-east-2.dev.apps.paas.datastax.com,"3.139.181.115, 18.116.139.64, 3.17.218.142",,,NOERROR,,,,,,,,,
[x],astra-streaming-admin.docs.streaming.datastax.com,"185.199.108.153, 185.199.109.153, 185.199.110.153, 185.199.111.153",riptano.github.io,,NOERROR,,,,,,,,,
[x],astra-tools.ingress.us-east-2.prod.apps.paas.datastax.com,"18.221.88.70, 3.131.197.155, 18.189.67.76",,,NOERROR,,,,,,,,,
[x],astra-tools.ingress.us-east-2.test.apps.paas.datastax.com,"3.128.214.222, 3.19.189.53, 18.219.117.68",,,NOERROR,,,,,,,,,
[x],astra-ui.ingress.us-east-2.dev.apps.paas.datastax.com,"3.129.178.53, 3.131.175.229, 3.131.16.144",,,NOERROR,,,,,,,,,
[x],astra-ui.ingress.us-east-2.feat.apps.paas.datastax.com,"3.142.117.94, 18.216.135.4, 18.220.120.134",,,NOERROR,,,,,,,,,
[x],astra-ui.ingress.us-east-2.prod.apps.paas.datastax.com,"3.128.19.219, 3.135.253.100, 3.130.204.213",,,NOERROR,,,,,,,,,
[x],astra.datastax.com,"108.138.7.59, 108.138.7.62, 108.138.7.33, 108.138.7.98",,,NOERROR,True,cloudfront,,,,,,,
[x],atl-prd-arrac-01a.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],atl-prd-ngw9a-eth2-01.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],atl-prd-ngw9b-eth2-03.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],atl-prd-res-41a.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],atl-prd-res-50a.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],atl-prd-spe-28b.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],atl-prd-svcs-01dnew.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],atl-prd-ua-at.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],atl-prd-xdrdca-01a.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],atl-stg-aidrone-01g.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],atl-stg-dnxcon-06a.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],attlis01-att-01-001-axms.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],auth-lib.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],auth-oceania-container-corporate.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],auth-origin.dmc-us-east-1.infra.datastax.com,,,"ns-1890.awsdns-44.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],auth-s3miembrosslaveconfig.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],auth-stage.dmc-us-east-1.infra-test.datastax.com,,,"ns-1268.awsdns-30.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],auth.dmc-us-east-1.infra-test.datastax.com,,,"ns-1268.awsdns-30.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],authdownloadsgiju.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],authwikiacceptatie-downloadspostgresmx.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],auto3.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],autodesk-dwg-trueview-64bit.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],autosclassicos.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],avast-premier-antivirus.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],b.datastax.com,"108.157.214.81, 108.157.214.35, 108.157.214.20, 108.157.214.28",d2p76y789cuetr.cloudfront.net,,NOERROR,True,cloudfront,,,,,,,
[x],b2bmy-oceania.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],b2capi.security.datastax.com,3.94.44.251,,,NOERROR,,,,,"ns-1254.awsdns-28.org, ns-1710.awsdns-21.co.uk, ns-360.awsdns-45.com, ns-651.awsdns-17.net",,,,
[x],backup-chef-userlog.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],backup-monitorenglish-storage.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],backup-oceaniajiratunnel-mx.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],backup-stats-ns-nanotechnet2.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],backupgit.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],backupinternal-wwwmiembros.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],backupjrss-215-70-138-2.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],backupnullmx-36.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],backups-helpdesk.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],backupuser.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],backupv1status.security.datastax.com,3.94.44.251,,,NOERROR,,,,,"ns-1254.awsdns-28.org, ns-1710.awsdns-21.co.uk, ns-360.awsdns-45.com, ns-651.awsdns-17.net",,,,
[x],ballotready.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],bas1-1-sba.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],bas1-7-prd.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],basecamp.datastax.com,"96.45.83.47, 96.45.83.224, 96.45.82.5, 96.45.82.212",,,NOERROR,,,,,,,,,
[x],bashthebishop.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],bc1qr4n.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],bcg29i.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],bcg3bx.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],bdl0.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],belfastmet.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],benning-150-226-86-44.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],beta-fe.security.datastax.com,,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],broadmap.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],broker.astra.datastax.com,"3.143.53.24, 3.131.12.179, 3.13.109.163",,,NOERROR,,,,,,,,,
[x],brooklyn.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],bucket-appacc-backupsauth-antiviruspre.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],bucket-carpa.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],bucket-internal-status-new-apps.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],bucketinternal.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],bucketprod-status-temp-int-database-officebackups-domain.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],bulldog-ingress.security.datastax.com,3.94.44.251,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],butler-cndb.datastax.com,35.245.117.236,,,NOERROR,True,google,,,,,,,
[x],bwsix.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],c360-uat.datastax.com,54.67.88.193,,,NOERROR,,,,,,,,,
[x],c360.datastax.com,"54.189.6.59, 35.83.158.68, 52.37.87.160",c360-elb-07052017-758535305.us-west-2.elb.amazonaws.com,,NOERROR,,,,,,,,,
[x],c3lab.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],c3mini.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],ca-central-1.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],ca.security.datastax.com,3.94.44.251,,,NOERROR,,,,,,,,,
[x],caas-rest-api.astra.datastax.com,"3.140.43.100, 3.130.75.147, 18.189.250.145",envoy-prod.ingress.us-east-2.prod.apps.paas.datastax.com,,NOERROR,,,,,,,,,
[x],caas-rest-api.cloud.datastax.com,"3.130.75.147, 18.189.250.145, 3.140.43.100","caas-rest-api.prod.cloud.datastax.com, envoy-prod.ingress.us-east-2.prod.apps.paas.datastax.com","ns-1549.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],caas-rest-api.ingress.us-east-2.prod.apps.paas.datastax.com,"3.22.17.122, 3.129.160.91, 3.14.196.221",,,NOERROR,,,,,,,,,
[x],caas-rest-api.ingress.us-east-2.stage.apps.paas.datastax.com,,,"ns-849.awsdns-42.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],caas-rest-api.ingress.us-east-2.test.apps.paas.datastax.com,"3.132.224.212, 18.189.200.28, 3.130.169.42",,,NOERROR,,,,,,,,,
[x],caas-rest-api.stage.cloud.datastax.com,,caas-rest-api.ingress.us-east-2.stage.apps.paas.datastax.com,"ns-849.awsdns-42.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],caas-rest-api.test.cloud.datastax.com,"18.189.200.28, 3.130.169.42, 3.132.224.212",caas-rest-api.ingress.us-east-2.test.apps.paas.datastax.com,"ns-1971.awsdns-54.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],caas-test-api.dev.cloud.datastax.com,,caas-test-api.ingress.us-east-2.dev.apps.paas.datastax.com,"ns-522.awsdns-01.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],caas-test-api.ingress.us-east-2.dev.apps.paas.datastax.com,,,"ns-522.awsdns-01.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],caas-test-api.stage.cloud.datastax.com,,caas-test-api.ingress.us-east-2.stage.apps.paas.datastax.com,"ns-849.awsdns-42.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],caas-test-api.test.cloud-tools.datastax.com,,caas-test-api.test.ingress.us-east-1.prod.tools.paas.datastax.com,"ns-286.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cache-s3-euwmediaconfig-helpdesk.security.datastax.com,,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cacheaccessgateway-67-62.security.datastax.com,,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cacheapiacc-accantiviruspre.security.datastax.com,,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cacheapibeta.security.datastax.com,,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cachecachedocs.security.datastax.com,,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cachecbci.security.datastax.com,,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cachemsalesbetatemp-exchangedns.security.datastax.com,,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cacheredirect.security.datastax.com,,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cachestorageaccept-archivecorp.security.datastax.com,,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cachesystemjiratunnel-mx.security.datastax.com,,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cacheweb0.security.datastax.com,,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],caffedelbenessere.security.datastax.com,,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cal.datastax.com,,,"ns0.datastax.com, dns.datastax.com",NOERROR,,,,,,,,,
[x],calendar.datastax.com,,,"ns0.datastax.com, dns.datastax.com",NOERROR,,,,,,,,,
[x],call.security.datastax.com,,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],candlesatdark.security.datastax.com,,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cap.datastax.com,,"proxy.jumpshare.com, nlb.jumpshare.com","ns-1648.awsdns-14.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],capmed-47-104-32.security.datastax.com,,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],careers-bettendorf.security.datastax.com,,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],careui.security.datastax.com,,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],carsguest24-67.security.datastax.com,,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cassci.datastax.com,,,"ns0.datastax.com, dns.datastax.com",NOERROR,,,,,,,v=spf1 a ~all,,
[x],cassci.security.datastax.com,,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cat1gsw.security.datastax.com,,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ccp-quotes.security.datastax.com,3.94.44.251,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cdn-f1.security.datastax.com,3.94.44.251,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],chain-proxy-testnet.security.datastax.com,3.94.44.251,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],charmedlegacy.security.datastax.com,3.94.44.251,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],checkmarx.security.datastax.com,3.94.44.251,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],chef-temp-devenv-oceania-exchangedns.security.datastax.com,3.94.44.251,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],chef-v1statusdocusers.security.datastax.com,3.94.44.251,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],chefadminalt-auth-antiviruspre.security.datastax.com,3.94.44.251,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],chefchefpostgres.security.datastax.com,3.94.44.251,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],chefdocsdbs-b2bsystem.security.datastax.com,3.94.44.251,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cheferror.security.datastax.com,3.94.44.251,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],chefredirect-ns-intra-backups-www-test.security.datastax.com,3.94.44.251,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],chefsslvpn.security.datastax.com,3.94.44.251,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],chefusersmember-vpn.security.datastax.com,3.94.44.251,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],chppm-77-44.security.datastax.com,3.94.44.251,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ci-fms1.security.datastax.com,3.94.44.251,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ci-helpdesk.security.datastax.com,3.94.44.251,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cla.datastax.com,"75.101.184.39, 54.209.91.188, 54.204.238.15, 54.221.251.148",ancient-python-vx6lm4o1b9jfcwrtf87yuajm.herokudns.com,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],cloud-api.security.datastax.com,3.94.44.251,,"ns-1254.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cloud-apps-organizations.dev.cloud.datastax.com,"10.18.56.15, 10.18.15.155, 10.18.93.3",cloud-apps-organizations.ingress.us-east-2.dev.apps.paas.datastax.com,"ns-522.awsdns-01.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.18.56.15, 10.18.15.155, 10.18.93.3",,,,,
[x],cloud-apps-organizations.ingress.us-east-2.dev.apps.paas.datastax.com,"10.18.93.3, 10.18.15.155, 10.18.56.15",,"ns-522.awsdns-01.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.18.93.3, 10.18.15.155, 10.18.56.15",,,,,
[x],cloud-apps-organizations.ingress.us-east-2.feat.apps.paas.datastax.com,"10.18.74.62, 10.18.52.135, 10.18.28.227",,"ns-1222.awsdns-24.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.18.74.62, 10.18.52.135, 10.18.28.227",,,,,
[x],cloud-billing.ingress.us-east-2.dev.apps.paas.datastax.com,,,"ns-522.awsdns-01.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cloud-billing.ingress.us-east-2.feat.apps.paas.datastax.com,,,"ns-1222.awsdns-24.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cloud-feature-manager.cloud.datastax.com,,cloud-feature-manager.ingress.us-east-2.prod.apps.paas.datastax.com,"ns-1549.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cloud-feature-manager.ingress.us-east-2.dev.apps.paas.datastax.com,,,"ns-522.awsdns-01.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
