new,host,a,soa,status_code,cdn,cdn-name,cname,ns,aaaa,txt,mx,caa
[x],bitstrips.com,"18.244.114.117, 18.244.114.40, 18.244.114.112, 18.244.114.16","ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"ns-1137.awsdns-14.org, ns-1560.awsdns-03.co.uk, ns-69.awsdns-08.com, ns-941.awsdns-53.net",,"https://issues.sonatype.org/browse/OSSRH-64410, v=spf1 include:aspmx.googlemail.com include:smtp1.uservoice.com -all, w824x0z666l1lh1nmshhbk3qtfvj95vt","aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com, aspmx4.googlemail.com, aspmx5.googlemail.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com",
[x],blackboard.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],blog-antivirus.dev.snappublisher.snapchat.com,142.250.31.121,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2607:f8b0:4004:c17::79,,,
[x],blog-euauth-antiviruspre.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],blog-tunnelslaveconfig.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],blog.bitstrips.com,"52.217.107.27, 54.231.166.133, 52.216.143.179, 52.217.135.149, 52.217.173.205, 52.216.101.10, 52.216.76.171, 52.216.56.229","ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],blog.snappublisher.snapchat.com,142.250.65.243,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2607:f8b0:4006:816::2013,,,
[x],blog10.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],blog72.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],blogacc-extranet.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],blogalpha-auth-antiviruspre.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],blogo1.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],blogpinsk.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],blogproduction.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],blogs.snappublisher.snapchat.com,142.250.186.147,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:4001:813::2013,,,
[x],blrd01pregw.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bmt.games.snapchat.com,35.186.205.56,"ns-220.awsdns-27.com, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],board.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],boards-anproxyivirus.snappublisher.snapchat.com,142.251.1.121,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:4010:c08::79,,,
[x],boards-antivirus.snappublisher.snapchat.com,142.250.184.211,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:4001:830::2013,,,
[x],boards.s.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],boards.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],boards.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],boardsantivirus.snappublisher.snapchat.com,142.250.186.51,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:4001:811::2013,,,
[x],boardsdev.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bolt.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],books-ssl.gae.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],borid.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],boss.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],boss.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bot-qa-lugia.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bot2.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bounohito.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],bounohito.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],box-2.4.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],box-kr.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],box-latin-1-brasil-accountswebproxy.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],box.3.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],box.6.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],box.a.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],box.antivirus.snappublisher.snapchat.com,172.253.122.121,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2607:f8b0:4004:c17::79,,,
[x],box.b.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],box.c.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],box.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],boxglobal.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bpeml1.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],brand.a.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],brand.b.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],brand.s.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],brand.test-automation.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],brand.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],brand.z.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],brandantivirus.snappublisher.snapchat.com,142.250.203.211,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:401b:810::2013,,,
[x],brasil-0.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],brasil-1.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],brasil-2.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],brasil-3.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],brasil-6.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],brasil-7.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],brasil.i.vellum-stg.sc-corp.net,,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],brasil.testing.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],brasil.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],brasil2.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],brasil4.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],brasil9.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],bravepoint.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],bravo1.vellum-stg.sc-corp.net,,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],brazil.11.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],brazil.14.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],brazil.4.6.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],brazil.snappublisher.snapchat.com,172.217.16.211,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:4001:810::2013,,,
[x],bringerofashes.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],britannia.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],bsauth.bitstrips.com,,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bsdb-staging.bitstrips.com,54.82.242.224,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bsdb.bitstrips.com,54.85.119.52,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bsystem.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bucket-18.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bucket-carpa.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bucket-downloads-apiproduction.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bucket-edge-dgw-shv-02-maa2.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],bucket-edge-dgw-shv-02-maa2.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],bucket-elasticbeanstalkvpn-press-uat.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],bucket-elasticbeanstalkvpn-press-uat.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bucket-internal-status-new-apps.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],bucket-logsuat.secproxy-dev.sc-corp.net,,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],bucket-logsuat.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bucket-manager-storagemx.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bucket-pr.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bucket-uploadscms-i-b2bsystem.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bucket.14.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bucket.5.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bucket.t.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bucketalphalog-docs.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bucketassetscdnuser.secproxy-dev.sc-corp.net,,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],bucketbilling.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bucketbucketexampledockerintra.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bucketcachesso-miembros.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bucketepg.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bucketiplay.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bucketnewlog.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bucketsystempanel-wwwm.secproxy-dev.sc-corp.net,,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],bucketsystemweb-devenvstats-corp.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bucketuniofbath.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],bucky-1.4.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bucky.13.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bucky.15.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bucky.3.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bucky.4.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bucky.mirror.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],bucky.s.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],build-hook-beta.sc-corp.net,,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],build-hook-prod.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],build-hook-stage.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],builder.snappublisher.snapchat.com,142.250.184.243,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2a00:1450:4001:831::2013,,,
[x],builds.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],burn-fp-graviton-home-gateway.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],busconalpha.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],business-manager.snapchat.com,35.190.43.134,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,"gcp.api.snapchat.com, gcp.api.sc-gw.com",,,,,
[x],business.snapchat.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,"gcp.api.snapchat.com, gcp.api.sc-gw.com",,,,,
[x],businesshelp.snapchat.com,,"dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,"businesshelp.snapchat.com.00dc00000016tafmay.live.siteforce.com, n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com",,,,,
[x],byscontent.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],c-2.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],c-4.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],c-7.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],c-8.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],c-networkauth.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],c.2.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],c.8.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],c.c.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],c.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],c.snappublisher.snapchat.com,172.253.115.121,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.googlehosted.com,,2607:f8b0:4004:c06::79,,,
[x],c.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],c04.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],c2.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],c2c.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],c2ust3dp-qa.secproxy-dev.sc-corp.net,,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],c3.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],c59.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],c61.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],c7.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],c78.secproxy-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],c78.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],ca-dev.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,,,,,
[x],ca-prod.sc-corp.net,35.190.16.123,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,snapcrackleproxy.sc-corp.net,"ns-1038.awsdns-01.org, ns-150.awsdns-18.com, ns-1852.awsdns-39.co.uk, ns-924.awsdns-51.net",,,,
[x],caccess.vellum-stg.sc-corp.net,35.190.22.64,"ns-1038.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
