new,host,soa,status_code,a,cname,cdn,cdn-name,ns,txt,mx
[x],khp-11301.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],kibana-locations.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],killer.www-test.tqmobile.dev.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],kms19924344b.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],ko4-shukri.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],kongavl02.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,"dns1.itsfogo.com, dns2.itsfogo.com, dns6.itsfogo.com, dns3.itsfogo.com, dns5.itsfogo.com, dns4.itsfogo.com",,
[x],konkuk-007-kernelpanic.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],kozcinematograficamentefalando.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],kpokgolf1.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],kritfips-gamma.lambda.aws.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],laboratorio-css.getkickbox.com.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],ladykaga-me.bitbucket.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,"dns1.itsfogo.com, dns2.itsfogo.com, dns6.itsfogo.com, dns3.itsfogo.com, dns5.itsfogo.com, dns4.itsfogo.com",,
[x],laoshiboyinishingtv9.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],lapps-xsrvjp.bqagrmycpq.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],las.vl100.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],leadformance-chem.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],leah-hcisbp.eu1.hana.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],lee0932glsbike2.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],leszek-aws.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],lgbbslt.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],ljihgfedcba9876.web6537.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],ljy9296.vl100.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],ljy92964344b.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,,"redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],log.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],lpta006-01.chase.com-id.updt.secu-i288sss9999sd9da.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],lunchbellikns.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],lvlisg-log.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,"dns1.itsfogo.com, dns2.itsfogo.com, dns6.itsfogo.com, dns3.itsfogo.com, dns5.itsfogo.com, dns4.itsfogo.com",,
[x],maddahi-iranleadformance.com.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],mail5-98.na2bqagrmycpq.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],mailer.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],maintenance.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"172.64.154.110, 104.18.33.146",,True,cloudflare,,,
[x],marketplacehome.betaazyxwvutsrqponmlkjihgfedcb.r0.rule.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],marusuko212.assets.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],mcguide2.openvpn.ecard.openvpnmobilebodensee.getkickbox.com.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],mcn841.chase.com-id.updt.secu-i288sss9999sd9da.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],mcr.www-test.alumni.dev.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],mdm-as5k.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],meta.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],mg130s2000.vl02.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],mhplan-net-vl02.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],milwaukeekgolf1.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],mingyuless-ppls-0208.ppls.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,"dns1.itsfogo.com, dns2.itsfogo.com, dns6.itsfogo.com, dns3.itsfogo.com, dns5.itsfogo.com, dns4.itsfogo.com",,
[x],minzy.mk.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],ml-3-42-mfp-col.sasg-kernelpanic.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],mma-staging.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],mo5.nocachemotdns.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],moba-net-infoaruni-seiki-com.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],mobile.tst2ww.cdn.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],monroekarpsub-97-40-127.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],motd.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],motd2.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],mrsinaadmin-s4344b.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],mta-sts.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"172.64.154.110, 104.18.33.146",,True,cloudflare,,,
[x],mtplace-biz-195595.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],muko-shaken-com-hsrp.wufi.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],muzica.css.getkickbox.com.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],mvm-ri-d116236.roslinpenvpn.ecard.openvpnmobilebodensee.getkickbox.com.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],myhronline-glsbike2.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,"dns1.itsfogo.com, dns2.itsfogo.com, dns6.itsfogo.com, dns3.itsfogo.com, dns5.itsfogo.com, dns4.itsfogo.com",,
[x],nadalsbike2.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],nakasuhaken-xsrvjpeed.dev.k8s.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],naman.proj.openvpn.wowbuilder-certbodensee.getkickbox.com.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],nawraspenvpn.ecard.openvpnmobilebodensee.getkickbox.com.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],neonova-outbound.mono.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],nesladminl02.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],newengland.www-test.tqintra.dev.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],news.news.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"172.64.154.110, 104.18.33.146",,True,cloudflare,,,
[x],news.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.18.33.146, 172.64.154.110",,True,cloudflare,,google-site-verification=x9_oO1oKAQOLYkrZfsUM7fqjSB_C6LoQuzGKTLISmWI,
[x],newstest.www3.ext.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],next.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"188.114.98.229, 188.114.99.229",,True,cloudflare,,,
[x],nextone-srv-xsrvjpkernelpanic.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],niubaojy.world195595.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,"dns1.itsfogo.com, dns2.itsfogo.com, dns6.itsfogo.com, dns3.itsfogo.com, dns5.itsfogo.com, dns4.itsfogo.com",,
[x],nocachemotd.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],noz.www-test.tqmobile.dev.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],nrt4viesxi3.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],o4bdlw48-2.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],o6543-6.cell1.us-west-2.ryhicke.test.ubiquity.aws.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],o9ddashboard-qa.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],officebeans-net.web6537.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],oilotaku-hcisbp.eu1.hana.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],old.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"172.64.154.110, 104.18.33.146",,True,cloudflare,,,
[x],oratoriu.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],overfips-gamma.lambda.aws.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],owa-mono.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],ownerweb6537.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,"dns1.itsfogo.com, dns2.itsfogo.com, dns6.itsfogo.com, dns3.itsfogo.com, dns5.itsfogo.com, dns4.itsfogo.com",,
[x],oz.www-test.tqmobile.dev.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],paf.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],pando-ptk2eb17944.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],pay8090.world.mono.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],paypal.music.stores.shop-hsrp.wufi.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],paypal.music.stores.shop.dammee1.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],paypal.music.stores.shop.w6.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],paypal.music.stores.shop.wu.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],paypal.music.stores.shopazyxwvutsrqponmlkjihgfedcb.r0.rule.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],paypal1-mt.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],paypal1.log.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],paypal1.w6.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,"dns1.itsfogo.com, dns2.itsfogo.com, dns6.itsfogo.com, dns3.itsfogo.com, dns5.itsfogo.com, dns4.itsfogo.com",,
[x],paypal1assacre.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],paypal1srp.wufi.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],paypal1ws.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],pd.www-test.tqintra.dev.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],pepperassacre.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],pexhcisbp.eu1.hana.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],phoenix.dev.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],pinion-log.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],pinion-logwu.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],pinion.gg,"dns1.itsfogo.com, admin.igmdnsgib.com",NOERROR,"195.72.135.91, 195.72.134.91",,,,,,
[x],pjk4254.laptop-gmiller.health.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],pjk4256iggs.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],pkiss.getkickbox.com.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],pledge-haproxy.stg.services-mt.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],pog.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],pog2-staging.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],pog2.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],ppls-mac015.ppls-fishingtv9.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],ppls-y2lab-012.ppls.cinematograficamentefalando.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,,"redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],pre.actp.minigame-www.cdn.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],preferencesv1controller.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],preview.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],primary.filehosting.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],primaryiggs.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],pringles.dashboard-qa.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],prod.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],promotions.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.18.33.146, 172.64.154.110",,True,cloudflare,,,
[x],protectedono.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],psutafalumnigolfwu.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],pz7.okgolf1.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,"dns1.itsfogo.com, dns2.itsfogo.com, dns6.itsfogo.com, dns3.itsfogo.com, dns5.itsfogo.com, dns4.itsfogo.com",,
[x],q73-web.01.iact.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],qa-editor.aws.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],qrvkxlr.dev.unikrn.com,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],quantic-0k.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],quartermaster.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.134.91, 195.72.135.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],r0ws.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],ransacisbp.eu1.hana.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,,,
[x],remotekgolf1.s.pinion.gg,"dns1.itsfogo.com, hostmaster.ascio.net",NOERROR,"195.72.135.91, 195.72.134.91","redirex.itsfogo.com, sb-91.itsfogo.com",,,"dns1.itsfogo.com, dns2.itsfogo.com, dns6.itsfogo.com, dns3.itsfogo.com, dns5.itsfogo.com, dns4.itsfogo.com",,
