input,title,status_code,content_length,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,tls_subject_org_,cdn_name,cdn,csp_domains_,final_url,tls_mismatched
jenkinselasticbeanstalk.stripocdn-test2.stripo.email,404 Not Found,404,146,443,https://jenkinselasticbeanstalk.stripocdn-test2.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,jenkinselasticbeanstalk.stripocdn-test2.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:26:16Z,2023-05-16T10:26:15Z,CN=*.stripocdn-test2.stripo.email,*.stripocdn-test2.stripo.email,stripocdn-test2.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3762165568aec3e3a12ff8c167095325,07d7eb83750b4995de419594b55a1b900697a735852339bc7f84b74ade0859b9,True,ctls,jenkinselasticbeanstalk.stripocdn-test2.stripo.email,,,,,,
jenkinsint-mx-corporate.stripocdn-test10.stripo.email,404 Not Found,404,548,443,https://jenkinsint-mx-corporate.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,jenkinsint-mx-corporate.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,jenkinsint-mx-corporate.stripocdn-test10.stripo.email,,,,,,
jenkinsipv6qa-apiproduction.stripocdn-test10.stripo.email,404 Not Found,404,548,80,http://jenkinsipv6qa-apiproduction.stripocdn-test10.stripo.email:80,http,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,,,,,,,,,,,,,,,,,,,,,,,,
jenkinsmaster.stripocdn-test10.stripo.email,404 Not Found,404,548,443,https://jenkinsmaster.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,jenkinsmaster.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,jenkinsmaster.stripocdn-test10.stripo.email,,,,,,
jenkinsupdatevip-linkoceania-exchangedns.stripocdn-test10.stripo.email,404 Not Found,404,146,80,http://jenkinsupdatevip-linkoceania-exchangedns.stripocdn-test10.stripo.email:80,http,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,,,,,,,,,,,,,,,,,,,
jenkinsupdatevip.stripocdn-test1.stripo.email,404 Not Found,404,146,80,http://jenkinsupdatevip.stripocdn-test1.stripo.email:80,http,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,,,,,,,,,,,,,,,,,,,
jenkinsupdatevip.stripocdn-test10.stripo.email,404 Not Found,404,146,443,https://jenkinsupdatevip.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,jenkinsupdatevip.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,jenkinsupdatevip.stripocdn-test10.stripo.email,,,,,,
jobtracker-migrate.stripocdn-test1.stripo.email,404 Not Found,404,146,443,https://jobtracker-migrate.stripocdn-test1.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,jobtracker-migrate.stripocdn-test1.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:10:18Z,2023-05-16T10:10:17Z,CN=*.stripocdn-test1.stripo.email,*.stripocdn-test1.stripo.email,stripocdn-test1.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3f6f4a4f560d8f95b421d3a8c80d48e1,39b730b66052b840e59201408ce0d082724875a3e7e1eeda05c92f132d25c48d,True,ctls,jobtracker-migrate.stripocdn-test1.stripo.email,,,,,,
jointbasecharleston-141-236-212-95.stripocdn-test10.stripo.email,404 Not Found,404,146,443,https://jointbasecharleston-141-236-212-95.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,jointbasecharleston-141-236-212-95.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,jointbasecharleston-141-236-212-95.stripocdn-test10.stripo.email,,,,,,
jointbasecharleston.stripocdn-test10.stripo.email,404 Not Found,404,548,443,https://jointbasecharleston.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,jointbasecharleston.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,jointbasecharleston.stripocdn-test10.stripo.email,,,,,,
jpoil.stripocdn-test1.stripo.email,404 Not Found,404,548,80,http://jpoil.stripocdn-test1.stripo.email:80,http,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,,,,,,,,,,,,,,,,,,,,,,,,
jrss-215-70-108-59.stripocdn-test10.stripo.email,404 Not Found,404,146,80,http://jrss-215-70-108-59.stripocdn-test10.stripo.email:80,http,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,,,,,,,,,,,,,,,,,,,
jrss-215-70-30-88.stripocdn-test10.stripo.email,404 Not Found,404,548,443,https://jrss-215-70-30-88.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,jrss-215-70-30-88.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,jrss-215-70-30-88.stripocdn-test10.stripo.email,,,,,,
jrss-215-71-15-97.stripocdn-test10.stripo.email,404 Not Found,404,548,443,https://jrss-215-71-15-97.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,jrss-215-71-15-97.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,jrss-215-71-15-97.stripocdn-test10.stripo.email,,,,,,
jrss-215-71-230-78.stripocdn-test1.stripo.email,404 Not Found,404,548,443,https://jrss-215-71-230-78.stripocdn-test1.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,jrss-215-71-230-78.stripocdn-test1.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:10:18Z,2023-05-16T10:10:17Z,CN=*.stripocdn-test1.stripo.email,*.stripocdn-test1.stripo.email,stripocdn-test1.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3f6f4a4f560d8f95b421d3a8c80d48e1,39b730b66052b840e59201408ce0d082724875a3e7e1eeda05c92f132d25c48d,True,ctls,jrss-215-71-230-78.stripocdn-test1.stripo.email,,,,,,
jrss-215-71-62-67.stripocdn-test10.stripo.email,404 Not Found,404,548,443,https://jrss-215-71-62-67.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,jrss-215-71-62-67.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,jrss-215-71-62-67.stripocdn-test10.stripo.email,,,,,,
jrss-215-72-137-89.stripocdn-test1.stripo.email,404 Not Found,404,548,443,https://jrss-215-72-137-89.stripocdn-test1.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,jrss-215-72-137-89.stripocdn-test1.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:10:18Z,2023-05-16T10:10:17Z,CN=*.stripocdn-test1.stripo.email,*.stripocdn-test1.stripo.email,stripocdn-test1.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3f6f4a4f560d8f95b421d3a8c80d48e1,39b730b66052b840e59201408ce0d082724875a3e7e1eeda05c92f132d25c48d,True,ctls,jrss-215-72-137-89.stripocdn-test1.stripo.email,,,,,,
jrss-215-72-156-75.stripocdn-test10.stripo.email,404 Not Found,404,146,443,https://jrss-215-72-156-75.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,jrss-215-72-156-75.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,jrss-215-72-156-75.stripocdn-test10.stripo.email,,,,,,
jrss-215-73-154-46.stripocdn-test10.stripo.email,404 Not Found,404,548,80,http://jrss-215-73-154-46.stripocdn-test10.stripo.email:80,http,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,,,,,,,,,,,,,,,,,,,,,,,,
jrss-215-73-221-95.stripocdn-test1.stripo.email,404 Not Found,404,548,443,https://jrss-215-73-221-95.stripocdn-test1.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,jrss-215-73-221-95.stripocdn-test1.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:10:18Z,2023-05-16T10:10:17Z,CN=*.stripocdn-test1.stripo.email,*.stripocdn-test1.stripo.email,stripocdn-test1.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3f6f4a4f560d8f95b421d3a8c80d48e1,39b730b66052b840e59201408ce0d082724875a3e7e1eeda05c92f132d25c48d,True,ctls,jrss-215-73-221-95.stripocdn-test1.stripo.email,,,,,,
jrss-215-74-27-7.stripocdn-test1.stripo.email,404 Not Found,404,548,443,https://jrss-215-74-27-7.stripocdn-test1.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,jrss-215-74-27-7.stripocdn-test1.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:10:18Z,2023-05-16T10:10:17Z,CN=*.stripocdn-test1.stripo.email,*.stripocdn-test1.stripo.email,stripocdn-test1.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3f6f4a4f560d8f95b421d3a8c80d48e1,39b730b66052b840e59201408ce0d082724875a3e7e1eeda05c92f132d25c48d,True,ctls,jrss-215-74-27-7.stripocdn-test1.stripo.email,,,,,,
junction.stripocdn-test1.stripo.email,404 Not Found,404,146,443,https://junction.stripocdn-test1.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,junction.stripocdn-test1.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:10:18Z,2023-05-16T10:10:17Z,CN=*.stripocdn-test1.stripo.email,*.stripocdn-test1.stripo.email,stripocdn-test1.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3f6f4a4f560d8f95b421d3a8c80d48e1,39b730b66052b840e59201408ce0d082724875a3e7e1eeda05c92f132d25c48d,True,ctls,junction.stripocdn-test1.stripo.email,,,,,,
justgym-krakow.stripocdn-test1.stripo.email,404 Not Found,404,548,443,https://justgym-krakow.stripocdn-test1.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,justgym-krakow.stripocdn-test1.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:10:18Z,2023-05-16T10:10:17Z,CN=*.stripocdn-test1.stripo.email,*.stripocdn-test1.stripo.email,stripocdn-test1.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3f6f4a4f560d8f95b421d3a8c80d48e1,39b730b66052b840e59201408ce0d082724875a3e7e1eeda05c92f132d25c48d,True,ctls,justgym-krakow.stripocdn-test1.stripo.email,,,,,,
kakaotalk.stripocdn-test10.stripo.email,404 Not Found,404,146,80,http://kakaotalk.stripocdn-test10.stripo.email:80,http,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,,,,,,,,,,,,,,,,,,,
kakaotalk.stripocdn-test2.stripo.email,404 Not Found,404,548,443,https://kakaotalk.stripocdn-test2.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,kakaotalk.stripocdn-test2.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:26:16Z,2023-05-16T10:26:15Z,CN=*.stripocdn-test2.stripo.email,*.stripocdn-test2.stripo.email,stripocdn-test2.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3762165568aec3e3a12ff8c167095325,07d7eb83750b4995de419594b55a1b900697a735852339bc7f84b74ade0859b9,True,ctls,kakaotalk.stripocdn-test2.stripo.email,,,,,,
kakogawa.stripocdn-test10.stripo.email,404 Not Found,404,146,80,http://kakogawa.stripocdn-test10.stripo.email:80,http,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,,,,,,,,,,,,,,,,,,,
kavyaaaparmar.stripocdn-test10.stripo.email,404 Not Found,404,146,443,https://kavyaaaparmar.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,kavyaaaparmar.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,kavyaaaparmar.stripocdn-test10.stripo.email,,,,,,
kbase01.stripocdn-test10.stripo.email,404 Not Found,404,548,443,https://kbase01.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,kbase01.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,kbase01.stripocdn-test10.stripo.email,,,,,,
kcdc.stripocdn-test10.stripo.email,404 Not Found,404,146,443,https://kcdc.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,kcdc.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,kcdc.stripocdn-test10.stripo.email,,,,,,
kibana-code-es.stripocdn-test10.stripo.email,404 Not Found,404,146,443,https://kibana-code-es.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,kibana-code-es.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,kibana-code-es.stripocdn-test10.stripo.email,,,,,,
kibana-compete.stripocdn-test1.stripo.email,404 Not Found,404,548,443,https://kibana-compete.stripocdn-test1.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,kibana-compete.stripocdn-test1.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:10:18Z,2023-05-16T10:10:17Z,CN=*.stripocdn-test1.stripo.email,*.stripocdn-test1.stripo.email,stripocdn-test1.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3f6f4a4f560d8f95b421d3a8c80d48e1,39b730b66052b840e59201408ce0d082724875a3e7e1eeda05c92f132d25c48d,True,ctls,kibana-compete.stripocdn-test1.stripo.email,,,,,,
kibana-matching.stripocdn-test10.stripo.email,404 Not Found,404,548,80,http://kibana-matching.stripocdn-test10.stripo.email:80,http,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,,,,,,,,,,,,,,,,,,,,,,,,
kmmtjr.stripocdn-test10.stripo.email,404 Not Found,404,548,443,https://kmmtjr.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,kmmtjr.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,kmmtjr.stripocdn-test10.stripo.email,,,,,,
kobajiro.stripocdn-test2.stripo.email,404 Not Found,404,548,80,http://kobajiro.stripocdn-test2.stripo.email:80,http,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,,,,,,,,,,,,,,,,,,,,,,,,
korsbakken.stripocdn-test10.stripo.email,404 Not Found,404,548,80,http://korsbakken.stripocdn-test10.stripo.email:80,http,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,,,,,,,,,,,,,,,,,,,,,,,,
kottonyofficial.stripocdn-test2.stripo.email,404 Not Found,404,548,443,https://kottonyofficial.stripocdn-test2.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,kottonyofficial.stripocdn-test2.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:26:16Z,2023-05-16T10:26:15Z,CN=*.stripocdn-test2.stripo.email,*.stripocdn-test2.stripo.email,stripocdn-test2.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3762165568aec3e3a12ff8c167095325,07d7eb83750b4995de419594b55a1b900697a735852339bc7f84b74ade0859b9,True,ctls,kottonyofficial.stripocdn-test2.stripo.email,,,,,,
kr1-webmail.stripocdn-test10.stripo.email,404 Not Found,404,548,443,https://kr1-webmail.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,kr1-webmail.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,kr1-webmail.stripocdn-test10.stripo.email,,,,,,
kr1-webmail.stripocdn-test2.stripo.email,404 Not Found,404,548,443,https://kr1-webmail.stripocdn-test2.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,kr1-webmail.stripocdn-test2.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:26:16Z,2023-05-16T10:26:15Z,CN=*.stripocdn-test2.stripo.email,*.stripocdn-test2.stripo.email,stripocdn-test2.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3762165568aec3e3a12ff8c167095325,07d7eb83750b4995de419594b55a1b900697a735852339bc7f84b74ade0859b9,True,ctls,kr1-webmail.stripocdn-test2.stripo.email,,,,,,
ksa-remedy.stripocdn-test10.stripo.email,404 Not Found,404,548,443,https://ksa-remedy.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,ksa-remedy.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,ksa-remedy.stripocdn-test10.stripo.email,,,,,,
kwekudee-tripdownmemorylane.stripocdn-test1.stripo.email,404 Not Found,404,146,443,https://kwekudee-tripdownmemorylane.stripocdn-test1.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,kwekudee-tripdownmemorylane.stripocdn-test1.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:10:18Z,2023-05-16T10:10:17Z,CN=*.stripocdn-test1.stripo.email,*.stripocdn-test1.stripo.email,stripocdn-test1.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3f6f4a4f560d8f95b421d3a8c80d48e1,39b730b66052b840e59201408ce0d082724875a3e7e1eeda05c92f132d25c48d,True,ctls,kwekudee-tripdownmemorylane.stripocdn-test1.stripo.email,,,,,,
l1.stripocdn-test10.stripo.email,404 Not Found,404,548,443,https://l1.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,l1.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,l1.stripocdn-test10.stripo.email,,,,,,
l314pc16.stripocdn-test1.stripo.email,404 Not Found,404,548,443,https://l314pc16.stripocdn-test1.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,l314pc16.stripocdn-test1.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:10:18Z,2023-05-16T10:10:17Z,CN=*.stripocdn-test1.stripo.email,*.stripocdn-test1.stripo.email,stripocdn-test1.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3f6f4a4f560d8f95b421d3a8c80d48e1,39b730b66052b840e59201408ce0d082724875a3e7e1eeda05c92f132d25c48d,True,ctls,l314pc16.stripocdn-test1.stripo.email,,,,,,
