new,host,a,aaaa,cname,soa,ns,status_code,cdn,cdn-name,txt,mx,caa,has_internal_ips,internal_ips,ptr
,macpro.cms.gov,"34.198.196.81, 44.195.219.218",,macpro-pr-macpropr-9t5r4cyze5p5-1342262910.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,macprodev1.cms.gov,"3.216.22.143, 44.193.105.3",,macpro-de-macprode-1l35s44624sc1-1172222622.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,macprotest1.cms.gov,"52.205.113.52, 34.192.71.85",,macpro-te-macprote-15u6mmh11mv6i-991966528.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,macproval1.cms.gov,"44.207.144.241, 52.4.232.239",,macpro-va-macprova-sicr8ocvr7y8-1258843784.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,madb.nci.nih.gov,,,,"ddi-rsgm.nci.nih.gov, hostmaster.nci.nih.gov",,NOERROR,,,,,,,,
,madb.niaid.nih.gov,,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,maestro.cdc.gov,158.111.236.120,,,"ns2.cdc.gov, hostmaster.cdc.gov",,NOERROR,,,,,,,,
,mail.cit.nih.gov,156.40.75.34,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,mail.nih.gov,156.40.55.55,2607:f220:404:10d::9c28:3737,,"nihblox5.nih.gov, hostmaster.nih.gov","ns2.nih.gov, ns.nih.gov, ns3.nih.gov",NOERROR,,,"apple-domain-verification=QIzp6afYMTdIupJ6, amazonses:fI+WEGpMxl8vsXAh7ZMnnBr8qwtoRuq6gD1qHQMtBhc=, miro-verification=ce1878a9901e3785a9ee9302aaaf4b8f878ff042, webexdomainverification.4C675B8A8FC5B136E053AB06FC0A3F65=1624d167-2f6c-46d8-a96b-228d2ad188a9, ciscocidomainverification=1b32b084b0eb3ade21d6a521cfa1db73d2a787817950f96cf35fe67d6fa84685, ciscocidomainverification=1a70a38c52de24e25fec82a91b08055a3111df6423f235ca0d47367a9459c37c, v=spf1 include:nih.gov include:amazonses.com include:spf-na.exlibrisgroup.com a:spf.servicenowservices.com ~all, cisco-ci-domain-verification=b3131368ff91c89c02c172284be19bae954302e39145d0fda3ccc93d6af4fdb, apple-domain-verification=MzlvuJ5Asen9uqgS, apple-domain-verification=dSpAYHkt7PF18WIu","nihcesxway2.hub.nih.gov, nihcesxway.hub.nih.gov, nihcesxwayst06.hub.nih.gov, nihcesxwayst05.hub.nih.gov, nihcesxwayst04.hub.nih.gov, nihcesxwayst03.hub.nih.gov, nihcesxway6.hub.nih.gov, nihcesxway5.hub.nih.gov, nihcesxway4.hub.nih.gov, nihcesxway3.hub.nih.gov, nihcesxwayst02.hub.nih.gov, nihcesxwayst01.hub.nih.gov","identrust.com, entrust.net",,,
,mail.rds.cms.hhs.gov,204.76.173.213,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,v=spf1 include:section111.cms.hhs.gov ~all,,,,,
,mail.sandbox2.idp.idm.cms.gov,,,u15731749.wl250.sendgrid.net,"aisha.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,v=spf1 ip4:159.183.193.109 ip4:159.183.200.101 ip4:159.183.213.105 ip4:159.183.213.107 ip4:159.183.213.204 ip4:159.183.214.96 ip4:167.89.110.192 ip4:167.89.126.180 ip4:50.31.57.204 -all,mx.sendgrid.net,,,,
,mail.test-mail.npdb.hrsa.gov,54.186.61.109,,,"hrsans1.hrsa.gov, hostmaster.hrsa.gov",,NOERROR,,,,,,,,
,mail2.npdb.hrsa.gov,54.186.22.153,,,"hrsans1.hrsa.gov, hostmaster.hrsa.gov",,NOERROR,,,,,,,,
,mail2.rds.cms.hhs.gov,204.76.173.211,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,mailfwd.nih.gov,128.231.89.215,2607:f220:404:813d::215,mailfwd-srcip.hub.ha.nih.gov,"ns.ha.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,mailqua.rds.cms.hhs.gov,38.127.203.145,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,v=spf1 ip4:204.76.173.211 ip4:204.76.173.213 ip4:38.127.203.0/24 -all,,,,,
,mainalb.tst1.tst.eacms2.eacms.aws.cms.gov,"34.198.242.233, 52.202.66.120",,,"ns-1048.awsdns-03.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,maintenance.cit.nih.gov,156.40.212.233,2607:f220:404:1002:156:40:212:233,web9ext.ha.cit.nih.gov,"ns.ha.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,maintenance.niaid.nih.gov,165.112.180.82,,ai-webauthprd4.niaid.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,mainweb.awsprod.nlm.nih.gov,"108.138.7.90, 108.138.7.66, 108.138.7.39, 108.138.7.91","2600:9000:2490:d000:18:ab46:4b40:93a1, 2600:9000:2490:b600:18:ab46:4b40:93a1, 2600:9000:2490:3a00:18:ab46:4b40:93a1, 2600:9000:2490:c600:18:ab46:4b40:93a1, 2600:9000:2490:8000:18:ab46:4b40:93a1, 2600:9000:2490:e400:18:ab46:4b40:93a1, 2600:9000:2490:7a00:18:ab46:4b40:93a1, 2600:9000:2490:4800:18:ab46:4b40:93a1",,"ns-1890.awsdns-44.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,mainweb.awsqa.nlm.nih.gov,"52.222.236.92, 52.222.236.107, 52.222.236.18, 52.222.236.65",,,"ns-272.awsdns-34.com, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,management.dpc.cms.gov,"10.133.57.69, 10.133.57.120",,internal-dpc-management-207688856.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,True,"10.133.57.69, 10.133.57.120",
,mandatorytraining.nih.gov,3.94.135.78,,hr.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,9fmc0b3bnhcokbf6akfdbedvpr,,,,,
,manticore.niehs.nih.gov,157.98.255.38,,,"ns8.niehs.nih.gov, niehsdco.niehs.nih.gov",,NOERROR,,,,,,,,
,map.acf.hhs.gov,54.236.85.77,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
,mapdiui.cms.hhs.gov,158.73.232.51,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,maps.cms.gov,,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,mapstage.acf.hhs.gov,54.236.85.120,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
,maptest.acf.hhs.gov,,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
,marketplacetpa.cms.gov,"52.204.139.207, 54.88.168.125",,mnps-prod-io-elb-676200130.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,mars.niaid.nih.gov,137.187.152.18,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,mars.niddk.nih.gov,128.231.60.125,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,marx.cms.hhs.gov,158.73.232.52,2607:f220:201:2000::1f,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,match-uat.nci.nih.gov,"13.224.222.53, 13.224.222.73, 13.224.222.56, 13.224.222.21",,d2kq1f4tur5aes.cloudfront.net,"ns-1036.awsdns-01.org, awsdns-hostmaster.amazon.com","ns-1036.awsdns-01.org, ns-1807.awsdns-33.co.uk, ns-44.awsdns-05.com, ns-772.awsdns-32.net",NOERROR,True,cloudfront,,,,,,
,match.nci.nih.gov,"108.157.4.103, 108.157.4.92, 108.157.4.99, 108.157.4.68","2600:9000:2315:5000:f:fe88:11c0:93a1, 2600:9000:2315:b400:f:fe88:11c0:93a1, 2600:9000:2315:2800:f:fe88:11c0:93a1, 2600:9000:2315:c200:f:fe88:11c0:93a1, 2600:9000:2315:a200:f:fe88:11c0:93a1, 2600:9000:2315:4400:f:fe88:11c0:93a1, 2600:9000:2315:9e00:f:fe88:11c0:93a1, 2600:9000:2315:ae00:f:fe88:11c0:93a1",dmoqat3kmtjyf.cloudfront.net,"ns-1247.awsdns-27.org, awsdns-hostmaster.amazon.com","ns-1619.awsdns-10.co.uk, ns-206.awsdns-25.com, ns-721.awsdns-26.net, ns-1247.awsdns-27.org",NOERROR,True,cloudfront,,,,,,
,matrix.niddk.nih.gov,128.231.60.54,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,matsqua.cms.gov,"96.43.153.162, 96.43.153.34",,"mats-cms-ccrms--qua1.cs32.my.salesforce.com, cs32.my.salesforce.com, cs32-wax.gia1.my.salesforce.com, cs32-wax.my.salesforce.com","dns01.salesforce.com, hostmaster.salesforce.com",,NOERROR,,,,,,,,
,max.niddk.nih.gov,137.187.76.189,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,mbescbes.medicaid.gov,198.179.3.33,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,mbescbesdev.medicaid.gov,198.179.3.30,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,mbescbespreprod.cms.gov,65.220.21.10,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,mbescbesval1.medicaid.gov,198.179.3.32,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,mcafee.nih.gov,172.18.60.4,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,True,172.18.60.4,
,mchb.hrsa.cloud.hhs.gov,"34.233.146.175, 54.221.125.239, 52.73.124.247","2600:1f18:212:4a08:df45:c06f:cba7:4c10, 2600:1f18:212:4a00:8ceb:a080:a960:18e5, 2600:1f18:212:4a01:1d13:61e0:c36:cec0",alb-cloudapps-prod-1532575290.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,mchb.tvisdata.hrsa.gov,162.99.249.141,2607:f220:410:405::180,,"hrsans1.hrsa.gov, hostmaster.hrsa.gov",,NOERROR,,,,,,,,
,mchbgrandchallenges.hrsa.gov,23.201.254.7,"2a02:26f0:480:5ad::219c, 2a02:26f0:480:5aa::219c","mchbgrandchallenges.hrsa.gov.edgekey.net, e8604.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,mchbtvis.hrsa.gov,162.99.249.140,2607:f220:410:405::170,,"hrsans1.hrsa.gov, hostmaster.hrsa.gov",,NOERROR,,,,,,,,
,mcl.nci.nih.gov,129.43.254.39,2607:f220:41d:21c1::812b:fe27,redirect.ha2.cancer.gov,"ns1.nci.nih.gov, hostmaster.ns1.nci.nih.gov",,NOERROR,,,,,,,,
,mcref.cms.gov,"54.88.218.223, 3.222.195.38",,cms-ofm-psr-prod-dmz-lb-1574408042.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,mcrefval.cms.gov,"44.211.103.175, 44.197.130.195",,cms-ofm-psr-imp-dmz-lb-952862601.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,mcs.cdc.gov,198.246.110.22,,mcs3050.cdc.gov,"ns2.cdc.gov, hostmaster.cdc.gov",,NOERROR,,,,,,,,
,mcs3050.cdc.gov,198.246.110.22,,,"ns2.cdc.gov, hostmaster.cdc.gov",,NOERROR,,,,,,,,
,mdctmcr.cms.gov,"18.66.97.40, 18.66.97.54, 18.66.97.107, 18.66.97.51","2600:9000:223c:1200:1f:60e6:4240:93a1, 2600:9000:223c:c400:1f:60e6:4240:93a1, 2600:9000:223c:5200:1f:60e6:4240:93a1, 2600:9000:223c:a00:1f:60e6:4240:93a1, 2600:9000:223c:3800:1f:60e6:4240:93a1, 2600:9000:223c:fc00:1f:60e6:4240:93a1, 2600:9000:223c:b000:1f:60e6:4240:93a1, 2600:9000:223c:f400:1f:60e6:4240:93a1",d1723hcfo7w555.cloudfront.net,"ns-294.awsdns-36.com, awsdns-hostmaster.amazon.com","ns-1347.awsdns-40.org, ns-1822.awsdns-35.co.uk, ns-294.awsdns-36.com, ns-734.awsdns-27.net",NOERROR,True,cloudfront,,,,,,
,mdctmcrdev.cms.gov,,,d2fw5iw7htzlo2.cloudfront.net,"ns-5.awsdns-00.com, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,mdctmcrval.cms.gov,"18.66.233.83, 18.66.233.10, 18.66.233.45, 18.66.233.62, 205.251.196.34","2600:9000:2435:e000:12:c795:cc0:93a1, 2600:9000:2435:9e00:12:c795:cc0:93a1, 2600:9000:2435:2800:12:c795:cc0:93a1, 2600:9000:2435:1200:12:c795:cc0:93a1, 2600:9000:2435:a00:12:c795:cc0:93a1, 2600:9000:2435:b200:12:c795:cc0:93a1, 2600:9000:2435:4800:12:c795:cc0:93a1, 2600:9000:2435:e600:12:c795:cc0:93a1",d1wxhg0x0jpq9f.cloudfront.net,"ns-643.awsdns-16.net, awsdns-hostmaster.amazon.com","ns-1904.awsdns-46.co.uk, ns-1058.awsdns-04.org, ns-248.awsdns-31.com, ns-643.awsdns-16.net",NOERROR,True,cloudfront,,,,,,
,mdm.csr.nih.gov,165.112.253.94,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,mdmlink.oig.hhs.gov,"158.70.8.18, 158.70.38.18",,,"iad-f5-a2.oig.hhs.gov, hostmaster.iad-f5-a2.oig.hhs.gov",,NOERROR,,,,,,,,
,mearis-hotfix-api.cms.gov,"18.164.68.74, 18.164.68.18, 18.164.68.44, 18.164.68.124",,d30gcslc1dd6rj.cloudfront.net,"ns-1206.awsdns-22.org, awsdns-hostmaster.amazon.com","ns-1206.awsdns-22.org, ns-1624.awsdns-11.co.uk, ns-186.awsdns-23.com, ns-787.awsdns-34.net",NOERROR,True,cloudfront,,,,,,
,mecfs.ctss.nih.gov,156.40.89.104,,hddirswebep06.nichd.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,medarts.nih.gov,137.187.61.57,2607:f220:404:1208::57,ors.od.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov","ns2.nih.gov, ns.nih.gov, ns3.nih.gov",NOERROR,,,"apple-domain-verification=IKuLWQFDZrQKfyg3, gX9I1FpmG+pDNcxObR3R7rFWZPVQBTHHcNoVvuXiQPmmkVyKE9CEwC2OPCAoXzVsag+tGYYsL+bcts4ABiWCag==, v=spf1 include:nih.gov ~all","nihcesxway.hub.nih.gov, nihcesxwayst06.hub.nih.gov, nihcesxwayst05.hub.nih.gov, nihcesxwayst04.hub.nih.gov, nihcesxwayst03.hub.nih.gov, nihcesxwayst02.hub.nih.gov, nihcesxwayst01.hub.nih.gov, nihcesxway5.hub.nih.gov, nihcesxway4.hub.nih.gov, nihcesxway3.hub.nih.gov, nihcesxway2.hub.nih.gov",,,,
,media.cc.nih.gov,128.231.191.25,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,medialibrary.nei.nih.gov,"13.107.253.45, 13.107.226.45","2620:1ec:48:1::45, 2620:1ec:29:1::45","nei-web-azurefd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.fb-t-msedge.net",,NOERROR,,,,,,,,
,medialibraryworkspace.nei.nih.gov,"13.107.226.45, 13.107.253.45","2620:1ec:29:1::45, 2620:1ec:48:1::45","nei-web-azurefd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",,NOERROR,,,,,,,,
,medicaid.gov,,"2a02:26f0:3100:795::348, 2a02:26f0:3100:78b::348",,"usw2.akam.net, hostmaster.akamai.com","a13-64.akam.net, a10-67.akam.net, a8-67.akam.net, a1-86.akam.net, a24-65.akam.net, a3-66.akam.net",NOERROR,,,,,,,,
,medicare.hhs.gov,32.97.224.58,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
,medicineonscreen.nlm.nih.gov,"192.0.78.135, 192.0.78.195, 198.181.116.9, 198.181.117.9, 192.0.74.9","2a04:fa87:ffff::c6b5:7409, 2a04:fa87:ffff::c6b5:7509, 2620:115:c00f::c000:4a09",,"ns1.wordpress.com, hostmaster.wordpress.com","ns3.wordpress.com, ns2.wordpress.com, ns1.wordpress.com",NOERROR,,,,,,,,
,medlineplus.awsprod.nlm.nih.gov,"99.86.4.87, 99.86.4.16, 99.86.4.71, 99.86.4.60","2600:9000:2057:4a00:1:6b7c:7400:93a1, 2600:9000:2057:3200:1:6b7c:7400:93a1, 2600:9000:2057:4c00:1:6b7c:7400:93a1, 2600:9000:2057:c000:1:6b7c:7400:93a1, 2600:9000:2057:e00:1:6b7c:7400:93a1, 2600:9000:2057:6e00:1:6b7c:7400:93a1, 2600:9000:2057:3800:1:6b7c:7400:93a1, 2600:9000:2057:7200:1:6b7c:7400:93a1",,"ns-1890.awsdns-44.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,medmap.hhs.gov,,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
,meet.cms.hhs.gov,158.73.247.106,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,meet.nihdev.cit.nih.gov,128.231.125.194,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,meetings.cms.gov,158.73.247.72,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,v=spf1 ip4:158.70.144.146 ip4:158.72.139.19 ~all,,,,,
,meetings.nigms.nih.gov,156.40.212.247,2607:f220:404:1002:156:40:212:247,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,meetingserver.hhs.gov,158.74.32.106,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,v=spf1 a mx -all,,,,,
,meetingsstage.fic.nih.gov,156.40.179.37,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,meetingsstage.nigms.nih.gov,156.40.179.39,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,meetme.cms.gov,158.73.247.94,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,megw.nih.gov,156.40.55.50,2607:f220:404:10d:156:40:55:50,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,menkesohs.nichd.nih.gov,,2607:f220:416:201::102:8,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,menkesohsstaff.nichd.nih.gov,156.40.88.20,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,mentoring.hhs.gov,158.74.54.224,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
,meps.cms.gov,"18.214.103.209, 3.231.6.99",,aws-c-appli-a1rxqx5m30q7-1707237628.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,meris.cdc.gov,198.246.106.206,,meris.glb.cdc.gov,"ns1.glb.cdc.gov, hostmaster.ns1.glb.cdc.gov",,NOERROR,,,,,,,,
,meris.glb.cdc.gov,198.246.106.206,,,"ns1.glb.cdc.gov, hostmaster.ns1.glb.cdc.gov",,NOERROR,,,,,,,,
,merlin.nichd.nih.gov,156.40.90.209,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,merspuidev.cdc.gov,"2.20.132.108, 2.20.132.135","2a02:26f0:64::214:8487, 2a02:26f0:64::214:846c","merspuidev.cdc.gov.edgekey.net, e128788.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,metabolomics-sig.nih.gov,144.202.234.20,2600:2c00:f002:2::5,poplar.nci.nih.gov,"ddi-rsgm.nci.nih.gov, hostmaster.nci.nih.gov",,NOERROR,,,,,,,,
,mf.cms.gov,,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,mfhpcancer.cdc.gov,,"2a02:26f0:d8::1740:c39, 2a02:26f0:d8::1740:c2b","mfhpcancer.cdc.gov.edgekey.net, e113800.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,mgl.nichd.nih.gov,156.40.89.106,,hddirswebep08.nichd.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,microbenet.glb.cdc.gov,198.246.102.57,,,"ns1.glb.cdc.gov, hostmaster.ns1.glb.cdc.gov",,NOERROR,,,,,,,,
,microbetrace.cdc.gov,198.246.117.164,,,"ns2.cdc.gov, hostmaster.cdc.gov",,NOERROR,,,,,,,,
,microsoft.nih.gov,172.18.60.2,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,True,172.18.60.2,
,midas.cms.gov,"10.133.160.69, 10.133.163.199",,midas-prod-web-nlb-gateway-elb-4987d79790ee8bed.elb.us-east-1.amazonaws.com,"ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,True,"10.133.160.69, 10.133.163.199",
,midslibrary.cms.gov,131.167.156.130,,midslibrary-cms.battelle.org,"wp-dnse.battelle.org, dnsadmins.battelle.org",,NOERROR,,,,,,,,
,mifcal.nmrf.nih.gov,128.231.212.121,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,migdataengine.cms.hhs.gov,198.202.127.200,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,migration.niaid.nih.gov,156.40.80.73,,ai-mosiwq1.niaid.nih.gov,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,millionhearts.hhs.gov,92.123.149.180,"2a02:26f0:1700:1b1::2461, 2a02:26f0:1700:18c::2461",millionhearts.akam.cdc.gov,"a1-43.akam.net, adhelpdsk.cdc.gov",,NOERROR,,,,,,,,
,millionheartsns.akam.cdc.gov,104.102.32.212,"2a02:26f0:3500:296::2461, 2a02:26f0:3500:2aa::2461",,"a1-43.akam.net, adhelpdsk.cdc.gov",,NOERROR,,,,,,,,
,millionheartsns.hhs.gov,104.102.32.212,"2a02:26f0:3400:18c::2461, 2a02:26f0:3400:190::2461",millionheartsns.akam.cdc.gov,"a1-43.akam.net, adhelpdsk.cdc.gov",,NOERROR,,,,,,,,
,mime.hets-270-271.cms.gov,158.73.232.20,,,"usw2.akam.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,minorityhealth.hhs.gov,74.209.249.104,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,"mx.public.govdelivery.com, mx2.public.govdelivery.com, minorityhealth-hhs-gov.mail.protection.outlook.com",,,,
,mint.cms.gov,"99.86.4.70, 99.86.4.126, 99.86.4.66, 99.86.4.19","2600:9000:2057:9000:13:6b90:7280:93a1, 2600:9000:2057:7000:13:6b90:7280:93a1, 2600:9000:2057:8600:13:6b90:7280:93a1, 2600:9000:2057:5000:13:6b90:7280:93a1, 2600:9000:2057:4400:13:6b90:7280:93a1, 2600:9000:2057:de00:13:6b90:7280:93a1, 2600:9000:2057:600:13:6b90:7280:93a1, 2600:9000:2057:6a00:13:6b90:7280:93a1",dhh27h1ywmj0q.cloudfront.net,"ns-415.awsdns-51.com, awsdns-hostmaster.amazon.com","ns-1126.awsdns-12.org, ns-415.awsdns-51.com, ns-652.awsdns-17.net, ns-1638.awsdns-12.co.uk",NOERROR,True,cloudfront,,,,,,
,mipav.cit.nih.gov,,2607:f220:404:202::1:201,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,mitunnel.oig.hhs.gov,158.70.28.124,,,"iad-f5-a2.oig.hhs.gov, hostmaster.iad-f5-a2.oig.hhs.gov",,NOERROR,,,,,,,,
,mli.nih.gov,,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,mo-idp.cms.gov,23.41.253.205,"2a02:26f0:64:5a9::28a, 2a02:26f0:64:58b::28a","iservprod.cms.gov.edgekey.net, e650.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,mo-idp.test.cms.gov,"2.23.209.140, 2.23.209.139","2a02:26f0:3500:1b::1724:a385, 2a02:26f0:3500:1b::1724:a394","nonproduction3.cms.gov.edgekey.net, e85184.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,mobile.mail.nih.gov,,2607:f220:404:10d::9c28:3737,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,mobile.nlm.nih.gov,130.14.16.4,2607:f220:41e:1016::4,redirector.wip.nlm.nih.gov,"gslb03.nlm.nih.gov, hostmaster.gslb03.nlm.nih.gov",,NOERROR,,,,,,,,
,mobileacronis.cit.nih.gov,156.40.55.246,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,mole.niddk.nih.gov,128.231.148.252,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,moss.cit.nih.gov,,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,moss.nhlbi.nih.gov,128.231.255.124,,,"nihblox5.nih.gov, hostmaster.nih.gov",,NOERROR,,,,,,,,
,mpf-help.medicare.gov,"104.16.51.111, 104.16.53.111",,cms-emedicare.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudflare,"v=spf1 include:mail.zendesk.com ~all, pod=20",mail-pod-20.int.zendesk.com,,,,
,mpillbox.nlm.nih.gov,130.14.128.117,,,"lhcns1.nlm.nih.gov, nlmdnshostmaster.mail.nih.gov",,NOERROR,,,,,,,,
,mpincsurvey.cdc.gov,131.167.156.75,,mpincsurvey-cdc.battelle.org,"wp-dnse.battelle.org, dnsadmins.battelle.org",,NOERROR,,,,,,,,
,mrc-stage.hhs.gov,158.70.181.74,,,"rh120ns1.368.dhhs.gov, hostmaster.psc.hhs.gov",,NOERROR,,,,,,,,
