new,host,a,soa,status_code,cname,cdn,cdn-name,ns,has_internal_ips,internal_ips,mx,txt,aaaa,caa
[x],csvp000a1788.us.ups.com,,,NOERROR,,,,,,,,,,
[x],csvp000a17c2.us.ups.com,,,NOERROR,,,,,,,,,,
[x],csvp000a17ed.us.ups.com,,,NOERROR,,,,,,,,,,
[x],csvp000a33d8.us.ups.com,,,NOERROR,,,,,,,,,,
[x],csvp000a5613.ups.com,,,NOERROR,,,,,,,,,,
[x],csvp000a87f2.us.ups.com,156.134.217.87,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],csvp000b1033.us.ups.com,,,NOERROR,,,,,,,,,,
[x],csvp000b1038.us.ups.com,153.2.205.24,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],csvp000b1152.ups.com,"153.2.212.109, 153.2.206.112","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],csvp000bba85.us.ups.com,156.134.220.173,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],ctispeu1.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],ctr1-rr.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],ctrapprove3-rr.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],ctrwebapi1.inside.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],customersolutions.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],customizedtnt.inside.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],cvaapi-uat.ups.com,,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,"cva-uat.trafficmanager.net, upscvauat.eastus2.cloudapp.azure.com",True,azure,,,,,,,
[x],cvdm.ups.com,153.2.183.236,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,cvdm.dmz-gslb.ups.com,,,,,,,,,
[x],cvdm3-wzp.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],cvdmpapi.dmz-gslb.ups.com,153.2.183.97,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],cvshipping1-wzp.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],cvv.dmz-gslb.ups.com,,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],cvv.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],cws-rzp.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],da-da-row.ups.com,"153.2.224.150, 153.2.228.150","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],daows.wweconomy.ups.com,52.170.5.1,"resolve01.sslra.com, internet.ups.com",NOERROR,,True,azure,"nsa.ups.com, nsb.ups.com",,,,,,
[x],dataservice-rip.inside.ups.com,153.2.105.183,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],dataservice-wip.inside.ups.com,153.2.115.113,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,"nsa.ups.com, nsb.ups.com",,,,,,
[x],dataservice.inside.ups.com,153.2.115.113,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,dataservice1.dmz-gslb.ups.com,,,,,,,,,
[x],dataservice1.dmz-gslb.ups.com,153.2.115.113,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],dayoff.ups.com,208.49.127.140,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],dcm.ups.com,"34.234.152.88, 52.72.131.79, 54.205.242.142","ns-1240.awsdns-27.org, awsdns-hostmaster.amazon.com",NOERROR,apps.imstransport.com,,,,,,,,,
[x],ddb4.mvs.us.ups.com,,,NOERROR,,,,,,,,,,
[x],de-de-row.ups.com,"153.2.228.150, 153.2.224.150","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],de-de-stories.ups.com,"95.101.74.136, 95.101.74.160","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,"about.ups.com.edgekey.net, e127931.dscx.akamaiedge.net",,,,,,,,"2a02:26f0:c900:9::5f65:4aa0, 2a02:26f0:c900:9::5f65:4a88",
[x],delivermore.ups.com,212.64.135.75,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],demo.seismic.ups.com,,,NOERROR,,,,,,,,,,
[x],dev-developer.ups.com,23.222.51.164,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"dev-developer.ups.com.edgekey.net, e14281.dsca.akamaiedge.net",,,,,,,,"2a02:26f0:3500:898::37c9, 2a02:26f0:3500:884::37c9",
[x],dev2-gldmicroservices.ups.com,255.255.255.255,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,dev2-gldmicroservices.eastus2.cloudapp.azure.com,,,,True,255.255.255.255,,,,
[x],dgms.dmz-gslb.ups.com,153.2.137.162,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],dgms1.dmz-gslb.ups.com,153.2.107.120,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],dhamq-ram.linux.us.ups.com,153.2.232.203,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],dhamq-win.linux.us.ups.com,153.2.234.38,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],dialin.ups.com,153.2.181.118,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,mahucext.dmz-gslb.ups.com,,,,,,,,,
[x],dice10.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],dieneuelogistik.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],dir12c2.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],dirl-uat.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],dirsvceam-vip.intra-gslb.ups.com,,,NOERROR,,,,,,,,,,
[x],dm.dmz-gslb.ups.com,153.2.183.192,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],dm.ups.com,153.2.183.192,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,dm.dmz-gslb.ups.com,,,,,,,,,
[x],dmgbi-ssis.us.ups.com,,,NOERROR,,,,,,,,,,
[x],docsvc-rzp.ups.com,153.2.181.223,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],docsvc-wzp.ups.com,153.2.183.234,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],docsvcmah.ups.com,153.2.181.223,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],dol.ups.com,153.2.224.50,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],dots.ups.com,155.178.64.152,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],download.ups.com,"153.2.234.239, 153.2.234.243, 153.2.232.254, 153.2.234.92","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],dropbox2.biaalpha.inside.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],ds-diad-mah.ups.com,153.2.181.52,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],ds-diad-rruat.ups.com,153.2.181.131,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],ds-diad-uat.dmz-gslb.ups.com,153.2.181.131,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],ds-diad-uat.ups.com,,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,ds-diad-uat.dmz-gslb.ups.com,,,,,,,,,
[x],ds-diad-win.ups.com,153.2.183.25,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],ds-diad.dmz-gslb.ups.com,153.2.183.25,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,,,,,,,,,,
[x],ds-diad.ups.com,153.2.183.25,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,ds-diad.dmz-gslb.ups.com,,,,,,,,,
[x],ds-kw-mah.ups.com,153.2.181.67,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],ds-kw.ups.com,153.2.182.64,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,ds-kw.dmz-gslb.ups.com,,,,,,,,,
[x],ds-kwops-uat.dmz-gslb.ups.com,153.2.183.62,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],ds.dmz-gslb.ups.com,153.2.181.111,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],dsdfr2-download.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],dswfr.ups.com,153.2.203.79,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],dva.ups.com,34.110.217.231,"resolve01.sslra.com, internet.ups.com",NOERROR,,True,google,,,,,,,
[x],dvlp2-rip.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],dwbcm-test.air.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],dwh-dev1.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],e2dc-ww.inside.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],e2kws.dmz-gslb.ups.com,153.2.183.252,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],eam2.dynamic.us.ups.com,,,NOERROR,,,,,,,,,,
[x],eamfaq4.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],eamsso.dmz-gslb.ups.com,153.2.183.198,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,,,,,,,,,,
[x],ebill.ups.com,"153.2.226.95, 153.2.230.95","resolve01.sslra.com, internet.ups.com",NOERROR,billingcenter.ups.com,,,,,,,,,
[x],ebm.ups.com,"153.2.224.50, 153.2.228.50","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],ec.ups.com,"153.2.224.50, 153.2.228.50","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],echo.mvs.us.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],ecisgen-mah.linux.us.ups.com,153.2.242.120,"resolve01.sslra.com, internet.ups.com",NOERROR,cpcws-mah.linux.us.ups.com,,,,,,,,,
[x],ecisshipcieoa-mah.linux.us.ups.com,153.2.242.120,"resolve01.sslra.com, internet.ups.com",NOERROR,cpcws-mah.linux.us.ups.com,,,,,,,,,
[x],ecisshipcieoa-win.linux.us.ups.com,153.2.244.110,"resolve01.sslra.com, internet.ups.com",NOERROR,cpcws-win.linux.us.ups.com,,,,,,,,,
[x],ecmws-ww.inside.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],ecmwsmah.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],ecom.ups.com,153.2.238.99,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],ecsadmin-win.linux.us.ups.com,153.2.244.110,"resolve01.sslra.com, internet.ups.com",NOERROR,cpcws-win.linux.us.ups.com,,,,,,,,,
[x],ecsbatch-mah.linux.us.ups.com,153.2.242.120,"resolve01.sslra.com, internet.ups.com",NOERROR,cpcws-mah.linux.us.ups.com,,,"nsa.ups.com, nsb.ups.com",,,,,,
[x],ecsbatch-win.linux.us.ups.com,153.2.244.110,"resolve01.sslra.com, internet.ups.com",NOERROR,cpcws-win.linux.us.ups.com,,,,,,,,,
[x],edi2.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],edmssrsreporting.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],edpsext.dmz-gslb.ups.com,153.2.226.219,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],edpsext.ups.com,153.2.226.219,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,edpsext.dmz-gslb.ups.com,,,,,,,,,
[x],edpswebapps.inside.ups.com,153.2.9.231,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,edpswebapps.dmz-gslb.ups.com,,,,,,,,,
[x],eds.dmz-gslb.ups.com,153.2.183.192,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,,,,,,,,,,
[x],egos-38940d-yellow.wweconomy.ups.com,20.84.4.90,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],egos-webservices-biztalk.wweconomy.ups.com,"13.107.237.45, 13.107.238.45","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.fb-t-msedge.net",NOERROR,"i-parcel.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net",,,,,,,,"2620:1ec:4e:1::45, 2620:1ec:4f:1::45",
[x],egos-webservices-inside.wweconomy.ups.com,"13.107.238.45, 13.107.237.45","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.fb-t-msedge.net",NOERROR,"i-parcel.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net",,,,,,,,"2620:1ec:4e:1::45, 2620:1ec:4f:1::45",
[x],elogistics.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],elvirasvc2-ww.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],emahcscitiws.ups.com,153.2.104.38,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],email-vip.ups.com,153.2.232.129,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],email2-vip.ups.com,153.2.234.229,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],emailgffsolutions.ups.com,"104.17.70.206, 104.17.73.206, 104.17.71.206, 104.17.72.206, 104.17.74.206","ns1.marketo.com, ops.localhost",NOERROR,mkto-ab300013.com,True,cloudflare,"ns1.marketo.com, ns2.mktdns.com",,,,,,
[x],emip-uat.ups.com,35.244.177.97,"resolve01.sslra.com, internet.ups.com",NOERROR,,True,google,,,,,,,
[x],emon-epackage1.ups.com,"153.2.232.202, 153.2.232.206, 153.2.232.132, 153.2.232.13","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,"tessa3.ups.com, tessa4.ups.com, magma2.ups.com, magma3.ups.com, magma4.ups.com, tessa.ups.com",,,
[x],emopa-mah.linux.us.ups.com,153.2.242.120,"resolve01.sslra.com, internet.ups.com",NOERROR,cpcws-mah.linux.us.ups.com,,,,,,,,,
[x],ems4.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],ens-kw-mah.ups.com,153.2.181.69,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],ens-kw-win.ups.com,153.2.182.25,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],ens-kw.ups.com,153.2.182.25,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,ens-kw.dmz-gslb.ups.com,,,,,,,,,
[x],enterpriseenrollment.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,mvsp1.ups.com,,,,,,,,,
[x],ep-authoring.dmz-gslb.ups.com,153.2.226.118,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],ep-portal.dmz-gslb.ups.com,153.2.226.117,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],ep.ups.com,"153.2.226.117, 153.2.230.208, 153.2.242.115, 153.2.244.155","resolve01.sslra.com, internet.ups.com",NOERROR,,,,"cmtu.mt.ns.els-gms.att.net, ns1-auth.sprintlink.net, ns2-auth.sprintlink.net, ns3-auth.sprintlink.net, nsa.ups.com, nsb.ups.com, cbru.br.ns.els-gms.att.net",,,,,,
[x],epackage-ww-ex.ups.com,"153.2.230.113, 153.2.242.115, 153.2.244.155","resolve01.sslra.com, internet.ups.com",NOERROR,,,,"ns2-auth.sprintlink.net, ns3-auth.sprintlink.net, nsa.ups.com, nsb.ups.com, cbru.br.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net, ns1-auth.sprintlink.net",,,,,,
[x],epackage.ups.com,153.2.226.113,"resolve01.sslra.com, internet.ups.com",NOERROR,epackage-rr-ex.ups.com,,,,,,,,,
[x],epackage1.ups.com,"153.2.226.91, 153.2.230.93","resolve01.sslra.com, internet.ups.com",NOERROR,,,,"nsa.ups.com, cmtu.mt.ns.els-gms.att.net, ns1-auth.sprintlink.net, ns2-auth.sprintlink.net, ns3-auth.sprintlink.net, nsb.ups.com, cbru.br.ns.els-gms.att.net",,,epackage1.ups.com,v=spf1 ip4:153.2.232.99 ip4:153.2.232.217  ip4:153.2.234.149 ip4:153.2.234.217 -all,,
[x],epconnect1.ups.com,"153.2.226.215, 153.2.230.159","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],epconnect55.ups.com,"153.2.226.114, 153.2.230.114","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],epd2-rr.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],epdc-app.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],epsas.ups.com,"153.2.226.210, 153.2.230.154","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],eqp-status-cfes-uat.ups.com,35.241.13.204,"resolve01.sslra.com, internet.ups.com",NOERROR,,True,google,,,,,,,
[x],eqp-status-cfes.ups.com,34.102.156.87,"resolve01.sslra.com, internet.ups.com",NOERROR,,True,google,,,,,,,
[x],es-es-row.ups.com,"153.2.228.150, 153.2.224.150","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],es-us-apps.ups.com,"153.2.228.150, 153.2.224.150","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],es-us-campusship.ups.com,"153.2.224.150, 153.2.228.150","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],es-us.ups.com,"153.2.228.150, 153.2.224.150","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],esalcomm2-rr.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],esalcomm3-ww.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],esalcommwebapi3-ww.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],esde.ups.com,153.2.181.155,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],esm.ups.com,,,NOERROR,,,,,,,,,,
[x],esps-uk-application.dmz-gslb.ups.com,153.2.129.22,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],esps-uk-application.ups.com,153.2.129.22,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,esps-uk-application.dmz-gslb.ups.com,,,,,,,,,
[x],ests1.dmz-gslb.ups.com,153.2.112.184,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,,,,,,,,,,
[x],etl-diad-rruat.ups.com,"10.251.232.18, 153.2.242.115, 153.2.244.155","resolve01.sslra.com, internet.ups.com",NOERROR,,,,"ns1-auth.sprintlink.net, ns2-auth.sprintlink.net, ns3-auth.sprintlink.net, nsb.ups.com, cmtu.mt.ns.els-gms.att.net, nsa.ups.com, cbru.br.ns.els-gms.att.net",True,10.251.232.18,,,,
[x],etmsfti-old1.ups.com,153.2.230.81,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],etmsfti.dmz-gslb.ups.com,153.2.234.164,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],etmsfti.ups.com,,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,etmsfti.dmz-gslb.ups.com,,,,,,,,,
[x],etmstemp.ups.com,153.2.230.80,"resolve01.sslra.com, internet.ups.com",NOERROR,etms-old1.ups.com,,,,,,,,,
[x],etps2-rr.ups.com,153.2.181.188,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],etps2.dmz-gslb.ups.com,153.2.183.181,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,,,,,,,,,,
[x],etps2vendors-bcp.ups.com,153.2.181.61,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],etps2vendors-bcp4.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],etps2vendors.dmz-gslb.ups.com,153.2.183.182,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],etps2ws-wzp.ups.com,153.2.183.184,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],etps2ws.dmz-gslb.ups.com,153.2.183.184,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,,,,,,,,,,
[x],eurbh01.europe.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],europe.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,"nsa.ups.com, nsb.ups.com",,,"mxa-002b8001.gslb.pphosted.com, mxb-002b8001.gslb.pphosted.com","docusign=22f44e31-1d36-4570-85e3-f80bebf73583, docusign=da34a0c2-69aa-4321-9645-257add5af7c3, docusign=ff9540fe-6e41-4966-a6c5-f199160297ac, onetrust-domain-verification=32d00c84b0c846ef8dc120547277dea3, onetrust-domain-verification=c17159087b63400887b464b22ae07050, v=spf1 include:spf-002b8001.pphosted.com include:spf-002b8002.pphosted.com include:spf-002b8004.pphosted.com include:%{ir}.%{v}.%{d}.spf.has.pphosted.com -all",,
[x],events.ups.com,74.121.50.58,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,"nsa.ups.com, cbru.br.ns.els-gms.att.net, ns1-auth.sprintlink.net, ns2-auth.sprintlink.net, ns3-auth.sprintlink.net, nsb.ups.com, cmtu.mt.ns.els-gms.att.net",,,,,,
[x],ewincscitiws.ups.com,153.2.112.44,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],ews-mah.ups.com,23.198.24.232,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"ews-mah.ups.com.edgekey.net, e9502.a.akamaiedge.net",,,,,,,,,
[x],ews-win.ups.com,23.5.229.132,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"ews-win.ups.com.edgekey.net, e9502.a.akamaiedge.net",,,,,,,,,
[x],exceeduat.unix.us.ups.com,,,NOERROR,,,,,,,,,,
[x],exeter2.ups.com,153.2.7.205,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],expansaobrasil.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],exporttoolkit.ups.com,23.67.128.144,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"redirects.ups.com.edgekey.net, e14281.dsca.akamaiedge.net",,,,,,,,"2a02:26f0:480:387::37c9, 2a02:26f0:480:38a::37c9",
[x],exporttoolkitde.ups.com,95.100.66.141,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"redirects.ups.com.edgekey.net, e14281.dsca.akamaiedge.net",,,,,,,,"2a02:26f0:3500:898::37c9, 2a02:26f0:3500:884::37c9",
[x],exteam.dmz-gslb.ups.com,,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],exteam.ups.com,,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,exteam.dmz-gslb.ups.com,,,,,,,,,
[x],extra.dmz-gslb.ups.com,153.2.181.247,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],fae1-ww.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],failedfax.ups.com,137.236.2.15,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],fgv-wzp.ups.com,153.2.183.195,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],filehub-gicprod.linux.us.ups.com,153.2.172.85,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],filexfer.ups.com,"153.2.224.71, 153.2.228.71","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],fips-gen.ups.com,"153.2.72.70, 153.2.73.70","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],fixtoken-rzp.ups.com,153.2.181.195,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],fixtoken.dmz-gslb.ups.com,153.2.181.195,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,,,,,,,,,,
[x],flexops5.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],flote1.biaalpha.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],fls7.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],fltops-vip1.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],foapps-wp.air.ups.com,,,NOERROR,,,,,,,,,,
[x],foapps1-prod.air.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],foi-sms-win.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],foreman.ups.com,,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,foreman.dmz-gslb.ups.com,,,,,,,,,
[x],forge.ups.com,153.2.233.204,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],forge5.ups.com,153.2.232.38,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],forge9.ups.com,153.2.232.91,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
