new,host,a,soa,status_code,cname,cdn,cdn-name,ns,has_internal_ips,internal_ips,mx,txt,aaaa,caa
[x],sitetolerances4.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],sma1.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],smallbiz.ups.com,"153.2.224.60, 153.2.228.60","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],smallbusiness.ups.com,"153.2.224.60, 153.2.228.60","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],smetrics.ups.com,"63.140.62.164, 63.140.62.135, 63.140.62.160","ns201.adobe.net, hostmaster.adobe.com",NOERROR,ups.com.ssl.sc.omtrdc.net,,,,,,,,,
[x],smt-ftp-dev.kysdf.us.ups.com,,,NOERROR,,,,,,,,,,
[x],smtp-epackage1.ups.com,"153.2.234.201, 153.2.232.211, 153.2.232.212, 153.2.234.197, 153.2.242.115, 153.2.244.155","resolve01.sslra.com, internet.ups.com",NOERROR,,,,"nsa.ups.com, nsb.ups.com, cbru.br.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net, ns1-auth.sprintlink.net, ns2-auth.sprintlink.net, ns3-auth.sprintlink.net",,,"cyclops4-ulca.ups.com, cyclops3-ulca.ups.com, starbolt4-ulca.ups.com, starbolt3-ulca.ups.com",,,
[x],smtp.air.ups.com,10.224.175.129,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,True,10.224.175.129,,,,
[x],smtp.gms-win.ups.com,"153.2.186.45, 153.2.186.46","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],smtp.oasisd1.ups.com,153.2.0.140,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],smtp.oasisp2.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],smtp.oasisp3.ups.com,153.2.0.138,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],smtp.us.ups.com,153.2.23.17,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],smtp4.us.ups.com,153.2.23.69,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],snmp-probe1.ups.com,153.2.233.81,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],snmp-probe2.ups.com,153.2.234.249,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],snowbird.ups.com,153.2.242.84,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],snowbird10.ups.com,153.2.243.3,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],snowbird13.ups.com,153.2.243.128,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],snowbird14.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],snowbird2.ups.com,153.2.242.85,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],snowbird20.ups.com,153.2.243.138,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],snowbird23.ups.com,153.2.242.62,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],snowbird30.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],snowbird31.ups.com,153.2.243.148,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],snowbird38.ups.com,153.2.242.179,"resolve01.sslra.com, internet.ups.com",NOERROR,njrarlpapp002aa.linux.us.ups.com,,,,,,,,,
[x],snowbird39.ups.com,153.2.242.194,"resolve01.sslra.com, internet.ups.com",NOERROR,njrarlpapp002ab.linux.us.ups.com,,,,,,,,,
[x],snowbird7.ups.com,153.2.242.10,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],socs3-rr.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],solutioncenter.biaalpha.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],solutions.ups.com,"104.17.73.206, 104.17.72.206, 104.17.71.206, 104.17.70.206, 104.17.74.206","bart.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"unitedparcel.mktoweb.com, ab18.mktossl.com",True,cloudflare,,,,,,,
[x],solvers.ups.com,23.222.51.164,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"redirects.ups.com.edgekey.net, e14281.dsca.akamaiedge.net",,,,,,,,"2a02:26f0:3500:884::37c9, 2a02:26f0:3500:898::37c9",
[x],solversde.ups.com,104.102.50.134,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"redirects.ups.com.edgekey.net, e14281.dsca.akamaiedge.net",,,,,,,,"2a02:26f0:480:59f::37c9, 2a02:26f0:480:58e::37c9",
[x],solversgb.ups.com,23.53.58.58,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"redirects.ups.com.edgekey.net, e14281.dsca.akamaiedge.net",,,,,,,,"2001:2030:21:1a1::37c9, 2001:2030:21:199::37c9",
[x],som-mah2.inside.ups.com,153.2.11.141,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,som-mah2.dmz-gslb.ups.com,,,,,,,,,
[x],som-win2.inside.ups.com,,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,som-win2.dmz-gslb.ups.com,,,,,,,,,
[x],som.l3.ups.com,,,NOERROR,,,,,,,,,,
[x],sortsim.ups.com,153.2.181.103,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],spades3.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],spetom.ups.com,,,NOERROR,,,,,,,,,,
[x],spipush-rr.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],spiral2.ups.com,153.2.244.201,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],splunk-800.air.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],splus.dmz-gslb.ups.com,153.2.8.247,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],splus.inside.ups.com,153.2.8.247,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,splus.dmz-gslb.ups.com,,,,,,,,,
[x],sponsorships.ups.com,"50.57.27.219, 153.2.242.115, 153.2.244.155","resolve01.sslra.com, internet.ups.com",NOERROR,,,,"nsa.ups.com, nsb.ups.com, cbru.br.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net, ns1-auth.sprintlink.net, ns2-auth.sprintlink.net, ns3-auth.sprintlink.net",,,,,,
[x],sr2.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],ssdc.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],sslvpn.dmz-gslb.ups.com,153.2.234.25,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],sslvpn.ups.com,153.2.234.25,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,sslvpn.dmz-gslb.ups.com,,,,,,,,,
[x],ssoapps.ups.com,,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,ssoapps-ext.dmz-gslb.ups.com,,,,,,,,,
[x],ssp1-rr.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],ssp2-rr.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],ssps-service-lip.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],ssrs.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],sst.ups.com,,,NOERROR,,,,,,,,,,
[x],stage.about.ups.com,"2.19.97.10, 2.19.96.218","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"stage.about.ups.com.edgekey.net, e127931.dsca.akamaiedge.net",,,,,,,,"2a02:26f0:480:d::210:f15d, 2a02:26f0:480:d::210:f150",
[x],stage.brand.ups.com,,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"stage.brand.ups.com.edgekey.net, e127931.dsca.akamaiedge.net",,,,,,,,"2a02:26f0:d8::685e:64ab, 2a02:26f0:d8::685e:64a2",
[x],staging.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],starbolt3-ulca.ups.com,153.2.234.197,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],stories.ups.com,"62.115.252.64, 80.239.137.162","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,"about.ups.com.edgekey.net, e127931.dscx.akamaiedge.net",,,,,,,,"2001:2030:21::3e73:fc40, 2001:2030:21::50ef:89a2",
[x],sustainability.ups.com,"23.53.43.176, 23.37.226.113","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,"about.ups.com.edgekey.net, e127931.dscx.akamaiedge.net",,,,,,,,"2a02:26f0:7100::211:648a, 2a02:26f0:7100::211:6488",
[x],svrp0002215c.us.ups.com,,,NOERROR,,,,,,,,,,
[x],svrp00022e59.us.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],svrp00029469.us.ups.com,,,NOERROR,,,,,,,,,,
[x],svrp00029472.us.ups.com,,,NOERROR,,,,,,,,,,
[x],svrp0002c675.us.ups.com,,,NOERROR,,,,,,,,,,
[x],svrp00034281.us.ups.com,,,NOERROR,,,,,,,,,,
[x],svrp0003daec.us.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],svrp00046106.us.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],svrp00049636.us.ups.com,,,NOERROR,,,,,,,,,,
[x],svrp0004a1d1.canada.ups.com,153.2.208.52,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],svrp0004a1d2.canada.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],svrp0004b9c4.us.ups.com,,,NOERROR,,,,,,,,,,
[x],svrp0004bc3d.us.ups.com,,,NOERROR,,,,,,,,,,
[x],svrp0004cf42.us.ups.com,,,NOERROR,,,,,,,,,,
[x],svrp00052635.us.ups.com,,,NOERROR,,,,,,,,,,
[x],svrp00053c7a.njrar.us.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],svrp0005496f.us.ups.com,,,NOERROR,,,,,,,,,,
[x],svrp00055c49.us.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],svrp00055c4b.us.ups.com,,,NOERROR,,,,,,,,,,
[x],svrp00057dee.us.ups.com,,,NOERROR,,,,,,,,,,
[x],svrp0005a075.us.ups.com,,,NOERROR,,,,,,,,,,
[x],svrp0006d943.us.ups.com,,,NOERROR,,,,,,,,,,
[x],svrp0006e0d1.ups.com,,,NOERROR,,,,,,,,,,
[x],svrp0006f29b.europe.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],svrp00070626.us.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],svrp00071b95.us.ups.com,,,NOERROR,,,,,,,,,,
[x],svrp00089cb4.us.ups.com,,,NOERROR,,,,,,,,,,
[x],svrp00092144.us.ups.com,,,NOERROR,,,,,,,,,,
[x],svrp00099a16.us.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],svrp0009d6f4.us.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],svrp0009f415.us.ups.com,,,NOERROR,,,,,,,,,,
[x],svrp000a06f0.us.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],svrp000a24cf.us.ups.com,,,NOERROR,,,,,,,,,,
[x],svrp000a6c4a.asiapac.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],svrp000a6d24.asiapac.ups.com,,,NOERROR,,,,,,,,,,
[x],svrp000a818b.asiapac.ups.com,,,NOERROR,,,,,,,,,,
[x],svrp000a8195.us.ups.com,,,NOERROR,,,,,,,,,,
[x],svrp000a81b4.europe.ups.com,,,NOERROR,,,,,,,,,,
[x],svrp000a8430.europe.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],svrp000adabd.us.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],svrp000adac7.us.ups.com,,,NOERROR,,,,,,,,,,
[x],svrp000add5.us.ups.com,,,NOERROR,,,,,,,,,,
[x],svrp000ade97.us.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],svrp000b02e0.europe.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],svrp000b0cc1.us.ups.com,,,NOERROR,,,,,,,,,,
[x],svrp000b2b3b.us.ups.com,,,NOERROR,,,,,,,,,,
[x],svrp000b6b6b.us.ups.com,156.134.182.68,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],swd-dev.ups.com,153.2.234.228,"resolve01.sslra.com, internet.ups.com",NOERROR,tessa14.ups.com,,,,,,,v=spf1 a -all,,
[x],swd-mah.ups.com,153.2.233.153,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],swd-win.ups.com,153.2.235.106,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],swtd.dmz-gslb.ups.com,153.2.242.236,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],swtd.ups.com,153.2.242.236,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,swtd.dmz-gslb.ups.com,,,,,,,,,
[x],tags.ups.com,"18.65.39.76, 18.65.39.62, 18.65.39.117, 18.65.39.88","ns-1905.awsdns-46.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"tags.tiqcdn.com, dzfq4ouujrxm8.cloudfront.net",True,cloudfront,"ns-111.awsdns-13.com, ns-1217.awsdns-24.org, ns-1905.awsdns-46.co.uk, ns-622.awsdns-13.net",,,,,"2600:9000:238d:a600:7:2bfb:7c00:93a1, 2600:9000:238d:fc00:7:2bfb:7c00:93a1, 2600:9000:238d:9800:7:2bfb:7c00:93a1, 2600:9000:238d:b600:7:2bfb:7c00:93a1, 2600:9000:238d:6200:7:2bfb:7c00:93a1, 2600:9000:238d:6e00:7:2bfb:7c00:93a1, 2600:9000:238d:9600:7:2bfb:7c00:93a1, 2600:9000:238d:6600:7:2bfb:7c00:93a1",
[x],tanium-prod-app-svr1.ups.com,10.251.64.80,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,True,10.251.64.80,,,,
[x],tanium-prod-app-svr2.ups.com,10.251.64.81,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,True,10.251.64.81,,,,
[x],tcsapi2-rr.inside.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],tcv.dmz-gslb.ups.com,,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],tcv.ups.com,153.2.181.26,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,tcv.dmz-gslb.ups.com,,,,,,,,,
[x],techmenu.njc.ups.com,,,NOERROR,,,,,,,,,,
[x],temp-onlinetools.ups.com,"153.2.228.110, 153.2.224.110","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],terrain.dmz-gslb.ups.com,153.2.242.149,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],terrain.ups.com,153.2.242.149,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,terrain.dmz-gslb.ups.com,,,,,,,,,
[x],tessa.ups.com,153.2.234.220,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,v=spf1 a -all,,
[x],tessa1.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],tessa10.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,v=spf1 a -all,,
[x],tessa11.ups.com,153.2.234.93,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,v=spf1 a -all,,
[x],tessa12.ups.com,"153.2.235.106, 153.2.242.115, 153.2.244.155","resolve01.sslra.com, internet.ups.com",NOERROR,,,,"nsb.ups.com, cbru.br.ns.els-gms.att.net, cmtu.mt.ns.els-gms.att.net, ns1-auth.sprintlink.net, ns2-auth.sprintlink.net, ns3-auth.sprintlink.net, nsa.ups.com",,,,,,
[x],tessa2.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],tessa20.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],tessa21.ups.com,153.2.235.199,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],tessa3.ups.com,153.2.234.6,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,v=spf1 a -all,,
[x],tessa4.ups.com,153.2.234.7,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,v=spf1 a -all,,
[x],tessa5.ups.com,153.2.234.138,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,v=spf1 a -all,,
[x],tessa6.ups.com,153.2.234.139,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,v=spf1 a -all,,
[x],tessa7.ups.com,153.2.234.140,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,v=spf1 a -all,,
[x],test-developer.ups.com,23.53.58.58,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"test-developer.ups.com.edgekey.net, e14281.dsca.akamaiedge.net",,,,,,,,"2001:2030:21:199::37c9, 2001:2030:21:1a1::37c9",
[x],textreach1-ww.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],textreach4-rr.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],tfs.dmz-gslb.ups.com,153.2.8.220,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],tfs.ups.com,153.2.8.220,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,tfs.dmz-gslb.ups.com,,,,,,,,,
[x],thenewlogistics.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],thunderball.ups.com,153.2.244.184,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],thunderball12.ups.com,153.2.245.9,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],thunderball13.ups.com,153.2.245.233,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],thunderball15.ups.com,153.2.245.237,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],thunderball21.ups.com,153.2.245.245,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],thunderball22.ups.com,153.2.245.247,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],thunderball23.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],thunderball26.ups.com,153.2.245.11,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],thunderball28.ups.com,153.2.245.15,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],thunderball39.ups.com,153.2.244.169,"resolve01.sslra.com, internet.ups.com",NOERROR,gaalplpapp00315.linux.us.ups.com,,,,,,,,,
[x],thunderball5.ups.com,153.2.245.231,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],thunderball7.ups.com,153.2.244.103,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],thunderball8.ups.com,153.2.244.212,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],tics-dev.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],time1.ups.com,153.2.242.115,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],tl2-ww.inside.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],tmsportal.dmz-gslb.ups.com,153.2.113.242,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,,,,,,,,,,
[x],tmsportal.inside.ups.com,153.2.113.242,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,tmsportal.dmz-gslb.ups.com,,,,,,,,,
[x],tour.ups.com,"153.2.228.60, 153.2.224.60","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],tpews-mah.inside.ups.com,153.2.104.120,"resolve01.sslra.com, internet.ups.com",NOERROR,vip143-e42css.inside.ups.com,,,,,,,,,
[x],tpews.inside.ups.com,153.2.104.120,"resolve01.sslra.com, internet.ups.com",NOERROR,vip143-e42css.inside.ups.com,,,,,,,,,
[x],tr-tr-stories.ups.com,"95.101.74.136, 95.101.74.160","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,"about.ups.com.edgekey.net, e127931.dscx.akamaiedge.net",,,,,,,,"2a02:26f0:c900:9::5f65:4aa0, 2a02:26f0:c900:9::5f65:4a88",
[x],tracking.wweconomy.ups.com,"13.107.237.44, 13.107.238.44","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,"i-parcel.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net",,,,,,,,"2620:1ec:4e:1::44, 2620:1ec:4f:1::44",
[x],trackpad2-wzp.ups.com,156.134.121.247,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],trackpad3-wzp.ups.com,156.134.121.248,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],trackpad4-wzp.ups.com,,"resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],trackservice-mah.linux.us.ups.com,10.127.8.103,"resolve01.sslra.com, internet.ups.com",NOERROR,njrarlpapp0085b.ups.com,,,,True,10.127.8.103,,,,
[x],trackservice-win.linux.us.ups.com,10.127.136.103,"resolve01.sslra.com, internet.ups.com",NOERROR,gaalplpapp007f5.ups.com,,,,True,10.127.136.103,,,,
[x],transportation1-ww.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],transportation4-rr.inside.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],tripwire.dmz-gslb.ups.com,153.2.1.16,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,,,,,,,,,,
[x],tripwire.ups.com,153.2.1.16,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,tripwire.dmz-gslb.ups.com,,,,,,,,,
[x],trs.ups.com,,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,"traffic-trs-prod.trafficmanager.net, ip-trs-prod.eastus2.cloudapp.azure.com",True,azure,,,,,,,
[x],tsc16.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],tsmmonitorserviceapi.inside.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],tssapps.inside.ups.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],ttgapps-dr.air.ups.com,,,NOERROR,,,,,,,,,,
[x],ttgapps2-dr.air.ups.com,,,NOERROR,,,,,,,,,,
[x],tugdmobileredirector.dmz-gslb.ups.com,153.2.183.48,"ww-gslb-adns.dmz-gslb.ups.com, netman.ups.com, mah-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],tugdmobileredirector.ups.com,153.2.183.48,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,tugdmobileredirector.dmz-gslb.ups.com,,,,,,,,,
[x],tundraapps-sci.dmz-gslb.ups.com,153.2.226.124,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com",NOERROR,,,,,,,,,,
[x],tundraapps-sci.ups.com,"96.16.54.139, 96.16.54.136","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"tundraapps.ups.com.edgekey.net, e90423.dsca.akamaiedge.net",,,,,,,,"2a02:26f0:d8::685e:64a2, 2a02:26f0:d8::685e:64a0",
[x],tundraapps-tod.dmz-gslb.ups.com,153.2.226.120,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],tundraapps-tpd1.dmz-gslb.ups.com,,"mah-gslb-adns.dmz-gslb.ups.com, netman.ups.com, ww-gslb-adns.dmz-gslb.ups.com",NOERROR,,,,,,,,,,
[x],ua-campusship.ups.com,"153.2.224.150, 153.2.228.150","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],ua-m.ups.com,"153.2.224.150, 153.2.228.150","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],ua.ups.com,"153.2.228.150, 153.2.224.150","resolve01.sslra.com, internet.ups.com",NOERROR,,,,,,,,,,
[x],uat-brokerage.ups.com,23.100.68.11,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,"ucpglobaltraffic-uat.trafficmanager.net, 1dc7cbe2-0afb-4c03-bc01-e28c038c798d.cloudapp.net",True,azure,,,,,,,
[x],uatconsole.inside.ups.com,,,NOERROR,,,,,,,,,,
[x],ucdx.ups.com,"13.107.237.67, 13.107.238.67","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,"ucdx-prod.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0039.t-0009.fdv2-t-msedge.net, part-0039.t-0009.fdv2-t-msedge.net",,,,,,,,"2620:1ec:4e:1::67, 2620:1ec:4f:1::67",
[x],ucix-load.ups.com,"13.107.238.45, 13.107.237.45","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,"ucixuat.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net",,,,,,,,"2620:1ec:48:1::45, 2620:1ec:29:1::45",
[x],ugc-api.dev.ups.com,"13.107.253.67, 13.107.226.67","ns1.fb-t-msedge.net, msnhst.microsoft.com",NOERROR,"ugc-dev.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0039.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0039.t-0009.fb-t-msedge.net, part-0039.t-0009.fb-t-msedge.net",,,,,,,,"2620:1ec:48:1::67, 2620:1ec:29:1::67",
[x],ugc.ups.com,"13.107.253.45, 13.107.226.45","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,"ugc-prd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net",,,,,,,,"2620:1ec:4e:1::45, 2620:1ec:4f:1::45",
