input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,csp_domains_,location,final_url,tls_expired
ivisw2.dmz-gslb.ups.com,,403,,AS12217,UPS,US,153.2.176.0/21,ivisw2.dmz-gslb.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-09-26T00:00:00Z,2023-09-26T23:59:59Z,"CN=ivisw2-wzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",ivisw2-wzp.ups.com,"United Parcel Service, Inc.",ivisw2.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,234b53657a2a4bd4efdfab8e6c6bb631,c03405c7c0016ceba1af74997693a1159a6ac19f044b7fbf68633cad9a01b958,,ctls,ivisw2.dmz-gslb.ups.com,443,https://ivisw2.dmz-gslb.ups.com:443,https,,,GET,153.2.183.245,/,-1840324437,153.2.183.245,HSTS,1,False,,,,,,
ivrtools-wzp.ups.com,403 - Forbidden: Access is denied.,403,1233,AS12217,UPS,US,153.2.176.0/21,ivrtools-wzp.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-17T00:00:00Z,2024-04-16T23:59:59Z,"CN=ivrtools-wzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",ivrtools-wzp.ups.com,"United Parcel Service, Inc.",ivrtools.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,71f0363bbb537b4776c0aae6644c4f99,90de1ee859e9372edba0160d19eeac24142a3d7b0308b69374c663581207bb1c,,ctls,ivrtools-wzp.ups.com,443,https://ivrtools-wzp.ups.com:443,https,,text/html,GET,153.2.183.178,/,-1129303139,153.2.183.178,HSTS,30,False,,,,,,
jenkinsent.ups.com,404 - File or directory not found.,404,1245,AS20940,AKAMAI-ASN1,NL,95.101.0.0/16,jenkinsent.ups.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-07-18T00:00:00Z,2023-07-18T23:59:59Z,"CN=jenkinsent.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",jenkinsent.ups.com,"United Parcel Service, Inc.",jenkinsent.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,d630cae135e2ebc88832e48dd061f73e,3971f13f899bd41c2136aa264ac49e8d95ab30035592c537c2c8c6603eb78091,,ctls,jenkinsent.ups.com,443,https://jenkinsent.ups.com:443,https,,text/html,GET,95.101.111.164,/,1631801191,2a02:26f0:3500:18::1724:a28e,HSTS,30,False,,,,,,
l.e.smartmockups.com,404 Not Found,404,564,AS16509,AMAZON-02,US,13.32.132.0/24,l.e.smartmockups.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-07T00:00:00Z,2024-03-07T23:59:59Z,CN=l.e.smartmockups.com,l.e.smartmockups.com,,6055632.e.smartmockups.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ff74520dbe208633468930e71548deb0,ca10eb15a7e3559e4499313439d6ce4ace49c303d48e470afd716ae6776be080,,ctls,l.e.smartmockups.com,443,https://l.e.smartmockups.com:443,https,nginx,text/html,GET,13.32.121.18,/,1506877856,2600:9000:2240:5400:6:26d7:7000:93a1,Nginx,14,False,cloudfront,True,,,,
l.ups.com,,200,4,AS46263,EDIALOG,US,96.47.24.0/22,,,,,,,,,,,,,,,,,,,,,80,http://l.ups.com:80,http,Apache,text/html,GET,96.47.24.46,/,-1849365445,96.47.24.46,Apache,2,False,,,,,,
link.ups.com,,200,101,AS46263,EDIALOG,US,208.94.20.0/22,link.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,True,2023-05-02T00:00:00Z,2024-05-17T23:59:59Z,CN=*.ed10.net,*.ed10.net,,ed10.net,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,2af3accd826bd521f69f5a42ab244b6a,cce652c4848d8a6ec6a4e0ee241183e9e996bbdc20cb24c733af50a27c216bb6,True,ctls,link.ups.com,443,https://link.ups.com:443,https,Apache,text/html,GET,208.94.20.19,/,-366337701,208.94.20.19,Apache,2,False,,,,,,
locations.ups.com,UPS Locations Near You,200,234287,AS14618,AMAZON-AES,US,35.168.0.0/13,locations.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-20T00:00:00Z,2024-01-20T23:59:59Z,"CN=locations.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",locations.ups.com,"United Parcel Service, Inc.",rstatic.locations.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,cc6af47a553db4d36192534fc6a69e63,731ba681e641975a72b8d6e325de8580103b2ca00f9b866f9e1800225a45a6a9,,ctls,locations.ups.com,443,https://locations.ups.com:443,https,,text/html,GET,35.170.140.153,/,,18.208.82.149,HSTS,689,False,,,,,,
m-assets-tms.dmz-gslb.ups.com,Smart Trailer,200,848,AS12217,UPS,US,153.2.176.0/21,m-assets-tms.dmz-gslb.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-09-10T00:00:00Z,2023-09-10T23:59:59Z,"CN=m-assets-tms-rzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",m-assets-tms-rzp.ups.com,"United Parcel Service, Inc.",m-assets-tms4-rzp.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,e1e666922ca0c9a48cf48f94b3e033b0,90b19975339a680ba8f45fe6aa4fd5241d8e7813423e2e19e9e20373b52cd6f6,,ctls,m-assets-tms.dmz-gslb.ups.com,443,https://m-assets-tms.dmz-gslb.ups.com:443,https,,text/html,GET,153.2.181.168,/,-546647253,153.2.181.168,HSTS,15,False,,,https://cdn.whatfix.com,,,
m.ups.com,UPS Global Shipping & Logistics Solutions | Worldwide Delivery | UPS - United States,200,283090,AS16625,AKAMAI-AS,US,95.100.80.0/22,www.ups.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-31T00:00:00Z,2023-08-31T23:59:59Z,"CN=www.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",www.ups.com,"United Parcel Service, Inc.",wwwapps.ups.com,"CN=COMODO ECC Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Organization Validation Secure Server CA,COMODO CA Limited,70b822fe71e01780cb3e954f9f3495cc,16c0367271a09bc394292c3e59d1642392f9246692ac3b847518d1dd9c1fec51,,ctls,www.ups.com,80,http://m.ups.com:80,http,Apache,text/html,GET,95.100.66.141,/,1101614703,95.100.66.141,Java,898,False,,,,,https://www.ups.com/us/en/global.page,
macvpn.dmz-gslb.ups.com,Check Point Mobile - You have no cookie support - Please enable cookies in your browser,200,1392,AS12217,UPS,US,156.134.64.0/23,macvpn.dmz-gslb.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2022-07-07T00:00:00Z,2023-07-07T23:59:59Z,"CN=macvpn.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",macvpn.ups.com,"United Parcel Service, Inc.",*.macvpn.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,f66cbb00c2cc4ae47d63f7d4e20154ed,2ca0125bd1b83384d67bffc3f09ca8bd7eb234857953f0614af9763bdff349e9,True,ctls,macvpn.dmz-gslb.ups.com,443,https://macvpn.dmz-gslb.ups.com:443,https,CPWS,text/html,GET,156.134.65.130,/,-993165615,156.134.65.130,HSTS,54,False,,,fonts.gstatic.com,,https://macvpn.dmz-gslb.ups.com/Login/Login?CheckCookieSupport=1,
metrics.ups.com,,200,,AS15224,OMNITURE,US,63.140.60.0/22,metrics.ups.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-10T00:00:00Z,2024-03-08T23:59:59Z,"CN=*.sc.omtrdc.net, O=Adobe Systems Incorporated, L=San Jose, ST=California, C=US",*.sc.omtrdc.net,Adobe Systems Incorporated,sc.omtrdc.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5aea0482f5687fba1e7b20b2977a3e7a,1a773e957c8bb8819956df96b254fce6c3d34e51c3a7073ffe3ac7833bfc089f,True,ctls,metrics.ups.com,443,https://metrics.ups.com:443,https,jag,,GET,63.140.62.160,/,1936786007,63.140.62.135,,1,False,,,,,,
mgmt-csaa-dev.ups.com,Loading...,200,496416,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.252.0/23,upsb2c.b2clogin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-02-23T00:00:00Z,2024-02-23T23:59:59Z,"CN=graph.windows.net, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",graph.windows.net,Microsoft Corporation,sts.windows.net,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,6b691c4c04a4b9ec190f7fc440f431fc,501b7a3a3097146c656c9687f36484c08846460e44eaf415e2c5110f76f73d01,True,ctls,upsb2c.b2clogin.com,443,https://mgmt-csaa-dev.ups.com:443,https,,text/html,GET,13.107.253.45,/,-2049219396,2620:1ec:4f:1::45,Handlebars,10277,False,,,/upsB2C.onmicrosoft.com/B2C_1A_CSAADEV_signup_signin/client/cspreport?p=B2C_1A_CSAADEV_signup_signin,,https://upsb2c.b2clogin.com/upsb2c.onmicrosoft.com/b2c_1a_csaadev_signup_signin/oauth2/v2.0/authorize?client_id=efbc4d3c-350f-4780-8919-6b11d96fea03&redirect_uri=https%3A%2F%2Fmgmt-csaa-dev.ups.com%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638192703943432522.ZjI4Y2FkZjItMDg0YS00Nzg4LWJkYzgtZTk4YmRjOGFmNzRiYTljZmRjMGMtNjM0MS00YjIwLWEzMzYtMDQ2ODIyZjVlMTQ0&client_info=1&x-client-brkrver=IDWeb.1.25.10.0&state=CfDJ8Deie6gmMwFEnTlCYOExAGFDwVaSZ8mYqTR33J0rxfde7yiVEKRcbKeezAA8sOdkCa-5SDx-vgnfk9Ia0owNS20-urvk9kQIzFXpZpQTUcticQ4H8_MB2Exexg2BR_pn7PUgQpeCPo8p6NcWanIZPvBq33DEK1LE2G9qlxd3LkyOGgXsrfuSuNimYjcO6uKhH-oRrTEK2FQOxpEzXochNT7H78JNzIy-rj6yBBG8FkMevPxkzWVj9SsZdHVNywBSuIv5g4qhYNRrZCO5muoGbouNVZkLQmY5R0PtmAjieZDL&x-client-SKU=ID_NET6_0&x-client-ver=6.25.1.0,
mi-config-d.ups.com,MI Config,200,1702,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.64.0.0/11,mi-config-d.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-25T00:00:00Z,2024-01-25T23:59:59Z,"CN=mi-config-d.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",mi-config-d.ups.com,"United Parcel Service, Inc.",mi-config-d.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,922c70a551b0a2cf71b92d328c3346d2,5498565d7c9ab06713397f71347793a158806fdb9ef167de989a96494b40d62c,,ctls,mi-config-d.ups.com,80,http://mi-config-d.ups.com:80,http,,text/html,GET,13.77.82.141,/,-1255347784,13.77.82.141,HSTS,28,False,azure,True,https://mi-billconfig-api-dev.azurewebsites.net,,https://mi-config-d.ups.com/,
mic-rc-u.ups.com,MI Rate Case,200,1788,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,mic-rc-u.ups.com,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,True,2022-05-27T00:00:00Z,2024-05-26T23:59:59Z,"CN=mi-ratecase-uat, OU=805088 - Mail Innovations IT, O=United Parcel Service\, Inc., street=340 MacArthur Blvd., ST=New Jersey, postalCode=07430, C=US",mi-ratecase-uat,"United Parcel Service, Inc.",mi-ratecase-uat,"CN=UPSIssuingCA, OU=Information Services, O=United Parcel Service\, Inc., L=Atlanta, ST=GA, C=US",UPSIssuingCA,"United Parcel Service, Inc.",6a53f6b084d57616fb190aed9babe03b,0608fdcc17e59a0a94c872c27e338603699fde65bc949b807a633a6f918d11ed,,ctls,mic-rc-u.ups.com,443,https://mic-rc-u.ups.com:443,https,,text/html,GET,20.110.244.23,/,-1255347784,20.110.244.23,HSTS,27,False,,,https://wap-mi-rc-web-prdr2.azurewebsites.net,,,
mis-mpm-u.ups.com,MailPieceManagementFrontend,200,874,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.64.0.0/11,mis-mpm-u.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-03T00:00:00Z,2024-02-03T23:59:59Z,"CN=mis-mpm-u.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",mis-mpm-u.ups.com,"United Parcel Service, Inc.",mis-mpm-u.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,a17454d4532f9bfba6a6cc748c7e44f9,70acc7e9d4de4dc8679f8a28903a26dd9d548aeb73985367b8c20dd56bf87d4c,,ctls,mis-mpm-u.ups.com,443,https://mis-mpm-u.ups.com:443,https,,text/html,GET,13.77.83.246,/,67851483,13.77.83.246,HSTS,22,False,azure,True,https://dc.services.visualstudio.com,,,
negotiations.ups.com,UPS Labor Negotiations 2023,200,71129,AS20940,AKAMAI-ASN1,NL,95.101.0.0/16,about.ups.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-17T00:00:00Z,2024-02-17T23:59:59Z,"CN=stories.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",stories.ups.com,"United Parcel Service, Inc.",zh-tw-stories.ups.com,"CN=COMODO ECC Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Organization Validation Secure Server CA,COMODO CA Limited,ad9e8fa6cf3a69a93198fec281696a14,f4f020c6e7dfa4ebbcd742bbfdea14fa8e2fc835e1708a080d85f450b20e0848,,ctls,about.ups.com,443,https://negotiations.ups.com:443,https,,text/html,GET,95.101.111.130,/,440264257,2a02:26f0:480:d::210:f150,Java,1400,False,,,https://scripts.demandbase.com,,https://about.ups.com/us/en/newsroom/negotiations.html,
ofst.inside.ups.com,Service unavailable,503,1002,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.252.0/23,ofst.inside.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-20T10:26:00Z,2024-04-14T10:26:00Z,"CN=*.azureedge.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.azureedge.net,Microsoft Corporation,*.streaming.mediaservices.windows.net,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,1cf60e102bec7fce7f39e618a6491cd9,f3b7f233a835735a9539a9fe92a3fdfb197264097ea4a61575badffa784239c1,True,ctls,ofst.inside.ups.com,443,https://ofst.inside.ups.com:443,https,,text/html,GET,13.107.253.45,/,-956267940,2620:1ec:4f:1::45,Azure Front Door,1,False,,,,,,
onlinetools.ups.com,UPS Home Page,200,199,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,onlinetools.ups.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-31T00:00:00Z,2023-08-31T23:59:59Z,"CN=www.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",www.ups.com,"United Parcel Service, Inc.",wwwapps.ups.com,"CN=COMODO ECC Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Organization Validation Secure Server CA,COMODO CA Limited,70b822fe71e01780cb3e954f9f3495cc,16c0367271a09bc394292c3e59d1642392f9246692ac3b847518d1dd9c1fec51,,ctls,onlinetools.ups.com,443,https://onlinetools.ups.com:443,https,,text/html,GET,104.75.89.177,/,1101614703,2a02:26f0:3400:18b::353a,HSTS,11,False,,,URL=https://www.ups.com/index.html,,,
opswebservices-globalaccess.wweconomy.ups.com,Web API,200,3128,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.252.0/23,opswebservices-globalaccess.wweconomy.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=wweconomy.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",wweconomy.ups.com,"United Parcel Service, Inc.",www.wweconomy.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,adbd89edcf2a7c5bb3decb31392d5a50,453fa4b844886a118e5ed86ae955f6d80b5065afee71a2079893ae5d6068fd9c,,ctls,opswebservices-globalaccess.wweconomy.ups.com,443,https://opswebservices-globalaccess.wweconomy.ups.com:443,https,,text/html,GET,13.107.253.45,/,1101614703,2620:1ec:48:1::45,HSTS,79,False,,,,,,
opswebservices.wweconomy.ups.com,Web API,200,3128,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.252.0/23,opswebservices.wweconomy.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-12T00:00:00Z,2024-01-12T23:59:59Z,"CN=wweconomy.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",wweconomy.ups.com,"United Parcel Service, Inc.",www.wweconomy.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,adbd89edcf2a7c5bb3decb31392d5a50,453fa4b844886a118e5ed86ae955f6d80b5065afee71a2079893ae5d6068fd9c,,ctls,opswebservices.wweconomy.ups.com,80,http://opswebservices.wweconomy.ups.com:80,http,,text/html,GET,13.107.237.45,/,1101614703,2620:1ec:4f:1::45,HSTS,79,False,,,,,https://opswebservices.wweconomy.ups.com/,
opswf.wweconomy.ups.com,Home Page,200,2999,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.90.0.0/22,,,,,,,,,,,,,,,,,,,,,80,http://opswf.wweconomy.ups.com:80,http,Microsoft-IIS/8.5,text/html,GET,40.76.213.129,/,1772087922,40.76.213.129,Windows Server,71,False,azure,True,,,,
orderwatch.ups.com,Login,200,28984,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,orderwatch.ups.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-07T00:00:00Z,2024-03-07T23:59:59Z,"CN=www.gtnexus.com, O=Infor (US)\, LLC., L=New York, ST=New York, C=US",www.gtnexus.com,"Infor (US), LLC.",averyfactory.gtnexus.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,2a0f729a14c86af8785da3be5a6905f2,ade655ec11e5471ef60018be0c0089a012976a3665c5aed8dfe38a5222d303ae,,ctls,orderwatch.ups.com,80,http://orderwatch.ups.com:80,http,Infor Commerce Network,text/html,GET,23.36.234.78,/,1437622732,23.36.234.78,Java,713,False,,,*.youtube.com,,https://orderwatch.ups.com/,
origin-developer.ups.com,Homepage | UPS Developer Portal,200,95970,AS54113,AS54113,Unknown,23.185.0.0/24,origin-developer.ups.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-07-14T00:00:00Z,2023-06-23T23:59:59Z,"CN=pantheonsite.io, O=Pantheon Systems Inc., L=San Francisco, ST=California, C=US",pantheonsite.io,Pantheon Systems Inc.,gotpantheon.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,e79d65e070557d2743c9ad2d2b8d46a0,70eee4e36c5ac8f3f33d9f08299c9ef278f9d536784f8e5cd19524eae1035707,True,ctls,origin-developer.ups.com,443,https://origin-developer.ups.com:443,https,nginx,text/html,GET,23.185.0.253,/,-2036927587,23.185.0.253,Varnish,1018,False,,,siteintercept.qualtrics.com,,,
pandas-eid.dmz-gslb.ups.com,Pandas Api,200,215,AS12217,UPS,US,153.2.176.0/21,pandas-eid.dmz-gslb.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-08-06T00:00:00Z,2023-08-06T23:59:59Z,"CN=pandas-eid-rzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",pandas-eid-rzp.ups.com,"United Parcel Service, Inc.",pandas-eid4-rzp.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,2632f5781b9d7af6b94c3719e96b73c4,564695566bdc0803e956c4ce8035250bec6078c7ba30c519a4ba219c7c3b6bed,,ctls,pandas-eid.dmz-gslb.ups.com,443,https://pandas-eid.dmz-gslb.ups.com:443,https,,text/html,GET,153.2.181.74,/,-1840324437,153.2.181.74,HSTS,14,False,,,,,,
partnerhub.ups.com,Error Page,403,16649,AS14340,SALESFORCE,US,85.222.140.0/24,,,,,,,,,,,,,,,,,,,,,80,http://partnerhub.ups.com:80,http,sfdcedge,text/html,GET,85.222.140.6,/,478495316,85.222.140.11,,1,False,,,,,,
pilot-borderready.ups.com,,200,661,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,pilot-borderready.ups.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-11T00:00:00Z,2024-03-10T23:59:59Z,"CN=pilot-borderready.ups.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",pilot-borderready.ups.com,"Cloudflare, Inc.",pilot-borderready.ups.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2cd318529951cbe3f36f4e2d9c03911c,3441f074bfe229b26104b81b621791d38661b9013b72a245b586c215a147c239,,ctls,pilot-borderready.ups.com,443,https://pilot-borderready.ups.com:443,https,cloudflare,text/html,GET,104.16.159.152,/,115275594,2606:4700::6810:a198,HSTS,9,False,cloudflare,True,URL=https://borderready.ups.com/tnltptlgs/pfk/PfkMainServlet?pContents=/ups/upsWalkinUrl.jsp&pAction=FIRST&pPortalId=UPS,,,
pl-pl-row.ups.com,,200,155,AS12217,UPS,US,153.2.192.0/18,pl-pl-row.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-08-29T00:00:00Z,2023-08-29T23:59:59Z,"CN=es-us.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",es-us.ups.com,"United Parcel Service, Inc.",zhcn-fgv.ups-scs.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,fae341f290f8602ece8d6cf9b0100ffe,41b0c4eda80a01b79152768a4d8918b6081df7641d0e65426d8c6dab028565cf,,ctls,pl-pl-row.ups.com,443,https://pl-pl-row.ups.com:443,https,Apache,text/html,GET,153.2.228.150,/,1631801191,153.2.224.150,HSTS,5,False,,,,,,
pl-pl-stories.ups.com,Strona główna | O UPS,200,65886,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,about.ups.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-17T00:00:00Z,2024-02-17T23:59:59Z,"CN=stories.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",stories.ups.com,"United Parcel Service, Inc.",zh-tw-stories.ups.com,"CN=COMODO ECC Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Organization Validation Secure Server CA,COMODO CA Limited,ad9e8fa6cf3a69a93198fec281696a14,f4f020c6e7dfa4ebbcd742bbfdea14fa8e2fc835e1708a080d85f450b20e0848,,ctls,about.ups.com,80,http://pl-pl-stories.ups.com:80,http,,text/html,GET,104.126.37.123,/,193020580,2a02:26f0:3500:1b::1724:a391,Java,1309,False,,,https://www.youtube.com,,https://about.ups.com/pl/pl/home.html,
pressroom.ups.com,Newsroom | About UPS,200,63143,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,about.ups.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-17T00:00:00Z,2024-02-17T23:59:59Z,"CN=stories.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",stories.ups.com,"United Parcel Service, Inc.",zh-tw-stories.ups.com,"CN=COMODO ECC Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Organization Validation Secure Server CA,COMODO CA Limited,ad9e8fa6cf3a69a93198fec281696a14,f4f020c6e7dfa4ebbcd742bbfdea14fa8e2fc835e1708a080d85f450b20e0848,,ctls,about.ups.com,80,http://pressroom.ups.com:80,http,,text/html,GET,2.23.209.132,/,-1024582807,2a02:26f0:480:22::1726:62f8,Java,1244,False,,,https://dev-1.about.ams1907.com,,https://about.ups.com/us/en/newsroom.html,
