input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,tech_,lines,cdn,tls_subject_org_,tls_expired
00000-okta-idp.www.gac.build.acorns.com,,,243,00000-okta-idp.www.gac.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,00000-okta-idp.www.gac.build.acorns.com,443,https://00000-okta-idp.www.gac.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.88,HSTS,2,True,,
00000-okta-idp1.blogmonboarding.admins.build.acorns.com,,,243,00000-okta-idp1.blogmonboarding.admins.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,00000-okta-idp1.blogmonboarding.admins.build.acorns.com,443,https://00000-okta-idp1.blogmonboarding.admins.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.88,HSTS,2,True,,
00001-okta-idp-registry.blogmonboarding.build.acorns.com,,,243,00001-okta-idp-registry.blogmonboarding.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,00001-okta-idp-registry.blogmonboarding.build.acorns.com,443,https://00001-okta-idp-registry.blogmonboarding.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.88,HSTS,2,True,,
00001-okta-idp.blogmonboarding-admins.build.acorns.com,,,243,00001-okta-idp.blogmonboarding-admins.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,00001-okta-idp.blogmonboarding-admins.build.acorns.com,443,https://00001-okta-idp.blogmonboarding-admins.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.62,HSTS,2,True,,
00001-okta-idp.blogmonboarding-wp.build.acorns.com,,,243,00001-okta-idp.blogmonboarding-wp.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,00001-okta-idp.blogmonboarding-wp.build.acorns.com,443,https://00001-okta-idp.blogmonboarding-wp.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.62,HSTS,2,True,,
00001-okta-idp.blogmonboarding.build.acorns.com,,,243,00001-okta-idp.blogmonboarding.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,00001-okta-idp.blogmonboarding.build.acorns.com,443,https://00001-okta-idp.blogmonboarding.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.45,HSTS,2,True,,
00001-okta-idp.blogmonboarding.gac.build.acorns.com,,,243,00001-okta-idp.blogmonboarding.gac.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,00001-okta-idp.blogmonboarding.gac.build.acorns.com,443,https://00001-okta-idp.blogmonboarding.gac.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.62,HSTS,2,True,,
00001-okta-idp.blogmonboarding.machine.build.acorns.com,,,243,00001-okta-idp.blogmonboarding.machine.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,00001-okta-idp.blogmonboarding.machine.build.acorns.com,443,https://00001-okta-idp.blogmonboarding.machine.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.88,HSTS,2,True,,
00001-okta-idp.blogmonboardingredirector.build.acorns.com,,,243,00001-okta-idp.blogmonboardingredirector.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,00001-okta-idp.blogmonboardingredirector.build.acorns.com,443,https://00001-okta-idp.blogmonboardingredirector.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.45,HSTS,2,True,,
00001-okta-idp.chefblogmonboarding.build.acorns.com,,,243,00001-okta-idp.chefblogmonboarding.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,00001-okta-idp.chefblogmonboarding.build.acorns.com,443,https://00001-okta-idp.chefblogmonboarding.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.94,HSTS,2,True,,
00001-okta-idp.develop-blogmonboarding.build.acorns.com,,,243,00001-okta-idp.develop-blogmonboarding.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,00001-okta-idp.develop-blogmonboarding.build.acorns.com,443,https://00001-okta-idp.develop-blogmonboarding.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.94,HSTS,2,True,,
00001-okta-idp.europewest-blogmonboarding.build.acorns.com,,,243,00001-okta-idp.europewest-blogmonboarding.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,00001-okta-idp.europewest-blogmonboarding.build.acorns.com,443,https://00001-okta-idp.europewest-blogmonboarding.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.45,HSTS,2,True,,
00001-okta-idp.server3.blogmonboarding.build.acorns.com,,,243,00001-okta-idp.server3.blogmonboarding.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,00001-okta-idp.server3.blogmonboarding.build.acorns.com,443,https://00001-okta-idp.server3.blogmonboarding.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.94,HSTS,2,True,,
00001-okta-idp.summerslaboratoriesblogmonboarding.build.acorns.com,,,243,00001-okta-idp.summerslaboratoriesblogmonboarding.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,00001-okta-idp.summerslaboratoriesblogmonboarding.build.acorns.com,443,https://00001-okta-idp.summerslaboratoriesblogmonboarding.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.94,HSTS,2,True,,
00001-okta-idp.wiki.ext.build.acorns.com,,,243,00001-okta-idp.wiki.ext.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,00001-okta-idp.wiki.ext.build.acorns.com,443,https://00001-okta-idp.wiki.ext.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.88,HSTS,2,True,,
00001-okta-idp.www.gac.build.acorns.com,,,243,00001-okta-idp.www.gac.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,00001-okta-idp.www.gac.build.acorns.com,443,https://00001-okta-idp.www.gac.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.88,HSTS,2,True,,
00001-okta-idpapple.dmz.build.acorns.com,,,243,00001-okta-idpapple.dmz.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,00001-okta-idpapple.dmz.build.acorns.com,443,https://00001-okta-idpapple.dmz.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.45,HSTS,2,True,,
00200-okta-idp.blogmonboarding-md.build.acorns.com,,,243,00200-okta-idp.blogmonboarding-md.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,00200-okta-idp.blogmonboarding-md.build.acorns.com,443,https://00200-okta-idp.blogmonboarding-md.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.88,HSTS,2,True,,
00300-okta-idp.client.blogmonboarding.build.acorns.com,,,275,00300-okta-idp.client.blogmonboarding.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,00300-okta-idp.client.blogmonboarding.build.acorns.com,443,https://00300-okta-idp.client.blogmonboarding.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.62,HSTS,2,True,,
02020-okta-idp1.blogmonboarding.admins.build.acorns.com,,,243,02020-okta-idp1.blogmonboarding.admins.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,02020-okta-idp1.blogmonboarding.admins.build.acorns.com,443,https://02020-okta-idp1.blogmonboarding.admins.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.62,HSTS,2,True,,
0780ocuments.build.acorns.com,,,243,0780ocuments.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,0780ocuments.build.acorns.com,443,https://0780ocuments.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.62,HSTS,2,True,,
0kdgns-comnetoungmoney-admin6.build.acorns.com,,,243,0kdgns-comnetoungmoney-admin6.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,0kdgns-comnetoungmoney-admin6.build.acorns.com,443,https://0kdgns-comnetoungmoney-admin6.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.62,HSTS,2,True,,
123c7zefmq3.cs.build.acorns.com,,,243,123c7zefmq3.cs.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,123c7zefmq3.cs.build.acorns.com,443,https://123c7zefmq3.cs.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.88,HSTS,2,True,,
142.okta.app.acorns.com,,,285,142.okta.app.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,CN=*.app.acorns.com,*.app.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,142.okta.app.acorns.com,443,https://142.okta.app.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.122.128,HSTS,2,True,,
142.okta.ey.app.acorns.com,,,285,142.okta.ey.app.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,CN=*.app.acorns.com,*.app.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,142.okta.ey.app.acorns.com,443,https://142.okta.ey.app.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.122.104,HSTS,2,True,,
14yc7nt-spf6-ggs-api.build.acorns.com,,,243,14yc7nt-spf6-ggs-api.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,14yc7nt-spf6-ggs-api.build.acorns.com,443,https://14yc7nt-spf6-ggs-api.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.62,HSTS,2,True,,
1tokkun-com.documents.build.acorns.com,,,243,1tokkun-com.documents.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,1tokkun-com.documents.build.acorns.com,443,https://1tokkun-com.documents.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.45,HSTS,2,True,,
2895.curso.build.acorns.com,,,243,2895.curso.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,2895.curso.build.acorns.com,443,https://2895.curso.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.62,HSTS,2,True,,
2895.dealer.build.acorns.com,,,243,2895.dealer.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,2895.dealer.build.acorns.com,443,https://2895.dealer.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.88,HSTS,2,True,,
2b17031oungmoney-admin6.build.acorns.com,,,243,2b17031oungmoney-admin6.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,2b17031oungmoney-admin6.build.acorns.com,443,https://2b17031oungmoney-admin6.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.62,HSTS,2,True,,
3-17.chatyjjangsubnet-254finsys-staging.app.acorns.com,,,286,3-17.chatyjjangsubnet-254finsys-staging.app.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,CN=*.app.acorns.com,*.app.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,3-17.chatyjjangsubnet-254finsys-staging.app.acorns.com,443,https://3-17.chatyjjangsubnet-254finsys-staging.app.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.122.27,HSTS,2,True,,
3.build.acorns.com,,,243,3.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,3.build.acorns.com,443,https://3.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.94,HSTS,2,True,,
33-73zubong1-logindevticketingfoia-dot-gov.app.acorns.com,,,324,33-73zubong1-logindevticketingfoia-dot-gov.app.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,CN=*.app.acorns.com,*.app.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,33-73zubong1-logindevticketingfoia-dot-gov.app.acorns.com,443,https://33-73zubong1-logindevticketingfoia-dot-gov.app.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.122.27,HSTS,2,True,,
41.app.acorns.com,,,296,41.app.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,CN=*.app.acorns.com,*.app.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,41.app.acorns.com,443,https://41.app.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.122.111,HSTS,2,True,,
4h6.build.acorns.com,,,243,4h6.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,4h6.build.acorns.com,443,https://4h6.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.88,HSTS,2,True,,
4ta.build.acorns.com,,,275,4ta.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,4ta.build.acorns.com,443,https://4ta.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.45,HSTS,2,True,,
56hoenixuildasched1fec-stage-proxy.app.acorns.com,,,316,56hoenixuildasched1fec-stage-proxy.app.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,CN=*.app.acorns.com,*.app.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,56hoenixuildasched1fec-stage-proxy.app.acorns.com,443,https://56hoenixuildasched1fec-stage-proxy.app.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.122.128,HSTS,2,True,,
5707web12430nanbacontend-mone-portaza3ins.mec-youngmoney-admin6.build.acorns.com,,,243,5707web12430nanbacontend-mone-portaza3ins.mec-youngmoney-admin6.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,5707web12430nanbacontend-mone-portaza3ins.mec-youngmoney-admin6.build.acorns.com,443,https://5707web12430nanbacontend-mone-portaza3ins.mec-youngmoney-admin6.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.94,HSTS,2,True,,
5on-sysonamu1315cpanel.papt.blogmonboarding.build.acorns.com,,,243,5on-sysonamu1315cpanel.papt.blogmonboarding.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,5on-sysonamu1315cpanel.papt.blogmonboarding.build.acorns.com,443,https://5on-sysonamu1315cpanel.papt.blogmonboarding.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.45,HSTS,2,True,,
6ww.mec-youngmoney-admin6.build.acorns.com,,,275,6ww.mec-youngmoney-admin6.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,6ww.mec-youngmoney-admin6.build.acorns.com,443,https://6ww.mec-youngmoney-admin6.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.62,HSTS,2,True,,
7xm3.build.acorns.com,,,243,7xm3.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,7xm3.build.acorns.com,443,https://7xm3.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.94,HSTS,2,True,,
864-kmg8290irov.app.acorns.com,,,297,864-kmg8290irov.app.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,CN=*.app.acorns.com,*.app.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,864-kmg8290irov.app.acorns.com,443,https://864-kmg8290irov.app.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.122.128,HSTS,2,True,,
9hf.build.acorns.com,,,243,9hf.build.acorns.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=*.build.acorns.com,*.build.acorns.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,9hf.build.acorns.com,443,https://9hf.build.acorns.com:443,https,AmazonS3,application/xml,GET,18.66.147.45,HSTS,2,True,,
