input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,tls_wildcard_certificate,webserver,tech_,final_url,csp_domains_,tls_mismatched,tls_subject_org_,cdn_name,cdn,tls_self_signed
private-temp-node-docs.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,54.88.0.0/14,private-temp-node-docs.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,private-temp-node-docs.cloud.tyk.io,80,http://private-temp-node-docs.cloud.tyk.io:80,http,text/html,GET,54.88.196.71,/,-138391155,54.210.191.147,223,False,True,,HSTS,https://private-temp-node-docs.cloud.tyk.io/,,,,,,
private-userstatusprod-db1site.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,54.208.0.0/14,private-userstatusprod-db1site.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,private-userstatusprod-db1site.cloud.tyk.io,80,http://private-userstatusprod-db1site.cloud.tyk.io:80,http,text/html,GET,54.210.191.147,/,-138391155,54.210.68.5,223,False,True,,HSTS,https://private-userstatusprod-db1site.cloud.tyk.io/,,,,,,
privateaccountexternal.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,54.208.0.0/14,privateaccountexternal.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,privateaccountexternal.cloud.tyk.io,443,https://privateaccountexternal.cloud.tyk.io:443,https,text/html,GET,54.210.191.147,/,-138391155,3.208.49.197,223,False,True,,HSTS,,,,,,,
privateapi-assets-upload-legacy.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,3.218.182.0/24,privateapi-assets-upload-legacy.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,privateapi-assets-upload-legacy.cloud.tyk.io,443,https://privateapi-assets-upload-legacy.cloud.tyk.io:443,https,text/html,GET,3.208.49.197,/,-138391155,54.210.191.147,223,False,True,,HSTS,,,,,,,
privateassetsarchivecorp.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,3.218.182.0/24,privateassetsarchivecorp.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,privateassetsarchivecorp.cloud.tyk.io,443,https://privateassetsarchivecorp.cloud.tyk.io:443,https,text/html,GET,3.208.49.197,/,-138391155,54.88.196.71,223,False,True,,HSTS,,,,,,,
privatebetavip.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,54.208.0.0/14,privatebetavip.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,privatebetavip.cloud.tyk.io,443,https://privatebetavip.cloud.tyk.io:443,https,text/html,GET,54.210.191.147,/,-138391155,3.208.49.197,223,False,True,,HSTS,,,,,,,
privateedge.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,54.88.0.0/14,privateedge.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,privateedge.cloud.tyk.io,443,https://privateedge.cloud.tyk.io:443,https,text/html,GET,54.88.196.71,/,-138391155,3.208.49.197,223,False,True,,HSTS,,,,,,,
privatemeet-git.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,54.208.0.0/14,privatemeet-git.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,privatemeet-git.cloud.tyk.io,443,https://privatemeet-git.cloud.tyk.io:443,https,text/html,GET,54.210.68.5,/,-138391155,54.210.191.147,223,False,True,,HSTS,,,,,,,
privatestagingstatus-db2-corp.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,54.88.0.0/14,privatestagingstatus-db2-corp.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,privatestagingstatus-db2-corp.cloud.tyk.io,443,https://privatestagingstatus-db2-corp.cloud.tyk.io:443,https,text/html,GET,54.88.196.71,/,-138391155,54.210.191.147,223,False,True,,HSTS,,,,,,,
prod-cache-05.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,54.208.0.0/14,prod-cache-05.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,prod-cache-05.cloud.tyk.io,443,https://prod-cache-05.cloud.tyk.io:443,https,text/html,GET,54.210.68.5,/,-138391155,3.208.49.197,223,False,True,,HSTS,,,,,,,
prod-cloudfront-tn-eu-west-1-live.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,54.88.0.0/14,prod-cloudfront-tn-eu-west-1-live.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,prod-cloudfront-tn-eu-west-1-live.cloud.tyk.io,443,https://prod-cloudfront-tn-eu-west-1-live.cloud.tyk.io:443,https,text/html,GET,54.88.196.71,/,-138391155,54.210.68.5,223,False,True,,HSTS,,,,,,,
prod-confluenceengineering.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,54.88.0.0/14,prod-confluenceengineering.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,prod-confluenceengineering.cloud.tyk.io,443,https://prod-confluenceengineering.cloud.tyk.io:443,https,text/html,GET,54.88.196.71,/,-138391155,3.208.49.197,223,False,True,,HSTS,,,,,,,
prod-ec-ap-northeast-1.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,54.88.0.0/14,prod-ec-ap-northeast-1.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,prod-ec-ap-northeast-1.cloud.tyk.io,80,http://prod-ec-ap-northeast-1.cloud.tyk.io:80,http,text/html,GET,54.88.196.71,/,-138391155,54.210.191.147,223,False,True,,HSTS,https://prod-ec-ap-northeast-1.cloud.tyk.io/,,,,,,
prod-ec-us-west-2.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,3.218.182.0/24,prod-ec-us-west-2.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,prod-ec-us-west-2.cloud.tyk.io,443,https://prod-ec-us-west-2.cloud.tyk.io:443,https,text/html,GET,3.208.49.197,/,-138391155,54.210.191.147,223,False,True,,HSTS,,,,,,,
prod-partnertunnel-mx.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,3.218.182.0/24,prod-partnertunnel-mx.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,prod-partnertunnel-mx.cloud.tyk.io,80,http://prod-partnertunnel-mx.cloud.tyk.io:80,http,text/html,GET,3.208.49.197,/,-138391155,54.210.191.147,223,False,True,,HSTS,https://prod-partnertunnel-mx.cloud.tyk.io/,,,,,,
prod-sourcemaps.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,54.208.0.0/14,prod-sourcemaps.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,prod-sourcemaps.cloud.tyk.io,443,https://prod-sourcemaps.cloud.tyk.io:443,https,text/html,GET,54.210.68.5,/,-138391155,3.208.49.197,223,False,True,,HSTS,,,,,,,
prod-tunnel-develip-git.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,3.218.182.0/24,prod-tunnel-develip-git.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,prod-tunnel-develip-git.cloud.tyk.io,443,https://prod-tunnel-develip-git.cloud.tyk.io:443,https,text/html,GET,3.208.49.197,/,-138391155,54.210.68.5,223,False,True,,HSTS,,,,,,,
prod-wiki-new-site-doc-corporate.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,54.88.0.0/14,prod-wiki-new-site-doc-corporate.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,prod-wiki-new-site-doc-corporate.cloud.tyk.io,443,https://prod-wiki-new-site-doc-corporate.cloud.tyk.io:443,https,text/html,GET,54.88.196.71,/,-138391155,3.208.49.197,223,False,True,,HSTS,,,,,,,
prod-ww0support-corp.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,54.88.0.0/14,prod-ww0support-corp.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,prod-ww0support-corp.cloud.tyk.io,443,https://prod-ww0support-corp.cloud.tyk.io:443,https,text/html,GET,54.88.196.71,/,-138391155,54.210.191.147,223,False,True,,HSTS,,,,,,,
prodpartner.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,3.218.182.0/24,prodpartner.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,prodpartner.cloud.tyk.io,443,https://prodpartner.cloud.tyk.io:443,https,text/html,GET,3.208.49.197,/,-138391155,54.88.196.71,223,False,True,,HSTS,,,,,,,
prodredirectvpn-press-uat.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,54.208.0.0/14,prodredirectvpn-press-uat.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,prodredirectvpn-press-uat.cloud.tyk.io,443,https://prodredirectvpn-press-uat.cloud.tyk.io:443,https,text/html,GET,54.210.191.147,/,-138391155,54.210.68.5,223,False,True,,HSTS,,,,,,,
prodservice.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,54.208.0.0/14,prodservice.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,prodservice.cloud.tyk.io,443,https://prodservice.cloud.tyk.io:443,https,text/html,GET,54.210.68.5,/,-138391155,3.208.49.197,223,False,True,,HSTS,,,,,,,
productregistrationqa.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,54.88.0.0/14,productregistrationqa.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,productregistrationqa.cloud.tyk.io,443,https://productregistrationqa.cloud.tyk.io:443,https,text/html,GET,54.88.196.71,/,-138391155,54.210.191.147,223,False,True,,HSTS,,,,,,,
profess.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,3.218.182.0/24,profess.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,profess.cloud.tyk.io,443,https://profess.cloud.tyk.io:443,https,text/html,GET,3.208.49.197,/,-138391155,54.88.196.71,223,False,True,,HSTS,,,,,,,
prometheus-eu.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,54.208.0.0/14,prometheus-eu.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,prometheus-eu.cloud.tyk.io,443,https://prometheus-eu.cloud.tyk.io:443,https,text/html,GET,54.210.68.5,/,-138391155,54.88.196.71,223,False,True,,HSTS,,,,,,,
promodo.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,54.208.0.0/14,promodo.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,promodo.cloud.tyk.io,443,https://promodo.cloud.tyk.io:443,https,text/html,GET,54.210.191.147,/,-138391155,3.208.49.197,223,False,True,,HSTS,,,,,,,
ps-bloodborne-three.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,54.208.0.0/14,ps-bloodborne-three.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,ps-bloodborne-three.cloud.tyk.io,443,https://ps-bloodborne-three.cloud.tyk.io:443,https,text/html,GET,54.210.191.147,/,-138391155,54.88.196.71,223,False,True,,HSTS,,,,,,,
psdigital.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,3.218.182.0/24,psdigital.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,psdigital.cloud.tyk.io,443,https://psdigital.cloud.tyk.io:443,https,text/html,GET,3.208.49.197,/,-138391155,54.88.196.71,223,False,True,,HSTS,,,,,,,
pub-ingress-aws-euw2.cloud-ara.tyk.io,404 Not Found,404,146,AS16509,AS16509,Unknown,3.28.0.0/15,pub-ingress-aws-euw2.cloud-ara.tyk.io,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-14T22:14:53Z,2024-04-13T22:14:53Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,220d7f80266e1dc98e5a8aeeb037e881,4e0ad69e1d35897406e5a57c4d7e165a7792a1d90862090f9fec48b54e3c0eda,ctls,pub-ingress-aws-euw2.cloud-ara.tyk.io,443,https://pub-ingress-aws-euw2.cloud-ara.tyk.io:443,https,text/html,GET,3.9.76.41,/,1494302000,3.11.92.204,8,False,,,HSTS,,,True,Acme Co,,,True
pub-tap.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,54.208.0.0/14,pub-tap.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,pub-tap.cloud.tyk.io,443,https://pub-tap.cloud.tyk.io:443,https,text/html,GET,54.210.68.5,/,-138391155,54.88.196.71,223,False,True,,HSTS,,,,,,,
pyvision.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,54.208.0.0/14,pyvision.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,pyvision.cloud.tyk.io,443,https://pyvision.cloud.tyk.io:443,https,text/html,GET,54.210.191.147,/,-138391155,3.208.49.197,223,False,True,,HSTS,,,,,,,
qe.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,54.88.0.0/14,qe.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,qe.cloud.tyk.io,443,https://qe.cloud.tyk.io:443,https,text/html,GET,54.88.196.71,/,-138391155,54.210.68.5,223,False,True,,HSTS,,,,,,,
qe2-ms-ext-iadc.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,AS14618,AMAZON-AES,US,54.88.0.0/14,qe2-ms-ext-iadc.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,qe2-ms-ext-iadc.cloud.tyk.io,443,https://qe2-ms-ext-iadc.cloud.tyk.io:443,https,text/html,GET,54.88.196.71,/,-138391155,3.208.49.197,223,False,True,,HSTS,,,,,,,
