new,host,soa,status_code,a,aaaa,cdn,cdn-name,txt,ns,mx,cname
[x],registrit.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],reid.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],reiki.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],relay.coinbase.com,"sam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,v=spf1 -all,,,
[x],reminder.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],remote-planner.tfe.us-east-1.production.cbhq.net,"sam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],restore.coinbase.com,"sam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.18.5.43, 104.18.4.43","2606:4700::6812:42b, 2606:4700::6812:52b",True,cloudflare,v=spf1 -all,,,
[x],reunion.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],reverse.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],revis.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],revorrec.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],rfc.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],rfh.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],richx.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],riddle.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],ridzuan.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],riker.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],ring166.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],rinofx.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],rise.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],rjc2co7a97.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],rjperritt.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],rjstep.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],rmay.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],rmprt.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],robbacoatta.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],robertt.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],robhoitt.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],roby.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],rockdale.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],rocketradio.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],rohanseth.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],romicomp.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],ron.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],ronan.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],ronbarak.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],ronjeremy.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],ronny.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],roos.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],roslund.home.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],rossanacasale.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],rothadv.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],rotlan.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],rowelentless.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],rozinkrantz.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],rrt.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],rsma.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],rt.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],rtp.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],ruben.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],runningfree.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],rupaul.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],ruse.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],ruwatanbumi.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],ryttse.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],rzr.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],s4.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],s9.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sabah.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sage-api.tssbackend.us-east-1.development.cbhq.net,"sam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sage-api.tssbackend.us-east-1.production.cbhq.net,"sam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sahara.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],salomon.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],samad.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sanctuary.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sandbox.coinbase.com,"sam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,v=spf1 -all,,,
[x],sandbox.exchange.coinbase.com,"hunts.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"108.162.195.46, 162.159.44.46, 172.64.35.46, 108.162.194.80, 162.159.38.80, 172.64.34.80","2606:4700:58::a29f:2c2e, 2803:f800:50::6ca2:c32e, 2a06:98c1:50::ac40:232e, 2606:4700:50::a29f:2650, 2803:f800:50::6ca2:c250, 2a06:98c1:50::ac40:2250",,,v=spf1 -all,"saanvi.ns.cloudflare.com, hunts.ns.cloudflare.com",,
[x],sandbox.prime.coinbase.com,"hunts.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"108.162.195.46, 162.159.44.46, 172.64.35.46, 108.162.194.80, 162.159.38.80, 172.64.34.80","2606:4700:58::a29f:2c2e, 2803:f800:50::6ca2:c32e, 2a06:98c1:50::ac40:232e",,,v=spf1 -all,"saanvi.ns.cloudflare.com, hunts.ns.cloudflare.com",,
[x],sandbox.pro.coinbase.com,"hunts.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,v=spf1 -all,"hunts.ns.cloudflare.com, saanvi.ns.cloudflare.com",,
[x],sandra-voelker.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sangokuu.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sansol.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sapmi.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sar.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sasha.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],satcom.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],satelit.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],saturn.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],saturnsite.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],saude.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sawoconsultant.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sblive.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],scandal.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],scheuring.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],schoedel.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],schoolgirl.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],scorched.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],scotspocket.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],scottkeir.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],scouter.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],scpo.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],scripted.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sdb.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],seaborn.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],seanp.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],search.coinbase.com,"sam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"52.20.19.87, 52.70.254.108, 54.173.221.166, 54.236.214.54, 3.217.108.154, 3.217.121.16, 34.193.59.132, 34.205.217.132",,,,v=spf1 -all,,,
[x],sebastian.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],secta.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sectionb.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sector18.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],secure.cbhq.net,"sam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],securidive.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sek-cz.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],self.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],selsoc.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],semlan.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],semperfi.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],send.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],senioren.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sepolia-etherscan.wallet.coinbase.com,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.18.23.210, 104.18.22.210","2606:4700::6812:17d2, 2606:4700::6812:16d2",True,cloudflare,,,,
[x],seri.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sevenhead.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],severedties.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sewell.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sex-stories.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sexgods.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sexpix.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sexybookmarks.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sfcyberspace.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sfdc-mason-api.coinbase.com,"sam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.18.4.43, 104.18.5.43","2606:4700::6812:52b, 2606:4700::6812:42b",True,cloudflare,,,,
[x],shafiur.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],shanen.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sharedheart.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sharewarepicks.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sharksandwich.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],shatineast.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],shayera.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],shdweb.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sherbrooke.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sheriff.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sherlock-bpo.cbhq.net,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"54.80.86.126, 54.152.45.53",,,,,,,infra-duo-beyond-portal-18973314.us-east-1.elb.amazonaws.com
[x],sherlock.cbhq.net,"sam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.18.19.23, 104.18.18.23","2606:4700::6812:1217, 2606:4700::6812:1317",True,cloudflare,,,,
[x],shia.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],shinai.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],shine.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],shl.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],shockbox.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],showband-axel.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],showline.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],showtime.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],shrimp.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],siamguy-bkk.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],siampager.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],siamsmile.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],siggy.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],simont.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],simples.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],simpsons.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sinai.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sinaiweb.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sinfonie.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],singpass-dev.coinbase.com,"sam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,v=spf1 -all,,,
[x],singpass-uat.coinbase.com,"sam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,v=spf1 -all,,,
[x],singpass.coinbase.com,"sam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,v=spf1 -all,,,
[x],siren11.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],siven.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],siviero.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],six.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sixitalia.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sk8board.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],skaya.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],ski2die.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],ski4evr.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],skolarb.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],skolnet.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],skootersam.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],skum.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],skylla.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],slater.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],smallworld.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],smclan.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],smellme.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],smksu.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],smu.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],snhome.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],snowboard.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],snowboardingzone.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],snowfusion.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sobrien.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],socrcow.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sodamilk.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],softice.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sol-mainnet.wallet.coinbase.com,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.18.22.210, 104.18.23.210","2606:4700::6812:16d2, 2606:4700::6812:17d2",True,cloudflare,,,,
[x],sonicshack.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],soniczone.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sotiris.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sourcemaps.coinbase.com,"sam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.18.5.43, 104.18.4.43","2606:4700::6812:52b, 2606:4700::6812:42b",True,cloudflare,v=spf1 -all,,,
[x],soy.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],spaceage.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],spacyinvader.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sparen.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],specialist.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],spectrum.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],spider.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],spiffywebsites.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],spill.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],splurge.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],spmp3.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],spoon.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sportsbytes.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sportscorner.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],spunker.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],spurz.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],spyb.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],squadron23.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],square.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],ssm.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],ssnlpd.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sta.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],stampede.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],stankos.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],staples.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],starbase999.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],starblazer.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],starplace.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],starseed.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],startrek3d.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],startrek9.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],starwarped.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],static-assets.coinbase.com,"sam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.18.4.43, 104.18.5.43","2606:4700::6812:52b, 2606:4700::6812:42b",True,cloudflare,v=spf -all,,,
[x],static.coinbase.com,"sam.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.18.5.43, 104.18.4.43","2606:4700::6812:52b, 2606:4700::6812:42b",True,cloudflare,v=spf1 -all,,,
[x],status.commerce.coinbase.com,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.18.17.189, 104.18.16.189","2606:4700::6812:11bd, 2606:4700::6812:10bd",True,cloudflare,v=spf1 -all,,,
[x],status.custody.coinbase.com,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.18.27.40, 104.18.26.40","2606:4700::6812:1b28, 2606:4700::6812:1a28",True,cloudflare,v=spf1 -all,,,
[x],status.exchange.coinbase.com,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.18.2.252, 104.18.29.254","2606:4700::6812:1dfe, 2606:4700::6812:2fc",True,cloudflare,,,,
[x],status.pro.coinbase.com,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"104.18.9.210, 104.18.8.210","2606:4700::6812:9d2, 2606:4700::6812:8d2",True,cloudflare,v=spf1 -all,,,
[x],stedu.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],stellarlink.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],stereo.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],stiftis.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],stingray.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],stomper.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],storytelling20.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],stp.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],straightpaths.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],streetrat.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],stubaker.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],stuff2do.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sul.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],suma.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],summercamp.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],summers.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],summertime.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sunflower.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
[x],sunxs.base.org,"beau.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,
