input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,final_url,tls_mismatched,tls_expired
aegs.itslearning.com,itslearning-Anmeldeseite,200,15077,aegs.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,aegs.itslearning.com,cloudflare,443,https://aegs.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,197,False,True,https://aselect-s.entree.kennisnet.nl,,,
aerestrainingcentrebarneveld.itslearning.com,Aanmeldingspagina van itslearning,200,18329,aerestrainingcentrebarneveld.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,aerestrainingcentrebarneveld.itslearning.com,cloudflare,443,https://aerestrainingcentrebarneveld.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,221,False,True,https://apis.google.com,,,
afia.itslearning.com,Login: Select your site to access itslearning for your school,200,76769,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,443,https://afia.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,178,False,True,*.googleapis.com,https://eu1.itslearning.com/welcome.aspx,,
afk.itslearning.com,Login: Select your site to access itslearning for your school,200,76769,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,443,https://afk.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8344,Microsoft ASP.NET,178,False,True,*.cloudflare.com,https://eu1.itslearning.com/welcome.aspx,,
afl.itslearning.com,Login: Select your site to access itslearning for your school,200,76625,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,443,https://afl.itslearning.com:443,https,cloudflare,text/html,GET,104.18.132.68,/,1631801191,2606:4700::6812:8344,Microsoft ASP.NET,173,False,True,https://vjs.zencdn.net/vttjs/0.12.4/vtt.global.min.js,https://eu1.itslearning.com/welcome.aspx,,
aga.itslearning.com,Login: Select your site to access itslearning for your school,200,76769,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,443,https://aga.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8344,Microsoft ASP.NET,178,False,True,https://vjs.zencdn.net/vttjs/0.12.4/vtt.global.min.js,https://eu1.itslearning.com/welcome.aspx,,
agder.itslearning.com,itslearning-påloggingsside,200,20110,agder.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,agder.itslearning.com,cloudflare,443,https://agder.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,260,False,True,*.fontawesome.com,,,
agora.itslearning.com,Page de connexion itslearning,200,21190,agora.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,agora.itslearning.com,cloudflare,443,https://agora.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,253,False,True,fonts.gstatic.com,,,
agy.itslearning.com,itslearnings inloggningssida,200,16897,agy.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,agy.itslearning.com,cloudflare,443,https://agy.itslearning.com:443,https,cloudflare,text/html,GET,104.18.132.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,223,False,True,*.fontawesome.com,,,
ahab.itslearning.com,itslearning-Anmeldeseite,200,16916,ahab.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,ahab.itslearning.com,cloudflare,443,https://ahab.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,217,False,True,https://vjs.zencdn.net/vttjs/0.12.5/vtt.global.min.js,,,
ahcs.itslearning.com,Login: Select your site to access itslearning for your school,200,76769,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,443,https://ahcs.itslearning.com:443,https,cloudflare,text/html,GET,104.18.132.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,178,False,True,*.googleapis.com,https://eu1.itslearning.com/welcome.aspx,,
ahdpg.itslearning.com,Origin DNS error | ahdpg.itslearning.com | Cloudflare,530,6213,ahdpg.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,ahdpg.itslearning.com,cloudflare,443,https://ahdpg.itslearning.com:443,https,cloudflare,text/html,GET,104.18.132.68,/,30310562,2606:4700::6812:8444,Cloudflare,93,False,True,,,,
airwin2.itslearning.com,Login: Select your site to access itslearning for your school,200,76769,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,443,https://airwin2.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,178,False,True,https://ssonot.entree.kennisnet.nl,https://eu1.itslearning.com/welcome.aspx,,
akadamiet.itslearning.com,Login: Select your site to access itslearning for your school,200,76769,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,443,https://akadamiet.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,178,False,True,https://aselect.entree.kennisnet.nl,https://eu1.itslearning.com/welcome.aspx,,
akademiebremerhaven.itslearning.com,itslearning-Anmeldeseite,200,15399,akademiebremerhaven.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,akademiebremerhaven.itslearning.com,cloudflare,443,https://akademiebremerhaven.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8344,Microsoft ASP.NET,203,False,True,https://vjs.zencdn.net/vttjs/0.12.4/vtt.global.min.js,,,
akademiet.itslearning.com,Login: Select your site to access itslearning for your school,200,76769,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,443,https://akademiet.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,178,False,True,https://players.brightcove.net,https://eu1.itslearning.com/welcome.aspx,,
akadeva.itslearning.com,itslearnings inloggningssida,200,16025,akadeva.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,akadeva.itslearning.com,cloudflare,443,https://akadeva.itslearning.com:443,https,cloudflare,text/html,GET,104.18.132.68,/,1631801191,2606:4700::6812:8344,Microsoft ASP.NET,217,False,True,https://ssonot.aselect.entree.kennisnet.nl,,,
aland.itslearning.com,itslearnings inloggningssida,200,18498,aland.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,aland.itslearning.com,cloudflare,443,https://aland.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,249,False,True,https://widgets.remind.com,,,
ale.itslearning.com,itslearnings inloggningssida,200,16038,ale.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,ale.itslearning.com,cloudflare,443,https://ale.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,217,False,True,*.googleapis.com,,,
aletta.itslearning.com,Attention Required! | Cloudflare,403,4516,aletta.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,aletta.itslearning.com,cloudflare,443,https://aletta.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,-1274762480,2606:4700::6812:8344,HTTP/3,94,False,True,,,,
alexandra-fronter.itslearning.com,Fronter login page,200,17279,alexandra-fronter.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,alexandra-fronter.itslearning.com,cloudflare,443,https://alexandra-fronter.itslearning.com:443,https,cloudflare,text/html,GET,104.18.132.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,227,False,True,teams.microsoft.com,,,
alfa-college.itslearning.com,Aanmeldingspagina van itslearning,200,18775,alfa-college.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,alfa-college.itslearning.com,cloudflare,443,https://alfa-college.itslearning.com:443,https,cloudflare,text/html,GET,104.18.132.68,/,1631801191,2606:4700::6812:8344,Microsoft ASP.NET,253,False,True,https://ssonot.entree.kennisnet.nl,,,
allbo.itslearning.com,itslearnings inloggningssida,200,23202,allbo.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,allbo.itslearning.com,cloudflare,443,https://allbo.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,227,False,True,https://widgets.remind.com,,,
almhult.itslearning.com,Login: Select your site to access itslearning for your school,200,76769,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,443,https://almhult.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,178,False,True,https://eu1realtime.itslearning.com,https://eu1.itslearning.com/welcome.aspx,,
alstahaug.itslearning.com,Login: Select your site to access itslearning for your school,200,76769,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,443,https://alstahaug.itslearning.com:443,https,cloudflare,text/html,GET,104.18.132.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,178,False,True,https://wchat.eu.freshchat.com,https://eu1.itslearning.com/welcome.aspx,,
alvsbyngr.itslearning.com,Login: Select your site to access itslearning for your school,200,76769,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,443,https://alvsbyngr.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,178,False,True,https://wchat.eu.freshchat.com,https://eu1.itslearning.com/welcome.aspx,,
amal.itslearning.com,itslearnings inloggningssida,200,15678,amal.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,amal.itslearning.com,cloudflare,443,https://amal.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8344,Microsoft ASP.NET,213,False,True,https://ircdname.azureedge.net/immersivereadersdk/immersive-reader-sdk.1.2.0.js,,,
amersfoortseberg.itslearning.com,Login: Select your site to access itslearning for your school,200,76769,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,443,https://amersfoortseberg.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,178,False,True,fonts.gstatic.com,https://eu1.itslearning.com/welcome.aspx,,
amh.itslearning.com,itslearning-påloggingsside,200,17181,amh.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,amh.itslearning.com,cloudflare,443,https://amh.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,221,False,True,https://ssonot.entree.kennisnet.nl,,,
