new,host,a,soa,ns,status_code,cname,aaaa,mx,has_internal_ips,internal_ips,cdn,cdn-name,txt,caa
[x],config-imnstir.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],config-preferencesmr-dbalvis-collector.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],config-staging-a23-220-243-50.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],configauth-antiviruspre.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],confighub-np.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],configmy-oceania.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],configurator.johndeere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,"mxa-000e4101.gslb.pphosted.com, mxb-000e4101.gslb.pphosted.com",,,,,,
[x],configurator19v1.tal.deere.com,204.54.17.182,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,,,,,,,
[x],configurator4certtc.deere.com,204.55.79.153,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,,,,,,,
[x],configurator5certtc.deere.com,204.55.79.165,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,,,,,,,
[x],configurator5qual.tal.deere.com,164.121.19.63,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,,,,,,,
[x],configuratorold.deere.com,164.121.251.203,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,,,,,,,
[x],configure2qual.tal.deere.com,164.121.18.119,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,,,,,,,
[x],configvip.virtd.deere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],confluence-vpn-originmeet-git.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],confluence.deere.com,"52.54.254.174, 34.197.191.182","ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",,NOERROR,confluence-prod-app.ghns-de-prod-vpn.us.e00.c01.johndeerecloud.com,,,,,,,,
[x],confluencesftp-alpha-intranetpostgresmx.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],confluencesftp.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],contactverification.deere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,"mxa-000e4101.gslb.pphosted.com, mxb-000e4101.gslb.pphosted.com",,,,,,
[x],controller-sites-mx.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],controllertemp.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],controltower.deere.com,,"ns-1693.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,control-tower.supplymgmt-api-marketplace-prod-vpn.us.e15.c01.johndeerecloud.com,,,,,True,cloudfront,,
[x],coop.deere.com,198.199.60.205,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,,,,,,,
[x],corpappshelpdesk.virtd.deere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],corporate0kdgns.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],corporateclothing.deere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,,,,,,,
[x],corporateclothing.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],cpb.deere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,"mxb-000e4101.gslb.pphosted.com, mxa-000e4101.gslb.pphosted.com",,,,,,
[x],cpb.test.deere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,"fdpnmailgw1.test.deere.com, fdpnmailgw2.test.deere.com",,,,,,
[x],cpc.deere.com,204.54.40.74,"zdpn90gtm1.dpn.deere.com, aisipn.johndeere.com",,NOERROR,cpc.johndeereandco.com,,,,,,,,
[x],cpw.deere.com,,"zdpn90gtm1.dpn.deere.com, aisipn.johndeere.com",,NOERROR,"redirector.deere.com, redirector.johndeereandco.com",,,,,,,,
[x],cr.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],cran.deere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,"mxa-000e4101.gslb.pphosted.com, mxb-000e4101.gslb.pphosted.com",,,,,,
[x],creatic.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],credenciado.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],crestview.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],crm.tal.deere.com,204.54.17.141,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,crmv.tal.deere.com,,,,,,,,
[x],crmjdf.deere.com,"204.53.112.124, 204.54.149.10","zdpn90gtm1.dpn.deere.com, aisipn.johndeere.com",,NOERROR,jdadfs-int.johndeereandco.com,,,,,,,,
[x],crmjdfmodel.tal.deere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,mailhost1.tal.deere.com,,,,,,
[x],crmjdfqa.tal.deere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,mailhost1.tal.deere.com,,,,,,
[x],crop-planner-cert.deere.com,"35.171.60.84, 54.208.156.203, 54.80.137.102, 54.237.62.161","ns-344.awsdns-43.com, awsdns-hostmaster.amazon.com",,NOERROR,crop-planner-app.cert.us.e01.c01.johndeerecloud.com,,,,,,,,
[x],cropcare.isg.deere.com,"52.70.86.104, 44.208.46.159, 34.235.255.206","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,vdj-cr20210224013947189100000001-876159417.us-east-1.elb.amazonaws.com,,,,,,,,
[x],cropcare.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],cropsense19v.tal.deere.com,204.54.18.159,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,,,,,,,
[x],cropsensedevmgmtcert.deere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,"mxb-000e4101.gslb.pphosted.com, mxa-000e4101.gslb.pphosted.com",,,,,,
[x],cropsenseqa19v.tal.deere.com,204.54.17.190,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,,,,,,,
[x],cs-admin.expertconnect.deere.com,52.154.46.201,"ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,aks-ags-prod1-1.centralus.cloudapp.azure.com,,,,,True,azure,,
[x],csc.deere.com,164.121.254.157,"zdpn90gtm1.dpn.deere.com, aisipn.johndeere.com",,NOERROR,csc.johndeereandco.com,,,,,,,,
[x],csc2qual.tal.deere.com,164.121.18.109,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,,,,,,,
[x],csdcwiki.deere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,"mxa-000e4101.gslb.pphosted.com, mxb-000e4101.gslb.pphosted.com",,,,,,
[x],csdmz1.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],csg.deere.com,164.121.250.166,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,csgv.dpn.deere.com,,,,,,,,
[x],csptm.tal.deere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,mailhost1.tal.deere.com,,,,,,
[x],csptmqual.tal.deere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,mailhost1.tal.deere.com,,,,,,
[x],cssapp01.dx.deere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,,,,,,,
[x],ctahdb.dx.deere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,"mxb-000e4101.gslb.pphosted.com, mxa-000e4101.gslb.pphosted.com",,,,,,
[x],customer.deere.com,204.55.86.148,"zdpn90gtm1.dpn.deere.com, aisipn.johndeere.com",,NOERROR,"redirector.deere.com, redirector.johndeereandco.com",,,,,,,,
[x],customer.johndeere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,,,,,,,
[x],customer.tal.deere.com,204.54.71.36,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,,,,,,,
[x],customers-bucketofficeexternal-domain.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],customersappintranetpostgresmx.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],customersearch.deere.com,"99.86.91.19, 99.86.91.76, 99.86.91.36, 99.86.91.34","ns-1168.awsdns-18.org, awsdns-hostmaster.amazon.com",,NOERROR,customersearch.channel-customer-prod-vpn.us.e06.c01.johndeerecloud.com,,,,,True,cloudfront,,
[x],customerservice.deere.com,"52.222.236.86, 52.222.236.3, 52.222.236.61, 52.222.236.50","ns-63.awsdns-07.com, awsdns-hostmaster.amazon.com",,NOERROR,customerservice.customermanage-prod-floating.us.e10.c01.johndeerecloud.com,,,,,True,cloudfront,,
[x],customersstartcorporate.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],customersstatic-backup-accept-domain.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],customperformance.deere.com,,"zdpn90gtm1.dpn.deere.com, aisipn.johndeere.com",,NOERROR,customperformance-blue.johndeereandco.com,,,,,,,,
[x],customperformancecert-blue.deere.com,204.54.78.143,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,,,,,,,
[x],cvent.deere.com,204.55.86.148,"zdpn90gtm1.dpn.deere.com, aisipn.johndeere.com",,NOERROR,"redirector.deere.com, redirector.johndeereandco.com",,,,,,,,
[x],cxml-xmlpay.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],cxp.jdisonline.com,,"ns-774.awsdns-32.net, awsdns-hostmaster.amazon.com","ns-1969.awsdns-54.co.uk, ns-56.awsdns-07.com, ns-774.awsdns-32.net, ns-1184.awsdns-20.org",NOERROR,,,,,,,,,
[x],cyber.bjd.deere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,"mxb-000e4101.gslb.pphosted.com, mxa-000e4101.gslb.pphosted.com",,,,,,
[x],cyberarkpvwa.deere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,"mxa-000e4101.gslb.pphosted.com, mxb-000e4101.gslb.pphosted.com",,,,,,
[x],cyberlink-powerdirector.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],cyberticket.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],cz.battle.deere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,"mxb-000e4101.gslb.pphosted.com, mxa-000e4101.gslb.pphosted.com",,,,,,
[x],d03xdg001y.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],dal09-prd-bkt-02a.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],dal09-prd-pimva-01.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],dal09-stg-pimldap-01a.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],dam.deere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,"mxb-000e4101.gslb.pphosted.com, mxa-000e4101.gslb.pphosted.com",,,,,,
[x],dam.tal.deere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,mailhost1.tal.deere.com,,,,,,
[x],damqual.tal.deere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,mailhost1.tal.deere.com,,,,,,
[x],data-backup-temp-exchangedns.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],data-catalog-managedingest.tal.deere.com,204.54.18.144,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,,,,,,,
[x],data-gateway-65-55.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],data-s3jenkinsroot-repository-postgresmx.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],data-status-db2-corp.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],databaseintranetpostgresmx.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],dataconnect.deere.com,52.226.99.211,"ns1-03.azure-dns.com, azuredns-hostmaster.microsoft.com",,NOERROR,gateway.global-it-architecture-prod.deerecloud.com,,,,,True,azure,,
[x],datapreprodmeet-clients.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],davidbuiles.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],db1.virtd.deere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],db71.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],dbms-static-master-backups-www-test.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],dbms-webv3track-static-clients-stats-corp.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],dbmsbeta-storebackups-www-test.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],dbmscdnuser.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],dbmsrepos.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],dbmss3signuprelay.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],dbmsstatus-db2-corp.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],dbp.deere.com,204.55.146.42,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,,,,,,,
[x],dbpqa.deere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,"mxb-000e4101.gslb.pphosted.com, mxa-000e4101.gslb.pphosted.com",,,,,,
[x],dbs-infomediaconfig-helpdesk.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],de.battle.deere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,"mxb-000e4101.gslb.pphosted.com, mxa-000e4101.gslb.pphosted.com",,,,,,
[x],dealer-jobs.deere.com,204.55.86.148,"zdpn90gtm1.dpn.deere.com, aisipn.johndeere.com",,NOERROR,"redirector.deere.com, redirector.johndeereandco.com",,,,,,,,
[x],dealerapi.deere.com,23.96.209.78,"ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,"dealerapi.trafficmanager.net, dealerapi-north.cloudapp.net",,,,,True,azure,,
[x],dealerapi.tal.deere.com,168.62.36.222,"ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,"dealerapi.tal.trafficmanager.net, dealerapi-tal.cloudapp.net",,,,,True,azure,,
[x],dealerapicert.deere.com,168.62.166.55,"ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,dealerapi-cert.cloudapp.net,,,,,True,azure,,
[x],dealerapiqual.tal.deere.com,137.117.73.155,"ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,dealerapi-qual.cloudapp.net,,,,,True,azure,,
[x],dealerlocator.deere.com,"65.9.66.4, 65.9.66.79, 65.9.66.111, 65.9.66.18","ns-831.awsdns-39.net, awsdns-hostmaster.amazon.com","ns-1040.awsdns-02.org, ns-199.awsdns-24.com, ns-2025.awsdns-61.co.uk, ns-831.awsdns-39.net",NOERROR,dwsdb2vy0kyxm.cloudfront.net,"2600:9000:206f:2600:1d:b5c9:7680:93a1, 2600:9000:206f:dc00:1d:b5c9:7680:93a1, 2600:9000:206f:3e00:1d:b5c9:7680:93a1, 2600:9000:206f:1a00:1d:b5c9:7680:93a1, 2600:9000:206f:ae00:1d:b5c9:7680:93a1, 2600:9000:206f:d200:1d:b5c9:7680:93a1, 2600:9000:206f:3600:1d:b5c9:7680:93a1, 2600:9000:206f:ee00:1d:b5c9:7680:93a1",,,,True,cloudfront,,
[x],dealernet.deere.com,204.54.36.67,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,pathwaysv.dpn.deere.com,,,,,,,,
[x],dealerpath.tal.deere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,,,,,,,
[x],dealerrewards.deere.com,66.179.126.102,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,,,,,,,
[x],dealersolutions.deere.com,65.52.192.113,"ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,"dealersolutions.trafficmanager.net, dealersolutions-north.cloudapp.net",,,,,True,azure,,
[x],dealersolutions.tal.deere.com,157.56.165.64,"ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,"dealersolutions.tal.trafficmanager.net, dealersolutions-tal.cloudapp.net",,,,,True,azure,,
[x],debian.deere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,"mxa-000e4101.gslb.pphosted.com, mxb-000e4101.gslb.pphosted.com",,,,,,
[x],debug-imagesmx-corporate.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],debug-stagingstatus-db2-corp.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],debug-wwwexternal-domain.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],debugbackup-sslpaymentsstorage.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],debugdevdb1static.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],debuglegacy-apius.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],debugp15-ubiquity.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],decisionworkqueuetcv.tal.deere.com,204.55.75.30,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,,,,,,,
[x],deere.com,"164.121.250.180, 204.54.37.211","ns1.deere.com, dnsadmins.johndeere.com","ns3.deere.com, ns1.deere.com, ns4.deere.com, ns2a.deere.com, ns2.deere.com",NOERROR,,,"mxb-000e4101.gslb.pphosted.com, mxa-000e4101.gslb.pphosted.com",,,,,"D0390F294D6CC9C6D1A228CF050969CA647B89A0A0D7D5C836554402CC3A9580, v=spf1 include:spf-000e4101.pphosted.com include:amazonses.com -all, 6FRCbDPM0qmRJu0rAaGqkhMJzK9rLBL0u2eV7detN3RQgms0mWS3vbETbFeoLjmMY2R1vgczV9PUAqrTGcj3fw==, nPr3eSG3WVIuED4KL/AU5V/jmKATjWR8MIU6PT1Vm4GKvgIBtGwKSL1JgRkB+Fmrw0ScgovMIOZ9if4dlw9a1w==, MS=ms36982988, facebook-domain-verification=zhwk0cch3nmd9eymszhwhhizuwh5cy, zwqFCmon9oCg+kM6NZIcfefnz6qdfENkee8Z/xXbBZ2n0F+qMgI3YyRq+BPakN6W9TY/8gFKPe+eg8fGUYwS7g==, traction-guest=b951c843-ee92-4b0c-b3d9-5cfb491ac751, google-site-verification=Vm2OmVp-L03QoSJI4Yd-YugcZ2crmzPBWjC58sRtyOw, google-site-verification=ujdudcone0i6ahpf_cwfdsjhdzcrdumjpcba7bwmvwi",
[x],deereaws.tal.deere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,mailhost1.tal.deere.com,,,,,,
[x],deerewcm.deere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,deerewcmv.dpn.deere.com,,,,,,,,
[x],delivro.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],demo-api.deere.com,,"ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com",,NOERROR,demo-api.deere.com.vpn-devl.us.e10.c01.johndeerecloud.com,,,,,True,cloudfront,,
[x],demo-v3-vpnp.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],demo-ww1link-tunnel-mx.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],demoorigin-archivecorp.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],demowikieuimgshare.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],desenvportalweb.bjd.deere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,"mxb-000e4101.gslb.pphosted.com, mxa-000e4101.gslb.pphosted.com",,,,,,
[x],designcontent.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],desmoinesiowawww.johndeere.com,,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,,,"mxa-000e4101.gslb.pphosted.com, mxb-000e4101.gslb.pphosted.com",,,,,,
[x],dev-accesssslvpnrouter-jiratunnel-mx.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
[x],dev-api.expertconnect.deere.com,20.112.212.77,"ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,aks-exco-nprd-2.centralus.cloudapp.azure.com,,,,,,,,
[x],dev-app.expertconnect.deere.com,20.112.212.77,"ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,aks-exco-nprd-2.centralus.cloudapp.azure.com,,,,,,,,
[x],dev-backend.virtd.deere.com,192.43.65.163,"ns1.deere.com, dnsadmins.johndeere.com",,NOERROR,"letsencrypt.deere.com, ldpnpcapp6.dpn.deere.com",,,,,,,,
