new,host,soa,status_code,a,ns,txt,cname,has_internal_ips,internal_ips,aaaa,cdn,cdn-name,mx,caa
[x],pottermatch.cdn.zynga.com,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,"99.84.208.10, 99.84.208.95, 99.84.208.67, 99.84.208.50, 205.251.192.78, 205.251.194.46, 205.251.196.163, 205.251.198.208","ns-78.awsdns-09.com, ns-558.awsdns-05.net, ns-1187.awsdns-20.org, ns-1744.awsdns-26.co.uk",,dtgl0xnp6my5l.cloudfront.net,,,"2600:9000:2199:9800:3:f234:1a40:93a1, 2600:9000:2199:b400:3:f234:1a40:93a1, 2600:9000:2199:1600:3:f234:1a40:93a1, 2600:9000:2199:3200:3:f234:1a40:93a1, 2600:9000:2199:5400:3:f234:1a40:93a1, 2600:9000:2199:ea00:3:f234:1a40:93a1, 2600:9000:2199:c800:3:f234:1a40:93a1, 2600:9000:2199:9200:3:f234:1a40:93a1",True,cloudfront,,
[x],previdenzafacilecominternazynga-okta-network-gateway-iad.api.zynga.com,"ns-1454.awsdns-53.org, awsdns-hostmaster.amazon.com",NOERROR,"54.218.149.120, 34.214.149.87, 52.35.74.92, 35.81.22.94, 44.240.252.0, 44.236.66.179, 44.226.103.52, 34.213.21.22","ns-1454.awsdns-53.org, ns-1793.awsdns-32.co.uk, ns-200.awsdns-25.com, ns-527.awsdns-01.net",,api.zynga.com,,,,,,,
[x],privacy.zynga.com,"ns-365.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,"13.227.219.2, 13.227.219.25, 13.227.219.32, 13.227.219.91","ns-1186.awsdns-20.org, ns-1547.awsdns-01.co.uk, ns-365.awsdns-45.com, ns-583.awsdns-08.net",,,,,,True,cloudfront,,
[x],prod-client.runtime7.zynga.com,"ns-93.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,"10.196.84.51, 10.196.85.210",,,,True,"10.196.84.51, 10.196.85.210",,,,,
[x],prod.build.magellan.zynga.com,"ns-331.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,10.195.219.160,,,,True,10.195.219.160,,,,,
[x],prod.hunters.zynga.com,,NOERROR,,,,,,,,,,,
[x],prod.proxy.support.zynga.com,"ns-1725.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],prodwww-a.corpweb.zynga.com,"ns-210.awsdns-26.com, awsdns-hostmaster.amazon.com",NOERROR,35.83.56.218,,,,,,,,,,
[x],profile.zynga.com,"ns-149.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,"18.66.97.110, 18.66.97.44, 18.66.97.72, 18.66.97.102","ns-149.awsdns-18.com, ns-787.awsdns-34.net, ns-1530.awsdns-63.org, ns-1913.awsdns-47.co.uk",,d2snrcs7nhqpu3.cloudfront.net,,,"2600:9000:223c:4400:d:1ef8:92c0:93a1, 2600:9000:223c:5600:d:1ef8:92c0:93a1, 2600:9000:223c:9400:d:1ef8:92c0:93a1, 2600:9000:223c:a200:d:1ef8:92c0:93a1, 2600:9000:223c:a600:d:1ef8:92c0:93a1, 2600:9000:223c:c400:d:1ef8:92c0:93a1, 2600:9000:223c:1800:d:1ef8:92c0:93a1, 2600:9000:223c:2800:d:1ef8:92c0:93a1",True,cloudfront,,
[x],promo.payments.zynga.com,"ns-778.awsdns-33.net, awsdns-hostmaster.amazon.com",NOERROR,127.0.0.1,,,,True,127.0.0.1,,,,,
[x],qa.farmx.zynga.com,"ns-1727.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"10.196.245.163, 10.196.244.162",,,,True,"10.196.245.163, 10.196.244.162",,,,,
[x],qa.payments.zynga.com,"ns-778.awsdns-33.net, awsdns-hostmaster.amazon.com",NOERROR,"34.214.237.169, 54.184.65.135",,,,,,,,,,
[x],qa3.gotslots.zynga.com,,NOERROR,,,,,,,,,,,
[x],rangolirekha.zynga.com,"ns-2033.awsdns-62.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],raven.zc-dev-01.empire.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,74.114.11.93,"a28-64.akam.net, a18-66.akam.net, a5-65.akam.net, a26-67.akam.net, a1-193.akam.net, a9-66.akam.net, pdns89.ultradns.biz, pdns89.ultradns.com, pdns89.ultradns.org, pdns89.ultradns.net",,,,,,,,,
[x],report.svctr.zynga.com,"ns-357.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,3.120.215.252,,,,,,,,,,
[x],rewards.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,"18.66.97.72, 18.66.97.110, 18.66.97.102, 18.66.97.44","a1-193.akam.net, pdns89.ultradns.com, pdns89.ultradns.net, pdns89.ultradns.org, a28-64.akam.net, a9-66.akam.net, a26-67.akam.net, pdns89.ultradns.biz, a18-66.akam.net, a5-65.akam.net","flexera-domain-verification-dbzrsvfsqaudmpht, google-site-verification=wsaFZu_s9ZO4UBj_3WqYIsiNSj0zqF6-4Da6Eiye2rc, ndDPGVmJKHy+qC+zpOZzvmLcTreMDYu7dW4iFz7xyO6s+uJtxwJtrT62NmF12diyyBMuOI7KmwCBLfCeTHWWSw==, flexera-domain-verification-jitumvwpwakeeoib, adobe-idp-site-verification=a84b2d9a-5df8-4cc4-b725-fad34ff5962d, dropbox-domain-verification=1ddaaj0d5ryl, IAQqFsTuqa4o3FlhcIPamt_b9qb7La8, stripe-verification=2f020db3749defaebb9b0de2f20f2d04e11c3e889afc95372edbd0ffe7ebe7d8, stripe-verification=4d7f010bd8e6b5dc597d4360b6c763336228b9dbaee5b77c82e4b9c598c4ebbd, v=spf1 include:spf_extip1.zynga.com include:spf_fqdn1.zynga.com include:jobvite_spf1.zynga.com include:jobvite_spf2.zynga.com ~all, MS=ms48283609, stripe-verification=b2fa91e716c71fade846f2a98a7b620122d9a20e401dfaf32e894704c9212c8d, docker-verification=69372972-3805-447f-8b20-1d63ecd61154, flexera-domain-verification-ypvnkrrffvcvcijk, stripe-verification=4c959b7189974c6d6c41d70fb8df457622f29e7d1e1c32977bd115e639e1cb53, stripe-verification=edf694fb8629f64ef2042fe7f65c1c84b89c4edec9de2a389584bb63b22066fc, stripe-verification=d199878c058bd72dbc87abf35ab2788ee1e4df49eeb1f34e6fbf4b4b7eb93887, stripe-verification=18f308aa8f3a5481b627aad0edc21ebb630b5b0a37521c9e12d0292881bb191f, stripe-verification=7e8c8567e08968dbcacdfc8003dedba7b09406ff8f0b8ffda688edcb3ae7d979, zapier-domain-verification-challenge=1c48ff84-5540-4aa0-8984-15536baaf00b, miro-verification=daabe1956031194d18cc1f53ce74428e231634ee, atlassian-domain-verification=MMzWQ2TqcxeKliKSzrsMVl8JE34sjUX/AAseKUOLM2alhtHAS0zrgFt4+kBiRto/, google-site-verification=kdmZBaG1vbmr4ltAAEvWTOb2HQrJ1RR2l8T8ZJBTdo4, stripe-verification=4be7e8fa802af316ab09e6ce9ec88d88f7b59f1a4e0e1a25521f56e6fcc23204, apple-domain-verification=JhYMvhamYQdIBH8m, onetrust-domain-verification=0b240979d6104e2d9c7b55d7a34fa77e, stripe-verification=0f4f0b1f0d1d088cfdfac9e2d01ef339e93b8d3a39ef78d1da0493fa4e9b7edd",zynga.com,,,"2600:9000:223c:a800:d:1ef8:92c0:93a1, 2600:9000:223c:a000:d:1ef8:92c0:93a1, 2600:9000:223c:bc00:d:1ef8:92c0:93a1, 2600:9000:223c:9200:d:1ef8:92c0:93a1, 2600:9000:223c:6200:d:1ef8:92c0:93a1, 2600:9000:223c:e600:d:1ef8:92c0:93a1, 2600:9000:223c:4800:d:1ef8:92c0:93a1, 2600:9000:223c:2e00:d:1ef8:92c0:93a1",True,cloudfront,"mxb-00296702.gslb.pphosted.com, mxa-00296702.gslb.pphosted.com",
[x],roadmap.ct.zynga.com,"ns-1708.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"10.197.239.213, 10.197.230.111, 10.195.164.49, 10.197.245.26",,"heritage=external-dns,external-dns/owner=gameservices-stg,external-dns/resource=ingress/gameservices/roadmap-tool-deployment",,True,"10.197.239.213, 10.197.230.111, 10.195.164.49, 10.197.245.26",,,,,
[x],rok.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],runtime.cgt.csr2.zynga.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"10.197.153.11, 10.197.147.132","ns-1475.awsdns-56.org, ns-1769.awsdns-29.co.uk, ns-332.awsdns-41.com, ns-560.awsdns-06.net",,internal-csr2-cgt-production-runtime-web-293646178.us-west-2.elb.amazonaws.com,True,"10.197.153.11, 10.197.147.132",,,,,
[x],runtime.zynga.com,"ns-324.awsdns-40.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],runtime7.zynga.com,"ns-93.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,,"ns-93.awsdns-11.com, ns-565.awsdns-06.net, ns-1298.awsdns-34.org, ns-1879.awsdns-42.co.uk",,,,,,,,,
[x],sandbox.payments.zynga.com,"ns-778.awsdns-33.net, awsdns-hostmaster.amazon.com",NOERROR,"18.65.39.113, 18.65.39.103, 18.65.39.84, 18.65.39.8",,,,,,,True,cloudfront,,
[x],sandbox.runtime7.zynga.com,"ns-93.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,"10.196.84.51, 10.196.85.210",,,,True,"10.196.84.51, 10.196.85.210",,,,,
[x],scarlett.zc-dev-01.empire.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,74.114.11.93,,,,,,,,,,
[x],scopp.gotslots.zynga.com,,NOERROR,,,,,,,,,,,
[x],sec.zynga.com,"ns-526.awsdns-01.net, awsdns-hostmaster.amazon.com",NOERROR,"205.251.193.45, 205.251.194.14, 205.251.197.234, 205.251.198.250","ns-301.awsdns-37.com, ns-1514.awsdns-61.org, ns-526.awsdns-01.net, ns-1786.awsdns-31.co.uk",,,,,,,,,
[x],sectest.static.payments.zynga.com,"ns-778.awsdns-33.net, awsdns-hostmaster.amazon.com",NOERROR,74.114.9.51,,,,,,,,,,
[x],secure.stageb.payments.zynga.com,"ns-778.awsdns-33.net, awsdns-hostmaster.amazon.com",NOERROR,74.114.9.138,,,,,,,,,,
[x],secureapi.payments.zynga.com,"ns-1454.awsdns-53.org, awsdns-hostmaster.amazon.com",NOERROR,"54.69.197.152, 52.26.181.104, 52.37.210.237, 35.81.22.94, 52.35.74.92, 34.213.21.22, 52.33.233.50, 54.149.61.178","ns-1454.awsdns-53.org, ns-1793.awsdns-32.co.uk, ns-200.awsdns-25.com, ns-527.awsdns-01.net",,api.zynga.com,,,,,,,
[x],securemail.zynga.com,"ns-sc4.proofpoint.com, ops.proofpoint.com",NOERROR,148.163.157.20,,,pe-00296702.gslb.pphosted.com,,,,,,,
[x],securityreport.zynga.com,"ns-943.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,"10.195.139.212, 10.195.138.205","ns-1385.awsdns-45.org, ns-2028.awsdns-61.co.uk, ns-253.awsdns-31.com, ns-943.awsdns-53.net",,,True,"10.195.139.212, 10.195.138.205",,,,,
[x],serverless.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,10.64.130.92,,,,True,10.64.130.92,,,,,
[x],services.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],shiarora.wnks.zynga.com,,NOERROR,54.144.128.85,,,,,,,,,,
[x],shockwave.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],shopping.zynga.com,"ns-149.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,"52.85.242.87, 52.85.242.125, 52.85.242.58, 52.85.242.49","ns-1530.awsdns-63.org, ns-1913.awsdns-47.co.uk, ns-787.awsdns-34.net, ns-149.awsdns-18.com",,d2snrcs7nhqpu3.cloudfront.net,,,"2600:9000:21c3:ae00:d:1ef8:92c0:93a1, 2600:9000:21c3:e00:d:1ef8:92c0:93a1, 2600:9000:21c3:3400:d:1ef8:92c0:93a1, 2600:9000:21c3:8000:d:1ef8:92c0:93a1, 2600:9000:21c3:8200:d:1ef8:92c0:93a1, 2600:9000:21c3:5c00:d:1ef8:92c0:93a1, 2600:9000:21c3:3e00:d:1ef8:92c0:93a1, 2600:9000:21c3:a800:d:1ef8:92c0:93a1",True,cloudfront,,
[x],shops.zynga.com,"ns-149.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,"52.85.242.87, 52.85.242.125, 52.85.242.49, 52.85.242.58","ns-1530.awsdns-63.org, ns-1913.awsdns-47.co.uk, ns-787.awsdns-34.net, ns-149.awsdns-18.com",,d2snrcs7nhqpu3.cloudfront.net,,,"2600:9000:21c3:6000:d:1ef8:92c0:93a1, 2600:9000:21c3:5200:d:1ef8:92c0:93a1, 2600:9000:21c3:d800:d:1ef8:92c0:93a1, 2600:9000:21c3:f600:d:1ef8:92c0:93a1, 2600:9000:21c3:3600:d:1ef8:92c0:93a1, 2600:9000:21c3:4800:d:1ef8:92c0:93a1, 2600:9000:21c3:ba00:d:1ef8:92c0:93a1, 2600:9000:21c3:a600:d:1ef8:92c0:93a1",True,cloudfront,,
[x],sip.zynga.com,"admin.nsatc.net, dns.level3.net",NOERROR,52.112.192.139,,,sipdir.online.lync.com,,,2603:1027:0:48::20,,,,
[x],skyscraper.cdn.zynga.com,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,d3tcc6thvjfnwy.cloudfront.net,,,,,,,
[x],smashmobile.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],smoke.economy.zynga.com,"ns-1651.awsdns-14.co.uk, awsdns-hostmaster.amazon.com",NOERROR,10.196.83.201,,,,True,10.196.83.201,,,,,
[x],smokebaml-cominternazynga-okta-network-gateway-iad.api.zynga.com,"ns-1454.awsdns-53.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1793.awsdns-32.co.uk, ns-200.awsdns-25.com, ns-527.awsdns-01.net, ns-1454.awsdns-53.org",,api.zynga.com,,,,,,,
[x],sms.staging.solstice.zynga.com,"pdns1.ultradns.net, sre-team.zynga.com, cloudeng.zynga.com",NOERROR,74.114.11.234,,"Solstice Master Server, Staging",,,,,,,,
[x],smtp.zynga.com,"cns3.secureserver.net, dns.jomax.net",NOERROR,92.204.80.0,"cns3.secureserver.net, cns4.secureserver.net",,smtp.secureserver.net,,,,,,,
[x],socialslots.cdn.zynga.com,"ns-337.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,"143.204.68.127, 143.204.68.21, 143.204.68.27, 143.204.68.65","ns-337.awsdns-42.com, ns-827.awsdns-39.net, ns-1245.awsdns-27.org, ns-1824.awsdns-36.co.uk",,d2c2zbwru6cv73.cloudfront.net,,,,True,cloudfront,,
[x],socialslots.zynga.com,"ns-1722.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],solitaire-web.svctr.zynga.com,"ns-357.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],spades-dev.svctr.zynga.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"34.206.160.70, 34.226.224.38",,,spd-test-web-01-1251898833.us-east-1.elb.amazonaws.com,,,,,,,
[x],spadesplus.cdn.zynga.com,"ns-801.awsdns-36.net, awsdns-hostmaster.amazon.com",NOERROR,"18.66.147.119, 18.66.147.56, 18.66.147.102, 18.66.147.110","ns-468.awsdns-58.com, ns-801.awsdns-36.net, ns-1172.awsdns-18.org, ns-1888.awsdns-44.co.uk",,d3q4jytjnkxp2q.cloudfront.net,,,"2600:9000:225e:d400:1d:d9af:4c80:93a1, 2600:9000:225e:fe00:1d:d9af:4c80:93a1, 2600:9000:225e:1200:1d:d9af:4c80:93a1, 2600:9000:225e:2a00:1d:d9af:4c80:93a1, 2600:9000:225e:6600:1d:d9af:4c80:93a1, 2600:9000:225e:7400:1d:d9af:4c80:93a1, 2600:9000:225e:8600:1d:d9af:4c80:93a1, 2600:9000:225e:9400:1d:d9af:4c80:93a1",True,cloudfront,,
[x],spf_extip1.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,"v=spf1 ip4:107.20.210.250/32 ip4:198.61.254.24/32 ip4:159.135.224.0/20 ip4:13.108.0.0/16 ip4:13.109.0.0/16 ip4:13.110.0.0/16 ip4:13.111.0.0/16 ip4:148.105.0.0/16 ip4:192.161.144.0/20 ip4:104.245.208.0/21 ip4:192.174.93.118/32 ip4:170.146.220.0/23 ip4:170, 146.224.15 ip4:170.146.224.16/31 ip4:170.146.226.15 ip4:170.146.226.16/31 ip4:52.5.134.202/32 ip4:54.174.209.165 ip4:107.20.210.250 ip4:209.61.151.244 ip4:209.177.169.161 ip4:103.151.192.0/23 ip4:185.12.80.0/22 ip4:188.172.128.0/20 ip4:192.161.144.0/20 ip, 4:216.198.0.0/18 ~all",,,,,,,,
[x],spf_fqdn1.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,v=spf1 include:spf.protection.outlook.com include:spf-00296702.pphosted.com include:spf.sendinblue.com include:email.prnewswire.com ~all,,,,,,,,
[x],splunk.zynga.com,"ns-1924.awsdns-48.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1303.awsdns-34.org, ns-147.awsdns-18.com, ns-1924.awsdns-48.co.uk, ns-516.awsdns-00.net",,,,,,,,,
[x],spritebuilderx.wozslots.zynga.com,"ns-1446.awsdns-52.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,True,cloudfront,,
[x],stage.farmx.zynga.com,"ns-1727.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"10.196.244.109, 10.196.245.116",,,,True,"10.196.244.109, 10.196.245.116",,,,,
[x],stage.proxy.support.zynga.com,"ns-1725.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,184.75.169.120,"ns-1358.awsdns-41.org, ns-1725.awsdns-23.co.uk, ns-468.awsdns-58.com, ns-579.awsdns-08.net",,,,,,,,,
[x],stage.zyngagames.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"10.197.44.116, 10.197.37.230",,,internal-zdc-staging-zgdc-cluster-526477742.us-west-2.elb.amazonaws.com,True,"10.197.44.116, 10.197.37.230",,,,,
[x],staging-csr2.cdn.zynga.com,"ns-856.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,"143.204.89.19, 143.204.89.93, 143.204.89.72, 143.204.89.47","ns-107.awsdns-13.com, ns-1440.awsdns-52.org, ns-1818.awsdns-35.co.uk, ns-856.awsdns-43.net",,dl7zu7b0zxp8t.cloudfront.net,,,"2600:9000:2156:d000:3:c71c:4340:93a1, 2600:9000:2156:7c00:3:c71c:4340:93a1, 2600:9000:2156:1a00:3:c71c:4340:93a1, 2600:9000:2156:3200:3:c71c:4340:93a1, 2600:9000:2156:f800:3:c71c:4340:93a1, 2600:9000:2156:2200:3:c71c:4340:93a1, 2600:9000:2156:bc00:3:c71c:4340:93a1, 2600:9000:2156:9c00:3:c71c:4340:93a1",True,cloudfront,,
[x],staging-example.cloudengk8s.zynga.com,"ns-1403.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-352.awsdns-44.com, ns-1403.awsdns-47.org, ns-1696.awsdns-20.co.uk, ns-1004.awsdns-61.net",,,,,,,,,
[x],staging-got.cdn.zynga.com,"ns-283.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,"ns-936.awsdns-53.net, ns-1157.awsdns-16.org, ns-1823.awsdns-35.co.uk, ns-283.awsdns-35.com",,dorkhqdiis1rf.cloudfront.net,,,,True,cloudfront,,
[x],staging-web-a-cafeworld.zynga.com,,NOERROR,,,,,,,,,,,
[x],staging-web-e-cafeworld.zynga.com,,NOERROR,,,,,,,,,,,
[x],staging-web-e.cafeworld.zynga.com,,NOERROR,54.144.128.85,,,,,,,,,,
[x],staging.battlestone.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],staging.bubble.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],staging.bubblereef.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],staging.cityville.zynga.com,,NOERROR,,,,,,,,,,,
[x],staging.empire.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],staging.exampleville.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],staging.gotslots.zynga.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,10.197.208.123,"ns-1475.awsdns-56.org, ns-1769.awsdns-29.co.uk, ns-332.awsdns-41.com, ns-560.awsdns-06.net",,internal-got-stg-web-alb-390602394.us-west-2.elb.amazonaws.com,True,10.197.208.123,,,,,
[x],staging.harvest.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],staging.payments.zynga.com,"ns-778.awsdns-33.net, awsdns-hostmaster.amazon.com",NOERROR,"108.138.17.101, 108.138.17.86, 108.138.17.43, 108.138.17.115",,,,,,,True,cloudfront,,
[x],staging.runtime7.zynga.com,"ns-93.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,"10.196.85.210, 10.196.84.51",,,,True,"10.196.85.210, 10.196.84.51",,,,,
[x],staging.zoom.zynga.com,"ns-773.awsdns-32.net, awsdns-hostmaster.amazon.com",NOERROR,"52.11.95.192, 44.228.135.171, 34.210.97.63",,,,,,,,,,
[x],staging.zyngagames.com,"ns-743.awsdns-28.net, awsdns-hostmaster.amazon.com",NOERROR,"10.197.44.116, 10.197.37.230",,,,True,"10.197.44.116, 10.197.37.230",,,,,
[x],static-branch5-dev.cooking.zynga.com,,NOERROR,,,,,,,,,,,
[x],static.messaging.zynga.com,"ns-1130.awsdns-13.org, awsdns-hostmaster.amazon.com",NOERROR,"52.222.139.12, 52.222.139.52, 52.222.139.10, 52.222.139.90","ns-1006.awsdns-61.net, ns-1130.awsdns-13.org, ns-1727.awsdns-23.co.uk, ns-334.awsdns-41.com",,digqmaz01oevr.cloudfront.net,,,,True,cloudfront,,
[x],static.payments.zynga.com,,NOERROR,54.144.128.85,,,,,,,,,,
[x],static.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],statics.poker.static.zynga.com,"n0g.akamai.net, hostmaster.akamai.com",NOERROR,"2.19.194.195, 2.19.194.251",,,"ak.zynga.com.edgesuite.net, a1782.g.akamai.net",,,,,,,
[x],stats.zynga.com,"ns-538.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,"10.196.149.140, 10.196.163.35, 10.196.190.150",,,portal.lb.stats.zynga.com,True,"10.196.149.140, 10.196.163.35, 10.196.190.150",,,,,
[x],stg-swarm-1.perforce.zynga.com,"ns-600.awsdns-11.net, awsdns-hostmaster.amazon.com",NOERROR,"10.195.176.59, 10.195.181.20, 10.195.178.92","ns-1104.awsdns-10.org, ns-1661.awsdns-15.co.uk, ns-4.awsdns-00.com, ns-600.awsdns-11.net",,,True,"10.195.176.59, 10.195.181.20, 10.195.178.92",,,,,
[x],store-integration.gotslotscasino.zynga.com,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.14.12, 104.18.15.12",,,store-integration.gotslotscasino.zynga.com.cdn.cloudflare.net,,,"2606:4700::6812:f0c, 2606:4700::6812:e0c",True,cloudflare,,
[x],store-preview.gotslotscasino.zynga.com,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.14.12, 104.18.15.12",,,store-preview.gotslotscasino.zynga.com.cdn.cloudflare.net,,,"2606:4700::6812:e0c, 2606:4700::6812:f0c",True,cloudflare,,
[x],store-staging.gotslotscasino.zynga.com,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.15.12, 104.18.14.12",,,store-staging.gotslotscasino.zynga.com.cdn.cloudflare.net,,,"2606:4700::6812:e0c, 2606:4700::6812:f0c",True,cloudflare,,
[x],store.gotslotscasino.zynga.com,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.14.12, 104.18.15.12",,,store.gotslotscasino.zynga.com.cdn.cloudflare.net,,,"2606:4700::6812:f0c, 2606:4700::6812:e0c",True,cloudflare,,
[x],store.zynga.com,"ns-1495.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,"13.32.99.19, 13.32.99.22, 13.32.99.65, 13.32.99.110","ns-1495.awsdns-58.org, ns-160.awsdns-20.com, ns-1718.awsdns-22.co.uk, ns-618.awsdns-13.net",,,,,,True,cloudfront,,
[x],sugartown.dev.zbc.zynga.com,"ns-1847.awsdns-38.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"108.157.214.116, 108.157.214.102, 108.157.214.78, 108.157.214.101",,,,,,,True,cloudfront,,
[x],sugartown2.dev.zbc.zynga.com,"ns-1847.awsdns-38.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"13.32.121.29, 13.32.121.33, 13.32.121.73, 13.32.121.84",,,,,,,True,cloudfront,,
[x],sugartown2.qa.zbc.zynga.com,"ns-1847.awsdns-38.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"108.138.17.98, 108.138.17.62, 108.138.17.42, 108.138.17.40",,,,,,,True,cloudfront,,
[x],support.cdn.zynga.com,"ns-328.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"13.32.99.60, 13.32.99.91, 13.32.99.25, 13.32.99.33","ns-328.awsdns-41.com, ns-907.awsdns-49.net, ns-1191.awsdns-20.org, ns-1873.awsdns-42.co.uk",,d19af70v658gwa.cloudfront.net,,,"2600:9000:2251:4200:4:2fd:2280:93a1, 2600:9000:2251:5e00:4:2fd:2280:93a1, 2600:9000:2251:8400:4:2fd:2280:93a1, 2600:9000:2251:8a00:4:2fd:2280:93a1, 2600:9000:2251:a800:4:2fd:2280:93a1, 2600:9000:2251:ac00:4:2fd:2280:93a1, 2600:9000:2251:c200:4:2fd:2280:93a1, 2600:9000:2251:1a00:4:2fd:2280:93a1",True,cloudfront,,
[x],support.zynga.com,"ns-1725.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"108.156.60.104, 108.156.60.22, 108.156.60.126, 108.156.60.24","ns-1725.awsdns-23.co.uk, ns-468.awsdns-58.com, ns-579.awsdns-08.net, ns-1358.awsdns-41.org",,,,,,True,cloudfront,,
[x],sv4-ex-ht02.corp.zynga.com,,NOERROR,54.144.128.85,,,,,,,,,,
[x],swarm.perforce.zynga.com,"ns-600.awsdns-11.net, awsdns-hostmaster.amazon.com",NOERROR,"10.195.179.86, 10.195.180.170, 10.195.177.12",,,,True,"10.195.179.86, 10.195.180.170, 10.195.177.12",,,,,
[x],swf-staging-web.zyngawithfriends.com.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,,,,,,,,,,,
[x],swf-web.zyngawithfriends.com.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,74.114.14.21,,,,,,,,,,
[x],tableau-dev.stats.zynga.com,"pdns1.ultradns.net, cloudeng.zynga.com",NOERROR,10.96.37.112,,,,True,10.96.37.112,,,,,
