input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,tls_subject_org_,tls_mismatched,final_url,tls_expired,csp_domains_
socialslots.cdn.zynga.com,,403,243,,,,,,,,,,,,,,,,,,cloudfront,80,http://socialslots.cdn.zynga.com:80,http,AmazonS3,application/xml,GET,143.204.215.40,/,-918398101,143.204.215.14,Amazon Web Services,2,False,True,,,,,,
solitaire-web.svctr.zynga.com,403 Forbidden,403,153,,,,,,,,,,,,,,,,,,,80,http://solitaire-web.svctr.zynga.com:80,http,nginx/1.22.1,text/html,GET,52.10.21.209,/,-1989484682,54.186.58.30,Nginx:1.22.1,8,False,,,,,,,
spades-dev.svctr.zynga.com,,200,83,,,,,,,,,,,,,,,,,,,80,http://spades-dev.svctr.zynga.com:80,http,nginx/1.18.0,text/html,GET,34.226.224.38,/,-1576063019,34.206.160.70,PHP:7.4.26,1,False,,,,,,,
spadesplus.cdn.zynga.com,,200,79,spadesplus.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-11-29T23:59:59Z,CN=spadesplus.cdn.zynga.com,spadesplus.cdn.zynga.com,cf-spadesplus.cdn.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5a0c855810aff729e560181696e42c55,184e8084d3b083c2ab218514b87ba386868980613e30ca4ac873d484c60b2043,ctls,spadesplus.cdn.zynga.com,cloudfront,443,https://spadesplus.cdn.zynga.com:443,https,nginx,text/html,GET,18.66.147.110,/,1494302000,2600:9000:225e:4600:1d:d9af:4c80:93a1,PHP:7.4.27,1,False,True,,,,,,
spritebuilderx.wozslots.zynga.com,,403,243,spritebuilderx.wozslots.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-05-21T23:59:59Z,CN=spritebuilderx.wozslots.zynga.com,spritebuilderx.wozslots.zynga.com,spritebuilderx.wozslots.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,fc63ed47620b59cd500db986d4258590,fa07d0749cfcdb049189983b59f31a8c857e7a2638e605656b06d13e081d34bb,ctls,spritebuilderx.wozslots.zynga.com,cloudfront,443,https://spritebuilderx.wozslots.zynga.com:443,https,AmazonS3,application/xml,GET,13.32.99.50,/,-1342911879,13.32.99.13,Amazon Web Services,2,False,True,,,,,,
staging-csr2.cdn.zynga.com,,403,243,staging-csr2.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-11T00:00:00Z,2024-04-08T23:59:59Z,CN=csr2.cdn.zynga.com,csr2.cdn.zynga.com,cf-csr2.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,58079c5c317b3dcccf4e242289b9e0b2,207231f5d41f22d97395d40a6b00ede37bddb2160aae0499fca1c3dced9eabba,ctls,staging-csr2.cdn.zynga.com,cloudfront,443,https://staging-csr2.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,143.204.89.93,/,-293296624,2600:9000:2156:2600:3:c71c:4340:93a1,Amazon Web Services,2,False,True,,,,,,
staging-got.cdn.zynga.com,,403,243,,,,,,,,,,,,,,,,,,cloudfront,80,http://staging-got.cdn.zynga.com:80,http,AmazonS3,application/xml,GET,143.204.89.57,/,133417193,2600:9000:2156:1200:2:3608:7ac0:93a1,Amazon Web Services,2,False,True,,,,,,
staging.payments.zynga.com,,200,3678,staging.payments.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-01-06T23:59:59Z,CN=*.payments.zynga.com,*.payments.zynga.com,*.smoke.economy.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,987781a3abd4ea69686afd10bf9663ed,3cc64af20b0806989fa53972f99c42b081198fa25a8131140111077836a49a74,ctls,staging.payments.zynga.com,cloudfront,443,https://staging.payments.zynga.com:443,https,AmazonS3,text/html,GET,108.138.189.121,/,-316244138,108.138.189.97,Font Awesome,71,False,True,True,,,,,
static.messaging.zynga.com,,403,243,static.messaging.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-13T23:59:59Z,CN=static.messaging.zynga.com,static.messaging.zynga.com,static.messaging.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b4244c5560bf61aa85ac9081fcb6077b,f1549c0ebfde7b196f5df92a5b823f6b1ca726c076a3b59cad98a154b6d475cd,ctls,static.messaging.zynga.com,cloudfront,443,https://static.messaging.zynga.com:443,https,AmazonS3,application/xml,GET,18.66.97.98,/,421650165,18.66.97.2,Amazon Web Services,2,False,True,,,,,,
statics.poker.static.zynga.com,,200,116,,,,,,,,,,,,,,,,,,,80,http://statics.poker.static.zynga.com:80,http,Apache,text/html,GET,23.2.13.194,/,73518209,23.2.13.144,Apache,8,False,,,,,,,
store-integration.gotslotscasino.zynga.com,,403,16,,,,,,,,,,,,,,,,,,cloudflare,80,http://store-integration.gotslotscasino.zynga.com:80,http,cloudflare,text/plain,GET,104.18.15.12,/,1253481126,2606:4700::6812:e0c,Cloudflare,1,False,True,,,,,,
store-preview.gotslotscasino.zynga.com,,403,16,store-preview.gotslotscasino.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-04-22T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",214b538abe887ed5403e10fa63452355,f9bb864aca89f60a9074fcef5a6a9224740b39e6f57e90ceec78c45913cc28a5,ctls,store-preview.gotslotscasino.zynga.com,cloudflare,443,https://store-preview.gotslotscasino.zynga.com:443,https,cloudflare,text/plain,GET,104.18.14.12,/,1253481126,2606:4700::6812:f0c,Cloudflare,1,False,True,,"Cloudflare, Inc.",,,,
store-staging.gotslotscasino.zynga.com,,403,16,,,,,,,,,,,,,,,,,,cloudflare,80,http://store-staging.gotslotscasino.zynga.com:80,http,cloudflare,text/plain,GET,104.18.14.12,/,1253481126,2606:4700::6812:f0c,Cloudflare,1,False,True,,,,,,
store.gotslotscasino.zynga.com,,403,16,,,,,,,,,,,,,,,,,,cloudflare,80,http://store.gotslotscasino.zynga.com:80,http,cloudflare,text/plain,GET,104.18.14.12,/,1253481126,2606:4700::6812:f0c,Cloudflare,1,False,True,,,,,,
store.zynga.com,Zynga Store,200,3856,store.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-01-10T23:59:59Z,CN=*.store.zynga.com,*.store.zynga.com,store.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,a22a39fe1ae3b0f8b129f9ca591b973e,0da4dd4956021a8cbf299160882979b6d8518b718023a6829bde1cd0a6303f82,ctls,store.zynga.com,cloudfront,443,https://store.zynga.com:443,https,AmazonS3,text/html,GET,13.32.99.19,/,-123175145,13.32.99.22,Amazon Web Services,1,False,True,True,,,,,
sugartown.dev.zbc.zynga.com,ERROR: The request could not be satisfied,403,919,sugartown.dev.zbc.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-09T23:59:59Z,CN=sugartown.dev.zbc.zynga.com,sugartown.dev.zbc.zynga.com,*.sugartown.dev.zbc.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d6b29a5910dd3dfe1e82484a9fd4ff43,46d7cb4a828f388a4191aca7d634e1e44ea7b7ea5797a64115448c0faa7009ae,ctls,sugartown.dev.zbc.zynga.com,cloudfront,443,https://sugartown.dev.zbc.zynga.com:443,https,CloudFront,text/html,GET,18.161.135.40,/,-56883202,18.161.135.22,Amazon Web Services,20,False,True,True,,,,,
sugartown2.dev.zbc.zynga.com,ERROR: The request could not be satisfied,403,919,sugartown2.dev.zbc.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-24T23:59:59Z,CN=sugartown2.dev.zbc.zynga.com,sugartown2.dev.zbc.zynga.com,*.sugartown2.dev.zbc.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,a2b7295b2df9094f87ec8c7e66f02696,4fa7a63d79dd3c5e99c0940ccd50842167c65d3dcfab65f4ef1b14269a5f0b57,ctls,sugartown2.dev.zbc.zynga.com,cloudfront,443,https://sugartown2.dev.zbc.zynga.com:443,https,CloudFront,text/html,GET,13.32.121.73,/,-1968005182,13.32.121.84,HSTS,20,False,True,True,,,,,
sugartown2.qa.zbc.zynga.com,ERROR: The request could not be satisfied,403,919,sugartown2.qa.zbc.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-02T00:00:00Z,2023-12-02T23:59:59Z,CN=sugartown2.qa.zbc.zynga.com,sugartown2.qa.zbc.zynga.com,*.sugartown2.qa.zbc.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f57d58f29d2553125de9ea30cfed8900,4a934bdad7779a3fb924906f3701dd950f62e733a2df86133fc56929f1fafa16,ctls,sugartown2.qa.zbc.zynga.com,cloudfront,80,http://sugartown2.qa.zbc.zynga.com:80,http,CloudFront,text/html,GET,108.138.17.62,/,463949915,108.138.17.42,Amazon Web Services,20,False,True,True,,,https://sugartown2.qa.zbc.zynga.com/,,
support.cdn.zynga.com,Zynga Support - Zynga,200,206331,www.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-01T23:59:59Z,CN=zynga.com,zynga.com,*.support.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,66c6428afedea91d7fd4f9759c107cd9,9a8d9b3be8b96960b3ae69317a3f57fad5245dbb2093a964acaa9bf5e72c6e4b,ctls,www.zynga.com,cloudfront,80,http://support.cdn.zynga.com:80,http,CloudFront,text/html,GET,13.32.99.33,/,1494302000,2600:9000:2251:6400:4:2fd:2280:93a1,Yoast SEO:19.6.1,2036,False,True,True,,,https://www.zynga.com/support/,,
support.zynga.com,Zynga Support - Zynga,200,206331,www.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-01T23:59:59Z,CN=zynga.com,zynga.com,*.support.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,66c6428afedea91d7fd4f9759c107cd9,9a8d9b3be8b96960b3ae69317a3f57fad5245dbb2093a964acaa9bf5e72c6e4b,ctls,www.zynga.com,cloudfront,443,https://support.zynga.com:443,https,CloudFront,text/html,GET,13.32.99.60,/,1494302000,13.32.99.33,Yoast SEO:19.6.1,2036,False,True,True,,,https://www.zynga.com/support/,,
tavlaplus-1.cdn.zynga.com,,200,125,tavlaplus-1.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-07T00:00:00Z,2024-05-05T23:59:59Z,CN=tavlaplus.cdn.zynga.com,tavlaplus.cdn.zynga.com,tavlaplus-3.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e59c147a69a84a782df075f7bb882bc5,25371d6d434f8c95a35fd11933fba05b6d10b22641bff5d79b686d234af51825,ctls,tavlaplus-1.cdn.zynga.com,cloudfront,80,http://tavlaplus-1.cdn.zynga.com:80,http,nginx,text/html,GET,13.32.99.115,/,-845834622,2600:9000:2251:d000:11:b3ff:ab80:93a1,Nginx,1,False,True,,,,https://tavlaplus-1.cdn.zynga.com/,,
tavlaplus-2.cdn.zynga.com,,200,125,tavlaplus-2.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-07T00:00:00Z,2024-05-05T23:59:59Z,CN=tavlaplus.cdn.zynga.com,tavlaplus.cdn.zynga.com,tavlaplus-3.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e59c147a69a84a782df075f7bb882bc5,25371d6d434f8c95a35fd11933fba05b6d10b22641bff5d79b686d234af51825,ctls,tavlaplus-2.cdn.zynga.com,cloudfront,443,https://tavlaplus-2.cdn.zynga.com:443,https,nginx,text/html,GET,13.32.99.72,/,-845834622,2600:9000:2251:aa00:11:b3ff:ab80:93a1,Nginx,1,False,True,,,,,,
tavlaplus.cdn.zynga.com,,200,125,tavlaplus.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-07T00:00:00Z,2024-05-05T23:59:59Z,CN=tavlaplus.cdn.zynga.com,tavlaplus.cdn.zynga.com,tavlaplus-3.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e59c147a69a84a782df075f7bb882bc5,25371d6d434f8c95a35fd11933fba05b6d10b22641bff5d79b686d234af51825,ctls,tavlaplus.cdn.zynga.com,cloudfront,80,http://tavlaplus.cdn.zynga.com:80,http,nginx,text/html,GET,13.32.99.9,/,-845834622,2600:9000:2251:1800:11:b3ff:ab80:93a1,Nginx,1,False,True,,,,https://tavlaplus.cdn.zynga.com/,,
terms.cdn.zynga.com,Error,503,175,terms.cdn.zynga.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-31T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.cdn.zynga.com, O=Zynga\, Inc., L=San Francisco, ST=California, C=US",*.cdn.zynga.com,cdn.zynga.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,037d14310ecf68f67c6e7e468297316e,48ab6b0770b598599048d977794787aabc7c78c6f9f8e25a61c70f8a45925a71,ctls,terms.cdn.zynga.com,,443,https://terms.cdn.zynga.com:443,https,AkamaiGHost,text/html,GET,95.101.54.240,/,1745957108,2a02:26f0:480:f::213:7ec5,,5,False,,True,"Zynga, Inc.",,,,
test.ginrummyplus.zynga.com,,200,139,test.ginrummyplus.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-10T00:00:00Z,2024-02-08T23:59:59Z,CN=test.ginrummyplus.zynga.com,test.ginrummyplus.zynga.com,test.ginrummyplus.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,45e14404ed05312364ef02b599a9b4ad,698773bcad2783c2450f03bb7ed1c86b8564990e51744885e95a48b54533722a,ctls,test.ginrummyplus.zynga.com,,443,https://test.ginrummyplus.zynga.com:443,https,nginx,text/html,GET,54.93.161.217,/,-845834622,3.67.117.56,PHP:5.6.40,11,False,,,,,,,
tropicthunder-staging.cdn.zynga.com,,403,243,tropicthunder-staging.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-31T23:59:59Z,CN=tropicthunder-staging.cdn.zynga.com,tropicthunder-staging.cdn.zynga.com,tropicthunder-stg.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f8a621e04ada712a54848e4fae6df7cd,93a1e5da0825d4797cf4bad156d6492e0ea1bb82b5af40ba7adc3f7fea2d14dd,ctls,tropicthunder-staging.cdn.zynga.com,cloudfront,443,https://tropicthunder-staging.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,18.66.112.73,/,1305615871,2600:9000:223f:5400:14:366b:3200:93a1,Amazon Web Services,2,False,True,,,,,,
tropicthunder-web.cdn.zynga.com,,403,243,,,,,,,,,,,,,,,,,,cloudfront,80,http://tropicthunder-web.cdn.zynga.com:80,http,AmazonS3,application/xml,GET,18.66.122.20,/,-17232262,2600:9000:2250:b000:7:4050:d080:93a1,Amazon Web Services,2,False,True,,,,,,
tropicthunder2.cdn.zynga.com,,403,243,,,,,,,,,,,,,,,,,,cloudfront,80,http://tropicthunder2.cdn.zynga.com:80,http,AmazonS3,application/xml,GET,18.66.112.27,/,-918158415,2600:9000:223f:3c00:1e:fc90:6ac0:93a1,Amazon Web Services,2,False,True,,,,,,
tropicthunder3.cdn.zynga.com,,403,243,,,,,,,,,,,,,,,,,,cloudfront,80,http://tropicthunder3.cdn.zynga.com:80,http,AmazonS3,application/xml,GET,18.66.112.27,/,-1891027763,2600:9000:223f:f800:1e:fc90:6ac0:93a1,Amazon Web Services,2,False,True,,,,,,
website-clone-lb.corpweb.zynga.com,,403,,website-clone-lb.corpweb.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-05-22T23:59:59Z,CN=website-clone-lb.corpweb.zynga.com,website-clone-lb.corpweb.zynga.com,website-clone-lb.corpweb.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0812c7e4dc8511ef69d0d464014abacc,ae4f6554073ddbe560a36454609e29cb808feb41784cad8db2d132255508ba4a,ctls,website-clone-lb.corpweb.zynga.com,,443,https://website-clone-lb.corpweb.zynga.com:443,https,awselb/2.0,text/plain,GET,18.190.143.176,/,-1840324437,3.20.67.219,,1,False,,,,,,,
wonkamatch.cdn.zynga.com,,200,324059,wonkamatch.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=wonkamatch.cdn.zynga.com,wonkamatch.cdn.zynga.com,wonkamatch1.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b6ce076a72f5c2997e9aee5d742431e7,283a3c040a8776b99751bb4d2f8981453aafce3ffdab40502aae2796a91172e6,ctls,wonkamatch.cdn.zynga.com,cloudfront,443,https://wonkamatch.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,18.66.122.123,/,862588367,2600:9000:2250:3800:b:16a0:96c0:93a1,Amazon Web Services,2,False,True,,,,,,
wonkamatch2.cdn.zynga.com,,200,324059,wonkamatch2.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=wonkamatch.cdn.zynga.com,wonkamatch.cdn.zynga.com,wonkamatch1.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b6ce076a72f5c2997e9aee5d742431e7,283a3c040a8776b99751bb4d2f8981453aafce3ffdab40502aae2796a91172e6,ctls,wonkamatch2.cdn.zynga.com,cloudfront,443,https://wonkamatch2.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,18.66.122.96,/,862588367,2600:9000:2250:f200:b:16a0:96c0:93a1,Amazon Web Services,2,False,True,,,,,,
wwf-staging.corpweb.zynga.com,404: Not found,403,107839,wwf-staging.corpweb.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-12-13T23:59:59Z,CN=wwf-staging.corpweb.zynga.com,wwf-staging.corpweb.zynga.com,www.wwf-staging.corpweb.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,efc0cd4221fa8db6bb4fc61e0254aa13,c2fcf55aa602a84839e481d862ba2e044773b92762f416454b6e9536d32801a8,ctls,wwf-staging.corpweb.zynga.com,cloudfront,80,http://wwf-staging.corpweb.zynga.com:80,http,AmazonS3,text/html,GET,108.138.7.89,/,-1602005142,108.138.7.32,webpack,7,False,True,,,,https://wwf-staging.corpweb.zynga.com/,,
wwf.zynga.com,,404,281,wwf.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-04T00:00:00Z,2024-06-01T23:59:59Z,CN=wwf.zynga.com,wwf.zynga.com,wwf.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ed99f05aa63b00c2abb53f40d0ff5d57,f148d4c231ba2119584ac3db28a520031c24cc32ce4a3802f48679b2edd86301,ctls,wwf.zynga.com,cloudfront,443,https://wwf.zynga.com:443,https,AmazonS3,application/xml,GET,108.138.17.37,/,-1479590901,2600:9000:2491:e000:d:5707:3380:93a1,Amazon Web Services,2,False,True,,,,,,
www-test.zyngagames.com,Zynga | Farmville 2,200,6513,www-test.zyngagames.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-16T00:00:00Z,2023-12-15T23:59:59Z,CN=zyngagames.com,zyngagames.com,*.zyngagames.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5509324e000e534651d7052f486e274f,bf66251d6309ef4e06463752cd62dbe9dafe5bdb2b88b2fcfe71b7a1f5494792,ctls,www-test.zyngagames.com,cloudfront,443,https://www-test.zyngagames.com:443,https,nginx,text/html,GET,13.225.78.21,/,-845834622,13.225.78.53,Nginx,5,False,True,True,,,,,
www.zyngagames.com,Zynga | Farmville 2,200,6513,zyngagames.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2024-01-05T23:59:59Z,CN=*.zyngagames.com,*.zyngagames.com,zyngagames.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,fdeea0715fbc35a586d257ca0335bb1b,43ed13be6585d19f64a3451940b8088de6eee68fc7553532d874ebbfb880c32d,ctls,zyngagames.com,,443,https://www.zyngagames.com:443,https,nginx,text/html,GET,100.20.151.143,/,-845834622,52.32.14.6,Nginx,5,False,,True,,,https://zyngagames.com:443/,,
xwf-badges.cdn.zynga.com,,403,243,xwf-badges.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-11-18T23:59:59Z,CN=xwf-badges.cdn.zynga.com,xwf-badges.cdn.zynga.com,*.xwf-badges.cdn.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,89c4399f6709f235084b1a2f2da6f96a,4e8efc0a0206610d611c57202986422e8798a646c7e46476f8830f56a43ddb60,ctls,xwf-badges.cdn.zynga.com,cloudfront,443,https://xwf-badges.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,13.32.99.59,/,525629631,2600:9000:2251:3600:d:81b2:f140:93a1,Amazon Web Services,2,False,True,True,,,,,
yuzbirplus-1.cdn.zynga.com,502 Bad Gateway,502,150,yuzbirplus-1.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-07T00:00:00Z,2024-05-05T23:59:59Z,CN=yuzbirplus.cdn.zynga.com,yuzbirplus.cdn.zynga.com,yuzbirplus-1.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3f985b3c034e4aafcfe3dff357c25f39,30ecc0e01985e2d0be8f6ba060c99a2ef3c51138d80ad871a11cb703d4eb7cd1,ctls,yuzbirplus-1.cdn.zynga.com,cloudfront,443,https://yuzbirplus-1.cdn.zynga.com:443,https,nginx,text/html,GET,52.222.236.115,/,-845834622,2600:9000:223e:2e00:1c:8897:5c40:93a1,Nginx,8,False,True,,,,,,
yuzbirplus-2.cdn.zynga.com,502 Bad Gateway,502,150,yuzbirplus-2.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-07T00:00:00Z,2024-05-05T23:59:59Z,CN=yuzbirplus.cdn.zynga.com,yuzbirplus.cdn.zynga.com,yuzbirplus-1.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3f985b3c034e4aafcfe3dff357c25f39,30ecc0e01985e2d0be8f6ba060c99a2ef3c51138d80ad871a11cb703d4eb7cd1,ctls,yuzbirplus-2.cdn.zynga.com,cloudfront,443,https://yuzbirplus-2.cdn.zynga.com:443,https,nginx,text/html,GET,52.222.236.115,/,-845834622,2600:9000:223e:f200:1c:8897:5c40:93a1,Nginx,8,False,True,,,,,,
yuzbirplus-3.cdn.zynga.com,502 Bad Gateway,502,150,yuzbirplus-3.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-07T00:00:00Z,2024-05-05T23:59:59Z,CN=yuzbirplus.cdn.zynga.com,yuzbirplus.cdn.zynga.com,yuzbirplus-1.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3f985b3c034e4aafcfe3dff357c25f39,30ecc0e01985e2d0be8f6ba060c99a2ef3c51138d80ad871a11cb703d4eb7cd1,ctls,yuzbirplus-3.cdn.zynga.com,cloudfront,443,https://yuzbirplus-3.cdn.zynga.com:443,https,nginx,text/html,GET,52.222.236.115,/,-845834622,2600:9000:223e:8200:1c:8897:5c40:93a1,Nginx,8,False,True,,,,,,
yuzbirplus.cdn.zynga.com,502 Bad Gateway,502,150,yuzbirplus.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-07T00:00:00Z,2024-05-05T23:59:59Z,CN=yuzbirplus.cdn.zynga.com,yuzbirplus.cdn.zynga.com,yuzbirplus-1.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3f985b3c034e4aafcfe3dff357c25f39,30ecc0e01985e2d0be8f6ba060c99a2ef3c51138d80ad871a11cb703d4eb7cd1,ctls,yuzbirplus.cdn.zynga.com,cloudfront,443,https://yuzbirplus.cdn.zynga.com:443,https,nginx,text/html,GET,52.222.236.86,/,-845834622,2600:9000:223e:5800:1c:8897:5c40:93a1,Nginx,8,False,True,,,,,,
yuzbirplus.zynga.com,,404,71,yuzbirplus.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,2023-07-07T23:59:59Z,"CN=*.zynga.com, O=Zynga\, Inc., L=San Francisco, ST=California, C=US",*.zynga.com,use1.zynga.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bb39164d9f6395f3ce2a4c7018299af7,de9a5095ffaf3c51484322cea88a74c76be0bf11ea9596f72fa626a7e1272ce5,ctls,yuzbirplus.zynga.com,,443,https://yuzbirplus.zynga.com:443,https,nginx/1.22.1,application/json,GET,35.156.107.33,/,-779012172,18.197.224.38,Nginx:1.22.1,1,False,,True,"Zynga, Inc.",,,,
