input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,tech_,lines,cdn,tls_expired,tls_self_signed
oci-finsrvc-s.ocaus.gapinc.com,Apache Tomcat/9.0.43,,11137,oci-finsrvc-s.ocaus.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-11T00:00:00Z,"CN=oci-finsrvc-s.ocaus.gapinc.com, O=The Gap\, Inc., ST=California, C=US",oci-finsrvc-s.ocaus.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,ctls,oci-finsrvc-s.ocaus.gapinc.com,443,https://oci-finsrvc-s.ocaus.gapinc.com:443,https,,text/html,GET,150.136.20.161,,199,True,,
oci-jpncon-d.ocaus.gapinc.com,Error 404--Not Found,,1164,oci-jpncon-d.ocaus.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-14T00:00:00Z,"CN=oci-jpncon-d.ocaus.gapinc.com, O=The Gap\, Inc., ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",oci-jpncon-d.ocaus.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,ctls,oci-jpncon-d.ocaus.gapinc.com,443,https://oci-jpncon-d.ocaus.gapinc.com:443,https,,text/html,GET,141.148.68.33,,20,True,,
oci-jpncon-s.ocaus.gapinc.com,Error 404--Not Found,,1164,oci-jpncon-s.ocaus.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-20T00:00:00Z,"CN=oci-jpncon-s.ocaus.gapinc.com, O=The Gap\, Inc., ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",oci-jpncon-s.ocaus.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,ctls,oci-jpncon-s.ocaus.gapinc.com,443,https://oci-jpncon-s.ocaus.gapinc.com:443,https,,text/html,GET,129.213.193.246,,20,True,,
oci-jpngg-d.ocaus.gapinc.com,,,6206,oci-jpngg-d.ocaus.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-30T00:00:00Z,"CN=oci-jpngg-d.ocaus.gapinc.com, O=The Gap\, Inc., ST=California, C=US",oci-jpngg-d.ocaus.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,ctls,oci-jpngg-d.ocaus.gapinc.com,443,https://oci-jpngg-d.ocaus.gapinc.com:443,https,,text/html,GET,193.122.129.59,HSTS,141,True,,
oci-jpngg-s.ocaus.gapinc.com,,,6206,oci-jpngg-s.ocaus.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-20T00:00:00Z,"CN=oci-jpngg-s.ocaus.gapinc.com, O=The Gap\, Inc., ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",oci-jpngg-s.ocaus.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,ctls,oci-jpngg-s.ocaus.gapinc.com,443,https://oci-jpngg-s.ocaus.gapinc.com:443,https,,text/html,GET,193.122.161.225,HSTS,141,True,,
oci-jpnggqa.ocaus.gapinc.com,502 Bad Gateway,,145,oci-jpnggqa.ocaus.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2021-04-25T00:00:00Z,CN=*.ado-tech.com,*.ado-tech.com,,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ctls,oci-jpnggqa.ocaus.gapinc.com,443,https://oci-jpnggqa.ocaus.gapinc.com:443,https,,text/html,GET,150.136.199.98,,8,True,True,
oci-jpnrds-d.ocaus.gapinc.com,Apache Tomcat/9.0.44,,11137,oci-jpnrds-d.ocaus.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-14T00:00:00Z,"CN=oci-jpnrds-d.ocaus.gapinc.com, O=The Gap\, Inc., ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",oci-jpnrds-d.ocaus.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,ctls,oci-jpnrds-d.ocaus.gapinc.com,443,https://oci-jpnrds-d.ocaus.gapinc.com:443,https,,text/html,GET,193.122.161.199,,199,True,,
oci-jpnrds-dev.ocaus.gapinc.com,Error 404--Not Found,,1164,oci-jpnrds-dev.ocaus.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-23T00:00:00Z,"CN=dnnamftpub-de1-oci.opc.oracleoutsourcing.com, O=Oracle Corporation, L=Redwood City, ST=California, C=US",dnnamftpub-de1-oci.opc.oracleoutsourcing.com,Oracle Corporation,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,oci-jpnrds-dev.ocaus.gapinc.com,443,https://oci-jpnrds-dev.ocaus.gapinc.com:443,https,,text/html,GET,150.136.200.49,,20,True,,
oci-jpnrds-p.ocaus.gapinc.com,Error 404--Not Found,,1164,oci-jpnrds-p.ocaus.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-14T00:00:00Z,"CN=oci-jpnrds-p.ocaus.gapinc.com, O=The Gap\, Inc., ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",oci-jpnrds-p.ocaus.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,ctls,oci-jpnrds-p.ocaus.gapinc.com,443,https://oci-jpnrds-p.ocaus.gapinc.com:443,https,,text/html,GET,193.122.194.137,,20,True,,
oci-jpnrds-s.ocaus.gapinc.com,Apache Tomcat/9.0.44,,11137,oci-jpnrds-s.ocaus.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-20T00:00:00Z,"CN=oci-jpnrds-s.ocaus.gapinc.com, O=The Gap\, Inc., ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",oci-jpnrds-s.ocaus.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,ctls,oci-jpnrds-s.ocaus.gapinc.com,443,https://oci-jpnrds-s.ocaus.gapinc.com:443,https,,text/html,GET,129.213.140.192,,199,True,,
oci-nacon.ocaus.gapinc.com,Error 404--Not Found,,1164,oci-nacon.ocaus.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,"CN=oci-nacon.ocaus.gapinc.com, O=The Gap\, Inc., ST=California, C=US",oci-nacon.ocaus.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,ctls,oci-nacon.ocaus.gapinc.com,443,https://oci-nacon.ocaus.gapinc.com:443,https,,text/html,GET,150.136.128.87,,20,True,,
oci-namcon-d.ocaus.gapinc.com,Error 404--Not Found,,1164,oci-namcon-d.ocaus.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-27T00:00:00Z,"CN=oci-namcon-d.ocaus.gapinc.com, O=The Gap\, Inc., ST=California, C=US",oci-namcon-d.ocaus.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,ctls,oci-namcon-d.ocaus.gapinc.com,443,https://oci-namcon-d.ocaus.gapinc.com:443,https,,text/html,GET,129.213.171.171,,20,True,,
oci-namcon-s.ocaus.gapinc.com,Error 404--Not Found,,1164,oci-namcon-s.ocaus.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,"CN=oci-namcon-s.ocaus.gapinc.com, O=The Gap\, Inc., ST=California, C=US",oci-namcon-s.ocaus.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,ctls,oci-namcon-s.ocaus.gapinc.com,443,https://oci-namcon-s.ocaus.gapinc.com:443,https,,text/html,GET,150.136.20.13,,20,True,,
oci-namgg-d.ocaus.gapinc.com,,,6206,oci-namgg-d.ocaus.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-12T00:00:00Z,"CN=oci-namgg-d.ocaus.gapinc.com, O=The Gap\, Inc., ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",oci-namgg-d.ocaus.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,ctls,oci-namgg-d.ocaus.gapinc.com,443,https://oci-namgg-d.ocaus.gapinc.com:443,https,,text/html,GET,129.158.216.184,HSTS,141,True,,
oci-namgg-s.ocaus.gapinc.com,,,6206,oci-namgg-s.ocaus.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,"CN=oci-namgg-s.ocaus.gapinc.com, O=The Gap\, Inc., ST=California, C=US",oci-namgg-s.ocaus.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,ctls,oci-namgg-s.ocaus.gapinc.com,443,https://oci-namgg-s.ocaus.gapinc.com:443,https,,text/html,GET,129.213.199.160,HSTS,141,True,,
oci-namgg-t.ocaus.gapinc.com,,,6206,oci-namgg-t.ocaus.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-04T00:00:00Z,"CN=oci-namgg-t.ocaus.gapinc.com, O=The Gap\, Inc., ST=California, C=US",oci-namgg-t.ocaus.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,ctls,oci-namgg-t.ocaus.gapinc.com,443,https://oci-namgg-t.ocaus.gapinc.com:443,https,,text/html,GET,150.136.189.209,HSTS,141,True,,
oci-namrds-s.ocaus.gapinc.com,Apache Tomcat/9.0.44,,11137,oci-namrds-s.ocaus.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,"CN=oci-namrds-s.ocaus.gapinc.com, O=The Gap\, Inc., ST=California, C=US",oci-namrds-s.ocaus.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,ctls,oci-namrds-s.ocaus.gapinc.com,443,https://oci-namrds-s.ocaus.gapinc.com:443,https,,text/html,GET,150.136.132.230,,199,True,,
oci-namrds-t.ocaus.gapinc.com,Error 404--Not Found,,1164,oci-namrds-t.ocaus.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,"CN=oci-namrds-t.ocaus.gapinc.com, O=The Gap\, Inc., ST=California, C=US",oci-namrds-t.ocaus.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,ctls,oci-namrds-t.ocaus.gapinc.com,443,https://oci-namrds-t.ocaus.gapinc.com:443,https,,text/html,GET,150.136.28.36,,20,True,,
old-navy.stitch.gapinc.com,Page Expired,,1659,onelogonqa.gap.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-21T00:00:00Z,"CN=onelogonqa.gap.com, O=The Gap\, Inc., ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",onelogonqa.gap.com,"The Gap, Inc.","CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,ctls,onelogonqa.gap.com,443,https://old-navy.stitch.gapinc.com:443,https,,text/html,GET,63.33.17.94,,54,,,
omni.stitch.gapinc.com,Gap Inc Login,,11184,onelogonqa.gap.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-21T00:00:00Z,"CN=onelogonqa.gap.com, O=The Gap\, Inc., ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",onelogonqa.gap.com,"The Gap, Inc.","CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,ctls,onelogonqa.gap.com,443,https://omni.stitch.gapinc.com:443,https,,text/html,GET,52.51.23.169,,315,,,
pages.email.gapinc.com,403 - Forbidden: Access is denied.,,1233,pages.email.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-10T00:00:00Z,"CN=pages.email.gapinc.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",pages.email.gapinc.com,"SALESFORCE.COM, INC.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,pages.email.gapinc.com,443,https://pages.email.gapinc.com:443,https,,text/html,GET,198.245.82.28,,30,,,
pages.gapinc.com,Access Denied,,223,pages.gapinc.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-07-26T00:00:00Z,"CN=www.gap.com, O=The Gap\, Inc., L=San Francisco, ST=California, C=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.gap.com,"The Gap, Inc.","CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,ctls,pages.gapinc.com,443,https://pages.gapinc.com:443,https,AkamaiGHost,text/html,GET,23.192.153.174,,10,,,
pipeline.gapinc.com,403 Forbidden,,581,pipeline.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2021-09-14T00:00:00Z,"CN=pipeline.gapinc.com, O=The Gap\, Inc., ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",pipeline.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,ctls,pipeline.gapinc.com,443,https://pipeline.gapinc.com:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,52.255.212.181,,14,True,True,
plm.gapinc.com,,,,plm.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-07T00:00:00Z,"CN=plm.gapinc.com, O=The Gap\, Inc., ST=California, C=US",plm.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,ctls,plm.gapinc.com,443,https://plm.gapinc.com:443,https,Apache-Coyote/1.1,,GET,8.18.111.210,Java,1,,,
plmdev.gapinc.com,,,,plmdev.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2014-10-27T21:47:49Z,"CN=plmdev.gapinc.com, OU=IT, O=Gap Inc., L=San Francisco, ST=California, C=US",plmdev.gapinc.com,Gap Inc.,"CN=plmdev.gapinc.com, OU=IT, O=Gap Inc., L=San Francisco, ST=California, C=US",plmdev.gapinc.com,Gap Inc.,ctls,plmdev.gapinc.com,443,https://plmdev.gapinc.com:443,https,Apache-Coyote/1.1,,GET,8.18.111.220,Java,1,,True,True
plmprod.gapinc.com,,,1421,plmprod.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-13T00:00:00Z,"CN=plmprod.gapinc.com, O=The Gap\, Inc., ST=California, C=US",plmprod.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,ctls,plmprod.gapinc.com,443,https://plmprod.gapinc.com:443,https,,text/html,GET,52.255.212.181,,48,True,,
plmprodfastdl.gapinc.com,,,1421,plmprodfastdl.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-13T00:00:00Z,"CN=plmprodfastdl.gapinc.com, O=The Gap\, Inc., ST=California, C=US",plmprodfastdl.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,ctls,plmprodfastdl.gapinc.com,443,https://plmprodfastdl.gapinc.com:443,https,,text/html,GET,52.255.212.181,Azure,48,True,,
plmstage.gapinc.com,502 Bad Gateway,,585,plmstage.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-17T00:00:00Z,"CN=plmstage.gapinc.com, O=The Gap\, Inc., ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",plmstage.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,ctls,plmstage.gapinc.com,443,https://plmstage.gapinc.com:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,52.226.168.200,,14,True,,
plmstagefastdl.gapinc.com,502 Bad Gateway,,585,plmstagefastdl.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-26T00:00:00Z,"CN=plmstagefastdl.gapinc.com, O=The Gap\, Inc., ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",plmstagefastdl.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,ctls,plmstagefastdl.gapinc.com,443,https://plmstagefastdl.gapinc.com:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,52.226.168.200,,14,True,,
plmtesttrain.gapinc.com,,,1421,plmtesttrain.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-16T00:00:00Z,"CN=plmtesttrain.gapinc.com, O=The Gap\, Inc., ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",plmtesttrain.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,ctls,plmtesttrain.gapinc.com,443,https://plmtesttrain.gapinc.com:443,https,,text/html,GET,52.226.168.200,Azure,48,True,,
plmviewcafe.gapinc.com,,,,plmviewcafe.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-07T00:00:00Z,"CN=plmviewcafe.gapinc.com, O=The Gap\, Inc., ST=California, C=US",plmviewcafe.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,ctls,plmviewcafe.gapinc.com,443,https://plmviewcafe.gapinc.com:443,https,Apache-Coyote/1.1,,GET,8.18.111.209,Java,1,,,
pplmap2.phx.gapinc.com,,,,pplmap2.phx.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-07T00:00:00Z,"CN=plmviewcafe.gapinc.com, O=The Gap\, Inc., ST=California, C=US",plmviewcafe.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,ctls,pplmap2.phx.gapinc.com,443,https://pplmap2.phx.gapinc.com:443,https,Apache-Coyote/1.1,,GET,8.18.111.209,Java,1,,,
pplmap3.phx.gapinc.com,,,,pplmap3.phx.gapinc.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-07T00:00:00Z,"CN=plm.gapinc.com, O=The Gap\, Inc., ST=California, C=US",plm.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,ctls,pplmap3.phx.gapinc.com,443,https://pplmap3.phx.gapinc.com:443,https,Apache-Coyote/1.1,,GET,8.18.111.210,Java,1,,,
pplmap4.phx.gapinc.com,Index of /,,205,,,,,,,,,,,,,,80,http://pplmap4.phx.gapinc.com:80,http,Apache/2.4.56 (Unix),text/html,GET,8.18.111.212,UNIX,11,,,
pss.gapinc.com,Submit Form,,3058,newportal.gap.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-29T00:00:00Z,"CN=newportal.gap.com, O=The Gap\, Inc., ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",newportal.gap.com,"The Gap, Inc.","CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,ctls,newportal.gap.com,443,https://pss.gapinc.com:443,https,,text/html,GET,150.136.28.100,,26,True,,
pssqa.gapinc.com,Submit Form,,3064,onelogonqa.gap.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-21T00:00:00Z,"CN=onelogonqa.gap.com, O=The Gap\, Inc., ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",onelogonqa.gap.com,"The Gap, Inc.","CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,ctls,onelogonqa.gap.com,443,https://pssqa.gapinc.com:443,https,,text/html,GET,52.226.168.200,,26,True,,
qa.media.gapinc.com,Fastly error: unknown domain qa.media.gapinc.com,,266,qa.media.gapinc.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-10T00:00:00Z,"CN=stage.media.gapinc.com, O=The Gap\, Inc., ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",stage.media.gapinc.com,"The Gap, Inc.","CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,ctls,qa.media.gapinc.com,443,https://qa.media.gapinc.com:443,https,Varnish,text/html,GET,146.75.123.10,Varnish,8,True,,
