input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,final_url,tls_mismatched,tls_subject_org_
coinbaselax1sandbox-worker02.sandbox.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,3.224.0.0/12,coinbaselax1sandbox-worker02.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8c1320cadbb50eba871d441b68b57227,60a9f529e1797339f521c9bca32b89870a708fa4de9d4518131ece5faaf4e597,True,ctls,coinbaselax1sandbox-worker02.sandbox.directly.com,,443,https://coinbaselax1sandbox-worker02.sandbox.directly.com:443,https,Apache,text/html,GET,3.232.232.251,/,1344368402,3.224.175.215,Pure CSS,283,False,,*.licdn.com,https://coinbaselax1sandbox-worker02.sandbox.directly.com/login/auth,,
coinbaselax1sandbox-worker0builder.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,3.224.0.0/12,coinbaselax1sandbox-worker0builder.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-08-02T23:59:59Z,CN=*.directly.com,*.directly.com,directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0aebf4de38b4749e2ac7e2e8df561338,9820943a05e57ab6bfe64896bd7422a5ab68e5ce5f9d908f51e4daa72b19a6b0,True,ctls,coinbaselax1sandbox-worker0builder.directly.com,,443,https://coinbaselax1sandbox-worker0builder.directly.com:443,https,Apache,text/html,GET,3.234.85.12,/,1899044793,3.210.22.86,Pure CSS,283,False,,*.google-analytics.com,https://coinbaselax1sandbox-worker0builder.directly.com/login/auth,,
coinbaselax1sandbox-worker3-gws-uat.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,3.218.182.0/24,coinbaselax1sandbox-worker3-gws-uat.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-08-02T23:59:59Z,CN=*.directly.com,*.directly.com,directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0aebf4de38b4749e2ac7e2e8df561338,9820943a05e57ab6bfe64896bd7422a5ab68e5ce5f9d908f51e4daa72b19a6b0,True,ctls,coinbaselax1sandbox-worker3-gws-uat.directly.com,,443,https://coinbaselax1sandbox-worker3-gws-uat.directly.com:443,https,Apache,text/html,GET,3.214.173.51,/,1899044793,3.234.85.12,Pure CSS,283,False,,cdn.heapanalytics.com,https://coinbaselax1sandbox-worker3-gws-uat.directly.com/login/auth,,
coinbaselax1sandbox-worker5-airbnb1.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,3.218.182.0/24,coinbaselax1sandbox-worker5-airbnb1.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-08-02T23:59:59Z,CN=*.directly.com,*.directly.com,directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0aebf4de38b4749e2ac7e2e8df561338,9820943a05e57ab6bfe64896bd7422a5ab68e5ce5f9d908f51e4daa72b19a6b0,True,ctls,coinbaselax1sandbox-worker5-airbnb1.directly.com,,443,https://coinbaselax1sandbox-worker5-airbnb1.directly.com:443,https,Apache,text/html,GET,3.210.22.86,/,1899044793,35.170.126.147,Pure CSS,283,False,,cdn.heapanalytics.com,https://coinbaselax1sandbox-worker5-airbnb1.directly.com/login/auth,,
coinbaselax3sandbox-worker02-zhenrenguangdongmajiang.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,3.218.182.0/24,coinbaselax3sandbox-worker02-zhenrenguangdongmajiang.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-08-02T23:59:59Z,CN=*.directly.com,*.directly.com,directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0aebf4de38b4749e2ac7e2e8df561338,9820943a05e57ab6bfe64896bd7422a5ab68e5ce5f9d908f51e4daa72b19a6b0,True,ctls,coinbaselax3sandbox-worker02-zhenrenguangdongmajiang.directly.com,,443,https://coinbaselax3sandbox-worker02-zhenrenguangdongmajiang.directly.com:443,https,Apache,text/html,GET,3.210.22.86,/,1899044793,3.214.173.51,Pure CSS,283,False,,www.googletagmanager.com,https://coinbaselax3sandbox-worker02-zhenrenguangdongmajiang.directly.com/login/auth,,
coinbaselax3sandboxdyn.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,3.218.182.0/24,coinbaselax3sandboxdyn.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-08-02T23:59:59Z,CN=*.directly.com,*.directly.com,directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0aebf4de38b4749e2ac7e2e8df561338,9820943a05e57ab6bfe64896bd7422a5ab68e5ce5f9d908f51e4daa72b19a6b0,True,ctls,coinbaselax3sandboxdyn.directly.com,,443,https://coinbaselax3sandboxdyn.directly.com:443,https,Apache,text/html,GET,3.214.173.51,/,1899044793,35.170.126.147,Pure CSS,283,False,,*.licdn.com,https://coinbaselax3sandboxdyn.directly.com/login/auth,,
coinbaselax4sandbox-worker02collab.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,3.218.182.0/24,coinbaselax4sandbox-worker02collab.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-08-02T23:59:59Z,CN=*.directly.com,*.directly.com,directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0aebf4de38b4749e2ac7e2e8df561338,9820943a05e57ab6bfe64896bd7422a5ab68e5ce5f9d908f51e4daa72b19a6b0,True,ctls,coinbaselax4sandbox-worker02collab.directly.com,,443,https://coinbaselax4sandbox-worker02collab.directly.com:443,https,Apache,text/html,GET,3.210.22.86,/,1899044793,3.214.173.51,Pure CSS,283,False,,*.licdn.com,https://coinbaselax4sandbox-worker02collab.directly.com/login/auth,,
coinbasemsdk.sandbox.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,3.218.182.0/24,coinbasemsdk.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8c1320cadbb50eba871d441b68b57227,60a9f529e1797339f521c9bca32b89870a708fa4de9d4518131ece5faaf4e597,True,ctls,coinbasemsdk.sandbox.directly.com,,80,http://coinbasemsdk.sandbox.directly.com:80,http,Apache,text/html,GET,3.214.232.166,/,2095155567,3.224.175.215,Pure CSS,283,False,,*.adroll.com,https://coinbasemsdk.sandbox.directly.com/login/auth,,
coinbasemsdksap.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,35.168.0.0/13,coinbasemsdksap.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-08-02T23:59:59Z,CN=*.directly.com,*.directly.com,directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0aebf4de38b4749e2ac7e2e8df561338,9820943a05e57ab6bfe64896bd7422a5ab68e5ce5f9d908f51e4daa72b19a6b0,True,ctls,coinbasemsdksap.directly.com,,443,https://coinbasemsdksap.directly.com:443,https,Apache,text/html,GET,35.170.126.147,/,1899044793,3.234.85.12,Pure CSS,283,False,,*.quantserve.com,https://coinbasemsdksap.directly.com/login/auth,,
coinbaseskypixelstage-worker01.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,35.168.0.0/13,coinbaseskypixelstage-worker01.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-08-02T23:59:59Z,CN=*.directly.com,*.directly.com,directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0aebf4de38b4749e2ac7e2e8df561338,9820943a05e57ab6bfe64896bd7422a5ab68e5ce5f9d908f51e4daa72b19a6b0,True,ctls,coinbaseskypixelstage-worker01.directly.com,,443,https://coinbaseskypixelstage-worker01.directly.com:443,https,Apache,text/html,GET,35.170.126.147,/,1899044793,3.234.85.12,Pure CSS,283,False,,*.quantserve.com,https://coinbaseskypixelstage-worker01.directly.com/login/auth,,
collab.app.sandbox.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,3.228.0.0/17,collab.app.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8c1320cadbb50eba871d441b68b57227,60a9f529e1797339f521c9bca32b89870a708fa4de9d4518131ece5faaf4e597,True,ctls,collab.app.sandbox.directly.com,,443,https://collab.app.sandbox.directly.com:443,https,Apache,text/html,GET,3.224.175.215,/,1344368402,35.168.33.143,Pure CSS,283,False,,*.online-metrix.net,https://collab.app.sandbox.directly.com/login/auth,True,
collab.sandbox.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,3.228.0.0/17,collab.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8c1320cadbb50eba871d441b68b57227,60a9f529e1797339f521c9bca32b89870a708fa4de9d4518131ece5faaf4e597,True,ctls,collab.sandbox.directly.com,,443,https://collab.sandbox.directly.com:443,https,Apache,text/html,GET,3.224.175.215,/,2095155567,3.232.232.251,Pure CSS,283,False,,*.online-metrix.net,https://collab.sandbox.directly.com/login/auth,,
com.secured-webscr-cmd-login-done-login.access.1352155885d80a1.confirm.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,35.168.0.0/13,com.secured-webscr-cmd-login-done-login.access.1352155885d80a1.confirm.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-08-02T23:59:59Z,CN=*.directly.com,*.directly.com,directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0aebf4de38b4749e2ac7e2e8df561338,9820943a05e57ab6bfe64896bd7422a5ab68e5ce5f9d908f51e4daa72b19a6b0,True,ctls,com.secured-webscr-cmd-login-done-login.access.1352155885d80a1.confirm.directly.com,,443,https://com.secured-webscr-cmd-login-done-login.access.1352155885d80a1.confirm.directly.com:443,https,Apache,text/html,GET,35.170.126.147,/,1899044793,3.214.173.51,Pure CSS,283,False,,rules.quantcount.com,https://com.secured-webscr-cmd-login-done-login.access.1352155885d80a1.confirm.directly.com/login/auth,True,
comfortaire.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,3.218.182.0/24,comfortaire.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-08-02T23:59:59Z,CN=*.directly.com,*.directly.com,directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0aebf4de38b4749e2ac7e2e8df561338,9820943a05e57ab6bfe64896bd7422a5ab68e5ce5f9d908f51e4daa72b19a6b0,True,ctls,comfortaire.directly.com,,443,https://comfortaire.directly.com:443,https,Apache,text/html,GET,3.210.22.86,/,1899044793,3.234.85.12,Pure CSS,283,False,,*.licdn.com,https://comfortaire.directly.com/login/auth,,
communityintranetforum.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,35.168.0.0/13,communityintranetforum.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-08-02T23:59:59Z,CN=*.directly.com,*.directly.com,directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0aebf4de38b4749e2ac7e2e8df561338,9820943a05e57ab6bfe64896bd7422a5ab68e5ce5f9d908f51e4daa72b19a6b0,True,ctls,communityintranetforum.directly.com,,443,https://communityintranetforum.directly.com:443,https,Apache,text/html,GET,35.170.126.147,/,1899044793,3.214.173.51,Pure CSS,283,False,,*.quantserve.com,https://communityintranetforum.directly.com/login/auth,,
concur.directly.com,We can't find the page you're looking for | Directly,404,11035,AS14618,AMAZON-AES,US,3.218.182.0/24,concur.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-08-02T23:59:59Z,CN=*.directly.com,*.directly.com,directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0aebf4de38b4749e2ac7e2e8df561338,9820943a05e57ab6bfe64896bd7422a5ab68e5ce5f9d908f51e4daa72b19a6b0,True,ctls,concur.directly.com,,443,https://concur.directly.com:443,https,Apache,text/html,GET,3.210.22.86,/,1899044793,35.170.126.147,Pure CSS,310,False,,*.smooch.io,https://concur.directly.com/login/auth,,
consul.app.sandbox.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,35.168.0.0/13,consul.app.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8c1320cadbb50eba871d441b68b57227,60a9f529e1797339f521c9bca32b89870a708fa4de9d4518131ece5faaf4e597,True,ctls,consul.app.sandbox.directly.com,,443,https://consul.app.sandbox.directly.com:443,https,Apache,text/html,GET,35.168.33.143,/,1344368402,3.224.175.215,Pure CSS,283,False,,*.directly.com,https://consul.app.sandbox.directly.com/login/auth,True,
consul.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,3.218.182.0/24,consul.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-08-02T23:59:59Z,CN=*.directly.com,*.directly.com,directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0aebf4de38b4749e2ac7e2e8df561338,9820943a05e57ab6bfe64896bd7422a5ab68e5ce5f9d908f51e4daa72b19a6b0,True,ctls,consul.directly.com,,443,https://consul.directly.com:443,https,Apache,text/html,GET,3.210.22.86,/,1899044793,35.170.126.147,Pure CSS,283,False,,*.licdn.com,https://consul.directly.com/login/auth,,
costco-cai-db.sandbox.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,3.224.0.0/12,costco-cai-db.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8c1320cadbb50eba871d441b68b57227,60a9f529e1797339f521c9bca32b89870a708fa4de9d4518131ece5faaf4e597,True,ctls,costco-cai-db.sandbox.directly.com,,443,https://costco-cai-db.sandbox.directly.com:443,https,Apache,text/html,GET,3.232.232.251,/,1344368402,35.168.33.143,Pure CSS,283,False,,*.smooch.io,https://costco-cai-db.sandbox.directly.com/login/auth,,
costco.sandbox.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,3.224.0.0/12,costco.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8c1320cadbb50eba871d441b68b57227,60a9f529e1797339f521c9bca32b89870a708fa4de9d4518131ece5faaf4e597,True,ctls,costco.sandbox.directly.com,,443,https://costco.sandbox.directly.com:443,https,Apache,text/html,GET,3.232.232.251,/,2095155567,35.168.33.143,Pure CSS,283,False,,rules.quantcount.com,https://costco.sandbox.directly.com/login/auth,,
cotiabank.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,3.224.0.0/12,cotiabank.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-08-02T23:59:59Z,CN=*.directly.com,*.directly.com,directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0aebf4de38b4749e2ac7e2e8df561338,9820943a05e57ab6bfe64896bd7422a5ab68e5ce5f9d908f51e4daa72b19a6b0,True,ctls,cotiabank.directly.com,,443,https://cotiabank.directly.com:443,https,Apache,text/html,GET,3.234.85.12,/,1899044793,35.170.126.147,Pure CSS,283,False,,*.licdn.com,https://cotiabank.directly.com/login/auth,,
cp.app.sandbox.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,35.168.0.0/13,cp.app.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8c1320cadbb50eba871d441b68b57227,60a9f529e1797339f521c9bca32b89870a708fa4de9d4518131ece5faaf4e597,True,ctls,cp.app.sandbox.directly.com,,443,https://cp.app.sandbox.directly.com:443,https,Apache,text/html,GET,35.168.33.143,/,2095155567,3.214.232.166,Pure CSS,283,False,,cdn.heapanalytics.com,https://cp.app.sandbox.directly.com/login/auth,True,
cp.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,35.168.0.0/13,cp.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-08-02T23:59:59Z,CN=*.directly.com,*.directly.com,directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0aebf4de38b4749e2ac7e2e8df561338,9820943a05e57ab6bfe64896bd7422a5ab68e5ce5f9d908f51e4daa72b19a6b0,True,ctls,cp.directly.com,,443,https://cp.directly.com:443,https,Apache,text/html,GET,35.170.126.147,/,1899044793,3.210.22.86,Pure CSS,283,False,,www.googleadservices.com,https://cp.directly.com/login/auth,,
cp.sandbox.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,3.218.182.0/24,cp.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8c1320cadbb50eba871d441b68b57227,60a9f529e1797339f521c9bca32b89870a708fa4de9d4518131ece5faaf4e597,True,ctls,cp.sandbox.directly.com,,80,http://cp.sandbox.directly.com:80,http,Apache,text/html,GET,3.214.232.166,/,1344368402,3.224.175.215,Pure CSS,283,False,,*.doubleclick.net,https://cp.sandbox.directly.com/login/auth,,
cpanel.app.sandbox.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,3.224.0.0/12,cpanel.app.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8c1320cadbb50eba871d441b68b57227,60a9f529e1797339f521c9bca32b89870a708fa4de9d4518131ece5faaf4e597,True,ctls,cpanel.app.sandbox.directly.com,,80,http://cpanel.app.sandbox.directly.com:80,http,Apache,text/html,GET,3.232.232.251,/,1344368402,3.214.232.166,Pure CSS,283,False,,connect.facebook.net,https://cpanel.app.sandbox.directly.com/login/auth,True,
cpanel.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,35.168.0.0/13,cpanel.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-08-02T23:59:59Z,CN=*.directly.com,*.directly.com,directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0aebf4de38b4749e2ac7e2e8df561338,9820943a05e57ab6bfe64896bd7422a5ab68e5ce5f9d908f51e4daa72b19a6b0,True,ctls,cpanel.directly.com,,443,https://cpanel.directly.com:443,https,Apache,text/html,GET,35.170.126.147,/,1899044793,3.210.22.86,Pure CSS,283,False,,connect.facebook.net,https://cpanel.directly.com/login/auth,,
cpanel.sandbox.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,3.228.0.0/17,cpanel.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8c1320cadbb50eba871d441b68b57227,60a9f529e1797339f521c9bca32b89870a708fa4de9d4518131ece5faaf4e597,True,ctls,cpanel.sandbox.directly.com,,443,https://cpanel.sandbox.directly.com:443,https,Apache,text/html,GET,3.224.175.215,/,1344368402,35.168.33.143,Pure CSS,283,False,,www.googletagmanager.com,https://cpanel.sandbox.directly.com/login/auth,,
crm.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,3.218.182.0/24,crm.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-08-02T23:59:59Z,CN=*.directly.com,*.directly.com,directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0aebf4de38b4749e2ac7e2e8df561338,9820943a05e57ab6bfe64896bd7422a5ab68e5ce5f9d908f51e4daa72b19a6b0,True,ctls,crm.directly.com,,443,https://crm.directly.com:443,https,Apache,text/html,GET,3.210.22.86,/,1899044793,3.214.173.51,Pure CSS,283,False,,*.online-metrix.net,https://crm.directly.com/login/auth,,
crm.sandbox.directly.com,Sign up | Directly,200,10530,AS14618,AMAZON-AES,US,3.224.0.0/12,crm.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8c1320cadbb50eba871d441b68b57227,60a9f529e1797339f521c9bca32b89870a708fa4de9d4518131ece5faaf4e597,True,ctls,crm.sandbox.directly.com,,80,http://crm.sandbox.directly.com:80,http,Apache,text/html,GET,3.232.232.251,/,2095155567,3.224.175.215,Pure CSS,283,False,,*.smooch.io,https://crm.sandbox.directly.com/login/auth,,
css.dev.directly.com,,403,243,AS16509,AMAZON-02,US,52.222.236.0/23,css.dev.directly.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-25T00:00:00Z,2024-02-23T23:59:59Z,CN=*.dev.directly.com,*.dev.directly.com,dev.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d98e7f2f9f0bbe6f6bb9bb3a1a56a56d,e100cb0808780e6a4329522b3910c6817c5c05ecf941567cead3a11aff2b3a51,True,ctls,css.dev.directly.com,cloudfront,443,https://css.dev.directly.com:443,https,AmazonS3,application/xml,GET,52.222.236.116,/,1178412759,2600:9000:223e:be00:10:b871:a180:93a1,Amazon Web Services,2,False,True,,,,
css.directly.com,,403,243,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,css.directly.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-08-02T23:59:59Z,CN=*.directly.com,*.directly.com,directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0aebf4de38b4749e2ac7e2e8df561338,9820943a05e57ab6bfe64896bd7422a5ab68e5ce5f9d908f51e4daa72b19a6b0,True,ctls,css.directly.com,cloudfront,443,https://css.directly.com:443,https,AmazonS3,application/xml,GET,108.138.7.93,/,440459655,2600:9000:2490:6c00:c:d537:de80:93a1,Amazon Web Services,2,False,True,,,,
css.preprod.directly.com,,403,243,AS16509,AS16509,Unknown,13.225.96.0/21,css.preprod.directly.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-07-15T23:59:59Z,CN=*.preprod.directly.com,*.preprod.directly.com,preprod.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ef3e1c6da57a8c9a4622461c22e37161,3bfe357c9131e350aa9c67a424714b6719efa70e2b55b9dd2955a8a694c4ec3b,True,ctls,css.preprod.directly.com,cloudfront,443,https://css.preprod.directly.com:443,https,AmazonS3,application/xml,GET,13.225.78.75,/,1259192292,2600:9000:21f3:4800:16:2981:a8c0:93a1,Amazon Web Services,2,False,True,,,,
css.sandbox.directly.com,,403,243,AS16509,AMAZON-02,US,18.66.116.0/23,css.sandbox.directly.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8c1320cadbb50eba871d441b68b57227,60a9f529e1797339f521c9bca32b89870a708fa4de9d4518131ece5faaf4e597,True,ctls,css.sandbox.directly.com,cloudfront,443,https://css.sandbox.directly.com:443,https,AmazonS3,application/xml,GET,18.66.112.49,/,841950802,2600:9000:223f:9a00:5:a1e1:78c0:93a1,Amazon Web Services,2,False,True,,,,
