new,host,a,soa,status_code,cname,aaaa,caa,cdn,cdn-name,has_internal_ips,internal_ips,txt,mx,ns
[x],formspdf-prd1.fisglobal.com,23.198.16.116,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"formspdf-prd1.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net","2a02:26f0:c900:286::3b69, 2a02:26f0:c900:28a::3b69",,,,,,,,
[x],formspdf-uat.fisglobal.com,23.221.250.203,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"formspdf-uat.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net","2a02:26f0:c900:286::3b69, 2a02:26f0:c900:28a::3b69",,,,,,,,
[x],formsportal-prd1.fisglobal.com,23.53.50.161,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"formsportal-prd1.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net","2001:2030:21:1a5::3b69, 2001:2030:21:1a0::3b69",,,,,,,,
[x],formsportal-uat.fisglobal.com,23.53.50.161,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"formsportal-uat.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net","2001:2030:21:1a0::3b69, 2001:2030:21:1a5::3b69",,,,,,,,
[x],fos-panorama.fisglobal.com,156.55.173.171,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],foseft.fisglobal.com,156.55.173.162,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fr-webp-test18-vpn.ssb.fisglobal.com,168.162.35.90,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fs.fisglobal.com,156.55.138.199,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fsa.fisglobal.com,168.162.189.240,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ftb-pdc.fisglobal.com,156.55.51.204,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ftp-emea.fisglobal.com,213.86.77.60,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ftp-syd.fisglobal.com,61.14.140.236,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ftp.fisglobal.com,147.249.12.106,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ftps-securities.fisglobal.com,208.91.77.161,"a1-66.akam.net, admin.dnstinations.com",NOERROR,sftp-securities.fisglobal.com,,,,,,,,,
[x],funds-portal.fisglobal.com,168.162.196.138,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],funds.fisglobal.com,"2.16.187.97, 2.16.187.114","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"funds.fisglobal.com.edgekey.net, e109622.dsca.akamaiedge.net","2a02:26f0:3100::1735:2a8b, 2a02:26f0:3100::1735:2a7a",,,,,,,,
[x],fundsacct.fisglobal.com,168.162.196.140,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fundstransferagencytest.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fw-mhx-n02.fisglobal.com,74.217.4.251,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],fxcp-rbcbank.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,ltclpcrp22.fisglobal.com,,,,,,,,,
[x],fzactimizepqm-mq.fisglobal.com,156.55.115.153,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],gbasweb02.fisglobal.com,209.243.97.245,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],gbcertpeach.fisglobal.com,156.55.111.136,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],gffinancial2-valditraderlite.fisglobal.com,195.110.227.91,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],globalsupportcenter-admin.fisglobal.com,84.53.164.191,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"globalsupportcenter-admin.fisglobal.com.edgekey.net, e15209.a.akamaiedge.net",,,,,,,,,
[x],globalsupportcenter.fisglobal.com,23.67.129.166,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"globalsupportcenter.fisglobal.com.edgekey.net, e15209.a.akamaiedge.net",,,,,,,,,
[x],gmpbondone.fisglobal.com,147.249.130.174,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],go.fisglobal.com,52.184.251.130,"ns1.marketo.com, ops.localhost",NOERROR,mkto-ab440052.com,,,True,azure,,,v=spf1 -all,,
[x],gorhamsavingsbank-akamai.olb.fisglobal.com,156.55.202.182,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],gs-dr-optimist.fisglobal.com,156.55.84.95,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],gs-mbp.fisglobal.com,156.55.50.34,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],gs-pdc2.fisglobal.com,156.55.51.216,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],gs-uat-optimist.fisglobal.com,156.55.49.180,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],gsb-api-prod.fisglobal.com,156.55.50.96,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],gsb-bbi-o.fisglobal.com,156.55.49.205,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],gsb-bbi-u.fisglobal.com,156.55.49.209,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],gsb-bbi.fisglobal.com,156.55.49.201,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],gsb-profilehost.fisglobal.com,156.55.50.20,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],gtm-cluster-ulw.fisglobal.com,185.41.232.9,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],gwfldpq-mq.fisglobal.com,156.55.115.155,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],gwfldrq1.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],gwgftpq-mq.fisglobal.com,156.55.115.154,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],hancock-glass-dr.fisglobal.com,156.55.118.121,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],hd.fisglobal.com,156.55.203.234,"a1-66.akam.net, admin.dnstinations.com",NOERROR,bomgar1.fisglobal.com,,,,,,,,,
[x],hilltop.fisglobal.com,147.249.198.162,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,v=spf1 -all,,
[x],hilltopuat.fisglobal.com,147.249.46.242,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,v=spf1 -all,,
[x],history-schwabbank.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,scw-prod-histui-nat.fisglobal.com,,,,,,,,,
[x],hnbxsp.fisglobal.com,156.55.115.206,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],honfiswmsgae01.fisglobal.com,14.136.148.67,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],hsclaimticketing.fisglobal.com,156.55.49.84,"a1-66.akam.net, admin.dnstinations.com",NOERROR,lbvip-156-55-49-84.fisglobal.com,,,,,,,,,
[x],htioca-cfg-intellimatchms.fisglobal.com,84.53.164.191,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"htioca-cfg-intellimatchms.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net","2a02:26f0:7100:8aa::3b69, 2a02:26f0:7100:88d::3b69",,,,,,,,
[x],hwb-d1-temenos-2.fisglobal.com,156.55.139.10,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],hwb-d1-test-temenos-akamai.fisglobal.com,156.55.138.63,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],hybrid-dr.fisglobal.com,156.55.27.78,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],hybrid.fisglobal.com,199.200.27.46,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],hzncp1-b2bvip.fisglobal.com,170.132.52.38,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],hznep1-b2bvip.fisglobal.com,170.132.52.40,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],hznep3-b2bvip.fisglobal.com,170.132.180.216,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],hznssp1-b2bvip.fisglobal.com,170.132.52.45,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ias.fisglobal.com,103.231.79.73,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],iasuat.fisglobal.com,103.231.79.71,"internal.akadns.net, hostmaster.akamai.com",NOERROR,iasuat.acs-fisglobal.com.akadns.net,,,,,,,,,
[x],ibb.dpp.gtm-uk.fisglobal.com,185.41.234.147,"gtm-cluster-ulw.fisglobal.com, hostmaster.cdv01-lwa01ma-enuk.fnfis.com, gtm-cluster-ule.fisglobal.com, hostmaster.cdv01-lea01ma-enuk.fnfis.com",NOERROR,,,,,,,,,,
[x],ibebdcgm01.fisglobal.com,168.162.49.51,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ibelrkns01.fisglobal.com,"168.162.49.126, 107.162.154.77","a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ibm25.fisglobal.com,168.162.189.244,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ibm48.fisglobal.com,168.162.190.0,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ibm48tst-t03.fisglobal.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],ibm55tst.fisglobal.com,168.162.189.138,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ibs-api-gw-uat.fisglobal.com,156.55.114.142,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ibs-api-gw.fisglobal.com,156.55.114.141,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ibs-api-gw2-uat.fisglobal.com,156.55.85.48,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ibs-api-gw2.fisglobal.com,156.55.50.35,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ibs-desktop-svc-ibs-ui-perf.fisglobal.com,156.55.52.185,"a1-66.akam.net, admin.dnstinations.com",NOERROR,pdcocpb2bapp.fisglobal.com,,,,,,,,,
[x],ibsbusint.fisglobal.com,156.55.115.141,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ibscustmgmt-adminui-rdy.fisglobal.com,156.55.119.215,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ibscustmgmt-restapp.fisglobal.com,156.55.115.232,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ibscustmgmt-servicingui-rdy.fisglobal.com,156.55.119.214,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ibserrormgnt.fisglobal.com,156.55.137.83,"a1-66.akam.net, admin.dnstinations.com",NOERROR,bdclnprp03.fisglobal.com,,,,,,,,,
[x],ibsexceptions-dr.fisglobal.com,156.55.119.53,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ibsexceptions-readiness.fisglobal.com,156.55.119.47,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ibsexceptions.fisglobal.com,156.55.115.50,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ibshomepage-dr.fisglobal.com,156.55.119.54,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ibshomepage-readiness.fisglobal.com,156.55.119.48,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ibshomepage.fisglobal.com,156.55.115.51,,NOERROR,,,,,,,,,,
[x],ibsmessaging-readiness.fisglobal.com,156.55.118.109,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ibssalesmgmt-rdy.fisglobal.com,156.55.115.24,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ibssalesmgmt.fisglobal.com,156.55.115.46,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ibssalesmgmtadm-dr.fisglobal.com,156.55.118.174,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ibssalesmgmtadm-rdy.fisglobal.com,156.55.115.22,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ibssalesmgmtadm.fisglobal.com,156.55.115.26,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ibssalesmgmtadmrpt-rdy.fisglobal.com,156.55.115.23,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ibssalesmgmtrpt-dr.fisglobal.com,156.55.118.248,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ibssalesmgmtrpt-rdy.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ibssalesmgmtrpt.fisglobal.com,156.55.115.47,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],iccomerica.fisglobal.com,156.55.117.69,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],iccomericatest.fisglobal.com,156.55.112.56,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],iclr4.fisglobal.com,12.195.6.200,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],iclr7.fisglobal.com,156.55.116.180,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],iclr8uat.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],icuat.fisglobal.com,12.195.6.186,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],icumbcartest.fisglobal.com,156.55.117.212,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],icumbnapptest.fisglobal.com,156.55.117.211,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],icumbwebtest.fisglobal.com,156.55.117.213,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],icvisa.au.fisglobal.com,63.141.160.39,"ns1.au.fisglobal.com, hostmaster.fisglobal.com",NOERROR,,,,,,,,,,
[x],icvisat.au.fisglobal.com,63.141.160.38,"ns1.au.fisglobal.com, hostmaster.fisglobal.com",NOERROR,,,,,,,,,,
[x],icwd1.fisglobal.com,208.75.7.178,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],id-uat1.fisglobal.com,84.53.164.191,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"id-uat1.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net","2a02:26f0:3500:88d::3b69, 2a02:26f0:3500:88e::3b69",,,,,,,,
[x],id-uat2.fisglobal.com,23.222.52.204,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"id-uat2.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net","2a02:26f0:b200:3b3::3b69, 2a02:26f0:b200:384::3b69",,,,,,,,
[x],id-uat4.fisglobal.com,84.53.164.191,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"id-uat4.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net","2a02:26f0:3500:88e::3b69, 2a02:26f0:3500:88d::3b69",,,,,,,,
[x],id05s2-nat.fisglobal.com,216.189.224.170,,NOERROR,,,,,,,,,,
[x],id06s-nat.fisglobal.com,216.189.224.169,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],id07s-nat.fisglobal.com,216.189.224.171,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],id19s-nat.fisglobal.com,216.189.224.154,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],id27s-nat.fisglobal.com,216.189.224.167,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],id36s-nat.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ideas.fisglobal.com,23.221.250.203,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"ideas.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net","2a02:26f0:c900:28a::3b69, 2a02:26f0:c900:286::3b69",,,,,,,,
[x],idmt2.fisglobal.com,"2.19.124.214, 2.19.124.204","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"idmt2.fisglobal.com.edgekey.net, e126355.dsca.akamaiedge.net","2a02:26f0:3500:18::1724:a292, 2a02:26f0:3500:18::1724:a295",,,,,,,,
[x],idmt3.fisglobal.com,"104.126.37.129, 104.126.37.138","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"idmt2.fisglobal.com.edgekey.net, e126355.dsca.akamaiedge.net","2a02:26f0:1700:11::b856:6786, 2a02:26f0:1700:11::b856:678d",,,,,,,,
[x],idnetwork-if0.fisglobal.com,156.55.137.43,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],idnetwork-if1.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],idt.dpp.gtm-uk.fisglobal.com,185.41.234.149,"gtm-cluster-ulw.fisglobal.com, hostmaster.cdv01-lwa01ma-enuk.fnfis.com, gtm-cluster-ule.fisglobal.com, hostmaster.cdv01-lea01ma-enuk.fnfis.com",NOERROR,,,,,,,,,,
[x],idt.preprod.dpp.gtm-uk.fisglobal.com,185.41.234.136,"gtm-cluster-ule.fisglobal.com, hostmaster.cdv01-lea01ma-enuk.fnfis.com",NOERROR,ws1.preprod.dpp.gtm-uk.fisglobal.com,,,,,,,,,
[x],idt05s-nat.fisglobal.com,216.189.224.180,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],idt47s-nat.fisglobal.com,216.189.224.176,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],idtl12s-nat.fisglobal.com,216.189.224.177,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],idtl13s-nat.fisglobal.com,216.189.224.178,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],idtl14s-nat.fisglobal.com,216.189.224.179,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],iea.fisglobal.com,84.53.164.191,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"iea.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net","2a02:26f0:7100:8aa::3b69, 2a02:26f0:7100:88d::3b69",,,,,,,,
[x],ifed.readiness.fisglobal.com,156.55.118.65,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-dre-excust.fisglobal.com,156.55.118.175,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-excust-a.fisglobal.com,156.55.114.151,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-excust-c.fisglobal.com,156.55.114.152,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-excust-f.fisglobal.com,156.55.114.155,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-excust-g.fisglobal.com,156.55.114.156,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-excust-h.fisglobal.com,156.55.114.157,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-excust-i.fisglobal.com,156.55.114.158,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-excust-k.fisglobal.com,156.55.114.160,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-excust-m.fisglobal.com,156.55.114.162,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-excust-n.fisglobal.com,156.55.114.163,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-excust-o.fisglobal.com,156.55.114.164,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-excust-other.fisglobal.com,156.55.114.150,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-excust-r.fisglobal.com,156.55.114.165,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-excust-t.fisglobal.com,156.55.114.167,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-excust-u.fisglobal.com,156.55.114.168,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-excust-v.fisglobal.com,156.55.114.169,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-excust-w.fisglobal.com,156.55.114.170,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-excust-x.fisglobal.com,156.55.114.171,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-excust-y.fisglobal.com,156.55.114.172,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-excust-z.fisglobal.com,156.55.114.173,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-excust2-c.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-excust2-f.fisglobal.com,156.55.52.54,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-excust2-g.fisglobal.com,156.55.52.55,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-excust2-i.fisglobal.com,156.55.52.57,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-excust2-k.fisglobal.com,156.55.52.59,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-excust2-m.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-excust2-n.fisglobal.com,156.55.52.62,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-excust2-r.fisglobal.com,156.55.52.64,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-excust2-u.fisglobal.com,156.55.52.67,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-excust2-v.fisglobal.com,156.55.52.68,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-excust2-y.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-excust2-z.fisglobal.com,156.55.52.72,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-prd-12.fisglobal.com,156.55.137.227,"internal.akadns.net, hostmaster.akamai.com",NOERROR,ih-prd-12.dih-fisglobal.com.akadns.net,,,,,,,,,
[x],ih-prd1.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,bdclpcrpcto01.fisglobal.com,,,,,,,,,
[x],ih-rdy1-int.fisglobal.com,205.141.255.121,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih-rdy1.fisglobal.com,156.55.204.21,"a1-66.akam.net, admin.dnstinations.com",NOERROR,pdclpcrpcto05.fisglobal.com,,,,,,,,,
[x],ih-uat1.fisglobal.com,206.71.17.102,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih2-crt1.fisglobal.com,206.71.17.106,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih2-dre-excust.fisglobal.com,156.55.118.176,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih2-prd-12.fisglobal.com,156.55.139.252,"internal.akadns.net, hostmaster.akamai.com",NOERROR,ih2-prd-12.dih-fisglobal.com.akadns.net,,,,,,,,,
[x],ih2-prd.fisglobal.com,156.55.205.22,"internal.akadns.net, hostmaster.akamai.com",NOERROR,ih2-prd.dih-fisglobal.com.akadns.net,,,,,,,,,
[x],ih2-prd1-int.fisglobal.com,205.141.255.124,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih2-prd1.fisglobal.com,156.55.137.228,"a1-66.akam.net, admin.dnstinations.com",NOERROR,bdclpcrpcto02.fisglobal.com,,,,,,,,,
[x],ih2-rdy.fisglobal.com,"2.16.241.92, 2.16.241.89","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"ih2-rdy.fisglobal.com.edgekey.net, e77467.dsca.akamaiedge.net","2a02:26f0:480:d::210:f159, 2a02:26f0:480:d::210:f15c",,,,,,,,
[x],ih2-rdy1-int.fisglobal.com,205.141.255.122,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ih2-rdy1.fisglobal.com,156.55.204.22,"a1-66.akam.net, admin.dnstinations.com",NOERROR,pdclpcrpcto06.fisglobal.com,,,,,,,,,
[x],ih2-uat1.fisglobal.com,206.71.17.104,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],iic-fpc-prod.fisglobal.com,"156.55.49.242, 156.55.51.149","a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],iic-fpc-uat.fisglobal.com,"156.55.51.150, 156.55.49.243","a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],iinat-perf.fisglobal.com,"156.55.118.191, 156.55.118.193","a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],iinat-rdy.fisglobal.com,"156.55.118.195, 156.55.118.194","a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],iinat.fisglobal.com,"156.55.118.197, 156.55.114.239, 156.55.114.237, 156.55.118.196, 156.55.114.238, 156.55.114.241, 156.55.118.202, 156.55.118.198","a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],iiprv-perf.fisglobal.com,156.55.118.189,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],iiprv-rdy.fisglobal.com,156.55.118.190,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],iiprv.fisglobal.com,156.55.114.236,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],illimity-uat-vft.fisglobal.com,195.110.230.42,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
