new,host,a,soa,status_code,cname,aaaa,caa,cdn,cdn-name,has_internal_ips,internal_ips,txt,mx,ns
[x],385dt5.fisglobal.com,156.55.119.154,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],385dts.fisglobal.com,156.55.119.156,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],461dt1.fisglobal.com,156.55.119.145,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],461dt2.fisglobal.com,156.55.119.146,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],461dt3.fisglobal.com,156.55.119.147,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],62753ba.fisglobal.com,156.55.118.141,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],6670ba-uat.fisglobal.com,156.55.119.221,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],6670ba.fisglobal.com,156.55.118.124,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],6670bauat.fisglobal.com,156.55.118.128,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],6670bi.fisglobal.com,156.55.118.169,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],67bauat.fisglobal.com,156.55.118.127,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],_pki-validation.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,"C88A-DC6A-6074-077E-6DEC-1014-17ED-D9DB, E3C4-D7D0-86D7-3035-3B80-C299-BACC-61CC, A8C9-9E23-DAB2-5D8C-462A-E269-ECD4-5788, 3F83-4D97-68BB-7780-5631-B8F8-1B0A-D7AB",,
[x],aaa-bbi-o.fisglobal.com,156.55.49.207,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],aaa-bbi-u.fisglobal.com,156.55.49.211,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],aaa-bbi.fisglobal.com,156.55.49.203,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],aaa-boui.fisglobal.com,156.55.49.197,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],aaa-d1banker.fisglobal.com,156.55.49.236,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],aaa-dr-boui.fisglobal.com,156.55.119.241,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],aaa-pdc2.fisglobal.com,156.55.51.222,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],aaa-uat-boui.fisglobal.com,156.55.119.242,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],aaa-uat-d1banker.fisglobal.com,156.55.49.237,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],abc.fisglobal.com,23.222.52.204,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"abc.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net","2a02:26f0:b200:3b3::3b69, 2a02:26f0:b200:384::3b69",,,,,,,,
[x],acbsaspapps300.fisglobal.com,156.55.149.230,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,q314052 - 2/13/2011,,
[x],access.au.fisglobal.com,63.141.161.18,"internal.akadns.net, hostmaster.akamai.com",NOERROR,access.au-fisglobal.com.akadns.net,,,,,,,,,
[x],access1.au.fisglobal.com,,"ns1.au.fisglobal.com, hostmaster.fisglobal.com",NOERROR,,,,,,,,,,
[x],adaptivtrack.fisglobal.com,147.249.160.122,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],addv-doc.fisglobal.com,147.249.130.110,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],adminisource-cardpro.fisglobal.com,206.71.17.240,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],adminisource-cardpro.staging.fisglobal.com,205.141.250.232,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],aepp.au.fisglobal.com,216.189.247.4,"ns1.au.fisglobal.com, hostmaster.fisglobal.com",NOERROR,,,,,,,,,,
[x],aeqt.au.fisglobal.com,216.189.247.3,"ns1.au.fisglobal.com, hostmaster.fisglobal.com",NOERROR,,,,,,,,,,
[x],aexp-api-prod.fisglobal.com,156.55.115.229,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ai360uat.fisglobal.com,"2.16.187.121, 2.16.187.97","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"ai360uat.fisglobal.com.edgekey.net, e107502.dsca.akamaiedge.net","2a02:26f0:7100::687e:258b, 2a02:26f0:7100::687e:2591",,,,,,,,
[x],aioioca-ctx-intellimatchms.fisglobal.com,156.55.49.244,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],aioioca2-uat-intellimatchms.fisglobal.com,168.162.188.254,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],aisecure-lr.fisglobal.com,69.36.26.32,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],aisecure.fisglobal.com,69.36.26.33,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],aisecure2.fisglobal.com,12.6.9.241,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],aka15209-tgtdsprelim.fisglobal.com,156.55.138.200,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],aka15209-tgtprelim.fisglobal.com,156.55.138.99,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],aka18901-www.fisglobal.com,156.55.138.18,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],aka29480-mrssapp.fisglobal.com,156.55.134.88,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],aka77793-login5.fisglobal.com,156.55.137.240,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],alertconsole.fisglobal.com,104.102.53.67,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"alertconsole.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net","2a02:26f0:480:5ad::3b69, 2a02:26f0:480:59f::3b69",,,,,,,,
[x],alertconsole.readiness.fisglobal.com,205.141.250.115,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],alertsadmin-dr.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],alertsadmin-dre.fisglobal.com,156.55.119.105,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],alertsadmin-rdy.fisglobal.com,156.55.119.106,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],alertsadmin.fisglobal.com,156.55.115.132,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],aligne-energy.fisglobal.com,209.243.102.48,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],altura-fiscd-margin-advisor.fisglobal.com,,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"altura-fiscd-margin-advisor.fisglobal.com.edgekey.net, e73612.dsca.akamaiedge.net","2a02:26f0:480:d::210:f14a, 2a02:26f0:480:d::210:f14e",,,,,,,,
[x],altura-margin-advisor.fisglobal.com,23.67.129.166,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"altura-margin-advisor.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net","2a02:26f0:3500:88e::3b69, 2a02:26f0:3500:88d::3b69",,,,,,,,
[x],aly-pdc-csr-nat.fisglobal.com,156.55.118.104,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],aly-pdc-gft-nat.fisglobal.com,156.55.118.102,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],aly-pdc-xpress-nat.fisglobal.com,156.55.118.103,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],aly-prod-phostdb-nat.fisglobal.com,156.55.118.105,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],aly-prod2-csr-nat.fisglobal.com,156.55.117.206,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],aly-prod2-gft-nat.fisglobal.com,156.55.117.204,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],aly-prod2-reporting-nat.fisglobal.com,156.55.117.207,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],aly-prod2-xpress-nat.fisglobal.com,156.55.117.205,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ambitcapitalmanager.fisglobal.com,147.249.130.243,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ambitoptimist.fisglobal.com,147.249.153.41,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],amer-pts-dr.fisglobal.com,147.249.4.153,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],amer-pts-prod.fisglobal.com,147.249.188.150,"internal.akadns.net, hostmaster.akamai.com",NOERROR,pts-prod.derivatives-asp-citrix-na-fisglobal.com.akadns.net,,,,,,,,,
[x],amex-mbp.fisglobal.com,156.55.50.40,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],amex-ticketing.fisglobal.com,156.55.50.93,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],amex-uat-ticketing.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],amexach.fisglobal.com,156.55.52.76,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],amexachrpt.fisglobal.com,156.55.52.79,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],amexachrptuat.fisglobal.com,156.55.51.154,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],amexcbis.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],amexcbisuat.fisglobal.com,156.55.51.152,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],amexpomui.fisglobal.com,156.55.52.83,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],amexpomuiuat.fisglobal.com,156.55.52.84,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],amexwires.fisglobal.com,156.55.52.78,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],amp-prd.fisglobal.com,"2.16.187.96, 2.16.187.26","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"amp-prd.fisglobal.com.edgekey.net, e102955.a.akamaiedge.net",,,,,,,,,
[x],ampf-api-prod.fisglobal.com,156.55.115.186,"a1-66.akam.net, admin.dnstinations.com",NOERROR,site-156-55-115-186.fisglobal.com,,,,,,,,,
[x],ams.fisglobal.com,23.67.129.166,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"ams.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net",,,,,,,,,
[x],amxuatbatch-b2b.fisglobal.com,156.55.52.95,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ana.vpn.fisglobal.com,110.170.17.97,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],answers.fisglobal.com,"3.215.49.247, 52.70.141.12, 54.81.8.134, 54.243.175.66, 18.212.45.124","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,fis-prod-skin-elb-552036063.us-east-1.elb.amazonaws.com,,,,,,,,,
[x],anywhere-connections-private.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ap-uat1.fisglobal.com,23.198.16.116,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"ap-uat1.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net","2a02:26f0:c900:28a::3b69, 2a02:26f0:c900:286::3b69",,,,,,,,
[x],ap-uat2.fisglobal.com,23.5.237.63,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"ap-uat2.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net","2600:1408:7400:388::3b69, 2600:1408:7400:395::3b69",,,,,,,,
[x],ap-uat3.fisglobal.com,23.5.237.63,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"ap-uat3.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net","2600:1408:7400:395::3b69, 2600:1408:7400:388::3b69",,,,,,,,
[x],ap1-b2b-amh.fisglobal.com,170.132.41.51,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ap2-b2b-amh.fisglobal.com,170.132.41.47,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ap3-b2b-amh.fisglobal.com,170.132.41.55,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ap4-b2b-amh.fisglobal.com,170.132.41.49,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ap7-b2b-amh.fisglobal.com,170.132.41.52,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],aperia-source-nat-bdoc.fisglobal.com,156.55.115.88,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],apex.fisglobal.com,199.200.24.181,"a1-66.akam.net, admin.dnstinations.com",NOERROR,rpltc03.fisglobal.com,,,,,,,,,
[x],apexathenedev.fisglobal.com,156.55.51.87,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],apexathenelowercitrix.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],apexatheneprod.fisglobal.com,156.55.84.48,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],apexatheneprodcitrix.fisglobal.com,156.55.84.47,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],apexatheneuat.fisglobal.com,156.55.51.86,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],apexpoc1-akamai.fisglobal.com,156.55.204.66,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],apexpoc1.fisglobal.com,147.249.16.31,"internal.akadns.net, hostmaster.akamai.com",NOERROR,apexpoccitrix.apex-fisglobal.com.akadns.net,,,,,,,,,
[x],api-astec-uat.fisglobal.com,"2.16.187.17, 2.16.187.32","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"api-astec-uat.fisglobal.com.edgekey.net, e118510.dsca.akamaiedge.net","2a02:26f0:3100::1735:2a68, 2a02:26f0:3100::1735:2a6b",,,,,,,,
[x],api-dev-ethos.fisglobal.com,84.53.164.191,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"api-dev-ethos.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net","2a02:26f0:5d00:38b::3b69, 2a02:26f0:5d00:3bb::3b69",,,,,,,,
[x],api-gw-uat.au.fisglobal.com,"216.189.247.220, 216.189.247.170","ns1.au.fisglobal.com, hostmaster.fisglobal.com",NOERROR,,,,,,,,,,
[x],api-gw-uat.fisglobal.com,84.53.164.191,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"api-gw-uat.fisglobal.com.edgekey.net, e15209.a.akamaiedge.net",,,,,,,,,
[x],api-gw1-prod1.fisglobal.com,"104.126.37.184, 104.126.37.137","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"api-gw1-prod1.fisglobal.com.edgekey.net, e94110.dsca.akamaiedge.net","2a02:26f0:1700:11::b856:6787, 2a02:26f0:1700:11::b856:678b",,,,,,,,
[x],api-gw1-prod2.fisglobal.com,"23.213.161.225, 23.213.161.212","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"api-gw1-prod2.fisglobal.com.edgekey.net, e90820.dsca.akamaiedge.net","2a02:26f0:c900:9::5f65:4a91, 2a02:26f0:c900:9::5f65:4a99",,,,,,,,
[x],api-gw2-uat.au.fisglobal.com,"216.189.247.221, 216.189.247.171","ns1.au.fisglobal.com, hostmaster.fisglobal.com",NOERROR,,,,,,,,,,
[x],api.dev-ethos.fisglobal.com,"62.115.252.40, 62.115.252.48","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"api.dev-ethos.fisglobal.com.edgekey.net, e65154.dsca.akamaiedge.net","2001:2030:21::3e73:fc28, 2001:2030:21::3e73:fc30",,,,,,,,
[x],api3.dev-ethos.fisglobal.com,,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"api3.dev-ethos.fisglobal.com.edgekey.net, e65154.dsca.akamaiedge.net",,,,,,,,,
[x],app.partner.fisglobal.com,"104.126.37.170, 104.126.37.129","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"elqcdn.eloqua.com, sni-wildcard.en25.com.edgekey.net, e74319.x.akamaiedge.net",,,,,,,,,
[x],aps.dpp.gtm-uk.fisglobal.com,185.41.234.143,"gtm-cluster-ulw.fisglobal.com, hostmaster.cdv01-lwa01ma-enuk.fnfis.com, gtm-cluster-ule.fisglobal.com, hostmaster.cdv01-lea01ma-enuk.fnfis.com",NOERROR,,,,,,,,,,
[x],aps.imcs.fisglobal.com,52.220.134.63,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],aps.preprod.dpp.gtm-uk.fisglobal.com,185.41.234.136,"gtm-cluster-ule.fisglobal.com, hostmaster.cdv01-lea01ma-enuk.fnfis.com",NOERROR,ws1.preprod.dpp.gtm-uk.fisglobal.com,,,,,,,,,
[x],apt.fisglobal.com,213.212.118.100,"a1-66.akam.net, admin.dnstinations.com",NOERROR,www2.apt.fisglobal.com,,,,,,,,,
[x],apt2-enterprise.fisglobal.com,23.198.16.116,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"apt2-enterprise.fisglobal.com.edgekey.net, e15209.a.akamaiedge.net",,,,,,,,,
[x],apt3-enterprise.fisglobal.com,213.212.118.102,"a1-66.akam.net, admin.dnstinations.com",NOERROR,tc2-apt-10.fisglobal.com,,,,,,,,,
[x],apuat-arvest.fisglobal.com,23.221.250.203,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"apuat-arvest.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net","2a02:26f0:c900:286::3b69, 2a02:26f0:c900:28a::3b69",,,,,,,,
[x],apuat-bankiowa.fisglobal.com,23.222.52.204,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"apuat-bankiowa.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net","2a02:26f0:b200:3b3::3b69, 2a02:26f0:b200:384::3b69",,,,,,,,
[x],apuat-firsttn.fisglobal.com,156.55.139.105,"a1-66.akam.net, admin.dnstinations.com",NOERROR,pdclnprp19.fisglobal.com,,,,,,,,,
[x],apuat-summit.fisglobal.com,95.100.69.78,,NOERROR,"apuat-summit.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net",,,,,,,,,
[x],ard.fisglobal.com,170.132.40.117,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ask.fisglobal.com,20.168.228.49,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,"fisc.stackenterprise.co, soe-fisc-hadr.trafficmanager.net, 4cc346c0-da44-4e47-8e93-ef64e8f986da.cloudapp.net",,,,,,,,,
[x],asp-test.fisglobal.com,204.130.41.11,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],asp-tsla.fisglobal.com,204.130.41.21,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],asp.fisglobal.com,204.130.41.25,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],assimoco-sftp.imcs.fisglobal.com,10.18.48.20,"ns-318.awsdns-39.com, awsdns-hostmaster.amazon.com",NOERROR,assimoco-sftp.imcs.cloud,,,,,True,10.18.48.20,,,
[x],assimoco-sso.imcs.fisglobal.com,10.18.48.11,"ns-318.awsdns-39.com, awsdns-hostmaster.amazon.com",NOERROR,assimoco-sso.imcs.cloud,,,,,True,10.18.48.11,,,
[x],assimoco.imcs.fisglobal.com,10.18.48.10,"ns-318.awsdns-39.com, awsdns-hostmaster.amazon.com",NOERROR,assimoco.imcs.cloud,,,,,True,10.18.48.10,,,
[x],astecanalytics-uat.fisglobal.com,"2.16.187.17, 2.16.187.32","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"astecanalytics-uat.fisglobal.com.edgekey.net, e118510.dsca.akamaiedge.net","2a02:26f0:3100::1735:2a6b, 2a02:26f0:3100::1735:2a68",,,,,,,,
[x],at1-b2b-amh.fisglobal.com,170.132.41.26,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],at11-b2b-amh.fisglobal.com,170.132.41.22,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],at13-b2b-amh.fisglobal.com,170.132.41.25,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],at2-b2b-amh.fisglobal.com,170.132.41.24,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],at3-b2b-amh.fisglobal.com,170.132.41.18,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],at8-b2b-amh.fisglobal.com,170.132.41.27,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],at9-b2b-amh.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],atcodr.fisglobal.com,156.55.52.25,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],atcouat.fisglobal.com,156.55.52.24,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],athene-margin-advisor.fisglobal.com,23.67.129.166,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"athene-margin-advisor.fisglobal.com.edgekey.net, e15209.dsca.akamaiedge.net","2a02:26f0:3500:88e::3b69, 2a02:26f0:3500:88d::3b69",,,,,,,,
[x],ats.fisglobal.com,168.162.190.55,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],aumam-fundstransferagencytest.fisglobal.com,"96.16.54.147, 96.16.54.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"aumam-fundstransferagencytest.fisglobal.com.edgekey.net, e107287.a.akamaiedge.net",,,,,,,,,
