new,host,a,cname,soa,status_code,mx,ns,txt,aaaa,cdn,cdn-name,has_internal_ips,internal_ips,caa
[x],uatprivateeye.westernunion.com,66.218.160.201,,,NOERROR,,,,,,,,,
[x],uatquickfind.westernunion.com,66.218.160.148,,,NOERROR,,,,,,,,,
[x],unifiedportal-nonprod.westernunion.com,"95.101.111.145, 95.101.111.142","unifiedportal-nonprod.westernunion.com.edgekey.net, e94499.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"2a02:26f0:3500:18::1724:a290, 2a02:26f0:3500:18::1724:a29b",,,,,
[x],unifiedportal.westernunion.com,"104.126.37.138, 104.126.37.129","unifiedportal.westernunion.com.edgekey.net, e88427.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"2a02:26f0:1700:11::b856:678e, 2a02:26f0:1700:11::b856:678b",,,,,
[x],us-master1.support.westernunion.com,66.218.161.148,,,NOERROR,,,,,,,,,
[x],us-master2.support.westernunion.com,66.218.171.59,,,NOERROR,,,,,,,,,
[x],us-traffic1.support.westernunion.com,66.218.161.3,,,NOERROR,,,,,,,,,
[x],us-traffic2.support.westernunion.com,66.218.171.3,,,NOERROR,,,,,,,,,
[x],usr.westernunion.com,206.201.224.241,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],vendor.payment-perf.business.westernunion.com,,"vendor.payment-perf.business.westernunion.com.edgekey.net, e119822.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],vendor.payment-qa2.business.westernunion.com,"23.213.161.208, 23.213.161.199","vendor.payment-qa2.business.westernunion.com.edgekey.net, e119822.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],vendor.payment.business.westernunion.com,"2.20.132.134, 2.20.132.125","vendor.payment.business.westernunion.com.edgekey.net, e119822.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],video.westernunion.com,"23.62.230.157, 23.62.230.171","video.westernunion.com.edgesuite.net, a1912.g.akamai.net","n0g.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],video2.westernunion.com,68.142.66.196,"assets.delvenetworks.com, prod-ml.video.lldns.net","video.lldns.net, admin.llnw.net",NOERROR,,,,,,,,,
[x],view.e.westernunion.com,,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],webapi-cnry.wssr.ecdn.us.westernunion.com,3.218.50.206,,,NOERROR,,,,,,,,,
[x],webapi-nonprod.eu.westernunion.com,"2.16.181.75, 2.20.132.139","webapi-nonprod.eu.westernunion.com.edgekey.net, e119267.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"2a02:26f0:7100::687e:24d2, 2a02:26f0:7100::687e:24c3",,,,,
[x],webapi-nonprod.us.westernunion.com,"2.16.181.75, 2.20.132.139","webapi-nonprod.us.westernunion.com.edgekey.net, e119267.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"2a02:26f0:7100::687e:24c3, 2a02:26f0:7100::687e:24d2",,,,,
[x],webapi.ecdn.westernunion.com,23.42.200.124,"webapi.ecdn.westernunion.com.edgekey.net, e6755.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],webapi.unp.ecdn.us.westernunion.com,3.218.50.206,,,NOERROR,,,,,,,,,
[x],webapi.us.westernunion.com,"2.16.241.81, 2.16.241.90","webapi.us.westernunion.com.edgekey.net, e64387.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"2a02:26f0:480:d::210:f15a, 2a02:26f0:480:d::210:f151",,,,,
[x],webservices-test.globalpay.westernunion.com,,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],webservices.globalpay.westernunion.com,206.201.227.27,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],webvpn1.westernunion.com,193.47.143.240,,,NOERROR,,,,,,,,,
[x],webvpn3.westernunion.com,193.47.143.240,,,NOERROR,,,,,,,,,
[x],westernunion.at,"66.218.170.211, 66.218.160.211",,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,mxa-00002a01.gslb.pphosted.com,"auth00.ns.uu.net, auth100.ns.uu.net","MS=ms53737189, v=spf1 include:spf-00002a01.pphosted.com ~all, google-site-verification:DowIqnytCp27stG6rTQu_l0w8JeKfCBr0YQOTBWL_Zc",,,,,,
[x],westernunion.be,"66.218.160.216, 66.218.170.216",,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,mxa-00002a01.gslb.pphosted.com,"auth00.ns.uu.net, auth100.ns.uu.net","v=spf1 include:spf-00002a01.pphosted.com ~all, MS=ms99922252, google-site-verification:lC1bZy_-jGjclRAf84bNUelxyYUIGeeHhG8TVTbvXi0",,,,,,
[x],westernunion.ca,"66.218.170.171, 66.218.160.171",,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,"mail.westernunion.com, gauntlet.westernunion.com","auth100.ns.uu.net, auth00.ns.uu.net","v=spf1 -all, google-site-verification:7kERhiIo_hY4hv2DTZtfblRnVkVbMGxEFZ0OXjQCwuw",,,,,,
[x],westernunion.co.nz,"66.218.170.175, 66.218.160.175",,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,"auth100.ns.uu.net, auth00.ns.uu.net","google-site-verification:r0mnRAikA3NzgpeVjn_fCQfYBNSuOazZkTu_8kIpkvs, v=spf1 include:spf-00002a01.pphosted.com ~all, MS=ms86094800, 239c4zg2ssxg5k40q6v635fc3g1m8z47",,,,,,
[x],westernunion.co.uk,"66.218.160.170, 66.218.170.170",,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,mxa-00002a01.gslb.pphosted.com,"auth00.ns.uu.net, auth100.ns.uu.net","MS=ms99205968, v=spf1 include:spf-00002a01.pphosted.com ~all, 8nb7xhk6fwff7jxf4675xdkg46238l9c, google-site-verification:SHL0XmUCm9qkPgre4LuVaERpm9SqwdYhfPPsi6PAgc8",,,,,,
[x],westernunion.com,66.218.161.27,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,"mxa-00002a01.gslb.pphosted.com, mxb-00002a01.gslb.pphosted.com","auth00.ns.uu.net, auth100.ns.uu.net","bmJbs/2toKCf9yFCFh6Ygq56eDOray8CCqTKZqLAnsc=, google-site-verification=JJChp48MDSRbBEWmW3_kpsSZ6bMXrUIvPOgVA_bhKHo, google-site-verification=Qs-9D61IwA4kZeZgoamG4ijzLv36Kiaam_ZwHenkHtc, facebook-domain-verification=e35tjnmq34ss9uafw7kzmgbcr80id7, atlassian-domain-verification=sMrYLS5XC9a5TgJTwQART4r5aDDaV4kBhOf0ntNBQ3kzXyeaaq9Kx/Xai0HEX5bS, google-site-verification=LHWLQ-_ksT62C7ZligxEJzqehp9SnCg4C3pWwaMQxCY, Y3Fh+0zQF4jOydeSjJ7dBBafBDcVlPoRzumM063pGB8=, 9c0HbBioqkbWNxMYrTaKYoRPihafi6Ee3F9bO3if9ra+gwSM3Bx15eXG9EpDtdroi3vuaqOYeFqNkNz7H+g+2A==, Xa_wwFlJ0-0bd7o4yvkmzQ, docusign=055edb29-59f0-42f8-9b8d-5692c2b42a19, apple-domain-verification=WizI66ZdqY7ix0mG, v=spf1 include:spf-00002a01.pphosted.com include:spf.protection.outlook.com include:spf.wu.ems-infics.com include:_spf.salesforce.com ip4:216.109.85.57 ip4:64.210.231.0/29 ip4:64.210.231.24/29 ip4:66.48.80.97 -all, P2S78/iNLflqT1qVVFfwuOkRKM8iZP+35CTTIlq8/4o=, apple-domain-verification=oPke3H7ZOCOZJhamePEC3VRNocmyg1u_bFVZzGe0usA, docusign=f5d11c53-03e6-4f7b-8d21-242de935036e, adobe-idp-site-verification=f5e6ca8d0b35f8301f7dc4f322fe7cc23d407bcf9255ac8b57e186985192d8ca",,,,,,
[x],westernunion.com.au,"66.218.160.210, 66.218.170.210",,"ns1.edgecastdns.net, noc.edgecast.com",NOERROR,mxa-00002a01.gslb.pphosted.com,,"brlwkdf0jfsp2khw1p0sfr2dqrn1rfsb, v=spf1 include:spf-00002a01.pphosted.com ~all, google-site-verification:A6pgul3jz5vx84rOjh7Kjmn_ZKXQhG7VIlepK6kxdMA, MS=ms39730853",,,,,,
[x],westernunion.de,"66.218.170.213, 66.218.160.213",,"auth100.ns.uu.net, hostmaster.uu.net",NOERROR,mxa-00002a01.gslb.pphosted.com,"auth100.ns.uu.net, auth10.ns.wcom.com","6zf8xddmlh7zw4ll1z7t93b5lskj5wwp, google-site-verification:UWDiiJcVHsT2m_oj7pXiREhOt_S3XTGQS7Lyi2FIavg, MS=ms54162324, v=spf1 include:spf-00002a01.pphosted.com ~all",,,,,,
[x],westernunion.dk,"66.218.170.177, 66.218.160.177",,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,mxa-00002a01.gslb.pphosted.com,"auth100.ns.uu.net, auth00.ns.uu.net","google-site-verification:JJChp48MDSRbBEWmW3_kpsSZ6bMXrUIvPOgVA_bhKHo, MS=ms67102633, v=spf1 include:spf-00002a01.pphosted.com ~all",,,,,,
[x],westernunion.ee,"66.218.160.219, 66.218.170.219",,"auth111.ns.uu.net, hostmaster.uu.net",NOERROR,,"auth111.ns.uu.net, auth120.ns.uu.net",,,,,,,
[x],westernunion.es,"66.218.170.173, 66.218.160.173",,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,mxa-00002a01.gslb.pphosted.com,"auth00.ns.uu.net, auth100.ns.uu.net","MS=ms90978777, v=spf1 include:spf-00002a01.pphosted.com ~all, google-site-verification:dDNdttnnkqj1PO4jl95-LEteOaR2oJRySD46LZDTOnc",,,,,,
[x],westernunion.fi,"66.218.160.178, 66.218.170.178",,"auth111.ns.uu.net, hostmaster.uu.net",NOERROR,mxa-00002a01.gslb.pphosted.com,"auth111.ns.uu.net, auth120.ns.uu.net","v=spf1 include:spf-00002a01.pphosted.com ~all, google-site-verification:JJChp48MDSRbBEWmW3_kpsSZ6bMXrUIvPOgVA_bhKHo, MS=ms45978056",,,,,,
[x],westernunion.gr,"194.50.43.27, 194.30.234.238",,"auth111.ns.uu.net, hostmaster.uu.net",NOERROR,"mailh.westernunion.gr, mail.westernunion.gr, maild.westernunion.gr, mailn.westernunion.gr, mailc.westernunion.gr","auth120.ns.uu.net, auth111.ns.uu.net","v=spf1 mx ip4:154.52.0.121/32 ip4:62.209.37.121/32 ip4:194.50.43.0/24 ip4:194.30.234.229 ip4:31.177.57.38 include:spf.protection.outlook.com include:servers.mcsv.net ~all, google-site-verification=WowkQPAPMUp0FAc7DFWwMK1TAsNyi9VdA5IgogXo7XQ, MS=ms94349193, facebook-domain-verification=fcxwc99s9q97c4prg6fgpjh7h0w5he",,,,,,
[x],westernunion.ie,"66.218.170.214, 66.218.160.214",,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,mxa-00002a01.gslb.pphosted.com,"auth00.ns.uu.net, auth100.ns.uu.net","MS=ms57655974, rstcpgxltd2vjrfhr4wm0tbyql0s1ydz, v=spf1 include:spf-00002a01.pphosted.com ~all, google-site-verification:Nuod0-Qw_KC3VTrmzsvy4x7KGH_mnVf6lD3sT0sSZyk",,,,,,
[x],westernunion.it,"66.218.170.215, 66.218.160.215",,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,mxa-00002a01.gslb.pphosted.com,"auth100.ns.uu.net, auth00.ns.uu.net","google-site-verification:lio15sFZfL3FuEN0geQmMhip3pVjjcwKK-lEeFuiHes, v=spf1 include:spf-00002a01.pphosted.com ~all, MS=ms10822358",,,,,,
[x],westernunion.lu,"66.218.170.220, 66.218.160.220",,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,"auth00.ns.uu.net, auth100.ns.uu.net",,,,,,,
[x],westernunion.nl,"66.218.170.172, 66.218.160.172",,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,mxa-00002a01.gslb.pphosted.com,"auth00.ns.uu.net, auth100.ns.uu.net","MS=ms12633305, v=spf1 include:spf-00002a01.pphosted.com ~all, google-site-verification:pbrFJBoz-XtBw8REj-4Sa9oxBHYnswpRb-S86w8KkGc",,,,,,
[x],westernunion.no,"66.218.160.176, 66.218.170.176",,"auth00.ns.uu.net, hostmaster.UU.NET",NOERROR,,,"google-site-verification:fp-goah39ONpcP-HY_W2raMG2YfBZ2EdDvZUU-6q484, yg65252vjpld5sp4hvpk2bd8dqtjjqw7, MS=ms48528336, v=spf1 include:spf-00002a01.pphosted.com ~all",,,,,,
[x],westernunion.se,"66.218.170.174, 66.218.160.174, 198.6.1.65",,"auth00.ns.uu.net, hostmaster.UU.NET",NOERROR,mxa-00002a01.gslb.pphosted.com,"auth100.ns.uu.net, auth00.ns.uu.net","v=spf1 include:spf-00002a01.pphosted.com ~all, google-site-verification:RpXVfl-PxR7VDR2T-BOp2FdqIz0NuNUZ89A7ZZtMXmM, jl1dmc8012rtszn31sv8t3mbdtg448q0, y7psyjnhky4btd1j9fdsy4bmkjx6xyyn, MS=ms47853016",,,,,,
[x],whitelabeltest.uat.gpfi.globalpay.westernunion.com,95.100.72.102,"whitelabeltest.uat.gpfi.globalpay.westernunion.com.edgekey.net, e17182.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],wirescwbankgroup.fi.westernunion.com,198.168.95.92,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],wit.lisa.prod.westernunion.com,3.218.50.206,,,NOERROR,,,,,,,,,
[x],wit.lisa.uat.westernunion.com,3.218.50.206,,,NOERROR,,,,,,,,,
[x],wss-nonprod.us.westernunion.com,"2.16.241.93, 2.16.241.88","wss-nonprod.us.westernunion.com.edgekey.net, e119267.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"2a02:26f0:480:d::210:f158, 2a02:26f0:480:d::210:f15d",,,,,
[x],wss.us.westernunion.com,"23.213.161.223, 23.213.161.198","wss.us.westernunion.com.edgekey.net, e64387.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"2a02:26f0:c900:9::5f65:4a97, 2a02:26f0:c900:9::5f65:4a8c",,,,,
[x],wuagentportaluat.westernunion.com,8.43.80.11,,,NOERROR,,,,,,,,,
[x],wubot-origin-chi.westernunion.com,66.218.171.18,,,NOERROR,,,,,,,,,
[x],wubot-origin-res.westernunion.com,66.218.161.93,,,NOERROR,,,,,,,,,
[x],wubotdev-origin-res.westernunion.com,66.218.161.94,,,NOERROR,,,,,,,,,
[x],wubotdev-origin.westernunion.com,66.218.171.20,,,NOERROR,,,,,,,,,
[x],wubs.coreauthserver.api.dev.westernunion.com,66.218.161.208,,,NOERROR,,,,,,,,,
[x],wubs.detailtracking.api.perf.westernunion.com,206.201.227.209,,,NOERROR,,,,,,,,,
[x],wubs.detailtracking.api.uat.westernunion.com,206.201.227.208,,,NOERROR,,,,,,,,,
[x],wubs.detailtracking.api.westernunion.com,"206.201.228.210, 206.201.227.210",,,NOERROR,,,,,,,,,
[x],wubs.globalpay.westernunion.com,66.218.161.176,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],wubs.traderdata.api.perf.westernunion.com,66.218.161.203,,,NOERROR,,,,,,,,,
[x],wubs.traderdata.api.qa.westernunion.com,66.218.161.201,,,NOERROR,,,,,,,,,
[x],wubs.traderdata.api.uat.westernunion.com,66.218.161.202,,,NOERROR,,,,,,,,,
[x],wubsci.westernunion.com,66.218.171.15,,,NOERROR,,,,,,,,,
[x],wucare.westernunion.com,"85.222.140.10, 85.222.140.6, 85.222.140.11","wucare.westernunion.com.00d15000000f40reac.live.siteforce.com, n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],wucreatives.westernunion.com,66.218.160.242,,,NOERROR,,,,,,,,,
[x],wudigital-dev.westernunion.com,66.218.161.7,,,NOERROR,,,,,,,,,
[x],wudigital-qa.westernunion.com,,,,NOERROR,,,,,,,,,
[x],wudigital.westernunion.com,66.218.170.22,,,NOERROR,,,,,,,,,
[x],wudigitalci.westernunion.com,66.218.170.22,,,NOERROR,,,,,,,,,
[x],wudigitaldev.westernunion.com,65.208.118.44,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],wudigitalqa.westernunion.com,65.208.118.45,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],wudigitaluat.westernunion.com,66.218.160.70,,,NOERROR,,,,,,,,,
[x],wudigitaluatci.westernunion.com,66.218.170.21,,,NOERROR,,,,,,,,,
[x],wudigitaluatrs.westernunion.com,66.218.160.70,,,NOERROR,,,,,,,,,
[x],wudispatcher-cnry-chi.westernunion.com,66.218.171.144,,,NOERROR,,,,,,,,,
[x],wudispatcher-cnry.westernunion.com,66.218.161.144,,,NOERROR,,,,,,,,,
[x],wudispatcher-dev11.westernunion.com,66.218.161.51,,,NOERROR,,,,,,,,,
[x],wudispatcher-dev21.westernunion.com,66.218.161.53,,,NOERROR,,,,,,,,,
[x],wudispatcher-dev31.westernunion.com,66.218.161.55,,,NOERROR,,,,,,,,,
[x],wudispatcher-dev51.westernunion.com,66.218.161.59,,,NOERROR,,,,,,,,,
[x],wudispatcher-perf1-res.westernunion.com,66.218.161.149,,,NOERROR,,,,,,,,,
[x],wudispatcher-perf1.westernunion.com,66.218.161.149,,,NOERROR,,,,,,,,,
[x],wudispatcher-prv.westernunion.com,"66.218.170.73, 66.218.160.73",,,NOERROR,,,,,,,,,
[x],wudispatcher-prvrs.westernunion.com,66.218.160.73,,,NOERROR,,,,,,,,,
[x],wudispatcher-qa101.westernunion.com,66.218.161.49,,,NOERROR,,,,,,,,,
[x],wudispatcher-qa11.westernunion.com,66.218.161.52,,,NOERROR,,,,,,,,,
[x],wudispatcher-qa21.westernunion.com,66.218.161.54,,,NOERROR,,,,,,,,,
[x],wudispatcher-qa41.westernunion.com,66.218.161.57,,,NOERROR,,,,,,,,,
[x],wudispatcher-qa51.westernunion.com,66.218.161.58,,,NOERROR,,,,,,,,,
[x],wudispatcher-uatrs1.westernunion.com,66.218.160.28,,,NOERROR,,,,,,,,,
[x],wudispatcher-uatrs2.westernunion.com,66.218.160.29,,,NOERROR,,,,,,,,,
[x],wudispatcher-uatrs4.westernunion.com,66.218.160.31,,,NOERROR,,,,,,,,,
[x],wudispatcher-uatrs5.westernunion.com,66.218.160.32,,,NOERROR,,,,,,,,,
[x],wudispatcher-uatrs6.westernunion.com,66.218.160.33,,,NOERROR,,,,,,,,,
[x],wudispatcher-uatrs7.westernunion.com,66.218.160.34,,,NOERROR,,,,,,,,,
[x],wudispatcherprt-prvci.westernunion.com,66.218.170.79,,,NOERROR,,,,,,,,,
[x],wudispatcherprt-prvrs.westernunion.com,66.218.160.79,,,NOERROR,,,,,,,,,
[x],wudispatcherprtc.westernunion.com,66.218.160.78,,,NOERROR,,,,,,,,,
[x],wudispatcherprtcon-prv.westernunion.com,"66.218.160.102, 66.218.170.102",,,NOERROR,,,,,,,,,
[x],wudispatcherprtcon-prvrs.westernunion.com,66.218.160.102,,,NOERROR,,,,,,,,,
[x],wudispatcherprtcon.westernunion.com,"66.218.170.101, 66.218.160.101",,,NOERROR,,,,,,,,,
[x],wudispatcherprtconci.westernunion.com,,,,NOERROR,,,,,,,,,
[x],wudispatcherprtconrs.westernunion.com,66.218.160.101,,,NOERROR,,,,,,,,,
[x],wudispatcherprtp.westernunion.com,66.218.170.78,,,NOERROR,,,,,,,,,
[x],wudispatcherrs.westernunion.com,66.218.160.74,,,NOERROR,,,,,,,,,
[x],wudynatrace.westernunion.com,,,,NOERROR,,,,,,,,,
[x],wuedge.com,"66.218.160.25, 66.218.170.2",,"auth111.ns.uu.net, hostmaster.uu.net",NOERROR,"mxa-00002a01.gslb.pphosted.com, mxb-00002a01.gslb.pphosted.com","auth120.ns.uu.net, auth111.ns.uu.net","v=spf1 include:spf-00002a01.pphosted.com ip4:66.48.80.97  ~all, MS=ms28425173",,,,,,
[x],wuftp.westernunion.com,66.218.160.52,,,NOERROR,,,,,,,,,
[x],wugateway1.westernunion.com,66.218.160.224,,,NOERROR,,,,,,,,,
[x],wugateway1pi.westernunion.com,66.218.160.114,,,NOERROR,,,,,,,,,
[x],wugateway1uat.westernunion.com,66.218.160.205,,,NOERROR,,,,,,,,,
[x],wugateway2uat.westernunion.com,66.218.160.206,,,NOERROR,,,,,,,,,
[x],wujira-dev.westernunion.com,66.218.161.20,,,NOERROR,,,,,,,,,
[x],wumobility.westernunion.com,65.162.175.11,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],wumt.westernunion.com,"66.218.160.63, 66.218.170.17",,,NOERROR,,,,,,,,,
[x],wunt.westernunion.com,"104.126.37.160, 104.126.37.145","wunt.westernunion.com.edgekey.net, e78559.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],wuomniconnectrs.westernunion.com,66.218.160.250,,,NOERROR,,,,,,,,,
[x],wupartnerstatus.westernunion.com,"66.218.161.24, 66.218.170.93",,,NOERROR,,,,,,,,,
[x],wupay.api.westernunion.com,"92.123.12.135, 92.123.12.177","wupay.api.westernunion.com.edgekey.net, e80382.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],wupayci.westernunion.com,"66.218.170.87, 66.218.160.87",,,NOERROR,,,,,,,,,
[x],wupaymentservice.westernunion.com,"66.218.170.92, 66.218.161.23",,,NOERROR,,,,,,,,,
[x],wupayuatrs.westernunion.com,66.218.160.69,,,NOERROR,,,,,,,,,
[x],wuph4.westernunion.it,195.66.75.212,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],wupos-tablet-rom1.westernunion.com,66.218.160.37,,,NOERROR,,,,,,,,,
[x],wupos-tablet-uat1.westernunion.com,66.218.160.4,,,NOERROR,,,,,,,,,
[x],wupos-tablet.westernunion.com,66.218.160.90,,,NOERROR,,,,,,,,,
[x],wupos-tablet1.westernunion.com,66.218.160.91,,,NOERROR,,,,,,,,,
[x],wupos-tablet2-uat1.westernunion.com,66.218.161.77,,,NOERROR,,,,,,,,,
[x],wupos-tabletc.westernunion.com,66.218.160.90,,,NOERROR,,,,,,,,,
[x],wupos-tabletp.westernunion.com,66.218.170.30,,,NOERROR,,,,,,,,,
[x],wupos-tabletp1.westernunion.com,66.218.170.31,,,NOERROR,,,,,,,,,
[x],wupos2.westernunion.com,,,,NOERROR,,,,,,,,,
[x],wupos2c.westernunion.com,66.218.160.93,,,NOERROR,,,,,,,,,
[x],wupos2lb.westernunion.com,23.42.207.106,"wupos2lb.westernunion.com.edgekey.net, e9592.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],wupos2lbc.westernunion.com,23.46.116.220,"wupos2lbc.westernunion.com.edgekey.net, e9592.cd.akamaiedge.net","n0cd.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],wupos2p.westernunion.com,66.218.170.33,,,NOERROR,,,,,,,,,
[x],wuposci.westernunion.com,,,,NOERROR,,,,,,,,,
[x],wuposlb-tablet.westernunion.com,23.212.212.104,"wuposlb-tablet.westernunion.com.edgekey.net, e9592.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],wuposlb.westernunion.com,23.2.233.54,"wuposlb.westernunion.com.edgekey.net, e9592.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],wuposlbc.westernunion.com,23.46.116.220,"wuposlbc.westernunion.com.edgekey.net, e9592.cd.akamaiedge.net","n0cd.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],wuposlbclqa1.westernunion.com,104.81.224.36,"wuposlbclqa1.westernunion.com.edgekey.net, e9551.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],wuposlbrom-tablet.westernunion.com,104.81.118.68,"wuposlbrom-tablet.westernunion.com.edgekey.net, e9592.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],wuposlbw.westernunion.com,23.212.212.104,"wuposlb.westernunion.com.edgekey.net, e9592.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],wuposlbwc.westernunion.com,23.64.233.173,"wuposlbc.westernunion.com.edgekey.net, e9592.cd.akamaiedge.net","n0cd.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],wuposlbwrom.westernunion.com,23.212.212.104,"wuposlbwrom.westernunion.com.edgekey.net, e9592.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],wuposlbwuat.westernunion.com,23.212.212.81,"wuposlbwuat.westernunion.com.edgekey.net, e9551.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],wuposperf.westernunion.com,66.218.160.5,,,NOERROR,,,,,,,,,
[x],wuposrom2.westernunion.com,66.218.160.39,,,NOERROR,,,,,,,,,
[x],wuposrs1.westernunion.com,66.218.160.76,,,NOERROR,,,,,,,,,
[x],wupossso.westernunion.com,"66.218.170.36, 66.218.160.96",,,NOERROR,,,,,,,,,
[x],wupostabletfiatuat.westernunion.com,,,,NOERROR,,,,,,,,,
[x],wuposuat1.westernunion.com,66.218.160.8,,,NOERROR,,,,,,,,,
[x],wuposuat2.westernunion.com,66.218.160.9,,,NOERROR,,,,,,,,,
[x],wuposuatsb.westernunion.com,66.218.160.12,,,NOERROR,,,,,,,,,
[x],wuposuatsso.westernunion.com,66.218.160.13,,,NOERROR,,,,,,,,,
[x],wuqf.westernunion.com,"66.218.161.88, 66.218.171.88",,,NOERROR,,,,,,,,,
[x],wuqfuat.westernunion.com,66.218.161.89,,,NOERROR,,,,,,,,,
[x],wuservice.westernunion.com,162.223.232.61,,"ns1.responsys.net, hostmaster.responsys.com",NOERROR,imh.rsys5.net,"ns1.responsys.net, ns2.responsys.net","google-site-verification=vaGtG-9OLVqXruZuPey3G1W-PjZ9FbkheqR6SkEhz7o, v=spf1 ip4:12.130.136.0/22 ip4:12.130.153.0/24 ip4:12.130.154.0/24 ip4:199.7.200.0/21 ip4:12.130.135.0/24 ip4:162.223.236.0/22 ip4:129.145.68.0/22 ip4:129.145.66.0/23 -all",,,,,,
[x],wushop-preprod.westernunion.com,"104.126.37.145, 104.126.37.160","wushop-preprod.westernunion.com.edgekey.net, e78559.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],wushop-test.westernunion.com,"80.239.137.145, 80.239.137.161","wushop-test.westernunion.com.edgekey.net, e78559.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],wushop.westernunion.com,"80.239.137.145, 80.239.137.161","wushop.westernunion.com.edgekey.net, e78559.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],www.business.westernunion.ca,206.201.227.12,"business.westernunion.customhouse.com, origin.business.westernunion.com",,NOERROR,,,,,,,,,
