new,host,a,aaaa,cname,soa,status_code,cdn,cdn-name,ns,mx,txt,has_internal_ips,internal_ips,caa
,master.central-a.kube.dev.databricks.com,52.27.214.253,,,"ns-1860.awsdns-40.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,material.corp.databricks.com,34.117.134.4,,lifesaver-sl7j5yzi.on.stellarite.io,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
,microsites-qa.databricks.com,,"2620:12a:8000::4, 2620:12a:8001::4",,"ns1.databricks.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,microsites-stage.databricks.com,23.185.0.4,"2620:12a:8000::4, 2620:12a:8001::4",,"ns1.databricks.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,microsites.databricks.com,23.185.0.3,"2620:12a:8001::3, 2620:12a:8000::3",,"ns1.databricks.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,myql.databricks.com,,,,"ns1.databricks.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,mysql.databricks.com,,,,"ns1.databricks.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,mysql.spark-summit.org,208.113.241.38,,,"ns-229.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,mysql.staging.spark-summit.org,208.113.241.38,,,"ns-229.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,nbs.formulaone.dev.cloud.databricks.com,"96.16.54.171, 96.16.54.123",,"nbs.formulaone.dev.cloud.databricks.com.edgekey.net, e28192.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
,nibr-dev.cloud.databricks.com,"95.101.74.146, 95.101.74.163","2a02:26f0:c900:9::5f65:4a92, 2a02:26f0:c900:9::5f65:4aa3","nibr-dev.cloud.databricks.com.edgekey.net, e28192.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
,notification-api.bse.corp.databricks.com,"18.221.58.239, 3.15.119.250, 3.15.120.255",,dff409ce-default-notificat-01a7-1094904956.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,notification-api.dev.bse.corp.databricks.com,"52.12.229.178, 44.240.109.139, 52.26.101.62",,,"ns-1277.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/default/notification-api",,,
,notification-api.stg.bse.corp.databricks.com,"34.212.220.235, 54.185.193.179, 54.187.192.232",,,"ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/default/notification-api",,,
,novartis-prod.cloud.databricks.com,3.236.24.246,,"dbc-67a72554-618d.cloud.databricks.com, ec2-3-236-24-246.compute-1.amazonaws.com","dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,
,novartisd42dev.cloud.databricks.com,"95.101.74.163, 95.101.74.146","2a02:26f0:c900:9::5f65:4a92, 2a02:26f0:c900:9::5f65:4aa3","novartisd42dev.cloud.databricks.com.edgekey.net, e28192.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
,ns1.databricks.com,205.251.197.6,2600:9000:5305:600::1,,"ns1.databricks.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,ns2.databricks.com,205.251.192.124,2600:9000:5300:7c00::1,,"ns1.databricks.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,ns3.databricks.com,205.251.198.201,2600:9000:5306:c900::1,,"ns1.databricks.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,ns4.databricks.com,205.251.195.219,2600:9000:5303:db00::1,,"ns1.databricks.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,o1.sg.m.databricks.com,149.72.169.248,,,"ns1.databricks.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,o2.sg.t.databricks.com,167.89.111.95,,,"ns1.databricks.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,office-headcount-api.dev.bse.corp.databricks.com,,,,"ns-1277.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/default/office-headcount-api",,,
,ok.databricks.com,,,,"ns1.databricks.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,okta-event-hook-api.dev.bse.corp.databricks.com,"44.239.172.216, 52.41.190.94, 35.166.19.204",,,"ns-1277.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/default/okta-event-hook-api",,,
,opentable.databricks.com,,,"opentable.cloud.databricks.com, dbc-c074d642-72fd.cloud.databricks.com, ec2-54-191-214-175.us-west-2.compute.amazonaws.com","dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,
,osquery.corp.databricks.com,35.227.175.55,,,"ns-347.awsdns-43.com, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
,pagerduty-api.dev.bse.corp.databricks.com,"44.237.180.136, 44.236.254.227, 52.40.211.85",,,"ns-1277.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/default/pagerduty-api",,,
,pages.databricks.com,"104.17.71.206, 104.17.74.206, 104.17.73.206, 104.17.70.206, 104.17.72.206",,"databricksinc.mktoweb.com, ab27.mktossl.com","bart.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,partner-academy.databricks.com,"18.208.39.163, 100.24.157.224",,"databricks.docebosaas.com, us-c.docebopaas.com","ns-572.awsdns-07.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,partnermarketing.databricks.com,,,,"ns1.databricks.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,partners.databricks.com,"85.222.140.10, 85.222.140.11, 85.222.140.13",,"partners.databricks.com.00d61000000jgc4eag.live.siteforce.com, n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
,partnertraining.databricks.com,,,,"ns1.databricks.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,pci-cuscal-datalake-au.cloud.databricks.com,"2.17.100.218, 2.17.100.153","2a02:26f0:ab00::5c7a:d70b, 2a02:26f0:ab00::5c7a:d71a","pci-cuscal-datalake-au.cloud.databricks.com.edgekey.net, e28192.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
,pci.cloud.databricks.com,"2.17.100.153, 2.17.100.218","2a02:26f0:ab00::5c7a:d70b, 2a02:26f0:ab00::5c7a:d71a","pci.cloud.databricks.com-v2.edgekey.net, e28192.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
,perf-app-backend.dev.bse.corp.databricks.com,,,,"ns-1277.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/default/perf-app-backend",,,
,perf-app-backend.stg.bse.corp.databricks.com,"35.80.255.119, 52.32.182.49, 54.148.36.152",,,"ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/default/perf-app-backend",,,
,perf-app.bse.corp.databricks.com,"52.37.97.196, 54.186.159.196, 34.218.160.13",,,"ns-754.awsdns-30.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/default/perf-app-front",,,
,perf-app.dev.bse.corp.databricks.com,"54.68.22.11, 52.13.90.136, 52.34.145.29",,,"ns-1277.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/default/perf-app-front",,,
,perf-app.stg.bse.corp.databricks.com,"52.39.68.85, 52.34.180.125, 44.237.14.87",,,"ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/default/perf-app-front",,,
,perf.dev.databricks.com,35.165.110.125,,a8c8f7258e2d84930b53705214eb2e9c-12100beffdc5c5b4.elb.us-west-2.amazonaws.com,"ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,pgg11o.hubspot.databricks.com,54.174.52.10,,,"ns-147.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,platform.sec.databricks.com,"54.186.145.219, 52.35.207.169",,dveuve-platform-security-docs-808362006.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,preferences.databricks.com,"52.222.139.121, 52.222.139.26, 52.222.139.53, 52.222.139.94",,databricks.datagrail.io,"ns-1714.awsdns-22.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,prism.dev-sec.databricks.com,"52.32.180.80, 52.35.58.195",,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1119.awsdns-11.org, ns-1752.awsdns-27.co.uk, ns-309.awsdns-38.com, ns-879.awsdns-45.net",,,,,
,prod-delphi.cloud.databricks.com,"2.17.100.218, 2.17.100.153","2a02:26f0:ab00::5c7a:d71a, 2a02:26f0:ab00::5c7a:d70b","prod-delphi.cloud.databricks.com.edgekey.net, e28192.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
,prod-sec.databricks.com,,,,"ns-267.awsdns-33.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1493.awsdns-58.org, ns-1912.awsdns-47.co.uk, ns-267.awsdns-33.com, ns-705.awsdns-24.net",,,,,
,prodigy.cloud.databricks.com,,,"dbc-f60a397b-b770.cloud.databricks.com, oregon.cloud.databricks.com, oregon-migration.cloud.databricks.com, us-west-2a.a89b3c627d423471389d6ada5c3311b4-f09b129745548506.elb.us-west-2.amazonaws.com","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,prpreview.dev.databricks.com,,,,"ns-1860.awsdns-40.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,radius-us.corp.databricks.com,10.30.5.149,,,"ns-347.awsdns-43.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,10.30.5.149,
,redash-demo.dev.databricks.com,,,,"ns-1860.awsdns-40.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,redash.dev.databricks.com,,,,"ns-1860.awsdns-40.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,redirect.cloud.databricks.com,"34.215.10.241, 52.42.75.148, 54.187.217.140",,a2b7c021e7cce11e9866102d0d247633-522442819.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,register.databricks.com,,,,"ns1.databricks.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sandbox.databricks.com,"80.239.150.56, 80.239.150.11",,"sandbox.databricks.com.edgekey.net, e25359.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
,sec.databricks.com,,,,"ns-1221.awsdns-24.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1221.awsdns-24.org, ns-171.awsdns-21.com, ns-2040.awsdns-63.co.uk, ns-693.awsdns-22.net",,,,,
,sentry-azure-koreacentral.dev.databricks.com,20.41.91.47,,,"ns-1860.awsdns-40.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,azure,,,,,,
,sentry-azure-westus.dev.databricks.com,13.91.134.25,,,"ns-1860.awsdns-40.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,azure,,,,,,
,sentry.cloud.databricks.com,"52.33.110.6, 54.200.4.5",,ae3aefabb134d11e88bd102dcff35762-26869872.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,server1.spark-summit.org,66.198.247.149,,,"ns-229.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sh1.formulaone.cloud.databricks.com,"95.101.74.163, 95.101.74.146","2a02:26f0:c900:9::5f65:4aa3, 2a02:26f0:c900:9::5f65:4a92","sh1.formulaone.cloud.databricks.com.edgekey.net, e28192.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
,sh1.formulaone.dev.cloud.databricks.com,"88.221.24.129, 88.221.24.42","2a02:26f0:b200::58dd:194b, 2a02:26f0:b200::58dd:1913","sh1.formulaone.dev.cloud.databricks.com.edgekey.net, e28192.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
,sh1.formulaone.qa.cloud.databricks.com,"2.20.143.72, 2.20.143.90","2a02:26f0:9200::211:6b80, 2a02:26f0:9200::58dd:53c1","sh1.formulaone.qa.cloud.databricks.com.edgekey.net, e28192.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
,sharing.delta.io,"52.12.201.135, 54.200.37.183",,deltasharingserverlb-464576585.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,signin.databricks.com,,,"databricks.customdomains.okta.com, ok-crtr-tls1-nlb-36253386bec48ce6.elb.us-east-1.amazonaws.com","edns5.ultradns.com, hostmaster.okta.com, ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,signup.cloud.mrkt.databricks.com,"44.240.90.228, 15.254.18.72",,awseb-awseb-4rnb3xjxfezb-705984950.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,signup.dev-nk.mrkt.databricks.com,"44.239.234.212, 34.216.212.76",,awseb-awseb-160uwzeqldiao-1388655476.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1475.awsdns-56.org, ns-1769.awsdns-29.co.uk, ns-332.awsdns-41.com, ns-560.awsdns-06.net",,,,,
,signup.dev.mrkt.databricks.com,,,awseb-awseb-wg5w3q6933py-1742463963.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,slack-api.bse.corp.databricks.com,"3.131.11.126, 3.13.102.17, 3.13.5.29",,dff409ce-default-slackapi-4dba-505337270.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,slack-api.dev.bse.corp.databricks.com,"52.89.217.218, 35.83.155.75, 54.149.40.230",,,"ns-1277.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/default/slack-api",,,
,slack-escalate.bse.corp.databricks.com,"3.141.206.60, 18.190.5.25, 3.13.143.194",,dff409ce-default-slackesca-dcb1-1536500205.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,slack-escalate.dev.bse.corp.databricks.com,,,,"ns-1277.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/default/slack-escalate",,,
,slack-im.bse.corp.databricks.com,"3.13.32.93, 3.18.39.145, 3.18.166.140",,dff409ce-default-slackim-c7c0-55146993.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,slack-im.dev.bse.corp.databricks.com,"52.89.160.244, 34.209.202.115, 34.218.169.218",,,"ns-1277.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1277.awsdns-31.org, ns-2019.awsdns-60.co.uk, ns-236.awsdns-29.com, ns-551.awsdns-04.net",,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/default/slack-im",,,
,slack-sla.dev.bse.corp.databricks.com,"52.40.153.147, 54.213.114.216, 44.239.22.172",,,"ns-1277.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/default/slack-sla",,,
,slack-summon.bse.corp.databricks.com,"3.131.240.28, 3.136.249.8, 3.138.223.66",,dff409ce-default-slacksumm-f96e-1559537955.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,slack-summon.dev.bse.corp.databricks.com,"44.238.231.180, 54.70.160.172, 44.240.169.254",,,"ns-1277.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/default/slack-summon",,,
,sonar.dev.databricks.com,"52.10.83.229, 52.41.218.70",,a0fe37c7d3c6c11e994ec021266e83dc-233057154.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sourcemaps.dev.databricks.com,"65.9.55.65, 65.9.55.128, 65.9.55.51, 65.9.55.102",,d1awjnxc86xvf.cloudfront.net,"ns-98.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-98.awsdns-12.com, ns-1136.awsdns-14.org, ns-2028.awsdns-61.co.uk, ns-839.awsdns-40.net",,,,,
,spark-internal.test.databricks.com,"34.209.35.137, 44.241.252.88, 54.188.53.37",,,"ns-1317.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,spark-portal.org,192.237.224.60,2001:4801:7901:0:c5ce:526c:0:1a,,"ns-1455.awsdns-53.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1455.awsdns-53.org, ns-185.awsdns-23.com, ns-1895.awsdns-44.co.uk, ns-568.awsdns-07.net",,v=spf1 -all,,,
,spark-summit.com,"52.218.212.251, 52.92.149.11, 52.218.234.178, 52.218.233.106, 52.218.232.75, 52.92.194.75, 52.92.144.211, 52.92.208.3",,,"ns-179.awsdns-22.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-2038.awsdns-62.co.uk, ns-932.awsdns-52.net, ns-179.awsdns-22.com, ns-1512.awsdns-61.org",,,,,
,spark-summit.org,23.185.0.2,"2620:12a:8000::2, 2620:12a:8001::2",,"ns-229.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-229.awsdns-28.com, ns-803.awsdns-36.net, ns-1094.awsdns-08.org, ns-1928.awsdns-49.co.uk","aspmx2.googlemail.com, aspmx3.googlemail.com, aspmx4.googlemail.com, aspmx5.googlemail.com, aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com",95dh91pzvj109cc62h83xp5qhw8v22y5,,,
,spark.test.databricks.com,52.32.98.33,,,"ns-1317.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sparkhub.databricks.com,23.185.0.2,"2620:12a:8000::2, 2620:12a:8001::2",,"ns1.databricks.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,src.dev.databricks.com,"44.240.102.162, 35.162.224.25, 34.223.228.19",,k8s-default-sourcegr-db72c4430c-232886834.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,ssh.databricks.com,,,,"ns1.databricks.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,ssh.staging.spark-summit.org,23.185.0.2,,staging.spark-summit.org,"ns-229.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,stage.databricks.com,,,stage.databricks.com.cdn.cloudflare.net,,NOERROR,True,cloudflare,,,,,,
,staging.cloud.databricks.com,,,,"ns-1019.awsdns-63.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1019.awsdns-63.net, ns-1161.awsdns-17.org, ns-1585.awsdns-06.co.uk, ns-291.awsdns-36.com",,v=spf1 include:_spf.google.com include:mail.zendesk.com include:amazonses.com ~all,,,
,staging.databricks.com,,,,"ns-1159.awsdns-16.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1159.awsdns-16.org, ns-2039.awsdns-62.co.uk, ns-372.awsdns-46.com, ns-590.awsdns-09.net",,,,,
,staging.spark-summit.org,23.185.0.2,,,"ns-229.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,staging1.databricks.com,208.113.241.38,,,"ns1.databricks.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,staging2.databricks.com,208.113.241.38,,,"ns1.databricks.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,staging3.databricks.com,208.113.241.38,,,"ns1.databricks.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,status.databricks.com,"108.157.214.66, 108.157.214.110, 108.157.214.98, 108.157.214.83","2600:9000:2334:e600:9:e268:5b40:93a1, 2600:9000:2334:c800:9:e268:5b40:93a1, 2600:9000:2334:7200:9:e268:5b40:93a1, 2600:9000:2334:9c00:9:e268:5b40:93a1, 2600:9000:2334:ce00:9:e268:5b40:93a1, 2600:9000:2334:4e00:9:e268:5b40:93a1, 2600:9000:2334:9600:9:e268:5b40:93a1, 2600:9000:2334:2c00:9:e268:5b40:93a1","225061142382163.hostedstatus.com, d26b7947m0xunh.cloudfront.net","ns-872.awsdns-45.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1456.awsdns-54.org, ns-1895.awsdns-44.co.uk, ns-872.awsdns-45.net, ns-120.awsdns-15.com",,,,,
,status.gcp.databricks.com,"13.226.153.5, 13.226.153.83, 13.226.153.36, 13.226.153.127","2600:9000:2182:4a00:2:d8cb:9b80:93a1, 2600:9000:2182:ea00:2:d8cb:9b80:93a1, 2600:9000:2182:8000:2:d8cb:9b80:93a1, 2600:9000:2182:3200:2:d8cb:9b80:93a1, 2600:9000:2182:da00:2:d8cb:9b80:93a1, 2600:9000:2182:3400:2:d8cb:9b80:93a1, 2600:9000:2182:3600:2:d8cb:9b80:93a1, 2600:9000:2182:ba00:2:d8cb:9b80:93a1","408382423793515.hostedstatus.com, d22qdmds3ii6b2.cloudfront.net","ns-538.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1506.awsdns-60.org, ns-1938.awsdns-50.co.uk, ns-447.awsdns-55.com, ns-538.awsdns-03.net",,,,,
,status.temp.databricks.com,"18.154.227.15, 18.154.227.108, 18.154.227.58, 18.154.227.47, 205.251.193.191, 205.251.194.26, 205.251.197.226, 205.251.199.146","2600:9000:2501:600:2:d8cb:9b80:93a1, 2600:9000:2501:ea00:2:d8cb:9b80:93a1, 2600:9000:2501:8c00:2:d8cb:9b80:93a1, 2600:9000:2501:1200:2:d8cb:9b80:93a1, 2600:9000:2501:be00:2:d8cb:9b80:93a1, 2600:9000:2501:c600:2:d8cb:9b80:93a1, 2600:9000:2501:da00:2:d8cb:9b80:93a1, 2600:9000:2501:9a00:2:d8cb:9b80:93a1","408382423793515.hostedstatus.com, d22qdmds3ii6b2.cloudfront.net","ns-538.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1506.awsdns-60.org, ns-1938.awsdns-50.co.uk, ns-447.awsdns-55.com, ns-538.awsdns-03.net",,,,,
,student.cloud.databricks.com,44.234.192.47,,"oregon.cloud.databricks.com, oregon-migration.cloud.databricks.com, us-west-2a.a89b3c627d423471389d6ada5c3311b4-f09b129745548506.elb.us-west-2.amazonaws.com","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,summit.databricks.com,,,summit.cloud.databricks.com,"ns-120.awsdns-15.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,support.databricks.com,"85.222.140.13, 85.222.140.11, 85.222.140.10",,"support.databricks.com.00d61000000jgc4eag.live.siteforce.com, 1p.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,
,supporthub-azure-admin.databricks.com,52.149.197.228,,,"ns1.databricks.com, awsdns-hostmaster.amazon.com",NOERROR,True,azure,,,,,,
,supporthub-azure-qa-admin.databricks.com,52.149.197.228,,,"ns1.databricks.com, awsdns-hostmaster.amazon.com",NOERROR,True,azure,,,,,,
,supporthub-azure-qa.databricks.com,52.149.197.228,,,"ns1.databricks.com, awsdns-hostmaster.amazon.com",NOERROR,True,azure,,,,,,
,supporthub-dev-admin.databricks.com,20.188.95.25,,,"ns1.databricks.com, awsdns-hostmaster.amazon.com",NOERROR,True,azure,,,,,,
,supporthub-uat-admin.databricks.com,20.188.95.25,,,"ns1.databricks.com, awsdns-hostmaster.amazon.com",NOERROR,True,azure,,,,,,
,supporthub-uat.databricks.com,20.188.95.25,,,"ns1.databricks.com, awsdns-hostmaster.amazon.com",NOERROR,True,azure,,,,,,
,supporthub.databricks.com,20.188.95.25,,,"ns1.databricks.com, awsdns-hostmaster.amazon.com",NOERROR,True,azure,,,,,,
,tele.dev.databricks.com,,,,"ns-1860.awsdns-40.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,teleport-aws.dev.databricks.com,,,,"ns-1860.awsdns-40.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,teleport.dev.databricks.com,,,,"ns-1860.awsdns-40.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,temp.corp.databricks.com,"35.85.102.52, 34.218.111.14",,temp-corp-databricks-com-1735525317.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,test-web.databricks.com,,,,"ns1.databricks.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,test.databricks.com,104.130.111.153,,,"ns-1317.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-126.awsdns-15.com, ns-1317.awsdns-36.org, ns-2042.awsdns-63.co.uk, ns-692.awsdns-22.net",,,,,
,test.dev.databricks.com,44.238.187.36,,"dbc-4d430f4d-662b.dev.databricks.com, oregon.dev.databricks.com, afe918d561e5c410d9cd71cfd4f8fcb2-ffd68668a240d536.elb.us-west-2.amazonaws.com","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,tft-staging.databricks.com,,,,"ns1.databricks.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,ticketmaster.cloud.databricks.com,"95.101.74.146, 95.101.74.163","2a02:26f0:c900:9::5f65:4a92, 2a02:26f0:c900:9::5f65:4aa3","ticketmaster.cloud.databricks.com.edgekey.net, e28192.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
,tinder.cloud.databricks.com,,,dbc-5eeff934-fdcf.cloud.databricks.com,"ns-120.awsdns-15.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
