new,host,a,cname,soa,status_code,mx,ns,cdn,cdn-name,txt,has_internal_ips,internal_ips,aaaa,caa
[x],assets.fidelity.com,"23.37.226.81, 23.53.43.137","assets.fidelity.com.edgekey.net, e69395.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],assetsxq2.fidelity.com,"62.115.252.59, 80.239.137.152","assetsxq2.fidelity.com.edgekey.net, e125051.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],atbt-oma1.atbtnews.fidelity.com,155.199.72.91,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],atbt-oma2.atbtnews.fidelity.com,155.199.88.91,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],atbt-rtp.atbtnews.fidelity.com,155.199.206.91,atbtnews-rtp.fidelity.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],atbtnews-uat.atbtnews.fidelity.com,"88.221.24.17, 88.221.24.89","atbtnews-uat.atbtnews.fidelity.com.edgekey.net, e88871.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],atbtnews-uat.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],atbtnews.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],atbtnews.iws.fidelity.com,155.199.18.88,,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,,,,,,,,,
[x],atccfprod.fisc.fidelity.com,"155.199.88.118, 155.199.40.35, 155.199.72.119, 155.199.204.114",,,NOERROR,,,,,,,,,
[x],atccfxq1.fidelity.com,"23.53.43.91, 23.53.42.243","atccfxq1.fidelity.com.edgekey.net, e95009.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],atim-port.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],atim.iws.fidelity.com,"155.199.90.35, 155.199.42.35, 155.199.206.35, 155.199.74.35",,,NOERROR,,,,,,,,,
[x],atlas-test-cert.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],atlas-testcert8san8.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],atp.fidelity.com,"84.53.175.18, 88.221.25.146","atp.fidelity.com.edgesuite.net, a630.q.akamai.net","n0q.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],atpsrvrcqa.fidelity.com,155.199.173.93,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],atpsrvrxq1.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],atpsrvrxq2.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],atpsrvrxq3.fidelity.com,155.199.173.12,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],atpxq2.fidelity.com,"95.101.111.12, 95.101.111.14","atpxq2.fidelity.com.edgekey.net, e96534.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],attorneyfinder-qa.fidelity.com,69.84.134.233,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],attorneyfinder-uat.fidelity.com,69.84.134.234,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],attorneyfinder.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],atwtest301.fidelity.com,192.223.201.233,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],autocomplete.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],autocompletexq1.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],autocompletexq2.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],autocompletexq2web.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],aw008.c.fidelity.com,,,"ns-1084.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,inbound-smtp.us-east-1.amazonaws.com,"ns-1084.awsdns-07.org, ns-251.awsdns-31.com, ns-1895.awsdns-44.co.uk, ns-605.awsdns-11.net",,,,,,,
[x],axway-np.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],axway-oma.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],axway-rtp.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],azuretest.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],balenginertp010.fidelity.com,192.223.136.202,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],bates.fidelity.com,"2.16.241.140, 2.16.241.157","bates.fidelity.com.edgekey.net, e72088.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],bates.retail.fidelity.com,155.199.32.31,,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,,,,,,,,,
[x],batesdit1.fidelity.com,,"batesdit1.fidelity.com.edgekey.net, e132073.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],batesxq2.fidelity.com,"2.16.187.121, 2.16.187.136","batesxq2.fidelity.com.edgekey.net, e127083.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],batesxq2web.fidelity.com,155.199.93.183,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],bcanalytics-acp.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],bcanalytics-dev.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],bcanalytics-int.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],bcanalytics-oma.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],bcanalytics-perf.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],bcanalytics-rtp.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],bcanalytics.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],benefits.fidelity.com,"2.16.187.160, 2.16.187.8","benefits.fidelity.com.edgekey.net, e95165.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],benefits301.fidelity.com,192.223.219.29,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],benefits401.fidelity.com,192.223.228.29,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],betanbcqa.fidelity.com,"95.101.74.161, 95.101.74.147","betanbcqa.fidelity.com.edgekey.net, e132073.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],betanbcqaweb.fidelity.com,155.199.92.62,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],betanbcua.fidelity.com,155.199.92.136,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],bgip45exp0.fidelity.com,192.223.187.143,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],billpay.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,"reply.mkt4621.com, mail4024.mkt4621.com, mail5112.mkt5710.com, mail5113.mkt5711.com",,,,v=spf1 ip4:208.85.49.177 ip4:208.85.49.215 ip4:208.85.49.25 ip4:74.121.52.1 -all,,,,
[x],billpay101.fidelity.com,192.223.255.241,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],billpaymentxq1.fidelity.com,"2.16.241.140, 2.16.241.149","billpaymentxq1.fidelity.com.edgekey.net, e127083.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],bipdccfw01.fidelity.com,192.223.185.210,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],bipdccfw17snat40.fidelity.com,155.199.9.12,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],bipdccfw20.fidelity.com,155.199.24.134,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],bipmkofw01.fidelity.com,192.223.181.210,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],bipmkofw14snat40.fidelity.com,155.199.128.12,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],bipmkofw17snat40.fidelity.com,155.199.129.12,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],bipmrofw01.fidelity.com,"192.223.196.101, 192.223.195.98",,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],bot0-qa.fidelity.com,192.223.245.73,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],boundless.fidelity.com,"104.126.37.144, 104.126.37.170","boundless.fidelity.com.edgekey.net, e93611.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],brokeragexq1.fidelity.com,"184.86.251.11, 184.86.251.21","brokeragexq1.fidelity.com.edgekey.net, e96534.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],brokeragexq2.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],buildingfutures301.fidelity.com,192.223.219.30,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],c29xqammk01.fidelity.com,192.223.204.50,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],c2l.fidelity.com,63.251.167.156,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],c2ltest.fidelity.com,63.251.167.153,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],cajaxq1.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],cajaxq2.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],calcsuite.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],capcqa.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],capitalmarketsdcc.fidelity.com,155.199.16.42,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],capitalmarketsdev.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],capitalmarketsdit.fidelity.com,"95.101.74.150, 95.101.74.134","capitalmarketsdit.fidelity.com.edgekey.net, e83077.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],capitalmarketsmko.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],capitalmarketsoma.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],capitalmarketsoma2.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],capitalmarketsrit.fidelity.com,"104.70.121.185, 104.70.121.211","capitalmarketsrit.fidelity.com.edgekey.net, e98331.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],capitalmarketsrtp.fidelity.com,155.199.204.42,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],capitalmarketsxqa.fidelity.com,"96.16.54.177, 96.16.54.194","capitalmarketsxqa.fidelity.com.edgekey.net, e72793.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],careers.fidelity.com,155.199.18.26,jobs1.iws.fidelity.com,,NOERROR,,,,,,,,,
[x],cashmgmt.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],cashmgmtxq1.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],cashmgmtxq2.fidelity.com,"2.23.209.169, 2.23.209.170","cashmgmtxq2.fidelity.com.edgekey.net, e96534.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],cashmgmtxq2web.fidelity.com,155.199.93.184,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],ccw-bg.fidelity.com,,ccw-bg.internal.fidelity.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],ccw-nb.fidelity.com,,ccw-nb.internal.fidelity.com,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],ccw-nbcua.fidelity.com,10.241.44.15,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,True,10.241.44.15,,
[x],ccw-part.fidelity.com,10.93.121.225,ccw-part.pwi.fidelity.com,,NOERROR,,,,,,True,10.93.121.225,,
[x],ccwnbhi.fidelity.com,10.93.121.228,ccwnbhi.pwi.fidelity.com,,NOERROR,,,,,,True,10.93.121.228,,
[x],ccwnbhi.retail.fidelity.com,"155.199.80.139, 155.199.152.139, 155.199.40.139",,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,,,,,,,,,
[x],cdsmgr300.fidelity.com,192.223.181.188,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],cdsmgr400.fidelity.com,192.223.188.35,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],certactionrepository.iws.fidelity.com,155.199.206.129,,,NOERROR,,,,,,,,,
[x],certseal.fidelity.com,"2.16.187.99, 2.16.187.147","certseal.fidelity.com.edgekey.net, e38057.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],certsocks.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],cesg.fidelity.com,"95.101.74.152, 95.101.74.132","cesg.fidelity.com.edgekey.net, e95165.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],cesg.retail.fidelity.com,155.199.64.65,,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,,,,,,,,,
[x],cesgcqa.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],cesgxq1.fidelity.com,"184.86.251.13, 184.86.251.29","cesgxq1.fidelity.com.edgekey.net, e132073.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],cesgxq2.fidelity.com,"2.23.209.169, 2.23.209.170","cesgxq2.fidelity.com.edgekey.net, e96534.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],cesgxq3.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],cetraining.fidelity.com,"104.126.37.160, 104.126.37.171","cetraining.fidelity.com.edgekey.net, e63660.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],cetrainingoma1xq1.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],cetrainingoma2xq1.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],cetrainingrtpxq1.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],cetrainingxq1.fidelity.com,155.199.93.90,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],cfa.fidelity.com,91.235.133.67,h-fidelity.online-metrix.net,"pdns249.ultradns.com, dns.jomax.net",NOERROR,,,,,,,,,
[x],cfa.xq1.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],cfa.xq2.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],cfaxdev2.fidelity.com,91.235.133.67,h-fidelity.online-metrix.net,"pdns249.ultradns.com, dns.jomax.net",NOERROR,,,,,,,,,
[x],cfaxq1.fidelity.com,91.235.133.67,h-fidelity.online-metrix.net,"pdns249.ultradns.com, dns.jomax.net",NOERROR,,,,,,,,,
[x],cgfgcxq1.iws.fidelity.com,155.199.206.95,,,NOERROR,,,,,,,,,
[x],cgsfep-euw1.wsdp-xpac.aw012.c.fidelity.com,"34.251.199.165, 34.253.17.98",,"ns-1582.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cgsnws-e1.wsdp-xfac.aw012.c.fidelity.com,"18.207.171.137, 3.83.7.186",,"ns-1582.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1132.awsdns-13.org, ns-1582.awsdns-05.co.uk, ns-166.awsdns-20.com, ns-839.awsdns-40.net",,,,,,,
[x],cgspcs-e1.wsdp-xfac.aw012.c.fidelity.com,"34.197.159.201, 100.26.117.201",,"ns-1582.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cgspps-e1.wsdp-xfac.aw012.c.fidelity.com,"3.224.176.116, 3.214.66.104",,"ns-1582.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cgspps-e2.wsdp-cqa.aw012.c.fidelity.com,"3.143.73.7, 3.20.119.183",,"ns-1582.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cgswps-e1.wsdp-xfac.aw012.c.fidelity.com,"34.205.245.77, 52.86.22.82",,"ns-1582.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],charitablegift.fidelity.com,"23.53.42.105, 23.53.42.129","charitablegift.fidelity.com.edgekey.net, e80688.g.akamaiedge.net","n0g.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],chat.fidelity.com,"62.115.252.33, 62.115.252.10","chat.fidelity.com.edgekey.net, e72088.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],chatxq2.fidelity.com,"2.16.241.140, 2.16.241.149","chatxq2.fidelity.com.edgekey.net, e127083.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],checkscan.fidelity.com,"155.199.64.66, 155.199.80.66, 155.199.193.159",checkscan.retail.fidelity.com,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,,,,,,,,,
[x],checkscan.retail.fidelity.com,"155.199.193.159, 155.199.80.66, 155.199.64.66",,"gtm-fwus301.fidelity.com, hostmaster.gtm-fwus301.fidelity.com",NOERROR,,,,,,,,,
[x],checkscanxq1.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],checkscanxq2.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],checkscanxq3.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],china.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],citrixvpn-chn2.fidelity.com,103.26.73.78,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],citrixvpn-man.fisc.fidelity.com,103.26.72.14,,,NOERROR,,,,,,,,,
[x],citrixvpn-oma11.fidelity.com,192.223.241.37,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],citrixvpn-oma12.fidelity.com,192.223.241.40,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],citrixvpn-oma22.fidelity.com,192.223.242.42,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],citrixvpn-oma23.fidelity.com,192.223.242.44,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],citrixvpn-rtp11.fidelity.com,192.223.136.123,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],citrixvpn-rtp12.fidelity.com,192.223.136.51,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],citrixvpn-rtp21.fidelity.com,192.223.236.118,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],citrixvpn-rtp22.fidelity.com,192.223.236.121,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],citrixvpn-rtp23.fidelity.com,192.223.236.120,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],citrixvpn.fidelity.com,192.223.136.51,citrixvpn.fisc.fidelity.com,,NOERROR,,,,,,,,,
[x],citrixvpn.fisc.fidelity.com,192.223.236.118,,,NOERROR,,,,,,,,,
[x],clearingcanada.fidelity.com,"2.23.97.234, 2.23.97.235","advisor.fidelity.com.edgekey.net, e74709.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],clearingcanadadcc.fidelity.com,155.199.18.237,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],clearingcanadamko.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],clearingcanadaoma.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],clearingcanadartp.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],clearingcanadaxqa.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],clearingcustody.fidelity.com,"2.23.97.235, 2.23.97.234","advisor.fidelity.com.edgekey.net, e74709.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],clearingcustodyoma2.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],clearingcustodyxqa.fidelity.com,"104.126.37.179, 104.126.37.154","clearingcustodyxqa.fidelity.com.edgekey.net, e72793.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],click.communications.institutional.fidelity.com,13.111.177.110,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],clientcommunity.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],clix.fidelity.com,"2.23.209.152, 2.23.209.162","clix.fidelity.com.edgekey.net, e127873.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],clixxq1.fidelity.com,"104.126.37.146, 104.126.37.171","clixxq1.fidelity.com.edgekey.net, e113605.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],cloudfrontdbsuat.aw073.c.fidelity.com,"18.154.63.42, 18.154.63.4, 18.154.63.125, 18.154.63.78",dzfp7gpm9pyxe.cloudfront.net,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1817.awsdns-35.co.uk, ns-331.awsdns-41.com, ns-586.awsdns-09.net, ns-1453.awsdns-53.org",True,cloudfront,,,,,
[x],cloudfrontuatcloud.aw037.c.fidelity.com,"52.222.214.5, 52.222.214.99, 52.222.214.73, 52.222.214.113",,"ns-1019.awsdns-63.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,
[x],cloudide.fidelity.com,52.54.137.4,ec2-52-54-137-4.compute-1.amazonaws.com,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,
[x],cobra.fidelity.com,"2.16.181.65, 2.20.132.3","cobra.fidelity.com.edgekey.net, e63660.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],cognitive-qa1.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],cognitive.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],cognitivexq1.fidelity.com,,,"a8-64.akam.net, fwis.fmr.com",NOERROR,fidelity-com.mail.protection.outlook.com,,,,,,,,
[x],communications.clearingcustody.fidelity.com,13.111.41.101,,"a8-64.akam.net, fwis.fmr.com",NOERROR,,,,,,,,,
[x],communications.institutional.fidelity.com,68.232.204.104,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,inbound-reply.s4.exacttarget.com,"ns2.exacttarget.com, ns4.exacttarget.com, ns3.exacttarget.com, ns1.exacttarget.com",,,"google-site-verification=wXEOvVeyWofAuv-R1Dlt2nWpMW52WvH79kagJ2QeIXE, v=spf1 include:cust-spf.exacttarget.com -all, spf2.0/pra include:cust-senderid.exacttarget.com -all",,,,
[x],communications1.iws.fidelity.com,155.199.42.209,,,NOERROR,,,,,,,,,
[x],communicationsxq2.fidelity.com,"104.126.37.129, 104.126.37.178","communicationsxq2.fidelity.com.edgekey.net, e125051.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
