new,host,a,aaaa,cname,soa,status_code,cdn,cdn-name,mx,txt,ns,caa,has_internal_ips,internal_ips
[x],np-spt-datahub.costco.com,104.212.67.92,2620:1ec:27::cafe:1761,"np-spt-datahub-dashboard-cterhbbghsdsa5ch.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, global-entry-fb-afdthirdparty-unicast-first.trafficmanager.net, stor3.msedge.net, gva30r3a.msedge.net, part-0017.t-0009.fdv2-t-msedge.net, los30r3.msedge.net, muc30r3a.msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.msedge.net",NOERROR,,,,,,,,
[x],npbpmlogin.costco.com,"2.20.132.120, 2.20.132.140",,"npbpmlogin-costco.verify.ibm.com, us01b.dc.ice.ibmcloud.com, us01b.dc.ice.ibmcloud.com.edgekey.net, e15492.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],npicg1.costco.com,20.51.92.84,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,
[x],npicg2.costco.com,20.51.92.88,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,
[x],ns1.costco.com,170.167.104.2,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ns2.costco.com,170.167.4.2,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],okanogan.ehub.np.costco.com,20.80.202.6,,,"appnsa01223p01.costco.com, admincontact.costco.com",NOERROR,,,,,,,,
[x],olympic.ehub.costco.com,52.254.28.5,,,"a9-66.akam.net, hostmaster.edgekey.net",NOERROR,True,azure,,,,,,
[x],oms2spt.costco.com,170.167.48.200,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],online.costco.ca,"52.36.173.12, 34.210.132.119",,response.wc07.net,,NOERROR,,,,,,,,
[x],operations.costco.com,"52.36.173.12, 34.210.132.119",,response.wc07.net,"ns1.whatcounts.com, hostmaster.wc07.net",NOERROR,,,bounce.whatcounts.com,"v=spf1 ip4:207.170.245.128/25 ip4:74.203.48.0/23 ip4:74.203.57.0/24 ip4:174.46.206.0/23 ip4:209.49.182.1/23 ip4:66.238.238.0/24,  ip4:209.49.12.0/24 ip4:67.90.142.0/24 ip4:54.68.98.211 a mx ~all",,,,
[x],order-sameday.costco.ca,"104.18.0.87, 104.18.1.87","2606:4700::6812:157, 2606:4700::6812:57","costcoca-onecart.instacart.ca, costcoca-onecart.pbis-cf.instacart.com","ivan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,"molly.ns.cloudflare.com, ivan.ns.cloudflare.com",,,
[x],order-sameday.costco.com,"104.18.25.107, 104.18.24.107, 108.162.193.120, 172.64.33.120, 173.245.59.120, 108.162.192.205, 172.64.32.205, 173.245.58.205","2606:4700::6812:186b, 2606:4700::6812:196b, 2606:4700:58::adf5:3b78, 2803:f800:50::6ca2:c178, 2a06:98c1:50::ac40:2178, 2606:4700:50::adf5:3acd, 2803:f800:50::6ca2:c0cd, 2a06:98c1:50::ac40:20cd","order-sameday.instacart.com, costco-onecart.pbis-cf.instacart.com","ivan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,"molly.ns.cloudflare.com, ivan.ns.cloudflare.com",,,
[x],order-sameday.costcobusinessdelivery.com,"104.18.5.156, 104.18.4.156","2606:4700::6812:49c, 2606:4700::6812:59c","costcobusinesscenter-onecart.instacart.com, costcobusinesscenter-onecart.pbis-cf.instacart.com","ivan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,"ivan.ns.cloudflare.com, molly.ns.cloudflare.com",,,
[x],origin-api.costco.com,170.167.117.101,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-bd-perf.costco.ca,170.167.118.68,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-bd-perf.costco.com,170.167.118.67,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-bd-vdev5.costco.ca,170.167.63.68,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-bd-vdev5.costco.com,170.167.63.67,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-bd-vqa1.costco.ca,170.167.63.84,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-bd-vqa1.costco.com,170.167.63.83,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-bd-vqa2.costco.ca,170.167.63.102,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-bd-vqa3.costco.ca,170.167.63.116,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-bd-vqa3.costco.com,170.167.63.115,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-bd-vqa6.costco.ca,170.167.63.228,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-bd-vqa6.costco.com,170.167.63.227,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-perf.api.costco.com,170.167.118.91,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-perf.costco.ca,170.167.118.65,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-vdev1.costco.com,170.167.63.2,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-vdev2.costco.ca,170.167.63.16,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-vdev2.costco.com,170.167.63.17,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-vdev4.costco.ca,170.167.63.48,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-vdev5.costco.ca,,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-vdev5.costco.com,170.167.63.65,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-vdev7.costco.ca,170.167.63.208,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-vdev7.costco.com,170.167.63.209,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-vqa1.costco.ca,170.167.63.80,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-vqa1.costco.com,170.167.63.81,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-vqa2.api.costco.com,170.167.63.103,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-vqa2.costco.com,170.167.63.97,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-vqa3.costco.ca,170.167.63.112,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-vqa4.costco.ca,170.167.63.128,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-vqa5.costco.ca,170.167.63.144,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-vqa5.costco.com,170.167.63.145,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-vqa6.costco.ca,170.167.63.224,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-vqa6.costco.com,170.167.63.225,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-vqa8.costco.com,170.167.63.248,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-vqa9.costco.com,170.167.63.218,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin-vuat1.costco.ca,170.167.63.160,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin.baliblinds-qa.costco.com,69.129.253.151,,uat-member.baliblinds.com,"NS83.WORLDNIC.com, namehost.WORLDNIC.com",NOERROR,,,,,,,,
[x],origin.baliblinds.costco.ca,69.129.253.153,,member.baliblinds.ca,"ns47.domaincontrol.com, dns.jomax.net",NOERROR,,,,,,,,
[x],origin.baliblinds.costco.com,69.129.253.153,,member.baliblinds.com,"NS83.WORLDNIC.com, namehost.WORLDNIC.com",NOERROR,,,,,,,,
[x],origin.contacts.costco.com,12.11.215.31,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin.costco.com,170.167.117.11,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin.costcobusinesscentre.ca,170.167.117.41,,,"appnsa01223p02.costco.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,
[x],origin.costcobusinessdelivery.com,170.167.117.31,,,"appnsa01094p01.costco.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,
[x],origin.cpsia-qa.costco.com,40.112.243.7,,"cpsia-nonprod.azurewebsites.net, waws-prod-bay-139.sip.azurewebsites.windows.net, waws-prod-bay-139.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
[x],origin.eyeglasses-qa.costco.com,20.49.104.14,,"costco-optical-qa.azurewebsites.net, waws-prod-blu-213.sip.azurewebsites.windows.net, waws-prod-blu-213-85fe.eastus.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
[x],origin.glasses.costco.com,"13.107.226.45, 13.107.253.45","2620:1ec:4e:1::45, 2620:1ec:4f:1::45","ecommcostcousp2fde-hfcbcvd3hrdmczfr.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, global-entry-fb-afdthirdparty-unicast-first.trafficmanager.net, par02r3a.msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.fb-t-msedge.net, ns1.msedge.net",NOERROR,,,,,,,,
[x],origin.storelocator-geocode-perf.costco.com,20.42.128.107,,"storelocator-geocode-westus.azurewebsites.net, waws-prod-mwh-091.sip.azurewebsites.windows.net, waws-prod-mwh-091-6d51.westus2.cloudapp.azure.com","ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
[x],origin.storelocator-geocode-prod.costco.com,20.115.232.7,,"storelocator-geocode-prod-westus2.azurewebsites.net, waws-prod-mwh-097.sip.azurewebsites.windows.net, waws-prod-mwh-097-2898.westus2.cloudapp.azure.com","ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
[x],origin.storelocator-geocode-qa.costco.com,20.115.232.7,,"storelocator-geocode-qa-westus2.azurewebsites.net, waws-prod-mwh-097.sip.azurewebsites.windows.net, waws-prod-mwh-097-2898.westus2.cloudapp.azure.com","ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
[x],origin2-bd-perf.costco.ca,,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin2-bd-perf.costco.com,170.167.118.71,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin2-perf.costco.ca,170.167.118.69,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin2-perf.costco.com,170.167.118.70,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin2.costco.ca,170.167.117.22,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin2.costcobusinesscentre.ca,170.167.117.42,,,"appnsa01223p02.costco.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,
[x],origin2.costcobusinessdelivery.com,170.167.117.30,,,"appnsa01094p01.costco.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,
[x],origin3.costco.ca,170.167.117.23,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin3.costco.com,170.167.117.13,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin4.costco.ca,170.167.117.24,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],origin4.costco.com,170.167.117.14,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],pftest.logistics.costco.com,20.69.127.48,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],pftestbusiness.logistics.costco.com,20.69.127.48,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],prdedfdatalake.costco.com,52.250.87.0,,"prdedfdatalake623e.trafficmanager.net, prdedfdatalakeuswe02.costco.com","a1-116.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,
[x],preprod-tires.costco.ca,"23.47.144.150, 23.47.144.139",,"preprod-tires.costco.ca.edgekey.net, e68349.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],preprod-tires.costco.com,"2.19.173.170, 2.19.173.144",,"preprod-tires.costco.com.edgekey.net, e68349.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],privacy.costco.com,149.96.16.41,,costcoprivacy.service-now.com,"edns140.ultradns.com, root.service-now.com",NOERROR,,,,,,letsencrypt.org,,
[x],productsupport.costco.com,"3.14.45.254, 3.138.164.253, 3.140.60.251",,"costcocustomer.likewize.support, xfinity-customer-lb-2043774257.us-east-2.elb.amazonaws.com","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],qatedfdatalake.costco.com,,,"adtedfdatalake623e.trafficmanager.net, adtedfdatalakeuswe02.costco.com","a1-116.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,
[x],qvc.costco.com,12.110.92.145,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],rd.costco.com,170.225.96.216,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],reinject-wdc.costco.com,170.167.103.2,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],remoteaccessqdc.costco.com,170.167.5.19,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],restad.costco.com,170.167.55.201,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],restsp.costco.com,170.167.55.205,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,MS=ms53163355,,,,
[x],rx-perf.costco.com,"173.222.106.155, 173.222.106.194",,"rx-perf.costco.com.edgekey.net, e68349.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],rx-vqa2.costco.com,"173.222.106.194, 173.222.106.155",,"rx-vqa2.costco.com.edgekey.net, e68349.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],rx-vqa3.costco.com,"92.122.215.41, 92.122.215.18",,"rx-vqa3.costco.com.edgekey.net, e68349.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],rxcustomerservice.costco.com,130.35.230.160,,rxcostco.custhelp.com,"dnsmasterac01.rightnowtech.com, root.rightnowtech.com",NOERROR,True,oracle,,,,,,
[x],sameday.costco.ca,"104.18.7.55, 104.18.6.55","2606:4700::6812:637, 2606:4700::6812:737","web-prd-cca.unataops.com, prd.cca.cf.enterprise.instacart.com","celeste.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,"celeste.ns.cloudflare.com, duke.ns.cloudflare.com",,,
[x],sameday.costco.com,"104.18.17.17, 104.18.16.17, 108.162.193.110, 172.64.33.110, 173.245.59.110, 108.162.194.7, 162.159.38.7, 172.64.34.7","2606:4700::6812:1111, 2606:4700::6812:1011, 2606:4700:58::adf5:3b6e, 2803:f800:50::6ca2:c16e, 2a06:98c1:50::ac40:216e, 2606:4700:50::a29f:2607, 2803:f800:50::6ca2:c207, 2a06:98c1:50::ac40:2207","prd-cus-platform-master-web.unataops.com, prd.cus.cf.enterprise.instacart.com","celeste.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,"celeste.ns.cloudflare.com, duke.ns.cloudflare.com",,,
[x],sameday.costcobusinessdelivery.com,"188.114.98.229, 188.114.99.229","2a06:98c1:3123:e000::5, 2a06:98c1:3122:e000::5","prd-cbc-platform-master-web.unataops.com, prd.cbc.cf.enterprise.instacart.com","celeste.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,"duke.ns.cloudflare.com, celeste.ns.cloudflare.com",,,
[x],sapanalytics.costco.com,170.167.103.202,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],sb-rest-adt.np.costco.com,,,,"appnsa01223p01.costco.com, admincontact.costco.com",NOERROR,,,,MS=ms10601986,,,,
[x],sb-rest-qat.np.costco.com,,,,"appnsa01223p01.costco.com, admincontact.costco.com",NOERROR,,,,,,,,
[x],search-bd-perf.costco.ca,"96.16.54.130, 96.16.54.121",,"search-bd-perf.costco.ca.edgekey.net, e68349.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],search-bd-perf.costco.com,"92.122.215.18, 92.122.215.41",,"search-bd-perf.costco.com.edgekey.net, e68349.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],search-bd-qa.costco.ca,"2.16.181.72, 2.16.181.66",,"search-bd-qa.costco.ca.edgekey.net, e68349.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],search-bd-qa.costco.com,,,"search-bd-qa.costco.com.edgekey.net, e68349.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],search-dev.costco.ca,"23.47.144.139, 23.47.144.150",,"search-dev.costco.ca.edgekey.net, e68349.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],search-dev.costco.com,"2.16.181.72, 2.16.181.66",,"search-dev.costco.com.edgekey.net, e68349.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],search-perf.costco.ca,"95.100.104.24, 95.100.104.14",,"search-perf.costco.ca.edgekey.net, e68349.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],search-perf.costco.com,"2.19.173.144, 2.19.173.170",,"search-perf.costco.com.edgekey.net, e68349.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],search-qa.costco.ca,"173.222.106.155, 173.222.106.194",,"search-qa.costco.ca.edgekey.net, e68349.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],search-qa.costco.com,"62.115.252.64, 62.115.252.32",,"search-qa.costco.com.edgekey.net, e68349.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],search-qa2.costco.ca,"173.222.106.155, 173.222.106.194",,"search-qa2.costco.ca.edgekey.net, e68349.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],search-qa2.costco.com,"173.222.106.194, 173.222.106.155",,"search-qa2.costco.com.edgekey.net, e68349.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],search-qa3.costco.ca,"104.110.240.161, 104.110.240.152",,"search-qa3.costco.ca.edgekey.net, e68349.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],search.costco.ca,,,"search.costco.ca.edgekey.net, e9783.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],search.costcobusinessdelivery.com,104.103.65.86,,"search.costcobusinessdelivery.com.edgekey.net, e9783.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],securefile.costco.com,170.167.102.198,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],securefileqac-sso.costco.com,52.86.149.106,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],securemail.costco.com,148.163.158.49,,pe-001f9d01.gslb.pphosted.com,"ns-sc4.proofpoint.com, ops.proofpoint.com",NOERROR,,,,,,,,
[x],services.costco.com,"34.210.132.119, 52.36.173.12",,response.wc07.net,"ns1.whatcounts.com, hostmaster.wc07.net",NOERROR,,,bounce.whatcounts.com,"v=spf1 ip4:207.170.245.128/25 ip4:74.203.48.0/23 ip4:74.203.57.0/24 ip4:174.46.206.0/23 ip4:209.49.182.1/23 ip4:66.238.238.0/24,  ip4:209.49.12.0/24 ip4:67.90.142.0/24 ip4:54.68.98.211 a mx ~all",,,,
[x],sfx-temporary.costco.com,170.167.102.193,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],sfx1.costco.com,170.167.102.193,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],sfxc.costco.com,18.233.131.160,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],sfxpp.costco.com,170.167.102.200,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],sfxqa.costco.com,,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],sfxqac.costco.com,52.86.149.106,,costcost-ppr-mft.axwaycloud.com,"ns-867.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],shop-sameday.costco.ca,"104.18.6.55, 104.18.7.55","2606:4700::6812:637, 2606:4700::6812:737","web-prd-cca.unataops.com, prd.cca.cf.enterprise.instacart.com","celeste.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,"duke.ns.cloudflare.com, celeste.ns.cloudflare.com",,,
[x],shop-sameday.costco.com,"104.18.16.225, 104.18.17.225","2606:4700::6812:11e1, 2606:4700::6812:10e1","shop-sameday.instacart.com, shop-sameday.pbis-cf.instacart.com","ivan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,"molly.ns.cloudflare.com, ivan.ns.cloudflare.com",,,
[x],shopcardmanager-preprod.costco.ca,"13.107.237.45, 13.107.238.45","2620:1ec:4e:1::45, 2620:1ec:4f:1::45","sogicanonprodappservices.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, global-entry-fb-afdthirdparty-unicast-first.trafficmanager.net, rom30r3a.msedge.net, stor3.msedge.net","ns1.msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,,,,,,,,
[x],shopcardmanager.costco.ca,40.90.65.2,2620:1ec:27::cafe:1834,"sogicaprodappservices.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0016.t-0009.fb-t-msedge.net, global-entry-fb-afdthirdparty-unicast-first.trafficmanager.net, tlv30r3a.msedge.net","ns1.msedge.net, msnhst.microsoft.com",NOERROR,,,,,,,,
[x],signin-qaui.costco.com,"95.100.104.16, 95.100.104.17",,"signin-qaui.costco.com.edgekey.net, e106516.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],signin-spt.costco.com,"23.12.147.22, 23.12.147.44",,"signin-spt.costco.com.edgekey.net, e106516.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],signin-ui.costco.com,"173.222.106.153, 173.222.106.163",,"signin-ui.costco.com.edgekey.net, e131372.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],signin.costco.ca,"95.101.111.166, 95.101.111.169",,"signin.costco.ca.edgekey.net, e131372.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],signin.costco.com,"95.101.111.169, 95.101.111.166",,"signin.costco.com.edgekey.net, e131372.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],smartforms-adt1.costco.com,13.66.138.99,,"ix-costco-nonprod3.trafficmanager.net, ix-costco-nonprod3.azurewebsites.net, waws-prod-mwh-035.sip.azurewebsites.windows.net, waws-prod-mwh-035.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
[x],smartforms-adt2.costco.com,13.66.138.97,,"ix-costco-nonprod.trafficmanager.net, ix-costco-nonprod.azurewebsites.net, waws-prod-mwh-031.sip.azurewebsites.windows.net, waws-prod-mwh-031.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
[x],smartforms-spt-train.costco.com,40.112.243.59,,"traf-costco-test-core-002.trafficmanager.net, app-costco-test-core-003.azurewebsites.net, waws-prod-bay-183.sip.azurewebsites.windows.net, waws-prod-bay-183-2ad7.westus.cloudapp.azure.com","ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
[x],smartforms-test.costco.com,52.183.82.125,,"ix-costco-nonprod2.trafficmanager.net, ix-costco-nonprod2.azurewebsites.net, waws-prod-mwh-009.sip.azurewebsites.windows.net, waws-prod-mwh-009.westus2.cloudapp.azure.com","ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
[x],smartforms.costco.com,13.66.231.217,,"ix-costco-prod.trafficmanager.net, ix-costco-prod.azurewebsites.net, waws-prod-mwh-025.sip.azurewebsites.windows.net, waws-prod-mwh-025.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
[x],smetrics.costco.ca,"63.140.62.164, 63.140.62.160, 63.140.62.135",,costco.ca.102.122.2o7.net,"ns201.adobe.net, dnsadmin.omniture.com",NOERROR,,,,,,,,
[x],smetrics.costco.com,"63.140.62.135, 63.140.62.160, 63.140.62.164",,costco.com.ssl.sc.omtrdc.net,"ns201.adobe.net, hostmaster.adobe.com",NOERROR,,,,,,,,
[x],smetrics.costcobusinesscentre.ca,"63.140.62.135, 63.140.62.164, 63.140.62.160",,costcobusinesscentre.ca.data.adobedc.net,"ns201.adobe.net, hostmaster.adobe.com",NOERROR,,,,,,,,
[x],smetrics.costcobusinessdelivery.com,,,costcobusinessdelivery.com.data.adobedc.net,"ns201.adobe.net, hostmaster.adobe.com",NOERROR,,,,,,,,
