new,host,a,aaaa,cname,soa,status_code,cdn,cdn-name,mx,txt,ns,caa,has_internal_ips,internal_ips
[x],media-cdn.costco.ca,51.81.49.107,,costco-adbutler.com,"ns-781.awsdns-33.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1145.awsdns-15.org, ns-1889.awsdns-44.co.uk, ns-781.awsdns-33.net, ns-8.awsdns-01.com","letsencrypt.org, sectigo.com, digicert.com",,
[x],media-cdn.costco.com,51.222.11.142,,cloud-cdn.co,"ns-179.awsdns-22.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"letsencrypt.org, sectigo.com, digicert.com",,
[x],media-perf-sip.costco.com,,,,,NOERROR,,,,,,,,
[x],membership.costco.com,"52.36.173.12, 34.210.132.119",,response.wc07.net,"ns1.whatcounts.com, hostmaster.wc07.net",NOERROR,,,bounce.whatcounts.com,"v=spf1 ip4:207.170.245.128/25 ip4:74.203.48.0/23 ip4:74.203.57.0/24 ip4:174.46.206.0/23 ip4:209.49.182.1/23 ip4:66.238.238.0/24,  ip4:209.49.12.0/24 ip4:67.90.142.0/24 ip4:54.68.98.211 a mx ~all",,,,
[x],memejour.costco.ca,"18.66.97.53, 18.66.97.85, 18.66.97.50, 18.66.97.41",,pbi2.instacart.com,"ns-589.awsdns-09.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],metrics.costcobusinesscentre.ca,"63.140.62.160, 63.140.62.164, 63.140.62.135",,costcobusinesscentre.ca.sc.omtrdc.net,"ns201.adobe.net, hostmaster.adobe.com",NOERROR,,,,,,,,
[x],mftc.costco.com.costco.com,170.167.102.199,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mobilecontent-qa.costco.com,"104.110.240.152, 104.110.240.161",,"mobilecontent-qa.costco.com.edgekey.net, e68349.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mobilecontent.costco.com,92.123.217.28,,"mobilecontent.costco.com.edgekey.net, e9783.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mobility.costco.ca,13.64.72.100,,"sputnik-prod1.trafficmanager.net, sputnik-prod-westus1-pip1.westus.cloudapp.azure.com","ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
[x],mta01.online.costco.com,"173.226.200.26, 170.167.117.65, 173.226.200.121, 170.167.117.67, 170.167.117.64, 173.226.200.120, 170.167.117.34, 170.167.117.66, 173.226.200.20, 170.167.117.32, 170.167.117.33, 170.167.117.35",,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v10.online.costco.com,173.226.200.26,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v11.online.costco.com,173.226.200.27,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v13.online.costco.com,173.226.200.29,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v14.online.costco.com,173.226.200.30,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v15.online.costco.com,173.226.200.31,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v16.online.costco.com,173.226.200.32,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v17.online.costco.com,173.226.200.33,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v19.online.costco.com,173.226.200.35,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v20.online.costco.com,173.226.200.36,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v21.online.costco.com,173.226.200.37,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v24.online.costco.com,173.226.200.40,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v25.online.costco.com,173.226.200.41,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v26.online.costco.com,173.226.200.42,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v29.online.costco.com,173.226.200.45,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v32.online.costco.com,173.226.200.48,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v33.online.costco.com,173.226.200.49,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v34.online.costco.com,173.226.200.50,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v35.online.costco.com,173.226.200.51,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v36.online.costco.com,173.226.200.52,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v37.online.costco.com,173.226.200.53,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v38.online.costco.com,173.226.200.54,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v39.online.costco.com,173.226.200.55,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v40.online.costco.com,173.226.200.56,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v42.online.costco.com,173.226.200.58,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v43.online.costco.com,173.226.200.59,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v45.online.costco.com,173.226.200.61,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v46.online.costco.com,173.226.200.62,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v47.online.costco.com,173.226.200.63,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v49.online.costco.com,173.226.200.65,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v50.online.costco.com,173.226.200.66,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v53.online.costco.com,173.226.200.69,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v6.online.costco.com,173.226.200.22,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v7.online.costco.com,173.226.200.23,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta01v9.online.costco.com,173.226.200.25,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta02.online.costco.com,173.226.200.70,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta02v24.online.costco.com,173.226.200.71,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta02v25.online.costco.com,173.226.200.72,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta02v28.online.costco.com,173.226.200.75,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta02v29.online.costco.com,173.226.200.76,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta02v31.online.costco.com,173.226.200.78,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta02v37.online.costco.com,173.226.200.84,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta02v38.online.costco.com,173.226.200.85,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta02v40.online.costco.com,173.226.200.87,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta02v43.online.costco.com,173.226.200.90,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta02v44.online.costco.com,173.226.200.91,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta02v45.online.costco.com,173.226.200.92,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta02v46.online.costco.com,173.226.200.93,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta02v47.online.costco.com,173.226.200.94,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta02v48.online.costco.com,173.226.200.95,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta02v52.online.costco.com,173.226.200.99,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta02v53.online.costco.com,173.226.200.100,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta02v54.online.costco.com,173.226.200.101,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta02v56.online.costco.com,173.226.200.103,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta02v57.online.costco.com,173.226.200.104,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta02v58.online.costco.com,173.226.200.105,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta02v59.online.costco.com,173.226.200.106,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta02v61.online.costco.com,173.226.200.108,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta02v63.online.costco.com,173.226.200.110,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta02v68.online.costco.com,173.226.200.115,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta02v70.online.costco.com,173.226.200.117,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta02v72.online.costco.com,173.226.200.119,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v42.online.costco.com,173.226.200.123,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v43.online.costco.com,173.226.200.124,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v44.online.costco.com,173.226.200.125,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v45.online.costco.com,173.226.200.126,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v46.online.costco.com,173.226.200.127,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v47.online.costco.com,173.226.200.128,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v48.online.costco.com,,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v49.online.costco.com,173.226.200.130,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v50.online.costco.com,173.226.200.131,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v52.online.costco.com,173.226.200.133,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v53.online.costco.com,173.226.200.134,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v55.online.costco.com,173.226.200.136,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v59.online.costco.com,,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v60.online.costco.com,173.226.200.141,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v62.online.costco.com,173.226.200.143,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v64.online.costco.com,173.226.200.145,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v65.online.costco.com,173.226.200.146,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v66.online.costco.com,173.226.200.147,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v67.online.costco.com,173.226.200.148,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v68.online.costco.com,173.226.200.149,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v69.online.costco.com,173.226.200.150,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v70.online.costco.com,173.226.200.151,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v72.online.costco.com,173.226.200.153,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v73.online.costco.com,173.226.200.154,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v74.online.costco.com,173.226.200.155,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v77.online.costco.com,173.226.200.158,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v78.online.costco.com,173.226.200.159,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v79.online.costco.com,173.226.200.160,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v80.online.costco.com,173.226.200.161,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v81.online.costco.com,173.226.200.162,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v82.online.costco.com,173.226.200.163,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v84.online.costco.com,173.226.200.165,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v85.online.costco.com,173.226.200.166,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v86.online.costco.com,173.226.200.167,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta03v88.online.costco.com,173.226.200.169,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta11v1.online.costco.com,67.90.142.193,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta11v10.online.costco.com,67.90.142.202,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta11v3.online.costco.com,67.90.142.195,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta11v5.online.costco.com,67.90.142.197,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta11v6.online.costco.com,67.90.142.198,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta11v7.online.costco.com,67.90.142.199,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta11v8.online.costco.com,67.90.142.200,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta12v10.online.costco.com,67.90.142.212,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta12v4.online.costco.com,67.90.142.206,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta12v5.online.costco.com,,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta12v7.online.costco.com,67.90.142.209,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta12v9.online.costco.com,67.90.142.211,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta13v1.online.costco.com,67.90.142.213,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta13v10.online.costco.com,67.90.142.222,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta13v2.online.costco.com,67.90.142.214,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta13v3.online.costco.com,67.90.142.215,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta13v4.online.costco.com,67.90.142.216,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta13v6.online.costco.com,67.90.142.218,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta13v7.online.costco.com,67.90.142.219,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta14v1.online.costco.com,67.90.142.223,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta14v10.online.costco.com,67.90.142.232,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta14v2.online.costco.com,67.90.142.224,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta14v3.online.costco.com,,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta14v7.online.costco.com,67.90.142.229,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta14v8.online.costco.com,67.90.142.230,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta15v1.online.costco.com,67.90.142.233,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta15v10.online.costco.com,67.90.142.242,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta15v2.online.costco.com,67.90.142.234,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta15v4.online.costco.com,67.90.142.236,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta15v5.online.costco.com,67.90.142.237,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta15v8.online.costco.com,,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta15v9.online.costco.com,67.90.142.241,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta16v1.online.costco.com,67.90.142.243,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta16v10.online.costco.com,67.90.142.252,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta16v2.online.costco.com,67.90.142.244,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta16v3.online.costco.com,67.90.142.245,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta16v4.online.costco.com,67.90.142.246,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta16v5.online.costco.com,67.90.142.247,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta16v6.online.costco.com,67.90.142.248,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta16v7.online.costco.com,67.90.142.249,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta16v8.online.costco.com,67.90.142.250,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mta16v9.online.costco.com,67.90.142.251,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],my-bd-perf.costco.com,"2.16.181.66, 2.16.181.72","2a02:26f0:1700:11::b856:678c, 2a02:26f0:1700:11::b856:678b","my-bd-perf.costco.com.edgekey.net, e68349.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],my-bd-vqa3.costco.ca,"95.100.104.14, 95.100.104.24",,"my-bd-vqa3.costco.ca.edgekey.net, e68349.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],my-bd-vqa5.costco.ca,"23.47.144.150, 23.47.144.139","2600:1408:7400::6006:2a68, 2600:1408:7400::6006:2a30","my-bd-vqa5.costco.ca.edgekey.net, e68349.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],my-perf.costco.ca,"173.222.106.155, 173.222.106.194","2a02:26f0:3500:18::1724:a289, 2a02:26f0:3500:18::1724:a285","my-perf.costco.ca.edgekey.net, e68349.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],my-perf.costco.com,"95.101.111.162, 95.101.111.176","2a02:26f0:480:d::210:f15c, 2a02:26f0:480:d::210:f150","my-perf.costco.com.edgekey.net, e68349.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],my-vdevint2.costco.ca,170.167.63.16,,origin-my-vdev2.costco.ca,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],my-vdevint2.costco.com,170.167.63.17,,origin-my-vdev2.costco.com,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],my-vdevint4.costco.ca,172.24.121.48,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,True,172.24.121.48
[x],my-vdevint5.costco.ca,170.167.63.64,,origin-my-vdev5.costco.ca,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],my-vdevint5.costco.com,170.167.63.65,,origin-my-vdev5.costco.com,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],my-vqa1.costco.ca,170.167.63.80,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],my-vqa1.costco.com,170.167.63.81,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],my-vqa11.costco.com,"2.16.241.144, 2.16.241.153",,"my-vqa11.costco.com.edgekey.net, e68349.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],my-vqa12.costco.com,"95.101.111.176, 95.101.111.162",,"my-vqa12.costco.com.edgekey.net, e68349.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],my-vqa2.costco.ca,"23.12.147.12, 23.12.147.6","2600:1408:7400::6006:2a68, 2600:1408:7400::6006:2a30","my-vqa2.costco.ca.edgekey.net, e68349.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],my-vqa3.costco.com,"23.12.147.12, 23.12.147.6","2600:1408:7400::6006:2a30, 2600:1408:7400::6006:2a68","my-vqa3.costco.com.edgekey.net, e68349.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],my-vqa4.costco.ca,170.167.63.128,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],my-vqa4.costco.com,170.167.63.129,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],my-vqa7.costco.com,"104.126.37.129, 104.126.37.153",,"my-vqa7.costco.com.edgekey.net, e68349.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],my-vqa8.costco.com,"173.222.106.194, 173.222.106.155","2a02:26f0:3500:18::1724:a289, 2a02:26f0:3500:18::1724:a285","my-vqa8.costco.com.edgekey.net, e68349.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],my-vqa9.costco.ca,"2.23.7.25, 2.23.7.35","2a02:26f0:1700:11::b856:678c, 2a02:26f0:1700:11::b856:678b","my-vqa9.costco.ca.edgekey.net, e68349.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],my-vqa9.costco.com,"92.122.215.18, 92.122.215.41","2a02:26f0:c900:9::5f65:4a91, 2a02:26f0:c900:9::5f65:4a96","my-vqa9.costco.com.edgekey.net, e68349.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],my-vuat1.costco.ca,170.167.63.160,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],my-vuat1.costco.com,170.167.63.161,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],my-vuat2.costco.ca,170.167.63.176,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],my-vuat2.costco.com,170.167.63.177,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],my.costco.ca,92.123.217.28,,"my.costco.ca.edgekey.net, e9783.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],my.costcobusinessdelivery.com,23.213.165.107,"2a02:26f0:1700:797::2637, 2a02:26f0:1700:793::2637","my.costcobusinessdelivery.com.edgekey.net, e9783.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],mycostcoaccount.costco.com,138.91.225.40,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,
[x],notifystage.costco.com,170.167.107.2,,,"a1-116.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],np-adt-datahub.costco.com,,"2620:1ec:4e:1::67, 2620:1ec:4f:1::67","np-adt-datahub-dashboard-d8e7ftg7ehbmgdgg.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0039.t-0009.fdv2-t-msedge.net, part-0039.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0039.t-0009.fb-t-msedge.net, global-entry-fb-afdthirdparty-unicast-first.trafficmanager.net, rba30r3b.msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.msedge.net",NOERROR,,,,,,,,
[x],np-qat-datahub.costco.com,"13.107.237.45, 13.107.238.45","2620:1ec:4e:1::45, 2620:1ec:4f:1::45","np-qat-datahub-dashboard-cafzh7bvfzfjfhbh.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, global-entry-fb-afdthirdparty-unicast-first.trafficmanager.net, fra31r3b.msedge.net, los30r3.msedge.net, muc30r3a.msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.msedge.net, ns1.fdv2-t-msedge.net",NOERROR,,,,,,,,
