input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,tech_,lines,failed,cdn,csp_domains_,location,final_url,chain_status_codes_,tls_expired
paytm.com,"Paytm: Secure & Fast UPI Payments, Recharge Mobile & Pay Bills",200,367531,paytm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-04T00:00:00Z,2023-07-07T23:59:59Z,"CN=*.paytm.com, O=one 97 communications ltd, L=Noida, ST=Uttar Pradesh, C=IN",*.paytm.com,one 97 communications ltd,paytm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,303f960b7964909c8ebc755c41220e6b,53142cfb7e46082639614946ae52e1599dc47d53a6ebb0b897dd277c7404924e,True,ctls,paytm.com,cloudflare,443,https://paytm.com:443,https,cloudflare,text/html,GET,172.65.64.50,/,2112833525,Node.js,286,False,True,,,,,
paytmbank.com,Paytm Payments Bank,200,21180,www.paytmbank.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-06-21T00:00:00Z,2023-06-21T23:59:59Z,"CN=*.paytmbank.com, O=Paytm Payments Bank Ltd, L=New Delhi, ST=Delhi, C=IN",*.paytmbank.com,Paytm Payments Bank Ltd,paytmbank.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,76dded5db9da527df8cc4dfc61849f71,0b24641a8a098679d13143f35149a5c9bd2f41f39f191b211b915601427f7e71,True,ctls,www.paytmbank.com,,443,https://paytmbank.com:443,https,nginx,text/html,GET,52.66.156.218,/,-569054987,Nginx,449,False,,,,https://www.paytmbank.com/,200,
paytmcaller-eapi.mypaytm.com,,503,,paytmcaller-eapi.mypaytm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-12T04:04:12Z,2023-07-11T04:04:11Z,CN=paytmcaller-eapi.mypaytm.com,paytmcaller-eapi.mypaytm.com,,paytmcaller-eapi.mypaytm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,075022d35d1676343df79140f4a96ab9,61fd0d4e4891d45fddf5ea0f8b6a109f643a9fd38a166692482004c9ae87a6ad,,ctls,paytmcaller-eapi.mypaytm.com,,443,https://paytmcaller-eapi.mypaytm.com:443,https,awselb/2.0,text/plain,GET,95.101.111.8,/,-1840324437,,1,False,,,,,,
paytmlabs.com,Risk Management and Fraud Detection Solutions | Pi by Paytm,200,284104,pi.paytm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=secure.paytm.com, O=One 97 Communications Ltd, L=Noida, ST=Uttar Pradesh, C=IN",secure.paytm.com,One 97 Communications Ltd,*.lending.paytm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,a81c9aabb3cd1f43f9b1eb10e29f43a3,597253b621912e80b01a1b4ed4a3de6bfd4eac93cac97604a1b40733bc4281c1,True,ctls,pi.paytm.com,,443,https://paytmlabs.com:443,https,,text/html,GET,75.2.60.5,/,-261232406,Yoast SEO:20.6,2018,False,,,,https://pi.paytm.com/,200,
paytmmall.com,,200,67940,paytmmall.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-27T00:00:00Z,2024-03-26T23:59:59Z,"CN=*.paytmmall.com, O=One 97 Communications Ltd, L=Noida, ST=Uttar Pradesh, C=IN",*.paytmmall.com,One 97 Communications Ltd,paytmmall.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,daa1a108d7900621da3adb5a536da3f2,8824fd7d1ec73feaa6de93e0d44de23cac9ebfbc627a75bb700a589522ac0f3b,True,ctls,paytmmall.com,,443,https://paytmmall.com:443,https,openresty,text/html,GET,43.204.152.49,/,1448581176,OpenResty,191,False,,,,,,
paytmmoney.com,"Paytm Money - Online Demat Account, Trading, Direct Mutual Funds & NPS",200,93497,www.paytmmoney.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-06-03T00:00:00Z,2023-07-04T23:59:59Z,"CN=*.paytmmoney.com, O=PAYTM MONEY LIMITED, L=South Delhi, ST=Delhi, C=IN",*.paytmmoney.com,PAYTM MONEY LIMITED,paytmmoney.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,46476f7005e6b6a3b758eb30424eb311,1a2793750518637a19586e668b5b61338a632c93741d62b7025d9f1b02ab5bb6,True,ctls,www.paytmmoney.com,,443,https://paytmmoney.com:443,https,nginx,text/html,GET,104.102.43.231,/,102706074,webpack,269,False,,https://*.youtube.com,,https://www.paytmmoney.com/,200,
pbapp.paytm.com,FAQs – Just another WordPress site,200,15794,pbapp.paytm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-14T05:22:37Z,2023-07-13T05:22:36Z,CN=pbapp.paytm.com,pbapp.paytm.com,,pbapp.paytm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fdd71297a76a60283ee7179c9331656b,f7ef9f4d79802bd9105f870be5b45362a30ac34062501909bd35cc8de7b83707,,ctls,pbapp.paytm.com,,443,https://pbapp.paytm.com:443,https,nginx,text/html,GET,54.225.209.187,/,-1840324437,WordPress,99,False,,,,,,
pcs.paytm.com,,404,93,pcs.paytm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-08T00:00:00Z,2023-10-22T23:59:59Z,CN=paytm.com,paytm.com,,*.paytm.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b461a3e98726e1ec3a449f4b741ef8a8,ac93cf892c97fc9723222e292c988595f66afbc5f5dc1f6834ffdaeeef7cf12e,True,ctls,pcs.paytm.com,,443,https://pcs.paytm.com:443,https,,application/json,GET,13.126.208.236,/,-1107744830,,1,False,,,,,,
pedrasdefogo.ap-northeast-1.production.paypay.gm.pai.mypaytm.com,404 Not Found,404,146,pedrasdefogo.ap-northeast-1.production.paypay.gm.pai.mypaytm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-10T00:00:00Z,2023-10-01T23:59:59Z,CN=ap-northeast-1.production.paypay.gm.pai.mypaytm.com,ap-northeast-1.production.paypay.gm.pai.mypaytm.com,,*.ap-northeast-1.production.paypay.gm.pai.mypaytm.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2c778bc3abb87c7423254a242b25ee54,1f8e9794ed836fea3df6abf02f8502a0f34a492fdc7a8ecfa14bf10cf9f778e1,True,ctls,pedrasdefogo.ap-northeast-1.production.paypay.gm.pai.mypaytm.com,,443,https://pedrasdefogo.ap-northeast-1.production.paypay.gm.pai.mypaytm.com:443,https,,text/html,GET,54.250.101.32,/,1494302000,,8,False,,,,,,
persona.paytm.com,,404,13,persona.paytm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-20T00:00:00Z,2023-12-19T23:59:59Z,"CN=secure.paytm.in, O=One 97 Communications Limited, L=Noida, ST=Uttar Pradesh, C=IN",secure.paytm.in,One 97 Communications Limited,www.business.paytm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,cf13e8efe3b5d9eba4ca598be0ac3359,96a39c03138d393f5073adf7ac58330ad1ec96a6cea2ec98f26cc22a12977db9,,ctls,persona.paytm.com,,443,https://persona.paytm.com:443,https,,text/html,GET,104.102.35.103,/,673264342,HSTS,2,False,,,,,,
pg-ite.paytm.in,,503,107,pg-ite.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-14T16:21:29Z,2023-06-12T16:21:28Z,CN=securegw-dev.paytm.in,securegw-dev.paytm.in,,wallet-slack.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,27ec38fb7ef4927c61e75cccda322f10,1ce5b2ebcfc862d620064f2b1a73f3cec5c5782610c7e3a8db63efd15ac41701,,ctls,pg-ite.paytm.in,,443,https://pg-ite.paytm.in:443,https,,text/html,GET,95.101.111.4,/,-1654418437,,4,False,,,,,,
pg-staging2.paytm.in,,503,107,pg-staging2.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-14T16:21:29Z,2023-06-12T16:21:28Z,CN=securegw-dev.paytm.in,securegw-dev.paytm.in,,wallet-slack.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,27ec38fb7ef4927c61e75cccda322f10,1ce5b2ebcfc862d620064f2b1a73f3cec5c5782610c7e3a8db63efd15ac41701,,ctls,pg-staging2.paytm.in,,443,https://pg-staging2.paytm.in:443,https,,text/html,GET,2.16.241.90,/,-1654418437,,4,False,,,,,,
pg-staging3.paytm.in,,503,107,pg-staging3.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-20T12:15:51Z,2023-06-18T12:15:50Z,CN=securegw-edc.paytm.in,securegw-edc.paytm.in,,weex-beta.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9bd52ab8506b21e9a6df5ec38b878604,f119d85eff92f4ebe475d28e5fb1b6515dd8d0444ca475e0fa1829ef80f6f336,,ctls,pg-staging3.paytm.in,,443,https://pg-staging3.paytm.in:443,https,,text/html,GET,104.126.37.178,/,-1654418437,,4,False,,,,,,
pg2-ite.paytm.in,BO | Paytm,200,1054,pg2-ite.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-14T16:21:29Z,2023-06-12T16:21:28Z,CN=securegw-dev.paytm.in,securegw-dev.paytm.in,,wallet-slack.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,27ec38fb7ef4927c61e75cccda322f10,1ce5b2ebcfc862d620064f2b1a73f3cec5c5782610c7e3a8db63efd15ac41701,,ctls,pg2-ite.paytm.in,,443,https://pg2-ite.paytm.in:443,https,,text/html,GET,95.101.111.4,/,116323821,Spring,24,False,,,,,,
pg2-ite2.paytm.in,,503,107,pg2-ite2.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-14T16:21:29Z,2023-06-12T16:21:28Z,CN=securegw-dev.paytm.in,securegw-dev.paytm.in,,wallet-slack.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,27ec38fb7ef4927c61e75cccda322f10,1ce5b2ebcfc862d620064f2b1a73f3cec5c5782610c7e3a8db63efd15ac41701,,ctls,pg2-ite2.paytm.in,,443,https://pg2-ite2.paytm.in:443,https,,text/html,GET,104.126.37.170,/,-1654418437,,4,False,,,,,,
pg2-ite3.paytm.in,,503,107,pg2-ite3.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-14T16:21:29Z,2023-06-12T16:21:28Z,CN=securegw-dev.paytm.in,securegw-dev.paytm.in,,wallet-slack.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,27ec38fb7ef4927c61e75cccda322f10,1ce5b2ebcfc862d620064f2b1a73f3cec5c5782610c7e3a8db63efd15ac41701,,ctls,pg2-ite3.paytm.in,,443,https://pg2-ite3.paytm.in:443,https,,text/html,GET,2.23.7.24,/,-1654418437,,4,False,,,,,,
pg2-ite4.paytm.in,BO | Paytm,200,1055,pg2-ite4.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-14T16:21:29Z,2023-06-12T16:21:28Z,CN=securegw-dev.paytm.in,securegw-dev.paytm.in,,wallet-slack.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,27ec38fb7ef4927c61e75cccda322f10,1ce5b2ebcfc862d620064f2b1a73f3cec5c5782610c7e3a8db63efd15ac41701,,ctls,pg2-ite4.paytm.in,,443,https://pg2-ite4.paytm.in:443,https,,text/html,GET,2.16.241.90,/,116323821,Spring,24,False,,,,,,
pg3-ite.paytm.in,502 Bad Gateway,502,575,pg3-ite.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-14T16:21:29Z,2023-06-12T16:21:28Z,CN=securegw-dev.paytm.in,securegw-dev.paytm.in,,wallet-slack.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,27ec38fb7ef4927c61e75cccda322f10,1ce5b2ebcfc862d620064f2b1a73f3cec5c5782610c7e3a8db63efd15ac41701,,ctls,pg3-ite.paytm.in,,443,https://pg3-ite.paytm.in:443,https,,text/html,GET,23.3.88.152,/,1996908518,HSTS,14,False,,,,,,
pgp-edc1.paytm.in,,503,107,pgp-edc1.paytm.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-20T00:00:00Z,2023-12-19T23:59:59Z,"CN=secure.paytm.in, O=One 97 Communications Limited, L=Noida, ST=Uttar Pradesh, C=IN",secure.paytm.in,One 97 Communications Limited,www.business.paytm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,cf13e8efe3b5d9eba4ca598be0ac3359,96a39c03138d393f5073adf7ac58330ad1ec96a6cea2ec98f26cc22a12977db9,,ctls,pgp-edc1.paytm.in,,443,https://pgp-edc1.paytm.in:443,https,,text/html,GET,104.102.35.103,/,-1654418437,HSTS,4,False,,,,,,
pgp-edcqa.paytm.in,,503,107,pgp-edcqa.paytm.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-20T00:00:00Z,2023-12-19T23:59:59Z,"CN=secure.paytm.in, O=One 97 Communications Limited, L=Noida, ST=Uttar Pradesh, C=IN",secure.paytm.in,One 97 Communications Limited,www.business.paytm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,cf13e8efe3b5d9eba4ca598be0ac3359,96a39c03138d393f5073adf7ac58330ad1ec96a6cea2ec98f26cc22a12977db9,,ctls,pgp-edcqa.paytm.in,,443,https://pgp-edcqa.paytm.in:443,https,,text/html,GET,104.102.35.103,/,-1654418437,,4,False,,,,,,
pgp-edcqa1.paytm.in,,503,107,pgp-edcqa1.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-20T12:15:51Z,2023-06-18T12:15:50Z,CN=securegw-edc.paytm.in,securegw-edc.paytm.in,,weex-beta.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9bd52ab8506b21e9a6df5ec38b878604,f119d85eff92f4ebe475d28e5fb1b6515dd8d0444ca475e0fa1829ef80f6f336,,ctls,pgp-edcqa1.paytm.in,,443,https://pgp-edcqa1.paytm.in:443,https,,text/html,GET,104.126.37.178,/,-1654418437,,4,False,,,,,,
pgp-edcqa2.paytm.in,,503,107,pgp-edcqa2.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-20T12:15:51Z,2023-06-18T12:15:50Z,CN=securegw-edc.paytm.in,securegw-edc.paytm.in,,weex-beta.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9bd52ab8506b21e9a6df5ec38b878604,f119d85eff92f4ebe475d28e5fb1b6515dd8d0444ca475e0fa1829ef80f6f336,,ctls,pgp-edcqa2.paytm.in,,443,https://pgp-edcqa2.paytm.in:443,https,,text/html,GET,104.126.37.170,/,-1654418437,,4,False,,,,,,
pgp-edcqa3.paytm.in,,503,107,pgp-edcqa3.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-20T12:15:51Z,2023-06-18T12:15:50Z,CN=securegw-edc.paytm.in,securegw-edc.paytm.in,,weex-beta.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9bd52ab8506b21e9a6df5ec38b878604,f119d85eff92f4ebe475d28e5fb1b6515dd8d0444ca475e0fa1829ef80f6f336,,ctls,pgp-edcqa3.paytm.in,,443,https://pgp-edcqa3.paytm.in:443,https,,text/html,GET,95.101.111.46,/,-1654418437,,4,False,,,,,,
pgp-edcqa4.paytm.in,,503,107,pgp-edcqa4.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-20T12:15:51Z,2023-06-18T12:15:50Z,CN=securegw-edc.paytm.in,securegw-edc.paytm.in,,weex-beta.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9bd52ab8506b21e9a6df5ec38b878604,f119d85eff92f4ebe475d28e5fb1b6515dd8d0444ca475e0fa1829ef80f6f336,,ctls,pgp-edcqa4.paytm.in,,443,https://pgp-edcqa4.paytm.in:443,https,,text/html,GET,2.16.241.75,/,-1654418437,,4,False,,,,,,
pgp-edcqa5.paytm.in,,503,107,pgp-edcqa5.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-14T16:21:29Z,2023-06-12T16:21:28Z,CN=securegw-dev.paytm.in,securegw-dev.paytm.in,,wallet-slack.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,27ec38fb7ef4927c61e75cccda322f10,1ce5b2ebcfc862d620064f2b1a73f3cec5c5782610c7e3a8db63efd15ac41701,,ctls,pgp-edcqa5.paytm.in,,443,https://pgp-edcqa5.paytm.in:443,https,,text/html,GET,23.3.88.152,/,-1654418437,,4,False,,,,,,
pgp-hotfix1.paytm.in,,503,107,pgp-hotfix1.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-20T12:15:51Z,2023-06-18T12:15:50Z,CN=securegw-edc.paytm.in,securegw-edc.paytm.in,,weex-beta.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9bd52ab8506b21e9a6df5ec38b878604,f119d85eff92f4ebe475d28e5fb1b6515dd8d0444ca475e0fa1829ef80f6f336,,ctls,pgp-hotfix1.paytm.in,,443,https://pgp-hotfix1.paytm.in:443,https,,text/html,GET,2.16.241.90,/,-1654418437,,4,False,,,,,,
pgp-hotfix2.paytm.in,,503,107,pgp-hotfix2.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-14T16:21:29Z,2023-06-12T16:21:28Z,CN=securegw-dev.paytm.in,securegw-dev.paytm.in,,wallet-slack.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,27ec38fb7ef4927c61e75cccda322f10,1ce5b2ebcfc862d620064f2b1a73f3cec5c5782610c7e3a8db63efd15ac41701,,ctls,pgp-hotfix2.paytm.in,,443,https://pgp-hotfix2.paytm.in:443,https,,text/html,GET,104.126.37.170,/,-1654418437,,4,False,,,,,,
pgp-hotfix21.paytm.in,,503,107,pgp-hotfix21.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-14T16:21:29Z,2023-06-12T16:21:28Z,CN=securegw-dev.paytm.in,securegw-dev.paytm.in,,wallet-slack.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,27ec38fb7ef4927c61e75cccda322f10,1ce5b2ebcfc862d620064f2b1a73f3cec5c5782610c7e3a8db63efd15ac41701,,ctls,pgp-hotfix21.paytm.in,,443,https://pgp-hotfix21.paytm.in:443,https,,text/html,GET,2.16.241.75,/,-1654418437,,4,False,,,,,,
pgp-hotfix3.paytm.in,,503,107,pgp-hotfix3.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-20T12:15:51Z,2023-06-18T12:15:50Z,CN=securegw-edc.paytm.in,securegw-edc.paytm.in,,weex-beta.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9bd52ab8506b21e9a6df5ec38b878604,f119d85eff92f4ebe475d28e5fb1b6515dd8d0444ca475e0fa1829ef80f6f336,,ctls,pgp-hotfix3.paytm.in,,443,https://pgp-hotfix3.paytm.in:443,https,,text/html,GET,23.3.88.177,/,-1654418437,,4,False,,,,,,
pgp-hotfix4.paytm.in,,503,107,pgp-hotfix4.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-14T16:21:29Z,2023-06-12T16:21:28Z,CN=securegw-dev.paytm.in,securegw-dev.paytm.in,,wallet-slack.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,27ec38fb7ef4927c61e75cccda322f10,1ce5b2ebcfc862d620064f2b1a73f3cec5c5782610c7e3a8db63efd15ac41701,,ctls,pgp-hotfix4.paytm.in,,443,https://pgp-hotfix4.paytm.in:443,https,,text/html,GET,95.101.111.46,/,-1654418437,,4,False,,,,,,
pgp-ite-plus.paytm.in,,503,107,pgp-ite-plus.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-14T16:21:29Z,2023-06-12T16:21:28Z,CN=securegw-dev.paytm.in,securegw-dev.paytm.in,,wallet-slack.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,27ec38fb7ef4927c61e75cccda322f10,1ce5b2ebcfc862d620064f2b1a73f3cec5c5782610c7e3a8db63efd15ac41701,,ctls,pgp-ite-plus.paytm.in,,443,https://pgp-ite-plus.paytm.in:443,https,,text/html,GET,104.126.37.170,/,-1654418437,,4,False,,,,,,
pgp-ite.paytm.in,,503,107,pgp-ite.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-14T16:21:29Z,2023-06-12T16:21:28Z,CN=securegw-dev.paytm.in,securegw-dev.paytm.in,,wallet-slack.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,27ec38fb7ef4927c61e75cccda322f10,1ce5b2ebcfc862d620064f2b1a73f3cec5c5782610c7e3a8db63efd15ac41701,,ctls,pgp-ite.paytm.in,,443,https://pgp-ite.paytm.in:443,https,,text/html,GET,23.3.88.177,/,-1654418437,HSTS,4,False,,,,,,
pgp-ite2.paytm.in,,503,107,pgp-ite2.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-14T16:21:29Z,2023-06-12T16:21:28Z,CN=securegw-dev.paytm.in,securegw-dev.paytm.in,,wallet-slack.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,27ec38fb7ef4927c61e75cccda322f10,1ce5b2ebcfc862d620064f2b1a73f3cec5c5782610c7e3a8db63efd15ac41701,,ctls,pgp-ite2.paytm.in,,443,https://pgp-ite2.paytm.in:443,https,,text/html,GET,104.126.37.170,/,-1654418437,,4,False,,,,,,
pgp-ite3.paytm.in,,503,107,pgp-ite3.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-14T16:21:29Z,2023-06-12T16:21:28Z,CN=securegw-dev.paytm.in,securegw-dev.paytm.in,,wallet-slack.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,27ec38fb7ef4927c61e75cccda322f10,1ce5b2ebcfc862d620064f2b1a73f3cec5c5782610c7e3a8db63efd15ac41701,,ctls,pgp-ite3.paytm.in,,443,https://pgp-ite3.paytm.in:443,https,,text/html,GET,2.16.241.75,/,-1654418437,,4,False,,,,,,
pgp-ite4.paytm.in,,503,107,pgp-ite4.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-14T16:21:29Z,2023-06-12T16:21:28Z,CN=securegw-dev.paytm.in,securegw-dev.paytm.in,,wallet-slack.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,27ec38fb7ef4927c61e75cccda322f10,1ce5b2ebcfc862d620064f2b1a73f3cec5c5782610c7e3a8db63efd15ac41701,,ctls,pgp-ite4.paytm.in,,443,https://pgp-ite4.paytm.in:443,https,,text/html,GET,95.101.111.4,/,-1654418437,,4,False,,,,,,
pgp-pos.paytm.in,,503,107,pgp-pos.paytm.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-20T00:00:00Z,2023-12-19T23:59:59Z,"CN=secure.paytm.in, O=One 97 Communications Limited, L=Noida, ST=Uttar Pradesh, C=IN",secure.paytm.in,One 97 Communications Limited,www.business.paytm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,cf13e8efe3b5d9eba4ca598be0ac3359,96a39c03138d393f5073adf7ac58330ad1ec96a6cea2ec98f26cc22a12977db9,,ctls,pgp-pos.paytm.in,,443,https://pgp-pos.paytm.in:443,https,,text/html,GET,104.102.35.103,/,-1654418437,,4,False,,,,,,
pgp-qa101.paytm.in,,503,107,pgp-qa101.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-14T16:21:29Z,2023-06-12T16:21:28Z,CN=securegw-dev.paytm.in,securegw-dev.paytm.in,,wallet-slack.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,27ec38fb7ef4927c61e75cccda322f10,1ce5b2ebcfc862d620064f2b1a73f3cec5c5782610c7e3a8db63efd15ac41701,,ctls,pgp-qa101.paytm.in,,443,https://pgp-qa101.paytm.in:443,https,,text/html,GET,104.126.37.178,/,-1654418437,,4,False,,,,,,
pgp-qa11.paytm.in,,503,107,pgp-qa11.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-14T16:21:29Z,2023-06-12T16:21:28Z,CN=securegw-dev.paytm.in,securegw-dev.paytm.in,,wallet-slack.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,27ec38fb7ef4927c61e75cccda322f10,1ce5b2ebcfc862d620064f2b1a73f3cec5c5782610c7e3a8db63efd15ac41701,,ctls,pgp-qa11.paytm.in,,443,https://pgp-qa11.paytm.in:443,https,,text/html,GET,184.86.103.196,/,-1654418437,HSTS,4,False,,,,,,
pgp-qa111.paytm.in,403 Forbidden,403,153,pgp-qa111.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-14T16:21:29Z,2023-06-12T16:21:28Z,CN=securegw-dev.paytm.in,securegw-dev.paytm.in,,wallet-slack.paytm.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,27ec38fb7ef4927c61e75cccda322f10,1ce5b2ebcfc862d620064f2b1a73f3cec5c5782610c7e3a8db63efd15ac41701,,ctls,pgp-qa111.paytm.in,,443,https://pgp-qa111.paytm.in:443,https,,text/html,GET,2.16.241.90,/,-253321811,HSTS,8,False,,,,,,
pgp-qa12.paytm.in,,503,107,pgp-qa12.paytm.in,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-05-18T00:00:00Z,2023-05-19T23:59:59Z,"CN=staging.paytm.in, O=One 97 Communications Limited, L=Noida, ST=Uttar Pradesh, C=IN",staging.paytm.in,One 97 Communications Limited,a-stg.p-y.tm,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,03a47765d43b90baad8904767927d262,922dad08eeb62fec5ab8b236c652c9df933bcc0706d3c0618abed2637a8f5853,,ctls,pgp-qa12.paytm.in,,443,https://pgp-qa12.paytm.in:443,https,,text/html,GET,2.16.241.90,/,-1654418437,HSTS,4,False,,,,,,
