new,host,a,cname,soa,status_code,cdn,cdn-name,mx,ns,txt,aaaa,caa
[x],mailer.etoro.com,,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,"mail3171.mkt3767.com, mail6355.mkt6954.com, reply.mkt3767.com, mail6351.mkt6950.com, mail3172.mkt3768.com",,v=spf1 ip4:208.95.133.149 ip4:208.95.133.153 ip4:208.95.133.163 ip4:208.95.133.164 ip4:208.95.134.141 ip4:208.95.134.146 ip4:208.95.134.147 ip4:208.95.134.148 -all,,
[x],maliaeroports.comwww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],manage.etoro.com,31.222.186.203,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],mcafee-antivirus-plus.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],med.etoro.com,104.84.144.96,"affiliates.etoro.com.edgekey.net, e1660.d.akamaiedge.net","n0d.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],media.etoro.com,"23.32.238.235, 23.32.238.185","www.etoro.com.edgesuite.net, a1017.g1.akamai.net","n0g1.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],meditechsolution.commed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],mentoraoficial.com.brmed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],meta.etoro.com,"104.18.35.149, 172.64.152.107","www.etoro.com, www-failover.etoro.akadns.net, www.etoro.akadns.net, etoro.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],mgh.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],mobile.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],mobiletracking.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],money-front-public.wallet.etoro.com,"104.17.231.30, 104.17.230.30",wallet.etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],monip.orgcandle.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],mta.connect.dev.etoro.com,161.71.38.198,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,
[x],mta.connect.etoro.com,161.71.35.213,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,
[x],mx.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],my.delta.app,"104.26.8.67, 104.26.9.67, 172.67.70.89",,"dan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,"2606:4700:20::681a:843, 2606:4700:20::681a:943, 2606:4700:20::ac43:4659",
[x],news.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],news.genapi.euetorologsapi.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],nextstudio.skwww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],no.etoro.com,68.178.254.37,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],no.pages.etoro.com,"172.64.152.107, 104.18.35.149","pages.etoro.com, etoro.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],norovirus.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],nwww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],oauth-back.wallet.etoro.com,20.67.143.87,prod-walletoauthback-appgw.northeurope.cloudapp.azure.com,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,
[x],oauth-ob.wallet.etoro.com,"104.17.231.30, 104.17.230.30",wallet.etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],oauthob.wallet.etoro.com,"104.17.230.30, 104.17.231.30",wallet.etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],ob-ls-dev.etoro.com,184.170.226.57,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],obpn.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],ocsp.int-x3.letsencrypt.orgcandle.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],onestarfitness.netmed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],open.delta.app,"172.67.70.89, 104.26.8.67, 104.26.9.67",,"dan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,"2606:4700:20::681a:943, 2606:4700:20::ac43:4659, 2606:4700:20::681a:843",
[x],openbook.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],openbookmobile.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],opengraph.etoro.com,212.179.149.229,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],pages.connect.etoro.com,161.71.33.131,pages.virt.s50.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,
[x],pages.etoro.com,"104.18.35.149, 172.64.152.107",etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],painel.antivirus.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],pandemic0105.blog.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],parcelaspuconlagotinquilco.clmed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],partners-help.etoro.com,34.255.115.245,"etoro.nanorep.co, eu1-1.nanorep.co","ns-124.awsdns-15.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],partners.etoro.com,104.103.75.92,"affiliates.etoro.com.edgekey.net, e1660.d.akamaiedge.net","n0d.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],pl.pages.etoro.com,"172.64.152.107, 104.18.35.149","pages.etoro.com, etoro.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],pop3.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],preprod.etoro.com,"104.18.35.149, 172.64.152.107",etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],press.etoro.com,50.57.73.133,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],pricolproperty.commed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],prod-cfireblockswebhook.wallet.etoro.com,"104.17.230.30, 104.17.231.30",wallet.etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],prod.etoro.com,,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],promo-widget.delta.app,"172.67.70.89, 104.26.9.67, 104.26.8.67",,"dan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,"2606:4700:20::681a:943, 2606:4700:20::681a:843, 2606:4700:20::ac43:4659",
[x],pulse.etoro.com,50.57.73.133,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],push-d-hap.cloud.etoro.com,13.69.121.161,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],push-demo-lightstreamer.cloud.etoro.com,40.69.217.202,"push-demo.etoro.akadns.net, prod-demo-lightstreamer.trafficmanager.net, push-dn-hap.cloud.etoro.com, push-d-hap.cloud.etoro.com","ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],push-dn-hap.cloud.etoro.com,40.69.217.202,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],push-hap.cloud.etoro.com,52.178.44.79,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],push-lightstreamer.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],push-n-hap.cloud.etoro.com,13.79.247.219,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],push.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],pv11p01sa-p09.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],quarter-virus.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],qww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],r.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],rdg.etoro.com,82.80.101.38,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],real.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],register.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],registration.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],removeviruswithease.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],ro.pages.etoro.com,"104.18.35.149, 172.64.152.107","pages.etoro.com, etoro.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],s3.etoro.com,23.50.108.106,"wildcard.etoro.com.edgekey.net, e1660.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],se.pages.etoro.com,"172.64.152.107, 104.18.35.149","pages.etoro.com, etoro.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],search.etoro.com,"172.64.152.107, 104.18.35.149","www.etoro.com, www-failover.etoro.akadns.net, www.etoro.akadns.net, etoro.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],sharechart.etoro.com,66.228.58.222,"share.chartiq.com, connect7.chartiq.com","nsuse01.spglobal.com, hostmaster.mcgraw-hill.com",NOERROR,,,,,,,
[x],shinomcosmeceuticals.commed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],shortcut-virus-remover.software.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],signin.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],site.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],slack.delta.app,,,"dan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],sm1.etoro.com,82.80.101.36,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],sm2.etoro.com,82.80.101.37,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],snippets.cdn.mozilla.netcandle.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],social2.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],socialalerts.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],software.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],source.etoro.com,"23.32.86.79, 193.108.91.13, 84.53.139.64, 96.7.49.65",etoro.com,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,"alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com","ns1-13.akam.net, ns5-64.akam.net, ns4-64.akam.net, ns7-65.akam.net","google-site-verification=6dDYCRPPiDltFlfCZCzWO0ojLcw31DMoipDxUF6xHmw, google-site-verification=dGCaKQUtwY3NzorI62yUov40M9r3QU1_8qef5B24gSM, status-page-domain-verification=mpms5vfrjdt1, v=spf1 ip4:40.67.217.128/29 ip4:212.179.161.98/32 ip4:88.202.217.196/32 ip4:82.166.64.69/32 ip4:52.158.127.104/32 ip4:95.183.0.236/32 ip4:52.142.90.27/32 ip4:40.69.79.128/26 ip4:40.119.157.1/32 , ip4:20.61.213.192/26 ip4:217.27.57.133/32 ip4:91.184.200.210/32 ip4:40.127.154.114/32 ip4:20.105.89.176/32 ip4:40.127.216.86/32 ip4:40.85.141.68/32 ip4:52.158.127.104/32 , ip4:52.142.82.189/32 include:stspg-customer.com include:_spf.google.com include:_spf.salesforce.com include:cust-spf.exacttarget.com ~all, ZOOM_verify_zjVbRcTeTSmrgH2-idk4Dw, CB74676AA8, atlassian-domain-verification=MNicZdaHPRWidAn0Kw/dMMKlVLfSIgsxXbE1rvW92hh6fkTAyeITEGohLfwQJ6i3, MS=ms36506504, docker-verification=557c15d1-4013-41fa-a4ed-aa655ad5c3e9, apple-domain-verification=l6tZIAYB7Qj1rwWt",,
[x],splunk.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],sr8-exch-2016.etude.localcandle.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],src.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],staging.delta.app,"104.26.8.67, 104.26.9.67, 172.67.70.89",,"dan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,"2606:4700:20::681a:943, 2606:4700:20::681a:843, 2606:4700:20::ac43:4659",
[x],static.delta.app,"104.26.8.67, 172.67.70.89, 104.26.9.67",,"dan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,"2606:4700:20::ac43:4659, 2606:4700:20::681a:943, 2606:4700:20::681a:843",
[x],staticcdn.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],status.etoro.com,18.234.32.149,4xf58j20pv7f.stspg-customer.com,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"globalsign.com;, letsencrypt.org"
[x],stg-bitgowebhook.dev.etoro.com,"104.18.175.55, 104.18.133.56",www.dev.etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],stg-fiatproviderwebhook.dev.etoro.com,"104.18.133.56, 104.18.175.55",www.dev.etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],stg-go.etoro.com,23.47.35.90,"go.etoro.com.edgekey-staging.net, e1660.d.akamaiedge-staging.net","n0d.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],stg-money-front-public.dev.etoro.com,"104.18.133.56, 104.18.175.55",www.dev.etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],stg-open-bankingui.dev.etoro.com,"104.18.175.55, 104.18.133.56",www.dev.etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],stgaff-portal.dev.etoro.com,"2.23.209.22, 2.23.209.13","stgaff-portal.dev.etoro.com.edgekey.net, e178605.d.akamaiedge.net","n0d.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],streams.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],sts-android.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],sts.etoro.com,"104.18.35.149, 172.64.152.107","www.etoro.com, www-failover.etoro.akadns.net, www.etoro.akadns.net, etoro.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],support.delta.app,"104.26.8.67, 104.26.9.67, 172.67.70.89",,"dan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,"2606:4700:20::681a:943, 2606:4700:20::681a:843, 2606:4700:20::ac43:4659",
[x],suttontrucking.commed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],sww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],tapi-demo.etoro.com,"172.64.152.107, 104.18.35.149","www.etoro.com, www-failover.etoro.akadns.net, www.etoro.akadns.net, etoro.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],tapi-real.etoro.com,"104.18.35.149, 172.64.152.107","www.etoro.com, www-failover.etoro.akadns.net, www.etoro.akadns.net, etoro.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],telegram.delta.app,"104.26.8.67, 104.26.9.67, 172.67.70.89",,"dan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,"2606:4700:20::681a:843, 2606:4700:20::681a:943, 2606:4700:20::ac43:4659",
[x],test.etoro.com,31.168.97.166,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],thevaccinesuk.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],token.rubiconproject.comcandle.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],tolakviruss.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],totalav-essential-antivirus.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],tr.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],tr.pages.etoro.com,"172.64.152.107, 104.18.35.149","pages.etoro.com, etoro.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],tracking.etoro.com,82.80.101.36,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],truemoveh-1-0.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],turkish.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],uapi-front.etoro.com,"172.64.152.107, 104.18.35.149","www.etoro.com, www-failover.etoro.akadns.net, www.etoro.akadns.net, etoro.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],uncoveringflorence.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],us.etoro.com,"172.64.152.107, 104.18.35.149",etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],uww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],vaccine-schedule.ecdc.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],vetcarevets.co.nzmed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],view.connect.dev.etoro.com,161.71.53.231,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,
[x],view.connect.etoro.com,161.71.53.117,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,
[x],virus-20.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],virus-kpop.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],virusirto.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],viruswriter.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],vsp.etoro.com,216.75.53.3,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],vvww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],vww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],w-ww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],w.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],w.ww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],w2w.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],w3w.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],w3ww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],w7w.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],wallet-staging.etoro.com,137.117.231.146,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],wallet.dev.etoro.com,"104.18.133.56, 104.18.175.55",www.dev.etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],wallet.etoro.com,"104.17.230.30, 104.17.231.30",wallet.etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],watchlistapi.etoro.com,"172.64.152.107, 104.18.35.149",etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,
[x],waw.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],waww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],wb.etoro.com,82.80.101.35,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],webmail.etoro.com,"173.201.193.133, 173.201.193.148, 173.201.193.20, 173.201.193.5, 45.40.130.40, 45.40.130.41, 45.40.140.6, 68.178.252.20, 68.178.252.5, 173.201.64.100, 97.74.96.100","webmail.secureserver.net, email.secureserver.net","cns1.secureserver.net, dns.jomax.net",NOERROR,,,,"cns2.secureserver.net, cns1.secureserver.net, a9-67.akam.net, a8-67.akam.net, a6-66.akam.net, a20-65.akam.net, a1-245.akam.net, a11-64.akam.net",,"2603:5:2200::64, 2603:5:2100::64",
[x],webtrader.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],wechat.delta.app,"172.67.70.89, 104.26.9.67, 104.26.8.67",,"dan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,"2606:4700:20::681a:943, 2606:4700:20::681a:843, 2606:4700:20::ac43:4659",
[x],wew.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],weww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],wgw.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],widgets.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],wildcard.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],wl.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],wpe.etoro.com,35.189.69.126,etoro.wpengine.com,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,google,,,,,
[x],wqww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],wsw.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],wsww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],wuw.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],wvw.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],ww-w.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],ww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],ww.w.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],ww2.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],ww2w.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],ww3.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],ww3w.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
[x],ww7.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,
