input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,lines,cdn,webserver,tech_,tls_subject_org_
r13481853.sync.app.asana.com,404 Not Found,,146,r13481853.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r13481853.sync.app.asana.com,443,https://r13481853.sync.app.asana.com:443,https,text/html,GET,34.198.0.228,8,,nginx,Nginx,
r13481854.sync.app.asana.com,404 Not Found,,548,r13481854.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r13481854.sync.app.asana.com,443,https://r13481854.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,14,,nginx,Nginx,
r13481857.sync.app.asana.com,404 Not Found,,146,r13481857.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r13481857.sync.app.asana.com,443,https://r13481857.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,8,,nginx,Nginx,
r13481858.sync.app.asana.com,404 Not Found,,548,r13481858.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r13481858.sync.app.asana.com,443,https://r13481858.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,14,,nginx,Nginx,
r13481859.sync.app.asana.com,404 Not Found,,548,r13481859.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r13481859.sync.app.asana.com,443,https://r13481859.sync.app.asana.com:443,https,text/html,GET,52.21.65.155,14,,nginx,Nginx,
r13481862.sync.app.asana.com,404 Not Found,,548,r13481862.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r13481862.sync.app.asana.com,443,https://r13481862.sync.app.asana.com:443,https,text/html,GET,54.83.140.242,14,,nginx,Nginx,
r13481868.sync.app.asana.com,404 Not Found,,548,r13481868.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r13481868.sync.app.asana.com,443,https://r13481868.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,14,,nginx,Nginx,
r13481870.sync.app.asana.com,404 Not Found,,146,r13481870.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r13481870.sync.app.asana.com,443,https://r13481870.sync.app.asana.com:443,https,text/html,GET,52.21.65.155,8,,nginx,Nginx,
r13481871.sync.app.asana.com,404 Not Found,,548,r13481871.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r13481871.sync.app.asana.com,443,https://r13481871.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,14,,nginx,Nginx,
r13481875.sync.app.asana.com,404 Not Found,,548,r13481875.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r13481875.sync.app.asana.com,443,https://r13481875.sync.app.asana.com:443,https,text/html,GET,54.83.140.242,14,,nginx,Nginx,
r13481876.sync.app.asana.com,404 Not Found,,146,r13481876.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r13481876.sync.app.asana.com,443,https://r13481876.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,8,,nginx,Nginx,
r13481877.sync.app.asana.com,404 Not Found,,548,r13481877.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r13481877.sync.app.asana.com,443,https://r13481877.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,14,,nginx,Nginx,
r13481878.sync.app.asana.com,404 Not Found,,548,r13481878.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r13481878.sync.app.asana.com,443,https://r13481878.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,14,,nginx,Nginx,
r13481879.sync.app.asana.com,404 Not Found,,548,r13481879.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r13481879.sync.app.asana.com,443,https://r13481879.sync.app.asana.com:443,https,text/html,GET,34.198.0.228,14,,nginx,Nginx,
r13483310.sync.app.asana.com,404 Not Found,,146,r13483310.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r13483310.sync.app.asana.com,443,https://r13483310.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,8,,nginx,Nginx,
r13501300.sync.app.asana.com,404 Not Found,,548,r13501300.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r13501300.sync.app.asana.com,443,https://r13501300.sync.app.asana.com:443,https,text/html,GET,54.208.98.190,14,,nginx,Nginx,
r13513310.sync.app.asana.com,404 Not Found,,146,r13513310.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r13513310.sync.app.asana.com,443,https://r13513310.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,8,,nginx,Nginx,
r13541600.sync.app.asana.com,404 Not Found,,548,r13541600.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r13541600.sync.app.asana.com,443,https://r13541600.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,14,,nginx,Nginx,
r13556000.sync.app.asana.com,404 Not Found,,548,r13556000.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r13556000.sync.app.asana.com,443,https://r13556000.sync.app.asana.com:443,https,text/html,GET,54.83.140.242,14,,nginx,Nginx,
r13652651.sync.app.asana.com,404 Not Found,,548,r13652651.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r13652651.sync.app.asana.com,443,https://r13652651.sync.app.asana.com:443,https,text/html,GET,52.21.65.155,14,,nginx,Nginx,
r24552302.sync.app.asana.com,404 Not Found,,146,r24552302.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24552302.sync.app.asana.com,443,https://r24552302.sync.app.asana.com:443,https,text/html,GET,52.21.65.155,8,,nginx,Nginx,
r24552313.sync.app.asana.com,404 Not Found,,548,r24552313.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24552313.sync.app.asana.com,443,https://r24552313.sync.app.asana.com:443,https,text/html,GET,54.208.98.190,14,,nginx,Nginx,
r24552396.sync.app.asana.com,404 Not Found,,146,r24552396.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24552396.sync.app.asana.com,443,https://r24552396.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,8,,nginx,Nginx,
r24552397.sync.app.asana.com,404 Not Found,,146,r24552397.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24552397.sync.app.asana.com,443,https://r24552397.sync.app.asana.com:443,https,text/html,GET,52.21.65.155,8,,nginx,Nginx,
r24552406.sync.app.asana.com,404 Not Found,,146,r24552406.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24552406.sync.app.asana.com,443,https://r24552406.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,8,,nginx,Nginx,
r24599570.sync.app.asana.com,404 Not Found,,548,r24599570.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24599570.sync.app.asana.com,443,https://r24599570.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,14,,nginx,Nginx,
r24599691.sync.app.asana.com,404 Not Found,,548,r24599691.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24599691.sync.app.asana.com,443,https://r24599691.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,14,,nginx,Nginx,
r24599752.sync.app.asana.com,404 Not Found,,548,r24599752.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24599752.sync.app.asana.com,443,https://r24599752.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,14,,nginx,Nginx,
r24599813.sync.app.asana.com,404 Not Found,,548,r24599813.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24599813.sync.app.asana.com,443,https://r24599813.sync.app.asana.com:443,https,text/html,GET,34.198.0.228,14,,nginx,Nginx,
r24599874.sync.app.asana.com,404 Not Found,,548,r24599874.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24599874.sync.app.asana.com,443,https://r24599874.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,14,,nginx,Nginx,
r24599935.sync.app.asana.com,404 Not Found,,146,r24599935.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24599935.sync.app.asana.com,443,https://r24599935.sync.app.asana.com:443,https,text/html,GET,52.21.65.155,8,,nginx,Nginx,
r24599996.sync.app.asana.com,404 Not Found,,146,r24599996.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24599996.sync.app.asana.com,443,https://r24599996.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,8,,nginx,Nginx,
r24600118.sync.app.asana.com,404 Not Found,,146,r24600118.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24600118.sync.app.asana.com,443,https://r24600118.sync.app.asana.com:443,https,text/html,GET,52.21.65.155,8,,nginx,Nginx,
r24600240.sync.app.asana.com,404 Not Found,,548,r24600240.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24600240.sync.app.asana.com,443,https://r24600240.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,14,,nginx,Nginx,
r24600362.sync.app.asana.com,404 Not Found,,146,r24600362.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24600362.sync.app.asana.com,443,https://r24600362.sync.app.asana.com:443,https,text/html,GET,54.208.98.190,8,,nginx,Nginx,
r24600484.sync.app.asana.com,404 Not Found,,146,r24600484.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24600484.sync.app.asana.com,443,https://r24600484.sync.app.asana.com:443,https,text/html,GET,52.21.65.155,8,,nginx,Nginx,
r24600545.sync.app.asana.com,404 Not Found,,146,r24600545.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24600545.sync.app.asana.com,443,https://r24600545.sync.app.asana.com:443,https,text/html,GET,54.83.140.242,8,,nginx,Nginx,
r24601094.sync.app.asana.com,404 Not Found,,548,r24601094.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24601094.sync.app.asana.com,443,https://r24601094.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,14,,nginx,Nginx,
r24601216.sync.app.asana.com,404 Not Found,,146,r24601216.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24601216.sync.app.asana.com,443,https://r24601216.sync.app.asana.com:443,https,text/html,GET,52.21.65.155,8,,nginx,Nginx,
r24601244.sync.app.asana.com,404 Not Found,,146,r24601244.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24601244.sync.app.asana.com,443,https://r24601244.sync.app.asana.com:443,https,text/html,GET,54.83.140.242,8,,nginx,Nginx,
r24601305.sync.app.asana.com,404 Not Found,,146,r24601305.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24601305.sync.app.asana.com,443,https://r24601305.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,8,,nginx,Nginx,
r24601338.sync.app.asana.com,404 Not Found,,146,r24601338.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24601338.sync.app.asana.com,443,https://r24601338.sync.app.asana.com:443,https,text/html,GET,34.198.0.228,8,,nginx,Nginx,
r24601350.sync.app.asana.com,404 Not Found,,548,r24601350.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24601350.sync.app.asana.com,443,https://r24601350.sync.app.asana.com:443,https,text/html,GET,54.208.98.190,14,,nginx,Nginx,
r24616611.sync.app.asana.com,404 Not Found,,146,r24616611.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24616611.sync.app.asana.com,443,https://r24616611.sync.app.asana.com:443,https,text/html,GET,52.21.65.155,8,,nginx,Nginx,
r24616612.sync.app.asana.com,404 Not Found,,548,r24616612.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24616612.sync.app.asana.com,443,https://r24616612.sync.app.asana.com:443,https,text/html,GET,54.83.140.242,14,,nginx,Nginx,
r24616616.sync.app.asana.com,404 Not Found,,548,r24616616.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24616616.sync.app.asana.com,443,https://r24616616.sync.app.asana.com:443,https,text/html,GET,52.21.65.155,14,,nginx,Nginx,
r24616617.sync.app.asana.com,404 Not Found,,548,r24616617.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24616617.sync.app.asana.com,443,https://r24616617.sync.app.asana.com:443,https,text/html,GET,54.208.98.190,14,,nginx,Nginx,
r24616624.sync.app.asana.com,404 Not Found,,548,r24616624.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24616624.sync.app.asana.com,443,https://r24616624.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,14,,nginx,Nginx,
r24616626.sync.app.asana.com,404 Not Found,,146,r24616626.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24616626.sync.app.asana.com,443,https://r24616626.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,8,,nginx,Nginx,
r24616628.sync.app.asana.com,404 Not Found,,146,r24616628.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24616628.sync.app.asana.com,443,https://r24616628.sync.app.asana.com:443,https,text/html,GET,54.83.140.242,8,,nginx,Nginx,
r24616630.sync.app.asana.com,404 Not Found,,548,r24616630.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24616630.sync.app.asana.com,443,https://r24616630.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,14,,nginx,Nginx,
r24616631.sync.app.asana.com,404 Not Found,,146,r24616631.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24616631.sync.app.asana.com,443,https://r24616631.sync.app.asana.com:443,https,text/html,GET,52.21.65.155,8,,nginx,Nginx,
r24616632.sync.app.asana.com,404 Not Found,,146,r24616632.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24616632.sync.app.asana.com,443,https://r24616632.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,8,,nginx,Nginx,
r24616634.sync.app.asana.com,404 Not Found,,548,r24616634.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24616634.sync.app.asana.com,443,https://r24616634.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,14,,nginx,Nginx,
r24616637.sync.app.asana.com,404 Not Found,,548,r24616637.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24616637.sync.app.asana.com,443,https://r24616637.sync.app.asana.com:443,https,text/html,GET,54.208.98.190,14,,nginx,Nginx,
r24616638.sync.app.asana.com,404 Not Found,,548,r24616638.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24616638.sync.app.asana.com,443,https://r24616638.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,14,,nginx,Nginx,
r24616642.sync.app.asana.com,404 Not Found,,548,r24616642.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24616642.sync.app.asana.com,443,https://r24616642.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,14,,nginx,Nginx,
r24616653.sync.app.asana.com,404 Not Found,,146,r24616653.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24616653.sync.app.asana.com,443,https://r24616653.sync.app.asana.com:443,https,text/html,GET,52.21.65.155,8,,nginx,Nginx,
