input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,lines,cdn,webserver,tech_,tls_subject_org_
r24878273.sync.app.asana.com,404 Not Found,,146,r24878273.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24878273.sync.app.asana.com,443,https://r24878273.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,8,,nginx,Nginx,
r24878281.sync.app.asana.com,404 Not Found,,146,r24878281.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24878281.sync.app.asana.com,443,https://r24878281.sync.app.asana.com:443,https,text/html,GET,52.21.65.155,8,,nginx,Nginx,
r24878286.sync.app.asana.com,404 Not Found,,548,r24878286.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24878286.sync.app.asana.com,443,https://r24878286.sync.app.asana.com:443,https,text/html,GET,54.208.98.190,14,,nginx,Nginx,
r24878291.sync.app.asana.com,404 Not Found,,548,r24878291.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24878291.sync.app.asana.com,443,https://r24878291.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,14,,nginx,Nginx,
r24878293.sync.app.asana.com,404 Not Found,,146,r24878293.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24878293.sync.app.asana.com,443,https://r24878293.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,8,,nginx,Nginx,
r24878295.sync.app.asana.com,404 Not Found,,146,r24878295.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24878295.sync.app.asana.com,443,https://r24878295.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,8,,nginx,Nginx,
r24878296.sync.app.asana.com,404 Not Found,,548,r24878296.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24878296.sync.app.asana.com,443,https://r24878296.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,14,,nginx,Nginx,
r24878302.sync.app.asana.com,404 Not Found,,548,r24878302.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24878302.sync.app.asana.com,443,https://r24878302.sync.app.asana.com:443,https,text/html,GET,54.83.140.242,14,,nginx,Nginx,
r24878306.sync.app.asana.com,404 Not Found,,548,r24878306.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24878306.sync.app.asana.com,443,https://r24878306.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,14,,nginx,Nginx,
r24930000.sync.app.asana.com,404 Not Found,,548,r24930000.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24930000.sync.app.asana.com,443,https://r24930000.sync.app.asana.com:443,https,text/html,GET,34.198.0.228,14,,nginx,Nginx,
r24948610.sync.app.asana.com,404 Not Found,,146,r24948610.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24948610.sync.app.asana.com,443,https://r24948610.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,8,,nginx,Nginx,
r24956300.sync.app.asana.com,404 Not Found,,146,r24956300.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24956300.sync.app.asana.com,443,https://r24956300.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,8,,nginx,Nginx,
r24956310.sync.app.asana.com,404 Not Found,,146,r24956310.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24956310.sync.app.asana.com,443,https://r24956310.sync.app.asana.com:443,https,text/html,GET,54.208.98.190,8,,nginx,Nginx,
r24964410.sync.app.asana.com,404 Not Found,,548,r24964410.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24964410.sync.app.asana.com,443,https://r24964410.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,14,,nginx,Nginx,
r24984700.sync.app.asana.com,404 Not Found,,146,r24984700.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24984700.sync.app.asana.com,443,https://r24984700.sync.app.asana.com:443,https,text/html,GET,52.21.65.155,8,,nginx,Nginx,
r24987300.sync.app.asana.com,404 Not Found,,146,r24987300.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r24987300.sync.app.asana.com,443,https://r24987300.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,8,,nginx,Nginx,
r25015010.sync.app.asana.com,404 Not Found,,146,r25015010.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25015010.sync.app.asana.com,443,https://r25015010.sync.app.asana.com:443,https,text/html,GET,34.198.0.228,8,,nginx,Nginx,
r25019500.sync.app.asana.com,404 Not Found,,548,r25019500.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25019500.sync.app.asana.com,443,https://r25019500.sync.app.asana.com:443,https,text/html,GET,54.208.98.190,14,,nginx,Nginx,
r25020310.sync.app.asana.com,404 Not Found,,146,r25020310.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25020310.sync.app.asana.com,443,https://r25020310.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,8,,nginx,Nginx,
r25047810.sync.app.asana.com,404 Not Found,,146,r25047810.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25047810.sync.app.asana.com,443,https://r25047810.sync.app.asana.com:443,https,text/html,GET,52.21.65.155,8,,nginx,Nginx,
r25048010.sync.app.asana.com,404 Not Found,,146,r25048010.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25048010.sync.app.asana.com,443,https://r25048010.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,8,,nginx,Nginx,
r25079510.sync.app.asana.com,404 Not Found,,146,r25079510.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25079510.sync.app.asana.com,443,https://r25079510.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,8,,nginx,Nginx,
r25095310.sync.app.asana.com,404 Not Found,,146,r25095310.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25095310.sync.app.asana.com,443,https://r25095310.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,8,,nginx,Nginx,
r25095400.sync.app.asana.com,404 Not Found,,146,r25095400.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25095400.sync.app.asana.com,443,https://r25095400.sync.app.asana.com:443,https,text/html,GET,34.198.0.228,8,,nginx,Nginx,
r25095900.sync.app.asana.com,404 Not Found,,146,r25095900.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25095900.sync.app.asana.com,443,https://r25095900.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,8,,nginx,Nginx,
r25099400.sync.app.asana.com,404 Not Found,,548,r25099400.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25099400.sync.app.asana.com,443,https://r25099400.sync.app.asana.com:443,https,text/html,GET,54.83.140.242,14,,nginx,Nginx,
r25100910.sync.app.asana.com,404 Not Found,,548,r25100910.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25100910.sync.app.asana.com,443,https://r25100910.sync.app.asana.com:443,https,text/html,GET,34.198.0.228,14,,nginx,Nginx,
r25108301.sync.app.asana.com,404 Not Found,,548,r25108301.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25108301.sync.app.asana.com,443,https://r25108301.sync.app.asana.com:443,https,text/html,GET,54.83.140.242,14,,nginx,Nginx,
r25108306.sync.app.asana.com,404 Not Found,,548,r25108306.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25108306.sync.app.asana.com,443,https://r25108306.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,14,,nginx,Nginx,
r25108310.sync.app.asana.com,404 Not Found,,548,r25108310.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25108310.sync.app.asana.com,443,https://r25108310.sync.app.asana.com:443,https,text/html,GET,52.21.65.155,14,,nginx,Nginx,
r25108311.sync.app.asana.com,404 Not Found,,146,r25108311.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25108311.sync.app.asana.com,443,https://r25108311.sync.app.asana.com:443,https,text/html,GET,34.198.0.228,8,,nginx,Nginx,
r25108314.sync.app.asana.com,404 Not Found,,548,r25108314.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25108314.sync.app.asana.com,443,https://r25108314.sync.app.asana.com:443,https,text/html,GET,52.21.65.155,14,,nginx,Nginx,
r25108315.sync.app.asana.com,404 Not Found,,548,r25108315.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25108315.sync.app.asana.com,443,https://r25108315.sync.app.asana.com:443,https,text/html,GET,54.83.140.242,14,,nginx,Nginx,
r25108316.sync.app.asana.com,404 Not Found,,548,r25108316.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25108316.sync.app.asana.com,443,https://r25108316.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,14,,nginx,Nginx,
r25108321.sync.app.asana.com,404 Not Found,,548,r25108321.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25108321.sync.app.asana.com,443,https://r25108321.sync.app.asana.com:443,https,text/html,GET,54.83.140.242,14,,nginx,Nginx,
r25108322.sync.app.asana.com,404 Not Found,,146,r25108322.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25108322.sync.app.asana.com,443,https://r25108322.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,8,,nginx,Nginx,
r25108323.sync.app.asana.com,404 Not Found,,548,r25108323.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25108323.sync.app.asana.com,443,https://r25108323.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,14,,nginx,Nginx,
r25108324.sync.app.asana.com,404 Not Found,,548,r25108324.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25108324.sync.app.asana.com,443,https://r25108324.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,14,,nginx,Nginx,
r25108326.sync.app.asana.com,404 Not Found,,548,r25108326.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25108326.sync.app.asana.com,443,https://r25108326.sync.app.asana.com:443,https,text/html,GET,54.83.140.242,14,,nginx,Nginx,
r25108331.sync.app.asana.com,404 Not Found,,548,r25108331.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25108331.sync.app.asana.com,443,https://r25108331.sync.app.asana.com:443,https,text/html,GET,54.83.140.242,14,,nginx,Nginx,
r25108332.sync.app.asana.com,404 Not Found,,548,r25108332.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25108332.sync.app.asana.com,443,https://r25108332.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,14,,nginx,Nginx,
r25108333.sync.app.asana.com,404 Not Found,,146,r25108333.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25108333.sync.app.asana.com,443,https://r25108333.sync.app.asana.com:443,https,text/html,GET,54.208.98.190,8,,nginx,Nginx,
r25108334.sync.app.asana.com,404 Not Found,,548,r25108334.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25108334.sync.app.asana.com,443,https://r25108334.sync.app.asana.com:443,https,text/html,GET,34.198.0.228,14,,nginx,Nginx,
r25108337.sync.app.asana.com,404 Not Found,,548,r25108337.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25108337.sync.app.asana.com,443,https://r25108337.sync.app.asana.com:443,https,text/html,GET,44.210.28.19,14,,nginx,Nginx,
r25108340.sync.app.asana.com,404 Not Found,,146,r25108340.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25108340.sync.app.asana.com,443,https://r25108340.sync.app.asana.com:443,https,text/html,GET,34.198.0.228,8,,nginx,Nginx,
r25108341.sync.app.asana.com,404 Not Found,,548,r25108341.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25108341.sync.app.asana.com,443,https://r25108341.sync.app.asana.com:443,https,text/html,GET,34.198.0.228,14,,nginx,Nginx,
r25108342.sync.app.asana.com,404 Not Found,,146,r25108342.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25108342.sync.app.asana.com,443,https://r25108342.sync.app.asana.com:443,https,text/html,GET,54.208.98.190,8,,nginx,Nginx,
r25108343.sync.app.asana.com,404 Not Found,,548,r25108343.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25108343.sync.app.asana.com,443,https://r25108343.sync.app.asana.com:443,https,text/html,GET,34.198.0.228,14,,nginx,Nginx,
r25108345.sync.app.asana.com,404 Not Found,,548,r25108345.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25108345.sync.app.asana.com,443,https://r25108345.sync.app.asana.com:443,https,text/html,GET,54.83.140.242,14,,nginx,Nginx,
r25108351.sync.app.asana.com,404 Not Found,,146,r25108351.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25108351.sync.app.asana.com,443,https://r25108351.sync.app.asana.com:443,https,text/html,GET,52.21.65.155,8,,nginx,Nginx,
r25108352.sync.app.asana.com,404 Not Found,,146,r25108352.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25108352.sync.app.asana.com,443,https://r25108352.sync.app.asana.com:443,https,text/html,GET,34.198.0.228,8,,nginx,Nginx,
r25108354.sync.app.asana.com,404 Not Found,,548,r25108354.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25108354.sync.app.asana.com,443,https://r25108354.sync.app.asana.com:443,https,text/html,GET,52.21.65.155,14,,nginx,Nginx,
r25108355.sync.app.asana.com,404 Not Found,,548,r25108355.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25108355.sync.app.asana.com,443,https://r25108355.sync.app.asana.com:443,https,text/html,GET,34.198.0.228,14,,nginx,Nginx,
r25108360.sync.app.asana.com,404 Not Found,,548,r25108360.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25108360.sync.app.asana.com,443,https://r25108360.sync.app.asana.com:443,https,text/html,GET,34.198.0.228,14,,nginx,Nginx,
r25108361.sync.app.asana.com,404 Not Found,,146,r25108361.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25108361.sync.app.asana.com,443,https://r25108361.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,8,,nginx,Nginx,
r25108362.sync.app.asana.com,404 Not Found,,548,r25108362.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25108362.sync.app.asana.com,443,https://r25108362.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,14,,nginx,Nginx,
r25108380.sync.app.asana.com,404 Not Found,,548,r25108380.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25108380.sync.app.asana.com,443,https://r25108380.sync.app.asana.com:443,https,text/html,GET,18.205.32.100,14,,nginx,Nginx,
r25108445.sync.app.asana.com,404 Not Found,,548,r25108445.sync.app.asana.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,CN=*.sync.app.asana.com,*.sync.app.asana.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,r25108445.sync.app.asana.com,443,https://r25108445.sync.app.asana.com:443,https,text/html,GET,54.208.98.190,14,,nginx,Nginx,
