host,a,soa,status_code,axfr,cname,mx,cdn,cdn-name,has_internal_ips,internal_ips,txt,ns,caa,aaaa
cloud-onboarding.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'cloud-onboarding.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
atg-infraportal.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'atg-infraportal.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
chef-staging.uberinternal.com,"34.208.23.129, 44.235.0.55, 44.239.239.166","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,{'host': 'chef-staging.uberinternal.com'},chef-stage-public-web-frontend-1836412981.us-west-2.elb.amazonaws.com,,,,,,,,,
adtech.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'adtech.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
bugle.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'bugle.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
cc-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'cc-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
ci-vertica-dca1.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'ci-vertica-dca1.uberinternal.com'},"geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
blampe.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'blampe.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
ci-next-mobile-dca.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'ci-next-mobile-dca.uberinternal.com'},"geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
assethub.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'assethub.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
atg-metrics-lab.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'atg-metrics-lab.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
avmaps.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'avmaps.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
airwatch-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'airwatch-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
bliss.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'bliss.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
arcanist-the-service.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'arcanist-the-service.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
bullseye-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'bullseye-staging.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",,,,,,,,,
appdash2.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'appdash2.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
aarthika.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'aarthika.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
ci-proxy.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'ci-proxy.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
avmapexplorer-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'avmapexplorer-staging.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
blissnxt.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'blissnxt.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",,,,,,,,,
cloudflux-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'cloudflux-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
atcp.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'atcp.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
cag.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'cag.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
atg-simulation-dev.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'atg-simulation-dev.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
buck-cache.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'buck-cache.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",,,,,,,,,
airwatch.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'airwatch.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
bits.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'bits.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
catalog.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'catalog.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
cadence-phx4.uberinternal.com,104.36.197.136,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'cadence-phx4.uberinternal.com'},"geo-frontends-all-phx2.uber.com, cn-phx.uber.com",,,,,,,,,
ci-android-sq-mobile.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'ci-android-sq-mobile.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
airportcontrol.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'airportcontrol.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
ci-next-mobile.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'ci-next-mobile.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
candidate-experience-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'candidate-experience-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
changeanalyzer.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'changeanalyzer.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
clm.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'clm.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",,,,,,,,,
cloud.vscode.devpod-waw.uberinternal.com,34.149.196.191,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'cloud.vscode.devpod-waw.uberinternal.com'},,,True,google,,,,,,
ci-ios-mobile.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'ci-ios-mobile.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
chat.uberinternal.com,10.164.23.15,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'chat.uberinternal.com'},,,,,True,10.164.23.15,,,,
cap-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'cap-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
chroma.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'chroma.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
bricks.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'bricks.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
cadence-dca8.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'cadence-dca8.uberinternal.com'},"geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
cadence-dca.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'cadence-dca.uberinternal.com'},"geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
chronicle-v1-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'chronicle-v1-staging.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",,,,,,,,,
careers-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'careers-staging.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
accounting-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'accounting-staging.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
ap-dev.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'ap-dev.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
cd4pe.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'cd4pe.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",,,,,,,,,
canopy-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'canopy-staging.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
atg-catalog-explorer-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'atg-catalog-explorer-staging.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
bliss-events-stage.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'bliss-events-stage.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
cadence-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'cadence-staging.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
bastion-crane.uberinternal.com,"104.36.192.129, 104.36.192.130, 104.36.192.128, 104.36.192.131","edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'bastion-crane.uberinternal.com'},"bastion.uberinternal.com, geo.bastion.uberinternal.com, dca22.bastion.uberinternal.com",,,,,,,,,
boulder-ui.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'boulder-ui.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
cadence-phx.uberinternal.com,104.36.197.136,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'cadence-phx.uberinternal.com'},"geo-frontends-all-phx2.uber.com, cn-phx.uber.com",mx.sendgrid.net,,,,,,,,
charter.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'charter.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
coconut.uberinternal.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'coconut.uberinternal.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
conecta.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'conecta.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
bliss-glh.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'bliss-glh.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",,,,,,,,,
business-beta.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'business-beta.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
confluence-prod-node01.prod.uber.com,104.36.192.241,"ns-1980.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,{'host': 'confluence-prod-node01.prod.uber.com'},,,,,,,,,,
cpg-api-e2450ce4.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'cpg-api-e2450ce4.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
cpg-api-b27c7352.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'cpg-api-b27c7352.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
announcer-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'announcer-staging.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",,,,,,,,,
cpg-api-19208a97.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'cpg-api-19208a97.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
compliance.cpe.uber.com,"35.164.209.220, 34.210.64.77, 54.191.226.76","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,{'host': 'compliance.cpe.uber.com'},,,,,,,,,,
crcdb01-sjc1.prod.uber.com,104.36.192.136,"ns-1980.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,{'host': 'crcdb01-sjc1.prod.uber.com'},,,,,,,,,,
dca1-geo.cfe.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'dca1-geo.cfe.uber.com'},cn-ecg.cfe.uber.com,mx.sendgrid.net,True,google,,,,,,
cpg-api-ef83c3b4.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'cpg-api-ef83c3b4.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
csp.uber.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'csp.uber.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
dca1.cfe.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'dca1.cfe.uber.com'},cn-ecg.cfe.uber.com,mx.sendgrid.net,True,google,,,,,,
dba.usuppliers.uber.com,207.231.171.31,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'dba.usuppliers.uber.com'},,,,,,,,,,
dclb-dca1.uber.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'dclb-dca1.uber.com'},cn-dca.uber.com,mx.sendgrid.net,,,,,,,,
data.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'data.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
db-spares-base22-dca1.prod.uber.com,104.36.194.153,"ns-1980.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,{'host': 'db-spares-base22-dca1.prod.uber.com'},,,,,,,,,,
dclb-phx.uber.com,104.36.197.136,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'dclb-phx.uber.com'},cn-phx.uber.com,mx.sendgrid.net,,,,,,,,
blacksmith.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'blacksmith.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
dclb-dca.uber.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'dclb-dca.uber.com'},cn-dca.uber.com,mx.sendgrid.net,,,,,,,,
buck-cache-staging.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'buck-cache-staging.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
dclb-staging-dca1.uber.com,104.36.192.150,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'dclb-staging-dca1.uber.com'},cn-dca-staging.uber.com,,,,,,,,,
backstage.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'backstage.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
dclb-geo.uber.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'dclb-geo.uber.com'},"dclb-dca.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
dclb-phx2.uber.com,104.36.197.136,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'dclb-phx2.uber.com'},cn-phx.uber.com,mx.sendgrid.net,,,,,,,,
dclb-staging-phx2.uber.com,104.36.197.138,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'dclb-staging-phx2.uber.com'},cn-phx-staging.uber.com,,,,,,,,,
dbspares-base81-dca1.prod.uber.com,104.36.194.153,"ns-1980.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,{'host': 'dbspares-base81-dca1.prod.uber.com'},,,,,,,,,,
dbspares-base01-sjc1.prod.uber.com,104.36.192.136,"ns-1980.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,{'host': 'dbspares-base01-sjc1.prod.uber.com'},,,,,,,,,,
atg-lls.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'atg-lls.uberinternal.com'},"frontends-dc.uber.com, geo-frontends-all-dca1.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
dclb02-dca1.prod.uber.com,104.36.195.153,"ns-1980.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,{'host': 'dclb02-dca1.prod.uber.com'},,,,,,,,,,
dclb.uber.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'dclb.uber.com'},"dclb-dca.uber.com, cn-dca.uber.com, dclb-phx.uber.com, cn-phx.uber.com",mx.sendgrid.net,,,,,,,,
dclb04-sjc1.prod.uber.com,104.36.193.167,"ns-1980.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,{'host': 'dclb04-sjc1.prod.uber.com'},,,,,,,,,,
bliss-events.uberinternal.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'bliss-events.uberinternal.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
dclb03-dca1.prod.uber.com,104.36.195.152,"ns-1980.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,{'host': 'dclb03-dca1.prod.uber.com'},,,,,,,,,,
delivery.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'delivery.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
dev.usuppliers.uber.com,207.231.169.199,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'dev.usuppliers.uber.com'},,,,,,,,,,
design.uber.com,34.98.127.226,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'design.uber.com'},"frontends-cloud.uber.com, cn-ecg.cfe.uber.com",mx.sendgrid.net,True,google,,,,,,
destination-web.uber.com,104.36.192.148,"edns126.ultradns.com, serviceproviders.uber.com",NOERROR,{'host': 'destination-web.uber.com'},"frontends-primary.uber.com, cn-dca.uber.com",mx.sendgrid.net,,,,,,,,
