new,host,a,soa,status_code,cname,ns,cdn,cdn-name,has_internal_ips,internal_ips,aaaa,caa,mx,txt
[x],extsmtp05.cvs.com,12.15.156.195,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,,
[x],extsmtp07.cvs.com,12.15.156.197,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,,
[x],extsmtp08.cvs.com,12.15.156.198,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,,
[x],federation.cvs.com,12.46.114.223,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,,
[x],federatione.cvs.com,12.46.114.181,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,,
[x],federationeuat.cvs.com,12.46.114.180,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,,
[x],federationeuat.cvshealth.com,12.46.114.180,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],federationw.cvs.com,204.99.17.172,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,,
[x],federationwuat.cvshealth.com,,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],freebusy.cvshealth.com,23.212.203.19,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"freebusy.cvshealth.com.edgekey.net, e4953.x.akamaiedge.net",,,,,,,,,
[x],ftd-securehub.cvshealth.com,23.210.121.132,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"ftd-securehub.cvshealth.com.edgekey.net, e11512.x.akamaiedge.net",,,,,,,,,
[x],ftp-meddtest.cvshealth.com,204.99.15.37,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],fuchsia-pcc-ac-rxcdevri.cvs.com,,,NOERROR,,,,,,,,,,
[x],fuchsia-pcc-xmlmgr-rxcdevaz.cvs.com,,,NOERROR,,,,,,,,,,
[x],grafana-eip-c360-prod.cvshealth.com,35.190.60.38,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],grafana-np.digital-apigee-non-prod-01.cvshealth.com,35.201.91.151,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],grafana-np.digital-avscan.qa.cvshealth.com,34.120.36.215,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],grafana-np.digital-healthservices.cvs.com,35.241.32.47,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,sit1.digital-healthservices.cvs.com,,True,google,,,,,,
[x],grafana-np.digital-ice-pt.cvshealth.com,34.149.142.228,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],grafana-np.digital-services.cvshealth.com,34.107.223.213,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],grafana-np.digital-shared-services-qa.cvshealth.com,34.117.79.126,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],grafana.digital-health4life.cvshealth.com,35.190.68.48,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],grafana.digital-services.cvshealth.com,34.120.76.73,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],grafana.mfe-ms.cvshealth.com,34.96.116.124,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],grafananp.digital-clientapi.cvshealth.com,35.186.225.116,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],hdreporting.cvshealth.com,12.46.112.186,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],heartbeat-cms.cvshealth.com,20.185.107.145,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,"cvsunilycms.trafficmanager.net, cvsappgwpip.eastus.cloudapp.azure.com",,True,azure,,,,,,
[x],heartbeat-qa.api.cvshealth.com,45.223.19.220,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,kikox2d.impervadns.net,,True,incapsula,,,,,,
[x],heartbeat.cvshealth.com,20.185.107.145,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,"cvsunily.trafficmanager.net, cvsappgwpip.eastus.cloudapp.azure.com",,True,azure,,,,,,
[x],hearthaus-dev.cvshealth.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"hearthaus-dev.cvshealth.com.edgekey.net, e11512.x.akamaiedge.net",,,,,,,,,
[x],hearthaus-uat.cvshealth.com,104.102.41.96,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"hearthaus-uat.cvshealth.com.edgekey.net, e11512.x.akamaiedge.net",,,,,,,,,
[x],hearthaus.cvshealth.com,23.2.208.224,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"hearthaus.cvshealth.com.edgekey.net, e4953.x.akamaiedge.net",,,,,,,,,
[x],heimdall-dev.cvshealth.com,20.119.136.6,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,"as-corpiamdev000.azurewebsites.net, as-corpiamdev000.privatelink.azurewebsites.net, waws-prod-bn1-171.sip.azurewebsites.windows.net, waws-prod-bn1-171-c5b9.eastus2.cloudapp.azure.com",,,,,,,,,
[x],heimdall.cvshealth.com,20.119.128.7,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,"as-corpiamprod000.azurewebsites.net, as-corpiamprod000.privatelink.azurewebsites.net, waws-prod-bn1-177.sip.azurewebsites.windows.net, waws-prod-bn1-177-206b.eastus2.cloudapp.azure.com",,,,,,,,,
[x],hl7.cvshealth.com,12.46.114.165,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],hq-wlc-anchor.cvs.com,192.168.198.1,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,True,192.168.198.1,,,,
[x],i-uat.cvs.com,23.1.57.214,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www-it2.cvs.com.edgekey.net, e5443.x.akamaiedge.net",,,,,,,,,
[x],icet-cte.cvs.com,23.212.210.216,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"icet-cte.cvs.com.edgekey.net, e8783.x.akamaiedge.net",,,,,,,,,
[x],icet-pt.cvs.com,23.212.204.12,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"icet-pt.cvs.com.edgekey.net, e5443.x.akamaiedge.net",,,,,,,,,
[x],icet-sit3w.cvs.com,23.201.241.165,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"icet-sit3w.cvs.com.edgekey.net, e5443.x.akamaiedge.net",,,,,,,,,
[x],icet-sit4w.cvs.com,23.36.236.76,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"icet-sit4w.cvs.com.edgekey.net, e5443.x.akamaiedge.net",,,,,,,,,
[x],image.e.cvshealth.com,"2.20.132.141, 2.20.132.117","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,"tlsprovisioning-san-s10-9.edgekey.net, e104319.dscx.akamaiedge.net",,,,,,"2a02:26f0:3500:1b::1724:a38c, 2a02:26f0:3500:1b::1724:a39a",,,
[x],image.e.healthcloud.cvshealth.com,"2.20.132.108, 2.20.132.155","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,"akamai-san161.exacttarget.com.edgekey.net, e65483.dscx.akamaiedge.net",,,,,,"2a02:26f0:3500:1b::1724:a399, 2a02:26f0:3500:1b::1724:a39d",,,
[x],image.em.cvs.com,"2.23.209.170, 2.23.209.137","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,"tlsprovisioning-san-s10-9.edgekey.net, e104319.dscx.akamaiedge.net",,,,,,,,,
[x],image.em.virtualcare.cvs.com,"2.23.209.170, 2.23.209.137","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,"tlsprovisioning-san-s10-9.edgekey.net, e104319.dscx.akamaiedge.net",,,,,,"2a02:26f0:64::214:8475, 2a02:26f0:64::214:848d",,,
[x],imz.fe.digital-retail-rx-prod.cvshealth.com,34.117.81.21,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],info.cvshealth.com,,,NOERROR,,,True,cloudflare,,,,,,
[x],insights.cvshealth.com,,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],insightslp.cvshealth.com,"104.17.72.206, 104.17.74.206, 104.17.71.206, 104.17.70.206, 104.17.73.206","bart.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"cvscaremark.mktoweb.com, ab12.mktossl.com",,True,cloudflare,,,,,,
[x],intuity4.cvs.com,12.15.136.27,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,,
[x],inventory-qa.gcp-east.cvshealth.com,34.102.159.195,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],investor.cvs.com,"185.225.250.40, 185.225.250.56","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,"www.corporate-ir.net, www-ppe.corporate-ir.net.edgesuite.net, a1836.dscr.akamai.net",,,,,,"2a02:26f0:d8::5c7b:bdc8, 2a02:26f0:d8::6851:3c1b",,,
[x],investors-beta.cvshealth.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"investors-beta.cvshealth.com.edgekey.net, e4953.x.akamaiedge.net",,,,,,,,,
[x],investors.cvshealth.com,23.36.234.96,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"investors.cvshealth.com.edgekey.net, e4953.x.akamaiedge.net",,,,,,,,,
[x],iot.dev.int.cvshealth.com,34.117.205.131,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],it2.cvs.com,,,NOERROR,,,,,,,,,,
[x],jaeger-eip-c360-prod.cvshealth.com,35.190.60.38,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],jdamerch.cvs.com,12.46.114.225,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,,
[x],jdamerchtst.cvs.com,,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,,
[x],jobs.cvshealth.com,"18.65.39.61, 18.65.39.124, 18.65.39.58, 18.65.39.107","ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,"cvshealth.cdn.findly.com, d3gkpeta5svcn.cloudfront.net","ns-237.awsdns-29.com, ns-530.awsdns-02.net, ns-1501.awsdns-59.org, ns-1713.awsdns-22.co.uk",True,cloudfront,,,,,,
[x],join.cvshealth.com,"12.15.144.21, 12.171.214.18, 204.99.16.190","eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],kiali-eip-c360-prod.cvshealth.com,35.190.60.38,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],kiali-np.digital-apigee-non-prod-01.cvshealth.com,35.201.91.151,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],kiali-np.digital-avscan.qa.cvshealth.com,34.120.36.215,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],kiali-np.digital-health4life.cvshealth.com,34.120.250.188,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],kiali-np.digital-healthservices.cvs.com,35.241.32.47,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,sit1.digital-healthservices.cvs.com,,True,google,,,,,,
[x],kiali-np.digital-ice-pt.cvshealth.com,34.149.142.228,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],kiali-np.digital-messaging-qa.cvshealth.com,34.117.219.183,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],kiali-np.digital-retail-rx-qa.cvshealth.com,34.102.170.213,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],kiali-np.digital-services.cvshealth.com,35.241.41.98,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],kiali-np.digital-shared-services-qa.cvshealth.com,34.117.79.126,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],kiali-sb.digital-services.cvshealth.com,34.107.226.218,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,sandbox.digital-services.cvshealth.com,,True,google,,,,,,
[x],kiali.digital-messaging-prod.cvshealth.com,34.98.64.133,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],kiali.digital-services.cvshealth.com,34.120.76.73,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],kiali.mfe-ms.cvshealth.com,34.96.116.124,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],kialinp.digital-clientapi.cvshealth.com,35.186.225.116,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],kiteworks-east.cvshealth.com,12.15.144.12,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],kiteworks-west.cvshealth.com,204.99.16.94,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],lb.digitalworldpaydev.cvs.com,35.201.102.141,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,True,google,,,,,,
[x],lb.digitalworldpaypoc.cvs.com,34.102.227.76,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,True,google,,,,,,
[x],link.cvs.com,,"infoblox1.bo3.e-dialog.com, info.e-dialog.com",NOERROR,cvs.ed10.net,,,,,,,,mail-router.e-dialog.com,
[x],lyncdiscover.cvshealth.com,52.112.196.45,"admin.nsatc.net, dns.level3.net",NOERROR,webdir.online.lync.com,,,,,,2603:1027:0:48::21,,,
[x],m-akatest.cvs.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"m-akatest.cvs.com.edgekey.net, e8783.x.akamaiedge.net",,,,,,,,,
[x],m-it1.cvs.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www-it1.cvs.com.edgekey.net, e5443.x.akamaiedge.net",,,,,,,,,
[x],m-it2.cvs.com,23.2.210.175,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www-it2.cvs.com.edgekey.net, e5443.x.akamaiedge.net",,,,,,,,,
[x],m-it3.cvs.com,23.201.241.165,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www-it3.cvs.com.edgekey.net, e5443.x.akamaiedge.net",,,,,,,,,
[x],m-it4.cvs.com,23.201.241.165,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www-it4.cvs.com.edgekey.net, e5443.x.akamaiedge.net",,,,,,,,,
[x],m-pt2.cvs.com,184.51.226.219,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www-pt2.cvs.com.edgekey.net, e5443.x.akamaiedge.net",,,,,,,,,
[x],m-qa2.cvs.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www-qa2.cvs.com.edgekey.net, e5443.x.akamaiedge.net",,,,,,,,,
[x],m-reg1.cvs.com,184.51.226.219,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www-reg1.cvs.com.edgekey.net, e5443.x.akamaiedge.net",,,,,,,,,
[x],m-reg2.cvs.com,184.51.226.219,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www-reg2.cvs.com.edgekey.net, e5443.x.akamaiedge.net",,,,,,,,,
[x],m-uat1.cvs.com,23.201.241.165,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www-uat1.cvs.com.edgekey.net, e5443.x.akamaiedge.net",,,,,,,,,
[x],m-uat3.cvs.com,23.212.204.12,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www-uat3.cvs.com.edgekey.net, e5443.x.akamaiedge.net",,,,,,,,,
[x],m-uat4.cvs.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www-uat4.cvs.com.edgekey.net, e5443.x.akamaiedge.net",,,,,,,,,
[x],m.cvs.com,104.76.200.38,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www.cvs.edgekey.net, e5769.x.akamaiedge.net",,,,,,,,,
[x],magenta-pcc-crossdc-rxcdevaz.cvs.com,,,NOERROR,,,,,,,,,,
[x],mc-hlp.apps.cvshealth.com,34.117.171.179,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],medguides-test.cvshealth.com,96.7.16.164,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"medguides-test.cvshealth.com.edgekey.net, e11512.x.akamaiedge.net",,,,,,,,,
[x],merch-reg1.cvs.com,,,NOERROR,,,,,,,,,,
[x],merwindlt.cvshealth.com,12.46.114.128,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],message.cvshealth.com,13.111.18.27,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,reply.s10.exacttarget.com,v=spf1 include:%{d}.4e.spf-protect.agari.com exists:%{i}._i.%{d}._d.espf.agari.com ~all
[x],messagedev1.cvs.com,23.2.210.175,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"messagedev.cvs.com.edgekey.net, e5443.x.akamaiedge.net",,,,,,,,,
[x],messagesit2.cvs.com,23.37.50.2,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"messagesit2.cvs.com.edgekey.net, e5443.x.akamaiedge.net",,,,,,,,,
[x],messagesit3.cvs.com,184.51.226.219,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"messagesit3.cvs.com.edgekey.net, e5443.x.akamaiedge.net",,,,,,,,,
[x],metrics-sentry.cvshealth.com,23.37.48.5,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"metrics-sentry.cvshealth.com.edgekey.net, e4953.x.akamaiedge.net",,,,,,,,,
[x],metrics-sentryqa.cvshealth.com,23.197.139.46,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"metrics-sentryqa.aetna.com.edgekey.net, e11512.x.akamaiedge.net",,,,,,,,,
[x],mfe-configui-np.dev1-mfe-ms.cvshealth.com,35.201.91.223,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],mfe-keycloak-np.pt-mfe-ms.cvshealth.com,34.117.16.58,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],mfe-ms.cvshealth.com,34.96.116.124,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],mft.cvshealth.com,52.138.108.114,"tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,"mftservices.cvshealth.com, mft-prod.trafficmanager.net",,True,azure,,,,,,
[x],mftweb.cvshealth.com,23.197.128.205,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"mftweb.cvshealth.com.edgekey.net, e4953.x.akamaiedge.net",,,,,,,,,
[x],microstrategymobile.cvshealth.com,204.99.17.83,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],microstrategyuat-east.cvshealth.com,152.145.93.8,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],mirage-api-mtls.cvshealth.com,35.196.184.117,"ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"cvs-health-prod-mirage.apigee.net, cvs-health-prod.dn.apigee.net",,True,google,,,,,,
[x],mirage-api.cvshealth.com,23.37.48.5,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"mirage-api.cvshealth.com.edgekey.net, e4953.x.akamaiedge.net",,,,,,,,,
[x],mock.digital-clientapi.cvshealth.com,35.186.225.116,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],msserver.cvs.com,69.20.20.95,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,,
[x],msserver.test.cvs.com,12.171.214.12,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,,
[x],msserver2013.test.cvs.com,104.130.189.39,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,,
[x],mta.e.healthcloud.cvshealth.com,13.111.162.173,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],my.cvs.com,129.33.54.101,"asia3.akam.net, hostmaster.akamai.com",NOERROR,ehrportal.ihost.com,,,,,,,,,
[x],myac-form-pt.cvshealth.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],myac-pt.cvshealth.com,96.7.16.164,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"myac-pt.cvshealth.com.edgekey.net, e11512.x.akamaiedge.net",,,,,,,,,
[x],myac.cvshealth.com,12.46.114.162,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],mychart.cvshealth.com,88.221.191.56,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"mychart.cvshealth.com.edgekey.net, e4953.x.akamaiedge.net",,,,,,,,,
[x],myhr.cvshealth.com,23.37.48.5,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"myhr.cvshealth.com.edgekey.net, e4953.x.akamaiedge.net",,,,,,,,,
[x],mylife-pt.cvshealth.com,12.46.119.154,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],myrecognition.cvshealth.com,34.111.67.99,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,"cvs.achievers.com, us1-prd-pfa.achievers.com",,True,google,,,,,,
[x],mytableauinsights.cvshealth.com,52.149.215.200,"tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,"mytableauinsights-aetnao365.msappproxy.net, fabb61b8-3afe-4e75-b934-a47f782b8cd7.tenant.runtime.msappproxy.net, cwap-nam1-runtime.routing.msappproxy.net, nam.proxy-3.appproxy.msidentity.com, www.tm.nam.proxy-3.appproxy.trafficmanager.net",,True,azure,,,,,,
[x],mytableauinsightstest.cvshealth.com,52.149.215.200,"tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,"mytableauinsightstest-aetnao365.msappproxy.net, fabb61b8-3afe-4e75-b934-a47f782b8cd7.tenant.runtime.msappproxy.net, cwap-nam1-runtime.routing.msappproxy.net, nam.proxy-3.appproxy.msidentity.com, www.tm.nam.proxy-3.appproxy.trafficmanager.net",,True,azure,,,,,,
[x],nga.cvshealth.com,20.75.109.112,"ns1-05.azure-dns.com, msnhst.microsoft.com",NOERROR,"lemon-coast-0d87acc1e.1.azurestaticapps.net, azurestaticapps1.trafficmanager.net, msha-slice-1-eus2-1.msha-slice-1-eus2-1-ase.p.azurewebsites.net, waws-prod-bn1-36496307.sip.p.azurewebsites.windows.net",,True,azure,,,,,,
[x],non-prod.digital-dfp-general.cvshealth.com,35.244.232.4,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],non-prod.digital-dfp-phoenix.cvshealth.com,35.201.125.46,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],non-prod.digital-dfp-prod.cvshealth.com,35.227.251.128,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],nonprod.digital-clientapi.cvshealth.com,35.186.225.116,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,True,google,,,,,,
[x],o.cvshealth.com,,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"o.cvshealth.com.edgekey.net, e19.b.akamaiedge.net",,,,,,,,,
[x],o94.sg01.cvshealth.com,,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],ocliota.cvshealth.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],offer.cvs.com,208.94.20.35,"infoblox1.bo3.e-dialog.com, info.e-dialog.com",NOERROR,coupon.ed4.net,,,,,,,,mail-router.e-dialog.com,
[x],optical-test.cvs.com,23.201.241.165,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"optical-test.cvs.com.edgekey.net, e5443.a.akamaiedge.net",,,,,,,,,
[x],optical.cvs.com,104.111.216.169,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"optical.cvs.com.edgekey.net, e5769.x.akamaiedge.net",,,,,,,,,
[x],origin-icet-sit2.cvs.com,12.46.119.226,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,,
[x],origin-icet-sit3.cvs.com,,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,,
[x],origin-metrics-west.cvshealth.com,204.99.17.145,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],origin-pt-metrics-east.cvshealth.com,12.46.119.242,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],origin-sit-metrics-east.cvshealth.com,12.46.119.240,"eazshdcdnsextdns.cvshealth.com, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,
[x],otch.cvs.com,12.15.144.135,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,,
[x],otchs.cvs.com,,"a1-84.akam.net, rm-hostmaster.ems.att.com",NOERROR,,,,,,,,,,
[x],otcwsm-uat.cvs.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],otiagateway-dev.cvshealth.com,45.223.19.220,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,ro5fgcj.impervadns.net,,True,incapsula,,,,,,
[x],owa.cvs.com,12.46.119.152,,NOERROR,,,,,,,,,,
[x],paperclaimsreporting.cvshealth.com,,,NOERROR,,,,,,,,,,
[x],payments.cnpapi.cvs.com,2.23.196.166,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"payments.cnpapi.cvs.com.edgekey.net, e5769.x.akamaiedge.net",,,,,,,,,
