input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,final_url,csp_domains_,webserver,tls_expired,tls_mismatched,cdn_name,cdn,tls_self_signed,location
cloudhub-attd-east-hf.att.com,403 Forbidden,403,118,cloudhub-attd-east-hf.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-26T00:00:00Z,2023-09-26T23:59:59Z,"CN=cloudhub-attd-east-nonprod.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",cloudhub-attd-east-nonprod.att.com,"AT&T Services, Inc.",cloudhub-attd-east-hf.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,a6cdf98d7c663aba6213c5c569c5166a,698bd935b8fa9a8b43ad0767bb724327e8e061a21352543623a33b69a7029f83,,ctls,cloudhub-attd-east-hf.att.com,443,https://cloudhub-attd-east-hf.att.com:443,https,text/html,GET,34.225.206.37,/,1828833911,44.194.210.13,HSTS,7,False,,,,,,,,,
cloudhub-attd-east-qa.att.com,403 Forbidden,403,118,cloudhub-attd-east-qa.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-26T00:00:00Z,2023-09-26T23:59:59Z,"CN=cloudhub-attd-east-nonprod.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",cloudhub-attd-east-nonprod.att.com,"AT&T Services, Inc.",cloudhub-attd-east-hf.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,a6cdf98d7c663aba6213c5c569c5166a,698bd935b8fa9a8b43ad0767bb724327e8e061a21352543623a33b69a7029f83,,ctls,cloudhub-attd-east-qa.att.com,443,https://cloudhub-attd-east-qa.att.com:443,https,text/html,GET,44.194.210.13,/,1828833911,34.225.206.37,HSTS,7,False,,,,,,,,,
cloudhub-attd-east-uat.att.com,403 Forbidden,403,520,cloudhub-attd-east-uat.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-26T00:00:00Z,2023-09-26T23:59:59Z,"CN=cloudhub-attd-east-nonprod.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",cloudhub-attd-east-nonprod.att.com,"AT&T Services, Inc.",cloudhub-attd-east-hf.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,a6cdf98d7c663aba6213c5c569c5166a,698bd935b8fa9a8b43ad0767bb724327e8e061a21352543623a33b69a7029f83,,ctls,cloudhub-attd-east-uat.att.com,443,https://cloudhub-attd-east-uat.att.com:443,https,text/html,GET,44.194.210.13,/,-115358342,34.225.206.37,HSTS,13,False,,,,,,,,,
cloudhub-east-dev.att.com,400 No required SSL certificate was sent,400,202,cloudhub-east-dev.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-10T00:00:00Z,2023-05-16T23:59:59Z,"CN=cloudhub-east-dev.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",cloudhub-east-dev.att.com,"AT&T Services, Inc.",cloudhub-east-perf-9.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8d30520abd337fb840e45396ba02cbfa,3d7f3e3c7f9b2f07c3c04bad547c1fcd74a18c3d708e28f3a5e42cfc8da4fe6b,,ctls,cloudhub-east-dev.att.com,443,https://cloudhub-east-dev.att.com:443,https,text/html,GET,23.22.15.89,/,-1372260124,54.226.189.160,HSTS,8,False,,,,,,,,,
cloudhub-east-perf-1.att.com,400 No required SSL certificate was sent,400,202,cloudhub-east-perf-1.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-10T00:00:00Z,2023-05-16T23:59:59Z,"CN=cloudhub-east-dev.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",cloudhub-east-dev.att.com,"AT&T Services, Inc.",cloudhub-east-perf-9.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8d30520abd337fb840e45396ba02cbfa,3d7f3e3c7f9b2f07c3c04bad547c1fcd74a18c3d708e28f3a5e42cfc8da4fe6b,,ctls,cloudhub-east-perf-1.att.com,443,https://cloudhub-east-perf-1.att.com:443,https,text/html,GET,54.226.189.160,/,-1372260124,23.22.15.89,HSTS,8,False,,,,,,,,,
cloudhub-east-perf-2.att.com,400 No required SSL certificate was sent,400,202,cloudhub-east-perf-2.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-10T00:00:00Z,2023-05-16T23:59:59Z,"CN=cloudhub-east-dev.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",cloudhub-east-dev.att.com,"AT&T Services, Inc.",cloudhub-east-perf-9.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8d30520abd337fb840e45396ba02cbfa,3d7f3e3c7f9b2f07c3c04bad547c1fcd74a18c3d708e28f3a5e42cfc8da4fe6b,,ctls,cloudhub-east-perf-2.att.com,443,https://cloudhub-east-perf-2.att.com:443,https,text/html,GET,23.22.15.89,/,-1372260124,54.226.189.160,HSTS,8,False,,,,,,,,,
cloudhub-east-perf-4.att.com,400 No required SSL certificate was sent,400,604,cloudhub-east-perf-4.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-10T00:00:00Z,2023-05-16T23:59:59Z,"CN=cloudhub-east-dev.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",cloudhub-east-dev.att.com,"AT&T Services, Inc.",cloudhub-east-perf-9.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8d30520abd337fb840e45396ba02cbfa,3d7f3e3c7f9b2f07c3c04bad547c1fcd74a18c3d708e28f3a5e42cfc8da4fe6b,,ctls,cloudhub-east-perf-4.att.com,443,https://cloudhub-east-perf-4.att.com:443,https,text/html,GET,54.226.189.160,/,2088357027,23.22.15.89,HSTS,14,False,,,,,,,,,
cloudhub-east-perf-6.att.com,400 No required SSL certificate was sent,400,202,cloudhub-east-perf-6.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-10T00:00:00Z,2023-05-16T23:59:59Z,"CN=cloudhub-east-dev.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",cloudhub-east-dev.att.com,"AT&T Services, Inc.",cloudhub-east-perf-9.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8d30520abd337fb840e45396ba02cbfa,3d7f3e3c7f9b2f07c3c04bad547c1fcd74a18c3d708e28f3a5e42cfc8da4fe6b,,ctls,cloudhub-east-perf-6.att.com,443,https://cloudhub-east-perf-6.att.com:443,https,text/html,GET,35.170.152.253,/,-1372260124,54.226.189.160,HSTS,8,False,,,,,,,,,
cloudhub-east-perf-9.att.com,400 No required SSL certificate was sent,400,604,cloudhub-east-perf-9.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-10T00:00:00Z,2023-05-16T23:59:59Z,"CN=cloudhub-east-dev.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",cloudhub-east-dev.att.com,"AT&T Services, Inc.",cloudhub-east-perf-9.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8d30520abd337fb840e45396ba02cbfa,3d7f3e3c7f9b2f07c3c04bad547c1fcd74a18c3d708e28f3a5e42cfc8da4fe6b,,ctls,cloudhub-east-perf-9.att.com,443,https://cloudhub-east-perf-9.att.com:443,https,text/html,GET,35.170.152.253,/,2088357027,23.22.15.89,HSTS,14,False,,,,,,,,,
cloudhub-east-perf.att.com,400 No required SSL certificate was sent,400,202,cloudhub-east-perf.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-10T00:00:00Z,2023-05-16T23:59:59Z,"CN=cloudhub-east-dev.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",cloudhub-east-dev.att.com,"AT&T Services, Inc.",cloudhub-east-perf-9.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8d30520abd337fb840e45396ba02cbfa,3d7f3e3c7f9b2f07c3c04bad547c1fcd74a18c3d708e28f3a5e42cfc8da4fe6b,,ctls,cloudhub-east-perf.att.com,443,https://cloudhub-east-perf.att.com:443,https,text/html,GET,54.226.189.160,/,-1372260124,23.22.15.89,HSTS,8,False,,,,,,,,,
cloudhub-east-trng.att.com,400 No required SSL certificate was sent,400,604,cloudhub-east-trng.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-10T00:00:00Z,2023-05-16T23:59:59Z,"CN=cloudhub-east-dev.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",cloudhub-east-dev.att.com,"AT&T Services, Inc.",cloudhub-east-perf-9.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8d30520abd337fb840e45396ba02cbfa,3d7f3e3c7f9b2f07c3c04bad547c1fcd74a18c3d708e28f3a5e42cfc8da4fe6b,,ctls,cloudhub-east-trng.att.com,443,https://cloudhub-east-trng.att.com:443,https,text/html,GET,35.170.152.253,/,2088357027,23.22.15.89,HSTS,14,False,,,,,,,,,
cloudhub-east-uat.att.com,400 No required SSL certificate was sent,400,604,cloudhub-east-uat.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-10T00:00:00Z,2023-05-16T23:59:59Z,"CN=cloudhub-east-dev.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",cloudhub-east-dev.att.com,"AT&T Services, Inc.",cloudhub-east-perf-9.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8d30520abd337fb840e45396ba02cbfa,3d7f3e3c7f9b2f07c3c04bad547c1fcd74a18c3d708e28f3a5e42cfc8da4fe6b,,ctls,cloudhub-east-uat.att.com,443,https://cloudhub-east-uat.att.com:443,https,text/html,GET,54.147.64.33,/,2088357027,23.22.15.89,HSTS,14,False,,,,,,,,,
cloudmsteams.att.com,Access Denied,400,269,cloudmsteams.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,cloudmsteams.att.com,443,https://cloudmsteams.att.com:443,https,text/html,GET,23.192.153.80,/,-771310498,2a02:26f0:1700:394::2db1,,10,False,,,AkamaiGHost,,,,,,
clouduser.synaptic.att.com,,200,5529,www.synaptic.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-10T00:00:00Z,2024-05-09T23:59:59Z,"CN=san1.attssl.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",san1.attssl.com,"AT&T Services, Inc.",www.uverse.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ba25b835b56b9c340b03d478f082380b,750adfed3fcdbaed948d43abae258ef6dfdc386b2a1c3161cab357eb4e6f638b,,ctls,www.synaptic.att.com,443,https://clouduser.synaptic.att.com:443,https,text/html,GET,104.102.33.105,/,-1321617880,2a02:26f0:480:999::24fb,HSTS,12,False,https://www.synaptic.att.com/,URL=/clouduser/synaptic_welcome.htm,,,,,,,
cmp.att.com,,200,1600,cmp.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-30T00:00:00Z,2023-06-30T23:59:59Z,"CN=*.att.com, O=AT and T Services\, Inc., L=Dallas, ST=Texas, C=US",*.att.com,"AT and T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5566d02cecb7b29e3c4395034f914334,dc16628f1845f523b2d5a9f41ab4deeb5481fa7384a99e513992381c5d229fa8,True,ctls,cmp.att.com,443,https://cmp.att.com:443,https,text/html,GET,144.160.19.172,/,-57845810,144.160.19.172,HSTS,53,False,,,,,,,,,
cmp.stage.att.com,,200,1481,cmp.stage.att.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-06T00:00:00Z,2023-07-06T23:59:59Z,"CN=*.stage.att.com, O=AT and T Services\, Inc., L=Dallas, ST=Texas, C=US",*.stage.att.com,"AT and T Services, Inc.",*.stage.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,53e38fe9d8606be1bb114fae1a7a0d76,0c3fc2842de84718a4e1d488afb4944eab05b5d5257e75b76e83d9ca83cf81d0,True,ctls,cmp.stage.att.com,443,https://cmp.stage.att.com:443,https,text/html,GET,144.161.137.205,/,348060207,144.161.137.205,HSTS,50,False,,*.inq.com,,,,,,,
cn01-iotgw.att.com,,404,204,,,,,,,,,,,,,,,,,,,,80,http://cn01-iotgw.att.com:80,http,text/html,GET,47.91.170.222,/,-869031974,47.91.170.222,,11,False,,,,,,,,,
cnm.eia.att.com,HTTP Status 500 – Internal Server Error,500,455,cnm.eia.att.com,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,2023-02-28T00:00:00Z,2024-03-19T23:59:59Z,"CN=www.cnm.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",www.cnm.att.com,"AT&T Services, Inc.",tchosted.cnm.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,76b03d34682461eb15f0b3d3f3f008dd,81da6ed55a8825a6f1f968c2204b7f32963973ead3a1aa5d8b3939ec09def2d7,,ctls,cnm.eia.att.com,443,https://cnm.eia.att.com:443,https,text/html,GET,144.160.149.163,/,-230353730,2001:1890:1c00:3221::4:1035,mod_jk:1.2.48,1,False,,,Apache/2.4.54 (Unix) OpenSSL/1.1.1q mod_jk/1.2.48,,True,,,,
cobc.att.com,COBC,200,12052,cobc.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,cobc.att.com,443,https://cobc.att.com:443,https,text/html,GET,23.192.153.80,/,87212129,2a02:26f0:1700:394::2db1,Akamai,34,False,,,,,,,,,
col01.bd.labs.att.com,403 Forbidden,403,581,col01.bd.labs.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-30T00:00:00Z,2024-01-02T23:59:59Z,"CN=col01.bd.labs.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",col01.bd.labs.att.com,"AT&T Services, Inc.",col01.bd.labs.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3945e5a7a0cd5f5a608cf118abb5036e,b4a1eaa26671e4e4b056515a3e14dac27888f6340689c9f01d84d866c461b256,,ctls,col01.bd.labs.att.com,443,https://col01.bd.labs.att.com:443,https,text/html,GET,20.97.232.108,/,169620248,20.97.232.108,,14,False,,,Microsoft-Azure-Application-Gateway/v2,,,,,,
collabportal.e-access.att.com,,401,130,collabportal.e-access.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-16T00:00:00Z,2024-03-15T23:59:59Z,"CN=*.e-access.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",*.e-access.att.com,"AT&T Services, Inc.",*.e-access.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,08e5d0e50a11bee83ef691e14d117abc,4e49e02d230d34846a209e0ed3733a977fee350dcfd46b3952a4b82522e738b0,True,ctls,collabportal.e-access.att.com,443,https://collabportal.e-access.att.com:443,https,application/json,GET,144.161.106.147,/,-1509481970,2001:1890:1c00:3411::4:1004,HSTS,7,False,,,,,,,,,
collabportal.stage.att.com,,401,130,collabportal.stage.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-06T00:00:00Z,2023-07-06T23:59:59Z,"CN=*.stage.att.com, O=AT and T Services\, Inc., L=Dallas, ST=Texas, C=US",*.stage.att.com,"AT and T Services, Inc.",*.stage.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,53e38fe9d8606be1bb114fae1a7a0d76,0c3fc2842de84718a4e1d488afb4944eab05b5d5257e75b76e83d9ca83cf81d0,True,ctls,collabportal.stage.att.com,443,https://collabportal.stage.att.com:443,https,application/json,GET,144.161.106.146,/,-1509481970,2001:1890:1c00:6222::4:1006,HSTS,7,False,,,,,,,,,
comrest-directvcommercial.att.com,The resource cannot be found.,404,1885,comrest-directvcommercial.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-19T00:00:00Z,2024-01-16T23:59:59Z,"CN=comrest-directvcommercial.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",comrest-directvcommercial.att.com,"AT&T Services, Inc.",comrest-directvcommercial.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,f8db1dbfacedd6b38f19f12a8600eebe,6507f9ddb1ff0ae880d0c874f9972117a6685168d34c96c01cb263a4015d413f,,ctls,comrest-directvcommercial.att.com,443,https://comrest-directvcommercial.att.com:443,https,text/html,GET,54.227.147.172,/,1772087922,23.20.21.54,Windows Server,41,False,,,Microsoft-IIS/10.0,,,,,,
confssp.att.com,AT&T Conferencing Management,200,2149,confssp.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-05-14T23:59:59Z,"CN=confssp.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",confssp.att.com,"AT&T Services, Inc.",confssp.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,4a43bd851a05ee005f9a3fcde68da45d,1508fa9d15c3fe03299d34150b237eefff7267ea3b403108268edb108b5db392,,ctls,confssp.att.com,443,https://confssp.att.com:443,https,text/html,GET,144.160.233.138,/,-1271406861,144.160.233.138,,47,False,,,unknown,,,,,,
connected.att.com,CORE Communication Center - HOME,200,9170,connected.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-04-13T00:00:00Z,2024-05-13T23:59:59Z,"CN=connected.att.com, O=AT and T Services\, Inc., L=Dallas, ST=Texas, C=US",connected.att.com,"AT and T Services, Inc.",connected.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,206817aa351a4fc1431a897865775f58,48576b7bd3bcd58b20aac0959ebfddf9c4484329cbe87218cd46330aff8c6e4b,,ctls,connected.att.com,443,https://connected.att.com:443,https,text/html,GET,144.161.106.21,/,-20275242,144.161.106.21,Windows Server,205,False,,,Microsoft-IIS/8.5,,,,,,
connectedcommunities.att.com,Log In ‹ AT&T Connected Communities — WordPress,200,6871,connectedcommunities.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-30T06:24:48Z,2023-07-29T06:24:47Z,CN=connectedcommunities.att.com,connectedcommunities.att.com,,connectedcommunities.att.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,27b0913cac5de5fc23a920543f1219c4,1560a7de22fda234df626620b7562b685aa3f2faf2037d23895f133ab0aadfe2,,ctls,connectedcommunities.att.com,443,https://connectedcommunities.att.com:443,https,text/html,GET,35.237.11.233,/,-1840324437,35.237.11.233,WordPress,108,False,https://connectedcommunities.att.com/wp-login.php?redirect_to=https%3A%2F%2Fconnectedcommunities.att.com%2F&reauth=1,,nginx,,,google,True,,
connecticut.att.com,Connecticut - AT&T Connects,200,161097,www.attconnects.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-20T23:26:35Z,2023-07-19T23:26:34Z,CN=www.attconnects.com,www.attconnects.com,,www.attconnects.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8c2a4d3f73a4c0cc71f284b0bbd11dd2,bd156eec075b28456e9fb00b24172ee9165e279a5acc7c9a8a056633e5b22294,,ctls,www.attconnects.com,80,http://connecticut.att.com:80,http,text/html,GET,141.193.213.20,/,1243231544,141.193.213.21,Yoast SEO:20.6,1250,False,https://www.attconnects.com/connecticut/,,cloudflare,,,,,,
connectmeeting.att.com,Network Error,504,868,www.teleconference.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-21T00:00:00Z,2024-02-21T23:59:59Z,"CN=www.teleconference.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",www.teleconference.att.com,"AT&T Services, Inc.",www.teleconference.att.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,69bd6f59e1e17a4bd0b8994b1d2cb22e,f0cfc64894da02a82fa10c909776f553d4f883bc8c5eb8b9ce91d40c476e383c,,ctls,www.teleconference.att.com,443,https://connectmeeting.att.com:443,https,text/html,GET,20.75.101.58,/,-1481113387,20.75.101.58,,43,False,https://www.teleconference.att.com/servlet/ATTClogin,,,,,,,,
consumer.att.com,Network Error,504,868,consumer.att.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-07-18T23:59:59Z,"CN=www.consumer.att.com, O=AT&T Services\, Inc., L=Dallas, ST=Texas, C=US",www.consumer.att.com,"AT&T Services, Inc.",www.consumer.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c518b435d35f48311a82e887bd998f7a,7b79e3d194dd47d4e34e72cba77451d824af45351ce0ba91b129780abc74a25d,,ctls,consumer.att.com,443,https://consumer.att.com:443,https,text/html,GET,144.160.219.35,/,836710925,2001:1890:1c00:4110::f:1003,,43,False,,,,,True,,,,
consumerblogarchive.att.com,Invalid URL,400,209,consumerblogarchive.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-14T00:00:00Z,2023-12-13T23:59:59Z,"CN=*.att.net, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.net,"AT&T Services, Inc.",*.att.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,56930783cfb2d13f563db7c675541b9f,603b6c0ac9f25ed3cf3e637a610d9366adc1c200db046579620209375cf5641a,True,ctls,consumerblogarchive.att.com,443,https://consumerblogarchive.att.com:443,https,text/html,GET,184.25.217.224,/,1412052229,184.25.217.224,,8,False,,,AkamaiGHost,,True,,,,
content-dev.att.com,Error,503,175,content-dev.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,content-dev.att.com,443,https://content-dev.att.com:443,https,text/html,GET,2.23.197.91,/,882420957,2a02:26f0:480:986::2db1,HSTS,5,False,,,,,,,,,
content-test.att.com,CDP,200,6898,content-test.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,content-test.att.com,443,https://content-test.att.com:443,https,text/html,GET,23.192.153.80,/,882420957,2a02:26f0:1700:394::2db1,HSTS,35,False,,,,,,,,,
content.att.com,CDP,200,6901,content.att.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-07T00:00:00Z,2023-12-06T23:59:59Z,"CN=*.att.com, O=AT&T Services\, Inc., L=Southfield, ST=Michigan, C=US",*.att.com,"AT&T Services, Inc.",*.att.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09faf77a6dd3000c8f43530bb2c894e6,d67fce4293ea74dd47ec39b2ea28f71a6013c17f8b8f7ecf32a650c3beade36d,True,ctls,content.att.com,443,https://content.att.com:443,https,text/html,GET,23.192.153.80,/,882420957,2a02:26f0:1700:394::2db1,HSTS,35,False,,,,,,,,,
