input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_wildcard_certificate,final_url,tls_mismatched,csp_domains_
kittymeowboutique.etsy.com,KittyMeowBoutique - Etsy.de,200,655347,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://kittymeowboutique.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,-1915273126,35.190.25.237,Varnish,10910,False,True,,True,https://www.etsy.com/shop/kittymeowboutique/?etsrc=sdt,True,
kiwibird1.etsy.com,kiwibird1 - Etsy.de,200,193466,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://kiwibird1.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,,35.190.25.237,Varnish,2395,False,True,,True,https://www.etsy.com/shop/kiwibird1/?etsrc=sdt,True,
klasscouture.etsy.com,klasscouture - Etsy.de,200,182233,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://klasscouture.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,1088024523,35.190.25.237,Varnish,2159,False,True,,True,https://www.etsy.com/shop/klasscouture/?etsrc=sdt,True,
kldesignsboutique.etsy.com,"Etsy - Dein Marktplatz für handgefertigte Produkte, Vintage und Material.",404,37134,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://kldesignsboutique.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,,35.190.25.237,Varnish,245,False,True,,True,https://www.etsy.com/shop/kldesignsboutique/?etsrc=sdt,True,
knit1girl1.etsy.com,WeftBlown - Etsy.de,200,254355,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://knit1girl1.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,-1468399980,35.190.25.237,Varnish,2912,False,True,,True,https://www.etsy.com/shop/knit1girl1/?etsrc=sdt,True,
knitandcrochetpalace.etsy.com,KnitAndCrochetPalace - Etsy.de,200,326847,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://knitandcrochetpalace.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,-206128382,35.190.25.237,Varnish,4823,False,True,,True,https://www.etsy.com/shop/knitandcrochetpalace/?etsrc=sdt,True,
knitty34.etsy.com,knitty34 - Etsy.de,200,377271,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://knitty34.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,-1598711745,35.190.25.237,Varnish,6126,False,True,,True,https://www.etsy.com/shop/knitty34/?etsrc=sdt,True,
knockonwoodshoppe.etsy.com,KnockOnWoodShoppe - Etsy.de,200,322385,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://knockonwoodshoppe.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,,35.190.25.237,Varnish,4201,False,True,,True,https://www.etsy.com/shop/knockonwoodshoppe/?etsrc=sdt,True,
korony.etsy.com,"Etsy - Dein Marktplatz für handgefertigte Produkte, Vintage und Material.",404,43851,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://korony.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,-679292064,35.190.25.237,Varnish,287,False,True,,True,https://www.etsy.com/shop/korony/?etsrc=sdt,True,
kortni10.etsy.com,kortni10 - Etsy.de,200,222523,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://kortni10.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,623427877,35.190.25.237,Varnish,2447,False,True,,True,https://www.etsy.com/shop/kortni10/?etsrc=sdt,True,
kottageon5th.etsy.com,"Etsy - Dein Marktplatz für handgefertigte Produkte, Vintage und Material.",404,37799,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://kottageon5th.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,-734817066,35.190.25.237,Varnish,251,False,True,,True,https://www.etsy.com/shop/kottageon5th/?etsrc=sdt,True,
kraftylady20.etsy.com,kraftylady20 - Etsy.de,200,187303,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://kraftylady20.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,-1067727768,35.190.25.237,Varnish,1876,False,True,,True,https://www.etsy.com/shop/kraftylady20/?etsrc=sdt,True,
kralalien.etsy.com,Kralalien - Etsy.de,200,171273,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://kralalien.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,327553061,35.190.25.237,Varnish,1760,False,True,,True,https://www.etsy.com/shop/kralalien/?etsrc=sdt,True,
kreatedbykaren.etsy.com,kreatedbykaren - Etsy.de,200,301795,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://kreatedbykaren.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,1545078837,35.190.25.237,Varnish,5006,False,True,,True,https://www.etsy.com/shop/kreatedbykaren/?etsrc=sdt,True,
kris1911.etsy.com,Kris1911 - Etsy.de,200,192259,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://kris1911.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,249455588,35.190.25.237,Varnish,2372,False,True,,True,https://www.etsy.com/shop/kris1911/?etsrc=sdt,True,
ktwigs81.etsy.com,KohanaJewellery - Etsy.de,200,590287,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://ktwigs81.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,-1964251354,35.190.25.237,Varnish,10244,False,True,,True,https://www.etsy.com/shop/ktwigs81/?etsrc=sdt,True,
kudama.etsy.com,"Etsy - Dein Marktplatz für handgefertigte Produkte, Vintage und Material.",404,41323,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://kudama.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,696784664,35.190.25.237,Varnish,250,False,True,,True,https://www.etsy.com/shop/kudama/?etsrc=sdt,True,
kumotemari.etsy.com,KumoTemari - Etsy.de,200,307407,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://kumotemari.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,,35.190.25.237,Varnish,4099,False,True,,True,https://www.etsy.com/shop/kumotemari/?etsrc=sdt,True,
kusicoya.etsy.com,kusicoya - Etsy.de,200,289831,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://kusicoya.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,-1470204992,35.190.25.237,Varnish,3775,False,True,,True,https://www.etsy.com/shop/kusicoya/?etsrc=sdt,True,
kwibi.etsy.com,Kwibi - Etsy.de,200,165921,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://kwibi.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,,35.190.25.237,Varnish,1904,False,True,,True,https://www.etsy.com/shop/kwibi/?etsrc=sdt,True,
lacegrl130.etsy.com,DorothyJanePaperie - Etsy.de,200,447395,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://lacegrl130.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,-1283391856,35.190.25.237,Varnish,6082,False,True,,True,https://www.etsy.com/shop/lacegrl130/?etsrc=sdt,True,
ladesirade.etsy.com,"Etsy - Your place to buy and sell all things handmade, vintage, and supplies",404,37083,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://ladesirade.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,36459128,35.190.25.237,Varnish,245,False,True,,True,https://www.etsy.com/shop/ladesirade/?etsrc=sdt,True,
ladiesandgentlemen.etsy.com,ladiesandgentlemen - Etsy.de,200,164019,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://ladiesandgentlemen.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,-1706092072,35.190.25.237,Varnish,1932,False,True,,True,https://www.etsy.com/shop/ladiesandgentlemen/?etsrc=sdt,True,
ladolceboutique.etsy.com,LaDolceBoutique - Etsy.de,200,325022,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://ladolceboutique.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,2082680677,35.190.25.237,Varnish,4080,False,True,,True,https://www.etsy.com/shop/ladolceboutique/?etsrc=sdt,True,
ladybrocknchic.etsy.com,LadybrocknChic - Etsy.de,200,188327,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://ladybrocknchic.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,,35.190.25.237,Varnish,1979,False,True,,True,https://www.etsy.com/shop/ladybrocknchic/?etsrc=sdt,True,
ladybug650.etsy.com,ladybug650 - Etsy.de,200,363311,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://ladybug650.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,2002599355,35.190.25.237,Varnish,5572,False,True,,True,https://www.etsy.com/shop/ladybug650/?etsrc=sdt,True,
ladyhawklove.etsy.com,"Etsy - Dein Marktplatz für handgefertigte Produkte, Vintage und Material.",404,37118,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://ladyhawklove.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,1507690260,35.190.25.237,Varnish,245,False,True,,True,https://www.etsy.com/shop/ladyhawklove/?etsrc=sdt,True,
ladymorgan001.etsy.com,ThyBloodyValentine - Etsy.de,200,178532,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://ladymorgan001.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,-1724768567,35.190.25.237,Varnish,2076,False,True,,True,https://www.etsy.com/shop/ladymorgan001/?etsrc=sdt,True,
lagelle.etsy.com,Lagelle - Etsy.de,200,336254,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://lagelle.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,1918478575,35.190.25.237,Varnish,4277,False,True,,True,https://www.etsy.com/shop/lagelle/?etsrc=sdt,True,
lake1221.etsy.com,lake1221 - Etsy.de,200,370464,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://lake1221.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,1451062758,35.190.25.237,Varnish,5869,False,True,,True,https://www.etsy.com/shop/lake1221/?etsrc=sdt,True,
lakeviewfurniture.etsy.com,LakeviewFurniture - Etsy.de,200,639723,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://lakeviewfurniture.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,157789585,35.190.25.237,Varnish,10892,False,True,,True,https://www.etsy.com/shop/lakeviewfurniture/?etsrc=sdt,True,
lalaline.etsy.com,lalaline - Etsy.de,200,188668,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://lalaline.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,-1757291248,35.190.25.237,Varnish,1988,False,True,,True,https://www.etsy.com/shop/lalaline/?etsrc=sdt,True,
langluei.etsy.com,langluei - Etsy.de,200,196561,www.etsy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-18T23:03:40Z,2023-12-20T23:03:39Z,CN=*.etsystatic.com,*.etsystatic.com,etsy.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,6d0c464560bdadcca76ae2c6e5a95bf0,a74751759729872584dba6643da5c7c023d170c5a1620a77a777d7a4647bc334,ctls,www.etsy.com,google,80,http://langluei.etsy.com:80,http,Apache,text/html,GET,35.190.25.237,/,-1239852562,35.190.25.237,Varnish,2610,False,True,,True,https://www.etsy.com/shop/langluei/?etsrc=sdt,True,
