new,host,soa,txt,status_code,cdn,cdn-name,a,ns,cname,caa,aaaa,mx
[x],gardeniasgarb.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],gardeniavintage.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],garyhellerphotograph.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",,NOERROR,True,google,,,,,,
[x],gaylepritchard.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],gazunta.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],gcp-cms-new.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],geauxmelange.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],geckoj.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],geekiana.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],geekyknitjob.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],geminmind.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],gentrifiedjunk.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],geritom71.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],getmonsterstitches.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],getnatural1.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,,,,,,
[x],getnipped.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],getsmeeverytime.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],giantgiraffe.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],giddygirlie.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],giertta.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,"dns1.p03.nsone.net, dns3.p03.nsone.net, ns-1264.awsdns-30.org, ns-162.awsdns-20.com",,,,
[x],gifted1.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],gigishandywork.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],gildedpeach.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],ginger1990.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],gingerblue.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],gingercake.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],gingercreative.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],gingermagnolia.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],ginnia.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],giovannini250.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],giraffedactyl.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],girlandapaintbrush.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,"dns1.p03.nsone.net, dns3.p03.nsone.net, ns-1264.awsdns-30.org, ns-162.awsdns-20.com",,,,
[x],girlgal6.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],girliebowtique.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],glamhouse.etsy.com,,,NOERROR,True,google,35.190.25.237,,,,,
[x],glamour365.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],glamourbomb.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],glamourlandvintage.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],glassartbyjoe.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],glassowlpyramid.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],glasssculptureorg.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],glassvineyard.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],glassycreekcottage.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],glennhumplik.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],glimmerbyerica.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],glitzandlove.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",,NOERROR,True,google,,,,,,
[x],gluegunannie.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],gnomesweeeetgnome.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],go2girl.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],gobirdie.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],goffcouture.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,"dns1.p03.nsone.net, dns3.p03.nsone.net, ns-1264.awsdns-30.org, ns-162.awsdns-20.com",,,,
[x],goggla.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,"dns1.p03.nsone.net, dns3.p03.nsone.net, ns-1264.awsdns-30.org, ns-162.awsdns-20.com",,,,
[x],goggo101.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],goldencherryprints.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],goldensilhouette.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],gollybard.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],gonedoggie.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],goobeetsa.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],gooddaysunshinestore.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],goodeye.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],goodgosh.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],goodnitegracie.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],goodtobegirl.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],goosegrease.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,,,,,,
[x],gorecouture.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,,"dns1.p03.nsone.net, dns3.p03.nsone.net, ns-1264.awsdns-30.org, ns-162.awsdns-20.com",,,,
[x],gossamersong.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",,NOERROR,True,google,,,,,,
[x],gothicandvintage.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],gottagovintage1.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],gpdesigns2.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],gracechristie.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],gramasattic.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",,NOERROR,True,google,,,,,,
[x],grapevineceramicsgft.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],graphicdesignbytara.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],gratefuldan.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],grayscratch.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],greaterretroarea.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],greenleafvintage1.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,"dns1.p03.nsone.net, dns3.p03.nsone.net, ns-1264.awsdns-30.org, ns-162.awsdns-20.com",,,,
[x],greenleafwood.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],greenmang0.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],greensprings0.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],grenade.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],greyhoundsplease.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",,NOERROR,True,google,35.190.25.237,,,,,
[x],greyisthenewblackco.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,,,,,,
[x],grimweasel.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",,NOERROR,True,google,,,,,,
[x],gripandword.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],groomingdvd.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],growingupwild.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],growthofthesoil.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],grueneacreskitchen.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],gubbagumma.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],guerragirl.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],gwinna.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],gypsyinmyblood.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",,NOERROR,True,google,,,,,,
[x],gypsymuse.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],h2bnboutique.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],haasome.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",,NOERROR,True,google,,,,,,
[x],hacklock.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],hahabird.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],hamburke.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],hamila8887.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],handfull.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],handicraftkate.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],handmadebykate.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],handmadegemuk.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],handywoman.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],haphazardclothing.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],happy1240.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],happychanceapparel.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],happydollorg.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],happylorisbaking.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],happymae.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],happymine.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],happymoosegardenart.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,"dns1.p03.nsone.net, dns3.p03.nsone.net, ns-1264.awsdns-30.org, ns-162.awsdns-20.com",,,,
[x],hardcandyhouse.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],hardscrabble.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],harmonyandbliss.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],hartandram.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],hartofkaren.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],harvestgrlexperience.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],harvestmoonbyhand.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],hastingshomestead.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],hattic.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],hausofariella.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],hausproud.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],hawkcouture.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],hayidan.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],hazelwonderland.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],hcgboottops1111.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],healinghoundstone.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],heartace.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],heartfeltdesire.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],heartofthefire.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",,NOERROR,True,google,35.190.25.237,,,,,
[x],heartstringannie.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],heatherblack.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],heathergabel.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,"dns1.p03.nsone.net, dns3.p03.nsone.net, ns-1264.awsdns-30.org, ns-162.awsdns-20.com",,,,
[x],hebestore.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],hedgehoglounge.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],hegemade.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],heidihammel.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],heidihonigbiene.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],heidileech.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],heleneeriksen.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],helenesmith.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],helgasboutique.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],hellcatvintage.etsy.com,"dns1.p03.nsone.net, hostmaster.nsone.net, ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
[x],hellocambrayah.etsy.com,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com, dns1.p03.nsone.net, hostmaster.nsone.net",v=spf1 -all,NOERROR,True,google,35.190.25.237,,,,,
