input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,cdn
api.coinstore.com,404 Not Found,404,532,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,api.coinstore.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-29T00:00:00Z,2023-06-29T23:59:59Z,"CN=coinstore.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",coinstore.com,"Cloudflare, Inc.",coinstore.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",c3e9a031a8da31df31d3fe365a5a6057,31d36df3cf2fce0f8c79cb2362df2b4550dd9cfa8272771cc51f716e8c72f600,True,ctls,api.coinstore.com,cloudflare,80,http://api.coinstore.com:80,http,cloudflare,text/html,GET,104.18.19.83,/,-2091775640,https://api.coinstore.com/,2606:4700::6812:1353,Cloudflare Bot Management,9,False,True
