new,host,a,soa,status_code,cname,ns,txt,cdn,cdn-name,mx,aaaa,caa,has_internal_ips,internal_ips
[x],uatconnect.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],uatcovoiturage-trieves.broadway.squareup.com,,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],uatcovoiturage-trieves.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],uhemisferios.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],uhlandshoeheoct.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],unallocated-73.v25.mtv.squareup.com,,,NOERROR,,,,,,,,,,
[x],uncontenting.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],uncover-impactinvesting.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],uncover-loake2.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],uncovernewadmin.broadway.squareup.com,,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],update-examples-english-storage.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],update-lab-13.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],updateinternal.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],updatena-dns-devopsorigin.broadway.squareup.com,,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],upgrade-api-download-public.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,"ns-1248.awsdns-28.org, ns-1816.awsdns-35.co.uk, ns-311.awsdns-38.com, ns-810.awsdns-37.net",,,,,,,,
[x],upgrade-jirastreaming.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],upgrade-mirror-erpalt.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,"ns-1248.awsdns-28.org, ns-1816.awsdns-35.co.uk, ns-311.awsdns-38.com, ns-810.awsdns-37.net",,,,,,,,
[x],upgrade-new-tracking-external-domain.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],upgradevideoapi-oldpanel.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],upgradevpn-uploadgcpmy.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],upgradeweb0.broadway.squareup.com,,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],upload-gcpalphadata-stagingdefaultproduction.broadway.squareup.com,,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],upload-gr1.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],upload-mach131-87-129-84.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],upload-v1db2-corp.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],uploads-debugapps-backupconfig.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],uploads-s3internalgateway.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],uploads-staticsso-miembros.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],uploads-v3-customers-db1-logsauth-mirror-my-oceania.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],uploadsapp.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],uploadshelpdeskstart-clients.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],us-east.squareup.com,,"ns6.dnsmadeeasy.com, ops+dns.squareup.com",NOERROR,,"ns7.dnsmadeeasy.com, ns6.dnsmadeeasy.com, ns5.dnsmadeeasy.com",,,,,,,,
[x],us-mg4.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],user-logb2bmy-oceania.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],user-v2monitoring-support-corp.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],userhosted.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],users-slave.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],usersmy-external-domain.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],userss3postmastergitvpn.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],userssystem-minerva-clients-stats-corp.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],userstaging.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],usersv3.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],userweb-membersmx-corporate.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],usw21.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],usw3-133-pda.broadway.squareup.com,,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],usw3-9-stl.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],util28.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],uts-api.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,"ns-1248.awsdns-28.org, ns-1816.awsdns-35.co.uk, ns-311.awsdns-38.com, ns-810.awsdns-37.net",,,,,,,,
[x],v1-demomobile.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],v1-signuprelay-config-redirect.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],v1-statusvpnalpha-en-users.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],v1demoliveaccept-domain.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],v1elasticbeanstalkmailrelay.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],v1jenkinssecure-infomediaconfig-helpdesk.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],v1partners-config.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],v1status.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],v1tanneries.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],v1user-sites-uploadspanel.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],v2-citemp-examplestunnel-mx.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,"ns-1248.awsdns-28.org, ns-1816.awsdns-35.co.uk, ns-311.awsdns-38.com, ns-810.awsdns-37.net",,,,,,,,
[x],v2-meta-corporate.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],v2-new-beta-upload-0.broadway.squareup.com,,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],v2-s3auth-cache-lbclients.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],v2-userclients-production.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],v2adminbucket-stagingacc-apiproduction.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],v2v3-connect-accept-archivecorp.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],v3-cdnacc-extranet.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],v3-downloads-config.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],v3-error-backuphosting-corporatemysqlbackups-www-test.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,"ns-1248.awsdns-28.org, ns-1816.awsdns-35.co.uk, ns-311.awsdns-38.com, ns-810.awsdns-37.net",,,,,,,,
[x],v3-fling.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],v3-lb-140-82-114-17-iad.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,"ns-1248.awsdns-28.org, ns-1816.awsdns-35.co.uk, ns-311.awsdns-38.com, ns-810.awsdns-37.net",,,,,,,,
[x],v3-meetcontrollerclients-stats-corp.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],v3-systemjiratunnel-mx.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,"ns-1248.awsdns-28.org, ns-1816.awsdns-35.co.uk, ns-311.awsdns-38.com, ns-810.awsdns-37.net",,,,,,,,
[x],v3preferences-engineeringpreferences-teamuploads-v1-web.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],v4-prodweb-jenkins-statusportalstatus-db2-corp.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],v4-uploadcustomers-config-meta.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],v4webservices.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],valencia.container.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,"ns-1248.awsdns-28.org, ns-1816.awsdns-35.co.uk, ns-311.awsdns-38.com, ns-810.awsdns-37.net",,,,,,,,
[x],valencia.developer.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],valenciatpe.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],vcell.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],vi-www-86.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],vi.www0-8.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],vi.www8-0.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],vialvar.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],video-preferencesbackup-start-clients.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],video-sites.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],videoadmindev-access-repos.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],videoalt.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],videocachelbclients.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,"ns-1248.awsdns-28.org, ns-1816.awsdns-35.co.uk, ns-311.awsdns-38.com, ns-810.awsdns-37.net",,,,,,,,
[x],videojira-uploadspanel.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,"ns-1248.awsdns-28.org, ns-1816.awsdns-35.co.uk, ns-311.awsdns-38.com, ns-810.awsdns-37.net",,,,,,,,
[x],videos.square.com,,"ns-1199.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,13farday.clienthubs.vidyard.com,,,,,,,,,
[x],videouploadcustomers.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],videov1.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],vip-danci.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,"ns-1248.awsdns-28.org, ns-1816.awsdns-35.co.uk, ns-311.awsdns-38.com, ns-810.awsdns-37.net",,,,,,,,
[x],vip-engineering-preferencesdebug.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],vip-private-awspaymentsstorage.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],vippreferences-exchangeintwww-test.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],vipsql-us.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],vipupdatelink-master-backups-www-test.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],viruswww-20turkey.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],visa.3ds.squareup.com,"162.159.136.66, 162.159.137.66","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,,"ns-1248.awsdns-28.org, ns-1816.awsdns-35.co.uk, ns-311.awsdns-38.com, ns-810.awsdns-37.net",,True,cloudflare,,,,,
[x],vl-125-slb1-2-flk.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],vl-126-bas1-2-prd.broadway.squareup.com,,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],vl-225-slb3-2-flk.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],vlan-100.trsw01.nrt1.squareup.com,103.31.219.33,"ns-1490.awsdns-58.org, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-100.trsw01.sjc1.squareup.com,74.122.191.167,"ns-1490.awsdns-58.org, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-101.trsw02.iad1.squareup.com,74.122.191.161,"ns-1490.awsdns-58.org, ops+dns.squareup.com",NOERROR,,"ns-1490.awsdns-58.org, ns-1631.awsdns-11.co.uk, ns-53.awsdns-06.com, ns-643.awsdns-16.net",,,,,,,,
[x],vlan-101.trsw02.nrt1.squareup.com,103.31.219.35,"ns-1490.awsdns-58.org, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-101.trsw02.sjc1.squareup.com,74.122.191.169,"ns-1490.awsdns-58.org, ops+dns.squareup.com",NOERROR,,"ns-1490.awsdns-58.org, ns-1631.awsdns-11.co.uk, ns-53.awsdns-06.com, ns-643.awsdns-16.net",,,,,,,,
[x],vlan-150-float.intslb02.sjc1b.squareup.com,74.122.190.44,"ns6.dnsmadeeasy.com, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-150-self01.intslb02a.sjc1b.squareup.com,74.122.190.45,"ns6.dnsmadeeasy.com, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-150-self01.intslb02b.sjc1b.squareup.com,74.122.190.46,"ns6.dnsmadeeasy.com, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-150.cs.sjc1b.squareup.com,74.122.190.33,"ns6.dnsmadeeasy.com, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-150.cs01.sjc1b.squareup.com,74.122.190.42,"ns6.dnsmadeeasy.com, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-150.cs02.sjc1b.squareup.com,74.122.190.43,"ns6.dnsmadeeasy.com, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-151-float01.intslb01.iad1.squareup.com,74.122.189.217,"ns-1490.awsdns-58.org, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-151-float01.intslb01.sjc1.squareup.com,,"ns-1490.awsdns-58.org, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-151-float01.intslb02.sjc1.squareup.com,74.122.190.206,"ns-1490.awsdns-58.org, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-151-float01.intslb02.sjc1b.squareup.com,74.122.190.247,"ns6.dnsmadeeasy.com, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-151-float01.intslb02.sjc2b.squareup.com,,"ns6.dnsmadeeasy.com, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-151-float01.slb01.sjc1.squareup.com,74.122.190.215,"ns-1490.awsdns-58.org, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-151-float01.slb02.iad1.squareup.com,74.122.189.221,"ns-1490.awsdns-58.org, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-151-self01.intslb01b.iad1.squareup.com,74.122.189.216,"ns-1490.awsdns-58.org, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-151-self01.intslb01b.sjc1.squareup.com,74.122.190.222,"ns-1490.awsdns-58.org, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-151-self01.intslb02a.iad2b.squareup.com,74.122.186.60,"ns6.dnsmadeeasy.com, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-151-self01.intslb02a.sjc1.squareup.com,74.122.190.201,"ns-1490.awsdns-58.org, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-151-self01.intslb02a.sjc2b.squareup.com,74.122.185.60,"ns6.dnsmadeeasy.com, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-151-self01.intslb02b.iad2b.squareup.com,74.122.186.61,"ns6.dnsmadeeasy.com, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-151-self01.intslb02b.sjc1.squareup.com,,"ns-1490.awsdns-58.org, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-151-self01.intslb02b.sjc2b.squareup.com,74.122.185.61,"ns6.dnsmadeeasy.com, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-151-self01.slb01a.sjc1.squareup.com,74.122.190.217,"ns-1490.awsdns-58.org, ops+dns.squareup.com",NOERROR,,"ns-1490.awsdns-58.org, ns-1631.awsdns-11.co.uk, ns-53.awsdns-06.com, ns-643.awsdns-16.net",,,,,,,,
[x],vlan-151-self01.slb01b.sjc1.squareup.com,74.122.190.218,"ns-1490.awsdns-58.org, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-151-self01.slb02a.iad1.squareup.com,74.122.189.219,"ns-1490.awsdns-58.org, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-151-self01.slb02b.iad1.squareup.com,74.122.189.220,"ns-1490.awsdns-58.org, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-151-snat01.intslb01.iad1.squareup.com,74.122.189.218,"ns-1490.awsdns-58.org, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-151-snat01.intslb01.sjc1.squareup.com,74.122.190.220,"ns-1490.awsdns-58.org, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-151-snat01.intslb02.sjc1b.squareup.com,74.122.190.249,"ns6.dnsmadeeasy.com, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-151-snat01.slb01.sjc1.squareup.com,74.122.190.216,"ns-1490.awsdns-58.org, ops+dns.squareup.com",NOERROR,,"ns-1490.awsdns-58.org, ns-1631.awsdns-11.co.uk, ns-53.awsdns-06.com, ns-643.awsdns-16.net",,,,,,,,
[x],vlan-151-snat01.slb02.iad1.squareup.com,74.122.189.222,"ns-1490.awsdns-58.org, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-151.cs.iad1.squareup.com,74.122.189.193,"ns-1490.awsdns-58.org, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-151.cs.nrt1.squareup.com,103.31.216.193,"ns-1490.awsdns-58.org, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-151.cs.sjc1.squareup.com,74.122.190.193,"ns-1490.awsdns-58.org, ops+dns.squareup.com",NOERROR,,"ns-1490.awsdns-58.org, ns-1631.awsdns-11.co.uk, ns-53.awsdns-06.com, ns-643.awsdns-16.net",,,,,,,,
[x],vlan-151.cs.sjc1b.squareup.com,74.122.190.225,"ns6.dnsmadeeasy.com, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-151.cs01.iad2b.squareup.com,74.122.186.8,"ns6.dnsmadeeasy.com, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-151.cs01.nrt1.squareup.com,103.31.216.194,"ns-1490.awsdns-58.org, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-151.cs01.sjc2b.squareup.com,74.122.185.6,"ns6.dnsmadeeasy.com, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],vlan-151.cs02.iad1.squareup.com,,"ns-1490.awsdns-58.org, ops+dns.squareup.com",NOERROR,,,,,,,,,,
