input,title,status_code,content_length,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,tls_wildcard_certificate,tls_mismatched,tls_subject_org_,csp_domains_,final_url
northamery6fnside.media-svc.mstd.eci.traveloka.com,ERROR: The request could not be satisfied,403,915,cloudfront,80,http://northamery6fnside.media-svc.mstd.eci.traveloka.com:80,http,CloudFront,text/html,GET,52.222.236.83,/,-721371642,52.222.236.125,Amazon Web Services,20,False,True,,,,,,,,,,,,,,,,,,,,,,
od.dlv.traveloka.com,ERROR: The request could not be satisfied,403,919,cloudfront,443,https://od.dlv.traveloka.com:443,https,CloudFront,text/html,GET,13.32.121.54,/,708266420,13.32.121.92,Amazon Web Services,20,False,True,od.dlv.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-05-12T23:59:59Z,CN=od.dlv.traveloka.com,od.dlv.traveloka.com,od.dlv.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f7dd11055ce6babb4d4f1766c98fe6ff,07489a01575409caa5fd2a68473c912a3938d4290bb3157b2a50a22bc901c8d3,ctls,od.dlv.traveloka.com,,,,,
od.loc.traveloka.com,ERROR: The request could not be satisfied,403,919,cloudfront,443,https://od.loc.traveloka.com:443,https,CloudFront,text/html,GET,52.222.236.85,/,-1141673326,52.222.236.63,Amazon Web Services,20,False,True,od.loc.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-13T23:59:59Z,CN=od.loc.traveloka.com,od.loc.traveloka.com,od.loc.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,591b9b5b80065e09283928d701c873e2,051331c437c598f383d946dfcb013f1387b85cf6ee1bd13f0eedf945712934dc,ctls,od.loc.traveloka.com,,,,,
ora.ecir-feytqf-g9ywpz.bpng.eci.traveloka.com,ERROR: The request could not be satisfied,403,915,cloudfront,80,http://ora.ecir-feytqf-g9ywpz.bpng.eci.traveloka.com:80,http,CloudFront,text/html,GET,18.66.147.101,/,711696331,18.66.147.65,Amazon Web Services,20,False,True,,,,,,,,,,,,,,,,,,,,,,
origin-alt-search-api.acd.traveloka.com,,400,178,,443,https://origin-alt-search-api.acd.traveloka.com:443,https,,application/json,GET,99.83.131.161,/,1840668860,75.2.67.189,,1,False,,origin-alt-search-api.acd.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-11-14T23:59:59Z,CN=*.acd.traveloka.com,*.acd.traveloka.com,*.apr.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b2285400145706d5bd865f292eaaf9ad,5f73d1ffa6f35f553753ad7686add41c471bcb1bc6657478f84b2c9f554161ba,ctls,origin-alt-search-api.acd.traveloka.com,True,,,,
origin-ancillary-api.fpr.traveloka.com,,404,102,,443,https://origin-ancillary-api.fpr.traveloka.com:443,https,,application/json,GET,99.83.244.206,/,731068569,75.2.9.88,,1,False,,origin-ancillary-api.fpr.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2023-07-27T23:59:59Z,CN=*.fpr.traveloka.com,*.fpr.traveloka.com,*.fpr.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,462e5ee08b05af9ac711cfc72b0091cf,1a26ab9f6370b8dea22db2ac6b3863e7849cdc84fa9323302ffb551c51f12d11,ctls,origin-ancillary-api.fpr.traveloka.com,True,,,,
origin-api-b2b.afc.traveloka.com,,400,178,,443,https://origin-api-b2b.afc.traveloka.com:443,https,,application/json,GET,18.136.133.38,/,1840668860,52.74.237.9,Amazon Web Services,1,False,,origin-api-b2b.afc.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-09-11T23:59:59Z,CN=*.afc.traveloka.com,*.afc.traveloka.com,*.afc.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c58c061905505a93b52ad15f9ce7cf02,65ff5c0c9a8d8970cbf87bdc93206919d507a756a5d055c286f32b1053d14036,ctls,origin-api-b2b.afc.traveloka.com,True,,,,
origin-api.bus.traveloka.com,,404,,,443,https://origin-api.bus.traveloka.com:443,https,awselb/2.0,text/plain,GET,18.138.33.240,/,-1840324437,18.138.143.58,,1,False,,origin-api.bus.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-12T00:00:00Z,2024-05-10T23:59:59Z,CN=*.gtr.traveloka.com,*.gtr.traveloka.com,*.bus.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,afcc850063a2f73045cc3af806b35d6f,8e8d10657a9c7964dbe13050640479276885b267517d001762bc8eca6ec8b953,ctls,origin-api.bus.traveloka.com,True,True,,,
origin-api.cnm.traveloka.com,HTTP Status 500 – Internal Server Error,500,451,,443,https://origin-api.cnm.traveloka.com:443,https,,text/html,GET,76.223.48.42,/,1069738340,13.248.170.99,Amazon Web Services,1,False,,origin-api.cnm.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-07-15T23:59:59Z,CN=*.cnm.traveloka.com,*.cnm.traveloka.com,*.cnm.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,23962c0d5cdcfca89c79f194fd96f245,9e244d8b88d1e405adee41aa446f65f113d9e9f3fb7aec6b34aa7b420afd69cb,ctls,origin-api.cnm.traveloka.com,True,,,,
origin-api.ctv.traveloka.com,,400,178,,443,https://origin-api.ctv.traveloka.com:443,https,,application/json,GET,52.220.146.13,/,1840668860,54.255.129.25,Amazon Web Services,1,False,,origin-api.ctv.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-05-07T23:59:59Z,CN=*.ctv.traveloka.com,*.ctv.traveloka.com,*.ctv.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,cd95ce1e316004c39da36dce2448e2d8,002d134c555f79ea307abea0037058341fabd04a749e9b61c352691864a2d6ab,ctls,origin-api.ctv.traveloka.com,True,,,,
origin-api.gtr.traveloka.com,,404,,,443,https://origin-api.gtr.traveloka.com:443,https,awselb/2.0,text/plain,GET,54.255.122.7,/,-1840324437,18.138.143.58,,1,False,,origin-api.gtr.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-12T00:00:00Z,2024-05-10T23:59:59Z,CN=*.gtr.traveloka.com,*.gtr.traveloka.com,*.bus.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,afcc850063a2f73045cc3af806b35d6f,8e8d10657a9c7964dbe13050640479276885b267517d001762bc8eca6ec8b953,ctls,origin-api.gtr.traveloka.com,True,,,,
origin-api.gvo.traveloka.com,HTTP Status 500 – Internal Server Error,500,451,,443,https://origin-api.gvo.traveloka.com:443,https,,text/html,GET,54.255.162.28,/,1069738340,13.215.204.241,Amazon Web Services,1,False,,origin-api.gvo.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-09-08T23:59:59Z,CN=*.gvo.traveloka.com,*.gvo.traveloka.com,*.gvo.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,41fa07ef46a0a3b19dff11261004f2ef,95cc9f461cf9339f658857d16f4f5d74ae5c6a841c0e6236092b6071c7d1802e,ctls,origin-api.gvo.traveloka.com,True,,,,
origin-api.hcn.traveloka.com,HTTP Status 500 – Internal Server Error,500,451,,443,https://origin-api.hcn.traveloka.com:443,https,,text/html,GET,15.197.191.103,/,1069738340,3.33.214.217,,1,False,,origin-api.hcn.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-09-03T23:59:59Z,CN=*.hcn.traveloka.com,*.hcn.traveloka.com,*.hcn.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ed90d28c6cbce43320cee6af4b67a77a,65f20b8be14c4d9c83b7d8c6a4d88a26a67d3a710969ea3569bb93399ee11d49,ctls,origin-api.hcn.traveloka.com,True,,,,
origin-api.ins.traveloka.com,ERROR: The request could not be satisfied,403,915,cloudfront,80,http://origin-api.ins.traveloka.com:80,http,CloudFront,text/html,GET,52.222.236.105,/,900112084,52.222.236.66,Amazon Web Services,20,False,True,,,,,,,,,,,,,,,,,,,,,,
origin-api.pay.traveloka.com,,400,178,,443,https://origin-api.pay.traveloka.com:443,https,,application/json,GET,35.71.168.70,/,1840668860,52.223.7.28,Amazon Web Services,1,False,,origin-api.pay.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-18T00:00:00Z,2024-05-16T23:59:59Z,CN=*.pay.traveloka.com,*.pay.traveloka.com,*.pay.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,4781f16edbbfd691f4a984cfbdc3a683,b142b24d09ffc68ad653b1258adc6edcad564d6a6100c67fdf6cd2f6273e5d16,ctls,origin-api.pay.traveloka.com,True,,,,
origin-api.ppr.traveloka.com,HTTP Status 500 – Internal Server Error,500,451,,443,https://origin-api.ppr.traveloka.com:443,https,,text/html,GET,13.214.77.131,/,1069738340,18.139.136.238,,1,False,,origin-api.ppr.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-11T00:00:00Z,2024-06-08T23:59:59Z,CN=*.ppr.traveloka.com,*.ppr.traveloka.com,*.ppr.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52f7cd33720eeedb60927601fff63fa2,895418fc7d5bdf9e6534b376f69a09dd32f1e4a03c6c5e1df63e7e73c4bdb4f5,ctls,origin-api.ppr.traveloka.com,True,,,,
origin-api.pts.traveloka.com,,400,178,,443,https://origin-api.pts.traveloka.com:443,https,,application/json,GET,13.248.243.22,/,1840668860,76.223.111.165,,1,False,,origin-api.pts.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.pts.traveloka.com,*.pts.traveloka.com,*.pts.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7476d0ae1976e68cec068cbeceb30a0f,2e6ee643fab26c3f30c50e4687fd7a85bd5bf43934f96e01344b1c22d1f1bc90,ctls,origin-api.pts.traveloka.com,True,,,,
origin-api.trn.traveloka.com,,404,,,443,https://origin-api.trn.traveloka.com:443,https,awselb/2.0,text/plain,GET,18.138.33.240,/,-1840324437,18.138.143.58,,1,False,,origin-api.trn.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-12T00:00:00Z,2024-05-10T23:59:59Z,CN=*.gtr.traveloka.com,*.gtr.traveloka.com,*.bus.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,afcc850063a2f73045cc3af806b35d6f,8e8d10657a9c7964dbe13050640479276885b267517d001762bc8eca6ec8b953,ctls,origin-api.trn.traveloka.com,True,True,,,
origin-api.ugc.traveloka.com,,400,178,,443,https://origin-api.ugc.traveloka.com:443,https,,application/json,GET,15.197.217.39,/,1840668860,3.33.248.159,Amazon Web Services,1,False,,origin-api.ugc.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-10T00:00:00Z,2024-06-07T23:59:59Z,CN=*.ugc.traveloka.com,*.ugc.traveloka.com,*.ugc.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c081aadcbe71554642039875b718e610,4d2d72bcdf4959545aee89e6148378b6bfa754db2260a039f1514a14f86552ba,ctls,origin-api.ugc.traveloka.com,True,,,,
origin-api.vcp.traveloka.com,,404,102,,443,https://origin-api.vcp.traveloka.com:443,https,Hi,application/json,GET,99.83.219.206,/,-1437372341,75.2.53.159,,1,False,,origin-api.vcp.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2023-08-05T23:59:59Z,CN=*.vcp.traveloka.com,*.vcp.traveloka.com,*.vcp.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,341091a66935b4bf7abeab39ed1e0527,f71ce5917c76646949804561e8533275db14ff3f4338bb349073992b74af16a1,ctls,origin-api.vcp.traveloka.com,True,,,,
origin-api.xpe.traveloka.com,,400,178,,443,https://origin-api.xpe.traveloka.com:443,https,,application/json,GET,15.197.246.168,/,1840668860,3.33.216.140,Amazon Web Services,1,False,,origin-api.xpe.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-02-07T23:59:59Z,CN=*.xpe.traveloka.com,*.xpe.traveloka.com,*.xpe.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d2c0a4c88a9718eb9b0b53df5714ac71,55385573835d23f1864661a3a49cccc5b2377dffe6d33c0483bb6b0ffbe7d79a,ctls,origin-api.xpe.traveloka.com,True,,,,
origin-api.xxt.traveloka.com,503 Service Temporarily Unavailable,503,564,,443,https://origin-api.xxt.traveloka.com:443,https,awselb/2.0,text/html,GET,52.220.180.197,/,2051366281,54.179.167.0,,13,False,,origin-api.xxt.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-09-11T23:59:59Z,CN=*.xxt.traveloka.com,*.xxt.traveloka.com,*.xxt.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,cd92c80969c6950039583b8399f4a654,18a93d8f1ed9646f7c48fca9c690e513d5e9668f77092f628acff40a27d0f199,ctls,origin-api.xxt.traveloka.com,True,,,,
origin-astbi.ast.traveloka.com,,404,89,,443,https://origin-astbi.ast.traveloka.com:443,https,,application/json,GET,13.248.241.212,/,1161428949,76.223.107.129,,1,False,,origin-astbi.ast.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-12-31T23:59:59Z,CN=*.ast.traveloka.com,*.ast.traveloka.com,*.ast.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,fc166f848e2c062dc3521c52038ba8ea,f6de6d29eb066b4052ec633fc99eb3070baeb1d2f1c9e11cfdbacc37c605428b,ctls,origin-astbi.ast.traveloka.com,True,,,,
origin-astcnt.ast.traveloka.com,HTTP Status 500 – Internal Server Error,500,451,,443,https://origin-astcnt.ast.traveloka.com:443,https,,text/html,GET,54.255.181.34,/,,54.169.195.219,Amazon Web Services,1,False,,origin-astcnt.ast.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-12-31T23:59:59Z,CN=*.ast.traveloka.com,*.ast.traveloka.com,*.ast.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,fc166f848e2c062dc3521c52038ba8ea,f6de6d29eb066b4052ec633fc99eb3070baeb1d2f1c9e11cfdbacc37c605428b,ctls,origin-astcnt.ast.traveloka.com,True,,,,
origin-book-api.acd.traveloka.com,,400,178,,443,https://origin-book-api.acd.traveloka.com:443,https,,application/json,GET,13.213.231.232,/,1840668860,52.76.211.49,Amazon Web Services,1,False,,origin-book-api.acd.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-11-14T23:59:59Z,CN=*.acd.traveloka.com,*.acd.traveloka.com,*.apr.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b2285400145706d5bd865f292eaaf9ad,5f73d1ffa6f35f553753ad7686add41c471bcb1bc6657478f84b2c9f554161ba,ctls,origin-book-api.acd.traveloka.com,True,,,,
origin-book-api.ast.traveloka.com,HTTP Status 404 – Not Found,404,427,,443,https://origin-book-api.ast.traveloka.com:443,https,,text/html,GET,54.255.6.177,/,-230353730,52.74.84.136,Amazon Web Services,1,False,,origin-book-api.ast.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-12-31T23:59:59Z,CN=*.ast.traveloka.com,*.ast.traveloka.com,*.ast.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,fc166f848e2c062dc3521c52038ba8ea,f6de6d29eb066b4052ec633fc99eb3070baeb1d2f1c9e11cfdbacc37c605428b,ctls,origin-book-api.ast.traveloka.com,True,,,,
origin-bundle-api.acd.traveloka.com,,400,178,,443,https://origin-bundle-api.acd.traveloka.com:443,https,,application/json,GET,75.2.70.130,/,1840668860,99.83.243.187,,1,False,,origin-bundle-api.acd.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-11-14T23:59:59Z,CN=*.acd.traveloka.com,*.acd.traveloka.com,*.apr.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b2285400145706d5bd865f292eaaf9ad,5f73d1ffa6f35f553753ad7686add41c471bcb1bc6657478f84b2c9f554161ba,ctls,origin-bundle-api.acd.traveloka.com,True,,,,
origin-checkin-api.fpr.traveloka.com,HTTP Status 500 – Internal Server Error,500,451,,443,https://origin-checkin-api.fpr.traveloka.com:443,https,,text/html,GET,15.197.230.109,/,1069738340,3.33.217.220,,1,False,,origin-checkin-api.fpr.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2023-07-27T23:59:59Z,CN=*.fpr.traveloka.com,*.fpr.traveloka.com,*.fpr.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,462e5ee08b05af9ac711cfc72b0091cf,1a26ab9f6370b8dea22db2ac6b3863e7849cdc84fa9323302ffb551c51f12d11,ctls,origin-checkin-api.fpr.traveloka.com,True,,,,
origin-content-api.acd.traveloka.com,,400,178,,443,https://origin-content-api.acd.traveloka.com:443,https,,application/json,GET,13.250.68.26,/,1840668860,52.220.64.83,Amazon Web Services,1,False,,origin-content-api.acd.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-11-14T23:59:59Z,CN=*.acd.traveloka.com,*.acd.traveloka.com,*.apr.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b2285400145706d5bd865f292eaaf9ad,5f73d1ffa6f35f553753ad7686add41c471bcb1bc6657478f84b2c9f554161ba,ctls,origin-content-api.acd.traveloka.com,True,,,,
origin-content-api.ast.traveloka.com,HTTP Status 500 – Internal Server Error,500,451,,443,https://origin-content-api.ast.traveloka.com:443,https,,text/html,GET,52.76.188.253,/,,52.220.117.236,,1,False,,origin-content-api.ast.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-12-31T23:59:59Z,CN=*.ast.traveloka.com,*.ast.traveloka.com,*.ast.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,fc166f848e2c062dc3521c52038ba8ea,f6de6d29eb066b4052ec633fc99eb3070baeb1d2f1c9e11cfdbacc37c605428b,ctls,origin-content-api.ast.traveloka.com,True,,,,
origin-discovery-api.fpr.traveloka.com,,404,102,,443,https://origin-discovery-api.fpr.traveloka.com:443,https,,application/json,GET,99.83.221.199,/,343456907,75.2.64.84,,1,False,,origin-discovery-api.fpr.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2023-07-27T23:59:59Z,CN=*.fpr.traveloka.com,*.fpr.traveloka.com,*.fpr.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,462e5ee08b05af9ac711cfc72b0091cf,1a26ab9f6370b8dea22db2ac6b3863e7849cdc84fa9323302ffb551c51f12d11,ctls,origin-discovery-api.fpr.traveloka.com,True,,,,
origin-location.loc.traveloka.com,,404,102,,443,https://origin-location.loc.traveloka.com:443,https,Hi,application/json,GET,52.220.122.204,/,1471394532,52.220.170.1,,1,False,,origin-location.loc.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-12-12T23:59:59Z,CN=*.loc.traveloka.com,*.loc.traveloka.com,*.loc.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2d4fb1a04d7e0e3572f1519d66c97f5c,6dcfd465417683776a7e49efc7f6337b9688b209912f8ed61878315ff3e08726,ctls,origin-location.loc.traveloka.com,True,,,,
origin-locgepa.loc.traveloka.com,,404,102,,443,https://origin-locgepa.loc.traveloka.com:443,https,Hi,application/json,GET,52.76.157.195,/,-1703342634,54.179.238.246,,1,False,,origin-locgepa.loc.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-12-12T23:59:59Z,CN=*.loc.traveloka.com,*.loc.traveloka.com,*.loc.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2d4fb1a04d7e0e3572f1519d66c97f5c,6dcfd465417683776a7e49efc7f6337b9688b209912f8ed61878315ff3e08726,ctls,origin-locgepa.loc.traveloka.com,True,,,,
origin-management-api.ctv.traveloka.com,,400,178,,443,https://origin-management-api.ctv.traveloka.com:443,https,,application/json,GET,54.179.127.166,/,1840668860,52.74.145.90,Amazon Web Services,1,False,,origin-management-api.ctv.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-05-07T23:59:59Z,CN=*.ctv.traveloka.com,*.ctv.traveloka.com,*.ctv.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,cd95ce1e316004c39da36dce2448e2d8,002d134c555f79ea307abea0037058341fabd04a749e9b61c352691864a2d6ab,ctls,origin-management-api.ctv.traveloka.com,True,,,,
origin-papi.con.traveloka.com,,400,178,,443,https://origin-papi.con.traveloka.com:443,https,,application/json,GET,3.33.233.60,/,1840668860,15.197.196.133,,1,False,,origin-papi.con.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.con.traveloka.com,*.con.traveloka.com,*.con.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e91a26809107f4e59b918e3ef22de583,54d9d226f21c2ccf68065a8b739e4af472eb5db0946ca3e608028bf271134fca,ctls,origin-papi.con.traveloka.com,True,,,,
origin-papi.ebi.traveloka.com,ERROR: The request could not be satisfied,403,915,cloudfront,80,http://origin-papi.ebi.traveloka.com:80,http,CloudFront,text/html,GET,99.86.4.48,/,617693053,99.86.4.82,Amazon Web Services,20,False,True,,,,,,,,,,,,,,,,,,,,,,
origin-postbooking-api.acd.traveloka.com,HTTP Status 500 – Internal Server Error,500,451,,443,https://origin-postbooking-api.acd.traveloka.com:443,https,,text/html,GET,13.250.69.160,/,1069738340,52.74.72.53,Amazon Web Services,1,False,,origin-postbooking-api.acd.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-09-22T23:59:59Z,CN=*.acd.traveloka.com,*.acd.traveloka.com,*.acd.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5980a3cbe476b1f9cdc469e1d6429b19,58c6f2fe4f5e142262d4f45614680fdbe19fd96ba58ff2f4f7b842aa05f0900d,ctls,origin-postbooking-api.acd.traveloka.com,True,,,,
origin-room-api.acd.traveloka.com,,400,178,,443,https://origin-room-api.acd.traveloka.com:443,https,,application/json,GET,13.228.143.233,/,1840668860,52.77.93.231,Amazon Web Services,1,False,,origin-room-api.acd.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-11-14T23:59:59Z,CN=*.acd.traveloka.com,*.acd.traveloka.com,*.apr.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b2285400145706d5bd865f292eaaf9ad,5f73d1ffa6f35f553753ad7686add41c471bcb1bc6657478f84b2c9f554161ba,ctls,origin-room-api.acd.traveloka.com,True,,,,
origin-search-api.acd.traveloka.com,,400,178,,443,https://origin-search-api.acd.traveloka.com:443,https,,application/json,GET,52.77.97.174,/,1840668860,18.142.220.198,Amazon Web Services,1,False,,origin-search-api.acd.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-11-14T23:59:59Z,CN=*.acd.traveloka.com,*.acd.traveloka.com,*.apr.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b2285400145706d5bd865f292eaaf9ad,5f73d1ffa6f35f553753ad7686add41c471bcb1bc6657478f84b2c9f554161ba,ctls,origin-search-api.acd.traveloka.com,True,,,,
origin-secure-api-mfops.mfc.traveloka.com,,403,42,,443,https://origin-secure-api-mfops.mfc.traveloka.com:443,https,,application/json,GET,108.137.99.179,/,768769774,108.137.104.7,,1,False,,origin-secure-api-mfops.mfc.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-22T23:59:59Z,CN=*.mfc.traveloka.com,*.mfc.traveloka.com,*.mfc.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6d17ec84c6c4918dccfdefd2b8fcb46f,fec6e364c402d53956b7c3b4fd440228915bd0aed8ded42ce9352288eba9ef31,ctls,origin-secure-api-mfops.mfc.traveloka.com,True,,,,
