input,title,status_code,content_length,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,tls_wildcard_certificate,tls_mismatched,tls_subject_org_,csp_domains_,final_url
astcnt.ast.traveloka.com,HTTP Status 500 – Internal Server Error,500,451,,443,https://astcnt.ast.traveloka.com:443,https,,text/html,GET,54.255.181.34,/,-1840324437,54.169.195.219,Amazon Web Services,1,False,,astcnt.ast.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-12-31T23:59:59Z,CN=*.ast.traveloka.com,*.ast.traveloka.com,*.ast.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,fc166f848e2c062dc3521c52038ba8ea,f6de6d29eb066b4052ec633fc99eb3070baeb1d2f1c9e11cfdbacc37c605428b,ctls,astcnt.ast.traveloka.com,True,,,,
astiapitest-wiskey-orchestrator-vault-paytech-r54r0acoinbase.health.xxt.traveloka.com,,404,346,cloudfront,443,https://astiapitest-wiskey-orchestrator-vault-paytech-r54r0acoinbase.health.xxt.traveloka.com:443,https,AmazonS3,application/xml,GET,13.32.99.70,/,339947271,13.32.99.94,Amazon Web Services,2,False,True,astiapitest-wiskey-orchestrator-vault-paytech-r54r0acoinbase.health.xxt.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-31T23:59:59Z,CN=health.xxt.traveloka.com,health.xxt.traveloka.com,*.health.xxt.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,94f4e3bbd289c0d60b0a19015095717e,a6d5dc11be32faf0af822acffdd26f825a55b015985071b39a38371570e29c00,ctls,astiapitest-wiskey-orchestrator-vault-paytech-r54r0acoinbase.health.xxt.traveloka.com,True,,,,
athbck-m2m.ath.traveloka.com,,403,42,,443,https://athbck-m2m.ath.traveloka.com:443,https,,application/json,GET,54.151.200.97,/,768769774,54.251.161.167,,1,False,,athbck-m2m.ath.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-10-16T23:59:59Z,CN=athbck-m2m.ath.traveloka.com,athbck-m2m.ath.traveloka.com,athbck-m2m.ath.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,72b6d8ac48ebc93c66a87fdb148f3f9b,2194e23bf54e0d5a4cff552887c641205809e42e6f73482ddb476fd0c8dc1eb3,ctls,athbck-m2m.ath.traveloka.com,,,,,
athbck.ath.traveloka.com,503 Service Temporarily Unavailable,503,564,,443,https://athbck.ath.traveloka.com:443,https,awselb/2.0,text/html,GET,18.136.128.212,/,2051366281,18.136.128.212,,13,False,,athbck.ath.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-01-09T23:59:59Z,CN=*.ath.traveloka.com,*.ath.traveloka.com,*.ath.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,acfa3a82325f1fc8dc82b90723d60121,ff087ab01e3e07f94624288b53c3322c34a2ee8337574dd968c33f87afc8f680,ctls,athbck.ath.traveloka.com,True,,,,
auth-api.afc.traveloka.com,,403,42,cloudfront,443,https://auth-api.afc.traveloka.com:443,https,,application/json,GET,52.222.214.42,/,768769774,52.222.214.60,Amazon Web Services,1,False,True,auth-api.afc.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T00:00:00Z,2024-05-29T23:59:59Z,CN=*.afc.traveloka.com,*.afc.traveloka.com,*.afc.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,15b0e5ea1575d467289f590a052a5675,10f49dbd8c07ee72d8ea6d9dc14562dc1d7ada4c85e00b4b46047911b3090a1e,ctls,auth-api.afc.traveloka.com,True,,,,
auth-mgmt.ath.traveloka.com,ERROR: The request could not be satisfied,403,919,cloudfront,443,https://auth-mgmt.ath.traveloka.com:443,https,CloudFront,text/html,GET,52.222.236.104,/,-1202222183,52.222.236.103,Amazon Web Services,20,False,True,auth-mgmt.ath.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-12T00:00:00Z,2024-02-11T23:59:59Z,CN=auth-mgmt.ath.traveloka.com,auth-mgmt.ath.traveloka.com,auth-mgmt.ath.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0647987ad30ca5f364791c8ed07f215c,20c4b2a8e581e8e3a73379aa708d801ca51856d08b52ff7981bdbcb2f264f49f,ctls,auth-mgmt.ath.traveloka.com,,,,,
auth-mgmt.partner.traveloka.com,ERROR: The request could not be satisfied,403,919,cloudfront,443,https://auth-mgmt.partner.traveloka.com:443,https,CloudFront,text/html,GET,65.9.95.28,/,52485404,65.9.95.30,Amazon Web Services,20,False,True,auth-mgmt.partner.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-05T00:00:00Z,2024-01-03T23:59:59Z,CN=auth-mgmt.partner.traveloka.com,auth-mgmt.partner.traveloka.com,auth-mgmt.partner.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9b151b5d4d24c8a559c3bd43926fa317,7dd45cfb036982ebc33583cb82692f5a73248ddc6374360fb09d882a0c00f3e4,ctls,auth-mgmt.partner.traveloka.com,,,,,
auth-tracking.gaf.traveloka.com,Signin,200,4020,cloudfront,443,https://auth-tracking.gaf.traveloka.com:443,https,Server,text/html,GET,108.138.17.93,/,-1391230391,108.138.17.122,HSTS,135,False,True,auth-tracking.gaf.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-27T00:00:00Z,2024-05-26T23:59:59Z,CN=*.gaf.traveloka.com,*.gaf.traveloka.com,*.gaf.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,335ff23d1d08304d5ab1f5a99d3701d3,8729ed6aac33562bb8234656a5f54514b36dff1f28c3c436d73160c7ee1ecfd2,ctls,auth-tracking.gaf.traveloka.com,True,,,,
auth.partner.traveloka.com,Signin,200,4020,cloudfront,443,https://auth.partner.traveloka.com:443,https,Server,text/html,GET,13.32.121.93,/,-1391230391,13.32.121.121,HSTS,135,False,True,auth.partner.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-20T00:00:00Z,2023-10-08T23:59:59Z,CN=auth.partner.traveloka.com,auth.partner.traveloka.com,auth.partner.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7fd22fac8a198c249ae20adaa08fabd0,c3ed6f07c8a907bfc15aac1b444d4afb5fad69cdd1b0f2a6634745e4477b2d86,ctls,auth.partner.traveloka.com,,,,,
azjkamailer.bpng.eci.traveloka.com,ERROR: The request could not be satisfied,403,915,cloudfront,80,http://azjkamailer.bpng.eci.traveloka.com:80,http,CloudFront,text/html,GET,18.66.147.32,/,-408982167,18.66.147.65,Amazon Web Services,20,False,True,,,,,,,,,,,,,,,,,,,,,,
b2b.afc.traveloka.com,Traveloka Affiliate,200,69794,cloudfront,443,https://b2b.afc.traveloka.com:443,https,AmazonS3,text/html,GET,13.32.121.51,/,-670830476,13.32.121.119,Semantic UI,1,False,True,b2b.afc.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-21T23:59:59Z,CN=b2b.afc.traveloka.com,b2b.afc.traveloka.com,b2b.afc.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b95f34583d488fb507d2cfab742d5beb,bb1167831b6fd3225dbff9e2850bd61c093b30636f1eacf15b10319001eb63fa,ctls,b2b.afc.traveloka.com,,,,,
b2btest-wiskey-orchestrator-vault-paytech-r54r0acoinbase.health.xxt.traveloka.com,,404,354,cloudfront,443,https://b2btest-wiskey-orchestrator-vault-paytech-r54r0acoinbase.health.xxt.traveloka.com:443,https,AmazonS3,application/xml,GET,13.32.99.84,/,1801708471,13.32.99.70,Amazon Web Services,2,False,True,b2btest-wiskey-orchestrator-vault-paytech-r54r0acoinbase.health.xxt.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-31T23:59:59Z,CN=health.xxt.traveloka.com,health.xxt.traveloka.com,*.health.xxt.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,94f4e3bbd289c0d60b0a19015095717e,a6d5dc11be32faf0af822acffdd26f825a55b015985071b39a38371570e29c00,ctls,b2btest-wiskey-orchestrator-vault-paytech-r54r0acoinbase.health.xxt.traveloka.com,True,,,,
beta.xxt.traveloka.com,,200,308,cloudfront,443,https://beta.xxt.traveloka.com:443,https,AmazonS3,text/html,GET,52.222.214.100,/,966898599,52.222.214.110,Amazon Web Services,15,False,True,beta.xxt.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-01-16T23:59:59Z,CN=beta.xxt.traveloka.com,beta.xxt.traveloka.com,beta.xxt.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,96a320eed261f69c217227323c41e6ac,392d7875c1180579ca01efa7a56e0bf6fa89e4f8d13bafcddf29c39d94211c6d,ctls,beta.xxt.traveloka.com,,,,,
blog.traveloka.com,Uncover New Experience,200,417943,,443,https://blog.traveloka.com:443,https,,text/html,GET,3.1.123.235,/,336641326,18.138.185.175,React,240,False,,m.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-01T00:00:00Z,2023-12-30T23:59:59Z,CN=www.traveloka.com,www.traveloka.com,m.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a3a4ddd5a90fc70c631cb5a67a508552,7a8f1f7a2437fad60f267ce0ad858d3c5480b9adca57fb0c0798124097f8b3f2,ctls,m.traveloka.com,,,,https://*.traveloka.com,https://m.traveloka.com/id-id/explore
book-api.acd.traveloka.com,,400,178,,443,https://book-api.acd.traveloka.com:443,https,,application/json,GET,13.213.231.232,/,1840668860,52.76.211.49,Amazon Web Services,1,False,,book-api.acd.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-11-14T23:59:59Z,CN=*.acd.traveloka.com,*.acd.traveloka.com,*.apr.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b2285400145706d5bd865f292eaaf9ad,5f73d1ffa6f35f553753ad7686add41c471bcb1bc6657478f84b2c9f554161ba,ctls,book-api.acd.traveloka.com,True,,,,
book-api.apr.traveloka.com,,400,178,,443,https://book-api.apr.traveloka.com:443,https,,application/json,GET,52.76.211.49,/,1840668860,13.213.231.232,Amazon Web Services,1,False,,book-api.apr.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-11-14T23:59:59Z,CN=*.acd.traveloka.com,*.acd.traveloka.com,*.apr.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b2285400145706d5bd865f292eaaf9ad,5f73d1ffa6f35f553753ad7686add41c471bcb1bc6657478f84b2c9f554161ba,ctls,book-api.apr.traveloka.com,True,True,,,
book-api.ast.traveloka.com,HTTP Status 404 – Not Found,404,427,,443,https://book-api.ast.traveloka.com:443,https,,text/html,GET,54.255.6.177,/,-230353730,52.74.84.136,Amazon Web Services,1,False,,book-api.ast.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-12-31T23:59:59Z,CN=*.ast.traveloka.com,*.ast.traveloka.com,*.ast.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,fc166f848e2c062dc3521c52038ba8ea,f6de6d29eb066b4052ec633fc99eb3070baeb1d2f1c9e11cfdbacc37c605428b,ctls,book-api.ast.traveloka.com,True,,,,
booking-api.ctv.traveloka.com,,400,178,,443,https://booking-api.ctv.traveloka.com:443,https,,application/json,GET,52.74.145.90,/,1840668860,54.179.127.166,Amazon Web Services,1,False,,booking-api.ctv.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-05-07T23:59:59Z,CN=*.ctv.traveloka.com,*.ctv.traveloka.com,*.ctv.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,cd95ce1e316004c39da36dce2448e2d8,002d134c555f79ea307abea0037058341fabd04a749e9b61c352691864a2d6ab,ctls,booking-api.ctv.traveloka.com,True,,,,
bookmark-api.ugc.traveloka.com,,400,178,,443,https://bookmark-api.ugc.traveloka.com:443,https,,application/json,GET,15.197.217.39,/,1840668860,3.33.248.159,Amazon Web Services,1,False,,bookmark-api.ugc.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-10T00:00:00Z,2024-06-07T23:59:59Z,CN=*.ugc.traveloka.com,*.ugc.traveloka.com,*.ugc.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c081aadcbe71554642039875b718e610,4d2d72bcdf4959545aee89e6148378b6bfa754db2260a039f1514a14f86552ba,ctls,bookmark-api.ugc.traveloka.com,True,,,,
bpng.eci.traveloka.com,BP-NextGen UI,403,2487,cloudfront,443,https://bpng.eci.traveloka.com:443,https,AmazonS3,text/html,GET,18.66.147.101,/,-981587254,18.66.147.83,Bootstrap:4.3.1,1,False,True,bpng.eci.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-17T00:00:00Z,2024-03-18T23:59:59Z,CN=bpng.eci.traveloka.com,bpng.eci.traveloka.com,bpng.eci.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c64069878ada1082765bc37d47e60a7c,7d457de2311b5de25498019689947b169e2317c2ddd6fcd566e8d577e07a88ea,ctls,bpng.eci.traveloka.com,,,,,
bundle-api.acd.traveloka.com,,400,178,,443,https://bundle-api.acd.traveloka.com:443,https,,application/json,GET,99.83.243.187,/,1840668860,75.2.70.130,,1,False,,bundle-api.acd.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-11-14T23:59:59Z,CN=*.acd.traveloka.com,*.acd.traveloka.com,*.apr.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b2285400145706d5bd865f292eaaf9ad,5f73d1ffa6f35f553753ad7686add41c471bcb1bc6657478f84b2c9f554161ba,ctls,bundle-api.acd.traveloka.com,True,,,,
campaign-api.usr.traveloka.com,,400,178,,443,https://campaign-api.usr.traveloka.com:443,https,,application/json,GET,13.248.235.2,/,1840668860,76.223.115.193,Amazon Web Services,1,False,,campaign-api.usr.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-09-20T23:59:59Z,CN=*.usr.traveloka.com,*.usr.traveloka.com,*.usr.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,75e0ead13f8cbc326bca91f238ab710a,5081734bd87aa75c90f6f3518ad06d8a4b2121c950d54e0d9d6d638dd0cbf538,ctls,campaign-api.usr.traveloka.com,True,,,,
cc.pay.traveloka.com,,403,243,cloudfront,443,https://cc.pay.traveloka.com:443,https,AmazonS3,application/xml,GET,18.66.112.17,/,1915921643,18.66.112.3,HSTS,2,False,True,cc.pay.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-10-25T23:59:59Z,CN=*.pay.traveloka.com,*.pay.traveloka.com,*.pay.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,982a455a8befa72396c35b6f9b45e1a6,c6ff66cd4c03810b844212deb7d5cd2eda30f4a92c6366af397fa24d175358a1,ctls,cc.pay.traveloka.com,True,,,,
central-flow.eci.traveloka.com,Central Flow - Portal,403,463,cloudfront,443,https://central-flow.eci.traveloka.com:443,https,AmazonS3,text/html,GET,18.66.97.84,/,999685589,18.66.97.91,Amazon Web Services,18,False,True,central-flow.eci.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-03-23T23:59:59Z,CN=central-flow.eci.traveloka.com,central-flow.eci.traveloka.com,central-flow.eci.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d7ab5a61b4f3d825bca638eca78901b1,34b52bdde69dff00fccbe0f2ee0ad6d9c2206ef836f3d6a5fe820ac4149fbd5e,ctls,central-flow.eci.traveloka.com,,,,,
cfp.fsp.traveloka.com,ERROR: The request could not be satisfied,403,919,cloudfront,443,https://cfp.fsp.traveloka.com:443,https,CloudFront,text/html,GET,13.225.78.7,/,1105609848,13.225.78.86,Amazon Web Services,20,False,True,cfp.fsp.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-09-29T23:59:59Z,CN=*.fsp.traveloka.com,*.fsp.traveloka.com,*.fsp.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a49a7f8d01dcf7111edefef62d2ec87a,f345abf48f8140e31725990e402968b3637d9e66d768effe91da9b469026e8f2,ctls,cfp.fsp.traveloka.com,True,,,,
checkin-api.fpr.traveloka.com,HTTP Status 500 – Internal Server Error,500,451,,443,https://checkin-api.fpr.traveloka.com:443,https,,text/html,GET,15.197.230.109,/,1069738340,3.33.217.220,,1,False,,checkin-api.fpr.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2023-07-27T23:59:59Z,CN=*.fpr.traveloka.com,*.fpr.traveloka.com,*.fpr.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,462e5ee08b05af9ac711cfc72b0091cf,1a26ab9f6370b8dea22db2ac6b3863e7849cdc84fa9323302ffb551c51f12d11,ctls,checkin-api.fpr.traveloka.com,True,,,,
chinasvc.web.ipgchinauniversalakamaip51.mstd.eci.traveloka.com,ERROR: The request could not be satisfied,403,915,cloudfront,80,http://chinasvc.web.ipgchinauniversalakamaip51.mstd.eci.traveloka.com:80,http,CloudFront,text/html,GET,52.222.236.99,/,-592706399,52.222.236.83,Amazon Web Services,20,False,True,,,,,,,,,,,,,,,,,,,,,,
cntcrr.cnt.traveloka.com,Traveloka Career,200,2479,,443,https://cntcrr.cnt.traveloka.com:443,https,,text/html,GET,52.77.154.59,/,-1840324437,3.1.14.128,Node.js,71,False,,cntcrr.cnt.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-28T23:59:59Z,CN=*.cnt.traveloka.com,*.cnt.traveloka.com,*.cnt.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d433f72c66c2a341f2379cdb58aff690,19e41e38856c95b2601befba27fa7586511edd0d48905feb57ab9ed09662ecb7,ctls,cntcrr.cnt.traveloka.com,True,,,,https://cntcrr.cnt.traveloka.com/login
coinbase-akamai-bundle-api.tool.ebi.traveloka.com,ERROR: The request could not be satisfied,403,915,cloudfront,80,http://coinbase-akamai-bundle-api.tool.ebi.traveloka.com:80,http,CloudFront,text/html,GET,18.66.97.47,/,-2118214900,18.66.97.98,Amazon Web Services,20,False,True,,,,,,,,,,,,,,,,,,,,,,
coinbase-api-staging05.tool.ebi.traveloka.com,ERROR: The request could not be satisfied,403,915,cloudfront,80,http://coinbase-api-staging05.tool.ebi.traveloka.com:80,http,CloudFront,text/html,GET,18.66.97.98,/,-1420222548,18.66.97.94,Amazon Web Services,20,False,True,,,,,,,,,,,,,,,,,,,,,,
coinbase-content.tool.ebi.traveloka.com,ERROR: The request could not be satisfied,403,915,cloudfront,80,http://coinbase-content.tool.ebi.traveloka.com:80,http,CloudFront,text/html,GET,18.66.97.47,/,1256721761,18.66.97.94,Amazon Web Services,20,False,True,,,,,,,,,,,,,,,,,,,,,,
coinbase-matchmaking.asset-staging04.tool.ebi.traveloka.com,ERROR: The request could not be satisfied,403,915,cloudfront,80,http://coinbase-matchmaking.asset-staging04.tool.ebi.traveloka.com:80,http,CloudFront,text/html,GET,18.66.97.47,/,-1883247583,18.66.97.94,Amazon Web Services,20,False,True,,,,,,,,,,,,,,,,,,,,,,
coinbase-matchmaking.asset-staging10.tool.ebi.traveloka.com,ERROR: The request could not be satisfied,403,915,cloudfront,80,http://coinbase-matchmaking.asset-staging10.tool.ebi.traveloka.com:80,http,CloudFront,text/html,GET,18.66.97.56,/,1488418888,18.66.97.94,Amazon Web Services,20,False,True,,,,,,,,,,,,,,,,,,,,,,
coinbase-origin-api-biz.tool.ebi.traveloka.com,ERROR: The request could not be satisfied,403,915,cloudfront,80,http://coinbase-origin-api-biz.tool.ebi.traveloka.com:80,http,CloudFront,text/html,GET,18.66.97.98,/,-1012923390,18.66.97.47,Amazon Web Services,20,False,True,,,,,,,,,,,,,,,,,,,,,,
coinbase-origin-api-public.tool.ebi.traveloka.com,ERROR: The request could not be satisfied,403,915,cloudfront,80,http://coinbase-origin-api-public.tool.ebi.traveloka.com:80,http,CloudFront,text/html,GET,18.66.97.98,/,-1930740531,18.66.97.47,Amazon Web Services,20,False,True,,,,,,,,,,,,,,,,,,,,,,
coinbase-www-staging03.tool.ebi.traveloka.com,ERROR: The request could not be satisfied,403,915,cloudfront,80,http://coinbase-www-staging03.tool.ebi.traveloka.com:80,http,CloudFront,text/html,GET,18.66.97.98,/,1676421575,18.66.97.47,Amazon Web Services,20,False,True,,,,,,,,,,,,,,,,,,,,,,
coinbase-xpebi.tool.ebi.traveloka.com,ERROR: The request could not be satisfied,403,915,cloudfront,80,http://coinbase-xpebi.tool.ebi.traveloka.com:80,http,CloudFront,text/html,GET,18.66.97.56,/,-1462724444,18.66.97.47,Amazon Web Services,20,False,True,,,,,,,,,,,,,,,,,,,,,,
coinbase.health.xxt.traveloka.com,,404,294,cloudfront,443,https://coinbase.health.xxt.traveloka.com:443,https,AmazonS3,application/xml,GET,13.32.99.70,/,1271531204,13.32.99.107,Amazon Web Services,2,False,True,coinbase.health.xxt.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-31T23:59:59Z,CN=health.xxt.traveloka.com,health.xxt.traveloka.com,*.health.xxt.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,94f4e3bbd289c0d60b0a19015095717e,a6d5dc11be32faf0af822acffdd26f825a55b015985071b39a38371570e29c00,ctls,coinbase.health.xxt.traveloka.com,True,,,,
content-api.acd.traveloka.com,,400,178,,443,https://content-api.acd.traveloka.com:443,https,,application/json,GET,13.250.68.26,/,1840668860,54.251.106.160,Amazon Web Services,1,False,,content-api.acd.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-11-14T23:59:59Z,CN=*.acd.traveloka.com,*.acd.traveloka.com,*.apr.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b2285400145706d5bd865f292eaaf9ad,5f73d1ffa6f35f553753ad7686add41c471bcb1bc6657478f84b2c9f554161ba,ctls,content-api.acd.traveloka.com,True,,,,
content-api.apr.traveloka.com,,400,178,,443,https://content-api.apr.traveloka.com:443,https,,application/json,GET,13.250.68.26,/,1840668860,54.251.106.160,Amazon Web Services,1,False,,content-api.apr.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-11-14T23:59:59Z,CN=*.acd.traveloka.com,*.acd.traveloka.com,*.apr.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b2285400145706d5bd865f292eaaf9ad,5f73d1ffa6f35f553753ad7686add41c471bcb1bc6657478f84b2c9f554161ba,ctls,content-api.apr.traveloka.com,True,True,,,
content-api.ast.traveloka.com,HTTP Status 500 – Internal Server Error,500,451,,443,https://content-api.ast.traveloka.com:443,https,,text/html,GET,52.76.188.253,/,,52.220.117.236,,1,False,,content-api.ast.traveloka.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-12-31T23:59:59Z,CN=*.ast.traveloka.com,*.ast.traveloka.com,*.ast.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,fc166f848e2c062dc3521c52038ba8ea,f6de6d29eb066b4052ec633fc99eb3070baeb1d2f1c9e11cfdbacc37c605428b,ctls,content-api.ast.traveloka.com,True,,,,
corporates.ctv.traveloka.com,Traveloka for Corporate,200,3027,cloudfront,443,https://corporates.ctv.traveloka.com:443,https,AmazonS3,text/html,GET,18.173.233.122,/,1432144576,2600:9000:2240:6000:4:77c6:87c0:93a1,Amazon Web Services,1,False,True,corporates.ctv.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-08-25T23:59:59Z,CN=*.ctv.traveloka.com,*.ctv.traveloka.com,ctv.traveloka.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9e812a072a1c863efd5018344462b944,0dc65f6a7d98651bd8cb9e6a737fbdbec61d635a511f8909bd2e4cf475c626e8,ctls,corporates.ctv.traveloka.com,True,,,,
country.loc.traveloka.com,,200,19904,cloudfront,443,https://country.loc.traveloka.com:443,https,CloudFront,application/json,GET,13.225.34.60,/,38183780,13.225.34.4,Amazon Web Services,1,False,True,country.loc.traveloka.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-12-12T23:59:59Z,CN=*.loc.traveloka.com,*.loc.traveloka.com,*.loc.traveloka.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,4bbfa2141b04902fea38a9784b9e5861,3fda7d7330900fa847178b1d6d06ab528fc328a53a4300242f303fd89abe85fc,ctls,country.loc.traveloka.com,True,,,,
