new,host,a,cname,mx,soa,ns,txt,status_code,aaaa,cdn,cdn-name,has_internal_ips,internal_ips,caa
[x],jobsoeg.monster.dk,208.71.193.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],jobsuche.20min.monster.ch,208.71.199.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],jobsuche.add2media.monster.de,208.71.199.237,"jobsearch.monster.com, seoredirect.gslb.monster.com",,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],jobsuche.akademie.monster.de,208.71.193.237,"jobsearch.monster.com, seoredirect.gslb.monster.com",,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],jobsuche.berufstart.monster.ch,208.71.193.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],jobsuche.career-women.monster.ch,208.71.199.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],jobsuche.de.gmx.monster.ch,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],jobsuche.finanz.monster.ch,208.71.193.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],jobsuche.gesundheit.monster.at,208.71.193.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],jobsuche.infoweek.monster.ch,208.71.193.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],jobsuche.it.monster.ch,208.71.193.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],jobsuche.monster.at,,seoredirect.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],jobsuche.monster.ch,208.71.193.237,seoredirect.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],jobsuche.monster.de,208.71.199.237,seoredirect.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],jobsuche.steuerportal.monster.ch,208.71.193.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],jobsuche.weblaw.monster.ch,208.71.193.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],jobview.gslb.monster.com,208.71.199.111,,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],js.monster.com,208.71.199.176,jsx.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],js.transitionassistanceprogram.monster.com,208.71.197.234,,,"ns1.tmpw.net, hostmaster.tmpw.net",,,NOERROR,,,,,,
[x],jsrwidget.monster.fr,,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],jsx.monster.com,208.71.193.176,jsx.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],jview.monster.com,208.71.193.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],kandidaatsupport.monsterboard.nl,"85.222.140.10, 85.222.140.11, 85.222.140.13","kandidaatsupport.monsterboard.nl.00dg0000000kuq2mam.live.siteforce.com, n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com, cdg.edge2.salesforce.com",,"dns1.p02.nsone.net, hostmaster.nsone.net",,,NOERROR,,,,,,
[x],kandidatenhilfe.monster.de,,"kandidatenhilfe.monster.de.00dg0000000kuq2mam.live.siteforce.com, n.edge2.salesforce.com, ord.edge2.salesforce.com",,"dns1.p02.nsone.net, hostmaster.nsone.net",,,NOERROR,,,,,,
[x],karriere-journal.monster.de,208.71.193.237,seoredirect.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],kentucky.monster.com,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],klantensupport.monsterboard.nl,"13.110.52.11, 13.110.52.8, 13.110.52.9","klantensupport.monsterboard.nl.00dg0000000kuq2mam.live.siteforce.com, n.edge2.salesforce.com, phoenix.edge2.salesforce.com, ph2.edge2.salesforce.com",,"dns1.p02.nsone.net, hostmaster.nsone.net",,,NOERROR,,,,,,
[x],kontakt.monster.de,208.71.193.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],ks.monster.com,208.71.193.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],ksiegowosc-praca.monsterpolska.pl,208.71.193.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],kundsupport.monster.se,"85.222.140.13, 85.222.140.6, 85.222.140.10","kundsupport.monster.se.00dg0000000kuq2mam.live.siteforce.com, n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com",,"dns1.p02.nsone.net, hostmaster.nsone.net",,,NOERROR,,,,,,
[x],ky.monster.com,,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],launch.monster.ca,208.71.193.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],lavoro-estero.monster.it,208.71.193.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],lavoro.monster.it,208.71.199.237,seoredirect.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],leadership.monster.com,208.71.199.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],leadgenservice.monster.com,208.71.193.116,leadgenservice.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],learn-about.hiring.monster.com,,,,,,,NOERROR,,,,,,
[x],learn.monster.ca,208.71.193.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],learning.monster.co.uk,208.71.199.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],learning.monster.com,208.71.199.166,monsterlearning.com,"mailsorter.sb.monster.com, mailsorter.ash.monster.com","ns1.tmpw.net, hostmaster.tmpw.net","ns1.tmpw.net, ns2.tmpw.net",v=spf1 include:spf.affinitylabs.com include:spf.monster.com mx -all,NOERROR,,,,,,
[x],learning.monsterboard.nl,208.71.193.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],lebenslauf.monster.at,208.71.199.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],lebenslauf.monster.de,208.71.199.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],lebenslauf.monster.lu,208.71.193.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],legal.monster.com,,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],legal.monster.es,208.71.193.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],life.monster.se,208.71.199.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],listing.military.com,"54.201.68.210, 52.41.105.72, 35.155.252.60, 52.27.178.227, 70.224.197.91, 50.112.192.19",military.com,"mxb-002e1001.gslb.pphosted.com, mxa-002e1001.gslb.pphosted.com","ns-170.awsdns-21.com, awsdns-hostmaster.amazon.com","ns-919.awsdns-50.net, ns-1091.awsdns-08.org, ns-170.awsdns-21.com, ns-1909.awsdns-46.co.uk","v=spf1 include:partner_c_spf.monster.com ip4:173.239.76.192/26 ip4:64.127.121.0/27 ip4:208.71.195.235 ip4:63.121.30.235 -all, fjOeK8zyQ1DTp/Ve+2jOOhMT5lN028h4mo9GyeY/B+TVk3CaXqB4hCMRKbTUrpHE8qXEwS1AmgQJOai/ICj+mw==, ms=ms39201961, spf2.0/pra ip4:173.239.76.192/26  ip4:64.127.121.0/27 mx:intake1.miltnews.com mx:intake2.miltnews.com mx:intake3.miltnews.com mx:intake4.miltnews.com mx:mailsorter.be.tmpw.net mx:mailsorter.sb.monster.com",NOERROR,,,,,,
[x],location.monster.com,208.71.193.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],loghost.monster.ca,,monster.monster.ca,,"ns1.tmpw.net, hostmaster.tmpw.net",,,NOERROR,,,,,,
[x],login.monster.ca,208.71.193.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],login.monster.ch,208.71.193.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],login.monster.co.uk,208.71.193.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],login.monster.com,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],login.monster.dk,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],login.monster.hu,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],login.monster.ie,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],login.monster.it,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],login.monster.lu,208.71.193.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],login.monsterboard.nl,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],login20.monster.ca,208.71.193.194,www.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],login20.monster.ch,208.71.199.194,www.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],login20.monster.com,208.71.193.194,www.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],login20.monster.dk,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],login20.monster.fr,208.71.199.194,www.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],login20.monster.hu,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],login20.monster.ie,208.71.193.194,www.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],login20.monster.it,208.71.193.194,www.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],login20.monster.lu,208.71.199.194,www.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],login20.monster.no,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],login20.monsterpolska.pl,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],lpf.monster.com,208.71.199.167,,,"ns1.tmpw.net, hostmaster.tmpw.net",,,NOERROR,,,,,,
[x],lvs.gslb.monster.com,208.71.199.173,,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],lyncdiscover.monster.at,52.112.192.142,webdir.online.lync.com,,"admin.nsatc.net, dns.level3.net",,,NOERROR,2603:1027:0:3::e,,,,,
[x],lyncdiscover.monster.be,52.112.67.54,webdir.online.lync.com,,"admin.nsatc.net, dns.level3.net",,,NOERROR,"2603:1037:0:7::e, 2603:1037:0:a::e, 2603:1037::e, 2603:1037:0:5::e, 2603:1037:0:c::12, 2603:1037:0:2::e, 2603:1037:0:15::d, 2603:1037:0:3::e",,,,,
[x],lyncdiscover.monster.co.uk,52.112.192.142,webdir.online.lync.com,,"admin.nsatc.net, dns.level3.net",,,NOERROR,2603:1027:0:48::21,,,,,
[x],lyncdiscover.monster.com,52.112.192.14,webdir.online.lync.com,,"admin.nsatc.net, dns.level3.net",,,NOERROR,2603:1027:0:48::21,,,,,
[x],lyncdiscover.monster.es,52.112.192.142,webdir.online.lync.com,,"admin.nsatc.net, dns.level3.net",,,NOERROR,2603:1027:0:48::21,,,,,
[x],lyncdiscover.monster.fr,52.112.64.14,webdir.online.lync.com,,"admin.nsatc.net, dns.level3.net",,,NOERROR,,,,,,
[x],lyncdiscover.monster.ie,52.112.196.45,webdir.online.lync.com,,"admin.nsatc.net, dns.level3.net",,,NOERROR,2603:1027:0:48::21,,,,,
[x],lyncdiscover.monster.it,52.112.192.142,webdir.online.lync.com,,"admin.nsatc.net, dns.level3.net",,,NOERROR,2603:1027:0:48::21,,,,,
[x],lyncdiscover.monster.lu,52.112.196.45,webdir.online.lync.com,,"admin.nsatc.net, dns.level3.net",,,NOERROR,2603:1027:0:48::21,,,,,
[x],lyncdiscover.monster.se,52.112.192.14,webdir.online.lync.com,,"admin.nsatc.net, dns.level3.net","eu-a.prod1.footprint.net, eu-b.prod1.footprint.net",,NOERROR,2603:1027:0:48::21,,,,,
[x],lyncdiscover.monsterboard.nl,52.112.192.142,webdir.online.lync.com,,"admin.nsatc.net, dns.level3.net",,,NOERROR,2603:1027:0:48::21,,,,,
[x],m.en.monster.ca,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],m.fr.monster.ca,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],m.fr.monster.ch,208.71.193.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],m.gslb.monster.com,208.71.193.75,,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],m.jobs.monster.at,208.71.199.72,netwebb.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],m.local-jobs.monster.com,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],m.military.com,"70.224.197.91, 52.41.105.72, 50.112.192.19, 35.155.252.60, 52.27.178.227, 54.201.68.210",military.com,"mxa-002e1001.gslb.pphosted.com, mxb-002e1001.gslb.pphosted.com","ns-170.awsdns-21.com, awsdns-hostmaster.amazon.com",,"v=spf1 include:partner_c_spf.monster.com ip4:173.239.76.192/26 ip4:64.127.121.0/27 ip4:208.71.195.235 ip4:63.121.30.235 -all, spf2.0/pra ip4:173.239.76.192/26  ip4:64.127.121.0/27 mx:intake1.miltnews.com mx:intake2.miltnews.com mx:intake3.miltnews.com mx:intake4.miltnews.com mx:mailsorter.be.tmpw.net mx:mailsorter.sb.monster.com, ms=ms39201961, fjOeK8zyQ1DTp/Ve+2jOOhMT5lN028h4mo9GyeY/B+TVk3CaXqB4hCMRKbTUrpHE8qXEwS1AmgQJOai/ICj+mw==",NOERROR,,,,,,
[x],m.monster.at,208.71.193.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],m.monster.ch,208.71.199.147,"www2.eu.monster.com, redirector.gslb.monster.com",,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],m.monster.co.uk,208.71.193.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],m.monster.com,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],m.monster.de,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],m.monster.ie,208.71.193.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],m.monsterboard.nl,208.71.193.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],m.monsterpolska.pl,208.71.199.147,redirector.gslb.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",,,NOERROR,,,,,,
[x],mail.email.monster.com,66.48.80.31,,,"ns1.tmpw.net, hostmaster.tmpw.net",,,NOERROR,,,,,,
[x],mail.monster.es,,,hydra.monster.co.uk,"ns1.tmpw.net, hostmaster.tmpw.net",,,NOERROR,,,,,,
[x],mail.monster.lu,,,,"ns1.tmpw.net, hostmaster.tmpw.net",,,NOERROR,,,,,,
[x],mail.monsterboard.nl,,,hydra.monster.co.uk,"ns1.tmpw.net, hostmaster.tmpw.net",,,NOERROR,,,,,,
[x],mail7670.candidate.monster.com,129.33.243.32,,mail7670.candidate.monster.com,"ns1.tmpw.net, hostmaster.tmpw.net",,,NOERROR,,,,,,
[x],mail7817.emp.monster.com,129.33.243.93,,mail7817.emp.monster.com,"ns1.tmpw.net, hostmaster.tmpw.net",,v=spf1 ip4:129.33.243.93 -all,NOERROR,,,,,,
[x],mail7818.mc.monster.com,,,,,,v=spf1 ip4:129.33.243.94 -all,NOERROR,,,,,,
[x],mail7819.customer.monster.com,129.33.243.95,,mail7819.customer.monster.com,"ns1.tmpw.net, hostmaster.tmpw.net",,v=spf1 ip4:129.33.243.95 -all,NOERROR,,,,,,
[x],mail7820.alerts.monster.com,129.33.243.96,,mail7820.alerts.monster.com,"ns1.tmpw.net, hostmaster.tmpw.net",,v=spf1 ip4:129.33.243.96 -all,NOERROR,,,,,,
[x],mail8164.ei1.email.military.com,,,,"ns-170.awsdns-21.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,
[x],mailman311-q0.sb.monster.com,208.71.198.20,,,"ns1.tmpw.net, hostmaster.tmpw.net",,,NOERROR,,,,,,
[x],mailman311-q1.sb.monster.com,208.71.198.21,,,"ns1.tmpw.net, hostmaster.tmpw.net",,,NOERROR,,,,,,
[x],mailman312-q0.sb.monster.com,208.71.198.22,,,"ns1.tmpw.net, hostmaster.tmpw.net",,,NOERROR,,,,,,
[x],mailman313-q1.sb.monster.com,208.71.198.25,,,"ns1.tmpw.net, hostmaster.tmpw.net",,,NOERROR,,,,,,
[x],mailman314-q0.sb.monster.com,208.71.198.26,,,"ns1.tmpw.net, hostmaster.tmpw.net",,,NOERROR,,,,,,
[x],mailman315-q0.sb.monster.com,208.71.198.40,,,"ns1.tmpw.net, hostmaster.tmpw.net",,,NOERROR,,,,,,
[x],mailman315-q1.sb.monster.com,208.71.198.41,,,"ns1.tmpw.net, hostmaster.tmpw.net",,,NOERROR,,,,,,
[x],mailman316-q0.sb.monster.com,208.71.198.42,,,"ns1.tmpw.net, hostmaster.tmpw.net",,,NOERROR,,,,,,
[x],mailman802-q0.ash.monster.com,208.71.192.22,,,"ns1.tmpw.net, hostmaster.tmpw.net",,,NOERROR,,,,,,
[x],mailman802-q1.ash.monster.com,208.71.192.23,,,"ns1.tmpw.net, hostmaster.tmpw.net",,,NOERROR,,,,,,
[x],mailman803-q0.ash.monster.com,208.71.192.24,,,"ns1.tmpw.net, hostmaster.tmpw.net","ns1.tmpw.net, ns2.tmpw.net",,NOERROR,,,,,,
[x],mailman803-q1.ash.monster.com,,,,"ns1.tmpw.net, hostmaster.tmpw.net",,,NOERROR,,,,,,
[x],mailman804-q0.ash.monster.com,208.71.192.26,,,"ns1.tmpw.net, hostmaster.tmpw.net",,,NOERROR,,,,,,
[x],mailman805-q1.ash.monster.com,208.71.192.41,,,"ns1.tmpw.net, hostmaster.tmpw.net",,,NOERROR,,,,,,
[x],mailman806-q0.ash.monster.com,,,,"ns1.tmpw.net, hostmaster.tmpw.net",,,NOERROR,,,,,,
[x],mailman807-q0.ash.monster.com,,,,,,,NOERROR,,,,,,
[x],mailsorter.sb.monster.com,208.71.199.235,,,"ns1.tmpw.net, hostmaster.tmpw.net",,,NOERROR,,,,,,
[x],maintenance.military.com,"18.65.39.90, 18.65.39.32, 18.65.39.58, 18.65.39.106",d33em5p1e80v2n.cloudfront.net,,"ns-254.awsdns-31.com, awsdns-hostmaster.amazon.com","ns-1086.awsdns-07.org, ns-1825.awsdns-36.co.uk, ns-254.awsdns-31.com, ns-530.awsdns-02.net",,NOERROR,"2600:9000:238d:8000:14:acbb:53c0:93a1, 2600:9000:238d:e600:14:acbb:53c0:93a1, 2600:9000:238d:ee00:14:acbb:53c0:93a1, 2600:9000:238d:8800:14:acbb:53c0:93a1, 2600:9000:238d:ce00:14:acbb:53c0:93a1, 2600:9000:238d:4e00:14:acbb:53c0:93a1, 2600:9000:238d:f200:14:acbb:53c0:93a1, 2600:9000:238d:3800:14:acbb:53c0:93a1",True,cloudfront,,,
[x],manage.monster.at,"99.86.4.60, 99.86.4.42, 99.86.4.83, 99.86.4.35",manage.nxtprod.monster.at,,"ns-205.awsdns-25.com, awsdns-hostmaster.amazon.com",,,NOERROR,,True,cloudfront,,,
[x],manage.monster.ch,"18.154.63.11, 18.154.63.61, 18.154.63.48, 18.154.63.106",manage.nxtprod.monster.ch,,"ns-885.awsdns-46.net, awsdns-hostmaster.amazon.com",,,NOERROR,,True,cloudfront,,,
[x],manage.monster.co.uk,"65.8.158.124, 65.8.158.108, 65.8.158.10, 65.8.158.92",manage.nxtprod.monster.co.uk,,"ns-937.awsdns-53.net, awsdns-hostmaster.amazon.com",,,NOERROR,,True,cloudfront,,,
[x],manage.monster.com,"108.138.17.72, 108.138.17.36, 108.138.17.86, 108.138.17.4",manage.nxtprod.monster.com,,"ns-1553.awsdns-02.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,True,cloudfront,,,
[x],manage.monster.de,"108.138.51.97, 108.138.51.42, 108.138.51.16, 108.138.51.66",manage.nxtprod.monster.de,,"ns-1426.awsdns-50.org, awsdns-hostmaster.amazon.com",,,NOERROR,,True,cloudfront,,,
[x],manage.monster.fr,"18.154.63.117, 18.154.63.43, 18.154.63.74, 18.154.63.25",manage.nxtprod.monster.fr,,"ns-1639.awsdns-12.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,True,cloudfront,,,
[x],manage.monster.ie,,manage.nxtprod.monster.ie,,"ns-1000.awsdns-61.net, awsdns-hostmaster.amazon.com",,,NOERROR,,True,cloudfront,,,
[x],manage.monster.lu,"108.138.7.5, 108.138.7.49, 108.138.7.127, 108.138.7.47",manage.nxtprod.monster.lu,,"ns-573.awsdns-07.net, awsdns-hostmaster.amazon.com",,,NOERROR,,True,cloudfront,,,
[x],manage.monsterboard.nl,"18.66.147.69, 18.66.147.4, 18.66.147.40, 18.66.147.51",manage.nxtprod.monsterboard.nl,,"ns-286.awsdns-35.com, awsdns-hostmaster.amazon.com",,,NOERROR,,True,cloudfront,,,
[x],manage.nxtdev.monster.be,"108.138.51.32, 108.138.51.6, 108.138.51.28, 108.138.51.49",,,"ns-1924.awsdns-48.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,True,cloudfront,,,
[x],manage.nxtdev.monster.co.uk,"108.138.233.55, 108.138.233.109, 108.138.233.107, 108.138.233.113",,,"ns-1524.awsdns-62.org, awsdns-hostmaster.amazon.com",,,NOERROR,,True,cloudfront,,,
[x],manage.nxtdev.monster.com,"65.9.66.2, 65.9.66.117, 65.9.66.3, 65.9.66.90",,,"ns-1056.awsdns-04.org, awsdns-hostmaster.amazon.com",,,NOERROR,,True,cloudfront,,,
[x],manage.nxtdev.monster.de,,,,"ns-144.awsdns-18.com, awsdns-hostmaster.amazon.com",,,NOERROR,,True,cloudfront,,,
[x],manage.nxtdev.monster.lu,"18.66.112.128, 18.66.112.93, 18.66.112.39, 18.66.112.42",,,"ns-766.awsdns-31.net, awsdns-hostmaster.amazon.com",,,NOERROR,,True,cloudfront,,,
[x],manage.nxtprod.monster.at,,,,"ns-205.awsdns-25.com, awsdns-hostmaster.amazon.com",,,NOERROR,,True,cloudfront,,,
[x],manage.nxtprod.monster.ch,"13.224.189.94, 13.224.189.98, 13.224.189.102, 13.224.189.93",,,"ns-885.awsdns-46.net, awsdns-hostmaster.amazon.com",,,NOERROR,,True,cloudfront,,,
[x],manage.nxtprod.monster.com,"52.222.139.67, 52.222.139.60, 52.222.139.79, 52.222.139.77",,,"ns-1553.awsdns-02.co.uk, awsdns-hostmaster.amazon.com","ns-1253.awsdns-28.org, ns-1553.awsdns-02.co.uk, ns-4.awsdns-00.com, ns-851.awsdns-42.net",,NOERROR,,True,cloudfront,,,
[x],manage.nxtprod.monster.es,"18.244.179.9, 18.244.179.126, 18.244.179.120, 18.244.179.29",,,"ns-781.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1432.awsdns-51.org, ns-1640.awsdns-13.co.uk, ns-490.awsdns-61.com, ns-781.awsdns-33.net",,NOERROR,,True,cloudfront,,,
[x],manage.nxtprod.monster.fr,,,,"ns-1639.awsdns-12.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,True,cloudfront,,,
[x],manage.nxtprod.monster.it,"18.173.233.82, 18.173.233.94, 18.173.233.81, 18.173.233.46",,,"ns-1288.awsdns-33.org, awsdns-hostmaster.amazon.com",,,NOERROR,,True,cloudfront,,,
[x],manage.nxtprod.monster.se,"52.222.139.127, 52.222.139.122, 52.222.139.46, 52.222.139.70",,,"ns-1749.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,True,cloudfront,,,
