new,host,soa,txt,status_code,a,cname,ns,cdn,cdn-name,has_internal_ips,internal_ips,aaaa,mx,caa
[x],ive.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"18.233.174.39, 44.196.170.71, 52.201.30.58",,,,,,,,,
[x],iverg.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"44.196.170.71, 52.201.30.58, 18.233.174.39",,,,,,,,,
[x],jameskeillerpc.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"18.233.174.39, 52.201.30.58, 44.196.170.71",,,,,,,,,
[x],keewatintribal.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"52.201.30.58, 44.196.170.71, 18.233.174.39",,,,,,,,,
[x],kingswayos.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"44.196.170.71, 52.201.30.58, 18.233.174.39",,,,,,,,,
[x],lacreative.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"18.233.174.39, 44.196.170.71, 52.201.30.58",,,,,,,,,
[x],landmark-195022381593647640.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"52.201.30.58, 44.196.170.71, 18.233.174.39",,,,,,,,,
[x],landmark.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,,
[x],live.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"52.201.30.58, 44.196.170.71, 18.233.174.39",,,,,,,,,
[x],lnx.auvik.com,"ben.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],lnx.my.auvik.com,"ns-144.awsdns-18.com, awsdns-hostmaster.amazon.com",,NOERROR,"52.84.93.17, 52.84.93.113, 52.84.93.121, 52.84.93.117",,"ns-1012.awsdns-62.net, ns-1327.awsdns-37.org, ns-144.awsdns-18.com, ns-1930.awsdns-49.co.uk",True,cloudfront,,,,,
[x],local.auvik.com,"ben.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,127.0.0.1,,,,,True,127.0.0.1,,,
[x],londonderryeyecare.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"44.196.170.71, 52.201.30.58, 18.233.174.39",,,,,,,,,
[x],lp.auvik.com,"ben.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,"104.18.141.97, 104.18.194.99",,,True,cloudflare,,,"2606:4700::6812:8d61, 2606:4700::6812:c263",,
[x],mail.auvik.com,"ns1.google.com, dns-admin.google.com",,NOERROR,142.250.203.211,ghs.googlehosted.com,,,,,,2a00:1450:401b:810::2013,,
[x],maintenant.us1.my.auvik.com,"ns-1509.awsdns-60.org, awsdns-hostmaster.amazon.com",,NOERROR,"18.160.18.90, 18.160.18.46, 18.160.18.22, 18.160.18.60",,,True,cloudfront,,,,,
[x],management.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"52.201.30.58, 18.233.174.39, 44.196.170.71",,,,,,,,,
[x],martcore.us1.my.auvik.com,"ns-1509.awsdns-60.org, awsdns-hostmaster.amazon.com",,NOERROR,"18.65.39.13, 18.65.39.55, 18.65.39.125, 18.65.39.30",,,True,cloudfront,,,,,
[x],med.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"18.233.174.39, 52.201.30.58, 44.196.170.71",,,,,,,,,
[x],mkt-api.auvik.com,"ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"18.154.63.76, 18.154.63.96, 18.154.63.66, 18.154.63.101",t37bfmq0d9.execute-api.us-east-1.amazonaws.com,,True,cloudfront,,,,,
[x],mkt-api.stagefull.auvik.com,"ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"108.138.199.90, 108.138.199.35, 108.138.199.9, 108.138.199.89",ee33zipz3f.execute-api.us-east-1.amazonaws.com,,True,cloudfront,,,,,
[x],moorecomputinglocal.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"52.201.30.58, 18.233.174.39, 44.196.170.71",,,,,,,,,
[x],mpuglobalhypermeganet.us1.my.auvik.com,"ns-1509.awsdns-60.org, awsdns-hostmaster.amazon.com",,NOERROR,"13.32.121.87, 13.32.121.12, 13.32.121.92, 13.32.121.77",,,True,cloudfront,,,,,
[x],mspdemo.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"18.233.174.39, 44.196.170.71, 52.201.30.58",,,,,,,,,
[x],mspdemo.us2.my.auvik.com,"ns-22.awsdns-02.com, awsdns-hostmaster.amazon.com",,NOERROR,"18.66.97.111, 18.66.97.123, 18.66.97.43, 18.66.97.51",,,True,cloudfront,,,,,
[x],my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",v=spf1 include:amazonses.com -all,NOERROR,"13.227.219.91, 13.227.219.99, 13.227.219.77, 13.227.219.31",,"ns-1255.awsdns-28.org, ns-1817.awsdns-35.co.uk, ns-357.awsdns-44.com, ns-758.awsdns-30.net",True,cloudfront,,,,feedback-smtp.us-east-1.amazonses.com,
[x],myvoice.eu2.my.auvik.com,"ns-337.awsdns-42.com, awsdns-hostmaster.amazon.com",,NOERROR,"52.222.139.14, 52.222.139.24, 52.222.139.15, 52.222.139.23",,,True,cloudfront,,,,,
[x],ncdbf.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"52.201.30.58, 18.233.174.39, 44.196.170.71",,,,,,,,,
[x],ncinenghq.eu1.my.auvik.com,"ns-167.awsdns-20.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,True,cloudfront,,,,,
[x],nergytransferparent.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"52.201.30.58, 44.196.170.71, 18.233.174.39",,,,,,,,,
[x],nexus.auvik.com,"dns-external-master.amazon.com, root.amazon.com",,NOERROR,54.162.137.63,ec2-54-162-137-63.compute-1.amazonaws.com,,,,,,,,
[x],nexus3.tools.auvik.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,"54.224.44.46, 54.80.225.103",a322f13f7e88e11e990b60ac4d945b3f-1144973957.us-east-1.elb.amazonaws.com,,,,,,,,
[x],northgate.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"52.201.30.58, 44.196.170.71, 18.233.174.39",,,,,,,,,
[x],ntinuum.us1.stage.auvik.com,"ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=us1-stage-auvik-com,external-dns/resource=ingress/default/alb-ingress",NOERROR,,,"ns-1193.awsdns-21.org, ns-1768.awsdns-29.co.uk, ns-206.awsdns-25.com, ns-924.awsdns-51.net",,,,,,,
[x],nva0242coronado.us1.my.auvik.com,"ns-1509.awsdns-60.org, awsdns-hostmaster.amazon.com",,NOERROR,"13.32.121.12, 13.32.121.87, 13.32.121.92, 13.32.121.77",,,True,cloudfront,,,,,
[x],nva0242coronado.us2.my.auvik.com,"ns-22.awsdns-02.com, awsdns-hostmaster.amazon.com",,NOERROR,"18.173.233.79, 18.173.233.13, 18.173.233.122, 18.173.233.90",,,True,cloudfront,,,,,
[x],o79.rb.auvik.com,"ben.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,168.245.92.125,,,,,,,,,
[x],office.auvik.com,"ben.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],office.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,,
[x],office.us1.stage.auvik.com,"ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=us1-stage-auvik-com,external-dns/resource=ingress/default/alb-ingress",NOERROR,"54.163.138.40, 3.216.182.25, 75.101.240.151",,,,,,,,,
[x],office.us2.my.auvik.com,"ns-22.awsdns-02.com, awsdns-hostmaster.amazon.com",,NOERROR,"108.138.51.40, 108.138.51.25, 108.138.51.103, 108.138.51.46",,,True,cloudfront,,,,,
[x],op-scim-bridge.auvik.com,"ben.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,34.122.220.161,,,True,google,,,,,
[x],orgle.us2.my.auvik.com,"ns-22.awsdns-02.com, awsdns-hostmaster.amazon.com",,NOERROR,"18.66.97.111, 18.66.97.123, 18.66.97.43, 18.66.97.51",,,True,cloudfront,,,,,
[x],pachs.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"18.233.174.39, 52.201.30.58, 44.196.170.71",,,,,,,,,
[x],pe.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"44.196.170.71, 18.233.174.39, 52.201.30.58",,,,,,,,,
[x],pick.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"44.196.170.71, 18.233.174.39, 52.201.30.58",,"ns-1255.awsdns-28.org, ns-1817.awsdns-35.co.uk, ns-357.awsdns-44.com, ns-758.awsdns-30.net",,,,,,,
[x],ping.auvik.com,"ns-1403.awsdns-47.org, awsdns-hostmaster.amazon.com",,NOERROR,"52.89.221.122, 3.16.60.0, 3.121.105.157, 34.247.246.41, 54.153.203.208, 52.60.223.91, 3.22.141.28, 184.73.253.170, 34.199.1.157, 34.196.44.54",,"ns-1838.awsdns-37.co.uk, ns-338.awsdns-42.com, ns-650.awsdns-17.net, ns-1403.awsdns-47.org",,,,,,,
[x],pmhna58.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"52.201.30.58, 18.233.174.39, 44.196.170.71",,,,,,,,,
[x],pnele.us2.my.auvik.com,"ns-22.awsdns-02.com, awsdns-hostmaster.amazon.com",,NOERROR,"18.66.97.123, 18.66.97.43, 18.66.97.51, 18.66.97.111",,,True,cloudfront,,,,,
[x],postgres.stage.auvik.com,"dns-external-master.amazon.com, root.amazon.com",,NOERROR,35.169.229.230,"terraform-20190801173758459300000001.carthvjxflxu.us-east-1.rds.amazonaws.com, ec2-35-169-229-230.compute-1.amazonaws.com",,,,,,,,
[x],princiballed.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"44.196.170.71, 18.233.174.39, 52.201.30.58",,,,,,,,,
[x],princiballped.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"44.196.170.71, 52.201.30.58, 18.233.174.39",,,,,,,,,
[x],rb.rb.auvik.com,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",v=spf1 ip4:3.230.71.188 ip4:168.245.92.125 include:u22281645.wl146.sendgrid.net -all,NOERROR,3.230.71.188,auvik.rbemails.com,,,,,,,,
[x],redhawk.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"18.233.174.39, 52.201.30.58, 44.196.170.71",,,,,,,,,
[x],schiz.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"44.196.170.71, 52.201.30.58, 18.233.174.39",,,,,,,,,
[x],securmanagement.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"44.196.170.71, 52.201.30.58, 18.233.174.39",,,,,,,,,
[x],sedonatek.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"52.201.30.58, 18.233.174.39, 44.196.170.71",,"ns-1255.awsdns-28.org, ns-1817.awsdns-35.co.uk, ns-357.awsdns-44.com, ns-758.awsdns-30.net",,,,,,,
[x],see.auvik.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com, ns-880.awsdns-46.net, awsdns-hostmaster.amazon.com",,NOERROR,"67.199.248.13, 67.199.248.12",cname.bitly.com,,,,,,,,"letsencrypt.org, ;"
[x],servecentricisp.eu2.my.auvik.com,"ns-337.awsdns-42.com, awsdns-hostmaster.amazon.com",,NOERROR,"18.66.248.19, 18.66.248.26, 18.66.248.89, 18.66.248.6",,,True,cloudfront,,,,,
[x],servecentricmonitor.eu2.my.auvik.com,"ns-337.awsdns-42.com, awsdns-hostmaster.amazon.com",,NOERROR,"18.66.248.19, 18.66.248.6, 18.66.248.26, 18.66.248.89",,,True,cloudfront,,,,,
[x],servecentricnet.eu2.my.auvik.com,"ns-337.awsdns-42.com, awsdns-hostmaster.amazon.com",,NOERROR,"13.32.99.93, 13.32.99.113, 13.32.99.15, 13.32.99.51",,,True,cloudfront,,,,,
[x],servecentricprod.eu2.my.auvik.com,"ns-337.awsdns-42.com, awsdns-hostmaster.amazon.com",,NOERROR,"13.32.99.93, 13.32.99.113, 13.32.99.15, 13.32.99.51",,,True,cloudfront,,,,,
[x],server1.local.auvik.com,"ben.ns.cloudflare.com, dns.cloudflare.com",v=spf1 ip4:198.246.47.160 -all,NOERROR,127.0.0.1,,,,,True,127.0.0.1,,,
[x],sharptooth.eu2.my.auvik.com,"ns-337.awsdns-42.com, awsdns-hostmaster.amazon.com",,NOERROR,"99.84.208.79, 99.84.208.52, 99.84.208.65, 99.84.208.125",,,True,cloudfront,,,,,
[x],sharptoothhq.eu2.my.auvik.com,"ns-337.awsdns-42.com, awsdns-hostmaster.amazon.com",,NOERROR,"13.32.99.51, 13.32.99.93, 13.32.99.113, 13.32.99.15",,,True,cloudfront,,,,,
[x],shartega.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"44.196.170.71, 18.233.174.39, 52.201.30.58",,,,,,,,,
[x],smartcore.us1.my.auvik.com,"ns-1509.awsdns-60.org, awsdns-hostmaster.amazon.com",,NOERROR,"13.32.121.92, 13.32.121.77, 13.32.121.87, 13.32.121.12",,,True,cloudfront,,,,,
[x],sptest.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"18.233.174.39, 44.196.170.71, 52.201.30.58",,,,,,,,,
[x],staging-bifrost.stage.auvik.com,"ns-1837.awsdns-37.co.uk, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=stage-auvik-com,external-dns/resource=ingress/default/alb-ingress",NOERROR,"52.204.55.237, 54.205.235.146, 52.72.83.66",,,,,,,,,
[x],stats.daily.auvik.com,"ns-1551.awsdns-01.co.uk, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=daily-auvik-com,external-dns/resource=ingress/default/alb-ingress",NOERROR,"52.71.157.1, 107.23.9.10, 52.0.93.124",,"ns-1482.awsdns-57.org, ns-1551.awsdns-01.co.uk, ns-353.awsdns-44.com, ns-779.awsdns-33.net",,,,,,,
[x],success.auvik.com,"ben.ns.cloudflare.com, dns.cloudflare.com","google-site-verification=5JMD5gzFl-1YB1aNkkqVfEojiJ8rwgVeBbnVOggzvno, v=spf1 include:amazonses.com -all",NOERROR,"104.18.141.97, 104.18.194.99",,,True,cloudflare,,,"2606:4700::6812:8d61, 2606:4700::6812:c263","alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com, aspmx.l.google.com",
[x],technologyvisionaries.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"18.233.174.39, 44.196.170.71, 52.201.30.58",,,,,,,,,
[x],tftcorp.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"18.233.174.39, 52.201.30.58, 44.196.170.71",,,,,,,,,
[x],theagencyre-320083047660650957.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"44.196.170.71, 52.201.30.58, 18.233.174.39",,,,,,,,,
[x],tools.auvik.com,"ns-649.awsdns-17.net, awsdns-hostmaster.amazon.com",v=spf1 include:amazonses.com -all,NOERROR,,,"ns-359.awsdns-44.com, ns-649.awsdns-17.net, ns-1287.awsdns-32.org, ns-1740.awsdns-25.co.uk",,,,,,,
[x],tor266-355-pda.stage.auvik.com,"ns-1837.awsdns-37.co.uk, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=stage-auvik-com,external-dns/resource=ingress/default/alb-ingress",NOERROR,"54.205.235.146, 52.204.55.237, 52.72.83.66",,,,,,,,,
[x],trafficinsights.a.daily.auvik.com,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=a-daily-auvik-com,external-dns/resource=ingress/ti/ti-alb-ingress",NOERROR,"54.85.115.176, 54.165.32.8, 52.200.179.204",,,,,,,,,
[x],trafficinsights.b.daily.auvik.com,"ns-1486.awsdns-57.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=b-daily-auvik-com,external-dns/resource=ingress/ti/ti-alb-ingress",NOERROR,"63.34.1.176, 54.77.115.206, 52.18.127.140",,"ns-1486.awsdns-57.org, ns-1826.awsdns-36.co.uk, ns-320.awsdns-40.com, ns-573.awsdns-07.net",,,,,,,
[x],trafficinsights.eu1.my.auvik.com,"ns-167.awsdns-20.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=eu1-my-auvik-com,external-dns/resource=ingress/ti/ti-alb-ingress",NOERROR,"54.170.222.26, 52.18.122.31, 52.48.125.192",,,,,,,,,
[x],trafficinsights.eu2.my.auvik.com,"ns-337.awsdns-42.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=eu2-my-auvik-com,external-dns/resource=ingress/ti/ti-alb-ingress",NOERROR,"18.195.232.127, 18.198.160.24, 18.157.249.213",,,,,,,,,
[x],trafficinsights.lnx.my.auvik.com,"ns-144.awsdns-18.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=lnx-my-auvik-com,external-dns/resource=ingress/ti/ti-alb-ingress",NOERROR,"3.128.140.240, 3.139.50.199, 3.142.206.87",,,,,,,,,
[x],trafficinsights.us1.my.auvik.com,"ns-1509.awsdns-60.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=us1-my-auvik-com,external-dns/resource=ingress/ti/ti-alb-ingress",NOERROR,"52.86.125.127, 54.161.152.62, 54.205.6.225",,,,,,,,,
[x],trafficinsights.us1.stage.auvik.com,"ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=us1-stage-auvik-com,external-dns/resource=ingress/ti/ti-alb-ingress",NOERROR,"3.215.145.158, 34.238.202.64, 107.22.252.61",,,,,,,,,
[x],trafficinsights.us2.my.auvik.com,"ns-22.awsdns-02.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=us2-my-auvik-com,external-dns/resource=ingress/ti/ti-alb-ingress",NOERROR,"35.83.15.179, 52.26.236.92, 44.235.36.26",,,,,,,,,
[x],trafficinsights.us3.my.auvik.com,"ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=us3-my-auvik-com,external-dns/resource=ingress/ti/ti-alb-ingress",NOERROR,"54.242.105.196, 3.227.124.59, 35.170.123.94",,,,,,,,,
[x],trust.auvik.com,"ns-293.awsdns-36.com, awsdns-hostmaster.amazon.com",,NOERROR,"52.87.102.101, 18.214.235.184",elb-conveyor-68653.aptible.in,,,,,,,,
[x],uk1.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"52.201.30.58, 44.196.170.71, 18.233.174.39",,,,,,,,,
[x],upmhna58.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"18.233.174.39, 52.201.30.58, 44.196.170.71",,,,,,,,,
[x],us1.my.auvik.com,"ns-1509.awsdns-60.org, awsdns-hostmaster.amazon.com",,NOERROR,"18.66.233.34, 18.66.233.45, 18.66.233.37, 18.66.233.122, 205.251.192.26, 205.251.197.229",,"ns-1586.awsdns-06.co.uk, ns-26.awsdns-03.com, ns-606.awsdns-11.net, ns-1509.awsdns-60.org",True,cloudfront,,,2600:9000:5300:1a00::1,,
[x],us1.stage.auvik.com,"ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"13.32.121.39, 13.32.121.122, 13.32.121.98, 13.32.121.20",,"ns-924.awsdns-51.net, ns-206.awsdns-25.com, ns-1193.awsdns-21.org, ns-1768.awsdns-29.co.uk",True,cloudfront,,,,,
[x],us2.my.auvik.com,"ns-22.awsdns-02.com, awsdns-hostmaster.amazon.com",,NOERROR,"13.227.219.86, 13.227.219.105, 13.227.219.9, 13.227.219.8",,"ns-1433.awsdns-51.org, ns-1618.awsdns-10.co.uk, ns-22.awsdns-02.com, ns-718.awsdns-25.net",True,cloudfront,,,,,
[x],us3.my.auvik.com,"ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"52.84.93.99, 52.84.93.14, 52.84.93.125, 52.84.93.91",,"ns-940.awsdns-53.net, ns-26.awsdns-03.com, ns-1982.awsdns-55.co.uk, ns-1061.awsdns-04.org",True,cloudfront,,,,,
[x],voidtk.eu1.my.auvik.com,"ns-167.awsdns-20.com, awsdns-hostmaster.amazon.com",,NOERROR,"108.157.229.96, 108.157.229.43, 108.157.229.111, 108.157.229.95",,,True,cloudfront,,,,,
[x],voidtm.eu1.my.auvik.com,"ns-167.awsdns-20.com, awsdns-hostmaster.amazon.com",,NOERROR,"99.86.4.124, 99.86.4.115, 99.86.4.82, 99.86.4.58",,,True,cloudfront,,,,,
[x],voidtmm.eu1.my.auvik.com,"ns-167.awsdns-20.com, awsdns-hostmaster.amazon.com",,NOERROR,"108.156.39.41, 108.156.39.75, 108.156.39.72, 108.156.39.124",,"ns-1388.awsdns-45.org, ns-1597.awsdns-07.co.uk, ns-167.awsdns-20.com, ns-597.awsdns-10.net",True,cloudfront,,,,,
[x],voidtmmhq.eu1.my.auvik.com,"ns-167.awsdns-20.com, awsdns-hostmaster.amazon.com",,NOERROR,"99.86.4.115, 99.86.4.58, 99.86.4.82, 99.86.4.124",,,True,cloudfront,,,,,
[x],wcfsandy.us2.my.auvik.com,"ns-22.awsdns-02.com, awsdns-hostmaster.amazon.com",,NOERROR,"18.66.97.111, 18.66.97.43, 18.66.97.123, 18.66.97.51",,,True,cloudfront,,,,,
[x],whitehavencoalcc.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"18.233.174.39, 44.196.170.71, 52.201.30.58",,,,,,,,,
[x],wpengine.auvik.com,"darwin.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,"141.193.213.21, 141.193.213.20",pn0h3cgqmbcy.wpeproxy.com,,,,,,,,
[x],www.auvik.com,"darwin.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,"141.193.213.21, 141.193.213.20",nvhpmse6cfwx.wpeproxy.com,,,,,,,,
[x],www.ipv6.auvik.com,"darwin.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,"141.193.213.21, 141.193.213.20","www.auvik.com, nvhpmse6cfwx.wpeproxy.com",,,,,,,,
[x],www.my.auvik.com,"jim.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,104.197.251.33,auvik.wpengine.com,,True,google,,,,,
[x],xiologix.us2.my.auvik.com,"ns-22.awsdns-02.com, awsdns-hostmaster.amazon.com",,NOERROR,"18.66.97.123, 18.66.97.111, 18.66.97.51, 18.66.97.43",,,True,cloudfront,,,,,
[x],xshirinova.my.auvik.com,"ns-1817.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"52.201.30.58, 18.233.174.39, 44.196.170.71",,,,,,,,,
[x],zendesk2.auvik.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",v=spf1 include:_netblocks.zdsys.com ~all,NOERROR,"162.159.138.6, 162.159.128.7, 3.213.143.227, 34.235.62.90, 184.72.174.126",mail2.zendesk.com,"ns-1213.awsdns-23.org, ns-1858.awsdns-40.co.uk, ns-444.awsdns-55.com, ns-754.awsdns-30.net",True,cloudflare,,,,mail.zendesk.com,
