input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,content_type,final_url
api.identity-dev.umbraco.com,Your Azure Function App is up and running.,200,150093,api.identity-dev.umbraco.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-18T00:00:00Z,2023-07-17T23:59:59Z,"CN=umbraco.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",umbraco.com,umbraco.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",8cc6351cc40df7b2b336218a09db73c0,628f724c28f94d8fb3162950b06fee403ef1d4511b0198fdbac376312f1d204f,ctls,api.identity-dev.umbraco.com,cloudflare,443,https://api.identity-dev.umbraco.com:443,https,cloudflare,GET,172.64.152.33,/,-1840324437,2606:4700:4400::ac40:9821,Cloudflare,300,False,True,"Cloudflare, Inc.",text/html,
cloud.umbraco.com,,526,,cloud.umbraco.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-30T15:01:33Z,2023-07-29T16:00:29Z,CN=cloud.umbraco.com,cloud.umbraco.com,cloud.umbraco.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,71bc4aef85bd789e3004872b802e2a09,ab589e438dd2c2b9909f53ad4f301ca54473b45a3f18f548079033ce56639fa5,ctls,cloud.umbraco.com,cloudflare,443,https://cloud.umbraco.com:443,https,cloudflare,GET,104.18.35.223,/,-1840324437,2606:4700:4400::6812:23df,Cloudflare,1,False,True,,,
identity.umbraco.com,,404,103,identity.umbraco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-10T00:00:00Z,2024-03-10T23:59:59Z,"CN=identity.umbraco.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",identity.umbraco.com,identity.umbraco.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,73fbd55caa22818f06b9ca2584561f7f,a4462119b6a3c5d116720e58da1b50d405bc5360d1510652bdd03f839b85c703,ctls,identity.umbraco.com,,443,https://identity.umbraco.com:443,https,,GET,13.107.253.45,/,-20275242,2620:1ec:4f:1::45,HSTS,1,False,,Microsoft Corporation,text/html,
links.umbraco.com,404,200,23576,umbraco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T21:43:17Z,2023-07-21T21:43:16Z,CN=umbraco.com,umbraco.com,umbraco.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,7502878ec6f0b7cae304efc012206697,40728d625ec45a0e62e50a6443c5d1009c597646595ee6a64d407f80a120c993,ctls,umbraco.com,,443,https://links.umbraco.com:443,https,cloudflare,GET,3.131.87.202,/,720538417,3.131.87.202,HSTS,9,False,,,text/html,https://umbraco.com/404
portal.umbraco.com,Web App - Unavailable,403,2342,portal.umbraco.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-30T14:37:02Z,2023-07-29T15:34:52Z,CN=portal.umbraco.com,portal.umbraco.com,portal.umbraco.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,9ad6dc59cb73d87080cf7b1676b7f36b,31bdff3f79362efd29a8489eb23c0f254ebf6f8f3bf1af020837e805a7adc329,ctls,portal.umbraco.com,cloudflare,443,https://portal.umbraco.com:443,https,cloudflare,GET,104.18.35.223,/,-1111039167,2606:4700:4400::6812:23df,Cloudflare,75,False,True,,text/html,
umbraco.com,Umbraco - the flexible open-source .NET (ASP.NET Core) CMS,200,100973,umbraco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T21:43:17Z,2023-07-21T21:43:16Z,CN=umbraco.com,umbraco.com,umbraco.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,7502878ec6f0b7cae304efc012206697,40728d625ec45a0e62e50a6443c5d1009c597646595ee6a64d407f80a120c993,ctls,umbraco.com,cloudflare,80,http://umbraco.com:80,http,cloudflare,GET,104.19.208.28,/,-20275242,104.19.208.28,Microsoft ASP.NET,75,False,True,,text/html,https://umbraco.com/
www.dashboard.umbraco.com,,200,113,www.dashboard.umbraco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T14:48:35Z,2023-07-21T14:48:34Z,CN=www.dashboard.umbraco.com,www.dashboard.umbraco.com,www.dashboard.umbraco.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,8aeec04dddf6894e2ddf145554f4676d,1b05c0b21711fdc9cc13ff6254568ecf459d0b504689f40df3bb69596bb9318d,ctls,www.dashboard.umbraco.com,cloudflare,443,https://www.dashboard.umbraco.com:443,https,cloudflare,GET,104.18.35.223,/,-20275242,2606:4700:4400::6812:23df,Cloudflare,1,False,True,,text/html,
