new,host,a,soa,status_code,ns,cname,cdn,cdn-name,txt,aaaa,has_internal_ips,internal_ips,mx
[x],media-cvr-z5-qa2.arlo.com,,"ns-1100.awsdns-09.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1640.awsdns-13.co.uk, ns-936.awsdns-53.net, ns-1100.awsdns-09.org, ns-159.awsdns-19.com",d1gw76cbj1agcg.cloudfront.net,True,cloudfront,,,,,
[x],media-cvr-z5-qa3.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],media-cvr-z5-staging-n.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],media-cvr-z5-staging.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],media-dev-z5.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],media-dev3-z1.arlo.com,,"ns-326.awsdns-40.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1457.awsdns-54.org, ns-1927.awsdns-48.co.uk, ns-326.awsdns-40.com, ns-729.awsdns-27.net",d3aapcjwkr3dgc.cloudfront.net,True,cloudfront,,,,,
[x],media-dev3-z2.arlo.com,,"ns-721.awsdns-26.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-721.awsdns-26.net, ns-1457.awsdns-54.org, ns-1998.awsdns-57.co.uk, ns-405.awsdns-50.com",d2vn145dyjoh01.cloudfront.net,True,cloudfront,,,,,
[x],media-limg-z1-dev.arlo.com,,"ns-1620.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1194.awsdns-21.org, ns-1620.awsdns-10.co.uk, ns-206.awsdns-25.com, ns-775.awsdns-32.net",d1qalco66mluc8.cloudfront.net,True,cloudfront,,,,,
[x],media-limg-z1-dev3.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],media-limg-z1-qa.arlo.com,,"ns-885.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1291.awsdns-33.org, ns-1558.awsdns-02.co.uk, ns-445.awsdns-55.com, ns-885.awsdns-46.net",d26set4l47gepa.cloudfront.net,True,cloudfront,,,,,
[x],media-limg-z1-qa2.arlo.com,,"ns-1015.awsdns-62.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1732.awsdns-24.co.uk, ns-408.awsdns-51.com, ns-1015.awsdns-62.net, ns-1372.awsdns-43.org",d37cx2wy9mm0vl.cloudfront.net,True,cloudfront,,,,,
[x],media-limg-z1-qa3.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],media-limg-z1-staging.arlo.com,,"ns-994.awsdns-60.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1777.awsdns-30.co.uk, ns-27.awsdns-03.com, ns-994.awsdns-60.net, ns-1311.awsdns-35.org",d2esr7r3tldmyf.cloudfront.net,True,cloudfront,,,,,
[x],media-limg-z2-dev.arlo.com,,"ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1297.awsdns-34.org, ns-1613.awsdns-09.co.uk, ns-5.awsdns-00.com, ns-898.awsdns-48.net",d3okrcqrgwclzj.cloudfront.net,True,cloudfront,,,,,
[x],media-limg-z2-dev2.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],media-limg-z2-dev3.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],media-limg-z2-staging.arlo.com,,"ns-1077.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,d1ylstonv74ez5.cloudfront.net,True,cloudfront,,,,,
[x],media-limg-z3-qa2.arlo.com,,"ns-1999.awsdns-57.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,d2apluznlyy7ji.cloudfront.net,True,cloudfront,,,,,
[x],media-limg-z3-qa3.arlo.com,,"ns-856.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-856.awsdns-43.net, ns-1431.awsdns-50.org, ns-2034.awsdns-62.co.uk, ns-300.awsdns-37.com",d2c49lhlg4fler.cloudfront.net,True,cloudfront,,,,,
[x],media-limg-z3-staging.arlo.com,,"ns-546.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1861.awsdns-40.co.uk, ns-444.awsdns-55.com, ns-546.awsdns-04.net, ns-1424.awsdns-50.org",dczt9qa4yxi0g.cloudfront.net,True,cloudfront,,,,,
[x],media-limg-z4-dev.arlo.com,,"ns-538.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1360.awsdns-42.org, ns-538.awsdns-03.net, ns-1617.awsdns-10.co.uk, ns-306.awsdns-38.com",dsjbr2svauz18.cloudfront.net,True,cloudfront,,"2600:9000:2550:b200:d:c25c:b700:93a1, 2600:9000:2550:f200:d:c25c:b700:93a1, 2600:9000:2550:3000:d:c25c:b700:93a1, 2600:9000:2550:6c00:d:c25c:b700:93a1, 2600:9000:2550:8600:d:c25c:b700:93a1, 2600:9000:2550:a000:d:c25c:b700:93a1, 2600:9000:2550:de00:d:c25c:b700:93a1, 2600:9000:2550:e000:d:c25c:b700:93a1",,,
[x],media-limg-z4-qa.arlo.com,,"ns-466.awsdns-58.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1518.awsdns-61.org, ns-1910.awsdns-46.co.uk, ns-466.awsdns-58.com, ns-987.awsdns-59.net",dzhivjw6y4fj3.cloudfront.net,True,cloudfront,,,,,
[x],media-limg-z4-qa2.arlo.com,,"ns-538.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1337.awsdns-39.org, ns-1856.awsdns-40.co.uk, ns-26.awsdns-03.com, ns-538.awsdns-03.net",d21n5kb2ux7d16.cloudfront.net,True,cloudfront,,,,,
[x],media-limg-z4-staging.arlo.com,,"ns-142.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1087.awsdns-07.org, ns-142.awsdns-17.com, ns-1923.awsdns-48.co.uk, ns-739.awsdns-28.net",d3mqbks2r00973.cloudfront.net,True,cloudfront,,,,,
[x],media-limg-z5-dev.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],media-limg-z5-qa.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],media-limg-z5-qa2.arlo.com,,"ns-1719.awsdns-22.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-471.awsdns-58.com, ns-883.awsdns-46.net, ns-1428.awsdns-50.org, ns-1719.awsdns-22.co.uk",d37qdhz5fsc77d.cloudfront.net,True,cloudfront,,,,,
[x],media-limg-z5-qa3.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],media-limg-z5-staging-n.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1377.awsdns-44.org, ns-1854.awsdns-39.co.uk, ns-336.awsdns-42.com, ns-726.awsdns-26.net",,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],media-limg-z5-staging.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],media-qa2-z1.arlo.com,,"ns-1436.awsdns-51.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-524.awsdns-01.net, ns-1436.awsdns-51.org, ns-1544.awsdns-01.co.uk, ns-171.awsdns-21.com",detrdnjt43q3f.cloudfront.net,True,cloudfront,,,,,
[x],media-qa2-z3.arlo.com,,"ns-833.awsdns-40.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-833.awsdns-40.net, ns-1208.awsdns-23.org, ns-1782.awsdns-30.co.uk, ns-296.awsdns-37.com",delx44pir0hix.cloudfront.net,True,cloudfront,,"2600:9000:21f3:7e00:d:cb5a:ee40:93a1, 2600:9000:21f3:2200:d:cb5a:ee40:93a1, 2600:9000:21f3:5e00:d:cb5a:ee40:93a1, 2600:9000:21f3:d400:d:cb5a:ee40:93a1, 2600:9000:21f3:b600:d:cb5a:ee40:93a1, 2600:9000:21f3:a800:d:cb5a:ee40:93a1, 2600:9000:21f3:4400:d:cb5a:ee40:93a1, 2600:9000:21f3:9200:d:cb5a:ee40:93a1",,,
[x],media-qa2-z4.arlo.com,,"ns-1654.awsdns-14.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-398.awsdns-49.com, ns-710.awsdns-24.net, ns-1101.awsdns-09.org, ns-1654.awsdns-14.co.uk",db3knqb3b46gb.cloudfront.net,True,cloudfront,,,,,
[x],media-qa3-z1.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],media-qa3-z3.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],media-qa3-z4.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],media-qa3-z5.arlo.com,,"ns-1509.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-459.awsdns-57.com, ns-909.awsdns-49.net, ns-1509.awsdns-60.org, ns-1816.awsdns-35.co.uk",d3lz3gxcqp8190.cloudfront.net,True,cloudfront,,,,,
[x],media-staging-z3.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],media-staging-z4.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],media-staging-z5-n.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],media-staging-z5.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],media-z1-dev.arlo.com,,"ns-715.awsdns-25.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-336.awsdns-42.com, ns-715.awsdns-25.net, ns-1266.awsdns-30.org, ns-1730.awsdns-24.co.uk",dejhibvgp34s7.cloudfront.net,True,cloudfront,,,,,
[x],media-z1-dev4.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],media-z1-qa.arlo.com,,"ns-1770.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-56.awsdns-07.com, ns-1770.awsdns-29.co.uk, ns-892.awsdns-47.net, ns-1377.awsdns-44.org",d2o8tsphmgmzdb.cloudfront.net,True,cloudfront,,,,,
[x],media-z1-staging.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1377.awsdns-44.org, ns-1854.awsdns-39.co.uk, ns-336.awsdns-42.com, ns-726.awsdns-26.net",,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],media-z2-dev.arlo.com,,"ns-231.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-584.awsdns-09.net, ns-1198.awsdns-21.org, ns-1936.awsdns-50.co.uk, ns-231.awsdns-28.com",d19x9h3oi38mb6.cloudfront.net,True,cloudfront,,,,,
[x],media-z4-dev.arlo.com,,"ns-1064.awsdns-05.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-779.awsdns-33.net, ns-1064.awsdns-05.org, ns-1676.awsdns-17.co.uk, ns-388.awsdns-48.com",d31r3z1um3i2gi.cloudfront.net,True,cloudfront,,,,,
[x],media-z4-qa.arlo.com,,"ns-953.awsdns-55.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1983.awsdns-55.co.uk, ns-449.awsdns-56.com, ns-953.awsdns-55.net, ns-1134.awsdns-13.org",d3lojwdnfo92du.cloudfront.net,True,cloudfront,,,,,
[x],media-z5-dev.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1377.awsdns-44.org, ns-1854.awsdns-39.co.uk, ns-336.awsdns-42.com, ns-726.awsdns-26.net",,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],mediacontent-dev.arlo.com,,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1650.awsdns-14.co.uk, ns-205.awsdns-25.com, ns-589.awsdns-09.net, ns-1411.awsdns-48.org",d2eul0v7rf4qkd.cloudfront.net,True,cloudfront,,,,,
[x],messaging.arlo.com,,"pdns88.ultradns.com, mshah.netgear.com",NOERROR,"pdns88.ultradns.org, pdns88.ultradns.net, pdns88.ultradns.biz, pdns88.ultradns.com",,,,,,,,
[x],mockserver.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],msoid.arlo.com,,"internal.akadns.net, hostmaster.akamai.com, tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,,"clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.akadns.net, www.tm.a.prd.aadg.trafficmanager.net",True,azure,,,,,
[x],mta2.e.arlo.com,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],mta3.e.arlo.com,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],mta5.e.arlo.com,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],mta6.e.arlo.com,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],my-canary.arlo.com,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,my-prod-canary-1405093082.eu-west-1.elb.amazonaws.com,,,,,,,
[x],my.arlo.com,,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,my.arlo.com.cdn.cloudflare.net,True,cloudflare,,,,,
[x],myapi-beta.arlo.com,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,myapi-beta-710080062.eu-west-1.elb.amazonaws.com,,,,,,,
[x],myapi-canary.arlo.com,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,clientapi-gw-prod-canary-clb-1795440088.eu-west-1.elb.amazonaws.com,,,,,,,
[x],myapi-dev3.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1377.awsdns-44.org, ns-1854.awsdns-39.co.uk, ns-336.awsdns-42.com, ns-726.awsdns-26.net",,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],myapi-dev5.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],myapi-goldendev.arlo.com,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,myapi-goldendev-1638250867.eu-west-1.elb.amazonaws.com,,,,,,,
[x],myapi-qa.arlo.com,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,apiproxy-qa-elb-97345118.eu-west-1.elb.amazonaws.com,,,,,,,
[x],myapi-qa3.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],myapi.arlo.com,,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,myapi.arlo.com.cdn.cloudflare.net,True,cloudflare,,,,,
[x],myapi.beta.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],myapigoldendev-canary.arlo.com,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,a8b60e85-nginx-nginx71c8d8-bf2f-1719921229.eu-west-1.elb.amazonaws.com,,,,,,,
[x],myapigoldendev.arlo.com,,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,myapigoldendev.arlo.com.cdn.cloudflare.net,True,cloudflare,,,,,
[x],myapigoldenft-canary.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],myapigoldenft.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],myapigoldenqa-canary.arlo.com,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,93b00e98-nginx-nginx361eba-e4d1-952256898.eu-west-1.elb.amazonaws.com,,,,,,,
[x],myapigoldenqa.arlo.com,,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,myapigoldenqa.arlo.com.cdn.cloudflare.net,True,cloudflare,,,,,
[x],myapinewbeta.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],myapistaging-canary.arlo.com,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,9c38f88f-nginx-releaseffde-926f-604621818.eu-west-1.elb.amazonaws.com,,,,,,,
[x],myapistaging.arlo.com,,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,myapistaging.arlo.com.cdn.cloudflare.net,True,cloudflare,,,,,
[x],myarlodev1b.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],mybeta.arlo.com,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,mybeta-66039997.eu-west-1.elb.amazonaws.com,,,,,,,
[x],mydev.arlo.com,,,NOERROR,,arlodev-elb-190893948.eu-west-1.elb.amazonaws.com,,,,,,,
[x],mydev1a.arlo.com,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,arlodev1a-1374920898.eu-west-1.elb.amazonaws.com,,,,,,,
[x],mydev1b.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],mydev1c.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],mydev1d.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],mydev3a.arlo.com,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,arlodev3a-1780140330.eu-west-1.elb.amazonaws.com,,,,,,,
[x],mydev4.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mydev5.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mygoldendev-canary.arlo.com,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,mygoldendev-canary-286096747.eu-west-1.elb.amazonaws.com,,,,,,,
[x],mygoldendev-cloudfront.arlo.com,,"ns-852.awsdns-42.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-427.awsdns-53.com, ns-852.awsdns-42.net, ns-1349.awsdns-40.org, ns-1565.awsdns-03.co.uk",d3us4m2m2200i6.cloudfront.net,True,cloudfront,,,,,
[x],mygoldendev.arlo.com,,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,mygoldendev.arlo.com.cdn.cloudflare.net,True,cloudflare,,,,,
[x],mygoldenft-canary.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],mygoldenft.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],mygoldenqa-canary.arlo.com,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,mygoldenqa-canary-1821190785.eu-west-1.elb.amazonaws.com,,,,,,,
[x],mygoldenqa.arlo.com,,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,mygoldenqa.arlo.com.cdn.cloudflare.net,True,cloudflare,,,,,
[x],myqa.ar.arlo.com,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,vzweb-qa-ire-n-2071924027.eu-west-1.elb.amazonaws.com,,,,,,,
[x],myqa.arlo.com,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,vzweb-qa-ire-n-2071924027.eu-west-1.elb.amazonaws.com,,,,,,,
[x],myqa2.arlo.com,,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,myqa2.arlo.com.cdn.cloudflare.net,True,cloudflare,,,,,
[x],myqa5.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],myqa6.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],mystaging-canary.arlo.com,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,mystaging-canary-1953416344.eu-west-1.elb.amazonaws.com,,,,,,,
[x],mystaging.arlo.com,,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,mystaging.arlo.com.cdn.cloudflare.net,True,cloudflare,,,,,
[x],mytest.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],nginxcanaryclientapi-goldendev.arlo.com,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,a8b60e85-nginx-nginx71c8d8-4584-1857374356.eu-west-1.elb.amazonaws.com,,,,,,,
[x],nginxcanaryclientapi-goldenqa.arlo.com,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,93b00e98-nginx-nginx361eba-e4d1-952256898.eu-west-1.elb.amazonaws.com,,,,,,,
[x],nginxcanarydeviceapi-goldendev.arlo.com,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,cd5e7255-testnginxdeviceap-a675-404487375.eu-west-1.elb.amazonaws.com,,,,,,,
[x],nginxcanarydeviceapi-goldenqa.arlo.com,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,nginxcanarydeviceapi-goldenqa-581553567.eu-west-1.elb.amazonaws.com,,,,,,,
[x],nginxcanarydeviceapi-prod.arlo.com,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,nginxcanarydeviceapi-prod-555930996.eu-west-1.elb.amazonaws.com,,,,,,,
[x],nginxcanarydeviceapi-staging.arlo.com,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,nginxcanarydeviceapi-staging-395327075.eu-west-1.elb.amazonaws.com,,,,,,,
[x],nimp.arlo.com,,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,yapper-prod-840102971.us-west-2.elb.amazonaws.com,,,,,,,
[x],notifications-dev.arlo.com,,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,notifications-dev.arlo.com.cdn.cloudflare.net,True,cloudflare,,,,,
[x],notifications-loadtest.arlo.com,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,notifications-loadtest-1518822093.eu-west-1.elb.amazonaws.com,,,,,,,
[x],notifications-qa.arlo.com,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,notifications-qa-895911931.eu-west-1.elb.amazonaws.com,,,,,,,
[x],notifications-qa2.arlo.com,,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,notifications-qa2.arlo.com.cdn.cloudflare.net,True,cloudflare,,,,,
[x],ntp01.arlo.com,,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,"ntp.arlo.com, ntp.arlo.com.cdn.cloudflare.net, fa3fca7ce79f4b81a39f216e916397d5.pacloudflare.com",True,cloudflare,,,,,
[x],oamoid01.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],oamoid61.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],oauth-goldendevz1.arlo.com,,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,oauth-goldendevz1.arlo.com.cdn.cloudflare.net,True,cloudflare,,,,,
[x],oauth-goldenqaz1.arlo.com,,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,oauth-goldenqaz1.arlo.com.cdn.cloudflare.net,True,cloudflare,,,,,
[x],oauth.arlo.com,"63.32.153.190, 52.49.59.45","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,oauth-arlo-14839390.eu-west-1.elb.amazonaws.com,,,,,,,
[x],oauthpartner-goldendev.arlo.com,,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,oauthpartner-goldendev.arlo.com.cdn.cloudflare.net,,,,,,,
[x],oauthqa.arlo.com,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,k8s-oauth-oauth-00a74aaedd-1258709745.eu-west-1.elb.amazonaws.com,,,,,,,
[x],oauthstaging.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],obieeapp01.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],ocapi-app-dev.arlo.com,,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,ocapi-app-dev.arlo.com.cdn.cloudflare.net,True,cloudflare,,,,,
[x],ocapi-app-loadtest.arlo.com,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,docusign=90b68d29-8344-40b1-ab31-998cb40114d2,,,,
[x],ocapi-app-qa.arlo.com,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,a85001b5e4b6b4baaa485797c6d7bf75-1996310809.eu-west-1.elb.amazonaws.com,,,,,,,
