new,host,a,aaaa,soa,has_internal_ips,internal_ips,status_code,cdn,cdn-name,ns,cname,txt,caa,mx
[x],im.b2ec66a7.x3hy0i1.vid2.ll.dmcdn.net,178.79.215.23,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.b5d625e0.xsooe0.vid2.ll.dmcdn.net,178.79.244.79,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.b8b7ad9c.x3jrrf0.vid2.ll.dmcdn.net,69.164.19.90,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.b8bba4c6.x3jkei1.vid2.ll.dmcdn.net,69.164.19.16,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.b90f3ed5.x3i2vnu.vid2.ll.dmcdn.net,178.79.213.74,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.b920873a.x3ikw64.vid2.ll.dmcdn.net,87.248.203.97,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.b920873a.x3io7j2.vid2.ll.dmcdn.net,87.248.201.107,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.b925c02e.x3i39i3.vid2.ll.dmcdn.net,95.140.237.203,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.b9391d02.x3j8ew4.vid2.ll.dmcdn.net,178.79.213.64,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.b93cd6a2.x3iuqx0.vid2.ll.dmcdn.net,178.79.244.104,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.b943f527.x3j88f5.vid2.ll.dmcdn.net,178.79.213.30,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.b947007e.x1gwf80.vid2.ll.dmcdn.net,178.79.235.236,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.b94700fa.x1gwf80.vid2.ll.dmcdn.net,178.79.244.42,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.b9470116.x2cv10j.vid2.ll.dmcdn.net,178.79.244.58,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.b947021b.x367do1.vid2.ll.dmcdn.net,178.79.244.84,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.b94702da.x1gwf80.vid2.ll.dmcdn.net,87.248.201.88,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.b9470318.x19yct5.vid2.ll.dmcdn.net,178.79.244.27,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.b9511b7b.x3i3bd2.vid2.ll.dmcdn.net,178.79.213.112,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.b954bd40.x3i34y4.vid2.ll.dmcdn.net,178.79.213.105,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.bc2b0c41.x3igv04.vid2.ll.dmcdn.net,178.79.221.34,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.bc7e21f5.x2ip3i1.vid2.ll.dmcdn.net,178.79.213.54,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.bc7e2999.x3iupp3.vid2.ll.dmcdn.net,178.79.213.18,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.bcbe1c2c.x36n7d5.vid2.ll.dmcdn.net,178.79.244.90,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.bcea5c92.x3irv85.vid2.ll.dmcdn.net,178.79.213.95,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.c21c596e.x3i39i3.vid2.ll.dmcdn.net,178.79.213.9,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.c22c1132.x34h4u2.vid2.ll.dmcdn.net,46.228.148.34,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.c23c4d9d.x3ii1w3.vid2.ll.dmcdn.net,178.79.221.51,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.c3133f29.x3hynjo.vid2.ll.dmcdn.net,178.79.213.109,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.c3133f29.x3j0sp2.vid2.ll.dmcdn.net,178.79.213.25,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.c32e6523.x3jmzci.vid2.ll.dmcdn.net,95.140.237.137,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.c32e6527x36el61.v2.vid2.ll.dmcdn.net,87.248.201.95,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.c3bfaff4.x3i39i3.vid2.ll.dmcdn.net,46.228.148.34,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.c3f4b43b.c646c9dc.vid2.ll.dmcdn.net,87.248.201.64,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.c5a5d116.x162754.vid2.ll.dmcdn.net,,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.cff1e2cc.b064d8fe.vid2.ll.dmcdn.net,68.142.73.38,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.d59bd60a.x3ds753.vid2.ll.dmcdn.net,178.79.213.88,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.d91530e2.x3iqxrg.vid2.ll.dmcdn.net,46.228.148.36,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.d91530e2.x3jsda0.vid2.ll.dmcdn.net,,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.x1ruc3.0-fgamers.vid2.ll.dmcdn.net,178.79.221.73,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],im.x3kyyn2.x3hqyog.vid2.ll.dmcdn.net,178.79.246.82,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],ingest-01.ix7.dailymotion.com,188.65.124.45,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],ingest-01.nyc.dailymotion.com,198.54.201.167,,,,,NOERROR,,,,,,,
[x],ingest-01.sg1.dailymotion.com,103.195.32.184,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],ingest-01.sv4.dailymotion.com,198.54.200.181,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],ingest-02.sv4.dailymotion.com,198.54.200.182,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],ingest-03.ix7.dailymotion.com,188.65.124.43,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],ingest-04.dc3.dailymotion.com,188.65.124.44,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],ingest-06.dc3.dailymotion.com,,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],ingest-07.vip.dailymotion.com,188.65.124.41,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],ingress-01-pub-prod.vip.dailymotion.com,188.65.124.64,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],ingress-03-pub-prod-ix7.vip.dailymotion.com,188.65.124.66,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],ingress-data-backbone-dev.gcp.dailymotion.com,34.66.180.251,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,True,google,,,,,
[x],ingress-data-backbone-stg.gcp.dailymotion.com,35.225.21.201,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,True,google,,,,,
[x],inspector-storage-prod-onprem-ix7.dmxleo.com,188.65.124.66,,"ns-357.awsdns-44.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],inspector-storage-prod-onprem-sg1.dmxleo.com,103.195.32.131,,"ns-357.awsdns-44.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],int.dailymotion.com,,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,"mx-01.dc3.dailymotion.com, mx-01.ix7.dailymotion.com"
[x],iphone.dailymotion.com,195.8.215.136,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,wwwcname.dailymotion.com,,,
[x],iphoneapp.dailymotion.com,195.8.215.136,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,wwwcname.dailymotion.com,,,
[x],iptv.dailymotion.com,195.8.215.136,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,wwwcname.dailymotion.com,,,
[x],iptv.preprod.dailymotion.com,195.8.215.142,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,preprod.dailymotion.com,,,
[x],it-inventory.dm.gg,195.8.215.192,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,crproxy.dailymotion.com,,,
[x],ix.test.dailymotion.com,195.8.215.225,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],jastel-2-pni.sg1.dailymotion.com,103.195.32.209,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],jim.dailymotion.com,195.8.215.154,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],jobs.dailymotion.com,,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,ingress-01-pub-prod.vip.dailymotion.com,,,
[x],july.stage-09.dailymotion.com,195.8.215.140,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,stages.dailymotion.com,,,
[x],jx3.dmxleo.com,,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,"ns-cloud-a4.googledomains.com, ns-cloud-a2.googledomains.com, ns-cloud-a1.googledomains.com, ns-cloud-a3.googledomains.com",,,,
[x],korea.stage-05.dailymotion.com,195.8.215.140,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,stages.dailymotion.com,,,
[x],korfamily-filter.stage-60.dailymotion.com,195.8.215.140,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,stages.dailymotion.com,,,
[x],kube.dm.gg,,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,"b.dailymotion.com, a.dailymotion.com",,,,
[x],lab.dailymotion.com,,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],lb-01.ix7.dailymotion.com,188.65.124.75,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],lb-01.sg1.dailymotion.com,103.195.32.113,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],lb-02.sg1.dailymotion.com,103.195.32.114,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],lb-02.sv4.dailymotion.com,198.54.200.105,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],lb-07.dc3.dailymotion.com,188.65.124.78,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],lb-08.dc3.dailymotion.com,188.65.124.79,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],lb-09.dc3.dailymotion.com,188.65.124.80,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],lb-10.dc3.dailymotion.com,188.65.124.81,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],links.alerts.dailymotion.com,188.65.124.84,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,lbprod.dailymotion.com,,,
[x],links.notifications.dailymotion.com,188.65.124.84,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,lbprod.dailymotion.com,,,
[x],live.cf.dmcdn.net,"13.227.219.110, 13.227.219.89, 13.227.219.99, 13.227.219.73",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",,,NOERROR,True,cloudfront,"ns-1198.awsdns-21.org, ns-1581.awsdns-05.co.uk, ns-375.awsdns-46.com, ns-563.awsdns-06.net",d35z53ry0uqn6z.cloudfront.net,,,
[x],lo0.core-01.nyc.dailymotion.com,198.54.201.254,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],lo0.core-01.sg1.dailymotion.com,103.195.32.250,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],lo0.core-01.sv4.dailymotion.com,198.54.200.254,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],lo0.core-01.vty.dailymotion.com,188.65.120.1,2a03:d1c7::1,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],lo0.core-02.dc3.dailymotion.com,188.65.120.2,2a03:d1c7::2,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],lo0.core-03.ix7.dailymotion.com,188.65.120.3,2a03:d1c7::3,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],lo0.core-04.ix7.dailymotion.com,188.65.120.4,2a03:d1c7::4,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],logdata-01-01.ix7.dailymotion.com,188.65.124.201,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],logdata-01-01.sv4.dailymotion.com,198.54.200.94,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],logdata-01-02.ix7.dailymotion.com,188.65.124.202,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],logdata-01-02.sg1.dailymotion.com,103.195.32.86,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],logdata-01-02.sv4.dailymotion.com,198.54.200.95,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],logdata-01-03.sv4.dailymotion.com,198.54.200.96,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],logger-09.dev.dailymotion.com,0.0.0.0,::,"fake-for-negative-caching.adguard.com, hostmaster.logger-09.dev.dailymotion.com",True,0.0.0.0,NOERROR,,,,,,,
[x],logscale-01-01.dc3.dailymotion.com,188.65.124.103,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],logscale-01-01.ix7.dailymotion.com,188.65.124.106,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],logscale-01-02.dc3.dailymotion.com,188.65.124.104,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],logscale-01-02.ix7.dailymotion.com,188.65.124.107,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],logscale-01-03.ix7.dailymotion.com,,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],lrpwww.dailymotion.com,"195.8.215.137, 195.8.215.138",,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],lyncdiscover.dailymotion.com,52.112.196.45,2603:1027::e,"admin.nsatc.net, dns.level3.net",,,NOERROR,,,,webdir.online.lync.com,,,
[x],lyncdiscoverinternal.dailymotion.com,52.112.193.16,2603:1027:0:48::21,"admin.nsatc.net, dns.level3.net",,,NOERROR,,,,webdir.online.lync.com,,,
[x],mail.alerts.dailymotion.com,,,"aisha.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,u3175893.wl144.sendgrid.net,v=spf1 ip4:167.89.53.123 ip4:198.37.147.39 -all,,mx.sendgrid.net
[x],mail.notifications.dailymotion.com,,,"aisha.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,u3175893.wl144.sendgrid.net,v=spf1 ip4:167.89.53.123 ip4:198.37.147.39 -all,,mx.sendgrid.net
[x],mailrelay.adm.dailymotion.com,,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,mailrelay.dailymotion.com,v=spf1 a -all,,
[x],mailrelay.dailymotion.com,,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,v=spf1 a -all,,
[x],mailrelay.nyc.dailymotion.com,,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,mailrelay.dailymotion.com,v=spf1 a -all,,
[x],mailrelay.srv.dailymotion.com,,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,mailrelay.dailymotion.com,v=spf1 a -all,,
[x],manager2.plus.dailymotion.com,31.210.55.136,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],marocinmotion.dailymotion.com,213.186.33.16,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,hCFRYw/kMatwB44ET9HgJA,,
[x],mebed-01.stg.dc3.dailymotion.com,10.189.20.37,,"a.dailymotion.com, root.dailymotion.com",True,10.189.20.37,NOERROR,,,"b.dailymotion.com, a.dailymotion.com",ebed-staging.geo.dmcdn.net,,,
[x],mebed.stg.dm.gg,10.189.20.36,,"a.dailymotion.com, root.dailymotion.com",True,10.189.20.36,NOERROR,,,"a.dailymotion.com, b.dailymotion.com",ebed-staging.geo.dmcdn.net,,,
[x],medrpm.jenkinsx.dmxleo.com,0.0.0.0,::,"fake-for-negative-caching.adguard.com, hostmaster.medrpm.jenkinsx.dmxleo.com",True,0.0.0.0,NOERROR,,,,,,,
[x],mespiresentretiens.dailymotion.com,213.186.33.16,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],mirror.stage-04.dailymotion.com,195.8.215.140,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,stages.dailymotion.com,,,
[x],mobile.dailymotion.com,195.8.215.136,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,wwwcname.dailymotion.com,,,
[x],mon-29.dc3.dailymotion.com,195.8.215.231,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],mon-34.dc3.dailymotion.com,195.8.215.232,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],mon-35.dc3.dailymotion.com,195.8.215.233,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],mon-36.dc3.dailymotion.com,,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],mon-37.dc3.dailymotion.com,195.8.215.235,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],mon.dailymotion.com,,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,"mx-01.dc3.dailymotion.com, mx-01.ix7.dailymotion.com"
[x],msoid.service.dailymotion.com,"40.126.29.14, 40.126.29.6, 40.126.29.5, 40.126.29.8, 40.126.29.7, 40.126.29.11, 40.126.29.13, 40.126.29.15",,"tm1.dns-tm.com, hostmaster.trafficmanager.net",,,NOERROR,True,azure,,"clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.trafficmanager.net",,,
[x],mx-01.dc3.dailymotion.com,195.8.215.201,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],nat-01-01.nyc.dailymotion.com,198.54.201.120,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],nat-01-01.sg1.dailymotion.com,103.195.32.120,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],nat-01-01.sv4.dailymotion.com,198.54.200.120,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],nat-01-01.vty.dailymotion.com,188.65.124.16,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],nat-01-02.vty.dailymotion.com,188.65.124.17,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],nat-01-03.vty.dailymotion.com,188.65.124.18,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],nat-01-05.vty.dailymotion.com,188.65.124.20,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],nat-01-08.vty.dailymotion.com,188.65.124.23,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],nat-02-01.vty.dailymotion.com,188.65.124.24,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],nat-02-02.vty.dailymotion.com,188.65.124.25,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],nat-02-04.vty.dailymotion.com,188.65.124.27,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],nat-02-05.vty.dailymotion.com,188.65.124.28,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],nat-02-06.vty.dailymotion.com,188.65.124.29,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],nat-02-08.vty.dailymotion.com,188.65.124.31,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],neon-preprod.dailymotion.com,188.65.124.67,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,ingress-04-pub-stg-ix7.vip.dailymotion.com,,,
[x],net-01-pub.dc3.dailymotion.com,195.8.215.196,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],newyork.dm.gg,104.225.241.42,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],nginx.stage-59.dailymotion.com,195.8.215.140,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,stages.dailymotion.com,,,
[x],nice.dm.gg,90.83.31.184,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],notifications.dailymotion.com,,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,"a.dailymotion.com, b.dailymotion.com",,v=spf1 include:spfa.dailymotion.com include:spfb.dailymotion.com -all,,
[x],ns-01.dailymotion.com,195.8.214.1,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],nyc.dailymotion.com,,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,"b.dailymotion.com, a.dailymotion.com",,,,
[x],o133.mail.notifications.dailymotion.com,167.89.53.123,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],o134.mail.alerts.dailymotion.com,198.37.147.39,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],o1626.abmail.partner.dailymotion.com,192.254.120.246,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],off-01.mar.dailymotion.com,195.5.222.18,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],off-01.nyc.dailymotion.com,104.225.241.44,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],off-01.sg1.dailymotion.com,101.100.185.212,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],off-02.nyc.dailymotion.com,104.225.241.42,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],oim-lyc-pc34-adm.vid2.ll.dmcdn.net,69.28.134.114,,"dns23.llnwd.net, hostmaster.llnwd.net",,,NOERROR,,,,,,,
[x],org-style.stage-54.dailymotion.com,195.8.215.140,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,stages.dailymotion.com,,,
[x],pantheon.stage-21.dailymotion.com,195.8.215.140,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,stages.dailymotion.com,,,
[x],partner.api-staging.dailymotion.com,188.65.124.67,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,ingress-04-pub-stg-ix7.vip.dailymotion.com,,,
[x],partner.api.dailymotion.com,188.65.124.92,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,"ptnapi.geo.dmcdn.net, fp.ix7.dailymotion.com",,,
[x],payfamily-filter.stage-17.dailymotion.com,195.8.215.140,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,stages.dailymotion.com,,,
[x],payfamily-filter.stage-57.dailymotion.com,195.8.215.140,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,stages.dailymotion.com,,,
[x],pb.dmxleo.com,188.65.124.66,,"ns-357.awsdns-44.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],pdc.dmxleo.com,188.65.124.66,,"ns-357.awsdns-44.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,,public-prod-playerdiagnosticscollector.dmxleo.com,,,
[x],pebed-01.stg.dc3.dailymotion.com,10.189.20.36,,"a.dailymotion.com, root.dailymotion.com",True,10.189.20.36,NOERROR,,,"b.dailymotion.com, a.dailymotion.com",ebed-staging.geo.dmcdn.net,,,
[x],pebed.stg.dm.gg,195.8.215.225,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,test.dailymotion.com,,,
[x],php.style.stage-32.dailymotion.com,195.8.215.140,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,stages.dailymotion.com,,,
[x],player-test.dailymotion.com,195.8.215.140,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,stages.dailymotion.com,,,
[x],player.api-aws.dailymotion.com,188.65.124.34,,"ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],playerdiagnosticscollector-asiasoutheast1.dmxleo.com,0.0.0.0,::,"fake-for-negative-caching.adguard.com, hostmaster.playerdiagnosticscollector-asiasoutheast1.dmxleo.com",True,0.0.0.0,NOERROR,,,,,,,
[x],playerdiagnosticscollector-prod-onprem-dc3.dmxleo.com,0.0.0.0,::,"fake-for-negative-caching.adguard.com, hostmaster.playerdiagnosticscollector-prod-onprem-dc3.dmxleo.com",True,0.0.0.0,NOERROR,,,,,,,
[x],playerdiagnosticscollector-prod-onprem-nyc.dmxleo.com,198.54.201.131,,"ns-357.awsdns-44.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,"ns-1238.awsdns-26.org, ns-1914.awsdns-47.co.uk, ns-357.awsdns-44.com, ns-904.awsdns-49.net",,,,
[x],playerdiagnosticscollector-prod-onprem-sg1.dmxleo.com,,,"ns-357.awsdns-44.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],playerdiagnosticscollector-prod-onprem-sv4.dmxleo.com,198.54.200.131,,"ns-357.awsdns-44.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,
[x],playerdiagnosticscollector-staging-cloud-europewest1.dmxleo.com,35.233.16.81,,"ns-357.awsdns-44.com, awsdns-hostmaster.amazon.com",,,NOERROR,True,google,,,,,
[x],pni-google.ix7.dailymotion.com,195.8.214.249,2a03:d1c0:0:100::2,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,,,,
[x],poland-api.stage-52.dailymotion.com,195.8.215.140,,"b.dailymotion.com, admins.dailymotion.com",,,NOERROR,,,,stages.dailymotion.com,,,
